frames,explained_variance,PMM:episode_rewards,grad_norm,advantage_norm,approx_kl_divergence,policy_loss,episode_length,clip_fraction,policy_entropy,value_loss,P01:episode_rewards,fps,P09:episode_rewards,epoch_idx
266240,3.725290298461914e-09,155.0,0.05204966111939561,15.968717479705811,0.0037280144560810414,-0.0017936155079951277,327.17,0.2502197265625,1.7829083159565926,0.008820216973253992,25.0,522,357.5000000000007,26
276480,1.825392246246338e-08,137.25,0.05092069339160804,15.968715399503708,0.003958061539287882,-0.0026515296900470275,322.14,0.299072265625,1.778313984721899,0.007694529395439531,25.0,523,302.5000000000002,27
286720,-1.2293457984924316e-08,172.75,0.054573106478179055,15.968717688322068,0.003466417189747517,-0.0021575831204245334,334.23,0.2528564453125,1.7590439639985562,0.011199807940283791,25.0,523,425.0,28
296960,-1.0430812835693359e-08,169.25,0.053622463908517784,15.96871783733368,0.002851905551187883,-0.0018173616044805385,335.03,0.2407470703125,1.7611336655914784,0.009323302342636453,25.0,524,350.0,29
307200,-1.7881393432617187e-08,165.75,0.051193221920538476,15.968717390298844,0.0030076278319256743,-0.0015539282467216253,334.57,0.239794921875,1.7704838760197164,0.007366517348327761,25.0,524,305.00000000000045,30
317440,-2.123415470123291e-08,151.5,0.052516826352106916,15.968717652559281,0.002873467958306719,-0.001895969169709133,332.09,0.250390625,1.7834651045501233,0.008548670545405913,25.0,525,275.0,31
327680,-4.097819328308106e-09,146.25,0.053480715057913464,15.968717318773269,0.003389534932341576,-0.0018186761113611282,323.88,0.249462890625,1.7771507173776626,0.008250284338873825,25.0,526,277.5000000000002,32
337920,-1.30385160446167e-08,157.5,0.05319770079012165,15.968716233968735,0.003002857083015442,-0.0017726429985486902,327.6,0.2279296875,1.762103545665741,0.00866581173445411,25.0,525,350.0,33
348160,1.4901161193847657e-09,149.75,0.05165675725023996,15.968717193603515,0.002940973568206573,-0.0017644658877543407,325.85,0.2352294921875,1.7687529750168323,0.0075391030674154536,25.0,525,350.0,34
358400,1.1175870895385742e-09,151.75,0.05450623314032125,15.968717628717423,0.0033933641801581873,-0.0019462490716250613,330.25,0.2625,1.756094516068697,0.008839543623116697,25.0,526,327.5000000000002,35
368640,-1.4901161193847656e-08,146.25,0.053033280285958995,15.968716979026794,0.0032545501395361497,-0.0012491776567912893,326.89,0.2408447265625,1.7679972372949124,0.008989794738795354,25.0,527,252.50000000000023,36
378880,-9.313225746154785e-09,157.75,0.052225096977302675,15.96871783733368,0.00306969712623868,-0.0013573260144767118,335.99,0.2353515625,1.771473053842783,0.009039506797853392,47.50000000000001,527,252.50000000000023,37
389120,-8.195638656616212e-09,170.25,0.053466086032771754,15.968717849254608,0.003375563638633139,-0.001899517892707081,340.34,0.2293701171875,1.7808823123574258,0.00910167653928511,50.0,527,275.0,38
399360,-3.054738044738769e-08,175.25,0.05475791857901171,15.968717616796493,0.0033179445860923805,-0.002023668252149946,346.79,0.2520751953125,1.770159612596035,0.008973663866891001,50.0,527,310.00000000000085,39
409600,5.587935447692871e-09,165.75,0.051644105763316614,15.968705946207047,0.0035953279234831824,-0.0016258457289950456,338.52,0.2574462890625,1.769377063214779,0.00633505821158451,25.0,528,405.00000000000045,40
419840,-1.7136335372924803e-08,155.25,0.052202426124366784,15.96871754527092,0.0029571332026307575,-0.00169859196539619,333.3,0.2166015625,1.776665449142456,0.008566407914895536,25.0,529,452.50000000000017,41
430080,1.899898052215576e-08,149.75,0.054375677696547,15.968716615438462,0.0028801730964062243,-0.0008020277760806494,330.79,0.2181396484375,1.775447668135166,0.007039912029495099,25.0,529,405.00000000000045,42
440320,-5.587935447692871e-09,146.0,0.05335005544257678,15.96871613264084,0.002683516182855783,-0.0013301966937433463,331.88,0.22255859375,1.7771927528083324,0.007854535990827572,25.0,529,277.5000000000002,43
450560,-4.097819328308106e-09,128.5,0.05200690450165346,15.96871577501297,0.0034174834365217066,-0.0017156925634481013,323.02,0.2624755859375,1.7819166004657745,0.0067924979456620346,25.0,529,275.0,44
460800,-7.078051567077636e-09,129.25,0.0526762744846189,15.96871738433838,0.0027571541095198883,-0.001947460963128833,321.07,0.22578125,1.7721919856965542,0.008585928504498953,25.0,529,277.5000000000002,45
471040,4.097819328308106e-09,146.75,0.05454395515995854,15.968717330694199,0.0028462633968501906,-0.0021292579385772115,323.86,0.24501953125,1.7565268501639366,0.008313690017348562,25.0,529,405.00000000000045,46
481280,-3.3527612686157227e-09,168.0,0.052893213788698615,15.968717616796493,0.002481539961274848,-0.0010079442945425399,337.08,0.1955322265625,1.7590636648237705,0.00958447613811586,25.0,529,407.5000000000006,47
491520,1.899898052215576e-08,180.5,0.053015710645337485,15.968717724084854,0.0028450816635483987,-0.0017232660844456404,341.15,0.2336669921875,1.7693405464291572,0.007908699737708958,25.0,530,452.50000000000017,48
501760,1.080334186553955e-08,155.25,0.052207911535655016,15.96871770620346,0.002912994203109065,-0.0018954367384139913,336.17,0.2379638671875,1.7755962699651717,0.00964166195017242,25.0,530,302.5000000000002,49
512000,2.16066837310791e-08,174.5,0.05424344178978717,15.968717336654663,0.0028819304980970627,-0.0013510057677194709,340.91,0.2501953125,1.7771287061274053,0.009395986519739098,25.0,530,375.0,50
522240,-1.2293457984924316e-08,170.0,0.05054874890842328,15.968717622756959,0.002349277548808004,-0.0014129522802249993,334.52,0.1770263671875,1.7719503588974477,0.009913383944694942,25.0,531,300.0,51
532480,-2.6077032089233397e-09,204.25,0.05604587520895109,15.96871770620346,0.0024962473346505478,-0.001453332845994737,338.65,0.2119873046875,1.7613478131592273,0.011665295585407876,47.50000000000001,531,402.5000000000002,52
542720,-1.0430812835693359e-08,213.75,0.05806029009563192,15.968717563152314,0.0031703170746254727,-0.002172499203879852,337.38,0.2486083984375,1.7642548181116582,0.012366497346374673,72.50000000000001,530,430.0000000000004,53
552960,-7.82310962677002e-09,235.5,0.05514114657369366,15.968708682060242,0.0024990618148763135,-0.0012474069986637914,344.99,0.223828125,1.7700489237904549,0.009939873672928456,75.0,530,530.0000000000005,54
563200,1.4901161193847657e-09,206.25,0.055233815518632726,15.968717741966248,0.002563088456895457,-0.0014448862253630067,338.08,0.2261474609375,1.7584445253014565,0.0102118998583137,47.50000000000001,530,355.00000000000045,55
573440,7.82310962677002e-09,189.25,0.05272970584941866,15.968717414140702,0.0032286994499827414,-0.0011379017007129733,334.24,0.27216796875,1.7679202400147915,0.007461029936712294,25.0,530,430.0000000000004,56
583680,5.215406417846679e-09,176.0,0.05587383598640468,15.968717831373215,0.003268233306630464,-0.0018280547072208719,329.44,0.25947265625,1.77406769618392,0.010475338800461031,47.50000000000001,530,425.0,57
593920,-1.564621925354004e-08,174.5,0.050409506988026064,15.968714851140977,0.0035414815407875722,-0.0012130904273362831,327.79,0.227587890625,1.7776139564812183,0.006275601020644217,47.50000000000001,531,452.50000000000017,58
604160,-4.470348358154297e-09,155.75,0.052001496052104135,15.96871719956398,0.002973416802757356,-0.0014429866583668626,326.72,0.2473388671875,1.7777239605784416,0.006987884544150802,25.0,531,427.5000000000002,59
614400,-1.862645149230957e-08,151.5,0.054224019373458276,15.968717658519745,0.0030240237850307494,-0.0009663149907282786,331.79,0.2005859375,1.7734906911849975,0.010887388014816679,25.0,531,310.00000000000085,60
624640,-2.3469328880310058e-08,163.75,0.05445750904205474,15.968717366456985,0.003024934219718034,-0.0015008459609816781,331.43,0.2284423828125,1.7825012139976024,0.008518954552664581,25.0,526,380.00000000000045,61
634880,-3.3527612686157227e-08,163.0,0.05102012679980583,15.968717914819717,0.002724333346804997,-0.0015653998343623243,333.04,0.221337890625,1.7814290605485439,0.007401582493457681,25.0,525,277.5000000000002,62
645120,7.450580596923829e-10,137.5,0.051670147375676975,15.968717747926712,0.0035980676052872695,-0.001916437478212174,322.61,0.27919921875,1.7811018370091916,0.006907319288802683,25.0,523,252.50000000000023,63
655360,1.5273690223693846e-08,141.25,0.05391052265443804,15.968717712163926,0.0025392023579229317,-0.0014236049151804763,329.2,0.21787109375,1.7655364848673343,0.009892206957010785,25.0,515,250.0,64
665600,1.1175870895385742e-09,156.75,0.05395864717200065,15.968717849254608,0.0026409348402012256,-0.0013998028545756825,335.81,0.2274169921875,1.7728603720664977,0.009234697271131154,25.0,514,275.0,65
675840,-1.2293457984924316e-08,186.25,0.05670387850673051,15.96871777176857,0.0026236243395715065,-0.0015038894587632967,345.96,0.2130859375,1.772343009710312,0.011486699869419682,50.0,513,302.5000000000002,66
686080,-1.1548399925231934e-08,204.25,0.05580115765121407,15.96871787905693,0.002745924919759091,-0.0015075676328706322,346.33,0.22158203125,1.7595143005251885,0.011157983593875542,50.0,511,380.00000000000045,67
696320,-2.0489096641540527e-08,191.25,0.05492021112225222,15.96871746778488,0.002758735835971038,-0.0014265873389376793,339.99,0.242919921875,1.7649188816547394,0.009824752823601558,50.0,510,327.5000000000002,68
706560,-1.0058283805847169e-08,189.25,0.05249931864197503,15.968717604875565,0.003059269021827049,-0.0014045063089724863,333.06,0.211669921875,1.7738433264195919,0.007171119173017359,25.0,508,502.5000000000002,69
716800,-1.862645149230957e-08,147.25,0.05072097734473694,15.968716096878051,0.002898435211341166,-0.001377897773636505,325.75,0.2345458984375,1.773748802393675,0.006452255891190362,25.0,506,277.5000000000002,70
727040,-7.078051567077636e-09,136.5,0.05239483184606164,15.968717604875565,0.002721246486498785,-0.0012925526931212516,321.23,0.236962890625,1.7792864978313445,0.006980560621423137,25.0,505,280.00000000000045,71
737280,4.470348358154297e-09,122.75,0.05038732723794814,15.968717336654663,0.002460074064742912,-0.0014837316786724842,319.37,0.19951171875,1.778611221164465,0.008848026938539987,22.500000000000007,504,250.0,72
747520,-1.2293457984924316e-08,156.25,0.05342270398363501,15.968717867136002,0.0027877587744001174,-0.0012985286964976694,325.82,0.2129638671875,1.7677646331489085,0.00955649906245526,25.0,503,352.5000000000002,73
757760,-1.1175870895385742e-09,176.75,0.055956866031353955,15.968717581033706,0.0028845576303297093,-0.0014581650302716298,334.61,0.229248046875,1.754633516073227,0.009606634534566182,25.0,502,402.5000000000002,74
768000,-3.725290298461914e-09,181.75,0.05406819877441356,15.968717730045318,0.002395803240483474,-0.0014463836325376179,338.84,0.206982421875,1.764514260739088,0.00845127859065542,50.0,501,355.00000000000045,75
778240,-1.4901161193847657e-09,159.25,0.05320028897018743,15.968717551231384,0.0023889998681625004,-0.0012351862384093692,333.57,0.1957275390625,1.778925010561943,0.008446278139035712,25.0,500,300.0,76
788480,4.8428773880004884e-09,145.5,0.05229067322495277,15.96871787905693,0.0029098730685518603,-0.0016405111258791295,326.99,0.249365234375,1.7750752501189708,0.008961782092228532,47.50000000000001,498,275.0,77
798720,3.3527612686157227e-09,141.0,0.0528998026870513,15.96871708035469,0.002843731088557888,-0.0020886216465441977,320.77,0.25966796875,1.7702966153621673,0.006815701972573152,47.50000000000001,498,280.00000000000045,78
808960,-3.3527612686157227e-09,135.25,0.0554957518399817,15.968717324733735,0.00291830970081719,-0.0013548907274525846,320.09,0.2348876953125,1.7698679246008395,0.007677038324709428,25.0,497,275.0,79
819200,-4.097819328308106e-09,136.75,0.05398945074274412,15.968717569112778,0.0028394655863166916,-0.0017301594922173535,318.35,0.248583984375,1.7814381174743175,0.008037892767242738,25.0,496,300.0,80
829440,1.0058283805847169e-08,150.75,0.05547765136757406,15.968717205524445,0.0027010941285425362,-0.0018799446439516031,325.8,0.2485107421875,1.7758712306618691,0.010118350951870525,25.0,495,302.5000000000002,81
839680,-2.0489096641540527e-08,162.75,0.0544233471939777,15.968717348575591,0.002031528264620874,-0.0013332339993212372,326.71,0.1946533203125,1.7773015215992927,0.00786431374375809,25.0,494,400.0,82
849920,7.450580596923828e-09,174.5,0.05334336731853958,15.968717318773269,0.0030696792447827193,-0.0023128014567191713,333.2,0.2697509765625,1.7801913738250732,0.008846910929560182,25.0,494,402.5000000000002,83
860160,4.470348358154297e-09,172.25,0.05312953125581077,15.968717408180236,0.0024776085372991475,-0.0016216190393606666,330.94,0.1958251953125,1.7692082159221172,0.00913712564670277,25.0,493,402.5000000000002,84
870400,-1.1175870895385742e-09,183.25,0.052943631851967134,15.968713420629502,0.0032497393426638155,-0.0010096741298184497,334.08,0.2318359375,1.7735482960939408,0.008813228266058104,25.0,492,452.50000000000017,85
880640,1.4901161193847657e-09,183.0,0.05426759768835841,15.968717360496521,0.0031574826118458076,-0.0018907172998297028,338.76,0.272607421875,1.7829371318221092,0.007983885162911975,25.0,491,427.5000000000002,86
890880,1.4901161193847656e-08,162.25,0.054236614937714187,15.968717688322068,0.002547735772049009,-0.0020022254735522437,336.55,0.240478515625,1.7734707735478878,0.008477844387653023,25.0,490,327.5000000000002,87
901120,-1.2293457984924316e-08,143.75,0.05374050613207807,15.968718004226684,0.0027844416869584167,-0.0015433903332450426,331.15,0.2361572265625,1.776970100402832,0.00968988704153162,25.0,490,300.0,88
911360,-5.587935447692871e-09,170.25,0.05318744820692848,15.968717843294144,0.0028291288378738955,-0.0018075410262099467,334.66,0.2576416015625,1.7701154962182044,0.00924884591368027,25.0,489,305.00000000000045,89
921600,-1.1175870895385742e-09,176.0,0.05499077673627321,15.96871771812439,0.0030128636164420187,-0.0019055460779782152,329.63,0.2525146484375,1.7759557008743285,0.00937584860057541,25.0,489,427.5000000000002,90
931840,0.0,181.5,0.05184599920682016,15.968717956542969,0.002258096589298475,-0.0008934697285440052,333.72,0.174853515625,1.7791317768394947,0.009126080358691979,25.0,488,427.5000000000002,91
942080,-5.960464477539063e-09,200.5,0.054911346106166936,15.968717861175538,0.002610069303597129,-0.0017173078096675454,341.8,0.2271240234375,1.7678011566400529,0.011056442846233949,25.0,488,525.0,92
952320,-4.097819328308106e-09,188.75,0.051229079323518535,15.968717676401138,0.003580896472359996,-0.0017041726794559508,337.55,0.28134765625,1.7859247237443925,0.007387702297091891,50.0,487,502.5000000000002,93
962560,8.195638656616212e-09,182.0,0.05124551242285499,15.96871749162674,0.0022314548675225867,-0.0016382578349293908,332.9,0.20322265625,1.7691306121647359,0.008884974535249057,25.0,486,477.5000000000002,94
972800,6.332993507385254e-09,142.25,0.05571728499007791,15.968717527389526,0.002882884401225283,-0.0011444456366007216,323.4,0.2157470703125,1.780463245511055,0.008496050237408782,25.0,485,275.0,95
983040,-5.960464477539063e-09,137.75,0.05157150997325614,15.968714982271194,0.0024151587595724775,-0.0012417349142197053,323.05,0.209228515625,1.783606968075037,0.006803491280561502,25.0,485,252.50000000000023,96
993280,-1.9371509552001954e-08,138.5,0.05204973016856573,15.968717730045318,0.0037042969691128747,-0.002195543750349316,324.78,0.32158203125,1.7825172536075116,0.006928687057916249,25.0,484,250.0,97
1003520,3.3527612686157227e-09,140.0,0.0517392987459719,15.968717098236084,0.0029282022186180256,-0.0018287593007698887,321.63,0.2611328125,1.781488437950611,0.008595265318274415,25.0,483,250.0,98
1013760,-7.450580596923829e-10,162.5,0.05434990546553011,15.968717694282532,0.0030320392920089034,-0.0015967575931426837,330.7,0.2675048828125,1.7788210026919842,0.009389606037984777,25.0,483,335.00000000000085,99
1024000,8.940696716308593e-09,170.0,0.05424948766703571,15.968717783689499,0.0026656096112049,-0.0017044225445715711,337.4,0.243798828125,1.7834075182676314,0.00911406698724022,25.0,482,335.00000000000085,100
1034240,-1.30385160446167e-08,187.5,0.05402974533281492,15.968717741966248,0.0027662338887012084,-0.001996301573672099,347.1,0.230908203125,1.7850148551166058,0.010274359970389923,25.0,482,335.00000000000085,101
1044480,4.8428773880004884e-09,189.0,0.05525233107147809,15.968717926740647,0.0030521628646283717,-0.0015599351492710412,346.14,0.2498046875,1.7798992671072482,0.009109771340808948,25.0,481,402.5000000000002,102
1054720,2.1979212760925294e-08,175.5,0.05372366053932291,15.96871662735939,0.0024264119190888778,-0.0012354118629446021,342.87,0.2327880859375,1.7803750097751618,0.007491850698829694,25.0,481,332.5000000000006,103
1064960,-7.82310962677002e-09,169.75,0.051248341143174767,15.968717539310456,0.0029272805552636783,-0.0017235776489542332,344.11,0.2447021484375,1.782573515176773,0.008321556181363121,25.0,480,332.5000000000006,104
1075200,-4.470348358154297e-09,165.75,0.05497128388029561,15.968717730045318,0.002566030979124889,-0.001731987051971373,339.97,0.2488525390625,1.7832909427583217,0.009014423128519411,25.0,480,425.0,105
1085440,-2.0116567611694337e-08,158.5,0.05467360398320298,15.968717449903489,0.0022053443803542903,-0.0010651309985405533,337.48,0.1900634765625,1.774745548516512,0.008874768774330733,22.500000000000007,479,327.5000000000002,106
1095680,1.0430812835693359e-08,187.0,0.054631790121610735,15.968717378377914,0.002180435271463921,-0.0008788100203673821,339.57,0.1946533203125,1.7781342446804047,0.009941725468161166,25.0,479,475.0,107
1105920,-2.9802322387695314e-09,193.5,0.0520122399399619,15.968716883659363,0.0021792207197563586,-0.001636649230204057,340.28,0.2136474609375,1.7753801114857197,0.009898652976852418,25.0,478,475.0,108
1116160,-1.6763806343078613e-08,203.0,0.05329974833898876,15.968717610836029,0.0029424785549281296,-0.0014942159486963646,345.51,0.2839111328125,1.7746924512088298,0.008888173417744838,25.0,478,500.0,109
1126400,-1.564621925354004e-08,172.5,0.05301894197682894,15.96871771812439,0.0029444150052881923,-0.0019054895325098186,331.5,0.2665283203125,1.7732087083160877,0.008600129072601704,25.0,477,427.5000000000002,110
1136640,-7.078051567077636e-09,165.5,0.05307007469286314,15.968716949224472,0.0024849905340488475,-0.0015235603252222063,329.63,0.22978515625,1.776164858788252,0.00973281117079523,25.0,477,352.5000000000002,111
1146880,8.568167686462402e-09,168.75,0.05167942630586272,15.968717592954636,0.0026540407227344078,-0.0016529067757801385,328.27,0.2646240234375,1.767101590335369,0.008323684218339622,22.500000000000007,476,380.00000000000045,112
1157120,1.4156103134155273e-08,168.5,0.055471653861461745,15.968717652559281,0.0023583969201922627,-0.0017322005445748801,331.97,0.2444091796875,1.7774995036423207,0.009582922161507667,25.0,476,375.0,113
1167360,2.2351741790771484e-08,189.5,0.053792749493690485,15.968717229366302,0.0036922664229166458,-0.002594986119947862,340.77,0.3385498046875,1.7723899967968464,0.009303837881043364,25.0,476,427.5000000000002,114
1177600,-9.313225746154785e-09,188.5,0.055169907304347766,15.96871782541275,0.0027391008015683837,-0.0012679057592322352,337.89,0.2247314453125,1.778813222795725,0.01090539047436323,47.50000000000001,475,382.5000000000007,115
1187840,8.940696716308593e-09,198.0,0.053150085768192766,15.968716043233872,0.002638773454486909,-0.0018139054875064176,342.25,0.236865234375,1.7818653464317322,0.00886474915979818,50.0,475,477.5000000000002,116
1198080,1.862645149230957e-09,188.75,0.056421010220477616,15.96871775984764,0.0020927244399445042,-0.001441870072085294,344.78,0.2095703125,1.7750598259270192,0.0109533358461249,72.50000000000001,475,327.5000000000002,117
1208320,6.7055225372314455e-09,202.75,0.0574586240713932,15.968717730045318,0.0025857414198867446,-0.001620460538106272,350.25,0.2508056640625,1.7778137780725956,0.01132526977607995,50.0,475,427.5000000000002,118
1218560,1.4156103134155273e-08,209.75,0.05354856579873204,15.96871737241745,0.0026896502978701166,-0.0020424204547452975,351.23,0.2751953125,1.7829737685620786,0.008960229133754183,25.0,474,500.0,119
1228800,-5.215406417846679e-09,196.5,0.05064150332051247,15.968715453147889,0.002834628579131504,-0.0012293481464439537,342.39,0.221826171875,1.7610197588801384,0.007179461775730545,25.0,474,500.0,120
1239040,9.685754776000977e-09,161.75,0.055375693729217544,15.968717479705811,0.00297780005577124,-0.0014940192253561691,334.73,0.2544921875,1.7728122368454933,0.008119513332621864,0.0,473,337.500000000001,121
1249280,8.940696716308593e-09,141.75,0.052128757591698924,15.968717700242996,0.0018118024815748867,-0.001099935363890836,328.84,0.1783935546875,1.7741151750087738,0.007770942378556356,22.500000000000007,473,255.00000000000043,122
1259520,-1.5273690223693846e-08,140.25,0.05361304724460627,15.968717318773269,0.0022441030764184687,-0.0009640098782256245,328.39,0.1845947265625,1.7582373179495334,0.008436529774417067,25.0,473,255.00000000000043,123
1269760,-4.097819328308106e-09,165.75,0.054045277880151454,15.96871782541275,0.002239109567108244,-0.0011461216105089988,333.7,0.21494140625,1.7821918629109859,0.01039551331414259,47.50000000000001,472,377.5000000000002,124
1280000,-1.2293457984924316e-08,180.75,0.0538235532238881,15.968717753887177,0.002615991864752232,-0.0018245538674818817,334.5,0.2465576171875,1.7735194370150567,0.009092963536477327,50.0,472,427.5000000000002,125
1290240,-3.7252902984619143e-10,178.75,0.05189088912307033,15.96871703863144,0.002606218964751861,-0.0014622378806961934,329.79,0.212744140625,1.7808558195829391,0.007501700281838453,25.0,472,427.5000000000002,126
1300480,1.4901161193847657e-09,177.75,0.056483097921413115,15.968717777729035,0.0023113283911783355,-0.0011295261076156749,326.35,0.24716796875,1.7802295587956904,0.009298969103838317,25.0,471,452.50000000000017,127
1310720,-6.332993507385254e-09,187.25,0.05207252459533138,15.968717789649963,0.002450933793977583,-0.0017080004112358439,329.47,0.231494140625,1.784671238064766,0.00879283598260372,25.0,471,502.5000000000002,128
1320960,-2.2724270820617674e-08,172.5,0.052673434315779796,15.968717396259308,0.0025439681335001295,-0.001402414643962402,329.74,0.24541015625,1.7847424171864987,0.008059309854616004,25.0,471,450.0,129
1331200,-2.8312206268310546e-08,160.5,0.05329446018778285,15.968717336654663,0.002013435290621146,-0.0011304119652777445,331.13,0.205859375,1.772115109115839,0.008190521922324478,25.0,471,427.5000000000002,130
1341440,-1.862645149230957e-09,164.0,0.0515017640862093,15.968716883659363,0.002153466286239336,-0.0011444260890129954,334.45,0.207080078125,1.7776537373661996,0.007852120880511394,25.0,471,427.5000000000002,131
1351680,-6.7055225372314455e-09,150.75,0.05173084443128985,15.968705862760544,0.002618826335378799,-0.001192081881890772,329.55,0.2411865234375,1.7734803646802901,0.00616899990755968,25.0,470,425.0,132
1361920,-7.82310962677002e-09,157.0,0.05312689586943237,15.968709081411362,0.0032949426904451684,-0.0018164935638196767,328.18,0.283935546875,1.7819418974220753,0.007500061447933248,25.0,470,427.5000000000002,133
1372160,-4.097819328308106e-09,130.5,0.052717438082440685,15.9687175989151,0.0024577029438773933,-0.0012037827018502867,321.6,0.22314453125,1.78451691493392,0.007571473686857644,25.0,470,250.0,134
1382400,1.1175870895385742e-08,138.0,0.05428608871409789,15.968717408180236,0.003462823466361442,-0.002040028701958363,326.6,0.295263671875,1.7788622736930848,0.00838340270452136,0.0,470,275.0,135
1392640,-2.0861625671386717e-08,154.25,0.052060494282512956,15.968717741966248,0.0024516291984809867,-0.001459625557254185,334.2,0.2454345703125,1.7695861980319023,0.00816919090484589,0.0,469,325.0,136
