#{"t_start": 1546138362.0388706, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,62.429986
2.0,220,71.765542
0.0,123,76.482886
2.0,204,115.308942
9.0,404,146.0568
2.0,221,158.661735
1.0,173,167.263336
2.0,203,177.343526
1.0,155,184.787454
5.0,298,201.457684
2.0,206,211.472359
3.0,234,222.786801
2.0,204,233.470888
0.0,127,240.024073
0.0,125,246.012228
1.0,155,253.282703
1.0,155,261.400607
0.0,127,267.383975
1.0,153,274.651933
0.0,127,280.956721
1.0,171,289.217884
0.0,127,294.967275
10.0,431,318.330198
2.0,220,330.277738
2.0,186,340.687672
1.0,157,349.12188
0.0,127,355.241731
4.0,263,367.863367
1.0,178,376.913395
0.0,127,383.451068
1.0,177,393.616431
2.0,201,403.84956
7.0,326,421.919302
1.0,175,431.119524
0.0,125,437.080768
5.0,331,455.86422
1.0,155,464.036283
0.0,127,469.986022
2.0,224,482.060689
0.0,125,487.753042
1.0,157,495.491512
1.0,157,503.640964
3.0,235,516.754689
0.0,129,523.484625
2.0,200,533.85901
3.0,230,547.041327
0.0,127,552.735895
1.0,155,560.465742
4.0,295,576.124651
0.0,129,582.304072
0.0,129,588.788655
0.0,127,595.393575
4.0,278,609.389886
3.0,246,621.865154
0.0,129,628.23918
4.0,299,644.96833
4.0,302,661.444957
1.0,174,670.645319
9.0,405,693.155666
5.0,350,711.849647
0.0,125,717.002527
3.0,248,729.899253
3.0,250,743.14264
0.0,127,749.755771
0.0,125,755.948761
0.0,129,762.684149
0.0,127,768.234369
9.0,404,789.91713
5.0,350,807.606991
9.0,404,828.443407
1.0,155,835.911318
0.0,127,842.033874
9.0,404,862.164891
2.0,200,872.291771
0.0,129,878.425363
0.0,129,884.665164
2.0,200,894.708474
0.0,125,900.451998
5.0,350,917.846709
4.0,320,934.224391
5.0,350,946.139969
0.0,129,950.005858
0.0,129,953.855767
0.0,125,957.658318
0.0,127,964.079531
0.0,127,968.993284
0.0,129,973.985751
2.0,202,982.67729
6.0,380,1000.886796
0.0,129,1006.585842
5.0,350,1024.689141
0.0,129,1031.14461
0.0,127,1036.064459
0.0,129,1042.656096
0.0,129,1048.900678
0.0,129,1055.540337
0.0,125,1061.954529
0.0,129,1068.161049
0.0,127,1073.222564
1.0,173,1081.512836
2.0,202,1090.115245
3.0,248,1101.181437
0.0,125,1105.225976
0.0,127,1111.977718
0.0,129,1117.57291
0.0,129,1122.677769
0.0,129,1127.997908
9.0,404,1145.133754
0.0,127,1150.776136
11.0,484,1172.59288
2.0,200,1179.932185
0.0,129,1183.738233
0.0,125,1187.00506
15.0,538,1202.389228
0.0,127,1205.712277
0.0,129,1209.348412
2.0,202,1215.198142
3.0,246,1221.867577
0.0,123,1225.094497
0.0,127,1228.409319
7.0,429,1239.960332
0.0,125,1243.293758
1.0,173,1248.071695
10.0,455,1260.211317
3.0,248,1266.288143
0.0,127,1269.734726
0.0,127,1272.720567
6.0,396,1283.752027
2.0,202,1288.970435
5.0,350,1298.752256
2.0,198,1303.820669
0.0,129,1306.92812
6.0,379,1317.310109
10.0,455,1329.324751
0.0,125,1332.367718
2.0,202,1337.603938
0.0,127,1340.714193
3.0,248,1346.759521
11.0,487,1359.605864
0.0,129,1362.762473
0.0,129,1365.949237
9.0,404,1376.442953
0.0,129,1379.542832
0.0,129,1382.82351
9.0,404,1393.729796
