explained_variance,PMM:episode_rewards,policy_entropy,value_loss,grad_norm,advantage_norm,P01:episode_rewards,policy_loss,P09:episode_rewards,episode_length,epoch_idx,fps,frames
-2.2639725506305695,1.275,1.3227892066538334,0.10662399220058433,3.550905856407395,2.476011572442949,0.0,0.006956406334647908,3.0,176.3,1,310,8000
0.007700151801109314,1.1685393258426966,1.3807358634471893,0.014573865872371243,0.2510945830866588,1.2442649909853936,0.0,0.004110848990821978,3.0,174.35955056179776,2,174,16000
-0.056436912417411805,1.36,1.3824898421764373,0.014921737203894735,0.2579789672054941,1.262709946706891,0.0,0.0005407095574992127,3.0,183.44,3,199,24000
-0.02289863705635071,1.59,1.3836244034767151,0.014663039217175537,0.2571618292445981,1.2809753631800413,0.0,-0.0007062770402990282,4.0,191.23,4,216,32000
-0.00224768340587616,1.27,1.384244499206543,0.01181024568030807,0.21330855288538664,1.0896083833649755,0.0,0.0023639049945631996,3.0,176.78,5,229,40000
-0.0694174861907959,1.15,1.3789012229442597,0.014381614592202822,0.273867497360526,1.2001348397135734,0.0,-0.0012778388582955812,3.0,171.21,6,237,48000
-0.046684556007385254,1.33,1.3709090304374696,0.018538041333085856,0.37794890210214704,1.370188475251198,0.0,0.0033703128347406163,3.0,178.21,7,244,56000
-0.006032733917236328,1.35,1.3788740193843843,0.015179631089595205,0.26995129673193313,1.3517570726573467,0.0,-0.0005811526568140834,3.0,182.64,8,249,64000
0.003211394548416138,1.56,1.3756549453735352,0.013217601607029792,0.23535287048651962,1.2464985901117325,0.0,0.0007735644237254747,3.1000000000000085,192.48,9,252,72000
0.03725460171699524,1.3,1.380286066532135,0.011469740117681794,0.24831790999159348,1.1182054951041938,0.0,0.0016065677499864251,3.0,179.5,10,255,80000
-0.01267459511756897,1.09,1.3793973016738892,0.012931697229359997,0.32172887364722386,1.156035310178995,0.0,-0.001114388691203203,3.0,169.05,11,257,88000
0.19339377999305726,1.21,1.3788199698925019,0.014230590627994389,0.3358180084851832,1.3632558131217956,0.0,0.00016886030847672372,3.0,173.54,12,259,96000
0.18563703060150147,1.25,1.3772720646858216,0.012800162140629255,0.3641613222807021,1.2741643300652503,0.0,-0.0032266454448108563,3.0,176.24,13,260,104000
0.21622979164123535,1.31,1.3624328303337097,0.02061629905598238,0.5381004885523015,1.5992008796334267,0.0,-0.004024747628718615,3.0,178.96,14,262,112000
0.294066943526268,1.51,1.361602202653885,0.019889174564450513,0.49516079611768044,1.6643079429864884,0.0,-0.0014622517343377695,4.0,186.06,15,264,120000
0.3731160670518875,1.45,1.3750081694126128,0.01423461458121892,0.3680154763108638,1.3801240563392638,0.0,-0.00126905728247948,3.0,183.1,16,264,128000
0.3964428597688675,1.27,1.3814768695831299,0.010714666627754922,0.3539720186610255,1.1859790892899036,0.0,0.0007484334660694003,3.0,176.88,17,265,136000
0.57298634827137,1.4,1.3700218749046327,0.013539794463431462,0.45652385811654705,1.354465029835701,0.0,-0.005482958749635145,4.0,182.84,18,267,144000
0.7044702237844467,1.69,1.3681095397472383,0.014090650713769718,0.435984569224,1.4063182899355888,0.0,-0.0010184804839082063,4.1000000000000085,195.0,19,268,152000
0.7680421793460845,1.99,1.372625652551651,0.01387051967671141,0.4119298331077767,1.4102986639738082,0.0,-0.0018648845376446842,5.0,205.48,20,269,160000
