advantage_norm,policy_loss,PMM:episode_rewards,grad_norm,value_loss,frames,explained_variance,P09:episode_rewards,policy_entropy,fps,P01:episode_rewards,epoch_idx,episode_length
1.8017525846511127,-0.014155230655305787,1.0,2.233528956213796,0.07623977579774874,8000,-1.0620683574676513,3.0,1.3046631624177099,568,0.0,1,169.0
1.2679952104762195,0.0036165891175187425,0.967032967032967,0.272148100891025,0.01576454042811747,16000,-0.0881425940990448,3.0,1.3744052159786224,341,0.0,2,167.23076923076923
1.5048515938222409,0.00039475007506553086,1.35,0.2996578310962453,0.018896957431898044,24000,-0.012202374339103698,4.0,1.3724461090564728,384,0.0,3,183.42
1.233794355429709,0.0021183730132179335,1.53,0.26062249481043176,0.01463391746432535,32000,-0.05440278947353363,4.0,1.3825525879859923,408,0.0,4,188.47
1.213964232802391,0.0009818249160889537,1.42,0.25857142075628203,0.013589001523287151,40000,0.0014352649450302124,3.0,1.3625331282615663,424,0.0,5,181.69
1.228340750336647,0.004484085901640356,1.5,0.281177425707239,0.013832599476008909,48000,0.025998688340187072,3.1000000000000085,1.3628792810440062,438,0.0,6,185.24
1.340744508355856,-0.003327002670848742,1.79,0.3431185207422511,0.01697594489523908,56000,0.2971621549129486,5.0,1.3772753357887269,446,0.0,7,196.07
1.592198538184166,-0.004727179149631411,2.08,0.6228007116900147,0.025543429612298496,64000,0.44612316846847533,6.0,1.373533496260643,454,0.0,8,206.05
1.4862375044822693,-0.0031219082354800778,2.04,0.4194800808571557,0.016033685948932543,72000,0.5615370661020279,5.1000000000000085,1.372883802652359,460,0.0,9,202.16
1.6176096503436566,-0.00254498349619098,2.03,0.47249198522566355,0.019071139191801194,80000,0.656399582028389,5.0,1.3677898418903351,465,0.0,10,207.03
1.5264976102113723,0.002519418736192165,2.25,0.5300878418625612,0.019894325661007316,88000,0.7150370627641678,5.0,1.3450289535522462,469,0.0,11,217.72
1.1699783438444138,-0.004618078172206878,1.96,0.3384036930538891,0.010139967121067456,96000,0.807164523601532,5.0,1.3723547446727753,473,0.0,12,205.5
1.0981582328677177,-0.003730324640055187,1.53,0.33842215611498977,0.008505995052400976,104000,0.8539488118886948,5.0,1.3593763303756714,476,0.0,13,189.18
1.29209626942873,-0.01099187264131615,1.68,0.5051207510305731,0.016916230604983866,112000,0.8366847771406174,5.0,1.3430807447433473,480,0.0,14,197.67
1.0521967628598212,-0.0020864134922157973,2.06,0.29726234030040993,0.007907363204285502,120000,0.8867834943532944,5.0,1.3390776896476746,483,0.0,15,212.85
0.9418944749236107,-0.002141146335634403,2.19,0.28319982997911064,0.006524963466799818,128000,0.9248425167798996,5.0,1.3311776781082154,486,0.0,16,213.94
0.9472911003232002,-0.0005042206338839605,2.22,0.250547097635565,0.006770977036794647,136000,0.9227372866868973,6.0,1.335395941734314,488,0.0,17,211.9
0.7757327552139759,-0.0006242679059505463,2.08,0.21116066553611085,0.004925221039738972,144000,0.9370048880577088,6.0,1.331769107580185,490,0.0,18,203.45
0.85298005849123,-0.0007327540353435324,2.08,0.22992019345236314,0.0054741224186727775,152000,0.942897402048111,7.1000000000000085,1.3540410017967224,492,0.0,19,200.93
0.7945144039392471,-0.0007494361553108319,1.88,0.20115003870769876,0.004912709249183535,160000,0.9504935997724533,5.0,1.3352207040786743,493,0.0,20,197.17
0.8318024802207947,-0.0014196910138707607,2.69,0.2362373072333972,0.0054573366692056875,168000,0.9447935342788696,9.0,1.357709892988205,495,0.0,21,225.23
0.6616301935911179,-0.00045907631174486597,2.44,0.1728732043997109,0.003353912239836063,176000,0.9702862167358398,7.0,1.3486832571029663,496,0.0,22,219.04
0.8609238813817501,-0.0018617599178105593,2.17,0.23280569727320585,0.006021630652685417,184000,0.9439589768648148,5.1000000000000085,1.3467384600639343,498,0.0,23,210.55
0.6018412408232688,-9.769328782567755e-05,2.09,0.14572428275956917,0.0028831121981784235,192000,0.9646187371015549,5.1000000000000085,1.3462449061870574,498,0.0,24,205.06
0.8516141760349274,-0.002190418522222899,2.27,0.23094436532695856,0.005975967378471978,200000,0.9372242194414139,5.1000000000000085,1.339416902065277,498,0.0,25,212.37
0.7347442881762981,-0.0011666909090126865,1.9,0.18475605574663462,0.004994586784450803,208000,0.9322382616996765,5.0,1.3394815003871918,499,0.0,26,200.36
0.6564860138297081,-0.0017841468362894376,1.42,0.18043653369313328,0.003765473046514671,216000,0.9457538604736329,5.0,1.3411361384391784,500,0.0,27,183.71
0.7151069143414497,-0.0006879598488740157,1.5,0.18750566650297806,0.004318613255163655,224000,0.9531630265712738,5.0,1.3203492784500122,501,0.0,28,187.37
0.5798018199205398,-0.0017739386617904528,2.03,0.15933602333933397,0.0030124155276280364,232000,0.9694683271646499,5.1000000000000085,1.3187142145633697,504,0.0,29,205.55
0.5896353830397129,-0.000764322915347293,1.88,0.16060683168837867,0.0028759516193531454,240000,0.9679619866609573,5.0,1.3472287464141846,507,0.0,30,199.88
0.7132551930844784,-0.0006644414275069721,1.68,0.1793226843898706,0.004522757797385566,248000,0.9563739889860153,5.0,1.3567070865631103,510,0.0,31,190.82
0.6446906924247742,-0.0004302819976146566,1.92,0.16405879637768245,0.00354557482234668,256000,0.9710689043998718,5.0,1.354301165342331,513,0.0,32,198.86
0.6044123886525631,-0.0005824847018811852,2.48,0.14432259428534697,0.00318092261091806,264000,0.9654373401403427,7.200000000000017,1.3457349944114685,518,0.0,33,218.49
0.6788506630063057,-0.001100411692459602,1.98,0.17849184075084396,0.003799687109567458,272000,0.9702721160650253,5.0,1.351811785697937,521,0.0,34,202.73
0.5980955541133881,-0.000708246310823597,2.0,0.14638527893758838,0.0032843241596128793,280000,0.9653090250492096,5.1000000000000085,1.3555576598644257,525,0.0,35,204.4
0.9114034673571587,-0.0011750251131161348,2.1,0.2310192581813246,0.0068497484468389306,288000,0.9253072965145112,6.0,1.3560836327075958,530,0.0,36,210.38
0.7058123065531254,-0.0012445013899559853,1.8,0.18804357443482655,0.00465732145763468,296000,0.9258213239908218,5.1000000000000085,1.3477411007881164,534,0.0,37,196.33
0.5620268981158734,-0.0007134060121825314,1.57,0.15332574792323792,0.0028696215226955246,304000,0.9704876899719238,5.0,1.3476761448383332,539,0.0,38,187.76
0.7371246963739395,-0.0023128213026211595,1.7,0.20219820670803568,0.005615268961410038,312000,0.9452144825458526,5.0,1.3484059262275696,543,0.0,39,190.73
0.7221251395344734,-0.0005675428506219759,1.71,0.1784418282717727,0.004290521391085349,320000,0.9457362323999405,5.0,1.3524373245239258,547,0.0,40,190.79
0.6125066311657429,-0.0015348869989975356,1.64,0.1514219857797822,0.0030820649224915543,328000,0.9679599171876907,5.0,1.354794638156891,551,0.0,41,191.36
0.708651443272829,0.00016279190516797824,1.95,0.1608589088671289,0.004479015078541124,336000,0.943374143242836,5.0,1.3585401713848113,556,0.0,42,203.17
0.7443169581890107,-0.0005301767415949143,2.23,0.18475371723000236,0.004499727470974903,344000,0.9563737612962723,6.0,1.361445506811142,559,0.0,43,213.51
0.7607578507065773,-0.0009051107342384057,2.24,0.1752197856175081,0.0045659043249906975,352000,0.9530011802911759,6.0,1.3579185271263123,562,0.0,44,210.73
0.5985027062892914,-0.0010387015773449092,2.27,0.14390129526582704,0.0029905667349521534,360000,0.975047772526741,6.300000000000026,1.3382728040218352,567,0.0,45,210.53
0.568767736107111,0.0004253024945501238,2.24,0.14169814313094295,0.0028133342482033184,368000,0.9724036407470703,5.1000000000000085,1.3587613236904144,570,0.0,46,211.19
0.8459257863461971,-0.002224675002216827,2.07,0.20247956839192452,0.0059054005553480235,376000,0.935112115740776,5.0,1.3529903674125672,574,0.0,47,209.8
0.6496502801775932,0.00034019549399090466,2.37,0.1564418595783122,0.003599691396811977,384000,0.9667179375886917,6.0,1.344283082485199,578,0.0,48,217.06
0.7873137524724007,-0.0009028086383477785,2.44,0.19293365825222034,0.004975524975452572,392000,0.9534757965803147,5.1000000000000085,1.3622116839885712,581,0.0,49,220.7
0.9399632430076599,-0.0005747674475423992,2.43,0.27529815067639346,0.009048304675670806,400000,0.8870883297920227,6.0,1.3548612463474274,584,0.0,50,223.96
0.9396355468034744,3.976757288910448e-05,2.03,0.24379909547637502,0.007524735869665165,408000,0.9235474210977554,5.0,1.3627937817573548,589,0.0,51,211.53
1.0830052575469018,0.00022152973935590125,2.04,0.24993250186981725,0.009054192008334213,416000,0.8960550874471664,5.0,1.3688351452350616,593,0.0,52,210.96
0.9701727798581123,-0.0019107569637708366,1.89,0.2520870193564659,0.007241900889785029,424000,0.9116713386774064,5.0,1.345637788772583,596,0.0,53,199.06
0.9059803584218025,-0.0006235049070528475,2.11,0.2145147808454607,0.006295971957151778,432000,0.9314201760292053,5.0,1.3459023857116699,599,0.0,54,207.1
0.9898882153630256,-0.0008216373904724605,2.06,0.26297917757586486,0.007593440356722567,440000,0.9038752001523972,6.0,1.349038770198822,602,0.0,55,204.85
0.9202715620398522,-0.0022276029868817204,2.49,0.20232240464808857,0.006611477697151713,448000,0.9079279273748397,6.1000000000000085,1.359416036605835,604,0.0,56,221.77
0.9828436213731766,-0.0005728061361878645,2.37,0.23557927688814562,0.007191470300022047,456000,0.9273738205432892,5.1000000000000085,1.3583813607692719,608,0.0,57,217.1
1.1859517195820808,-0.0015425581147428603,2.28,0.2911592009934608,0.010183111410588025,464000,0.8814545357227326,5.0,1.3557157659530639,610,0.0,58,214.99
0.9804220569133758,-0.00017740544019034132,2.46,0.23265386236694152,0.007173597835353576,472000,0.8302079546451568,6.0,1.3629302740097047,613,0.0,59,221.01
1.1925327041745186,-0.003673039925342891,2.01,0.30900754801701014,0.010215708403848112,480000,0.870188285112381,5.0,1.355739063024521,616,0.0,60,205.24
1.1876243880391122,-0.0025734124350128697,2.0,0.318645296415176,0.010879855043604038,488000,0.8486664462089538,5.0,1.3567566001415252,619,0.0,61,202.55
1.0370551288127898,-0.000643417951068841,1.96,0.2657629883627294,0.007861399869434536,496000,0.9157873904705047,4.1000000000000085,1.339360649585724,622,0.0,62,203.44
1.0508767938613892,-0.0006279053993057459,2.13,0.2630342620194031,0.008151196237886325,504000,0.9139610821008682,5.0,1.3350438868999481,626,0.0,63,208.24
1.1182603976130485,-0.0029648744128644468,2.49,0.2961213596773752,0.009534993382985704,512000,0.8822396117448806,6.1000000000000085,1.3503096652030946,629,0.0,64,220.6
1.0956754484772682,2.929036782006733e-05,2.84,0.24996751337276313,0.008824601471424103,520000,0.8966426217556,8.100000000000009,1.340655006170273,632,0.0,65,234.61
1.3766949373483657,-0.0025278851130860857,2.66,0.3130246740323183,0.013351490364875644,528000,0.823942591547966,5.0,1.3504720783233644,636,0.0,66,231.56
1.235160400569439,-0.00030313431518152355,2.56,0.285050713022003,0.010938376483973116,536000,0.8524214231967926,6.0,1.3247862839698792,638,0.0,67,225.75
1.2186330047249794,-0.0028338542860001327,2.57,0.3026016346156245,0.01094700994552113,544000,0.8485093051195145,6.0,1.3387291061878204,641,0.0,68,225.18
1.246001869738102,-8.6085998773342e-05,2.42,0.30820848815230706,0.011115516267018392,552000,0.8680022460222244,5.0,1.3342048978805543,645,0.0,69,219.94
1.094492388665676,-0.0002802317119494546,2.16,0.24717774795879063,0.008631142062949949,560000,0.9015612947940826,5.0,1.3433536529541015,647,0.0,70,209.49
1.0743235823512078,-0.0020618859778915068,2.37,0.2869951904780878,0.008769849322270602,568000,0.9162373358011245,6.0,1.3337066447734833,650,0.0,71,216.27
1.0189266589283943,-0.0009390277502825484,2.73,0.2396775876636547,0.007826518075889908,576000,0.9211486953496933,7.1000000000000085,1.3318881464004517,653,0.0,72,225.54
1.2277936086058616,-0.001519035150995478,3.11,0.3039236148350658,0.01083735521300696,584000,0.886657457947731,9.0,1.3272002148628235,656,0.0,73,238.35
1.1737993150949477,-0.003015379392745672,3.23,0.29726294449022733,0.010372414322337136,592000,0.872959315776825,7.200000000000017,1.3108665192127227,659,0.0,74,244.3
1.079988418519497,-0.002170547479472589,3.23,0.2546654413202306,0.008687665157485753,600000,0.90812364757061,7.1000000000000085,1.2972369110584259,662,0.0,75,245.25
