PMM:episode_rewards,explained_variance,frames,P09:episode_rewards,advantage_norm,episode_length,P01:episode_rewards,policy_entropy,value_loss,fps,policy_loss,grad_norm,epoch_idx
2.15,0.9195503544807434,256000,5.1000000000000085,0.8798786902427673,212.99,0.0,1.362729674577713,0.006273887319548521,277,-0.001069650349963922,0.23437173226593588,32
2.15,0.9392701321840287,264000,6.0,0.8513659277558326,211.26,0.0,1.3604989302158357,0.005587701603071764,279,-0.0009501314233057201,0.245798082511619,33
1.76,0.9565356338024139,272000,5.0,0.8119233259558678,195.34,0.0,1.3476705718040467,0.004996595248230733,280,3.979473258368671e-06,0.22156330170689162,34
2.0,0.9284064555168152,280000,5.1000000000000085,0.8076455974578858,200.84,0.0,1.3608302748203278,0.005398517158464528,281,-0.0003971368288330268,0.21487677149280338,35
1.78,0.955068610906601,288000,5.0,0.8313055413961411,196.87,0.0,1.348230061531067,0.005255029762629419,282,-0.001941386450198479,0.23641737521869982,36
1.57,0.924712935090065,296000,5.0,0.8921711701154709,192.15,0.0,1.3672601532936097,0.006184354824363254,282,-0.0016102914421935565,0.26123128097295667,37
1.57,0.9446054643392563,304000,5.0,0.8083491370081901,189.58,0.0,1.364405906200409,0.004826158894575201,283,0.0004551787590025924,0.23691548017262323,38
1.89,0.9274756848812103,312000,6.0,0.8598310497403144,198.44,0.0,1.36607399225235,0.005768017199588939,284,-0.0002496773423627019,0.2305421552680066,39
2.26,0.9409760594367981,320000,6.0,0.8339418596029282,213.8,0.0,1.3633870053291322,0.005367117437999696,285,7.792294614773709e-05,0.22745570787930802,40
2.1,0.955704380273819,328000,5.0,0.7799952930212021,208.11,0.0,1.3636029529571534,0.004592014682712034,285,-0.0011043188732583076,0.2032706802486448,41
2.02,0.9385468333959579,336000,5.0,0.8411258819699288,204.56,0.0,1.357438873052597,0.005211157384328544,286,0.000612175262067467,0.22246572866431769,42
1.91,0.9641543132066727,344000,5.0,0.7500851196050644,200.8,0.0,1.3459907031059266,0.004300331732374616,286,-0.0013917060539824888,0.1927459031219974,43
1.93,0.9355093663930893,352000,5.0,0.85463103890419,200.72,0.0,1.363887311220169,0.005747408479801379,287,0.0007464425396756269,0.2220636836602519,44
2.01,0.9060607999563217,360000,5.0,0.9918898469209672,202.83,0.0,1.3729001688957214,0.007517171551589854,287,-0.0030923976928170305,0.27108662332525485,45
2.17,0.8635260528326034,368000,5.0,1.1941715547442435,211.23,0.0,1.3728924000263214,0.009975915167015046,288,-0.0005807569758326281,0.3145252931104586,46
2.06,0.9296095937490463,376000,5.0,0.845506361424923,206.41,0.0,1.3681462800502777,0.005464868231210857,288,-0.001256987242231844,0.224692235359483,47
1.96,0.9397194051742553,384000,5.0,0.9236789709329605,206.2,0.0,1.3677257406711578,0.006233550836914219,288,-0.0009016685001552105,0.2604601537399376,48
2.19,0.9600802427530288,392000,6.0,0.741676331460476,214.15,0.0,1.350801866054535,0.00426125008292729,289,-0.003621757458131469,0.2146304512553206,49
2.11,0.9343710172176362,400000,5.1000000000000085,0.9123541927337646,208.11,0.0,1.3593765580654145,0.0065015191229758785,289,-0.0014231280569219963,0.2444008546669879,50
2.35,0.9427795386314393,408000,6.1000000000000085,0.882000837624073,214.19,0.0,1.3580953884124756,0.0057274147530552,290,-0.0016906822848250158,0.2327870831728824,51
2.44,0.9419190728664398,416000,6.1000000000000085,0.8431121924519539,219.23,0.0,1.3557331717014314,0.005217094155377708,290,0.0002672082916251384,0.23655365698462422,52
2.44,0.9439250713586808,424000,6.1000000000000085,0.8172818955779075,220.99,0.0,1.3562924838066102,0.005133538622758351,291,-0.0009040720711345784,0.1965273125910841,53
2.57,0.9131744533777237,432000,6.0,1.0339734733104706,227.32,0.0,1.362831267118454,0.008180981529294513,292,-0.0018128594906011131,0.29099892222292384,54
2.21,0.9012859809398651,440000,5.0,1.0842226999998092,213.56,0.0,1.3617139565944671,0.008596635088324547,292,8.545614982722328e-05,0.2877697941194642,55
2.15,0.9223170447349548,448000,5.0,0.9770627999305725,209.27,0.0,1.3529988718032837,0.007170393567648716,292,-0.00017238767351955176,0.26490883992135644,56
2.39,0.8839665746688843,456000,5.1000000000000085,1.206504167318344,217.49,0.0,1.359369114637375,0.010102140114177018,293,-0.0005131285919924267,0.32631128862582387,57
2.25,0.8718686354160309,464000,6.0,1.1117372584342957,211.91,0.0,1.3649958395957946,0.009124995874008163,293,-0.0011698635047650897,0.2944392020530102,58
2.17,0.8789956545829773,472000,5.0,1.2276422500610351,209.68,0.0,1.360142834186554,0.01051589246490039,294,-0.0017327499098610134,0.3406290256819926,59
2.3,0.9166642624139786,480000,6.0,1.015728120803833,213.52,0.0,1.3541620314121245,0.007255284219281748,294,-0.0012767579462524736,0.28080410015495466,60
2.74,0.9304653352499008,488000,9.0,0.9704532346129418,226.19,0.0,1.338604769706726,0.0069636273430660365,294,-0.0014273664270876907,0.2448318720923637,61
3.14,0.9235096657276154,496000,9.100000000000009,1.055812836289406,239.99,0.0,1.329727554321289,0.008112650070688687,295,-0.003139845315890852,0.2948223022870831,62
2.75,0.9372544294595718,504000,6.1000000000000085,0.9528251194953918,231.3,0.0,1.3449680852890014,0.006464888386544771,295,-0.0012706337997224182,0.25132815138368686,63
2.91,0.9057247084379196,512000,9.0,1.0304856419563293,235.8,0.0,1.35059051156044,0.007932525634532794,295,-0.002208444889110979,0.26907094607501303,64
2.46,0.8604205352067947,520000,6.0,1.2064427202939987,218.33,0.0,1.3535396134853364,0.010677830860950054,296,8.983274979982525e-05,0.31800237467546216,65
2.2,0.9074881076812744,528000,5.0,1.0664986380934716,207.59,0.0,1.351358997821808,0.008034605483990162,296,-0.0005574310227530078,0.28029801124387055,66
2.52,0.8914887976646423,536000,5.1000000000000085,1.1625433301925658,217.56,0.0,1.3498682761192322,0.009631491701584309,297,-0.004691041146288626,0.3299556361332692,67
3.01,0.9219250881671905,544000,9.0,1.1150518345832825,232.58,0.0,1.3305334973335265,0.008719203437212854,297,-0.0030569134949473666,0.33400979859860386,68
3.38,0.9145343095064163,552000,9.0,1.1080593472719193,246.69,0.0,1.3442411160469054,0.008692847462370992,297,-0.0004955944484390784,0.3072578395107058,69
3.55,0.8945862829685212,560000,9.0,1.1694051587581635,252.78,0.0,1.3383950233459472,0.00962226374889724,298,-0.001117596363183111,0.3117292202873749,70
3.33,0.8954922634363175,568000,7.1000000000000085,1.2503599214553833,251.57,0.0,1.3329208874702454,0.010714627800043673,298,-0.002412380722380476,0.3549735376417986,71
3.38,0.8851833242177963,576000,7.0,1.228852295279503,255.36,0.0,1.3408284282684326,0.010315665060188621,299,-0.001940407555666752,0.33348937064494566,72
3.04,0.8693925642967224,584000,6.0,1.4159971475601196,247.0,0.0,1.3227247178554535,0.013584555429406463,299,-0.0033361159256310204,0.3895809928686985,73
3.61,0.8850158399343491,592000,8.0,1.2626626443862916,263.1,0.0,1.3308633291721343,0.010977324590203352,299,-0.003538973579998128,0.3571570450534113,74
4.08,0.8586227583885193,600000,10.0,1.3215516752004624,279.34,0.0,1.3293356275558472,0.011958867149660364,300,-0.0017024149528879207,0.347246225789741,75
4.1,0.9097825467586518,608000,10.0,1.1158142948150636,277.24,0.0,1.3276782929897308,0.008336647500982508,300,-0.0022776270541362467,0.2864941318359151,76
3.61,0.9003145313262939,616000,6.1000000000000085,1.2088707673549652,264.45,0.0,1.312185765504837,0.010047410514671356,300,-0.0015901105020293472,0.3277078498572831,77
3.29,0.8708663141727447,624000,6.1000000000000085,1.2481900990009307,253.04,0.0,1.3097472953796387,0.010833156968001276,301,-0.002852554612327367,0.3408687854875726,78
3.53,0.9219852805137634,632000,7.1000000000000085,1.088291541337967,263.94,0.0,1.2966599023342134,0.008168060234747827,301,-0.0025582726899301632,0.2940819873497752,79
3.61,0.886766277551651,640000,8.100000000000009,1.2739989298582077,266.11,0.0,1.295202647447586,0.010939182944130153,301,-0.003312287552980706,0.36007150814411704,80
3.87,0.87174001455307,648000,9.100000000000009,1.3496028250455856,270.44,0.0,1.2936889481544496,0.012396213454194368,302,-0.002350046093342826,0.3688098458104796,81
4.11,0.8361714267730713,656000,9.0,1.527038977742195,278.51,0.0,1.2843918263912202,0.01649863437982276,302,-0.0026779619592707605,0.4350801855110871,82
4.73,0.825031977891922,664000,10.0,1.6352037954330445,295.21,1.0,1.2526454269886016,0.017953100712038577,302,-0.0081831264187349,0.4399499688759269,83
4.86,0.8817735981941223,672000,10.0,1.3084037005901337,295.57,1.0,1.2635846650600433,0.011353304451331496,302,-0.0030293063377030195,0.35849518386210405,84
4.98,0.8399868947267533,680000,9.0,1.5309313362836838,301.73,1.0,1.2817255938053131,0.01558614025823772,302,-0.0007963249806198291,0.41962966115906875,85
5.25,0.8161122953891754,688000,9.0,1.5333059656620025,315.53,2.0,1.255704663991928,0.015976050067692996,302,-0.005581961628631688,0.41947987719162116,86
4.99,0.8747066348791123,696000,9.100000000000009,1.363368735909462,307.15,2.0,1.2820294439792632,0.012518005627207458,303,-0.0027141489493078554,0.38797733001284407,87
5.23,0.8422277653217316,704000,10.0,1.4643189418315887,318.21,1.9000000000000004,1.2582537055015564,0.014238154613412917,303,-0.004195517644402571,0.3987267899003376,88
5.35,0.8599986678361893,712000,10.100000000000009,1.3811953049898147,321.99,1.0,1.2561159694194795,0.013254051698604599,303,-0.0020672137901419775,0.3803430866398856,89
5.38,0.8238892829418183,720000,11.0,1.6295749163627624,319.6,0.0,1.246093020439148,0.017701306762173772,303,-0.008291839155372144,0.4959365278442766,90
5.8,0.8129732543230057,728000,11.0,1.733833785057068,335.99,1.0,1.2190536773204803,0.01981386901345104,303,-0.0029556146982940845,0.5184771613468371,91
6.12,0.850710431933403,736000,11.0,1.5373949563503266,348.12,1.9000000000000004,1.2527272069454194,0.015724995704367757,304,-0.0047369434643769635,0.43818293309046213,92
6.5,0.8029446458816528,744000,12.0,1.7506825840473175,349.79,1.0,1.2694521284103393,0.023011996480636298,304,-0.006972395506963948,0.5424849811678354,93
6.87,0.8446261429786682,752000,12.100000000000009,1.576808602809906,356.64,1.9000000000000004,1.2669719004631042,0.016625719950534402,304,-0.0034139201790094375,0.45041394718378713,94
6.9,0.8530766677856445,760000,13.0,1.5299184209108352,358.06,1.9000000000000004,1.2708065688610077,0.01565965308342129,304,-0.0057049612101400275,0.4188438785025197,95
6.5,0.8784971809387208,768000,13.0,1.4269268143177032,340.35,1.0,1.2759861958026886,0.013365001268684864,304,-0.003388092844688799,0.3975766170408342,96
6.03,0.8651302808523178,776000,12.0,1.4241848224401474,335.57,1.9000000000000004,1.2775644409656524,0.01377073906827718,305,-0.0033110291861521545,0.37622476935209875,97
5.88,0.8512809580564499,784000,11.0,1.5251244795322418,337.79,1.9000000000000004,1.2601151537895203,0.015456263422966004,305,-0.006248415990703506,0.4284515553374628,98
5.57,0.86058090031147,792000,11.0,1.4861347448825837,327.39,1.0,1.25175021648407,0.01449760602787137,305,-0.0033141977206105366,0.4094029404124613,99
6.03,0.8568384182453156,800000,11.100000000000009,1.4691181677579879,335.49,1.0,1.2379256343841554,0.01466348675545305,305,-0.0031095107612782156,0.4181221971107103,100
6.79,0.7903956598043442,808000,13.0,1.6669342678785324,353.23,2.0,1.2644752740859986,0.018405158282257618,305,-0.005978549268329516,0.4564800454179599,101
6.86,0.8476535159349442,816000,14.0,1.500375079512596,348.73,2.0,1.2514999401569367,0.014840883435681462,305,-0.0045945535457576625,0.4186034462628547,102
7.14,0.8823784124851227,824000,14.0,1.4719067513942719,354.95,2.0,1.2626455509662629,0.01454629490384832,305,-0.002916357233771123,0.41551223576568375,103
6.89,0.8357976120710373,832000,13.100000000000009,1.6416908758878708,352.5,2.0,1.217090346813202,0.01815619448199868,306,-0.008575846786843613,0.47659523374477175,104
6.98,0.8054882264137269,840000,13.0,1.6749796837568283,360.66,2.0,1.2091641843318939,0.01841598603874445,306,-0.006625751247629524,0.490850440491643,105
7.32,0.7647796767950058,848000,12.0,1.7918276262283326,374.0,2.0,1.17756929397583,0.021537517267279326,306,-0.006845686070155352,0.5023551051084908,106
7.21,0.7946681070327759,856000,12.100000000000009,1.804079645872116,375.65,1.9000000000000004,1.1713252925872804,0.021029557306319474,306,-0.008428313705662731,0.5484249242444446,107
7.49,0.8742073303461075,864000,13.0,1.473368195295334,383.78,2.0,1.1992648291587829,0.014219539179466665,306,-0.0033209985471330584,0.4282355112290696,108
7.32,0.8501759415864945,872000,13.0,1.4820257234573364,377.35,0.9000000000000004,1.1746028363704681,0.014424858703278006,306,-0.004527903246926143,0.42955731610404113,109
7.34,0.8290117293596267,880000,13.0,1.6714523893594742,382.41,1.9000000000000004,1.17170281291008,0.018292067204602063,307,-0.008971897886367515,0.4995348256826863,110
7.25,0.8218337255716324,888000,12.0,1.6953184884786605,382.3,2.0,1.1668877923488616,0.019335725586861374,307,-0.004381072574324208,0.491334236392056,111
7.32,0.8646904313564301,896000,12.0,1.4920453774929046,386.78,2.0,1.242434597015381,0.014804597836919129,307,-0.00500776415632572,0.45676275603208455,112
7.9,0.8392643201351165,904000,14.0,1.601093197464943,399.58,2.0,1.2322894906997681,0.01728642040863633,307,-0.00207057390070986,0.4672735156132227,113
7.66,0.855157111287117,912000,14.0,1.5676647102832795,389.79,0.0,1.2632895982265473,0.016212034802883864,307,-0.0022384002059698104,0.45058423005004256,114
7.49,0.8718746334314347,920000,14.0,1.388300705552101,379.08,0.0,1.2739090085029603,0.013039262532256544,307,-0.004972824712458532,0.3871867523937611,115
7.52,0.8278630232810974,928000,14.0,1.6098716861009599,382.06,0.0,1.2098615312576293,0.017065343139693143,308,-0.0017277153593022376,0.4544751925679731,116
7.47,0.8537226957082749,936000,13.100000000000009,1.4507528072595597,380.17,0.0,1.2725567185878754,0.014041789527982473,308,-0.0016919889824930578,0.4188298678211047,117
7.3,0.8511811900138855,944000,12.0,1.6466327512264252,376.04,0.0,1.2500963723659515,0.017908057924360038,308,-0.006515665851766244,0.49480144237719903,118
7.71,0.8398841834068298,952000,13.100000000000009,1.633153423666954,386.9,0.0,1.226423408985138,0.017730453456752,308,-0.004205611094948836,0.5043962266661645,119
7.29,0.8539549744129181,960000,13.0,1.679860622882843,372.91,0.0,1.2287508654594421,0.01861292652785778,308,-0.0044953982392326,0.5048970748469376,120
7.74,0.7928478628396988,968000,13.0,1.751511412858963,387.09,0.9000000000000004,1.272667146921158,0.020061761229299008,308,-0.0022397105279378595,0.5170847715155913,121
7.58,0.8250195580720902,976000,13.100000000000009,1.5899053567647934,382.81,0.0,1.2667835068702697,0.01686485344544053,308,-0.0047749347018543635,0.44208201608980646,122
7.88,0.8169433188438415,984000,14.100000000000009,1.8284103560447693,390.9,2.0,1.2429427003860474,0.022315471740439533,308,-0.005495160991558805,0.5474862955650641,123
8.26,0.8221525412797928,992000,15.0,1.643503338098526,402.59,1.8000000000000007,1.2335039913654327,0.017828760272823273,308,-0.004155505279777571,0.4628680185044384,124
9.15,0.8453322100639343,1000000,16.10000000000001,1.6237737333774567,429.1,2.0,1.242742165327072,0.017604783209972084,308,-0.004465948086690332,0.464913597931238,125
9.05,0.8242593789100647,1008000,16.10000000000001,1.6716068816184997,420.52,2.0,1.225074428319931,0.018462499068118633,309,-0.0021150075882906093,0.4961198261178357,126
9.17,0.8441502618789672,1016000,17.0,1.6246744471788406,422.07,2.0,1.2623985779285432,0.01727796161547303,309,0.0011405024648411199,0.46738835722919875,127
8.88,0.8149436283111572,1024000,16.10000000000001,1.727656564116478,416.99,2.0,1.2492522859573365,0.019669750542379915,309,-0.008003305114689283,0.503919115339643,128
8.71,0.8539128082990647,1032000,17.0,1.5145621502399444,413.87,2.0,1.2474250602722168,0.015261562946252525,309,-0.003263634920003824,0.44313324081761757,129
8.15,0.832466898560524,1040000,16.0,1.674783753156662,397.18,2.0,1.2485761499404908,0.01861650527920574,309,-0.0031423285673372447,0.5348260780294614,130
8.33,0.8420295363664627,1048000,16.0,1.7276098811626435,394.19,2.0,1.2230362224578857,0.01961705267429352,309,-0.006134153049206361,0.5007383746643176,131
9.09,0.8136432188749313,1056000,17.0,1.7640497446060182,408.14,1.8000000000000007,1.2171324253082276,0.020593408262357116,309,-0.004409083546488546,0.5361242907043493,132
9.23,0.8547014999389648,1064000,17.0,1.6623081642389297,407.82,0.0,1.2145135629177093,0.01839296574704349,309,-0.005504691450623795,0.48848376909497226,133
9.76,0.8365718805789948,1072000,17.200000000000017,1.808362947702408,418.6,0.0,1.2136599111557007,0.021859015487134457,309,-0.008295228458882776,0.5374052600052146,134
9.89,0.7921176028251647,1080000,17.200000000000017,1.6285334253311157,424.67,0.0,1.216152353286743,0.017353313229978084,309,-0.004177932749007596,0.4941453767322995,135
9.92,0.7990645575523376,1088000,17.0,1.6673764741420747,433.67,0.0,1.2160492992401124,0.01821918649133295,309,-0.0044896848523058,0.4596193283721546,136
9.48,0.8405598253011703,1096000,16.0,1.7345146054029466,423.8,0.0,1.1909354948997497,0.019575695628300308,310,-0.006458292198367417,0.5251521912979422,137
9.75,0.8438192027807235,1104000,16.0,2.1616644930839537,433.94,1.8000000000000007,1.185165399312973,0.034067464703693984,310,-0.008991875698557123,0.7630946724879436,138
12.91,0.8183456724882125,1112000,16.10000000000001,1.698160926103592,441.14,2.0,1.1529604971408844,0.018830552231520414,310,-0.005549061046913266,0.541754854971557,139
12.99,0.8214532268047333,1120000,17.0,1.8207136142253875,442.91,1.8000000000000007,1.1310755681991578,0.021773455417715012,310,-0.004858446433208883,0.5746201407342617,140
12.85,0.8351861584186554,1128000,17.10000000000001,1.6753934729099274,430.81,1.8000000000000007,1.2137547612190247,0.01877064155880362,310,-0.0036629726344835946,0.4879015806118083,141
12.54,0.8511847710609436,1136000,17.0,1.5357919865846634,420.94,2.0,1.2181946206092835,0.015567231620661915,310,-0.005677885819459334,0.476506738881941,142
13.41,0.8208170372247696,1144000,18.10000000000001,1.6757157397270204,438.35,2.0,1.1957441830635072,0.018482109270989894,310,-0.004215125657065073,0.5067615601325547,143
10.28,0.8171681898832321,1152000,18.10000000000001,1.755494748353958,434.25,2.0,1.1864280390739441,0.020446868566796183,310,-0.006901418779161759,0.5224240612762523,144
10.12,0.847425582408905,1160000,18.10000000000001,1.6521192246675491,427.7,2.0,1.1866628646850585,0.01813238313421607,310,-0.002237641694082413,0.4772822977539435,145
9.89,0.8134126383066177,1168000,18.10000000000001,1.7313378405570985,431.71,2.0,1.1930335426330567,0.019564770027063787,310,-0.002843737022703863,0.5300209785260102,146
10.6,0.8009631216526032,1176000,19.0,1.8270667910575866,453.29,2.0,1.2047873663902282,0.02214465718716383,311,-0.008557440779695754,0.5478710295909566,147
10.35,0.8018613082170486,1184000,18.0,1.7512252926826477,450.85,2.0,1.2067809200286865,0.020306045399047436,311,-0.006700920615694486,0.5174059780222857,148
10.5,0.8323691976070404,1192000,18.10000000000001,1.7890438544750213,455.48,2.0,1.1917730569839478,0.020996656967327,311,-0.0037906845490215347,0.535239663204231,149
10.46,0.8301230347156525,1200000,18.0,1.689695444703102,454.3,2.0,1.235190017223358,0.018795715062879026,311,-0.004693842203705572,0.5037161021296579,150
10.77,0.8554747080802918,1208000,18.0,1.564578143954277,462.09,2.0,1.2152497887611389,0.016147565958090127,311,-0.0068030791485216464,0.5032881959250999,151
10.79,0.8261600559949875,1216000,17.0,1.7859898847341538,459.68,2.0,1.2104822528362273,0.021640446749515832,311,-0.009225894012633944,0.6000300278797871,152
10.4,0.8180461257696152,1224000,17.0,1.674764074087143,448.4,2.0,1.197962566614151,0.018711552009917795,311,-0.002043129023295478,0.5015232741182135,153
10.6,0.8238727658987045,1232000,17.0,1.6969537276029587,458.84,2.0,1.1845801746845246,0.018991006682626904,311,-0.0049713947880081835,0.5422607153143413,154
10.6,0.8496263664960861,1240000,18.10000000000001,1.7258671480417251,449.69,2.0,1.1963791871070861,0.020452714464627205,312,-0.006628426145180128,0.5682890492725398,155
11.1,0.359048028588295,1248000,19.0,2.02237257540226,452.55,2.0,1.1894117391109467,0.030766004370525478,312,-0.0135450783397755,0.6894405450367745,156
11.09,0.8401254796981812,1256000,22.10000000000001,1.790239045023918,444.38,2.0,1.1695482695102692,0.02129742078948766,312,-0.008751311681699007,0.5777233478733311,157
11.32,0.8240844941139222,1264000,22.10000000000001,1.6752406072616577,452.73,2.0,1.2141590118408203,0.018755797171033917,312,-0.005218366310291458,0.5035319125979193,158
11.45,0.8300659286975861,1272000,21.10000000000001,1.7717107397317886,459.21,2.0,1.1993356871604919,0.020619374280795456,312,-0.00801055577583611,0.5666723437002886,159
11.27,0.8243633997440338,1280000,21.200000000000017,1.7146815687417984,452.87,2.0,1.2319882881641389,0.019448675275780262,312,-0.0014865091105457395,0.520139663056535,160
10.82,0.8126524513959885,1288000,20.0,1.7915270805358887,450.27,2.0,1.1683085334300995,0.02092004196252674,312,-0.012304067007498816,0.5212879518421517,161
10.96,0.8049796134233475,1296000,20.10000000000001,1.802572524547577,456.71,2.0,1.1455568647384644,0.021836747205816208,312,-0.009324521771050058,0.5309913594027704,162
11.85,0.7936665219068527,1304000,23.0,1.8047147989273071,472.67,2.0,1.1753632879257203,0.021780405277386308,312,-0.0006680209929618286,0.5536398158369034,163
13.39,0.7808949500322342,1312000,24.0,1.939180952310562,493.25,2.0,1.1835495495796204,0.025094830673187973,313,-0.00899023618985666,0.5700997649321372,164
13.17,0.8616923487186432,1320000,24.0,1.6971379017829895,480.51,2.0,1.2243847680091857,0.01894710230641067,313,-0.003586336882071919,0.5398066555212745,165
13.03,0.8386887735128403,1328000,23.10000000000001,1.8636037337779998,480.61,2.0,1.193853508234024,0.02267899230122566,313,-0.00720785029232502,0.5661716520130887,166
13.55,0.788798269033432,1336000,24.0,1.8364251816272736,488.26,2.0,1.179205708503723,0.022362200813367962,313,-0.008260708078742027,0.5643833775403924,167
13.47,0.8415598660707474,1344000,24.10000000000001,2.1879454898834227,484.76,2.0,1.201085568666458,0.034075645981356505,313,-0.004143487546825781,0.9861627501512714,168
15.78,0.8085743302106857,1352000,25.10000000000001,1.8806447219848632,490.91,2.0,1.228962174654007,0.02353236681781709,313,-0.006795356518268818,0.5987508632532692,169
14.63,0.8082532733678818,1360000,23.10000000000001,1.7943894612789153,474.42,2.0,1.1877493262290955,0.021184063106775283,313,-0.007306632507534232,0.5752801428626829,170
15.87,0.8313372772932053,1368000,26.0,1.7073902475833893,491.37,2.0,1.2159287822246552,0.019389097709208727,313,-0.0030690921991481444,0.5406730430476159,171
16.05,0.8293333727121354,1376000,26.0,1.7428183597326279,498.85,2.0,1.1774267184734344,0.020480894385837018,314,-0.0045679717368329875,0.5264635290107021,172
