advantage_norm,value_loss,frames,fps,epoch_idx,grad_norm,policy_loss,explained_variance,episode_length,PMM:episode_rewards,P01:episode_rewards,P09:episode_rewards,policy_entropy
1.6641777908802033,0.03568808732448815,8000,352,1,1.782910259286526,-0.022239170010725503,-0.4449817091226578,167.0810810810811,1.0,0.0,3.0,1.2844965022802353
1.4312569292262196,0.018092778133850514,16000,171,2,0.3230795881236597,0.0010431289169355296,0.12110360443592072,200.62337662337663,1.9610389610389611,0.0,5.400000000000006,1.3299449157714844
1.5039862103015185,0.018457383787390428,24000,208,3,0.2883132896783979,0.003403937919647433,0.08384577035903931,210.94,2.23,0.0,7.0,1.3751241707801818
1.5464756566286086,0.02215298885552329,32000,234,4,0.43067845228082674,0.004923937418498099,0.03417375326156616,210.17,2.2,0.0,7.0,1.3421777844429017
1.2296559537947178,0.013393813414513716,40000,250,5,0.28376812532901946,0.0009859332998166791,0.10517210006713867,195.1,1.78,0.0,5.0,1.3790977227687835
1.2411801044642925,0.013483608201058815,48000,266,6,0.31917007019953714,-0.0015938006652868352,0.13513742446899413,187.46,1.55,0.0,3.1000000000000085,1.36769535779953
1.1444908156991005,0.011448969848133856,56000,277,7,0.2843308282890419,2.7812951011583208e-05,0.1124080228805542,173.71,1.2,0.0,3.0,1.3698219120502473
1.4216296629607676,0.017976938642968888,64000,286,8,0.4232588957269981,-0.0017647866372135469,0.15597672164440154,175.18,1.25,0.0,3.0,1.376575256586075
1.3901050934195518,0.016456080946954898,72000,293,9,0.4327959923212771,-0.006944450470909942,0.31979867339134216,174.87,1.22,0.0,3.0,1.3722823536396027
1.60033287525177,0.01995527631370351,80000,300,10,0.5050914069509276,-0.005623193758074194,0.4725822252035141,174.8,1.21,0.0,3.0,1.3547915124893188
1.4383168032765388,0.015189043782884255,88000,305,11,0.391261193925766,-0.000432006114624528,0.6625291687250138,195.09,1.73,0.0,5.0,1.3632543563842774
1.3563630241155624,0.01317597605055198,96000,309,12,0.3731788429277145,-0.0009060947739635594,0.8040574562549591,200.7,1.9,0.0,5.0,1.3507916986942292
1.445254744887352,0.015426703612320125,104000,314,13,0.4150915993309319,-0.0061996211722726005,0.7964339739084244,218.31,2.39,0.0,5.1000000000000085,1.274202938079834
1.1445346033573152,0.009030992989428341,112000,318,14,0.3212904716530028,-0.002875924547552131,0.89194171667099,222.18,2.57,0.0,7.200000000000017,1.3594690203666686
0.9324396339058876,0.006155872709932737,120000,321,15,0.24226587646039213,0.00032848691698745825,0.932765280008316,215.66,2.3,0.0,5.0,1.352519838809967
0.9207569420337677,0.0061142669001128525,128000,324,16,0.24987666297686417,-0.0013550851670879637,0.9310523557662964,198.55,1.9,0.0,5.1000000000000085,1.3485423004627228
1.1306936398148537,0.009548520240932702,136000,326,17,0.31877221780809584,-0.00022877616866026073,0.8762663400173187,210.45,2.11,0.0,6.0,1.3620242524147033
0.956042033135891,0.0065861353278160095,144000,328,18,0.254591663364153,-0.00036471466941293327,0.9193997383117676,203.8,1.96,0.0,5.1000000000000085,1.3639400374889374
0.8525769737362862,0.0054443350457586345,152000,332,19,0.24284138576572464,-0.0025643388624303045,0.9462651634216308,214.22,2.27,0.0,6.0,1.3433470284938813
0.6727510768175126,0.003404006925993599,160000,338,20,0.18846210317543605,-0.00045102248986950144,0.9614126843214035,199.76,1.88,0.0,5.1000000000000085,1.3502670741081237
0.8156666293740272,0.005269511383085046,168000,344,21,0.20949470793272762,-0.0012035611516330392,0.9414701020717621,202.82,1.96,0.0,6.0,1.351127564907074
0.8164339196681977,0.005585648691048845,176000,351,22,0.21274621192356744,-0.0018558532718998323,0.9495280557870864,215.81,2.33,0.0,6.0,1.3379431903362273
0.7057939273118973,0.004249875983514357,184000,357,23,0.17273759981865422,-0.0010578664705099073,0.9629469692707062,219.58,2.55,0.0,9.0,1.346140261888504
0.7752957867085933,0.005254564494243823,192000,364,24,0.20361964982636904,0.0010144039928127312,0.9298271721601487,225.85,2.72,0.0,9.0,1.355577025413513
0.8687004074454308,0.0071529037214349955,200000,371,25,0.24083553967833096,3.476561203569872e-05,0.9135005307197571,218.22,2.47,0.0,7.200000000000017,1.3592205607891084
0.6362234005331993,0.003159810787765309,208000,376,26,0.16656492787102237,-0.002497072449186817,0.9710793960094452,192.71,1.71,0.0,5.0,1.336915146112442
0.6431691941618919,0.003641611425118754,216000,382,27,0.16673249222376443,0.00021421022538561373,0.9599530744552612,204.01,1.96,0.0,6.0,1.3410841512680054
0.825898004770279,0.005415439356584102,224000,389,28,0.22041919662309536,-0.0017945895114098677,0.9432085567712784,210.88,2.12,0.0,6.0,1.3656238365173339
0.8977769958972931,0.00635814338165801,232000,394,29,0.22272100637648365,0.000561573246595799,0.9056608730554581,189.14,1.57,0.0,4.0,1.3767640328407287
0.6280938287079334,0.003076170383428689,240000,400,30,0.15704560284590852,-0.0016302934408304283,0.9704026407003403,190.99,1.6,0.0,4.1000000000000085,1.3557553207874298
0.6540325890481472,0.003670795085199643,248000,399,31,0.1764675310749659,-0.001278873715782538,0.9693485808372497,194.55,1.7,0.0,5.0,1.3287309074401856
0.6801862528920174,0.003988359201466665,256000,404,32,0.18008407199045584,-0.0009728424974582595,0.9612507992982864,209.16,2.12,0.0,6.0,1.3383293128013611
0.5393281166255474,0.002538902607921045,264000,408,33,0.1318554076580749,0.00044645911824773063,0.9512423521280289,203.02,1.98,0.0,5.1000000000000085,1.3635064303874969
0.6148494559526444,0.003018031029496342,272000,413,34,0.1567018297478706,-0.0012541997661901405,0.9704165172576904,197.29,1.84,0.0,5.0,1.3469661998748779
0.6556644117832184,0.0035485289894859307,280000,418,35,0.16784835781267163,-0.0009504998760530725,0.9668419516086578,208.35,2.13,0.0,5.0,1.341671382188797
0.7115208111703396,0.004321643566363491,288000,422,36,0.18105976693524944,-0.0007197292556520552,0.9193183153867721,204.76,2.04,0.0,5.0,1.349905437231064
0.6484613382816314,0.0036215400029323062,296000,426,37,0.15738984753968288,-0.00022648992692211322,0.9627258390188217,202.8,1.97,0.0,5.0,1.3459564304351808
0.6125861184298992,0.0031643079918285367,304000,430,38,0.1638110672224472,-0.002463073607068509,0.9720159536600113,204.31,2.03,0.0,6.0,1.322062839269638
0.40357445538043973,0.0012777321528119501,312000,433,39,0.10417952494884865,-0.0001793993041064823,0.9892138165235519,197.8,1.86,0.0,5.1000000000000085,1.3399385857582091
0.6365846066176891,0.0038812090465216898,320000,437,40,0.15664398515139855,0.0011415292020683409,0.9536561638116836,197.26,1.84,0.0,5.0,1.354438887834549
0.7222683593630791,0.004270254063885659,328000,440,41,0.17115376973935958,-0.00013572598691098393,0.9444290423393249,207.4,2.09,0.0,5.0,1.3617321228981019
1.009177260696888,0.008223132028360851,336000,442,42,0.27065769107531584,-0.0013939308014232665,0.9067273133993149,204.88,2.08,0.0,6.0,1.3663170099258424
