advantage_norm,explained_variance,value_loss,P01:episode_rewards,fps,PMM:episode_rewards,P09:episode_rewards,frames,grad_norm,epoch_idx,policy_loss,episode_length,policy_entropy
1.517906291782856,-1.22506261408329,0.03253092564384133,0.0,359,0.9512195121951219,3.0,8000,1.535630928820045,1,-0.0036344989470671863,168.0731707317073,1.3442783641815186
1.2457761533930898,-0.006117030382156372,0.014531400504147314,0.0,172,1.3333333333333333,3.4000000000000057,16000,0.2529589116316153,2,0.0016500255581922828,182.70114942528735,1.3595022213459016
1.1650833314657212,-0.018383249044418334,0.012574477176431174,0.0,206,1.49,3.0,24000,0.20216905380244252,3,0.0006196090507728513,187.47,1.35448322057724
1.0571115815266967,-0.0032537519931793214,0.011449941099117495,0.0,229,1.18,3.0,32000,0.20775441119963883,4,0.0006790023068606387,171.67,1.3567525839805603
1.164574480317533,0.005431328415870667,0.01270467613307119,0.0,245,1.09,3.0,40000,0.1962375895598008,5,0.0021018058503977956,168.67,1.3718963599205016
1.2521424426138401,-0.002665177583694458,0.014104968732444831,0.0,259,1.35,3.0,48000,0.20773094011376575,6,0.002489096869248897,179.51,1.380287890434265
1.2996940568089486,-0.010336956381797791,0.01588073063348929,0.0,270,1.66,3.0,56000,0.21840011918045266,7,0.00025512317224638534,190.97,1.3812734615802764
0.9700349432229995,-0.008563344478607177,0.009498912453236698,0.0,279,1.22,3.0,64000,0.14825053567373875,8,-0.00037646443117409943,174.62,1.3766952121257783
1.1897076284140349,0.0069551759958267215,0.01311406091781464,0.0,285,1.08,3.0,72000,0.17218794965216144,9,0.001322820038185455,169.77,1.3755994474887847
1.2368599820509554,0.03447755932807922,0.013648911074715215,0.0,292,1.32,3.0,80000,0.19443992551586745,10,0.0015554419813997812,180.29,1.3824341821670532
1.3544187188148498,0.02739470958709717,0.016077080441918953,0.0,297,1.43,4.0,88000,0.22823163973638297,11,0.001286369626650412,183.81,1.3831864392757416
1.3278714875131845,0.06784241199493408,0.015425772718481312,0.0,301,1.73,4.0,96000,0.20892052086859203,12,0.002719154852675274,194.53,1.3843449127674103
1.182219048142433,0.09051804840564728,0.012940117466932861,0.0,305,1.68,4.0,104000,0.21702890193242777,13,-0.0004417270747944713,194.02,1.3783726060390473
1.3064562891423703,0.13773687660694123,0.014865910144653754,0.0,308,1.48,3.0,112000,0.2501057060279058,14,0.001616246524026792,187.48,1.3718618047237396
1.1274213652312755,0.22678005516529084,0.011276728237280622,0.0,311,1.39,3.0,120000,0.2456634494523648,15,0.0014880685832031305,183.98,1.3769541800022125
1.1768303866684438,0.2758179432153702,0.011203746511600911,0.0,314,1.19,3.0,128000,0.264802718850727,16,0.0017109451277065092,175.5,1.380959804058075
1.1642467895150184,0.445954167842865,0.011449679688521428,0.0,316,1.15,2.1000000000000085,136000,0.28513788478003493,17,-0.0012623816858103965,173.16,1.3697202074527741
1.4453041923046113,0.6441057294607162,0.01564328515669331,0.0,319,1.67,4.0,144000,0.4125873360138146,18,-0.005063637354469392,195.27,1.356276353597641
1.301482850909233,0.8014195674657821,0.012272698273300194,0.0,326,1.81,5.0,152000,0.3599623205007428,19,0.00203759218682535,200.55,1.3414142942428589
1.3894765803217888,0.7789337867498398,0.017592969340621493,0.0,332,2.06,5.0,160000,0.41782266257163364,20,-0.003355680298700463,207.45,1.3686254978179933
1.3337382221221923,0.8241439872980117,0.012625261772191152,0.0,339,2.13,5.0,168000,0.34034688381473593,21,-0.00040385621425230054,210.7,1.3589554452896118
1.0697182190418244,0.9079173785448075,0.008084488003514707,0.0,345,1.96,5.0,176000,0.3003034713351567,22,-0.0005693270122537797,204.47,1.3536836040019988
1.0942138975858688,0.9037484455108643,0.008565363738453015,0.0,352,1.99,5.0,184000,0.3013713323299571,23,-0.003746343643288128,204.56,1.3350714886188506
0.8607877248525619,0.9464706850051879,0.005418748562224209,0.0,356,1.69,5.0,192000,0.23357465454771095,24,-0.0005458212259691208,193.5,1.3191092693805695
0.8840459600090981,0.9388617134094238,0.005712503069662489,0.0,360,2.03,5.1000000000000085,200000,0.22279600942071137,25,-0.0006636162532959133,206.08,1.33759085893631
0.8377295663952827,0.9372785031795502,0.005396984113613144,0.0,365,1.93,6.0,208000,0.22246072544382162,26,-0.0004758068805676885,200.05,1.3550900030136108
0.9422737607359886,0.8962297433614731,0.006734181227511726,0.0,369,1.68,5.1000000000000085,216000,0.25035493884478627,27,0.0007252601470099762,190.92,1.3625422072410585
0.8891523176431656,0.9509321027994155,0.006042048580711707,0.0,370,2.15,6.0,224000,0.22975238434419867,28,-0.0017767340512000373,208.11,1.3384952318668366
0.8367878419160842,0.9503226721286774,0.005576815529493615,0.0,368,2.22,6.0,232000,0.22143927393298884,29,-0.0006236088517471216,212.09,1.342685261964798
0.7375880816578865,0.963084499835968,0.004292623614310287,0.0,370,2.34,8.0,240000,0.19365034419461682,30,-0.0017582488252810436,212.96,1.3442633843421936
0.6472424292564392,0.9729555326700211,0.003309226391138509,0.0,371,2.01,6.0,248000,0.16225508072587327,31,-0.0005100940092233941,203.52,1.3490563988685609
0.8685881888866425,0.9412708550691604,0.005981862787739374,0.0,370,2.1,6.0,256000,0.2278228648821126,32,-0.00027599032524449284,207.29,1.3551139748096466
0.7631798867881298,0.9463186091184617,0.005088139236904681,0.0,368,2.12,6.0,264000,0.19181959077598054,33,-0.00036736924936121797,208.14,1.3479743194580078
0.5969111782312393,0.9625406759977341,0.0028825024195248262,0.0,360,1.65,5.0,272000,0.14825757426770023,34,-0.000538147581537487,191.54,1.3514302790164947
0.5956747162342072,0.9712014621496201,0.0028892125401762314,0.0,356,1.59,5.0,280000,0.15539408449114409,35,-0.000772476346755866,190.38,1.3432644426822662
1.1377470436692239,0.8168262803554535,0.010484378429246134,0.0,353,1.93,5.1000000000000085,288000,0.27236203215828464,36,0.0008620774577138945,200.32,1.3724620592594148
1.2063559594750404,0.8572354435920715,0.01081174124381505,0.0,350,2.21,5.1000000000000085,296000,0.31584779714126926,37,-0.0027992062094563154,209.73,1.3740707850456237
0.7844430628418922,0.930017945766449,0.00498347487708088,0.0,348,1.92,4.1000000000000085,304000,0.20277977875191092,38,0.0005476382363121956,203.62,1.3653996098041534
0.8399168238043785,0.9236817163228989,0.005673889621102717,0.0,346,1.8,5.0,312000,0.21068752579034428,39,-8.786327991401777e-05,197.76,1.3607223057746887
0.8802969065308571,0.9324052298069,0.006066568997921422,0.0,344,2.15,6.0,320000,0.2335644707371117,40,-0.00018357595545239746,209.19,1.3650800430774688
0.7403006187081337,0.9430482482910156,0.004580065503832884,0.0,342,2.09,8.0,328000,0.18936559108399625,41,-0.0007726381048269105,203.07,1.3610328722000122
0.6918539187312126,0.9686991727352142,0.003960581705323421,0.0,340,2.2,7.0,336000,0.1811766821718874,42,-0.0009638346628526051,209.36,1.3422126471996307
0.90219487413764,0.9327091348171234,0.006701514658052474,0.0,339,2.11,5.0,344000,0.23796329818700657,43,-0.002155772895021073,208.67,1.3598625147342682
0.6314270761609078,0.9634571892023086,0.003313247634214349,0.0,337,2.33,6.1000000000000085,352000,0.15395695601671427,44,-0.00017321780644124373,215.99,1.3543468451499938
0.8202519863843918,0.9472936242818832,0.0057894898724043745,0.0,336,2.26,6.1000000000000085,360000,0.22156409752183998,45,-0.00031336915155407043,210.42,1.3616817164421082
0.8013812772929668,0.9570409339666367,0.005338673475198448,0.0,335,2.56,7.200000000000017,368000,0.20330406140349536,46,-0.00204454860300757,222.71,1.3507383143901825
0.6471028742194176,0.9734857386350632,0.003399389820115175,0.0,334,2.82,7.0,376000,0.1656240988065087,47,-0.0009431309474166483,237.05,1.342090244293213
0.8116849075257778,0.9421600174903869,0.0050751030741957946,0.0,332,2.65,6.0,384000,0.19193522000321145,48,-9.11389698740095e-05,230.59,1.3631884741783142
0.9524407269060612,0.9006254291534423,0.007893811147368979,0.0,331,2.13,6.0,392000,0.24761520922937258,49,-0.0013782450175494887,209.01,1.3644212150573731
1.1099756532907485,0.8460359311103821,0.009472857856890187,0.0,330,1.9,5.0,400000,0.26835094535725856,50,0.0002886653901077807,200.84,1.3617963433265685
0.9538789001107216,0.9344991201162338,0.006873432019492611,0.0,329,2.06,5.0,408000,0.24235390658487366,51,5.750994398113107e-05,211.1,1.3685360360145569
0.8874391007423401,0.9117594975233078,0.006455185743398033,0.0,328,2.18,5.0,416000,0.22180021613133832,52,-0.0027299004571978004,215.42,1.373022941350937
0.6943150240182877,0.9651254445314408,0.0038118403597036375,0.0,327,2.2,6.0,424000,0.1776902167545861,53,7.150555698899552e-05,212.11,1.3588823568820954
1.0043415421247481,0.8634451735019684,0.008112359886872582,0.0,326,2.08,5.1000000000000085,432000,0.25594565754586784,54,-0.001540751015127171,206.37,1.3685130620002746
0.9519081972539425,0.8913121026754379,0.006967107382661197,0.0,326,2.17,5.0,440000,0.23614214566662547,55,-0.0005887811689171941,209.96,1.3688683307170868
0.9743223088979721,0.9336323666572571,0.007272697269218043,0.0,325,2.01,4.0,448000,0.2574114034333093,56,-0.001590163460466556,203.89,1.3612472772598267
1.0041119506955147,0.9314641720056533,0.007688088489812799,0.0,324,2.5,6.0,456000,0.2549353755606451,57,-0.0011448775613098405,224.16,1.353049660921097
0.815202510356903,0.9403112483024597,0.005401555105636362,0.0,323,2.74,6.1000000000000085,464000,0.20385171177655922,58,-0.0017368652694858611,234.46,1.3406778836250306
0.6598536550998688,0.9676387143135071,0.003434644277731422,0.0,323,2.51,7.200000000000017,472000,0.15945008430210897,59,-0.0003514638246269897,222.81,1.3455756330490112
0.8155826166272163,0.9504764980077743,0.005371758702676743,0.0,322,2.59,9.0,480000,0.1955140134980005,60,-0.0005530355105656782,224.49,1.3612124860286712
0.9286633256077766,0.9114940220117569,0.0068493540782947095,0.0,321,2.84,9.0,488000,0.22021264336757887,61,-9.526156743959291e-05,232.95,1.363217362165451
0.7448396864533424,0.9625667089223862,0.004213620749360416,0.0,320,2.79,9.0,496000,0.1939107783252188,62,-0.0011462755724642192,230.13,1.3352996337413787
0.6346414920687675,0.9710418969392777,0.003415947790781502,0.0,321,2.99,9.0,504000,0.1598274694800771,63,-0.0016880162574398128,233.6,1.3356904304027557
0.9169989591836929,0.9300551325082779,0.006939192796126008,0.0,321,2.98,9.0,512000,0.23344213699993058,64,-0.0025036276842001826,229.63,1.3513511848449706
0.6834399086236954,0.9628604954481125,0.003811618674080819,0.0,320,3.37,9.0,520000,0.18042388905518209,65,-0.0015456867896728,245.41,1.348420182466507
0.8921856689453125,0.9361631518602371,0.006375556374550797,0.0,320,3.12,9.0,528000,0.22781409471750966,66,-0.00033977364248130473,236.57,1.3617426455020905
1.1479650592803956,0.8977673876285553,0.00974128422443755,0.0,320,3.27,9.100000000000009,536000,0.29239070786770927,67,-0.0004960478350403718,244.43,1.3558284080028533
1.0954042497277259,0.8890869688987731,0.009063673710334114,0.0,319,3.31,10.0,544000,0.2721170483774057,68,0.00029013655497692523,243.63,1.3562092316150665
0.9441336160898208,0.9241430926322937,0.006500452051404863,0.0,319,3.31,9.0,552000,0.24211850147576786,69,-0.002603087588067865,247.77,1.347440129518509
0.7589563876390457,0.9555044716596603,0.004659076556563378,0.0,319,3.08,9.0,560000,0.1872382588102878,70,-0.00037204621854471044,238.55,1.3525972628593446
1.1986978238821029,0.8846192419528961,0.010779617278603836,0.0,319,2.91,7.1000000000000085,568000,0.2942577629589863,71,-0.0012353846317273564,234.66,1.3601364958286286
1.2447096997499465,0.8757353979349136,0.011214666961459443,0.0,318,2.65,6.1000000000000085,576000,0.3134696787068014,72,-0.00031235577538609507,227.53,1.3557112157344817
