P01:episode_rewards,frames,fps,policy_loss,policy_entropy,episode_length,advantage_norm,P09:episode_rewards,grad_norm,PMM:episode_rewards,value_loss,explained_variance,epoch_idx
0.0,280000,520,-0.00030235686295782216,1.3533729088306428,203.55,0.8350896880030632,8.100000000000009,0.19400746683159636,2.16,0.005995925050810911,0.9278195083141327,35
0.0,288000,524,-0.0007428010988951428,1.3539217364788056,208.54,0.7724603772163391,5.1000000000000085,0.17700261995286673,2.17,0.004975257261830848,0.9470345562696457,36
0.0,296000,529,-0.000943508469790686,1.3443162500858308,195.83,0.6718748526275158,6.0,0.15819179194068367,1.82,0.0039363789511844514,0.9626299065351486,37
0.0,304000,533,-0.00014002716867253184,1.3438272881507873,214.79,0.7415801700949669,7.200000000000017,0.1810477237309202,2.32,0.0045299515381339,0.9580409407615662,38
0.0,312000,538,-0.0005726451403461396,1.3642983412742615,210.75,0.7629160714149475,8.100000000000009,0.18134117579343806,2.25,0.005076002151472494,0.9413684767484665,39
0.0,320000,542,-0.0010105443430802551,1.3571193301677704,210.93,0.8353794375061989,6.1000000000000085,0.18303602277457126,2.19,0.005535862967080902,0.9547227865457535,40
0.0,328000,546,0.0006533878337359056,1.367151916027069,204.84,0.9586094483733177,6.0,0.22559290580963715,2.05,0.007316485275514424,0.9038652050495147,41
0.0,336000,549,-0.005925250552245416,1.3565292131900788,207.94,0.9858048292994499,5.1000000000000085,0.24647646692810743,2.09,0.0073423534841276705,0.9362481534481049,42
0.0,344000,552,0.0001828961493447423,1.358749816417694,212.46,0.8469305542111397,5.1000000000000085,0.1944032010662982,2.19,0.005661619725869969,0.9325153028964996,43
0.0,352000,556,-0.000799011715571396,1.3444187760353088,213.85,0.6718679963052273,7.0,0.15016580605464397,2.27,0.0040538324523367916,0.9663284003734589,44
0.0,360000,558,-0.001107514587638434,1.3566029214859008,217.46,0.8090747046470642,6.0,0.18933653953205856,2.32,0.005173479530785698,0.9506274938583374,45
0.0,368000,561,-0.0007792432717542397,1.3446682441234588,210.3,0.5951194542646409,6.0,0.1317237350880123,2.19,0.00301553714365582,0.9741011929512023,46
0.0,376000,565,-7.654291941435076e-05,1.3515932297706603,210.72,0.6309861163794994,6.0,0.1419436712694557,2.24,0.0032377226740936747,0.9719592595100403,47
0.0,384000,568,-0.000910338876201422,1.3561897253990174,218.98,0.617041982114315,9.0,0.1561059134000134,2.52,0.003201071335497545,0.9702890992164612,48
0.0,392000,570,-0.0007507096668996383,1.3637223505973817,206.33,0.8138422770798206,6.300000000000026,0.18587920961510956,2.16,0.005512956081947778,0.9524091374874115,49
0.0,400000,573,-0.0007987876874904032,1.3547138953208924,201.86,0.6935910798609257,5.1000000000000085,0.1589778787518794,1.97,0.004069925279618474,0.9451254558563232,50
0.0,408000,573,0.0003883178930846043,1.3678099977970124,206.91,1.1106522288918494,6.0,0.2691058552922051,2.05,0.009110337132005953,0.9111351251602173,51
0.0,416000,577,-0.0018149249425187008,1.36428950548172,215.27,1.0092076179385185,5.0,0.238181425982675,2.26,0.007568284538574516,0.9267392206192017,52
0.0,424000,579,-0.0008381141163408757,1.3677453982830048,219.71,1.068097062408924,5.0,0.24199546857500934,2.32,0.008392017646692694,0.9139642375707626,53
0.0,432000,582,0.0003430757340902346,1.3593480777740479,214.11,0.977631234228611,5.1000000000000085,0.2223648662906235,2.25,0.006971653760410845,0.9212540721893311,54
0.0,440000,584,-0.002861886718637834,1.3647499454021454,225.83,1.1368393406271935,6.1000000000000085,0.2495756181163583,2.55,0.00958846948808059,0.8731633192300796,55
0.0,448000,586,-0.002771752072731033,1.3491174960136414,216.87,1.0995343190431595,5.0,0.2683546920597117,2.38,0.008614486234728247,0.9193264752626419,56
0.0,456000,587,0.00044863948482088746,1.3571316492557526,221.45,1.2226740792393684,5.1000000000000085,0.2756223802787208,2.55,0.011230600505368784,0.8557011008262634,57
0.0,464000,588,-0.0011452790405019186,1.3497822701931,221.23,0.9931859827041626,6.0,0.23785558910642884,2.55,0.007096371549414471,0.9203342008590698,58
0.0,472000,592,-0.0017929897345311473,1.3439657056331635,231.77,1.3751511600613595,7.1000000000000085,0.3518892953254295,2.84,0.013348614134592936,0.8510881376266479,59
0.0,480000,595,-0.0017692983733286383,1.3452967011928558,223.64,1.17439788043499,5.1000000000000085,0.2924266698285835,2.49,0.009880308418069035,0.8794443106651306,60
0.0,488000,599,-0.0014758550113765524,1.3498857820034027,228.54,1.2873467183113099,6.0,0.30096945937704045,2.59,0.011990089422324672,0.84527090549469,61
0.0,496000,603,-0.00190714989148546,1.3407810127735138,223.11,1.3402512174844743,5.0,0.3130529082464537,2.51,0.012505002819234506,0.8499198567867279,62
0.0,504000,604,-0.0032143746223300697,1.3270946490764617,226.04,1.1435757437348366,5.1000000000000085,0.281749599638362,2.61,0.009640717580914497,0.8897022384405137,63
0.0,512000,607,-0.004090559671167285,1.309042638540268,232.45,1.2325238502025604,6.0,0.305361174711338,2.76,0.010714772730134428,0.8833521616458893,64
0.0,520000,610,-0.0034921033651335166,1.3105069231986999,242.4,1.2658207112550734,7.0,0.3332671442525569,2.99,0.011613856020267122,0.8659319698810577,65
0.0,528000,613,-0.0015486227140354457,1.306507065296173,242.43,1.175863992869854,7.0,0.2898661449321834,3.04,0.010039023131830617,0.8968703323602676,66
0.0,536000,615,-0.0043989935988793145,1.2813819932937622,242.13,1.3836043640971183,7.0,0.29638354854038396,3.07,0.013361162770306691,0.8218117427825927,67
0.0,544000,615,0.000273741667624563,1.3127447426319123,239.46,1.205557459294796,7.0,0.2746244922623777,3.08,0.010618983214953914,0.8583256328105926,68
0.0,552000,618,-0.0010260819336872374,1.3190721356868744,242.0,0.9861145374178887,7.0,0.23588033213440057,3.12,0.007385416909819469,0.9138236886262894,69
0.0,560000,619,-0.0028370492334943266,1.3105881321430206,244.48,1.0028402552008628,8.0,0.23586943588421483,3.13,0.0071228356938809155,0.9153356271982193,70
0.0,568000,622,-0.002413841555480758,1.3004470348358155,244.6,1.233868610560894,7.0,0.30408560081073116,3.09,0.010496695744805037,0.8701066702604294,71
0.0,576000,625,0.0005551884548913222,1.3211076819896699,225.73,0.9590781378746033,6.1000000000000085,0.2257229633955885,2.68,0.006666501981671899,0.9243195712566376,72
0.0,584000,627,-0.004430764238350093,1.3013409316539764,229.67,1.2083010843396187,7.0,0.3223308434387759,2.8,0.010734629660146312,0.8881225621700287,73
0.0,592000,629,-0.002182101397193037,1.303290182352066,232.34,1.2256870537996292,7.0,0.3025296414934784,2.85,0.010398058500140906,0.8831717497110367,74
0.0,600000,631,-0.0021162174138589763,1.2999073338508607,255.24,1.0054160249233246,7.1000000000000085,0.24543121495293882,3.45,0.0069729253265541045,0.9290086388587951,75
0.0,608000,633,-0.0020376263716025277,1.2983552849292754,252.4,1.0018887078762055,7.1000000000000085,0.24791716776648645,3.45,0.007037123987684027,0.9135731655359268,76
0.0,616000,634,-0.00020862977136857809,1.3150585567951203,233.33,0.9786826893687248,7.0,0.25941264937254443,2.99,0.006708366815000772,0.9285703104734421,77
0.0,624000,636,-0.0012779470661189408,1.2999749994277954,226.7,1.1321620953083038,7.1000000000000085,0.28976259722579617,2.84,0.008734134654514492,0.9081544059515,78
0.0,632000,639,-0.0028665223688585685,1.264063972234726,233.02,1.2585946762561797,8.0,0.348507965493232,3.0,0.011078611935954542,0.8480364042520523,79
0.0,640000,639,-0.0032638260209932922,1.2751670694351196,238.68,1.0344748717546464,8.0,0.25753374733809087,3.15,0.007664842965314164,0.9151556783914566,80
0.0,648000,641,-0.0034233836185921973,1.2518843173980714,240.04,1.216844973564148,8.100000000000009,0.2918386471573303,3.32,0.010122685653623193,0.8954169553518295,81
0.0,656000,643,-0.002202925985766342,1.2704099023342132,243.56,1.1550497698783875,8.100000000000009,0.3002947972300132,3.55,0.009037546901963652,0.9158413940668106,82
0.0,664000,645,-0.0013527150798472575,1.2953821182250977,249.34,1.1668524384498595,7.1000000000000085,0.28577535058036985,3.59,0.009235708399210125,0.8877846342325211,83
0.0,672000,647,-0.002020236944590579,1.2923651552200317,249.84,1.183311196565628,7.0,0.3004810154198325,3.6,0.00963566591963172,0.8868917721509934,84
0.0,680000,648,-0.0023674633837072177,1.3077270364761353,249.95,1.202556715607643,7.0,0.3084886111716449,3.37,0.01009877739881631,0.8914567118883133,85
0.0,688000,649,-0.0012798084679525345,1.2868996918201447,246.16,1.1142350137233734,8.0,0.27166591941353013,3.4,0.00849662333028391,0.9137079006433487,86
0.0,696000,650,-0.00015377038769656792,1.302350995540619,248.88,1.1474875873327255,8.0,0.27561048309677644,3.39,0.009031965907197445,0.8921491008996963,87
0.0,704000,651,-0.003878311567241326,1.3021289825439453,252.97,1.29774649143219,8.100000000000009,0.33397869247909256,3.58,0.011369620864279568,0.873389880657196,88
0.0,712000,652,-0.0018139689147938043,1.2914285480976104,266.08,1.3459900736808776,9.0,0.3271653403264911,3.86,0.01230279253795743,0.8722197324037552,89
0.0,720000,653,-0.0032748271473701605,1.2937807846069336,272.41,1.3810260272026063,9.0,0.3877959757792004,4.07,0.012910366621799767,0.8582565206289291,90
0.0,728000,654,-0.0028535957801068433,1.2771687293052674,278.27,1.3295577549934388,9.0,0.3510546363416468,4.32,0.012153108499478548,0.8580105608701706,91
1.0,736000,655,-0.0016711072367615997,1.28876091837883,295.09,1.4191695737838745,10.0,0.3853866786292061,4.9,0.014102743598632514,0.8518732106685638,92
0.9000000000000004,744000,657,-0.0051031113887074755,1.2810382854938507,289.75,1.5070412176847459,10.0,0.4063337133167629,4.81,0.015057444758713245,0.8413256585597992,93
1.0,752000,657,-0.006189597670454532,1.24965727686882,294.19,1.3741440802812577,11.0,0.38886033737226966,5.23,0.012820553006604314,0.8557076346874237,94
1.0,760000,658,-0.0010719931588391773,1.2694221317768097,285.06,1.3740524780750274,10.0,0.3827652266717413,5.09,0.012839831807650626,0.862964141368866,95
1.0,768000,659,-0.004288771447609179,1.2778193712234498,289.96,1.4266945242881774,11.0,0.35861680071652025,5.22,0.013385366033762693,0.8463742816448212,96
1.0,776000,660,-0.0020654442464001477,1.2708417880535126,298.77,1.3527123045921325,11.0,0.3636127674511996,5.53,0.012364803683012723,0.8654054647684097,97
1.0,784000,661,-0.005399646907972055,1.2629038453102113,304.42,1.4982948178052902,10.100000000000009,0.4012485386701691,5.32,0.015085147707723082,0.8379895615577698,98
1.0,792000,662,0.0006110000377520919,1.261687272787094,312.69,1.3642250323295593,10.100000000000009,0.3679301414674926,5.62,0.012575676783453673,0.8683188861608505,99
1.0,800000,662,-0.0034327459032647313,1.2311264008283616,311.76,1.5858942526578903,10.0,0.43887768321157966,5.58,0.016849364023655652,0.8189847218990326,100
2.0,808000,663,-0.00659737391215458,1.237391242980957,330.75,1.6958016872406005,11.0,0.4724449482186523,6.3,0.019615483826491982,0.7797276908159256,101
2.0,816000,664,-0.002101724810199812,1.248982845544815,334.19,1.5011326694488525,11.0,0.38861107482253315,6.42,0.01478165521286428,0.8580004924535751,102
3.0,824000,665,-0.005417000191519037,1.245924812555313,348.12,1.5139865207672119,11.0,0.40565522227125883,6.89,0.015603519841097296,0.8377228724956512,103
3.0,832000,666,-0.002551036361255683,1.2637901985645295,354.87,1.4312577903270722,11.100000000000009,0.3572652331018114,6.99,0.013775421099271625,0.8498443937301636,104
3.0,840000,667,-0.002929868547944352,1.2490534245967866,361.49,1.57002917945385,11.0,0.4159964867444947,7.06,0.01616693169809878,0.7989413237571716,105
3.0,848000,668,-0.005330645655049011,1.2329178512096406,366.0,1.6300347220897675,12.0,0.4346526692653557,7.22,0.0175556210661307,0.794718845486641,106
3.0,856000,669,-0.000996850023220759,1.2492920064926147,366.95,1.4935632520914077,12.0,0.400640607603452,7.55,0.014962305640801787,0.8409574568271637,107
3.0,864000,670,-0.003127230412210338,1.2486790657043456,382.73,1.6212397128343583,13.0,0.44193298672941667,8.17,0.01763167619239539,0.7860935282707214,108
4.0,872000,671,-0.006849379237974062,1.2053419768810272,381.13,1.5916083592176438,13.0,0.437397001030885,8.53,0.016829347726888953,0.8313066333532333,109
3.0,880000,671,-0.003669304577051662,1.2318365931510926,384.73,1.5169318574666977,14.0,0.40716703535571896,8.92,0.015243485076352955,0.8090925300121308,110
3.0,888000,672,-0.002776256798824761,1.2501904881000518,378.82,1.4901473718881606,14.0,0.40368090552650043,8.72,0.014883974650874734,0.8408357805013656,111
3.0,896000,673,-0.0019491564587224275,1.2544222068786621,369.73,1.56113172352314,13.0,0.41143017110193,8.36,0.016197387990541757,0.8054917275905609,112
3.0,904000,674,-0.004808715637482237,1.2163887703418732,366.69,1.6072183185815812,13.0,0.4465518991133762,8.13,0.017080054357647895,0.7988881385326385,113
3.0,912000,675,-0.004759270839567762,1.1537319630384446,372.1,1.5730180895328523,13.0,0.4305341075369152,8.12,0.016159005719237028,0.8066521954536437,114
3.0,920000,676,-0.006977959864307195,1.1668711411952972,376.61,1.633540849685669,13.100000000000009,0.44803027622139807,8.17,0.017532632425427436,0.7950529050827027,115
3.9000000000000004,928000,676,-0.0033999494364252312,1.1699268174171449,388.02,1.6365313535928727,14.0,0.4247802327231842,8.42,0.01759003905579448,0.7846241921186448,116
3.9000000000000004,936000,677,-0.008303371886140666,1.160481902360916,404.79,1.673613600730896,14.0,0.48285507941126055,8.88,0.0184418658958748,0.7885145896673202,117
4.9,944000,678,-0.007662457061815076,1.1426604855060578,416.22,1.768103511929512,15.0,0.5044422169555647,9.25,0.02053664581850171,0.7826616460084915,118
5.0,952000,679,-0.006208473413717002,1.1640567564964295,435.95,1.693725112080574,15.100000000000009,0.46915168242638927,9.71,0.018985068164765834,0.800802675485611,119
5.0,960000,680,-0.003502296690203366,1.195750997066498,433.49,1.6518503665924071,15.100000000000009,0.42651505731045075,9.68,0.017900070063769816,0.7915315854549408,120
4.0,968000,681,-0.0074831724620889875,1.1245298099517822,434.7,1.6997749984264374,15.0,0.4901533120980296,9.66,0.01906469854991883,0.7760641217231751,121
5.0,976000,682,-0.0059670382441254334,1.1582573866844177,432.98,1.654832769036293,15.0,0.45048097639823537,9.72,0.017923253546468912,0.7788741791248321,122
4.9,984000,683,-0.0059535267041064795,1.1757249677181243,425.69,1.6891172063350677,15.0,0.4672620052990785,9.5,0.018749732756987214,0.796714940071106,123
4.0,992000,683,-0.008727804270456545,1.1593007266521453,415.32,1.711505280137062,15.0,0.4451195316372534,9.28,0.01917680975049734,0.7873508489131927,124
4.9,1000000,684,-0.004982935837761033,1.1277502703666686,424.45,1.734914349913597,15.100000000000009,0.47979283106341847,9.52,0.019821270536631345,0.7667338293790817,125
5.0,1008000,685,-0.0034246365260332825,1.1574657380580902,426.77,1.6451423746347427,15.100000000000009,0.41360207887347966,9.49,0.017938858922570945,0.8045175802707673,126
5.0,1016000,685,-0.004539378233603202,1.1664888751506806,425.37,1.694922343492508,15.100000000000009,0.45592789107882714,9.55,0.01874160925857723,0.7937914097309112,127
5.0,1024000,686,-0.008757559392252005,1.145534725189209,435.38,1.9078827440738677,15.0,0.5427458071443007,9.83,0.024028206137008967,0.738477144241333,128
5.0,1032000,687,-0.0029344947003846753,1.1666060447692872,448.47,1.7854304504394531,15.100000000000009,0.4649928811678094,10.05,0.020879446216858923,0.7647396016120911,129
5.0,1040000,688,-0.008441176755586638,1.1638752818107605,448.98,1.75158229470253,15.0,0.4939425698985543,9.95,0.02009104992263019,0.7933164662122727,130
6.0,1048000,688,-0.004907502519781701,1.1322814565896988,454.05,1.7877975362539291,14.100000000000009,0.4842144324774263,10.05,0.02096056706737727,0.7441434723138809,131
4.0,1056000,689,-0.003339213233666669,1.1225110483169556,439.86,1.5935512787103654,14.0,0.4578216304189511,9.47,0.017557488705497237,0.7019283103942872,132
4.9,1064000,690,-0.005796053464291617,1.1804980826377869,438.57,1.6946312654018403,14.0,0.46886789747837143,9.06,0.018509070528671144,0.8062494319677352,133
4.9,1072000,691,-0.0021433937089750544,1.1491732978820801,443.68,1.788196165561676,14.0,0.5229522904788773,8.99,0.020963832433335484,0.7337679660320282,134
4.9,1080000,692,-0.001053761431176099,1.1705689692497254,447.45,1.7507702118158341,14.100000000000009,0.4776086317933556,9.16,0.020409365422092377,0.7796619242429733,135
5.0,1088000,692,-0.005345438678632491,1.1542811334133147,460.76,1.753003056049347,15.0,0.46649941310053494,9.62,0.02013232573401183,0.7932977998256683,136
4.9,1096000,693,-0.003460228455369361,1.1715876603126525,451.12,1.7075439071655274,15.0,0.4365895989460331,9.49,0.01880567444488406,0.7995158833265305,137
6.0,1104000,694,-0.010482644293806515,1.1605209529399871,474.07,1.6961579209566116,15.100000000000009,0.47648833205415175,10.23,0.019005798883736134,0.801566807627678,138
6.0,1112000,694,-0.002387498697353294,1.1628929114341735,481.49,1.7049821484088898,16.0,0.4619443544234441,10.76,0.019111220645718276,0.7965208226442337,139
6.0,1120000,695,-0.005624566896003671,1.1671058773994445,472.36,1.6928388965129852,16.0,0.4366062455715863,10.75,0.018632534011267125,0.8024770474433899,140
6.0,1128000,695,-0.002677839653551928,1.1709726393222808,475.18,1.7693333768844604,16.0,0.48093274784871104,10.8,0.02058776724617928,0.7766373175382614,141
6.0,1136000,696,-0.001412820192053914,1.1315358686447143,485.13,1.8284281122684478,16.10000000000001,0.49746870947667127,10.98,0.022187770451419054,0.7574449312686921,142
6.0,1144000,697,-0.005406408647540956,1.1461300897598266,489.03,1.7913863849639893,16.10000000000001,0.5093895423994491,10.93,0.021407676632516085,0.77558030128479,143
6.0,1152000,698,-0.008256310879514785,1.1482451272010803,497.43,1.861848410964012,17.0,0.5123009066620977,11.25,0.022724460195749998,0.7412142652273178,144
6.0,1160000,698,-0.0071957102385931644,1.1450215715169907,508.11,1.9681051421165465,17.0,0.5494822784275284,11.56,0.025792682715691625,0.7453703540563583,145
6.9,1168000,699,-0.004538845870702062,1.1550223159790038,513.59,1.8436920881271361,17.0,0.5308027647884064,12.0,0.022438808036968114,0.757925568819046,146
6.0,1176000,699,-0.00590917900808563,1.105117773115635,504.89,1.892130275964737,17.10000000000001,0.5742247499071551,11.88,0.024067689231596887,0.7433379143476486,147
7.0,1184000,700,-0.005364284533425234,1.1317526942491531,507.8,1.8337772142887117,17.0,0.5032446057055956,12.16,0.02207125258166343,0.7689703780412674,148
8.0,1192000,700,-0.006979139056311396,1.185032799243927,519.48,1.985681610107422,17.200000000000017,0.5567335504063348,12.77,0.026253873095847667,0.7540172189474106,149
7.0,1200000,701,-0.0044861346666584725,1.1599750423431396,518.0,1.7558520090579988,19.0,0.5160452241770681,13.0,0.020243218699470163,0.7399450820684433,150
7.0,1208000,702,-0.009119209929413046,1.1013912451267243,517.47,1.937774226665497,20.0,0.5491627959364704,13.24,0.02457870407961309,0.7115694743394851,151
7.0,1216000,702,-0.010892895252763992,1.0938012421131134,526.34,1.884132342338562,20.0,0.5561890053863874,13.21,0.023576777689158918,0.7523191285133362,152
7.0,1224000,703,-0.0063095016498118635,1.1113826978206633,533.79,1.9608345603942872,20.10000000000001,0.5623526259019193,13.7,0.025395744731649756,0.7421095240116119,153
8.0,1232000,703,-0.005384354569832795,1.1501251471042633,539.98,1.9433079874515533,23.0,0.5823378589729493,14.47,0.024883388141170144,0.7317968761920929,154
8.0,1240000,704,-0.009631395981414244,1.1491051959991454,552.26,1.9640038269758224,23.0,0.546202780037188,14.82,0.025730603258125484,0.7304697662591935,155
7.9,1248000,705,-0.0025963331197272053,1.1253032487630845,551.49,1.8710834050178529,23.10000000000001,0.5082133800710549,14.82,0.023168095890432595,0.7398925334215164,156
8.0,1256000,705,-0.00838227628468303,1.137198228240013,557.3,1.9287355798482895,24.0,0.5436204799684247,14.97,0.02491138415876776,0.7299862766265869,157
8.0,1264000,706,-0.004436379673716146,1.1249596166610718,567.72,1.870147806406021,24.0,0.4905304967724236,15.15,0.023032210161909462,0.7420048588514327,158
8.0,1272000,706,-0.008572305543057155,1.1293849492073058,564.15,2.016010059118271,23.10000000000001,0.5399926010190975,15.03,0.026820828691124916,0.7177197015285492,159
8.9,1280000,707,-0.00602453172483365,1.1056459617614747,569.15,1.9740277767181396,23.10000000000001,0.5498938432121956,15.14,0.02575889605563134,0.7421957314014435,160
8.0,1288000,707,-0.00961032566614449,1.128669553399086,581.89,1.9511570489406587,23.10000000000001,0.5687722422200685,15.08,0.025045804074034096,0.7305424255132675,161
8.0,1296000,708,-0.003194944555871189,1.1621222805976867,576.71,1.828417341709137,23.0,0.4886001824848295,14.68,0.021750517752952874,0.7703395402431488,162
9.0,1304000,708,-0.01112711541587487,1.1452513992786408,579.76,2.113417046070099,23.0,0.6293406671169529,14.88,0.03124741927254945,0.7006852346658706,163
8.0,1312000,709,-0.008407407485065051,1.1018901163339614,565.84,1.8210895407199859,22.10000000000001,0.5188980288086124,14.23,0.02187321218661964,0.7481304806470871,164
8.0,1320000,709,-0.0034467571350978686,1.0929111278057098,566.13,1.9502425646781922,22.10000000000001,0.5410537347078727,14.25,0.025230198269709944,0.7057883471250535,165
8.0,1328000,710,-0.007226613693055697,1.0875377494096756,586.22,1.9382951366901398,24.0,0.571250362369635,14.8,0.02457479777280241,0.7416380977630616,166
8.0,1336000,710,-0.013961553900153377,1.0869515907764435,590.97,1.9798818933963775,24.0,0.5875516415860289,14.77,0.025879044020548463,0.7243500798940659,167
9.0,1344000,711,-0.0050944897468434645,1.100330758690834,600.41,2.019262358546257,24.0,0.5790413495576494,15.27,0.02733060601633042,0.7059504842758179,168
9.0,1352000,711,-0.0045032197027467195,1.1063846921920777,601.48,1.8617942869663238,24.10000000000001,0.5135723779424745,15.3,0.022748096892610193,0.7278174883127213,169
8.0,1360000,712,-0.0056262146128574385,1.0884212738275527,601.15,1.9115359163284302,25.0,0.5675788032854271,15.31,0.024107217704877257,0.7532046568393708,170
8.9,1368000,712,-0.008411928452551365,1.105836927294731,614.25,2.095966999530792,24.10000000000001,0.6346389164935512,15.72,0.029168328852392733,0.7119375312328339,171
8.0,1376000,713,-0.0040278961724834516,1.1007608771324158,612.23,1.9268121147155761,25.0,0.5699670505205758,15.66,0.024457534849643706,0.7464888471364975,172
8.0,1384000,713,-0.010102939072530716,1.060086080431938,608.27,2.112100291252136,25.0,0.6194390573558883,15.78,0.02973791475407779,0.6793294250965118,173
