frames,PMM:episode_rewards,grad_norm,advantage_norm,P09:episode_rewards,episode_length,P01:episode_rewards,value_loss,epoch_idx,explained_variance,policy_loss,policy_entropy,fps
768000,2.9,0.2910146257774637,1.0573387801647187,9.0,229.05,0.0,0.00795557353994809,96,0.9131369429826737,0.0004790447306186252,1.323615199327469,314
776000,2.9,0.2773539570415592,1.0273381772637367,7.200000000000017,233.02,0.0,0.007622157118748874,97,0.919328915476799,-0.0020223708136472853,1.325584454536438,314
784000,2.87,0.26351633517859313,1.0627437341213226,9.0,231.82,0.0,0.008548884354531765,98,0.9140241646766663,-0.0014834773593611318,1.32149418592453,315
792000,3.38,0.2887760782251379,1.0949914929270745,9.100000000000009,247.9,0.0,0.008261064875405282,99,0.9241665291786194,-0.0030715714892721735,1.319075186252594,315
800000,3.71,0.2953231738872953,1.1902009433507919,10.0,258.11,0.0,0.009604311068542301,100,0.8965290725231171,-0.0032723926512699107,1.2974007868766784,315
808000,3.62,0.29863503681394843,1.1370654192566871,10.0,254.23,0.0,0.009294337718747556,101,0.9078217267990112,-0.002364124783780426,1.3004278147220611,315
816000,3.65,0.31106266610391214,1.237862042784691,9.0,256.69,0.0,0.01031841010088101,102,0.8862888461351395,-0.00037471171825018243,1.2982729029655458,315
824000,3.57,0.29888780277711097,1.1366980069875716,8.100000000000009,254.04,0.0,0.008985474542714655,103,0.9014757692813873,-0.0031428686319850386,1.3203326392173766,315
832000,3.38,0.3603869704559217,1.3081824326515197,7.1000000000000085,245.61,0.0,0.01168210337171331,104,0.8836984223127365,-0.0016521363955689593,1.2999083292484284,316
840000,3.67,0.3472213369780563,1.2772657907009124,9.0,248.79,0.0,0.01096770963864401,105,0.8790834897756576,-0.0036221489490708336,1.2958563709259032,316
848000,3.99,0.32212668685922813,1.2938075023889541,9.100000000000009,258.34,0.0,0.011258561541326343,106,0.8740032643079758,-0.001348100660397904,1.3181341350078584,316
856000,4.08,0.320223015700687,1.1769096368551255,10.0,260.77,0.0,0.009358081021346151,107,0.898431488275528,-0.002131212896492798,1.295696198940277,316
864000,3.53,0.32552170950262366,1.2350386667251587,8.100000000000009,249.03,0.0,0.010542109701782465,108,0.8854473340511322,-0.0028373360249679537,1.3135442340373993,316
872000,3.99,0.28925826479252054,1.1154586070775985,9.100000000000009,263.41,0.0,0.008416508266236633,109,0.9176422870159149,-0.001434141815170733,1.3081156265735627,316
880000,4.13,0.41854361246915744,1.4253350925445556,9.100000000000009,263.7,0.0,0.013447317963000386,110,0.8644111651182175,-0.005254832340870053,1.2875422310829163,316
888000,4.56,0.3505596776564072,1.3514382308721542,12.0,269.72,0.0,0.012516974725294859,111,0.8570269078016282,-0.002211028539459221,1.261865050792694,316
896000,4.75,0.3473117987754685,1.3357660192251206,12.0,273.61,0.9000000000000004,0.012025536131113767,112,0.861136873960495,-0.0021558592464134565,1.2751150727272034,316
904000,4.85,0.3708841494715158,1.386812263727188,12.0,277.67,1.0,0.01291714092483744,113,0.8746534037590027,-0.005641495533054695,1.2681106841564178,316
912000,5.21,0.3793315003211174,1.3692749041318892,12.0,285.39,1.0,0.012773577007465065,114,0.8697052067518234,-0.0031478771148249506,1.2623701179027558,317
920000,4.86,0.3921672417579933,1.3962844282388687,12.0,281.91,1.0,0.0127957321703434,115,0.8623475980758667,-0.0017683969167410396,1.2675065088272095,317
928000,4.94,0.3815203643577736,1.4060304206609726,12.0,285.47,1.0,0.013053545053116978,116,0.8540639066696167,-0.00212140491741593,1.2746855080127717,317
936000,4.72,0.3431654703967031,1.26217093706131,11.0,281.89,1.0,0.010513221884611994,117,0.887888576388359,-0.003666005407067132,1.2843406748771669,317
944000,4.59,0.39814137446297115,1.4457598358392716,9.100000000000009,287.79,1.0,0.013961336873471737,118,0.8368407809734344,-0.0022378520094207487,1.2855841827392578,317
952000,4.7,0.45156437933755844,1.5577236872911453,9.0,289.14,1.0,0.016057437495328487,119,0.8300975716114044,-0.004180387674714439,1.258243283033371,317
960000,4.76,0.42863915580425804,1.5736211693286897,8.100000000000009,292.86,1.0,0.01636147517245263,120,0.8139905458688736,-0.002313306546129752,1.2817544996738435,317
968000,5.21,0.4716554798822781,1.6411963707208634,9.0,308.85,2.0,0.01779215722810477,121,0.7922889482975006,-0.004746613368042745,1.255433690547943,317
976000,5.58,0.4309206279964237,1.608425374031067,9.100000000000009,320.51,2.0,0.01709082120563835,122,0.8162909960746765,-0.004825977035798132,1.2718256282806397,317
984000,5.58,0.43522180201833494,1.5680803149938582,11.0,318.28,1.9000000000000004,0.016149491900578142,123,0.8187232726812362,-0.0027316732158942612,1.2500673842430114,317
992000,6.01,0.4333644400665439,1.6354425179958343,11.0,333.7,2.0,0.017620442495681347,124,0.8092435312271118,-0.006912116430066817,1.2560545110702515,317
1000000,6.17,0.4239194432959287,1.5039115530252456,11.0,337.98,2.0,0.014946312820538878,125,0.8151316088438034,-0.0027742591328569688,1.2669397485256195,317
1008000,6.49,0.49429518619247775,1.65986025929451,11.0,349.59,2.0,0.018088151779957116,126,0.7907772231101989,-0.00678255145001458,1.2046951806545259,318
1016000,7.11,0.42246612664611943,1.4950863420963287,11.0,365.51,3.0,0.014784541008993983,127,0.8361262387037277,-0.004460804987465963,1.2087229907512664,318
1024000,7.25,0.4805887606921114,1.631476725935936,11.0,371.91,3.0,0.017395913233049214,128,0.7951171541213989,-0.004971984424628317,1.1842682045698165,318
1032000,7.55,0.5264461996954171,1.5707516580820085,12.0,374.88,3.0,0.016337739368900657,129,0.8172395372390747,-0.008047578632831573,1.184253944158554,318
1040000,8.21,0.5395361407324475,1.7110758793354035,14.0,388.83,3.0,0.019789048479869963,130,0.764455543756485,-0.008951587582632783,1.1702241098880768,318
1048000,8.14,0.5112291948348626,1.614075175523758,14.0,384.52,3.0,0.017110150246880947,131,0.81719686627388,-0.0046434337715618315,1.1377225178480148,318
1056000,8.34,0.43292542773586784,1.6052707958221435,14.0,398.39,3.0,0.01696475095115602,132,0.7921359050273895,-0.0035098469525109977,1.190714784860611,318
1064000,8.51,0.4736633329068792,1.6428406369686126,14.0,404.28,3.0,0.017587123992852866,133,0.7900763273239135,-0.0016568956030823755,1.2288161182403565,318
1072000,8.46,0.5524800526382275,1.7172522377967834,14.0,416.36,4.0,0.01987083873245865,134,0.772378945350647,-0.009540597653976874,1.1907615458965302,318
1080000,8.1,0.4684138692727209,1.662084676027298,14.0,410.67,4.0,0.018085923260077835,135,0.7967550730705262,-0.006655216093640774,1.2230869948863983,318
1088000,8.26,0.5014672234725713,1.756162738800049,14.0,423.09,4.0,0.020192488837055864,136,0.7618199247121811,-0.004018494942574762,1.1700864052772522,318
1096000,8.62,0.5309173469143259,1.778259081840515,14.0,429.38,4.0,0.02044261360540986,137,0.7992355519533157,-0.004136372981884051,1.2222332894802093,318
1104000,8.87,0.5323869523341949,1.8050045228004457,14.0,436.56,4.0,0.021134608020074667,138,0.7620541042089463,-0.00802447036432568,1.2001726198196412,318
1112000,8.98,0.4792890257719181,1.6727584958076478,14.100000000000009,435.48,4.0,0.01824513137806207,139,0.7997833436727524,-0.007272859330914799,1.1827730631828308,318
1120000,9.09,0.6023991684255589,1.8672417736053466,14.100000000000009,436.35,4.9,0.023230472803115843,140,0.7604262775182724,-0.008328869889082853,1.155689857006073,318
1128000,9.46,0.5494674294816018,1.8274277967214585,15.0,448.72,5.0,0.021960992934182286,141,0.7579420751333237,-0.0011436418470111675,1.1499112021923066,318
1136000,9.65,0.5039389934394988,1.781243326663971,14.0,446.04,5.0,0.020785674354992806,142,0.7611523169279099,-0.007343779545044527,1.1512646442651748,318
1144000,10.1,0.5068680544716737,1.7704996383190155,14.0,458.0,6.0,0.020477799004875123,143,0.7571960389614105,-0.004893321725758142,1.143957331776619,318
1152000,10.19,0.46688798038969914,1.6749880933761596,14.0,458.31,6.0,0.018533569765277206,144,0.7941589760780334,-0.005279852808453143,1.1893513131141662,318
1160000,10.16,0.5474236896304294,1.7801379477977752,14.0,460.54,6.0,0.020606771507300437,145,0.7516561877727509,-0.0060559651837684214,1.1221846914291382,318
1168000,10.58,0.5831062771214625,1.84321613073349,15.0,469.29,6.0,0.02243328481912613,146,0.7627537953853607,-0.009693503391463309,1.140510036945343,318
1176000,10.61,0.613566375266869,1.9122950160503387,15.0,473.52,6.9,0.02407818505074829,147,0.7126969718933105,-0.00013116549700498581,1.175392513871193,318
1184000,10.5,0.5548672173618229,1.8183797788619995,15.0,477.1,6.0,0.02179811283480376,148,0.7765482223033905,-0.006563619832741096,1.203981511592865,318
1192000,10.32,0.5942994688985549,1.8766445529460907,15.100000000000009,472.35,6.0,0.02298507294617593,149,0.7595264399051667,-0.009517373452545143,1.168701971769333,318
1200000,10.55,0.47435317126613513,1.7373750758171083,15.100000000000009,482.95,6.0,0.019700507558882238,150,0.7828680050373077,-0.005086320948903449,1.2022660398483276,318
1208000,10.97,0.5991339935620509,1.9377331256866455,16.0,491.13,6.9,0.02477464459836483,151,0.7172326588630676,-0.007586898130830378,1.1790088999271393,318
1216000,10.69,0.5766860830683697,1.914103742837906,15.0,486.32,6.0,0.02378879669122398,152,0.7382019609212875,-0.0033379909064387902,1.145927209854126,319
1224000,11.02,0.5765963317221083,1.9716918420791627,16.10000000000001,492.78,6.0,0.02539394793100655,153,0.72798881649971,-0.006591312697382818,1.1731244772672653,319
1232000,11.26,0.5685208043730193,2.0127796757221224,17.0,500.55,6.9,0.026263097003102302,154,0.7179195940494537,-0.008845662436215207,1.1345741027593612,319
1240000,11.78,0.6129127382701937,2.1059053802490233,17.0,510.72,7.0,0.029351507788524033,155,0.6855819803476334,-0.008788066692650318,1.1630840170383454,319
1248000,12.45,0.6350375575096047,2.0957494449615477,18.10000000000001,529.67,7.0,0.029457928575575353,156,0.6889655804634094,-0.014238316722621675,1.1439637213945388,319
1256000,12.78,0.611310787880078,2.0332458817958834,19.0,535.09,7.0,0.026893449062481523,157,0.7098414069414138,-0.0031832382606808095,1.1429887199401856,319
1264000,13.28,0.6166626644198273,2.0409862852096556,20.0,544.61,7.0,0.027752501629292964,158,0.7206099635362625,-0.015660794079303743,1.110473558306694,319
1272000,14.0,0.6190892062717253,2.029193720817566,21.0,556.89,7.0,0.02740757249761373,159,0.7101392382383347,-0.00578253579325974,1.114290211200714,319
1280000,14.17,0.6185038382873472,2.039597589969635,22.0,552.99,7.0,0.027398437443189323,160,0.7142598843574524,-0.010907124030054546,1.1100812512636185,319
1288000,14.62,0.6396731070194116,2.1344138419628145,22.0,556.42,8.0,0.030166728897020222,161,0.725257019996643,-0.008033230334986001,1.1315616250038147,319
1296000,14.67,0.634004341206264,2.059159573316574,22.0,563.5,7.9,0.027681223140098153,162,0.6896179431676864,-0.006438998957746662,1.0855562818050384,319
1304000,14.8,0.6813538341618874,2.1072233164310457,22.10000000000001,561.79,7.9,0.028983789710327983,163,0.6841360664367676,-0.00852422846655827,1.0573195666074753,319
1312000,15.39,0.57258668653918,1.9506130886077881,23.10000000000001,569.56,8.0,0.024783604107797147,164,0.7408689939975739,-0.0057004929865070155,1.149129765033722,319
1320000,15.21,0.5815776838929092,1.9440694451332092,23.10000000000001,567.15,8.0,0.024428455336019398,165,0.7491871041059494,-0.004443054015282542,1.1153156453371047,319
1328000,14.72,0.6206652469896793,2.0317366671562196,23.0,560.71,7.0,0.02711909548379481,166,0.6998011159896851,-0.011301958624371763,1.0885994213819503,319
1336000,15.16,0.6074909059312856,2.1074413645267485,23.0,573.93,7.0,0.029031868763267993,167,0.7078885340690613,-0.007422908400694723,1.0642137265205383,319
1344000,15.23,0.6119378584303261,2.0244736421108245,23.10000000000001,576.23,7.0,0.026885495502501727,168,0.723440757393837,-0.006295541121507995,1.0892899471521378,319
1352000,15.48,0.6065577604826192,2.1342103552818297,24.10000000000001,581.72,8.0,0.029844985390082002,169,0.7099436128139496,-0.008770338380709291,1.0944162940979003,319
1360000,15.34,0.5928657563520205,2.043864458799362,24.10000000000001,582.16,7.0,0.027314821304753423,170,0.701409205198288,-0.003339794079947751,1.109721354842186,319
1368000,15.44,0.5555477791063522,1.9690542888641358,24.10000000000001,587.09,7.0,0.02542896952480078,171,0.7309418696165085,-0.009737731653731317,1.1354333114624025,319
1376000,15.62,0.5575271096254872,1.8616656982898712,25.10000000000001,598.09,8.0,0.022718519582413138,172,0.7686914950609207,-0.00330084249493666,1.1082531380653382,319
1384000,15.91,0.5887213342772099,2.0395329356193543,25.10000000000001,602.42,8.0,0.02771698356606066,173,0.74527283847332,-0.013672624184400774,1.0843798834085465,319
