policy_loss,frames,P01:episode_rewards,advantage_norm,episode_length,policy_entropy,value_loss,P09:episode_rewards,epoch_idx,grad_norm,PMM:episode_rewards,explained_variance,fps
-0.01393311100502615,8000,0.0,1.7155431822128593,173.1951219512195,1.3342754024267196,0.06853291433620143,3.0,1,1.7318726902255162,1.170731707317073,-2.042434886097908,580
0.0037156146671622993,16000,0.0,1.2986001889780163,188.21951219512195,1.3740940487384796,0.01576284004716399,3.9000000000000057,2,0.2335708305605617,1.6829268292682926,-0.04664191365242004,364
-0.001001372169703245,24000,0.0,1.5865861194580793,197.01,1.3710180032253265,0.019689573509931505,4.1000000000000085,3,0.21635406900483628,1.84,-0.006733440160751343,401
-0.0005779788072686643,32000,0.0,1.1773052665963768,199.59,1.3603521931171416,0.013362498859951302,4.0,4,0.1741493424183714,1.84,-0.023698132038116455,424
0.0029101376151083966,40000,0.0,1.2319578887894749,194.95,1.3754942119121552,0.013450346155677835,4.1000000000000085,5,0.1832387481808394,1.73,-0.023631531596183777,442
-0.00022378467372618615,48000,0.0,1.2978319153562188,187.83,1.3821597409248352,0.014569214573020873,4.0,6,0.1920798995083473,1.57,-0.0211887526512146,452
0.001941687868675217,56000,0.0,1.2285042056068778,191.47,1.3814437448978425,0.014268214850080767,4.0,7,0.19060825383067345,1.6,-0.015513025522232056,459
-0.0003639170961105265,64000,0.0,1.2131335961073637,188.32,1.376835494041443,0.013909268310944753,4.0,8,0.18545349535210548,1.54,-0.031592829823493956,465
0.0018691330461297184,72000,0.0,1.239047046303749,186.54,1.3770185565948487,0.014261008269641025,3.0,9,0.18878109396140508,1.48,0.003046446442604065,468
0.0019750759843736886,80000,0.0,1.3497164176404477,190.02,1.3631206703186036,0.015986738790452364,3.1000000000000085,10,0.19986327622093178,1.59,0.020590102076530458,471
0.0039900802070042115,88000,0.0,1.2633786376565694,195.01,1.3680468726158141,0.014432982274702227,5.0,11,0.24814906706132966,1.68,0.0737988966703415,474
0.002362010922806803,96000,0.0,1.4569254073500633,198.38,1.3601879072189331,0.01623014800949022,5.0,12,0.25491227765896185,1.8,0.1970657652616501,477
0.0015882242072257212,104000,0.0,1.3375933296978473,204.64,1.3652705204486848,0.014518479549733456,5.0,13,0.25923099597231336,1.99,0.3686289983987808,480
0.0006753351210136316,112000,0.0,1.1684049333631992,197.55,1.3808351945877075,0.01044005801624735,5.0,14,0.23057796190423846,1.78,0.5397165215015411,482
-0.005596957569359802,120000,0.0,1.5383436518907547,204.65,1.3320472541451454,0.018239991238006042,4.1000000000000085,15,0.3805303033244774,1.92,0.5339051735401154,484
0.00022452186385635287,128000,0.0,1.090452483445406,191.47,1.3735175693035127,0.010357967407908291,4.0,16,0.23667510297503683,1.6,0.48145758867263794,486
0.0005078055765625323,136000,0.0,1.2550097055733205,177.44,1.3677453744411467,0.0135521001345478,3.0,17,0.26655554814781324,1.29,0.24985121190547943,487
0.0006651011003123131,144000,0.0,1.144273138642311,174.8,1.3703806614875793,0.01034446993144229,4.0,18,0.2200110271985851,1.24,0.7354114061594009,489
-0.0005238920305782813,152000,0.0,1.3962820711731911,185.57,1.3574758577346802,0.01425433914293535,4.0,19,0.2888429354351634,1.44,0.6616179466247558,491
0.001956151475533261,160000,0.0,1.257815724313259,195.7,1.3671587812900543,0.01138551573152654,4.1000000000000085,20,0.2534367900603021,1.66,0.8394491052627564,492
-0.0032897215092089027,168000,0.0,1.2053056547045709,204.26,1.3683580374717712,0.01089924351836089,5.0,21,0.26263692185450693,1.93,0.8200303465127945,493
-0.0004673573872423731,176000,0.0,1.14120836943388,199.77,1.3495183539390565,0.009542474101763218,5.0,22,0.23887178645138743,1.88,0.8507403284311295,494
0.00014148748945444823,184000,0.0,0.8605322985351086,176.15,1.3453359997272492,0.005806428596551996,4.0,23,0.18533518781340466,1.23,0.8945340764522552,495
0.001426020908402279,192000,0.0,1.0453895822167396,180.39,1.357528313398361,0.008381749382824637,5.0,24,0.22120394431900725,1.42,0.8826421451568603,496
-0.0028546413550066064,200000,0.0,1.0565161907672882,197.73,1.3346692848205566,0.008387038850924,6.0,25,0.23063904466236637,1.88,0.9062960147857666,497
-0.0013330995838623494,208000,0.0,0.9231926971673965,208.97,1.331157501935959,0.00665681418729946,5.1000000000000085,26,0.2003918159960217,2.08,0.9379392838478089,498
-0.0006853436131495982,216000,0.0,0.7603934875130653,196.91,1.3347760605812073,0.004684083854081109,5.0,27,0.16767905449484993,1.77,0.8056874078512192,499
0.0008276489219861106,224000,0.0,0.8805483874678611,192.16,1.3463205087184906,0.0060552565153921024,5.0,28,0.20062161418473765,1.66,0.9317705351114273,499
-0.0008323586371261626,232000,0.0,0.8750662064552307,182.79,1.34318932056427,0.00629288496740628,4.0,29,0.1836828626324182,1.42,0.9294787931442261,503
-0.00029986893801833505,240000,0.0,0.8244613912701607,193.65,1.3257086563110352,0.005281047332391609,5.0,30,0.17637139298379945,1.77,0.9373388254642486,505
-0.0009296656314199936,248000,0.0,0.8173298090696335,202.04,1.34654226064682,0.005326976982178167,6.1000000000000085,31,0.1834756501603895,1.98,0.936517499089241,508
-0.0011942893668310717,256000,0.0,0.8109864774346351,199.3,1.3419893836975099,0.005277049359865487,5.0,32,0.1891910452040127,1.85,0.9402654677629471,512
-0.0025026066962163893,264000,0.0,0.8303643214702606,188.82,1.333718113899231,0.005615524076856673,5.0,33,0.1892914771268859,1.53,0.9334228652715683,515
-0.00029233424946141897,272000,0.0,0.7794868540763855,206.85,1.3246190690994262,0.004897056601475924,6.0,34,0.19051377357485266,2.07,0.9500264728069305,519
-0.0002796830693841912,280000,0.0,0.7594952321052552,212.77,1.3376791763305664,0.004926050361827947,6.300000000000026,35,0.1734563028328694,2.29,0.9547896057367324,523
-0.00041674383508507164,288000,0.0,0.6459656696021557,211.23,1.3403461718559264,0.0038214891945244746,6.0,36,0.15070369499759972,2.24,0.9540640598535538,528
-0.0006561329797295912,296000,0.0,0.7755119597911835,206.0,1.3417471611499787,0.005132064759382046,5.0,37,0.17420044904793172,2.1,0.9338206499814987,532
-0.00018768197624012827,304000,0.0,0.8031426721811294,210.33,1.329497630596161,0.0056208124352269805,6.0,38,0.16712718868422669,2.17,0.9480544739961624,536
-0.0005787238129414618,312000,0.0,0.8232346928119659,208.72,1.358273174762726,0.005379262334899977,6.0,39,0.19464207339238726,2.13,0.9210976308584213,541
-0.0015632660759729332,320000,0.0,0.8401898160576821,200.77,1.3485618793964387,0.005823837795469444,6.200000000000017,40,0.19134044997505711,1.96,0.9277898287773132,545
