clip_fraction,PMM:episode_rewards,P09:episode_rewards,approx_kl_divergence,P01:episode_rewards,epoch_idx,value_loss,explained_variance,frames,episode_length,grad_norm,policy_loss,policy_entropy,advantage_norm,fps
0.524951171875,78.90625,150.0,3671.119228758545,25.0,1,4337043.750651528,-5.002936638891697,10240,303.84375,11421528.89177962,0.07683249386027455,1.531661306490126,15.968716514110564,439
0.273486328125,83.33333333333333,175.0,0.004241046129590131,0.0,2,0.0061797436153824496,-1.9744038581848144e-08,20480,311.26984126984127,0.05677532650346088,-0.001695214374922216,1.7707858093082904,15.968691456317902,349
0.218896484375,128.45744680851064,267.5000000000001,0.002977996336130673,7.500000000000018,3,0.01180935976881301,-1.30385160446167e-08,30720,321.8404255319149,0.053172791124724395,-0.0015514377540966962,1.7682592496275902,15.968717938661575,392
0.1853515625,152.0,300.0,0.002517279867390698,25.0,4,0.00959339894416189,-1.5273690223693846e-08,40960,330.45,0.054328313473463605,-0.001165234967993456,1.7765971824526787,15.968717390298844,417
0.2519287109375,169.75,350.0,0.0034732845584358072,25.0,5,0.007789714157252092,1.825392246246338e-08,51200,335.75,0.05385423691255695,-0.0022555677314812783,1.7723993726074696,15.96871738433838,431
0.2753173828125,152.5,305.00000000000045,0.003914440864821245,25.0,6,0.00797050470803704,3.7252902984619143e-10,61440,329.5,0.05392040766002702,-0.0016414495039498433,1.7690865598618983,15.968715441226959,444
0.201025390625,143.75,327.5000000000002,0.0031584010659116758,25.0,7,0.0063573434453928716,-9.313225746154785e-09,71680,327.72,0.05187136034108029,-0.0013154973927157697,1.7488789178431035,15.96871668100357,452
0.2484375,137.0,280.00000000000045,0.0031770373522476804,25.0,8,0.008217560704133575,-1.080334186553955e-08,81920,326.3,0.053145404136633476,-0.0014939562704967102,1.7289280034601688,15.968717324733735,459
0.1994384765625,131.75,275.0,0.002956508241879874,25.0,9,0.008665288376414537,3.7252902984619143e-10,92160,328.9,0.055059045482276095,-0.0011025018422515132,1.755724298208952,15.968717628717423,463
0.3289794921875,143.5,275.0,0.00430466098675879,25.0,10,0.008429840370172314,1.080334186553955e-08,102400,331.42,0.05531335734893268,-0.002078762907331111,1.7834913454949857,15.968717902898788,468
0.2152099609375,155.0,305.00000000000045,0.003304146853318457,25.0,11,0.009157089196742163,-7.450580596923829e-10,112640,326.1,0.05386747005065638,-0.0018186368968599708,1.7609782680869102,15.968717700242996,472
0.184326171875,177.5,357.5000000000007,0.0025454342125044603,25.0,12,0.010657106558210217,1.0430812835693359e-08,122880,327.99,0.05444298764288493,-0.0009130511829425813,1.7625057995319366,15.968717914819717,475
0.260205078125,170.75,327.5000000000002,0.003455512067739619,25.0,13,0.008854604523276067,1.899898052215576e-08,133120,329.94,0.0505310144122448,-0.0022862035257276148,1.7701390288770198,15.968717497587203,474
0.2059814453125,171.25,325.0,0.002936853066421463,25.0,14,0.00785267690771434,5.960464477539063e-09,143360,336.52,0.05598287079651722,-0.000731171042934875,1.7748803712427617,15.96871754527092,477
0.2178466796875,148.0,325.0,0.0030238234236605877,25.0,15,0.006599107050669772,-5.587935447692871e-09,153600,331.25,0.05285544470663571,-0.0013158937174011954,1.7749005675315856,15.968717437982558,479
0.25224609375,129.0,225.0,0.003285263164843855,25.0,16,0.006653486746722592,-1.1920928955078126e-08,163840,320.07,0.05336347602720015,-0.001388715234133997,1.7770318329334258,15.968716436624527,481
0.2638671875,136.25,300.0,0.0036019651133528895,25.0,17,0.008687681568972039,-1.862645149230957e-09,174080,321.5,0.0543960503196097,-0.0019828828644676832,1.7820952102541923,15.968717753887177,482
0.2823486328125,146.0,400.0,0.003834383308253564,25.0,18,0.00746427456992933,-8.940696716308593e-09,184320,319.33,0.05417116437983942,-0.001967140971100889,1.7767606228590012,15.968716883659363,483
0.184619140625,157.5,402.5000000000002,0.0025081131335809915,25.0,19,0.008357628197654777,9.685754776000977e-09,194560,329.9,0.05467144849589606,-0.0012154548912803875,1.7654835343360902,15.968717616796493,485
0.2745361328125,149.5,300.0,0.00388069477152726,25.0,20,0.00879639753320589,1.4528632164001465e-08,204800,329.74,0.052621117066933634,-0.0022277492185821756,1.7719761453568936,15.968717163801193,487
