grad_norm,P09:episode_rewards,PMM:episode_rewards,fps,value_loss,advantage_norm,frames,explained_variance,policy_entropy,epoch_idx,episode_length,policy_loss,P01:episode_rewards,clip_fraction,approx_kl_divergence
4424292.339017335,125.0,79.16666666666667,467,1790416.0198823567,15.968711644411087,10240,-5.641417507454753,0.4206599712324438,1,460.6111111111111,0.08547021569774245,0.0,0.4921630859375,2082.024047791604
0.28408106949137346,250.0,151.0,356,0.013021755324280094,15.968716621398926,20480,-1.862645149230957e-08,1.4944262079894544,2,396.48,0.007502285744340043,47.50000000000001,0.4445556640625,0.028223607919608186
0.18721122579217148,325.0,193.9873417721519,399,0.013814591251139064,15.968717831373215,30720,-3.7252902984619143e-10,1.7165962368249894,3,382.6455696202532,0.0011397283051337581,50.0,0.3073974609375,0.004493052221550897
0.09616975609375997,327.5000000000002,215.75,416,0.011336818477138877,15.968717622756959,40960,1.0058283805847169e-08,1.7702046528458595,4,370.71,-0.0011058189353207125,125.0,0.237451171875,0.0032762737942107377
0.060094545948945186,452.50000000000017,233.0,434,0.0104038506076904,15.968717873096466,51200,8.195638656616212e-09,1.777891905605793,5,351.48,-0.0011670100189803633,75.0,0.206787109375,0.0026281080993953766
0.05632873460479543,477.5000000000002,225.25,449,0.011382044260517431,15.968717819452285,61440,-9.685754776000977e-09,1.7755670629441738,6,348.65,-0.002394159446339472,50.0,0.259521484375,0.003575818624585736
0.05269221782032063,477.5000000000002,218.0,459,0.008978591965797023,15.968717551231384,71680,3.725290298461914e-09,1.7620362244546413,7,343.88,-0.001781176487565972,50.0,0.2127685546875,0.002989702210135192
0.054460592695108764,477.5000000000002,199.5,465,0.00739037517705583,15.968717616796493,81920,1.3411045074462891e-08,1.7771932899951934,8,339.11,-0.0020092782549909318,50.0,0.266748046875,0.0037278408432257493
0.05327887306915119,477.5000000000002,177.0,471,0.008700743682857138,15.968717855215072,92160,-2.2351741790771484e-09,1.7818668074905872,9,334.18,-0.0019254389648267534,25.0,0.248046875,0.0034730492709854842
0.053407282802532895,427.5000000000002,160.25,478,0.008580232756503391,15.968717676401138,102400,-1.2293457984924316e-08,1.781858754903078,10,329.51,-0.0017206161610374693,25.0,0.2108154296875,0.0028916108448129307
0.054160362227714184,305.00000000000045,152.25,483,0.008210486448115261,15.968717843294144,112640,2.2351741790771484e-09,1.7762800611555576,11,326.16,-0.0019226858363253995,25.0,0.277392578125,0.0036509382516328515
0.05538246960581901,350.0,158.0,485,0.008327444927135729,15.968717557191848,122880,5.587935447692871e-09,1.7811979174613952,12,326.44,-0.0018946188931295183,25.0,0.2427734375,0.0033510539211988543
0.055017072055397166,305.00000000000045,168.25,487,0.01052652077651146,15.968717688322068,133120,-1.30385160446167e-08,1.7566206865012646,13,336.76,-0.0015785825242346618,25.0,0.23251953125,0.0030350914360496974
0.05498518155519696,327.5000000000002,162.75,489,0.007985077732109857,15.968717527389526,143360,-1.4156103134155273e-08,1.7749875597655773,14,333.69,-0.0017782580529456028,25.0,0.2663330078125,0.003936499626536261
0.05364770713862961,302.5000000000002,166.0,491,0.00924903883483239,15.968717312812805,153600,-4.097819328308106e-09,1.7791052222251893,15,332.7,-0.0017435246147215367,25.0,0.2340576171875,0.003553105332434825
0.05240844115836739,275.0,152.5,493,0.008675975192454643,15.96871783733368,163840,-9.685754776000977e-09,1.7802757993340492,16,324.29,-0.0019667262942675732,25.0,0.25830078125,0.003200736101211987
0.053086741739256926,275.0,147.25,495,0.008176145656398149,15.968717676401138,174080,1.1175870895385742e-09,1.775498701632023,17,325.4,-0.0014741692753887036,47.50000000000001,0.2126953125,0.0026502186386323954
0.050657511408258894,252.50000000000023,132.25,497,0.005826754539089052,15.968716728687287,184320,1.6391277313232423e-08,1.76121943295002,18,322.31,-0.0010500196971406695,25.0,0.2030517578125,0.0027712249634646467
0.05161405488189036,287.5000000000011,137.5,500,0.006870743633226084,15.968717616796493,194560,-1.1175870895385742e-09,1.7628265395760536,19,321.26,-0.0011978727605310268,25.0,0.1920166015625,0.0024604597487495996
0.055503621046908556,265.00000000000125,135.25,502,0.008278164536955046,15.968717652559281,204800,-2.0489096641540527e-08,1.7574897900223732,20,321.72,-0.0018803663435392082,25.0,0.268994140625,0.0034715961844113963
0.05181450499762589,310.00000000000085,150.5,504,0.008239369354441806,15.96871749162674,215040,-7.078051567077636e-09,1.757346723228693,21,327.97,-0.0017244692709937226,25.0,0.2771728515625,0.003946344070936902
0.05281620897696504,300.0,148.5,504,0.00776855849835556,15.968717670440673,225280,1.080334186553955e-08,1.78020983338356,22,328.92,-0.002193666049424792,25.0,0.28125,0.003699433057869328
0.05775005371561448,377.5000000000002,161.5,506,0.009079280380410637,15.968717581033706,235520,-8.568167686462402e-09,1.7818390861153603,23,329.62,-0.0018487472061679,25.0,0.2336669921875,0.0028696402466323436
0.053257495702481436,352.5000000000002,151.0,506,0.0072346411209764485,15.968715190887451,245760,-1.862645149230957e-09,1.7829586163163185,24,325.28,-0.002176239628897747,25.0,0.26962890625,0.0037408987128628723
0.0537991956998502,375.0,161.0,507,0.009952908864033817,15.968717408180236,256000,2.2351741790771484e-09,1.7801336511969565,25,328.43,-0.0018037466077657882,25.0,0.2459716796875,0.0036774685181853784
0.05540984389471858,477.5000000000002,183.5,506,0.010615540330718432,15.968717753887177,266240,-3.725290298461914e-09,1.7802015841007233,26,341.07,-0.0009393334123160458,25.0,0.1793212890625,0.0024549450987365164
0.05419667499457589,432.5000000000006,185.25,507,0.0077344882503325605,15.968716794252396,276480,-1.564621925354004e-08,1.7710167720913887,27,340.38,-0.001554477691752254,50.0,0.2654052734375,0.0035889384889173925
0.054172286222386255,402.5000000000002,179.5,508,0.007580426562799403,15.968717682361603,286720,-3.725290298461914e-09,1.7763426661491395,28,339.65,-0.0013278432121296645,25.0,0.2284912109375,0.00284678225875723
