episode_length,fps,P09:episode_rewards,explained_variance,grad_norm,frames,PMM:episode_rewards,epoch_idx,P01:episode_rewards,value_loss,advantage_norm,policy_loss,policy_entropy
203.41,433,6.0,0.9425930607318879,0.21261356280445487,352000,1.99,44,0.0,0.005563891025667544,0.7944044969975949,-0.0017281946458751918,1.3517105495929718
211.82,436,6.0,0.82575530230999,0.2957694464696574,360000,2.3,45,0.0,0.008794708105851897,1.0259060224890708,0.0003177108010277152,1.367249538898468
208.12,439,5.0,0.9389976823329925,0.20629992901330252,368000,2.18,46,0.0,0.005727409466053359,0.8819531092047691,-0.00043039696553023534,1.3629359591007233
213.23,442,5.0,0.9235955446958541,0.24048836434848636,376000,2.2,47,0.0,0.0065724318998400125,0.9407243537902832,-0.001540519909467548,1.3645006263256072
217.3,446,5.0,0.9451335871219635,0.20577296090621305,384000,2.32,48,0.0,0.005549795685219579,0.8484081155061722,-0.001099994572577998,1.3607788002490997
220.29,449,6.0,0.921526797413826,0.2366851473409213,392000,2.41,49,0.0,0.007043647857499309,0.9561987778544426,-0.00014077805972192436,1.3562538301944733
214.06,451,6.0,0.8373873126506806,0.2901009328782005,400000,2.33,50,0.0,0.009039087437558919,1.11883894354105,-0.0012292500503826886,1.3629109811782838
202.67,454,5.0,0.8143439042568207,0.3209063561733157,408000,2.08,51,0.0,0.010208356095245109,1.207754698395729,-0.0009396232618018985,1.3507617759704589
205.46,457,5.0,0.9079419773817062,0.26304328736191873,416000,2.07,52,0.0,0.009197552786790766,1.1451249316334724,-0.0015096861141500994,1.343654865026474
221.61,460,5.1000000000000085,0.937757351398468,0.25393086657722025,424000,2.48,53,0.0,0.007008610021439381,0.908939220905304,-0.002322438103146851,1.3351529729366303
225.53,463,6.0,0.9362867069244385,0.20220711787053872,432000,2.56,54,0.0,0.005457651195465587,0.8588648769259453,0.00014672903271275572,1.3559877586364746
204.58,465,5.0,0.8942845833301544,0.24608229528141312,440000,2.08,55,0.0,0.007325050903600641,1.0030234172940253,-0.00047917686955770475,1.3417271745204926
198.48,467,5.0,0.9283546710014343,0.24299287699907401,448000,1.86,56,0.0,0.005511858533136547,0.8581078061461449,-0.002408657975611277,1.3605368053913116
206.3,470,5.0,0.9157389783859253,0.27301851813688366,456000,2.02,57,0.0,0.007900242254254407,1.036737679541111,-0.0015675199078395963,1.3446148502826691
219.48,472,5.1000000000000085,0.8697950857877731,0.33340247326430855,464000,2.39,58,0.0,0.012161327272187918,1.3056328344345092,-0.002292935405857861,1.3353695237636567
235.83,474,6.1000000000000085,0.9200419157743454,0.2689694096501768,472000,2.82,59,0.0,0.007698825111147016,1.0384653016924859,-0.0017898217926267535,1.3394204831123353
231.22,477,6.1000000000000085,0.9382288259267807,0.23124240299098123,480000,2.78,60,0.0,0.006163879528176039,0.9210262715816497,-0.0007588108933123294,1.3331755661964417
238.31,479,9.0,0.9234336030483246,0.25830041524815056,488000,3.02,61,0.0,0.007304606675170362,0.982078551352024,-0.002282715088513214,1.3324890649318695
235.53,481,9.0,0.9147459381818771,0.23107780862300878,496000,2.97,62,0.0,0.00721840561600402,0.9791036596894265,-0.0004807213362073526,1.341132003068924
234.72,483,9.0,0.9224667400121689,0.2446989668004239,504000,2.95,63,0.0,0.006933235150063411,0.9787540078163147,-0.0011142478248802946,1.3221320343017577
233.06,486,9.0,0.9051437973976135,0.29396594525767517,512000,2.94,64,0.0,0.00915882112691179,1.1131050422787667,-0.0020535812742309644,1.3367811810970307
241.94,488,9.0,0.8920550507307052,0.29003615082986967,520000,3.19,65,0.0,0.009792782725999132,1.1840196290612222,-0.0029465463786618783,1.3318170201778412
251.09,490,9.0,0.9106250584125519,0.2661033154624868,528000,3.45,66,0.0,0.008440064230235293,1.08111841827631,-0.0005481264245463535,1.3349723482131959
241.74,492,6.1000000000000085,0.9155791169404983,0.2588894596603805,536000,3.09,67,0.0,0.007770269765751436,1.0568690252304078,-0.0017518331651808694,1.3320977365970612
240.59,494,7.0,0.8791456180810928,0.3185277486588142,544000,3.0,68,0.0,0.010538236043648794,1.2262890455126763,-0.0018658063653856517,1.322361822128296
245.29,496,7.0,0.8952755677700043,0.2916484810991297,552000,3.08,69,0.0,0.009795787076000125,1.1751362419128417,-0.0014317590657447,1.327061505317688
256.91,497,8.0,0.9000139832496643,0.3049885607420189,560000,3.43,70,0.0,0.010420573317678644,1.2130809557437896,-0.002187477192201186,1.3260686719417571
265.55,499,9.0,0.897404134273529,0.2734238655993534,568000,3.76,71,0.0,0.009081850702641532,1.140722850561142,-0.0021304096572566777,1.3040825068950652
258.69,501,7.0,0.8374888265132904,0.34774683972307635,576000,3.5,72,0.0,0.012886949528474361,1.3773139601945876,-0.0018984974661725572,1.3100417494773864
246.18,503,7.0,0.888581070303917,0.2841217897340327,584000,3.21,73,0.0,0.00791698475717567,1.075635976791382,-0.0014318453444866464,1.3195933318138122
231.5,505,6.0,0.9246875083446503,0.3034135187460164,592000,2.81,74,0.0,0.00837904643267393,1.0877350398898125,-0.003744153651241504,1.3069106817245484
235.62,507,7.0,0.9153077846765518,0.26706087796229605,600000,2.92,75,0.0,0.00777755933930166,1.0588046473264694,-0.0022384856338612735,1.3213405215740204
243.24,509,7.1000000000000085,0.898795775771141,0.29146769723717514,608000,3.15,76,0.0,0.009273796401685104,1.1448013579845429,-0.0009740060815238394,1.3258395457267762
245.63,510,9.0,0.9443256735801697,0.24082929656488314,616000,3.2,77,0.0,0.005833117425208911,0.9224602797627449,-0.002388102510885801,1.3010879981517791
240.26,512,8.200000000000017,0.9101465582847595,0.27861399227338696,624000,3.14,78,0.0,0.007984899799339473,1.0874206599593164,-0.0008777377210208215,1.3006696724891662
243.69,513,8.0,0.9135538452863693,0.3015827311409871,632000,3.19,79,0.0,0.009456972409971058,1.1763058549165726,-0.0019397812662646174,1.2941959488391876
253.85,515,8.100000000000009,0.8948493671417236,0.3881031580156886,640000,3.63,80,0.0,0.011658825846388936,1.3249470257759095,-0.003960084298159927,1.2792541754245759
249.05,517,8.0,0.8947772079706192,0.33308853567818936,648000,3.63,81,0.0,0.010399191374890506,1.2460958063602448,-0.0029972502221062313,1.2673971831798554
250.32,518,8.100000000000009,0.8700555193424225,0.3604095158284201,656000,3.78,82,0.9000000000000004,0.013162229845765977,1.3838825404644013,-0.0016195605960092508,1.2677428579330445
261.38,520,10.0,0.8925372451543808,0.326469024611542,664000,4.25,83,1.0,0.010124831651337445,1.2242631387710572,-0.0049636532994918525,1.2554500746726989
272.72,521,10.0,0.8671593850851059,0.3512791005152062,672000,4.55,84,1.0,0.012931361412629485,1.3843496054410935,-0.002700479521299712,1.2436064028739928
280.9,523,11.0,0.8495528995990753,0.3434156230604296,680000,4.78,85,1.0,0.011140838395804167,1.2693047767877579,-0.002429124588961713,1.2682040631771088
284.85,524,10.0,0.9054446476697922,0.2969068906344118,688000,4.93,86,1.0,0.00902272897073999,1.1597111827135087,-0.002292302622226998,1.2666363167762755
281.46,526,10.100000000000009,0.8622713965177536,0.3837424840043169,696000,4.86,87,1.0,0.012448112391866743,1.36034073472023,-0.004626699560030829,1.2826333367824554
289.89,527,11.0,0.87569475710392,0.37953752350094716,704000,5.01,88,1.0,0.012559655313380063,1.3456456154584884,-0.0008146214710723143,1.2708602631092072
296.72,529,11.0,0.89631880402565,0.3482878529031789,712000,5.11,89,1.0,0.01068215049803257,1.2584513878822328,-0.0049343427384883395,1.2565095555782317
291.67,530,11.0,0.8769947028160096,0.4450600856958811,720000,4.91,90,1.0,0.012461459329351783,1.3598690497875214,-0.0031000775774009527,1.2651928353309632
291.52,531,10.0,0.8924905002117157,0.3777355191373235,728000,4.9,91,1.0,0.011302893608808517,1.3015357702970505,-0.002632352270884439,1.275822389125824
294.94,532,10.0,0.845796891450882,0.5072585651369614,736000,4.95,92,1.0,0.01465617293259129,1.4883454585075377,-0.005459799164091237,1.255251317024231
301.88,533,10.0,0.8626633048057556,0.43808179100515376,744000,5.07,93,1.0,0.013427833321038633,1.4158890110254287,-0.007375969444401562,1.2460904335975647
309.35,534,10.0,0.8318483757972718,0.4679738642879699,752000,5.29,94,1.9000000000000004,0.016475507328286766,1.5661149430274963,-0.0016679697250947356,1.2475745224952697
322.85,535,11.0,0.8249039626121522,0.4110006021963495,760000,5.91,95,2.0,0.015396007818635553,1.522362052798271,-0.0033123778817389393,1.25165496468544
322.52,537,11.0,0.8322297102212906,0.4405530111396174,768000,5.93,96,2.0,0.015460127643309533,1.5322151523828507,-0.004095379770151339,1.2681154477596284
325.61,538,12.0,0.8467256224155426,0.42945184473555714,776000,6.18,97,2.0,0.014571261457167566,1.486640666127205,-0.005643393786158413,1.2490655195713043
337.74,539,12.100000000000009,0.8091401553153992,0.4719074859331738,784000,6.55,98,2.0,0.017420826284214853,1.631755027770996,-0.0054299779800930995,1.2398342275619507
340.74,540,12.0,0.7951554143428803,0.4506539557378328,792000,6.44,99,2.9000000000000004,0.017075229492038487,1.6070936548709869,-0.004127537361055147,1.2366642022132874
356.81,541,12.0,0.8020614123344422,0.4392029611445924,800000,6.8,100,3.0,0.01633678230922669,1.580709530711174,-0.002505251843831502,1.2408367824554443
375.32,542,12.0,0.8147464209794998,0.49110330513300554,808000,7.3,101,3.0,0.0176303724385798,1.6328824144601821,-0.007166594691807404,1.2180017387866975
378.73,543,11.0,0.7759724688529969,0.5710837598238737,816000,7.38,102,3.0,0.020108451126143335,1.751719776391983,-0.009031044824514538,1.1620934987068177
389.95,544,13.0,0.7997397983074188,0.48079039121954237,824000,7.89,103,4.0,0.017428248841315507,1.6292045825719834,-0.0052274395036511125,1.1768695938587188
392.77,545,12.100000000000009,0.8162122249603272,0.46649556935570785,832000,8.12,104,4.0,0.0162239664234221,1.5769074630737305,-0.003726098365150392,1.230333526134491
393.14,547,13.0,0.8183205604553223,0.4399274105387451,840000,8.09,105,4.0,0.01672803917899728,1.5908689820766448,-0.003818184304400347,1.2508418464660644
400.35,547,13.0,0.7922561246156693,0.4714420842511667,848000,8.31,106,4.0,0.018774332026951016,1.683119980096817,-0.003449702436628286,1.1961608719825745
402.1,547,13.0,0.8155898535251618,0.476699341518426,856000,8.71,107,4.9,0.01631242737174034,1.568578011393547,-0.004804121852830576,1.2111843979358674
409.22,548,13.0,0.8142571175098419,0.48413912053954483,864000,8.55,108,5.0,0.01614692689385265,1.5698905843496322,-0.006689926481922157,1.2078140449523926
417.59,548,13.100000000000009,0.7776858848333359,0.5432651228886453,872000,8.93,109,5.0,0.0201660438766703,1.7355433309078216,-0.006116256218811031,1.2010429000854492
428.12,548,14.0,0.7464491838216781,0.6478645162514841,880000,9.49,110,5.0,0.023305139704607427,1.8864691793918609,-0.005668197005870752,1.1597591948509216
439.51,549,15.0,0.7471562314033509,0.6107524375567839,888000,9.81,111,5.0,0.022212113812565805,1.844991602897644,-0.008059446135303006,1.1714753741025925
440.18,549,16.0,0.8067136681079865,0.5647106165603474,896000,9.93,112,5.0,0.018347813035361468,1.6702882581949234,-0.004864095183438622,1.157687749862671
454.12,550,16.0,0.7427223825454712,0.5466492015520287,904000,10.71,113,5.0,0.020502426270395516,1.7660843706130982,-0.006716075516305864,1.162814860343933
453.74,551,16.0,0.7493146699666977,0.5347680945690976,912000,10.66,114,5.0,0.020583854163996874,1.7467488050460815,-0.003999128120776732,1.1761741626262665
457.42,552,16.10000000000001,0.7654079061746597,0.5212982621896178,920000,10.71,115,5.0,0.01971469463314861,1.7264480638504027,-0.0041915294888895,1.146368215084076
452.83,552,16.0,0.7934045702219009,0.6110530555682862,928000,10.47,116,5.0,0.021299974732100962,1.8005734825134276,-0.005053416023292812,1.1794277727603912
455.02,553,16.10000000000001,0.7906543457508087,0.5913603595458422,936000,10.64,117,5.0,0.019382907547987997,1.7212015444040298,-0.0037547980522504077,1.1819180363416673
454.18,554,15.100000000000009,0.751365150809288,0.7048703317613184,944000,10.22,118,5.0,0.023210750641301275,1.8719877767562867,-0.007725903945975006,1.1397817349433899
452.17,554,16.0,0.7884267067909241,0.5867815441624871,952000,10.49,119,6.0,0.02157783353701234,1.7934121543169022,-0.009197177552850917,1.169291398525238
451.64,555,16.0,0.7997250753641129,0.6253186131066432,960000,10.69,120,6.0,0.020788783146999775,1.7801788353919983,-0.005400083656422794,1.1503264093399048
455.91,555,15.0,0.7710846227407455,0.5903080718902323,968000,10.84,121,6.0,0.02287055939435959,1.87475998878479,-0.010180873616482131,1.0835685968399047
470.81,556,17.0,0.7846831941604614,0.548112238429021,976000,11.23,122,5.0,0.019633808434009553,1.7245634233951568,-0.006996425610268488,1.072376851439476
471.62,556,17.0,0.7541000854969024,0.5219376685560012,984000,11.15,123,5.9,0.021283147069625558,1.7976435005664826,-0.0009852994367247447,1.129088793992996
477.13,557,17.0,0.7971735805273056,0.5008648857292228,992000,11.21,124,5.9,0.01868132496252656,1.6774007624387741,-0.00589893163589295,1.1614634597301483
484.83,558,16.0,0.7918146604299545,0.6305989788232783,1000000,11.31,125,6.0,0.020006101271137597,1.7443751764297486,-0.006818263470195234,1.1418520265817642
485.71,558,16.10000000000001,0.7962864750623703,0.5910554371505928,1008000,11.05,126,5.9,0.020383813707157968,1.7676934313774109,-0.007341869233277976,1.1663011956214904
483.82,558,17.0,0.7029706871509552,0.8013940912869394,1016000,11.08,127,5.9,0.02865715247578919,2.060887027978897,-0.010949967794877011,1.0916190165281296
493.2,559,17.0,0.7620153766870499,0.6445718571654969,1024000,11.2,128,6.0,0.025074359523132445,1.952370079755783,-0.005559186706959735,1.1311270821094512
505.78,559,17.0,0.7539574372768402,0.6781824435721404,1032000,11.69,129,6.9,0.02469431785866618,1.945681619644165,-0.01214985566213727,1.122922846674919
501.55,560,17.0,0.7706730180978775,0.6519084301280347,1040000,11.66,130,7.0,0.02418554822448641,1.9295777940750123,-0.010612630607047322,1.123517134785652
510.42,560,18.10000000000001,0.7263406497240067,0.7164735287058406,1048000,12.07,131,7.0,0.02540812434628606,1.9543037009239197,-0.005323488931171596,1.1533301842212678
532.09,560,20.0,0.7379673635959625,0.8767375147547253,1056000,13.01,132,7.0,0.02437519397586584,1.9267080056667327,-0.003935539781814441,1.1311312705278396
551.42,561,21.0,0.7295664370059967,0.8869315974786518,1064000,13.83,133,8.0,0.026884899409487843,2.0290827918052674,-0.0029383754346054046,1.1484552347660064
558.05,561,21.0,0.7331555211544036,0.7239400733441828,1072000,14.01,134,8.0,0.025628632325679065,1.9819331860542297,-0.010236677084467374,1.1318489068746567
553.02,561,20.0,0.7666376298666,0.6443400057706693,1080000,14.06,135,8.0,0.022743651098571717,1.8489089500904083,-0.010237340606981888,1.1421392381191253
560.05,562,20.10000000000001,0.6879627877473831,0.6664200772077333,1088000,14.4,136,8.9,0.02629754140973091,1.986613307595253,-0.004028323650709353,1.1130030941963196
576.29,562,21.10000000000001,0.7545448088645935,0.7245777428117488,1096000,15.06,137,8.9,0.02616602276917547,1.9688215529918671,-0.010960126601275988,1.121943754553795
588.45,562,21.10000000000001,0.7145712351799012,0.6635005206738963,1104000,15.29,138,9.0,0.0236134993750602,1.8744619250297547,-0.004038429256397648,1.1772085237503052
578.48,562,20.0,0.711142144203186,0.7709954372755342,1112000,14.5,139,8.0,0.026329134218394758,1.9977481317520143,-0.011160339144407772,1.1613306665420533
585.06,563,21.10000000000001,0.7132448029518127,0.7535321212867498,1120000,14.8,140,8.9,0.027686609514057638,2.0347938203811644,-0.009041514126583933,1.0992103374004365
582.31,563,20.10000000000001,0.7062349319458008,0.670940118129018,1128000,14.66,141,8.0,0.026027999143116175,1.9877394926548004,-0.012864693721639923,1.0836164951324463
581.2,563,21.0,0.73107257604599,0.6672512314294327,1136000,14.58,142,8.0,0.02757336983922869,2.0051479148864746,-0.008461465032596607,1.120283492207527
574.69,564,21.0,0.7352344912290573,0.6860162505679264,1144000,14.4,143,8.0,0.029586287760175765,2.122499587535858,-0.01266748513764469,1.1084847205877304
580.53,564,21.0,0.7142081731557846,0.6536394546172853,1152000,14.36,144,8.0,0.028508497457951306,2.0781738495826723,-0.009160442706197501,1.0841750621795654
589.84,564,21.0,0.7013035476207733,0.8259783960026816,1160000,14.76,145,8.9,0.029649120522662997,2.1128693151474,-0.0080367559439037,1.0970787113904954
601.29,564,22.0,0.687221176624298,0.7308313890598501,1168000,15.35,146,9.0,0.03112321538850665,2.1875137269496916,-0.006468093495350331,1.0889597421884536
609.16,565,22.0,0.6956222444772721,0.6808797436085365,1176000,15.73,147,9.9,0.030086918286979198,2.122422623634338,-0.006640947391279042,1.0566834890842438
620.39,565,23.0,0.6846625405550003,0.7375468351122427,1184000,16.26,148,10.0,0.032895535323768856,2.225315899848938,-0.010111335136753042,1.0505735051631928
645.2,565,23.10000000000001,0.6627941471338272,0.7783649037048638,1192000,17.16,149,10.0,0.030781053099781276,2.15427370429039,-0.011179036984685808,1.0578006601333618
652.96,566,24.0,0.6925217580795288,0.917675271457292,1200000,17.76,150,11.0,0.029603374595753847,2.1064538425207138,-0.01256965241394937,1.0317447131872177
664.82,566,24.0,0.7013678824901581,0.7802811160908951,1208000,18.36,151,11.0,0.031923829233273866,2.191650148630142,-0.0013895460979256313,1.0321980100870132
679.82,566,26.0,0.6842025834321975,0.6741123111249737,1216000,19.3,152,12.0,0.030169640025123953,2.1498460018634797,-0.009347411734052003,1.0422731763124466
677.91,566,26.0,0.7003977853059768,0.6928457528524862,1224000,19.39,153,12.0,0.02912724663503468,2.0989647054672242,-0.0106982896378031,1.0368745523691176
674.88,566,28.10000000000001,0.7004929012060166,0.7996935817909407,1232000,19.29,154,11.9,0.029955141628161073,2.1353879523277284,-0.008290765829151496,0.9990693491697311
664.92,567,28.10000000000001,0.7055322068929673,0.9385499316582394,1240000,18.95,155,10.0,0.03221647487021983,2.2144130265712736,-0.007351156077638734,1.0727171051502227
669.85,567,29.0,0.6979382222890854,0.7850221662178906,1248000,19.22,156,10.9,0.03254367530345917,2.20736815571785,-0.005791142062516883,1.0204261475801468
659.87,567,29.0,0.6822675240039825,0.7922399134141871,1256000,19.05,157,10.0,0.0336495971120894,2.257401692867279,-0.011270637659472414,1.0475589162111283
664.43,567,29.0,0.7194405299425125,0.704717374986564,1264000,19.14,158,10.0,0.030229839580133557,2.1483727216720583,-0.007097475131158717,1.0833328461647034
661.28,567,28.10000000000001,0.7012025135755539,0.6189822024258741,1272000,18.71,159,10.0,0.026626284383237362,2.007013475894928,-0.0034395720675820486,1.0983665442466737
665.33,568,27.10000000000001,0.684878539443016,0.6666255551883065,1280000,18.53,160,10.9,0.028165302528068422,2.0561208069324493,-0.007265583084408718,1.1134699177742005
667.2,568,27.10000000000001,0.7184810203313827,0.686397185019391,1288000,18.52,161,11.0,0.02819766042754054,2.070491483807564,-0.0070018169737886635,1.061335296034813
676.68,569,28.10000000000001,0.6719831615686417,0.6869293371178489,1296000,18.93,162,11.9,0.02759718142449856,2.026141074895859,-0.007989878519729245,1.09547056555748
684.37,569,28.0,0.6699339413642883,0.8807122476820503,1304000,19.24,163,12.9,0.03264111728407443,2.214150333404541,-0.00943925405619666,1.0363822728395462
689.55,569,28.0,0.7335916286706925,0.9663519376037317,1312000,19.08,164,12.9,0.03063929750584066,2.1234862494468687,-0.014136794601568,1.0406513941287994
695.67,569,28.0,0.6791721069812775,0.7327160296951196,1320000,19.53,165,12.9,0.03144515821710229,2.164055383205414,-0.006328872285375837,1.0052504682540893
700.53,569,28.10000000000001,0.6898404771089554,0.7435912350613938,1328000,19.77,166,12.9,0.033004614841192964,2.2179638135433195,-0.011386477635824122,1.0385738784074783
729.7,570,31.200000000000017,0.6717968606948852,0.8142041152408039,1336000,20.86,167,12.9,0.031643535988405344,2.170282908678055,-0.008844085176897352,1.0140865951776505
746.54,570,33.10000000000001,0.6844827950000762,0.7613424111147499,1344000,22.14,168,13.0,0.03251244554761797,2.1971611750125883,-0.008723305265884846,1.0811937195062638
748.61,570,33.10000000000001,0.689817469716072,0.856202733325593,1352000,22.2,169,12.9,0.0355579130910337,2.302593548297882,-0.004756895011523738,1.099411301612854
749.11,570,33.10000000000001,0.6636937201023102,1.0238246600985905,1360000,22.47,170,13.0,0.03564121867064387,2.324372571706772,-0.008960131245548836,1.0894949626922608
758.57,570,36.0,0.6770907801389694,0.7557369311409423,1368000,23.2,171,13.9,0.03671149222180247,2.3291027188301086,-0.008783870675542857,1.0209717488288879
752.36,571,34.20000000000002,0.6942530763149262,0.6921733173959808,1376000,22.95,172,13.9,0.0310981485247612,2.158732327222824,-0.01074870917480439,1.034273599386215
766.93,571,34.20000000000002,0.6597275936603546,0.6606418465915342,1384000,23.78,173,14.0,0.03200394358485937,2.197762497663498,-0.007315427942667156,1.1102535343170166
779.12,571,36.0,0.7016737580299377,0.6339924860542265,1392000,24.04,174,14.0,0.03031971517484635,2.112919093370438,-0.0052376952981285285,1.1156504517793655
