fps,grad_norm,PMM:episode_rewards,value_loss,policy_loss,frames,P09:episode_rewards,advantage_norm,P01:episode_rewards,policy_entropy,explained_variance,episode_length,epoch_idx
825,0.0700840244308327,1.32,0.0013887769341727107,8.228827282437123e-06,864000,3.1000000000000085,0.3649229558184743,0.0,1.3846511387825011,-0.22037218928337096,180.8,108
825,0.04940530254085984,1.53,0.0009033619700403505,3.795404642005451e-05,872000,4.0,0.27516367759555577,0.0,1.385374265909195,-2.992486042380333,188.36,109
824,0.06145224449524681,1.42,0.0012943780076966505,-1.2277304558665491e-05,880000,3.1000000000000085,0.3211214365810156,0.0,1.3854762029647827,-2.2326722031831743,183.22,110
824,0.05223372916699336,1.37,0.0008886190327939403,5.91199934569886e-05,888000,3.0,0.2819650326296687,0.0,1.385405935049057,-0.8862285798788071,183.82,111
823,0.04182050201537696,1.32,0.0006871575408058561,-4.912470583803952e-05,896000,3.0,0.23735317263752223,0.0,1.3854057204723358,-4.390326409339905,181.55,112
823,0.04560545718965622,1.1,0.0005846697463130113,3.188476239301963e-05,904000,3.0,0.21973975464701653,0.0,1.384700380563736,-1.4854838013648988,169.68,113
822,0.0398356497974903,1.09,0.0004704797587419307,-7.969212852003693e-05,912000,3.0,0.20436550345271826,0.0,1.3855218482017517,-1.6894249141216278,170.17,114
822,0.045002939116771425,1.02,0.0006719977131979249,-8.923969180614223e-06,920000,2.0,0.2377694855257869,0.0,1.3846582627296449,-1.1782823669910432,168.87,115
822,0.06500460979399104,1.24,0.0013021301008120645,0.00030039109697099775,928000,3.0,0.3299551748856902,0.0,1.3853343117237091,-4.678860746026039,177.25,116
822,0.03131812552132495,1.35,0.0004443392206485441,-0.0003030252695316449,936000,3.0,0.19053277231752871,0.0,1.3851069700717926,-1.644566004872322,182.15,117
822,0.05650436595936639,1.43,0.0009643820037172191,-0.00012900211757369107,944000,4.0,0.2919069802761078,0.0,1.3850291299819946,-6.683528918623924,185.05,118
821,0.06239093107048402,1.43,0.0011569391649481986,3.518567915307358e-05,952000,4.0,0.3189828897640109,0.0,1.384677804708481,-0.5270817190408706,184.32,119
822,0.04967700828920352,1.65,0.0012277287450979202,-0.00012465979940316175,960000,4.0,0.30531281664967536,0.0,1.3833828604221343,-1.3036878943443297,191.46,120
822,0.05367069725759126,1.78,0.0011356448758760962,0.00018269310741743537,968000,4.0,0.3048674235865474,0.0,1.3852187728881835,-1.1823656380176544,197.76,121
822,0.04105957819617944,1.32,0.00059732223514402,0.0001145372376049636,976000,3.0,0.21611875519156457,0.0,1.3859404909610749,-1.5631558364629745,182.31,122
821,0.04788560995493556,1.27,0.0007283187544908287,-0.0001074340410559671,984000,3.0,0.254443290270865,0.0,1.3849034023284912,-2.277406089305878,180.21,123
821,0.061863354198469805,1.6,0.0011529339535081818,0.00017566936196089955,992000,4.0,0.3126426240801811,0.0,1.384610095024109,-1.042436049580574,192.53,124
821,0.048737971175395585,1.51,0.0008944791315207112,0.0002070855909551028,1000000,3.0,0.25673471681773663,0.0,1.3851508069038392,-1.2890360909700393,187.95,125
821,0.03317752642120739,0.99,0.00041108218824774666,4.6218210191000256e-05,1008000,2.0,0.17952057156711818,0.0,1.3857795655727387,-2.1246671789884566,167.41,126
821,0.048859181452876446,1.09,0.0007472273938401486,-0.00029873660329030825,1016000,2.1000000000000085,0.25020493935793636,0.0,1.3847840130329132,-0.8966513687372207,172.44,127
821,0.06676397452753279,1.41,0.001331183223564949,0.00011347613035468384,1024000,3.1000000000000085,0.34312057323753836,0.0,1.3848905658721924,-0.456468962430954,183.52,128
820,0.04330446495486919,1.63,0.0007129652871390135,-8.360898655155325e-05,1032000,3.0,0.2395414501428604,0.0,1.3852900409698485,-1.5873553216457368,191.58,129
820,0.05212508768388179,1.49,0.0009196973108100792,-4.764569504914107e-05,1040000,3.0,0.2494093471392989,0.0,1.3839895713329315,-3.076002185344696,185.37,130
820,0.02682563298025023,1.01,0.00032151480801530854,1.7205644471687265e-05,1048000,3.0,0.1577168444544077,0.0,1.3852342689037322,-1.8596118289232253,165.72,131
820,0.042477200675936064,1.03,0.000528020117944834,1.065042131813243e-05,1056000,3.0,0.2202976018935442,0.0,1.38594801902771,-0.18373544991016388,168.47,132
820,0.07374974991920956,1.33,0.0011945241986995826,-3.427657451538835e-05,1064000,3.1000000000000085,0.3352194730564952,0.0,1.3855373883247375,-0.45201442420482635,181.49,133
820,0.037569821241850085,1.4,0.0006025376811658134,0.000205333116609836,1072000,3.0,0.2202751576900482,0.0,1.3854864931106567,-4.2917603665590285,185.19,134
819,0.031272279789471495,0.91,0.00024815183184273337,-0.00022508587735501351,1080000,3.0,0.14510577950626613,0.0,1.385664426088333,-4.23109463095665,166.27,135
819,0.050809977731898916,1.04,0.0007397007342751749,-0.00011737124873434368,1088000,3.0,0.26080213285982606,0.0,1.3855466485023498,-2.2232905966043472,170.82,136
819,0.05613563853017127,1.47,0.001037717431108831,0.00011634825128567172,1096000,4.0,0.29935370229184627,0.0,1.3859428226947785,-2.196023038625717,186.99,137
819,0.03603412059143846,1.51,0.00046146318705723386,-2.2191491480043625e-05,1104000,4.0,0.1916862102970481,0.0,1.3861189591884613,-1.995263441801071,189.15,138
819,0.04408899675543573,1.4,0.0005600008437977522,0.00011248542959947372,1112000,4.0,0.2297613739222288,0.0,1.385554187297821,-0.6158121186494827,184.1,139
819,0.04413272675195034,1.55,0.0004528068208855984,-3.25356112443842e-05,1120000,4.0,0.21154356081038714,0.0,1.3850382316112517,0.3322616297006607,189.08,140
819,0.03989835863551631,1.47,0.0005887970358708117,-4.9699793380568734e-05,1128000,4.0,0.20502825755625964,0.0,1.3850160121917725,-1.4186226576566696,184.89,141
819,0.03686999282521049,1.45,0.00044276243646436343,3.4213106846436857e-06,1136000,4.0,0.1977839981764555,0.0,1.3850666201114654,-0.17339812934398652,183.93,142
819,0.05721260465344685,1.52,0.0009176660334833287,6.200173025717959e-05,1144000,3.1000000000000085,0.2823972961679101,0.0,1.3847953975200653,-1.2908325058221817,188.29,143
818,0.0500744993249086,1.61,0.0008675927809326822,0.0001492031466023036,1152000,4.0,0.26806586399674415,0.0,1.3854524409770965,-10.991801739931107,194.19,144
818,0.04881260578994362,1.46,0.000734705143067913,-0.0003038923864369281,1160000,4.0,0.24578158523887395,0.0,1.3853028666973115,-6.762613978981972,187.78,145
818,0.032331275841967835,1.31,0.00029845660546925503,0.0002831167411932256,1168000,3.0,0.16083176612854003,0.0,1.385427141189575,-1.4910921919345856,179.46,146
818,0.04294862275287465,1.34,0.0005565790942910099,-0.0002456710589501654,1176000,3.0,0.20912712603807448,0.0,1.3849267387390136,-0.37832702457904815,181.01,147
818,0.05694819211869731,1.34,0.0009857080787469385,0.0003141189418420254,1184000,4.0,0.2740282187983394,0.0,1.3853059113025665,-0.46079745531082156,181.61,148
818,0.04367070237952965,1.5,0.0006874580477051495,-0.0001003940571899875,1192000,4.0,0.22360612787306308,0.0,1.3853797972202302,-3.50044771194458,185.95,149
818,0.046954819543159394,1.39,0.000647184535746419,4.850750818150118e-05,1200000,3.0,0.24332806557416917,0.0,1.3854153943061829,-0.7349173164367676,181.89,150
818,0.038853424349182625,1.27,0.0006986479101715304,0.00014193971957155327,1208000,3.1000000000000085,0.21333227694034576,0.0,1.3857054245471954,-1.3852641648054123,176.84,151
818,0.03449837704393713,1.4,0.0005035292539741931,-0.00010915342994849197,1216000,3.1000000000000085,0.19922020006924868,0.0,1.3857075452804566,-1.254422695040703,181.47,152
818,0.04641299837512454,1.56,0.0008466011549444375,-0.0003540747560327873,1224000,4.0,0.2440175299718976,0.0,1.3850708901882172,-1.2863774317502976,187.56,153
818,0.05909180701430647,1.55,0.0011761470950023068,0.0001657246741524432,1232000,4.0,0.3061421412229538,0.0,1.3853568267822265,-5.710546625852585,188.72,154
818,0.04107557329935237,1.46,0.0006006457451849201,-3.8144650243339126e-05,1240000,3.1000000000000085,0.2270204173400998,0.0,1.3856760227680207,-0.5726426994800567,185.59,155
817,0.03508537453662049,1.31,0.00043428469281934666,7.195836209575646e-05,1248000,3.0,0.18701260210946202,0.0,1.3856021714210511,-1.1269298666715621,179.68,156
817,0.05244280849219155,1.48,0.000984954634841415,-8.5171705322864e-05,1256000,4.0,0.2630154307000339,0.0,1.3853658080101012,-1.0481781876087188,184.28,157
817,0.05160169953194872,1.41,0.0008763851440835424,-4.915302870358573e-06,1264000,4.0,0.2709495224431157,0.0,1.3856005942821503,-1.5263504511117936,179.39,158
817,0.035425178889404246,1.2,0.0004955144563700742,-0.00030854289943818005,1272000,3.0,0.1910907818004489,0.0,1.3858336365222932,-0.7658972138166428,172.34,159
817,0.04755925919604469,1.28,0.0007081111144998431,0.0005598395533161237,1280000,3.0,0.2412216806039214,0.0,1.3850735414028168,-2.7229736065864563,177.47,160
817,0.024568969895166798,1.23,0.0001925926520834764,-0.0002867387540754862,1288000,3.0,0.13927614215761422,0.0,1.3856044209003449,-3.115493805408478,176.93,161
816,0.03988998779583578,1.19,0.00036876170631330754,7.009310831563198e-05,1296000,3.0,0.1845855737105012,0.0,1.3857138168811798,-1.2478975158929826,175.93,162
816,0.036253627055214344,1.5,0.0004987726639728862,0.00019829846103675664,1304000,3.1000000000000085,0.19949842654168606,0.0,1.3860072028636932,-0.016618760228157045,187.8,163
816,0.03469880355554036,1.44,0.000512116526401769,1.3229952164692804e-05,1312000,3.0,0.20016952995210885,0.0,1.385941082239151,-0.3886558425426483,183.54,164
816,0.03762762330266683,1.44,0.0005734840126433483,1.4912606407051498e-05,1320000,3.0,0.20926803411915898,0.0,1.3852942287921906,-0.7249176406860351,183.89,165
816,0.0356328042799381,1.18,0.0005152217902877964,-0.0005223625249709585,1328000,3.0,0.19148561481386422,0.0,1.3852148759365082,-0.8535636001825333,175.56,166
816,0.03650393785943618,1.19,0.0005412156713555305,0.0005605914849729743,1336000,3.0,0.20621052138507368,0.0,1.3845245671272277,-1.0921279895305633,175.01,167
816,0.04497549782207553,1.51,0.0007070668172218575,-4.3403018644312396e-05,1344000,4.0,0.24318056546151637,0.0,1.3846523511409758,-2.9042562049627305,186.19,168
815,0.03827545918937699,1.49,0.0006540864890894227,-0.0001067051392783469,1352000,3.0,0.2198589938879013,0.0,1.3858789002895355,-0.41927882194519045,184.88,169
815,0.04808912402689413,1.54,0.0009624309531454855,-1.6932906801230276e-05,1360000,3.1000000000000085,0.2624142084270716,0.0,1.3859067583084106,-1.1248155862092972,186.94,170
