episode_length,P01:episode_rewards,fps,P09:episode_rewards,PMM:episode_rewards,policy_loss,frames,value_loss,advantage_norm,policy_entropy,explained_variance,clip_fraction,approx_kl_divergence,epoch_idx,grad_norm
401.48,200.0,812,602.5000000000002,369.5,-0.009477123600663617,184320,0.11595572368241847,15.96871938109398,1.700551947951317,0.8333247531205416,0.1770263671875,0.002707966141133853,18,2.1338899345194826
406.66,225.0,812,650.0,393.5,-0.008771752231405116,194560,0.11812083788681775,15.968719321489335,1.716929817199707,0.8568639162927866,0.157275390625,0.0025449933058101447,19,2.4048597311141466
414.87,225.0,806,650.0,392.5,-0.009598164854105562,204800,0.16358500048518182,15.968719351291657,1.7360499806702137,0.8411507293581962,0.137060546875,0.002275331783994534,20,2.377615952912678
430.95,225.0,795,650.0,416.0,-0.01034854115860071,215040,0.15727927519474177,15.96871924996376,1.7111668840050698,0.8352345876395703,0.1623291015625,0.0026857146027854154,21,2.3567360991796713
430.39,225.0,782,650.0,407.75,-0.010800012538675218,225280,0.12790716299787164,15.968719279766082,1.6863037340343,0.8660715833306313,0.184619140625,0.003044298932218608,22,2.138884724052376
437.55,225.0,770,702.5000000000002,430.0,-0.011197083952720278,235520,0.11542454520240426,15.968719202280045,1.6796119309961797,0.8829632841050625,0.1555908203125,0.002539700633179007,23,2.2432538427466358
440.75,247.5,755,700.0,440.25,-0.01135789521795232,245760,0.102082135155797,15.968719309568405,1.697640372812748,0.8632805790752173,0.1586181640625,0.002526713256429836,24,1.8687768652575776
431.12,225.0,744,705.0000000000005,436.0,-0.010228665736212861,256000,0.11658423675689847,15.968719124794006,1.7017344817519189,0.8676933202892542,0.1365234375,0.0023686894605137667,25,2.042513707773943
443.2,250.0,735,777.5000000000002,470.0,-0.011529294765205122,266240,0.1164365190314129,15.968719273805618,1.7065177604556083,0.8929003294557333,0.161474609375,0.0025171557898832956,26,2.1042758970731867
443.98,250.0,727,700.0,476.0,-0.010745601629605517,276480,0.10494145634584129,15.968719279766082,1.7146993219852447,0.9049814697355032,0.1680419921875,0.0026107088444180943,27,2.0344818794878448
443.02,250.0,721,700.0,470.5,-0.010423636992345563,286720,0.13645741825457663,15.968719220161438,1.7169827237725257,0.8819003880023957,0.1496826171875,0.0025411728759311978,28,2.216955675088326
443.19,272.5,715,700.0,487.0,-0.010792405254323966,296960,0.11339334172662348,15.968719321489335,1.7148455373942852,0.8792371917515993,0.13955078125,0.002302857366817397,29,1.9323121452378202
441.82,250.0,709,700.0,472.5,-0.01149162718502339,307200,0.12689010784961283,15.968719166517257,1.7064261808991432,0.8728309478610754,0.1587646484375,0.0024890453388483127,30,2.01581271205293
437.9,250.0,701,700.0,458.75,-0.010643668117700145,317440,0.16879287392366676,15.968719273805618,1.7006797343492508,0.8363475825637579,0.1423583984375,0.0023611588344013717,31,2.2025068487688726
439.46,247.5,692,750.0,488.75,-0.011390704967197962,327680,0.14526839554309845,15.968719166517257,1.674438090622425,0.8949666157364845,0.153955078125,0.0026000413073919357,32,1.99612534875316
448.5,250.0,686,750.0,493.75,-0.012401049275649712,337920,0.09748162203468383,15.968719214200974,1.665078592300415,0.9119308061897755,0.1759033203125,0.0028862016937640607,33,1.8658575794225498
443.31,275.0,681,750.0,507.5,-0.011800685829075518,348160,0.14643461098894478,15.968719285726547,1.653291642665863,0.8974102038890124,0.1720947265625,0.002766217824546741,34,2.228325149489419
449.07,275.0,675,750.0,523.75,-0.012256301211891696,358400,0.12629024779889733,15.968719393014908,1.667743796110153,0.9050446256995202,0.17587890625,0.0028898468558967516,35,2.0092584438634575
448.56,297.5,671,750.0,513.5,-0.011733861814718693,368640,0.14307978292927145,15.96871919631958,1.6629845187067986,0.8976926818490029,0.1703125,0.002726255275320358,36,2.1018147323272
445.02,275.0,667,750.0,507.25,-0.009960785336443224,378880,0.17713250897359104,15.968719309568405,1.6739418894052505,0.8678773786872626,0.1633056640625,0.0024370918440130445,37,2.3661147088125114
443.91,250.0,662,752.5000000000002,527.5,-0.011406545742647722,389120,0.1746362631674856,15.96871946454048,1.6690565519034863,0.8649838212877512,0.178759765625,0.0028313543088419185,38,2.031448276190592
436.93,247.5,657,752.5000000000002,500.0,-0.01154089038609527,399360,0.15747867948375643,15.968719297647477,1.669024121761322,0.8400499176234006,0.16357421875,0.002666245896353176,39,1.9882333906605314
438.13,247.5,654,750.0,493.25,-0.011888609221205115,409600,0.14741314421407878,15.968719255924224,1.6556150190532208,0.8573015615344047,0.160791015625,0.0026903528678307166,40,1.9297408656247264
441.54,250.0,652,775.0,499.75,-0.010642511086189188,419840,0.1616986862849444,15.968719285726547,1.6709011748433114,0.8649258475750685,0.1364501953125,0.002345007838062318,41,1.9937847547383754
440.92,250.0,650,775.0,490.75,-0.011495612116414122,430080,0.1900529122678563,15.968719148635865,1.6713111616671086,0.8534119721502066,0.153271484375,0.0025343992038986954,42,2.284306103869596
444.38,275.0,648,800.0,518.0,-0.012940854532644153,440320,0.14213129128329455,15.968719220161438,1.6679262138903141,0.909199945628643,0.19033203125,0.0031683996606265198,43,1.8330980075898562
445.01,275.0,646,800.0,551.0,-0.012063692836090923,450560,0.1823099441360682,15.968719273805618,1.6666534945368767,0.8754778936505317,0.15576171875,0.0026870453981476757,44,2.0845234353161817
453.6,275.0,645,800.0,557.25,-0.01251375891151838,460800,0.1293250244576484,15.968719315528869,1.6743213437497615,0.8900986041873693,0.13505859375,0.002281111348316127,45,1.8334800740603132
468.61,275.0,642,800.0,580.75,-0.012187481918954291,471040,0.12025994241703301,15.968719065189362,1.6777014762163163,0.897905782610178,0.165478515625,0.0027188220717565465,46,1.9193762064436293
472.89,297.5,640,800.0,586.75,-0.011845137027557939,481280,0.19386354014277457,15.968719315528869,1.6828812688589097,0.8521587759256363,0.13544921875,0.0023414791553708464,47,2.0801663229158955
474.8,300.0,639,832.5000000000007,570.5,-0.012190147800720297,491520,0.152505337074399,15.968719214200974,1.673706831037998,0.856363844871521,0.14765625,0.002317483413662875,48,2.1016807841140595
464.55,300.0,637,802.5000000000002,553.5,-0.012389506225008517,501760,0.14528205334208905,15.968719106912612,1.6735256679356099,0.8927279397845268,0.1457763671875,0.002358890606319971,49,1.9310565279927108
444.97,300.0,635,752.5000000000002,511.5,-0.012976875554886646,512000,0.13350983173586428,15.968719226121902,1.681759463250637,0.8947782546281815,0.158544921875,0.002532691027136327,50,1.8476580754469025
437.41,297.5,633,750.0,502.5,-0.01300690149946604,522240,0.13078900198452176,15.968719285726547,1.6558414109051227,0.880715923383832,0.144384765625,0.0024307308563269263,51,1.830633849820332
434.66,297.5,632,750.0,521.25,-0.012569333016290329,532480,0.11866036825813353,15.968719267845154,1.6495291337370872,0.9321743555366993,0.163525390625,0.002606528026445061,52,1.8014109705315662
444.2,325.0,631,775.0,552.25,-0.013678707406506873,542720,0.09107092083431781,15.968719387054444,1.6367783330380916,0.9333770275115967,0.1640380859375,0.0024710008829064533,53,1.915202886366529
443.63,350.0,630,775.0,584.5,-0.012971256073797122,552960,0.14385253277141602,15.968719315528869,1.6336185194551944,0.9136430591344833,0.1569091796875,0.0026862520485341395,54,1.9106046826573184
446.08,350.0,629,775.0,596.5,-0.013203157900716179,563200,0.12443220838904381,15.968719393014908,1.6382337756454945,0.9266944475471973,0.1705078125,0.0029778216445041387,55,1.69280793926244
447.21,350.0,629,775.0,593.75,-0.012741123369778506,573440,0.17677741646766662,15.968719393014908,1.6642878100275993,0.8753905948251486,0.1735107421875,0.0027975814055938406,56,1.7820891145590623
449.7,325.0,628,775.0,596.0,-0.013226359308464452,583680,0.12785911883693188,15.96871930360794,1.6589803621172905,0.891382871940732,0.151513671875,0.002920492191401867,57,1.8607126352562258
452.59,325.0,627,775.0,592.75,-0.014043577093980275,593920,0.09500193626154214,15.968719232082368,1.6495861850678921,0.9428466998040677,0.1620361328125,0.002683516841262109,58,1.68405748544291
465.83,347.5,626,777.5000000000002,609.75,-0.012636639314587228,604160,0.14047024922911078,15.968719327449799,1.679705935716629,0.9188646484166384,0.1371337890625,0.0023671846036680635,59,1.9002887143408878
470.17,325.0,625,777.5000000000002,628.0,-0.010902146913576872,614400,0.3550715436693281,15.96871938109398,1.6800632655620575,0.8186338476836681,0.1387451171875,0.002248670376843944,60,2.0414660765423274
480.59,350.0,624,827.5000000000002,650.75,-0.011140148056438193,624640,0.14496588504407554,15.968719184398651,1.6876419559121132,0.8949606388807296,0.15205078125,0.0023418935463726796,61,1.8880082029084921
477.09,300.0,623,827.5000000000002,627.0,-0.011076388106448575,634880,0.16852711588144303,15.968719291687012,1.6860912270843982,0.8955371882766485,0.116552734375,0.0018966762606854293,62,1.9748881685922215
475.08,275.0,622,877.5000000000002,599.25,-0.011514983046799898,645120,0.161326148128137,15.96871926188469,1.6884605295956134,0.8642903946340084,0.1246826171875,0.0020915208187037206,63,1.7920293399442666
481.63,275.0,621,827.5000000000002,610.5,-0.013765308604342863,655360,0.10110466983169317,15.968719190359115,1.6833217218518257,0.9359342988580466,0.1560546875,0.002469230350743921,64,1.7482174247593156
477.3,322.5,620,825.0,623.5,-0.012112095483462326,665600,0.276459384849295,15.968719238042832,1.6854373589158058,0.8810571271926164,0.132958984375,0.002211060239165218,65,2.3322255907042004
483.26,347.5,618,802.5000000000002,618.0,-0.014055862091481686,675840,0.14378436140250414,15.96871920824051,1.68271052390337,0.9211711909621954,0.15556640625,0.002476692296409378,66,1.8920149185157498
491.16,375.0,617,825.0,710.5,-0.011894260087865404,686080,0.4619207632727921,15.96871908903122,1.6818032838404178,0.8136499848216772,0.137060546875,0.002216700375857123,67,1.9507919906789835
493.57,375.0,616,825.0,699.75,-0.012056255515199154,696320,0.16118779799435287,15.968719154596329,1.690581526607275,0.8827298562973738,0.1396728515625,0.0022886332841611304,68,1.7047373654784987
503.98,375.0,616,860.0000000000008,744.0,-0.013629148033214734,706560,0.29496678756549954,15.968719297647477,1.6928630486130714,0.8242560155689717,0.1349365234375,0.0023056387543877997,69,1.7325570171486493
508.4,375.0,615,850.0,715.5,-0.013695762353017926,716800,0.11603456558659672,15.968719190359115,1.6715981394052506,0.9143008295446634,0.1638671875,0.002688576869423192,70,1.8554665108160435
512.21,372.5,614,852.5000000000002,712.0,-0.012519898757454939,727040,0.27604600372724236,15.968719333410263,1.65683249309659,0.8708725035190582,0.15263671875,0.002494522646566489,71,2.089605090782278
524.08,375.0,613,850.0,692.5,-0.01294454193848651,737280,0.12883155706804245,15.96871908903122,1.6409530155360699,0.9284229345619679,0.1599853515625,0.002709775238463822,72,2.0713825094977087
538.29,397.5,612,927.5000000000002,759.75,-0.01335895389202051,747520,0.3026895504212007,15.968719172477723,1.6191555723547935,0.8860373347997665,0.1655029296875,0.002632841059903937,73,2.075758761380855
533.68,375.0,611,932.5000000000007,756.75,-0.01316492208861746,757760,0.356504754209891,15.968719285726547,1.6563619375228882,0.8412522189319134,0.17001953125,0.0029024806459351194,74,2.005619348369311
536.78,395.0,611,932.5000000000007,757.5,-0.012619982080650516,768000,0.18930579165462405,15.968719351291657,1.6414178296923638,0.8934233073145151,0.182666015625,0.002906408907029306,75,1.98429205317154
530.49,397.5,610,932.5000000000007,753.5,-0.011274750740267337,778240,0.24089757269248366,15.96871924996376,1.6523962289094924,0.8588326595723629,0.17197265625,0.0032999841991117286,76,2.1927251411256066
525.28,350.0,610,1027.5000000000002,746.75,-0.012882210258976557,788480,0.3399361997377127,15.968719267845154,1.6594454035162927,0.8344512339681387,0.186181640625,0.0029802816547548016,77,2.0388782523996145
523.54,350.0,609,1002.5000000000002,709.75,-0.012974093316006474,798720,0.17275379898492246,15.968719291687012,1.667115442454815,0.8971069294959306,0.1674072265625,0.002744705304508389,78,1.9260426800168464
516.17,350.0,609,875.0,694.75,-0.013328914242447355,808960,0.3109912030166015,15.96871919631958,1.6573098368942738,0.880516130104661,0.1804443359375,0.0030043290083089274,79,1.8519047358178267
519.87,375.0,607,887.500000000001,728.0,-0.014133763720747084,819200,0.2350818230304867,15.968719291687012,1.6507082603871823,0.9033056661486626,0.1797607421875,0.0030244213459131196,80,1.9608413767527417
526.88,375.0,607,887.500000000001,743.0,-0.012562183226691559,829440,0.19657690210733564,15.968719285726547,1.6550127193331718,0.8712956678122282,0.16357421875,0.0025528260315926814,81,2.0711716006140692
528.45,375.0,607,852.5000000000002,690.25,-0.01288173014181666,839680,0.15788444685749708,15.968719184398651,1.655101902037859,0.9244656529277563,0.1687255859375,0.002907590779114249,82,1.9725210420846804
528.21,372.5,606,910.0000000000008,741.75,-0.011262424918822945,849920,0.3209399923682213,15.968719297647477,1.6583974078297614,0.8538621757179499,0.152783203125,0.0023146876892387153,83,2.059047550616568
530.79,350.0,606,910.0000000000008,739.75,-0.010369634153903462,860160,0.3758757730480283,15.968719309568405,1.671998354792595,0.8366828363388776,0.1310302734375,0.0022471216848774915,84,2.261329401938512
529.56,350.0,605,900.0,716.75,-0.014519301400287076,870400,0.14232946482952685,15.968719357252121,1.6626445829868317,0.9428148079663515,0.155615234375,0.0026003209529338956,85,1.8548992504034878
524.55,350.0,605,875.0,709.75,-0.014125564246205613,880640,0.1377473545027897,15.968719327449799,1.6491186231374741,0.9541640195995569,0.165576171875,0.002681357723054503,86,2.1083174766353996
521.47,395.0,605,877.5000000000002,772.5,-0.011875181915820576,890880,0.3985028045950457,15.968719339370727,1.6572914652526378,0.8653700847178698,0.1427978515625,0.0024036254284286857,87,2.2720664339231047
522.73,422.5,603,852.5000000000002,730.75,-0.013811040692962706,901120,0.10689339026575909,15.968719065189362,1.6655578516423701,0.9474288698285818,0.1804931640625,0.002795226753915258,88,1.9156606802866107
523.84,450.0,603,875.0,715.75,-0.011253770199255086,911360,0.2482987651368603,15.968719238042832,1.675794317573309,0.9054606068879366,0.1633056640625,0.002488483423644895,89,2.205361264421131
516.75,425.0,603,875.0,714.75,-0.010654366470407694,921600,0.2371774050872773,15.968719166517257,1.6626979559659958,0.8893471520394087,0.129736328125,0.0021664117913818485,90,2.0922380759906143
528.07,425.0,603,875.0,725.5,-0.012994060467462987,931840,0.13471595251467078,15.968719172477723,1.674385527521372,0.9449935480952263,0.1580810546875,0.0024348063408982643,91,1.7696847653614234
529.13,397.5,602,880.0000000000003,688.5,-0.011531118035782129,942080,0.2901334527414292,15.96871936917305,1.6818378463387489,0.8627875365316868,0.1236328125,0.002051345221969179,92,2.097566901789924
526.52,400.0,602,875.0,690.0,-0.015075659139256459,952320,0.07700891916174442,15.968719238042832,1.6602346189320087,0.9689227145165205,0.160009765625,0.002715162524919284,93,1.7255453770940279
519.77,397.5,602,850.0,683.5,-0.01026973351254128,962560,0.19761973035056143,15.968719309568405,1.639579600095749,0.9311680879443884,0.1491455078125,0.002282741187741881,94,2.2372294770727006
535.3,422.5,601,850.0,691.5,-0.012606699249590746,972800,0.16632081335410476,15.968719226121902,1.6547383651137353,0.9386875718832016,0.16337890625,0.0028689672339854886,95,1.847708351319333
532.51,400.0,601,852.5000000000002,692.5,-0.013869268048438244,983040,0.09550787869375199,15.968719285726547,1.6507619559764861,0.9653874166309834,0.16162109375,0.002656896715780404,96,1.7015143524570377
530.79,422.5,601,852.5000000000002,688.0,-0.011387973738601431,993280,0.23024354735389352,15.968719333410263,1.6706313975155354,0.9187570318579674,0.136181640625,0.0023010950932306094,97,1.9825359417720694
528.96,400.0,601,877.5000000000002,720.5,-0.009661022186628542,1003520,0.46774171772412954,15.968719345331191,1.6724880464375018,0.8299266081303358,0.1260498046875,0.0021824760235293504,98,2.3793130277430734
525.4,400.0,601,877.5000000000002,711.5,-0.013469524469110183,1013760,0.2077574874740094,15.968719297647477,1.654066590219736,0.9088672123849392,0.1546630859375,0.0025334849807681086,99,1.846174704463969
517.75,400.0,600,910.0000000000008,700.0,-0.011711142600688618,1024000,0.1913948111468926,15.968719083070756,1.674350557476282,0.9258678026497364,0.1438232421875,0.002310635734102421,100,1.8411717767890174
514.83,397.5,600,875.0,675.75,-0.012149297824362294,1034240,0.16046538955997675,15.968719106912612,1.6783602386713028,0.9274807725101709,0.1394287109375,0.0026554168043506528,101,1.8729678814947035
529.26,400.0,600,877.5000000000002,738.25,-0.011825621529715136,1044480,0.3007805047323927,15.968719124794006,1.6703793317079545,0.9167991526424885,0.1531982421875,0.002341311447071683,102,1.968756304565361
541.93,400.0,600,910.0000000000008,748.0,-0.013505765446461737,1054720,0.1426700048847124,15.968719214200974,1.6597296327352524,0.957585271075368,0.1545166015625,0.002630766632819673,103,1.8459396125285985
564.04,472.5,599,1000.0,753.75,-0.01394476312561892,1064960,0.150714914011769,15.968719118833542,1.665315368026495,0.9341814748942852,0.144091796875,0.002523887989491762,104,1.857829198388211
571.2,425.0,599,1007.5000000000007,747.25,-0.013060882428544574,1075200,0.23533985074609517,15.968719273805618,1.6727208763360977,0.9154101800173521,0.1478515625,0.0025007762700514358,105,1.8720005656812468
575.34,447.5,598,1327.5000000000002,779.75,-0.012248626779182814,1085440,0.30624411671888085,15.968719333410263,1.6735792443156243,0.8713102903217077,0.14287109375,0.0024177497023632278,106,1.7250034891295472
582.91,472.5,597,1350.0,833.25,-0.012169891055964398,1095680,0.30348545643500985,15.968719124794006,1.6495104290544986,0.9111499432474375,0.1432861328125,0.0025914127973013608,107,2.0395812362272476
575.79,475.0,597,1327.5000000000002,833.0,-0.011346115442574956,1105920,0.4944825222482905,15.96871919631958,1.6532835386693479,0.8756560102105141,0.163623046875,0.002543769506542351,108,2.244653426097977
574.53,450.0,596,1327.5000000000002,883.5,-0.013189509272342548,1116160,0.36501929205842315,15.968719178438187,1.6421185649931431,0.9266457695513963,0.161474609375,0.003195697680462547,109,2.006668793272815
572.96,475.0,596,1352.5,951.0,-0.011528116749832406,1126400,0.4939517446910031,15.968719202280045,1.6459948644042015,0.8868446353822946,0.147802734375,0.0022944500581164582,110,2.0073983564608815
569.64,475.0,596,1352.5,992.25,-0.01224033179169055,1136640,0.3320014062104747,15.968719339370727,1.6520464159548283,0.9207087449729443,0.133642578125,0.0021590400111111937,111,2.022282548972152
580.58,475.0,596,1592.5000000000205,1039.5,-0.010568346266518347,1146880,0.41906467438675465,15.968719220161438,1.6617078967392445,0.9023883737623691,0.13701171875,0.0023239993729251523,112,2.45477235921774
577.95,475.0,596,1600.0000000000214,1051.25,-0.01112657064513769,1157120,0.4493774420116097,15.968719244003296,1.6500037118792534,0.900500537455082,0.1385986328125,0.002145899379252488,113,2.210783827602276
576.71,475.0,595,3857.500000000001,1099.25,-0.00977321001701057,1167360,0.6427050456637516,15.968719267845154,1.6549917422235012,0.8417896155267954,0.11416015625,0.0018758025728974274,114,2.719148502910818
570.34,475.0,595,3760.000000000001,1092.0,-0.010794317154795863,1177600,0.6894079546211287,15.968719279766082,1.6542335756123066,0.8436705682426691,0.1186767578125,0.0020755656830946296,115,2.966305329302659
573.33,475.0,595,3887.500000000001,1193.5,-0.00954973222105764,1187840,0.8890591889969073,15.968719232082368,1.6482611574232577,0.8477460574358702,0.1328857421875,0.0020776478185556184,116,3.0432328411110943
571.76,475.0,594,3887.500000000001,1170.25,-0.01097248940204736,1198080,0.4509991936618462,15.96871936917305,1.6433032624423505,0.8744319431483746,0.1399169921875,0.002224712072530009,117,2.329841557728835
573.85,470.0,594,4050.0,1292.75,-0.009571068041259423,1208320,1.321931573166512,15.968719166517257,1.6403924390673637,0.7549963694065809,0.1190673828125,0.0019537576169003723,118,4.43919626619788
585.78,422.5,594,4102.5,1356.5,-0.01085465936921537,1218560,0.5423676410224288,15.968719285726547,1.6600578501820564,0.853037378937006,0.1311279296875,0.0021343753045588096,119,2.7473331799608105
594.45,475.0,593,4132.500000000001,1364.0,-0.011188694075099193,1228800,0.6547330890316516,15.968719094991684,1.6594108268618584,0.8514059327542782,0.15185546875,0.002487241325957576,120,2.824350142614429
601.97,475.0,593,4202.5,1502.5,-0.008336802353733219,1239040,1.0853293800726533,15.968719339370727,1.6385404080152512,0.7693196993321181,0.1246337890625,0.0021006928489899716,121,3.806923847124673
609.04,475.0,593,4177.5,1421.0,-0.013616093827295117,1249280,0.3038999627926387,15.968719238042832,1.6650211468338967,0.9083496164530516,0.13603515625,0.0027230289324055644,122,2.055206752592417
615.3,475.0,592,4177.5,1410.0,-0.010285453510005028,1259520,0.4888593819923699,15.968719291687012,1.6741986334323884,0.8284804508090019,0.11865234375,0.002077827387938992,123,2.477932412790734
614.99,475.0,592,4002.5,1234.75,-0.01312862777558621,1269760,0.40759151030797514,15.968719279766082,1.648083921521902,0.8965990837663412,0.1724609375,0.002706901489682793,124,2.530443516770318
626.41,397.5,592,4027.5000000000005,1334.25,-0.010034215767518617,1280000,0.7947317430749535,15.968719267845154,1.6362153075635433,0.7703094739466906,0.13427734375,0.002439053330806821,125,3.079073967993732
624.11,470.0,592,4150.0,1412.75,-0.011761918701813557,1290240,0.8521207864396274,15.968719363212585,1.6225544482469558,0.8234863240271807,0.137890625,0.0023042934856224648,126,3.6640126723567525
624.27,422.5,592,4027.5000000000005,1299.0,-0.013010384730296209,1300480,0.5884164857910946,15.968719279766082,1.6034200981259346,0.9027569495141506,0.1703125,0.002630888623980739,127,2.972164113860951
615.53,395.0,591,4027.5000000000005,1241.0,-0.012290296971332281,1310720,0.29019981373567133,15.968719285726547,1.6255631901323795,0.9303434215486049,0.152978515625,0.0025303890703188593,128,2.217238047425396
605.33,447.5,591,4027.5000000000005,1240.5,-0.01318713406799361,1320960,0.44769458638038484,15.96871920824051,1.6302633449435233,0.9168050810694695,0.1808837890625,0.0030876698720252336,129,2.673490151879099
600.15,472.5,591,4002.5,1232.0,-0.013649632735177875,1331200,0.5941832896554843,15.968719297647477,1.633663409948349,0.89041343703866,0.1618896484375,0.0027294032114813607,130,2.708069160878503
614.12,525.0,591,4012.500000000001,1313.25,-0.011091473497799598,1341440,0.9222435222007335,15.968719220161438,1.6121146857738495,0.8372407756745815,0.1372314453125,0.0023795416467240833,131,3.5068945110078067
615.56,525.0,590,3955.0000000000005,1270.75,-0.012210538785438985,1351680,0.4017880777595565,15.968719309568405,1.6489830568432808,0.9040531709790229,0.16123046875,0.002700357752155811,132,2.6418716580794763
606.52,525.0,590,3887.500000000001,1262.0,-0.010030645741790068,1361920,0.8781951371347532,15.968719232082368,1.6353023447096349,0.8389134794473648,0.1347900390625,0.0023620029460747404,133,3.9948097466190604
626.44,525.0,590,4230.000000000001,1456.0,-0.011724351556040347,1372160,0.7746155988192186,15.968719255924224,1.6168570816516876,0.8461733311414719,0.1419921875,0.002082811027549159,134,3.5045609450514426
638.81,525.0,590,4230.000000000001,1535.75,-0.010468910445342771,1382400,0.7159377326956019,15.968719172477723,1.6188058480620384,0.8686030205339194,0.127197265625,0.0021692538252413114,135,3.620087013111847
644.45,500.0,590,4277.5,1582.0,-0.01131755870010238,1392640,0.6885710091795773,15.968719190359115,1.6333010852336884,0.8494595631957054,0.1463623046875,0.002263120253474303,136,2.778224702002624
626.52,500.0,590,4200.0,1453.75,-0.011320353779592552,1402880,0.4389903671806678,15.96871936917305,1.6474775128066539,0.9223563734441995,0.14794921875,0.0021844009624149793,137,3.0682060059429515
630.82,500.0,590,4177.5,1394.5,-0.013745939143700526,1413120,0.21970157775795088,15.968719255924224,1.661291692405939,0.9386778619140387,0.1572998046875,0.002546746857206345,138,1.9199307762634117
640.67,500.0,589,4152.5,1398.75,-0.009612662860308773,1423360,0.6088655071565882,15.96871924996376,1.6372628174722195,0.8639316491782665,0.123779296875,0.0020803410800229972,139,3.188380962294093
625.37,450.0,589,3962.500000000001,1259.75,-0.009689101282856428,1433600,0.8260593576356768,15.96871919631958,1.6161017388105392,0.8114783521741629,0.1426513671875,0.0023686379424592854,140,3.3786803978884747
616.34,450.0,589,4080.0000000000005,1255.0,-0.011343877980834804,1443840,0.9246108651161193,15.968719255924224,1.6320124737918378,0.8462532259523868,0.1385009765625,0.002092540296735371,141,2.9437373218799148
590.95,422.5,589,3962.500000000001,1213.25,-0.011088063413626514,1454080,0.7248434720095247,15.968719255924224,1.647521448880434,0.8637133732438087,0.1391845703125,0.00250668096150582,142,2.6178187594459623
599.56,397.5,589,4127.5,1310.5,-0.010101047795615159,1464320,0.8030766435433179,15.968719309568405,1.633896267414093,0.820222532376647,0.132568359375,0.002120670968338683,143,3.478855375225634
