P01:episode_rewards,policy_loss,P09:episode_rewards,episode_length,explained_variance,fps,policy_entropy,advantage_norm,grad_norm,epoch_idx,frames,value_loss,PMM:episode_rewards
0.0,0.0019288785249227658,3.0,178.81,0.08490751922130585,713,1.3654559552669525,1.0592396511137485,0.21838833799920898,35,280000,0.010162075361658935,1.31
0.0,-0.00012917995249154047,3.0,169.87,0.34871563732624056,714,1.3633129954338075,1.3073728255927564,0.3051564172689687,36,288000,0.013664112332917285,1.07
0.0,-0.0024749240461096633,3.0,175.4,0.37308323085308076,715,1.3604820048809052,1.235248200893402,0.30336706469418456,37,296000,0.01144203112082323,1.19
0.0,-0.001851658586820122,3.1000000000000085,178.79,0.48920774400234224,717,1.375915230512619,1.0743512126803398,0.24441363131038962,38,304000,0.00896250334510114,1.34
0.0,-0.0019215637633169535,3.0,172.32,0.17414739549160005,716,1.3754367005825043,1.1323427386581897,0.29156771093575445,39,312000,0.010655673976871186,1.19
0.0,-0.0035040612352167954,3.0,174.21,0.645273243188858,717,1.379970977306366,1.332811565697193,0.33164363762027593,40,320000,0.01293015901115723,1.21
0.0,-0.003820615895674564,4.1000000000000085,186.82,0.6489085233211518,715,1.3568864119052888,1.3350027719140052,0.31951877927556804,41,328000,0.012911148611456156,1.56
0.0,-0.0033374589018058034,5.0,206.47,0.833141942024231,713,1.3401504182815551,1.3083962440490722,0.3543019754499461,42,336000,0.012265242539579049,2.11
0.0,-0.002666953350417316,8.100000000000009,213.52,0.8605913335084915,712,1.3315062463283538,1.207850381731987,0.3113348358456989,43,344000,0.010645410731667653,2.37
0.0,-0.0011478957207873464,9.0,218.01,0.8986881875991821,710,1.3309918797016145,0.9960666558146477,0.2517905562768968,44,352000,0.007569570949999616,2.52
0.0,-0.001688656601763796,7.1000000000000085,214.15,0.919707196354866,706,1.3407050669193268,0.9482349973917007,0.2603208316435878,45,360000,0.006808682793052867,2.31
0.0,-0.002028652118460741,5.1000000000000085,200.91,0.9299657756090164,702,1.3401980125904083,0.8767815294861794,0.22648568857186846,46,368000,0.005771667524240911,1.93
0.0,-0.0021474209963344036,6.1000000000000085,205.08,0.9351455652713776,698,1.3356533885002135,0.8109382319450379,0.20641305950142505,47,376000,0.005007826774381101,2.08
0.0,-0.0007231284111912828,6.1000000000000085,196.91,0.9284858810901642,694,1.3340776348114014,0.8640574073791504,0.2189864935117992,48,384000,0.006180909411632456,1.88
0.0,-0.00020548650907585399,5.0,196.17,0.9579641193151474,690,1.3275986731052398,0.7922011360526084,0.2008802277069903,49,392000,0.0046508895920123906,1.84
0.0,-0.0015342348697595298,9.0,212.11,0.8782498276233673,685,1.3208608400821686,0.9185392314195633,0.24181535831762782,50,400000,0.006591879014740698,2.39
0.0,-0.000976937111990992,5.0,209.99,0.9542445868253708,680,1.3296472227573395,0.7717315432429314,0.1858521221783226,51,408000,0.004733895414683502,2.19
0.0,-0.0007296750172099564,5.0,203.74,0.9523765087127686,677,1.3365558886528015,0.7573097923398018,0.19922375365751718,52,416000,0.00474614352104254,2.01
0.0,-0.0022830320197681432,5.0,205.89,0.9572474521398544,673,1.334500846862793,0.7648239052295684,0.19383977878122838,53,424000,0.004682849828677718,2.07
0.0,2.477270900271833e-06,4.1000000000000085,188.21,0.9674911618232727,669,1.3345790088176728,0.6214396001398563,0.15438036585805665,54,432000,0.0036579295821138657,1.55
0.0,-0.0009758724508719752,5.0,198.46,0.9718462342023849,664,1.3410799491405487,0.6379828177392483,0.15735344466712373,55,440000,0.0033563289447920397,1.92
0.0,-0.000699684694991447,8.0,201.78,0.9520741480588913,661,1.340022451877594,0.684924800992012,0.16559858457815158,56,448000,0.003607888364349492,2.08
0.0,-0.00018086904252413662,5.200000000000017,199.91,0.9487384086847306,656,1.3368171179294586,0.706362776607275,0.18106015501641362,57,456000,0.004533272530970862,1.96
0.0,-0.0003370294565684162,8.100000000000009,202.02,0.9471543276309967,652,1.3579445886611938,0.807982611656189,0.1995805620926072,58,464000,0.005182938401121646,2.13
0.0,7.979371002875268e-06,9.0,208.13,0.911882296204567,649,1.3627831363677978,0.9520909005403518,0.21525028092569426,59,472000,0.00711870587489102,2.22
0.0,-0.0015617264074535343,5.1000000000000085,201.22,0.9650700968503952,646,1.3459334528446198,0.6669611220061779,0.1605509768794294,60,480000,0.0036622623333823867,1.92
0.0,-0.001999369326949818,6.200000000000017,202.74,0.9409530770778656,643,1.3480287647247315,0.7476164585351944,0.18231709047822964,61,488000,0.00494584199244855,2.01
0.0,-0.0011260929945274257,9.0,217.85,0.9385555070638657,639,1.3623558855056763,0.8575341367721557,0.19718930884430885,62,496000,0.005993238795199431,2.49
0.0,-0.00016929936118685872,9.0,216.17,0.9569287580251694,636,1.3678297090530396,0.7088670310378075,0.16643346143125093,63,504000,0.004233915288932621,2.44
0.0,-0.0003799465652264189,5.0,199.49,0.9574555045366288,632,1.3699786126613618,0.6192837108671665,0.14834676309556225,64,512000,0.003601647378236521,1.9
0.0,-0.0013198545949126127,5.0,200.6,0.9761322683095932,628,1.3545030665397644,0.5217334613204002,0.12455923801203272,65,520000,0.0024239652580581605,1.75
0.0,-0.0013568066454899962,5.0,205.63,0.8820829129219055,625,1.3558226490020753,0.9239044070243836,0.23069074698498582,66,528000,0.007605808007356245,1.97
0.0,2.0821285870624708e-05,5.0,211.23,0.9581477546691894,622,1.3527823781967163,0.6946576495468616,0.17503901192556712,67,536000,0.004202677349676378,2.17
0.0,-0.001684876626241021,5.0,205.26,0.9418303769826889,619,1.3592794573307037,0.8294117134809494,0.20239274793015927,68,544000,0.005804175006633158,2.0
0.0,-0.00042259184941940476,5.0,195.61,0.9639704191684723,615,1.354445414543152,0.5863167153298855,0.13195857962776306,69,552000,0.0031345208134735004,1.77
0.0,-0.000753957700508181,5.1000000000000085,218.77,0.9488225424289704,612,1.352017138004303,0.859920679628849,0.20876295058712507,70,560000,0.005718417465104721,2.29
0.0,-0.0011749447314650752,6.200000000000017,221.89,0.9650743621587753,609,1.3298060309886932,0.7039911197125912,0.17373618822408857,71,568000,0.003971561646321789,2.43
0.0,-0.0018756302201654762,9.0,234.62,0.927112882733345,607,1.3541429364681243,0.8637222085893154,0.19258556786185504,72,576000,0.006234190250979737,2.84
0.0,-0.0025239799471455625,6.0,210.63,0.8416060227155685,604,1.338935432434082,0.9387125837802887,0.269203997938525,73,584000,0.008561331474338659,2.18
0.0,-0.0006500374216557248,6.0,210.6,0.9407390469312668,601,1.3342348039150238,0.7902806694805622,0.20085763805865123,74,592000,0.005197387897933368,2.08
0.0,0.0023564490303397178,5.0,205.51,0.9028710353374482,598,1.3621693778038024,0.9620361763238907,0.23246118573915958,75,600000,0.007407496165251359,1.95
0.0,-0.003663714022914064,6.1000000000000085,223.6,0.905034504532814,596,1.35519899725914,1.0644230246543884,0.24961961182335632,76,608000,0.00860562939022202,2.48
0.0,-0.00042081657564267515,8.100000000000009,223.14,0.9252356648445129,594,1.3582426619529724,0.906631214171648,0.20850494183127333,77,616000,0.006643766348133795,2.59
0.0,-0.0007788546802476048,6.0,219.83,0.9041171658039093,593,1.364635977745056,1.0756406766176223,0.25611643168806436,78,624000,0.008589446013793349,2.45
0.0,0.0012183939630631357,5.0,216.83,0.7377050191164016,592,1.3293331545591354,1.4569671142101288,0.49278489044829726,79,632000,0.021119988758582623,2.32
0.0,-0.0009573010524036363,5.0,210.38,0.9216567862033844,591,1.3541323578357696,0.8747524613142014,0.19824475771675362,80,640000,0.006057251107413322,2.09
0.0,-0.00021581029403023422,5.1000000000000085,218.63,0.9187833452224732,590,1.3417480027675628,0.9175769382715225,0.22138007521612238,81,648000,0.006463407273986377,2.43
0.0,-0.0022986208630027248,9.0,237.21,0.9136908048391342,589,1.3547921776771545,0.9512219423055649,0.2343965061631682,82,656000,0.0065487352694617584,2.95
0.0,-0.002455742213205667,9.0,246.01,0.9262754058837891,588,1.3190240275859832,1.0037691047787667,0.25828134975777306,83,664000,0.007555668945424259,3.2
0.0,0.00044478175819676833,8.100000000000009,229.73,0.9198212349414825,588,1.3514584338665008,0.9636766016483307,0.2439317493586782,84,672000,0.00711194169591181,2.73
0.0,-0.0014378224665415474,5.0,201.61,0.8869076758623123,587,1.351882301568985,1.0714743280410766,0.27022515503471517,85,680000,0.008509436172898859,1.96
0.0,-0.0007721224390843418,6.200000000000017,210.3,0.9368796622753144,586,1.3478735160827637,0.9041957817971706,0.2230260957521806,86,688000,0.006402053427882493,2.26
0.0,-0.0035678922859369777,7.200000000000017,222.66,0.9266154950857163,585,1.3369513082504272,0.9602722412347794,0.24531260799900464,87,696000,0.006928142311517149,2.55
0.0,-0.0011283696712325764,9.0,225.09,0.9156099486351014,585,1.3275140273571013,1.04232995480299,0.2717700853018011,88,704000,0.008175480912905186,2.65
0.0,-0.0015066999138798566,6.0,212.49,0.88809614777565,584,1.3426207184791565,1.0219100052118302,0.26425809852025123,89,712000,0.007997336427215486,2.23
0.0,0.0005657253257231787,6.0,212.51,0.8559663760662078,583,1.3454613173007965,1.1966607382893562,0.30776088824643444,90,720000,0.010672431521816178,2.29
0.0,-5.459503940073773e-05,6.0,224.9,0.9254343891143799,582,1.3416485071182251,1.0009916341304779,0.25225645838921434,91,728000,0.007338888685917482,2.57
0.0,-0.0002262157792574726,8.0,231.7,0.8910531806945801,582,1.3582464790344237,1.0632330444455147,0.25152893277092647,92,736000,0.008356378293246963,2.87
0.0,-0.001154878517263569,9.0,229.86,0.9319550865888595,581,1.3412224650382996,0.847436241954565,0.22175340894352769,93,744000,0.005820611600647681,2.78
0.0,-0.005505055411485955,5.1000000000000085,218.43,0.8542406183481216,580,1.30120507478714,1.313352417051792,0.3029401281928349,94,752000,0.01268388238735497,2.42
0.0,-0.0005835247822142264,5.0,215.88,0.8632531702518463,579,1.2977153694629668,1.1037331873178482,0.2688938848567112,95,760000,0.008908637000713497,2.44
0.0,-0.001968495623441413,7.0,226.5,0.8952005732059479,578,1.3151230382919312,1.1962241852283477,0.31415213208669485,96,768000,0.010063604027964175,2.81
0.0,-0.0007366977632045745,7.0,228.29,0.908895479440689,577,1.3296839666366578,1.0584414824843407,0.2624969980767544,97,776000,0.008366052669007331,2.78
0.0,-0.0020256345477537253,7.0,237.25,0.9290869843959808,577,1.3359714806079865,0.9830655211210251,0.23914447833626987,98,784000,0.007216874840087257,2.96
0.0,-0.004148863900481956,8.0,239.59,0.8348807007074356,576,1.2765250265598298,1.368115335404873,0.3216203448761656,99,792000,0.013394567767390982,3.12
0.0,-0.003011713720479747,8.0,239.05,0.8685698479413986,575,1.3045672917366027,1.207843914926052,0.29268762883398336,100,800000,0.01088514567236416,3.3
0.0,-0.0041153497839695775,7.0,237.84,0.8372732782363892,575,1.2965889179706573,1.338967262506485,0.3329733385879489,101,808000,0.01290261720889248,3.18
0.0,-0.0015628799860132859,6.1000000000000085,209.95,0.9152217942476273,574,1.3199823415279388,0.9863030502200126,0.270021863796582,102,816000,0.007425173473311588,2.28
0.0,-0.004280674388865009,6.0,203.05,0.9016393387317657,573,1.2846838533878326,1.0854352983832358,0.2857582110526746,103,824000,0.008364876104751602,2.12
0.0,-0.002355463444837369,9.0,225.29,0.8473643571138382,573,1.277776256799698,1.407144404053688,0.37842481780905396,104,832000,0.014161875982536003,3.09
0.0,-0.0036714236595435067,9.100000000000009,233.65,0.9127763980627059,572,1.2988844001293183,1.0807201850414276,0.2634469584051328,105,840000,0.008821288491017185,3.47
0.0,-0.0014970205456211261,10.100000000000009,246.23,0.9191374450922012,571,1.3004190528392792,1.0377032500505448,0.2674767584763763,106,848000,0.007479170056758449,3.91
0.0,-0.002030252713011578,9.100000000000009,234.64,0.9203409129381179,571,1.3124875056743621,1.0333576679229737,0.2552146123980481,107,856000,0.007718929358525202,3.29
0.0,-0.0028840419715561436,9.0,233.29,0.9461181163787842,570,1.290124535560608,0.9104574713110923,0.23021149109002614,108,864000,0.005652239301707595,3.16
0.0,-0.0009711364074610173,6.1000000000000085,227.29,0.9130463242530823,569,1.3074527442455293,1.0284331414103507,0.2630516248540118,109,872000,0.0076049618003889916,2.81
0.0,-0.0036461333055922297,6.1000000000000085,223.38,0.9234626871347428,569,1.3012462043762207,1.0996453830599784,0.2749679191800838,110,880000,0.008620552907232196,2.79
0.0,-0.001200871114851907,9.0,238.14,0.9250832331180573,568,1.2892565977573396,1.0439676809310914,0.26006065792597,111,888000,0.007621722662588581,3.23
0.0,-0.001916719781293068,9.0,249.29,0.9278849649429322,568,1.2758513867855072,1.0568029552698135,0.2880645763564923,112,896000,0.00793196276994422,3.8
0.0,-0.0034359398926608266,9.0,243.93,0.9264349514245986,567,1.2824466216564179,0.9892110520601273,0.2585839881513383,113,904000,0.0066853674990125,3.54
0.0,-0.0006027871242258697,9.0,232.8,0.9389501291513443,567,1.2957436370849609,0.9142334342002869,0.25578321112018065,114,912000,0.005737128987675533,3.12
0.0,-0.002513165889249649,7.0,223.77,0.9221223694086075,566,1.298887507915497,0.9822019389271737,0.24992317348826773,115,920000,0.0072192996955709535,2.75
0.0,-0.0009030568558227969,7.0,231.73,0.899196252822876,565,1.2966975390911102,1.1485297739505769,0.3020803376161241,116,928000,0.009553968536201864,3.0
0.0,-0.002324997527175583,8.0,236.35,0.9090221053361893,565,1.2919579470157623,1.125566254258156,0.2939811750827395,117,936000,0.009037164994515479,3.14
0.0,-0.000579908751315088,8.0,246.25,0.9349524366855622,565,1.3061940884590149,0.9696740052103996,0.25500396731918773,118,944000,0.00654631955199875,3.42
0.0,-0.0019876353521249258,8.0,247.73,0.9173133373260498,564,1.3119024705886841,1.1052412098646165,0.27550036118508103,119,952000,0.008638955731876195,3.46
0.0,-0.001889860151713947,7.1000000000000085,252.89,0.924577841758728,564,1.3173274767398835,1.0662396502494813,0.2907729435327232,120,960000,0.008124724129447713,3.52
0.0,-0.0006133028634940274,7.0,251.33,0.942262813448906,564,1.3193072366714478,0.9079093593358993,0.21828971796410618,121,968000,0.0061307230941019955,3.37
0.0,-8.354351288289763e-05,7.1000000000000085,248.65,0.91749582529068,563,1.3007341027259827,1.048100026845932,0.26732998653582846,122,976000,0.008148969723843038,3.34
0.0,-0.0023287308966973798,8.0,242.33,0.8823698526620865,563,1.2874673926830291,1.1943955889344215,0.2845302075755382,123,984000,0.00997049071942456,3.33
0.0,-0.0011661679144890514,9.100000000000009,258.05,0.929831645488739,563,1.3019482123851776,1.0087580633163453,0.23931281187588024,124,992000,0.007120337983360514,3.93
0.0,-0.0014370105224656982,10.100000000000009,264.93,0.8911389821767807,562,1.3152897119522096,1.1971532917022705,0.3043907719526679,125,1000000,0.009981948209460825,4.09
0.0,-0.0017594452307093888,9.0,263.72,0.8994737178087234,562,1.2938572764396667,1.1731694081425668,0.3059470996644261,126,1008000,0.009795278069796041,4.01
0.0,-0.002755290079257975,9.0,259.42,0.9112998855113983,562,1.299591645002365,1.1473315358161926,0.29465274185290513,127,1016000,0.00925086714560166,3.91
0.0,-0.0015562446365402138,8.0,250.56,0.9123623943328858,561,1.2925801360607148,1.213971998989582,0.3192987265639085,128,1024000,0.010177452713251114,3.66
1.0,-0.00038679561112076044,8.100000000000009,261.85,0.8583045995235443,561,1.3103647541999817,1.2620432871580123,0.31065199852400815,129,1032000,0.011095893128076567,3.97
0.9000000000000004,-0.0023851832924992778,9.0,269.21,0.9156966549158096,561,1.3120403897762298,1.043682768344879,0.2813272900461655,130,1040000,0.007581280258018523,4.15
1.0,-0.002488747235620394,9.0,277.49,0.845499307513237,560,1.2604171776771544,1.5316620475053788,0.43201036578917745,131,1048000,0.015979460414964706,4.48
1.0,-0.005354630327783525,9.0,282.87,0.8294716173410416,560,1.274323455095291,1.5364532899856567,0.43849821229335595,132,1056000,0.015835369189735504,4.61
1.0,-0.0015450589393731207,9.100000000000009,278.29,0.8783914035558701,559,1.2930757987499237,1.3593886452913284,0.34797874725496797,133,1064000,0.012446001372300088,4.84
1.0,-0.0072949370418791655,10.100000000000009,301.43,0.8507005268335343,559,1.2999568486213684,1.4051215517520905,0.38208991784784985,134,1072000,0.013697041552513839,5.45
1.0,-0.0030609924349118954,11.0,301.31,0.8426366180181504,559,1.2792734837532043,1.4873617708683013,0.41417799363552843,135,1080000,0.014750754453707486,5.38
1.0,-0.003834206382744014,11.0,309.98,0.8276359981298447,559,1.2765845692157745,1.5152930623292924,0.40880352884184235,136,1088000,0.01522189608309418,5.73
1.0,-0.003122891170787625,12.0,326.11,0.8478152924776077,558,1.2685127234458924,1.416849833726883,0.365600390098234,137,1096000,0.013386732630897314,6.33
1.9000000000000004,-0.003250625050859526,11.0,310.76,0.8720801037549972,558,1.241041384935379,1.3746494716405868,0.3978466354922306,138,1104000,0.012600264756474643,5.86
2.0,-0.0009872080816421657,11.0,317.23,0.8294983768463134,558,1.2393225979804994,1.4666826099157333,0.40017502127599563,139,1112000,0.01461023680632934,6.01
2.0,0.0008066727657569572,12.0,323.47,0.8011171001195908,558,1.2710701930522919,1.6224975597858429,0.49144569188508663,140,1120000,0.017989591951481997,6.13
2.0,-0.002614417252189014,11.0,322.36,0.8206715923547745,557,1.2791313189268112,1.5145730423927306,0.41500894848348013,141,1128000,0.01630498856306076,5.83
2.0,-0.00395879357936792,12.0,332.52,0.8308282345533371,557,1.2703363084793091,1.4990112215280533,0.41676860353651635,142,1136000,0.015089713586494326,6.28
2.0,-0.000487590151024051,12.0,331.03,0.8576041519641876,557,1.2576843631267547,1.3559927177429199,0.351955317195397,143,1144000,0.012333925031125546,6.42
2.0,-0.002630383005371186,11.100000000000009,333.12,0.8648764610290527,556,1.267525736093521,1.3626480031013488,0.35845284798156496,144,1152000,0.012634886202868074,6.37
2.0,-0.0030737031518947334,12.0,342.69,0.8529649794101715,556,1.2125416696071625,1.4213347864151,0.41265560716550126,145,1160000,0.013288075437303632,6.87
2.0,-0.0055435093876440075,12.0,348.29,0.8082422256469727,556,1.227661567926407,1.592964125275612,0.45802511432571336,146,1168000,0.01699900591978803,6.93
2.9000000000000004,-0.004067541869881097,12.100000000000009,361.32,0.7835369509458542,556,1.2381763124465943,1.5911834198236465,0.4299718088215404,147,1176000,0.01710182591341436,7.25
3.0,-0.005373170871753246,13.0,373.97,0.7910917735099793,556,1.207828801870346,1.67017638027668,0.48814768775230477,148,1184000,0.0186096115084365,7.61
3.0,-0.0029786255810176953,13.0,370.95,0.7871459585428238,555,1.1974864423274993,1.623647174835205,0.4440672285835,149,1192000,0.017566618658602238,7.52
3.0,-0.008633697066106833,13.0,378.19,0.777648229598999,555,1.2488476395606996,1.655591921210289,0.4721256986595317,150,1200000,0.018571845395490526,7.57
3.0,-0.0018552137816732284,12.100000000000009,365.32,0.8220378410816193,555,1.2424653911590575,1.5772263997793197,0.4380892380465326,151,1208000,0.0167032827809453,7.07
3.0,-0.003582083135843277,11.0,360.19,0.8097011339664459,555,1.1834156620502472,1.6081653535366058,0.44553953205033037,152,1216000,0.017063740557059646,7.0
3.9000000000000004,-0.004408946402400034,11.0,374.27,0.7792971986532211,555,1.198258706331253,1.610147454738617,0.47583206354140806,153,1224000,0.017295974688604474,7.22
3.0,-0.005298521218101086,12.0,361.65,0.8345895230770111,554,1.2183008944988252,1.5031215912103653,0.4226089130254729,154,1232000,0.014964248416945339,7.14
3.0,-0.002532244341891783,12.0,367.93,0.7787326020002365,554,1.223237190246582,1.6501298701763154,0.45559101217956943,155,1240000,0.01788012166041881,7.3
3.0,-0.0022049914322269616,12.0,376.0,0.7946965277194977,554,1.2045199596881866,1.6533453315496445,0.46618184582764494,156,1248000,0.018158596279099583,7.77
3.0,-0.0025538680818863214,13.0,375.26,0.8168351155519485,554,1.1993630421161652,1.632450691461563,0.4565516781155685,157,1256000,0.017781059083063155,7.65
3.0,-0.0022663437778828667,14.0,384.79,0.7806715214252472,553,1.1987742221355437,1.6224684435129166,0.4350413905985962,158,1264000,0.017778822383843363,8.25
3.0,-0.0009526456834282726,14.100000000000009,397.64,0.7817945778369904,553,1.1895659977197648,1.6357553672790528,0.4483329938884904,159,1272000,0.017754357184749096,8.69
3.0,-0.007505731502606068,14.100000000000009,400.01,0.8240953081846237,553,1.1916672587394714,1.5802455854415893,0.4599722129536508,160,1280000,0.01657551881391555,9.03
3.0,-0.001241955552250147,14.100000000000009,399.55,0.8355011630058289,553,1.225571367740631,1.4872127282619476,0.3874040724997955,161,1288000,0.014927753647789359,9.07
3.9000000000000004,-0.004400520323833916,14.100000000000009,400.53,0.817566727399826,553,1.1907385861873627,1.5594170331954955,0.4342711890104906,162,1296000,0.016283147833310068,8.92
3.0,-0.005257144998467993,14.100000000000009,402.26,0.7938291656970978,552,1.1631476819515227,1.6906984359025956,0.477318079666092,163,1304000,0.018973674280568956,9.0
4.0,-0.004796253164822701,14.0,408.53,0.8045398724079132,552,1.208438025712967,1.5478377318382264,0.4366906086965601,164,1312000,0.015979129516053944,8.88
4.0,-0.005621120061696274,14.0,405.7,0.785537918806076,552,1.1626712840795517,1.601717889904976,0.4770518356930783,165,1320000,0.01760603385977447,8.58
3.9000000000000004,-0.005056638180540176,14.0,406.78,0.7894762200117111,552,1.1588690286874772,1.6351722800731658,0.49099843412317073,166,1328000,0.017851517153903842,8.68
3.9000000000000004,-0.006576633654913166,14.0,416.4,0.757257519364357,552,1.1856329870223998,1.8197234606742858,0.5284449059688705,167,1336000,0.021784489532001315,8.81
4.0,-0.005802491188514978,14.0,426.52,0.7557814556360245,552,1.221596088409424,1.7249238777160645,0.4616241054750773,168,1344000,0.019869555030018093,8.89
4.0,-0.0039942348864860835,14.0,421.15,0.7379572409391403,551,1.2044991886615752,1.7421308428049087,0.49214811530048747,169,1352000,0.020415649730712176,8.91
4.0,-0.003250768528378103,14.0,423.13,0.8068291676044465,551,1.1957474088668822,1.6194128584861756,0.4398041166013305,170,1360000,0.01750813459046185,9.03
4.0,-0.003247208211569159,14.0,427.72,0.7934555512666702,551,1.1931700789928437,1.6750351506471635,0.45726919414844064,171,1368000,0.018762828875333072,9.03
5.0,-0.00295504059526138,14.0,427.28,0.8232594054937362,551,1.201530292034149,1.5893183422088624,0.448696473486933,172,1376000,0.016724773440510033,9.31
4.0,-0.0014720128735643812,14.0,426.78,0.7462790393829346,551,1.198140275478363,1.7074983793497085,0.4710507487421088,173,1384000,0.019732361994683742,9.5
