clip_fraction,P09:episode_rewards,approx_kl_divergence,grad_norm,advantage_norm,frames,policy_entropy,policy_loss,PMM:episode_rewards,epoch_idx,episode_length,fps,value_loss,explained_variance,P01:episode_rewards
0.522802734375,307.5,1519.7811728703261,7804862.671059484,15.968714660406112,10240,0.9832486948440226,0.048911241284076826,183.92857142857142,1,333.2857142857143,435,3308963.5955532575,-3.5153498757630586,125.0
0.2521240234375,300.0,0.004012070041403604,0.08000429922294236,15.968717801570893,20480,1.7581021711230278,-0.0007959923437738326,178.50877192982455,2,343.6140350877193,342,0.008820261796063277,-8.195638656616212e-09,50.0
0.2496337890625,300.0,0.003299755182638364,0.05835154180567479,15.968717819452285,30720,1.785831629484892,-0.0020091124031750953,167.69662921348313,3,338.34831460674155,377,0.008503921937153791,-1.3411045074462891e-08,50.0
0.2396728515625,307.5000000000006,0.0032524578548759563,0.051349100583139774,15.968717753887177,40960,1.7791449390351772,-0.002218209176862729,167.5,4,336.54,407,0.00839798484230414,-1.4901161193847657e-09,25.0
0.2715576171875,477.5000000000002,0.0039103168879933035,0.05404583449139028,15.968716889619827,51200,1.7775660127401351,-0.0017809094690164784,176.0,5,333.98,426,0.009476500805729416,-1.4901161193847657e-09,25.0
0.21298828125,525.0,0.0027564062583792293,0.05270242376196375,15.968717575073242,61440,1.7735828295350076,-0.0015041692058730405,186.75,6,335.75,439,0.007521504199667106,-4.470348358154297e-09,0.0
0.2543701171875,475.0,0.003631923276645921,0.052209670398655185,15.968717575073242,71680,1.781635881960392,-0.0018360566769842989,172.75,7,335.47,444,0.007716843504567805,-5.215406417846679e-09,25.0
0.209765625,500.0,0.0026999183511748014,0.056721032667732194,15.968714368343353,81920,1.7806814387440681,-0.0013672337201569463,174.75,8,334.58,452,0.009620521325197728,-1.0430812835693359e-08,25.0
0.265673828125,380.00000000000045,0.0035492835418835965,0.04958647593352762,15.96871621608734,92160,1.7826248727738858,-0.0019612466043327005,156.75,9,330.75,461,0.00684454493467399,1.1175870895385742e-08,25.0
0.1979736328125,425.0,0.002822164127871929,0.05442816988175932,15.968714606761932,102400,1.7858593337237836,-0.000965864144382067,158.25,10,331.06,466,0.008614200620979773,-2.3469328880310058e-08,25.0
0.24501953125,307.5000000000006,0.003418590382500497,0.054998013929791104,15.968717592954636,112640,1.7745241090655326,-0.0014675713264296064,150.25,11,330.52,474,0.008160124571077176,5.215406417846679e-09,25.0
0.20556640625,300.0,0.002894603451807143,0.053360015961562625,15.968717551231384,122880,1.7768981784582139,-0.0017005991918267681,158.75,12,333.15,479,0.008740695379037789,-7.82310962677002e-09,22.500000000000007
