epoch_idx,explained_variance,PMM:episode_rewards,rollout_prob_std,avg_q_selected,policy_gradient_bias_correction,policy_loss,P09:episode_rewards,policy_gradient_loss,episode_length,P01:episode_rewards,frames,avg_q_retraced,fps,q_loss,advantage_norm,grad_norm,policy_entropy,model_prob_std
15,-4.434387811024984,0.0,0.00707791312597692,-0.0010744895376774365,0.0,6.393226420489858e-05,0.0,6.393226420489858e-05,3324.375,0.0,108000,-0.0010117013659813286,428,1.0812275077872375e-05,0.03256329894065857,0.0016502550951312935,2.1951918840408324,0.007077913203587135
16,-3.2866577386856077,0.0,0.005651708335305253,-0.00018178439928912365,0.0,1.235164282131033e-05,0.0,1.235164282131033e-05,3324.375,0.0,115200,-0.0001645329590246547,434,3.792279034087187e-06,0.015534577053040266,0.0007333122226852948,2.1959170579910277,0.005651708521569768
17,-4.2970641682608415,0.0,0.007509533667797716,-0.0006494921999819058,1.3795680134007827e-06,4.800653014275445e-05,0.0,4.662696220896304e-05,3324.3055555555557,0.0,122400,-0.0006234760644931743,435,9.825072295065505e-06,0.030326176901291267,0.0015599109208688498,2.1954875663569364,0.0065151700686118886
18,-3.8003633910575236,0.0,0.00972449959737431,0.0002193102219414499,1.1306904178907164e-06,-1.8039105736988879e-06,0.0,-2.9346011758863437e-06,3324.3055555555557,0.0,129600,0.00022795103178202257,429,3.843193427025543e-06,0.01897679397964446,0.0009161591243395737,2.195662372143811,0.006221149645649664
19,-3.6197107172516922,0.0,0.009137916091192641,0.000227067141517159,2.549628700352217e-06,6.819074682541199e-06,0.0,4.269445912282763e-06,3324.3055555555557,0.0,136800,0.00023704107618748575,424,2.8837102863843622e-06,0.016515914078102146,0.0008202672749435008,2.19565088155093,0.006216177747895319
20,-3.384650115506359,0.0,0.00965648502083717,5.869600214963018e-05,1.4601032902842446e-06,9.596812671968407e-06,0.0,8.13670966212213e-06,3324.3055555555557,0.0,144000,7.941697048187611e-05,417,3.1261220695177247e-06,0.017261744372007098,0.0008200710743000539,2.195215290494697,0.00704632805929539
21,-3.077340927187097,0.0,0.009508295526380635,0.00044025340409842084,3.96085335120861e-06,-2.7389748919434236e-06,0.0,-6.699828167588822e-06,3324.3055555555557,0.0,151200,0.0004456973582160745,413,2.6091262164731115e-06,0.01541975690187423,0.0006932973968801257,2.1950343265546057,0.007359353306483989
22,-3.1739261010273423,0.0,0.00971351182297064,0.0001649473261165149,6.304226862149123e-06,-2.286751572355161e-05,0.0,-2.917174289734252e-05,3324.3055555555557,0.0,158400,0.000132970669769964,409,2.62293982632791e-06,0.015943611832310953,0.0006710903412386276,2.1948850064239807,0.007602563684919563
23,-3.335818226375277,0.0,0.009491507184806295,-2.0521272552866837e-05,1.8407864492660114e-06,-1.1505145160590568e-05,0.0,-1.3345931792469308e-05,3324.2083333333335,0.0,165600,-3.6975069077295185e-05,403,1.8005150198037787e-06,0.012967534920523466,0.0005472051974259395,2.1947013130831343,0.007903760168479667
24,-3.488194258166598,0.0,0.009667198126457523,-3.598409044442174e-05,2.814722413698619e-06,4.222822676545902e-06,0.0,1.4080999238038694e-06,3324.2083333333335,0.0,172800,-3.653193860714082e-05,399,1.3326172682852372e-06,0.011122698781126795,0.0004720611653036095,2.1943032826139928,0.008502385515300581
25,-3.5731771484262507,0.0,0.009389308146959817,-0.00019612955738677028,3.821160583579304e-06,1.249194032691561e-05,0.0,8.670779568437229e-06,3324.2083333333335,0.0,180000,-0.00019152574190017582,396,1.2125559970519119e-06,0.010744537412168902,0.00046245588707676796,2.1940230989719947,0.00890324598601596
26,-3.7580300274601686,0.0,0.010991352532057722,-0.0003718534069572936,4.346047116089324e-06,1.170713414408224e-05,0.0,7.361086951259188e-06,3324.2083333333335,0.0,187200,-0.0003707792522938555,394,1.5872095585275812e-06,0.0127446960462208,0.0005162230333418547,2.193519692581797,0.009587812532619056
27,-3.2477848804753924,0.0,0.009296757075036308,-0.00021042626366414685,8.784466717482955e-07,1.0267817050199874e-05,0.0,9.389370332045804e-06,3324.2083333333335,0.0,194400,-0.00020288321033235882,393,1.0705614424833152e-06,0.009826821966802643,0.0004082328132168877,2.1934345371256425,0.009712335995457594
28,-3.734647274200248,0.0,0.010080772803347342,-5.77992190090049e-05,4.064413418245847e-06,1.8883282878757306e-05,0.0,1.4818869497119261e-05,3324.233333333333,0.0,201600,-3.785769336973943e-05,389,1.3921553603358492e-06,0.011855254384483307,0.0004900227047153718,2.1925648928067036,0.01077803430991326
29,-3.9242172630533343,0.0,0.010027367511804823,0.0001536525146191288,1.5747175520716828e-06,-1.8078760683692963e-06,0.0,-3.3825937742982925e-06,3324.233333333333,0.0,208800,0.0001550095788241713,387,8.941768263696981e-07,0.009321799331089658,0.00038698770360998255,2.192215953904485,0.011183167615099738
30,-3.534998112216828,0.0,0.010074029119036078,6.693038473966927e-05,3.50100899769172e-06,4.329334099036104e-06,0.0,8.283252660383207e-07,3324.233333333333,0.0,216000,7.067827595586363e-05,384,7.643916961809223e-07,0.008321848685502706,0.0003476456832270754,2.1918865053994314,0.01153772779782278
31,-3.6565683006294187,0.0,0.010670123550031956,2.546567141291148e-05,4.135897773349168e-06,1.0215921314962572e-05,0.0,6.080023333494309e-06,3324.233333333333,0.0,223200,3.208070656159277e-05,383,8.137667315858428e-07,0.008954133502926514,0.00037598449333951057,2.191192573375172,0.012271516963410828
32,-4.120204523470667,0.0,0.010780056170705293,0.00016480154444757823,3.7012860775470705e-06,1.4740550731102286e-05,0.0,1.1039264988952441e-05,3324.233333333333,0.0,230400,0.00018907091268404117,382,8.77491352375528e-07,0.009044103246156334,0.00035843627949713443,2.190459765990575,0.0130056500012331
33,-3.706035044855541,0.0,0.011151720747861657,0.000304256035625774,4.204341498549331e-06,3.2237265924907536e-06,0.0,-9.806150718996766e-07,3324.233333333333,0.0,237600,0.0003118529373340795,381,8.647329791549348e-07,0.009036801675175656,0.0003456915851586451,2.189847126357139,0.013578467801775015
34,-4.299824021960061,0.0,0.010932459118295578,0.0003552606530346176,3.7286261774990436e-06,-1.1034172054055019e-05,0.0,-1.4762798379471016e-05,3324.3333333333335,0.0,244800,0.0003493777725630242,380,6.741730738203688e-07,0.007632196174688741,0.00029311185352497745,2.189296954699925,0.014084992662242186
35,-4.360245058542836,0.0,0.011604324428280863,0.0002501736530642134,1.5585755071879005e-06,-7.267840274081328e-06,0.0,-8.826415838284078e-06,3324.3333333333335,0.0,252000,0.0002462535537659268,379,5.439357650296355e-07,0.006938274514020011,0.00026912831650970163,2.1887966801817456,0.014511907645082346
36,-4.081391919677849,0.0,0.011364416473596876,4.148711996126359e-06,1.1665175882236796e-06,-1.1001093082763606e-05,0.0,-1.2167610478193171e-05,3324.3333333333335,0.0,259200,-8.88824950538586e-06,378,6.611615456613528e-07,0.0074971263407804705,0.000305175121985764,2.1884018670345737,0.01485463383277415
37,-4.50413560942998,0.0,0.012492040790403112,-0.00014088340814600277,2.438335205557195e-06,1.5162754879192727e-05,0.0,1.2724419420125728e-05,3324.3333333333335,0.0,266400,-0.00012699117483331673,377,7.293755696237788e-07,0.008662587019655528,0.0003253771230077198,2.187985067623002,0.01519595941473242
38,-4.298255202836461,0.0,0.012179197004168398,-4.86966521236388e-05,-6.289076521176291e-07,-3.1370757737779207e-06,0.0,-2.508168179602422e-06,3324.3333333333335,0.0,273600,-5.355105301461023e-05,377,4.3906832174906085e-07,0.006267115603453325,0.00023096423463818874,2.1880244366769444,0.015172803937457503
39,-4.663484751881745,0.0,0.01201227108097916,-0.0001245267397916905,7.173101500181923e-07,-2.2035067540623788e-06,0.0,-2.9208168397986354e-06,3324.3333333333335,0.0,280800,-0.00013072129085625297,376,6.908963388777984e-07,0.008160951935677547,0.0003095363351484334,2.187912971992341,0.015264423242240414
40,-4.6177007035572055,0.0,0.012178126266731253,-7.428575722214692e-05,5.679719846944308e-07,1.4465994384928699e-05,0.0,1.3898022334182141e-05,3324.3333333333335,0.0,288000,-5.781832880035057e-05,375,4.043574460435792e-07,0.006055603460990825,0.00022727974145493815,2.1878334002583113,0.015328583123972984
41,-4.462057922245965,0.0,0.012199222145074849,1.8012247093242202e-05,1.2059187856195157e-06,-1.3670484156546448e-06,0.0,-2.5729672217218133e-06,3324.3333333333335,0.0,295200,1.540600484990108e-05,375,5.24308810695035e-07,0.006518955415071028,0.0002868155131358619,2.1877382382450907,0.015397869838012394
42,-4.401026451291231,0.0,0.01230774163879533,-3.796948359645321e-05,1.1452431325793812e-06,4.4428345041095864e-06,0.0,3.2975912016643446e-06,3324.3333333333335,0.0,302400,-3.6833066780302274e-05,374,4.274977150050112e-07,0.0064061283179135025,0.00026329249270679354,2.1875756598275804,0.01552656116417397
43,-4.567268353066748,0.0,0.012257715661261015,-2.9413799917858854e-05,1.4648512650658842e-06,3.7596783494635658e-06,0.0,2.2948271442579e-06,3324.3333333333335,0.0,309600,-2.4158329909186495e-05,372,4.1925653743614187e-07,0.006341844514415324,0.00022512234013120745,2.1870579338988296,0.01594355580075422
44,-4.7155006234891825,0.0,0.012667279560747187,1.5577986001267945e-05,1.01135147310162e-06,6.0194137287350935e-06,0.0,5.008062325053873e-06,3324.3333333333335,0.0,316800,2.2716344932032322e-05,372,3.484035802300084e-07,0.005659225242013463,0.00019596179724486212,2.186888762006053,0.01608878398777316
45,-5.061208718548376,0.0,0.012863940047790057,0.00011532429771185798,1.470157575997606e-06,6.272068267415465e-06,0.0,4.801910783290472e-06,3324.3125,0.0,324000,0.00013010212878860467,371,3.966770359436662e-07,0.006289528717831081,0.00025876496384825406,2.1867738818460034,0.016178761212692336
46,-4.699509242905511,0.0,0.012681146827193774,0.0002101944089557196,1.0901225984861e-07,-6.981018179669178e-06,0.0,-7.0900304132418025e-06,3324.3125,0.0,331200,0.0002057092697179455,370,3.0274379657638986e-07,0.005330217487787613,0.00020779564445847108,2.1867784605329,0.016173097120731002
47,-4.7499195029934524,0.0,0.01271003698061985,0.0001421475573197709,2.699748827959728e-07,-6.413485980438444e-06,0.0,-6.683460970440335e-06,3324.3125,0.0,338400,0.00013857623833220687,369,3.308086147826439e-07,0.0053849711706408865,0.00022713823489727174,2.1867222161760926,0.01621217433515284
48,-4.802218245599005,0.0,0.012877488991169696,7.90626786420822e-05,1.588897290024747e-06,1.0174139594771166e-06,0.0,-5.714833479904768e-07,3324.3125,0.0,345600,7.941517933144971e-05,368,3.7685937598762846e-07,0.006044173586418487,0.00019656509976144872,2.1862966861955355,0.01653772522798171
49,-4.502061694084651,0.0,0.013021131052436042,-4.494117727859996e-06,7.370106828886496e-07,-3.795281796595482e-06,0.0,-4.532292494761552e-06,3324.3125,0.0,352800,-1.1014692624440666e-05,368,2.979254784092413e-07,0.00507635466774301,0.00019492515850343367,2.1860861775736335,0.016703668011761413
50,-4.800140259486658,0.0,0.014172324701766706,9.903090072946475e-06,7.178847503450883e-07,1.6015303478095826e-06,0.0,8.836455272049059e-07,3324.41,0.0,360000,1.1320781777739187e-05,367,4.183697366588745e-07,0.006364592589045598,0.00023319257267166206,2.1857832045656034,0.016933591498121146
51,-4.667098283623203,0.0,0.013367709651858847,-6.954471867838435e-05,5.88519277002504e-07,-3.602232677411136e-07,0.0,-9.487426331890143e-07,3324.41,0.0,367200,-7.183560972827872e-05,366,2.0145570726072653e-07,0.004227510421754995,0.00016023135319875363,2.1858495249290657,0.016892297619874465
52,-4.552600160234819,0.0,0.013653069094769536,-7.55197190251695e-05,9.246995515109293e-07,9.125834372141418e-06,0.0,8.201134786282772e-06,3324.41,0.0,374400,-6.995185177951951e-05,366,2.510271316440579e-07,0.004555662217617427,0.00019191779320246562,2.185657515409132,0.0170375616110063
53,-5.050853444583831,0.0,0.013393607494500144,-4.6538711095960267e-05,8.952107356534352e-07,1.780342202214005e-06,0.0,8.851314781663833e-07,3324.41,0.0,381600,-4.513763995638694e-05,365,2.0289442089497782e-07,0.004243322159922817,0.00016219480954798727,2.185519590544953,0.017138591044823882
54,-4.843696353681504,0.0,0.013654535973873285,9.174795503653028e-06,8.179967947386017e-07,-1.229284003280944e-06,0.0,-2.0472807517986475e-06,3324.41,0.0,388800,6.660307999127135e-06,365,2.5141931876437404e-07,0.005074073196289919,0.00019264062134869366,2.185294709937282,0.01730363562710524
55,-5.087780139957156,0.0,0.013862344179827244,-5.829520486968033e-05,7.17001577275902e-07,-3.905303386944517e-06,0.0,-4.622305037183571e-06,3324.41,0.0,396000,-6.450608545275966e-05,364,2.1968826745186054e-07,0.00455229336016586,0.00016341596459998233,2.185306282279983,0.01729120479992753
56,-4.896917419660659,0.0,0.01385183286579651,-9.614677469625032e-05,2.8716473464565675e-07,2.3948705464610458e-06,0.0,2.1077058863377884e-06,3324.46,0.0,403200,-9.655234322659834e-05,364,2.2369296321965236e-07,0.004501773930371403,0.00016561620592364732,2.18538032843007,0.017235899926311086
57,-4.979653908645035,0.0,0.013639576300096611,-0.0001432235628759834,4.823710816109213e-07,4.6312317842000725e-06,0.0,4.148860716742108e-06,3324.46,0.0,410400,-0.00014254351382920436,363,1.6076403185228964e-07,0.0038260079331639977,0.00013802548384576603,2.1854295144825384,0.017203869229261443
58,-5.172054152375177,0.0,0.014090911007397585,-0.00023019122850128623,6.940284135479772e-07,2.8685959239959673e-06,0.0,2.1745675778343337e-06,3324.46,0.0,417600,-0.0002335456385940017,363,2.2955922629260898e-07,0.0040341243894236245,0.00016786811776278244,2.1852086433247915,0.017371104815383516
59,-4.784350140405539,0.0,0.014201695589304323,-0.00021478628188785693,3.650913910567137e-07,3.5981224285638783e-06,0.0,3.233031104605554e-06,3324.46,0.0,424800,-0.0002154862709870697,362,1.771257255015566e-07,0.004151968072419278,0.00014107918859479832,2.184845751877184,0.01763604817688447
60,-5.067223439465755,0.0,0.014357639664448994,-0.00024466699998127914,2.6035943428829856e-07,1.0173912199100958e-05,0.0,9.91355287985009e-06,3324.46,0.0,432000,-0.00024025851825225074,362,1.565867165145502e-07,0.0037106918058740484,0.00013158421005332732,2.184888555051158,0.017600683912624992
61,-4.876730662987977,0.0,0.014537404592976802,-0.0002515992489172575,4.2645080643407767e-07,-3.471740900745052e-06,0.0,-3.898191710937253e-06,3324.69,0.0,439200,-0.0002608802091521928,361,1.9773825182738544e-07,0.004569947151239301,0.00015088309608059472,2.1847691074187163,0.017687716842850757
62,-5.440321313180622,0.0,0.014566077895181636,-0.00029294900137467764,4.534427275471571e-07,1.34993550435205e-05,0.0,1.3045912484585416e-05,3324.69,0.0,446400,-0.00028660401916972156,361,1.5703895175304762e-07,0.003433871816067415,0.00013462557897956414,2.1848566581427105,0.01762733784541192
