approx_kl_divergence,P09:episode_rewards,P01:episode_rewards,value_loss,advantage_norm,PMM:episode_rewards,explained_variance,clip_fraction,policy_entropy,fps,grad_norm,policy_loss,epoch_idx,frames,episode_length
1201.5039908441204,277.5,50.0,713901.2887939651,15.968717968463897,166.66666666666666,-2.9235413316637278,0.5294677734375,1.3072474554187465,417,2269924.7658663364,0.06400939418417692,1,10240,324.6333333333333
0.08688651970654745,312.50000000000017,50.0,0.14403783309389837,15.968717700242996,180.41666666666666,-3.0051544308662413e-05,0.3243408203125,1.7593997249379754,341,7.309861416765651,0.00012335803621681406,2,20480,334.78333333333336
0.0038050227519420333,300.0,50.0,0.009144210410613595,15.968717032670975,173.62637362637363,-8.940696716308593e-09,0.2695556640625,1.7734465420246124,385,0.05787302418693715,-0.0022167367540532725,3,30720,332.1098901098901
0.002943624781755716,380.00000000000045,50.0,0.010719417405471176,15.968717378377914,190.75,-2.9802322387695314e-09,0.2447265625,1.7756314381957055,416,0.053693602105124284,-0.0017109022879594703,4,40960,339.93
0.0031614638312078116,505.00000000000045,50.0,0.010212209290693863,15.968717527389526,198.0,-4.8428773880004884e-09,0.2403564453125,1.7697330921888352,431,0.05634735090084221,-0.002095282435766421,5,51200,341.03
0.004446835162394791,527.5000000000002,50.0,0.00853267455599962,15.968717658519745,195.5,-1.1175870895385742e-09,0.3283203125,1.7741719260811806,438,0.05384494448405972,-0.002966302908680518,6,61440,341.6
0.0030594034744467536,455.0000000000004,50.0,0.008516715537371055,15.968717670440673,191.75,1.7508864402770997e-08,0.23974609375,1.785313868522644,448,0.05395015194148424,-0.0011797529223258607,7,71680,341.71
0.0036109466410380263,302.5000000000002,25.0,0.007592691805757568,15.968717563152314,164.5,1.5273690223693846e-08,0.2416748046875,1.780539732426405,456,0.05322337731682554,-0.0015012313189799898,8,81920,329.9
0.0028547484034106676,400.0,25.0,0.00891600403342636,15.968717443943024,170.75,4.8428773880004884e-09,0.2138671875,1.7666034616529942,463,0.05323913808995441,-0.001235746722704789,9,92160,330.1
0.0028988813395358195,455.0000000000004,25.0,0.00893595221614305,15.968717575073242,171.25,7.82310962677002e-09,0.2147705078125,1.7744871653616427,468,0.05200098288353665,-0.0019069598267378752,10,102400,329.79
0.0030919931727339646,455.0000000000004,25.0,0.0075273693641520366,15.96871754527092,171.25,-1.862645149230957e-09,0.2418701171875,1.7652257233858109,468,0.05196042115833367,-0.0019516541608027183,11,112640,333.24
0.003374717019619311,405.00000000000045,25.0,0.007394779405728968,15.968710738420487,166.0,3.3527612686157227e-09,0.231103515625,1.773147714138031,469,0.05152262602718531,-0.0013784470138489269,12,122880,331.53
0.0032497249041625762,275.0,25.0,0.006798218817857559,15.968717390298844,127.5,-2.16066837310791e-08,0.2292236328125,1.778245136886835,471,0.053101127101547484,-0.0013285797293065115,13,133120,323.23
0.00303567992087892,300.0,22.500000000000007,0.00867101439171165,15.968716436624527,129.5,1.1175870895385742e-08,0.2212158203125,1.7736969731748105,476,0.051609703674900254,-0.0014601048304029973,14,143360,324.92
0.0038742869436873663,277.5000000000002,25.0,0.009340470612642093,15.96871766448021,133.75,2.2351741790771484e-08,0.276025390625,1.7682002015411853,478,0.05467716909668148,-0.001616250908045913,15,153600,328.13
0.0036567204034440694,300.0,50.0,0.010001230472971656,15.96871749162674,158.25,-6.7055225372314455e-09,0.259814453125,1.7645690709352493,480,0.0552191426359598,-0.001953177293034969,16,163840,333.2
0.0021281891378521324,337.500000000001,50.0,0.010822612565516466,15.968717694282532,185.75,1.7136335372924803e-08,0.165234375,1.7748205535113812,482,0.053275703046993396,-0.0006889202988531907,17,174080,335.96
0.0031956817639866133,500.0,50.0,0.00837349666976479,15.968717515468597,196.0,-1.6763806343078613e-08,0.2499755859375,1.7750126779079438,483,0.05295500420762269,-0.0016308423371810931,18,184320,337.24
0.0033619380026692625,477.5000000000002,25.0,0.006317919724870081,15.968717294931412,173.75,8.940696716308593e-09,0.2600830078125,1.761058471351862,485,0.05062679586907783,-0.001663053947413573,19,194560,331.96
0.0034609731617933903,450.0,25.0,0.007692581910669105,15.968717354536057,153.5,-4.097819328308106e-09,0.28251953125,1.762616004794836,487,0.0538157778618782,-0.001958481366818887,20,204800,329.35
