P01:episode_rewards,grad_norm,policy_loss,explained_variance,fps,frames,advantage_norm,epoch_idx,episode_length,policy_entropy,PMM:episode_rewards,P09:episode_rewards,value_loss
0.0,0.17680991012347516,-0.00038881358472281135,0.9670013403892517,451,416000,0.6872594521939754,52,200.53,1.3503521120548247,1.99,5.0,0.0038905845052795486
0.0,0.2082687795127239,-0.0029038315621437503,0.9421564477682114,445,424000,0.7971170803904534,53,193.53,1.3600212574005126,1.82,5.1000000000000085,0.004823236452648416
0.0,0.146175216389525,-0.0004044506009086035,0.9645373773574829,441,432000,0.6206333211064339,54,192.34,1.3534633588790894,1.73,5.0,0.0033110798089182937
0.0,0.18381337383843785,-0.0018116462597390637,0.9634044480323791,436,440000,0.7307009725272655,55,209.74,1.3465245020389558,2.22,6.0,0.004706011018715799
0.0,0.24772142433365688,-0.0028675235740229254,0.9038352656364441,432,448000,1.0672338339686394,56,219.9,1.3530257141590118,2.45,6.0,0.008444046878721564
0.0,0.20416579781510918,-0.0004970191163010895,0.9402453142404557,428,456000,0.8756323608756066,57,226.36,1.3532794427871704,2.6,6.0,0.005785616346402094
0.0,0.2259988500404814,-0.0023833563221705846,0.9301695299148559,424,464000,0.8806606452167034,58,219.41,1.353758523464203,2.37,5.1000000000000085,0.006507924761390314
0.0,0.17127377836081664,-0.0006018603926349897,0.9607448136806488,421,472000,0.7405324032902718,59,228.24,1.3547237527370453,2.58,6.0,0.004306582022691146
0.0,0.17243304065028917,-0.0006363824672007467,0.9430333411693573,417,480000,0.7607711045444012,60,225.69,1.3558206713199616,2.45,5.1000000000000085,0.00469384640804492
0.0,0.16099790560496707,-0.0014015966724764438,0.9673622882366181,414,488000,0.6827726730704308,61,223.96,1.3383690655231475,2.45,6.0,0.003532325876294635
0.0,0.18309850877852418,-0.00014040866321920475,0.9651954555511475,412,496000,0.7072774612903595,62,217.97,1.3448233997821808,2.37,6.0,0.0040162402720307
0.0,0.21536220032377906,-0.001674092583998572,0.9473097169399262,409,504000,0.8087468099594116,63,229.0,1.3429619419574736,2.71,6.300000000000026,0.005593599197454751
0.0,0.20825863788006038,-0.0008071590637700865,0.937518150806427,406,512000,0.8685394454002381,64,227.68,1.358952202796936,2.66,6.1000000000000085,0.006303484437230509
0.0,0.2759842385563387,-0.0017049635513103566,0.9091629254817962,404,520000,1.085961298942566,65,237.81,1.360725187063217,3.0,9.0,0.00911054332042113
0.0,0.2163326945686318,-0.001587577135360334,0.9533822375535965,402,528000,0.8302124270796776,66,231.23,1.3454566156864167,2.8,7.200000000000017,0.005389271464664489
0.0,0.2704230596517916,-0.000555013160337694,0.9090947985649109,399,536000,1.1277715960144996,67,217.55,1.358411294221878,2.4,5.1000000000000085,0.009310113064129837
0.0,0.23624039983536718,-0.002121042520593619,0.9252732235193253,397,544000,1.0055304673314094,68,229.59,1.3359933602809906,2.66,6.0,0.007495390785625205
0.0,0.2347603924807817,-0.0006714246651972644,0.9022508645057679,394,552000,1.0121919557452201,69,231.86,1.3544674229621887,2.73,6.0,0.007680056343670003
0.0,0.3131965844319587,-0.005669415275042411,0.8860365182161332,392,560000,1.202843889594078,70,238.14,1.3522902131080627,2.86,6.1000000000000085,0.010614249737700447
0.0,0.29697563513482017,-0.00031100794876692817,0.9133469504117966,390,568000,1.0719987523555756,71,226.53,1.340514497756958,2.68,8.100000000000009,0.008335143958684057
0.0,0.2502819430090343,-0.0030290385615080596,0.9240913331508637,388,576000,0.9601395291090011,72,221.76,1.3291147208213807,2.64,9.0,0.006999074287014082
0.0,0.31766787090392007,-0.002661355169475428,0.9051098763942719,387,584000,1.186380769610405,73,220.31,1.3376174080371857,2.68,9.0,0.009913708564126864
0.0,0.32088642875198997,-0.00019351037190062925,0.8971242821216583,385,592000,1.2351618114113807,74,231.57,1.3373966121673584,2.99,9.0,0.010731138180708512
0.0,0.25588808203141017,-0.0023921223579964133,0.9321785074472427,384,600000,0.9976017788052559,75,243.83,1.331447125673294,3.33,10.0,0.007375406614737585
0.0,0.2933460392336675,-0.0002036393416346982,0.9057802021503448,383,608000,1.1542887872457503,76,249.55,1.3469521772861481,3.41,9.0,0.009501187851419672
0.0,0.34486160616656336,-0.0010201579984277487,0.8429990917444229,382,616000,1.4472336500883103,77,243.27,1.3366512775421142,3.21,8.100000000000009,0.014452668502926827
0.0,0.3167740522016072,-0.0022660834390262606,0.8565600639581681,381,624000,1.2808145773410797,78,233.77,1.327145426273346,2.89,7.0,0.01121403130935505
0.0,0.31103649870176026,-0.0011425860181043391,0.9032187896966934,380,632000,1.2136724907159806,79,234.36,1.3271906721591948,2.97,7.1000000000000085,0.010471842967672274
0.0,0.275164755710693,-0.0014615635565132833,0.9224652981758118,378,640000,1.1112994998693466,80,242.9,1.33140110373497,3.24,8.100000000000009,0.008535244662780314
0.0,0.2950554348555736,-0.0009646935196360574,0.9294240748882294,378,648000,1.0706808024644852,81,245.42,1.334428540468216,3.25,7.1000000000000085,0.00803688507876359
0.0,0.3276465671256046,-0.00404867820601794,0.9054695177078247,376,656000,1.1656388127803803,82,249.67,1.3277334249019623,3.36,7.200000000000017,0.00942204154562205
0.0,0.33549278269280625,-0.0033069817715295356,0.8776855140924453,375,664000,1.267282439470291,83,246.28,1.3208895003795624,3.23,6.0,0.01096849433844909
0.9000000000000004,0.31643631086108776,-0.0029185243614483626,0.9104051953554153,374,672000,1.1764869374036788,84,245.06,1.2746717011928559,3.28,6.0,0.009384269954171031
1.0,0.3714280389114181,-0.0028986028576036913,0.8514570116996765,373,680000,1.4042396318912507,85,248.42,1.2737929403781891,3.33,6.1000000000000085,0.013402935578487813
0.0,0.2718619346329548,-0.0004853264891426079,0.9293499946594238,373,688000,0.9999044203758239,86,241.85,1.2845968234539031,3.15,7.0,0.006950141264824196
0.0,0.30572207727539624,-0.003988773963064887,0.8882583528757095,372,696000,1.1635394424200058,87,251.9,1.2944120860099793,3.5,10.0,0.009435334583977238
0.0,0.29656346343722445,-0.001634052500303369,0.9057872205972671,371,704000,1.0760672110319138,88,237.65,1.3209740340709686,3.13,10.0,0.008079530212562532
0.0,0.26171787925250817,-0.0008713191345304949,0.9332650578022004,371,712000,0.9812046974897385,89,247.24,1.3090004646778106,3.35,9.100000000000009,0.0066110940114595
0.0,0.2853947323295025,-0.0028082270114646235,0.9239577901363373,370,720000,1.091198706626892,90,245.61,1.3096410644054413,3.3,8.100000000000009,0.008112963035237043
0.0,0.32891022510176254,-0.000548670866919565,0.892003932595253,369,728000,1.2030951663851739,91,239.33,1.3112225210666657,3.17,8.0,0.010772593975998461
1.0,0.365661229069318,-0.0018257289356552065,0.8623798906803131,368,736000,1.3337464022636414,92,256.26,1.302856329679489,3.7,9.0,0.012195955372881144
1.0,0.3246609591880544,-0.004235769745428115,0.9103701442480088,367,744000,1.2353891694545747,93,265.35,1.2995614945888518,3.87,9.0,0.010432856399565935
1.0,0.3619327034881203,-0.0026250833738595248,0.8955465078353881,367,752000,1.2807615792751312,94,281.31,1.302649939060211,4.24,9.0,0.011026071608066559
1.0,0.3670040813348179,-0.0019118380271538626,0.8554859656095505,367,760000,1.375644862651825,95,273.93,1.2858732700347901,3.99,9.100000000000009,0.01270979699678719
1.0,0.3628831611226166,-0.0025372176567907447,0.8699166506528855,366,768000,1.347547184228897,96,273.43,1.2960742449760436,3.98,10.0,0.011920438166707754
1.0,0.3750258274995318,-0.0034656123316381127,0.8710133737325668,365,776000,1.3539822149276732,97,275.01,1.277403542995453,3.98,8.0,0.012171138331759722
1.0,0.37033763114224205,-0.003244803648849484,0.8606483691930771,365,784000,1.3006970220804215,98,286.55,1.2695724701881408,4.3,8.100000000000009,0.011545004863291979
1.0,0.43786613044392664,-0.005475124274817063,0.7964199900627136,364,792000,1.6179130458831787,99,307.87,1.2353057086467742,4.88,9.100000000000009,0.01786970453336835
1.0,0.3868470152593516,-0.0010347664993605576,0.8592078107595443,364,800000,1.4065550327301026,100,310.71,1.2792681467533111,5.0,9.100000000000009,0.013116912669502198
1.9000000000000004,0.4197645887006082,-0.005356968323467299,0.848596453666687,363,808000,1.4501845186948776,101,316.21,1.2948078966140748,5.12,9.0,0.013914933148771524
2.0,0.4677558324666323,-0.003760345715272706,0.8342539715766907,363,816000,1.5870032542943955,102,309.93,1.2708323872089387,4.94,9.0,0.016640992476604877
2.0,0.3804882434825266,-0.00236591896857135,0.8515876466035843,362,824000,1.4578433638811112,103,307.1,1.2815778172016143,4.91,9.100000000000009,0.01395169087452814
2.0,0.4211453209041013,-0.004794395675417036,0.8240956991910935,362,832000,1.5479418408870698,104,323.28,1.2469969522953033,5.47,10.0,0.015930499858222903
2.0,0.4562326706679854,-0.005644235340878367,0.8369929653406143,361,840000,1.575793251991272,105,333.57,1.2346006619930268,6.08,10.0,0.016200300408527255
2.0,0.42589341626245497,-0.0028817895642714573,0.7874486315250396,361,848000,1.5961669892072679,106,341.61,1.2606295347213745,6.45,11.0,0.016914568874053657
2.0,0.4291085088369399,-0.004066539328778163,0.8271745431423188,361,856000,1.533918354511261,107,341.25,1.2675408685207368,6.52,11.0,0.015562467342242599
3.0,0.37774624848249516,-0.00403805192996515,0.8430463790893554,360,864000,1.4407861256599426,108,346.73,1.2439659059047699,6.79,11.0,0.013629381356295198
3.0,0.43193943722621553,-0.005311138072574977,0.8301905715465545,360,872000,1.556409479379654,109,355.6,1.246004556417465,6.94,11.0,0.01612213890068233
4.0,0.386258665961785,-0.0035193385754246267,0.8487782520055771,360,880000,1.4653170782327651,110,367.51,1.2377955520153046,7.25,11.0,0.014373339004814625
4.0,0.41390835100190526,-0.004961306452314602,0.8445174413919448,359,888000,1.460105949640274,111,367.05,1.2203527939319612,7.3,11.0,0.01407535002566874
4.0,0.5452401630169049,-0.00675471864931751,0.7891805285215377,359,896000,1.74060264647007,112,384.24,1.2188644516468048,7.88,12.0,0.020662588335108013
4.0,0.4454257308709618,-0.0005958340666256845,0.8312292981147766,359,904000,1.5291673398017884,113,384.24,1.2428716015815735,7.9,12.0,0.01566808798816055
4.0,0.42305501471328794,-0.003047809663694352,0.8174104976654053,358,912000,1.5424037498235703,114,390.18,1.2292979598045348,7.89,12.100000000000009,0.01551291462033987
4.0,0.41523755853171174,-0.00597713707073126,0.8209375840425491,358,920000,1.505762179493904,115,387.74,1.2485707259178163,7.73,12.0,0.01499441270250827
4.0,0.44906399993033264,-0.005740351212443784,0.7982764422893525,358,928000,1.62695729970932,116,393.39,1.2192223811149596,7.77,11.100000000000009,0.017633842029608784
4.0,0.524113081418696,-0.00415571519639343,0.7875858736038208,357,936000,1.7736565482616424,117,392.46,1.2070595192909241,7.72,11.200000000000017,0.020633703945204616
4.0,0.5163954302202889,-0.005594074985710904,0.753923442363739,357,944000,1.797342917919159,118,398.98,1.1970620727539063,8.08,13.100000000000009,0.02108664661180228
4.0,0.5193308136847699,-0.009291427918869886,0.7844571959972382,357,952000,1.772288362979889,119,408.59,1.2070224058628083,8.44,14.0,0.020455699334852397
4.0,0.496381044355103,-0.004633194580674171,0.8042455339431762,357,960000,1.7077167856693267,120,409.37,1.1953445839881898,8.52,14.0,0.01912455170881003
4.0,0.5125924831052319,-0.003926746747893049,0.7763256925344467,356,968000,1.7835157340765,121,416.52,1.1998730492591858,8.84,14.0,0.020791338980197905
4.0,0.485491375382254,-0.0048360848566517236,0.7826601552963257,356,976000,1.6978074049949645,122,423.7,1.2098977375030517,9.23,14.100000000000009,0.019075104501098394
4.0,0.479512817055663,-0.00456066328426914,0.8242980313301086,356,984000,1.5814744603633881,123,424.04,1.181122465133667,9.01,14.0,0.01645912554115057
4.9,0.5430187338705804,-0.0041809917206410314,0.7898645162582397,356,992000,1.7749638068675995,124,426.79,1.2165212607383729,9.15,14.0,0.02053026171401143
4.9,0.5368852424481778,-0.007649131818907335,0.8149824315309524,355,1000000,1.661002122759819,125,432.6,1.2054920768737794,9.54,14.0,0.017806958043947815
5.0,0.5666630749690831,-0.006168919419287704,0.7836987805366517,355,1008000,1.7149867969751358,126,447.65,1.1916090261936187,9.8,14.0,0.019768176754005252
5.0,0.48185495101938547,-0.007813184675876527,0.8133632045984268,355,1016000,1.6101101356744767,127,451.08,1.1724020087718963,10.05,15.100000000000009,0.01721680799033493
5.9,0.5711640291291804,-0.003275811563071329,0.7818500757217407,354,1024000,1.7643872058391572,128,451.24,1.1759863686561585,10.11,15.100000000000009,0.020700901728123427
5.9,0.5595914181733577,-0.003159913746640086,0.7930520778894424,354,1032000,1.7528679275512695,129,457.8,1.1972648310661316,10.29,16.0,0.019966392824426294
6.0,0.5238173740756062,-0.0046197571873199195,0.816511543393135,354,1040000,1.701604926586151,130,462.34,1.1755553305149078,10.49,16.0,0.01895134454127401
6.0,0.5970424199842967,-0.005015432472573593,0.7813048642873764,354,1048000,1.8127744150161744,131,471.53,1.165580267906189,10.79,16.0,0.021765057938173415
6.0,0.478351829847368,-0.00741148384346161,0.7958509111404419,354,1056000,1.7224616992473603,132,471.7,1.1386978942155839,11.09,17.0,0.019373465878888965
6.0,0.5026769937730625,-0.0039049597398843616,0.7906261438131332,353,1064000,1.6978745925426484,133,476.96,1.1679616749286652,11.22,17.0,0.01891192596871406
6.0,0.5069293005405721,-0.0033882256509969013,0.765775146484375,353,1072000,1.731434098482132,134,478.82,1.1767185568809508,11.29,17.0,0.01957857545930892
6.0,0.5202198940202397,-0.008283592616207898,0.7939717078208923,353,1080000,1.7429559832811357,135,477.64,1.1407553803920747,11.51,18.0,0.01993384340312332
6.0,0.5446799941137543,-0.005843705560546368,0.7623638743162156,353,1088000,1.795004402399063,136,480.55,1.1352050304412842,11.49,17.10000000000001,0.02118714836426079
6.0,0.5662443464935063,-0.003685579729499295,0.7754426628351212,353,1096000,1.8017915779352187,137,474.98,1.1777999126911163,11.33,17.0,0.021274479329586028
6.0,0.6803879275181302,-0.011340538868389559,0.7822151708602906,353,1104000,1.8534609878063202,138,470.62,1.1685508143901826,10.78,15.100000000000009,0.022562533798627556
6.0,0.6178169849760604,-0.007803565742797218,0.7555845284461975,352,1112000,1.8903163409233092,139,466.53,1.160525883436203,10.73,15.0,0.024336275360547006
6.0,0.6500652535413062,-0.009099506771890446,0.7697236198186874,352,1120000,1.9004273438453674,140,476.09,1.1798845839500427,10.93,16.10000000000001,0.023646667306311427
6.0,0.6729087804848024,-0.005140920724479656,0.7751690298318863,352,1128000,1.8226576602458955,141,493.22,1.1369551414251327,11.41,17.0,0.021765356375835834
6.0,0.5315684635400504,-0.004992953485052567,0.7893855994939805,352,1136000,1.7901956647634507,142,502.52,1.1566989707946778,11.52,18.0,0.021209935317747296
6.0,0.5843867584248295,-0.010877453891152982,0.7595345395803451,352,1144000,1.9348007357120514,143,511.31,1.1380421066284179,11.93,19.0,0.024576726388186216
6.0,0.5728113793064125,-0.004944446165463887,0.7501352667808533,351,1152000,1.9651441836357117,144,516.25,1.1538336420059203,12.17,19.0,0.025334870922379196
7.0,0.5669180028713382,-0.009901616769493558,0.7657107955217362,351,1160000,1.8984376120567321,145,531.59,1.1619970440864562,12.86,19.0,0.023675120756961404
7.0,0.5728917419514531,-0.00263566159439506,0.7552406191825867,351,1168000,1.8755567359924317,146,540.15,1.1510288536548614,13.06,19.0,0.023057572785764934
8.0,0.6315217494188865,-0.007142588392598554,0.7346492916345596,351,1176000,1.9985421431064605,147,547.68,1.1417788684368133,13.53,19.10000000000001,0.026323814345523715
8.0,0.7087305217646201,-0.009355074612831232,0.7313330614566803,351,1184000,2.0427566611766816,148,550.87,1.1402087533473968,13.7,20.0,0.027737051378935576
8.0,0.7036592652691556,-0.010263133168991771,0.7678070628643036,350,1192000,1.8837512063980102,149,551.41,1.1274554717540741,13.75,20.0,0.023538791039027274
8.0,0.6475681267386711,-0.004559065962966997,0.7538445609807968,350,1200000,1.8710938358306886,150,551.44,1.1568962955474853,13.73,19.10000000000001,0.022888736221939324
8.0,0.5554230847654419,-0.00307653200434288,0.7386500084400177,350,1208000,1.8350322484970092,151,559.92,1.163094745874405,13.86,20.0,0.022067382521927355
7.0,0.5863293912721148,-0.010720555599327782,0.7562360388040542,349,1216000,1.8825436127185822,152,563.06,1.1420649778842926,14.09,20.0,0.02349174234550446
8.0,0.7075815428721279,-0.01357567448867485,0.7163523060083389,349,1224000,2.170597038269043,153,569.07,1.0960830998420716,14.46,20.10000000000001,0.030938634779304267
7.9,0.6447613573019514,-0.00889103900961345,0.7369198036193848,349,1232000,2.0124530506134035,154,578.66,1.0975744950771331,14.53,20.10000000000001,0.026902576377615332
8.0,0.7398974013426303,-0.01461048275930807,0.7299450367689133,349,1240000,2.10490421295166,155,580.53,1.0817649525403976,14.62,21.0,0.029432383952662348
8.9,0.703068406273148,-0.004964932028669864,0.7224995762109756,349,1248000,2.0313783395290375,156,585.54,1.0837280786037444,15.03,22.0,0.027434612568467857
9.9,0.7271292959428756,-0.007258869063807651,0.696996505856514,349,1256000,2.1236640357971193,157,600.77,1.0710721689462661,15.71,22.0,0.03021491561550647
10.0,0.717466779021389,-0.008533075537998229,0.7416970109939576,349,1264000,2.0303622484207153,158,609.84,1.1304011285305022,16.2,24.10000000000001,0.027192938779480754
10.9,0.7750756444030283,-0.008354204135248438,0.710799612402916,349,1272000,2.1296128261089327,159,616.47,1.0987223768234253,16.81,25.10000000000001,0.03015582214575261
11.0,0.7438423430387989,-0.011025865458941552,0.7261182063817978,348,1280000,2.072150560617447,160,632.6,1.1092189586162566,17.45,26.0,0.028513318467885254
10.9,0.6632892345033484,-0.013665218073874712,0.71955850481987,348,1288000,2.0540000122785567,161,631.65,1.0987394565343858,17.16,26.0,0.030178629918955268
10.0,0.5549504966727548,-0.0049218259769259025,0.7399778628349304,348,1296000,1.8192177110910415,162,631.35,1.1321651113033295,17.43,27.0,0.0216944693448022
10.9,0.6855529902341128,-0.0044502376666787314,0.7219769316911697,348,1304000,2.0427314180135725,163,631.93,1.1146211528778076,17.5,27.0,0.02777700035367161
10.9,0.7371009482734476,-0.01341574280464556,0.6905438393354416,348,1312000,2.1972340750694275,164,650.52,1.1099506413936615,18.09,27.10000000000001,0.0324226036388427
9.0,0.752999978495342,-0.007012242026685271,0.7122235363721847,348,1320000,2.092377516031265,165,651.52,1.0822488123178482,17.93,28.0,0.02897344300057739
9.0,0.7833902913862686,-0.007710279311286285,0.6950891935825347,348,1328000,2.0535998380184175,166,653.69,1.0982059055566789,18.24,28.200000000000017,0.028238177504390477
9.0,0.8104222448316913,-0.004981892767536919,0.7142026615142822,347,1336000,2.1317080903053283,167,666.58,1.1118692481517791,18.49,30.0,0.030701134949922562
9.9,0.6976358119945993,-0.01263802626170218,0.7197351121902466,347,1344000,2.03111003279686,168,676.69,1.1031761902570725,18.98,30.0,0.027364220209419726
10.9,0.7496752617713713,-0.005829869614681229,0.7105917769670487,347,1352000,2.1662048649787904,169,691.11,1.072124256491661,19.67,30.0,0.031039302772842347
11.0,0.6784084256513572,-0.0068123369416571225,0.7101816165447236,347,1360000,2.1075616878271104,170,709.59,1.0575155520439148,20.26,30.10000000000001,0.02992386609315872
11.0,0.7403835584308857,-0.013461643918199116,0.726905962228775,347,1368000,2.102328015565872,171,707.94,1.0878250128030778,20.04,30.0,0.030230549853295086
11.0,0.7749225734628873,-0.0070129468893719606,0.6920573270320892,347,1376000,2.163986164331436,172,720.97,1.0823605149984359,20.41,30.10000000000001,0.031090977173298597
11.0,0.7144553164776336,-0.010864409210626036,0.698980250954628,347,1384000,2.1221335434913637,173,714.89,1.0220649909973145,20.17,30.10000000000001,0.03026380668859929
