P01:episode_rewards,grad_norm,policy_loss,explained_variance,fps,frames,advantage_norm,epoch_idx,episode_length,policy_entropy,PMM:episode_rewards,P09:episode_rewards,value_loss
0.0,0.73468559103453,-0.016520655310014263,0.6632188826799392,335,2832000,2.2270825338363647,354,521.72,1.0429694443941115,23.96,74.20000000000002,0.04164098390378058
0.0,0.86937362705328,-0.018186390685732478,0.6813009172677994,334,2840000,2.3151589715480805,355,581.97,1.020856094956398,27.39,76.20000000000002,0.042829644554294645
0.0,1.6001623515605687,-0.012241274433326907,0.1749521178007126,334,2848000,2.77496727347374,356,662.21,1.0830270451307298,33.05,79.0,0.07324064837768673
0.0,1.389380276250149,-0.007479796588886529,0.6866706049442292,334,2856000,2.541494383215904,357,732.24,1.0156190979480744,38.27,84.40000000000003,0.07332671291660517
1.0,1.2193396905520788,-0.014408719493658281,0.7410084277391433,334,2864000,2.489376901388168,358,776.89,1.0305549377202987,40.66,84.40000000000003,0.05259698994457722
1.0,0.76687357845631,-0.014028632928675506,0.6502482181787491,334,2872000,2.3564973247051237,359,874.67,1.0533999246358872,48.19,90.40000000000003,0.04502726512029767
2.0,0.7640592587220669,-0.012840348958270624,0.6936145436763763,334,2880000,2.0803875970840453,360,921.0,1.074017630815506,51.63,103.2000000000001,0.03540902635548264
2.0,0.7538113223595865,-0.01670141750248149,0.7050643336772918,334,2888000,2.177465458512306,361,971.42,1.0783798795938493,54.71,103.2000000000001,0.03854887005640194
7.800000000000001,0.7056074124968233,-0.008723127470584586,0.6397844702005386,334,2896000,2.280893262028694,362,1047.4,1.0886933571100235,59.53,113.10000000000001,0.0398972735600546
27.400000000000002,0.7501504449025514,-0.019284799650777132,0.6577305048704147,334,2904000,2.3419710922241213,363,1142.94,1.0533601289987564,66.28,114.50000000000004,0.042047512892168015
32.7,0.6945182031438725,-0.011156570652674417,0.6891703498363495,334,2912000,2.062432701587677,364,1173.18,1.079968094229698,68.56,114.50000000000004,0.03485579174477607
18.900000000000002,0.8208011113094174,-0.02099266496836208,0.21590111017227173,334,2920000,2.417837969362736,365,1124.1,1.1521669071912766,62.94,113.0,0.044989733947440984
1.0,0.5408828082093708,0.006239657061814796,0.6009153199195861,334,2928000,1.6904062527418136,366,1008.93,1.1174488508701323,55.56,113.0,0.020975009831599892
1.0,0.7440026731635423,-0.0271895422344096,0.69800208568573,334,2936000,2.318967581987381,367,980.42,1.0507239693403243,53.33,113.0,0.045571263269521295
1.0,0.6708218681741481,-0.01409013638214674,0.697760801911354,334,2944000,2.1476790744066236,368,985.8,1.0646637660264968,52.36,95.90000000000016,0.03992962086107582
1.0,0.8147179358008003,-0.018035715125733986,0.6484599512815475,333,2952000,2.301005887389183,369,1004.24,1.0481036877632142,54.42,113.0,0.04172654017806053
1.0,0.6530697788863293,-0.009907051846967078,0.6782901388406753,333,2960000,2.2552048671245575,370,1014.55,1.0656957471370696,53.96,95.90000000000016,0.040312808062881234
1.0,0.788127462057627,-0.017148104958469048,0.6819215148687363,333,2968000,2.3216748613119127,371,1028.41,1.0950863307714462,53.98,113.0,0.043093106057494876
1.0,0.7438623116103881,-0.014422850722476142,0.6818559831380844,333,2976000,2.231851015686989,372,1023.39,1.081219112277031,53.4,113.0,0.04064788916381076
1.0,1.993760112294472,-0.03151634082081728,0.5530811685323715,333,2984000,3.0208318150043487,373,1022.88,1.069841987490654,54.38,98.60000000000014,0.11164778558071703
1.0,1.3035771735182369,-0.01281544312252663,0.6698144882917404,333,2992000,3.0674036729335783,374,1019.31,1.067839183807373,57.59,111.20000000000002,0.08654145983047784
1.0,0.7358066942183836,-0.022951017374871298,0.6506087219715119,333,3000000,2.321013057231903,375,1012.96,1.0655307602882385,58.46,111.20000000000002,0.04202653555665165
1.0,0.6384877099893022,-0.015477592368843034,0.6899170792102813,333,3008000,2.3023095434904097,376,1005.19,1.0618307662010193,58.08,111.0,0.04504459405783564
1.0,1.2632301164653044,-0.013388838336104526,0.6178191590309143,333,3016000,2.983002222776413,377,1006.3,1.0395425671339036,59.82,111.50000000000004,0.0809205396939069
1.0,0.7282543697604416,-0.01660763271007454,0.6549362772703171,333,3024000,2.229909161329269,378,1013.03,1.002901042699814,62.31,117.80000000000007,0.04007825784850866
2.0,0.7968176463406524,-0.017207561526447535,0.640422580242157,333,3032000,2.321019749045372,379,1050.87,1.0466501659154892,66.06,126.40000000000003,0.04607060679234564
4.700000000000001,0.9693449195463356,-0.02175867550278781,0.6868094116449356,333,3040000,2.356062496304512,380,1113.05,1.042648691534996,72.39,130.10000000000002,0.049001981776673344
25.9,1.1162045459974268,-0.018290445069142153,0.4906380182504654,333,3048000,2.913241438269615,381,1211.72,1.0740412932634353,79.31,131.60000000000005,0.0646694225911051
26.800000000000004,0.8319144486783107,-0.018143249246058986,0.5339107006788254,332,3056000,2.305899572968483,382,1218.66,1.0898313748836517,80.12,131.60000000000005,0.042709373999387026
25.0,0.8439807405162736,-0.019965173870150465,0.6808992266654968,332,3064000,2.3012701058387757,383,1188.67,0.9986551988124848,77.17,130.10000000000002,0.04396288418211043
25.0,1.055257864010092,-0.004766912428895011,0.635454136133194,332,3072000,2.6121837639808656,384,1189.42,1.0348307710886002,79.73,141.8000000000004,0.06094198818784207
25.0,0.9102153272808162,-0.0164241507393308,0.6535680770874024,332,3080000,2.5689316624403,385,1184.01,1.0359184348583221,80.41,167.90000000000015,0.05713374787475914
25.0,1.1635873040130555,-0.012626313334912993,0.7298561429977417,332,3088000,2.8798042595386506,386,1183.07,1.0609561377763748,81.58,175.10000000000008,0.06923262705560773
25.9,1.1029097596046602,-0.024555125006008892,0.714643827676773,332,3096000,2.7571117633581164,387,1206.06,1.052673755288124,88.54,189.90000000000006,0.06976173957809806
25.9,0.7500788985628286,-0.014339266815768496,0.7105949336290359,332,3104000,2.074365589618683,388,1199.93,1.054587631225586,86.92,187.20000000000005,0.03466509208083153
25.9,0.7622378612778522,-0.014653136803026427,0.6920839810371399,332,3112000,2.1355813854932784,389,1195.5,1.0555706250667571,81.62,166.80000000000007,0.03829029081156477
25.9,0.759119762541566,-0.014764842203585432,0.6801116782426834,332,3120000,2.2737452030181884,390,1219.72,1.0398055183887482,83.39,166.80000000000007,0.04141315613873303
26.0,0.6816769052679282,-0.014514168571331539,0.7183787727355957,332,3128000,2.109312093257904,391,1214.25,1.0333921420574188,82.88,166.80000000000007,0.03906126985792071
26.0,0.94640875488275,-0.011614878714317456,0.7531245630979538,332,3136000,2.5835724556446076,392,1216.74,1.0321186864376068,81.83,134.50000000000028,0.05852764109615236
26.0,0.7644342993547742,-0.01900383227795828,0.6806184673309326,332,3144000,2.2136851769685744,393,1237.3,1.0449641513824464,84.07,135.4000000000003,0.0414076626021415
26.0,0.6973325255437527,-0.012887417891106452,0.6775917667150497,332,3152000,2.0332490295171737,394,1234.03,1.048628700375557,83.6,135.4000000000003,0.035329908560961486
26.0,0.900840748083719,-0.024809537458932027,0.6461311197280883,332,3160000,2.5307677602767944,395,1232.86,1.0412835168838501,81.76,126.60000000000005,0.051711723464541136
26.0,0.814832049096536,-0.01169620900269365,0.605794175863266,332,3168000,2.411776154637337,396,1238.8,1.033603596687317,84.16,135.4000000000003,0.04505688991397619
30.500000000000004,0.6725651935195255,-0.01727453419167432,0.6861822241544724,332,3176000,2.025733371973038,397,1257.69,1.0442094033956528,84.63,135.00000000000026,0.03412139242514968
36.9,1.0737234695278395,-0.015816463605733588,0.6816623991727829,332,3184000,2.866522125005722,398,1292.3,1.0454096239805222,91.02,162.40000000000003,0.06653020619880408
41.699999999999996,1.0874510974989557,-0.022345700302103068,0.5789699393510819,332,3192000,2.592599268555641,399,1314.21,1.0401104128360747,94.8,166.80000000000007,0.1053460054518655
49.0,1.118122857635187,-0.015727335792034863,0.6804412525892257,332,3200000,2.923897236585617,400,1346.83,1.0354112130403519,100.07,189.0,0.07182251165620983
52.8,0.969822530097684,-0.012883857279084622,0.7723583316802979,332,3208000,2.6214361238479613,401,1354.67,1.0339665067195893,103.65,190.2000000000001,0.053462543915957214
53.900000000000006,1.2210199672212716,-0.0145122575602727,0.7498384535312652,332,3216000,2.9404751044511794,402,1365.96,1.008590680360794,107.44,217.60000000000002,0.08235034726560116
53.900000000000006,0.7867332986908263,-0.018068890873691998,0.6032045936584473,332,3224000,2.287492693066597,403,1373.31,1.0816600626707078,107.6,217.60000000000002,0.04450099182315171
55.9,1.6177660191708736,-0.019433914859837385,0.6536564296483993,332,3232000,3.1331048357486724,404,1382.0,1.0728304076194763,106.28,202.60000000000014,0.08842852655798197
56.0,0.944945608871292,-0.021730464408174156,0.6662121558189392,332,3240000,2.294186226129532,405,1397.92,1.0651022070646285,107.99,202.60000000000014,0.04638485579751432
56.0,0.9629298262345708,-0.010386972527485341,0.679365119934082,332,3248000,2.7005390828847884,406,1403.52,1.0362799137830734,108.29,202.60000000000014,0.06322769548743963
57.9,1.6099342071019915,-0.023061977227407625,0.5050315141677857,332,3256000,3.6013914716243742,407,1419.38,1.0127104711532593,114.05,223.70000000000007,0.1394349498488009
56.9,0.8365575856035598,-0.020823391188168897,0.6438195151090622,332,3264000,2.542040668129921,408,1413.95,1.0457451778650284,115.72,225.50000000000003,0.0653908542264253
57.9,1.061125146942125,-0.019801015600387474,0.6396550345420837,332,3272000,2.9007402515411376,409,1420.72,0.997866997718811,117.93,225.50000000000003,0.076796939317137
56.0,0.9203566050469001,-0.01901265688589774,0.6373314213752747,332,3280000,2.6262096005678175,410,1403.97,1.0463085108995438,115.67,223.20000000000005,0.05688131893984973
54.6,0.8287653007440832,-0.013037494463496842,0.6528248018026352,332,3288000,2.3328658854961395,411,1383.12,1.0280300211906432,114.32,223.20000000000005,0.0443207964906469
54.6,1.2675532102498273,-0.027140138030517846,0.5550261443853378,332,3296000,3.036968626976013,412,1382.56,1.028272854089737,117.61,230.40000000000003,0.13129745942074805
54.6,0.977465916192146,-0.0044520140986423935,0.6792171734571457,332,3304000,2.607809762954712,413,1386.23,1.0472496485710143,118.47,230.40000000000003,0.05736913341563195
55.9,0.9867809418631613,-0.014039375907304929,0.6070016795396804,332,3312000,2.932687229514122,414,1388.01,1.044220123887062,120.52,234.20000000000002,0.07232570227701217
55.9,0.9804335435376366,-0.02294077191501856,0.6890975522994995,332,3320000,2.6529514956474305,415,1388.02,1.0418880861997604,123.41,237.80000000000015,0.06507739606779069
56.8,1.0382536434013339,-0.011606781524315012,0.6129574221372605,332,3328000,2.8606189006567,416,1398.27,1.0279099982976914,122.62,230.60000000000005,0.06808176054619253
56.8,0.8864719023886769,-0.010277420227066614,0.716791729927063,332,3336000,2.618252878189087,417,1392.17,1.0234401816129683,122.39,230.60000000000005,0.06708695946028456
57.9,0.9907247915988745,-0.015962157345202285,0.619674198627472,332,3344000,2.677369837760925,418,1396.42,1.0328824257850646,122.62,226.40000000000003,0.06573286940576509
56.5,0.866537941907659,-0.02084171265596524,0.6635789585113525,332,3352000,2.4453794533014297,419,1392.85,1.0445051401853562,117.94,225.1,0.052166362788993864
56.5,1.2487295286114133,-0.017014250781794544,0.6979369366168976,332,3360000,2.8727768909931184,420,1390.26,1.013896991610527,120.44,226.40000000000003,0.07367585202679038
57.9,0.7619994450926402,-0.015917632118434995,0.6646589452028274,332,3368000,2.4111683171987535,421,1387.45,1.0376232933998109,120.44,226.40000000000003,0.04799102462362498
51.9,0.986906928009578,-0.01740605612983927,0.600387209057808,332,3376000,2.8885945212841033,422,1372.28,1.0492838722467424,119.04,209.70000000000016,0.07351836278103292
51.9,0.7054072333301229,-0.007887575769891554,0.6607549518346787,332,3384000,2.2382310765981672,423,1378.1,1.0676529037952422,121.05,225.1,0.04579312511719763
53.800000000000004,0.9348375664775099,-0.019286048916110302,0.6925212144851685,332,3392000,2.7266128075122835,424,1376.04,1.0894577372074128,118.08,201.70000000000005,0.05877847037743777
52.0,0.8437996569638764,-0.019849785794503985,0.7188768881559372,332,3400000,2.323877829313278,425,1369.23,1.065938120484352,118.3,201.70000000000005,0.044033569470047954
52.0,0.7347799475907745,-0.018169522884854815,0.7000771474838257,332,3408000,2.216153393983841,426,1367.82,1.0733901745080947,118.2,201.70000000000005,0.04380062768701464
52.0,1.0251725774044502,-0.017419968986941967,0.7285068392753601,332,3416000,2.889845632314682,427,1371.46,1.0501889264583588,117.71,209.80000000000015,0.06721577610820532
59.8,1.1688196227414769,-0.006542381630279124,0.6091535753011703,332,3424000,3.091254898905754,428,1406.09,1.0291673320531844,125.52,236.80000000000007,0.08110809152014553
60.9,0.7175426903783716,-0.021003337528090926,0.6522184896469116,332,3432000,2.339271740317345,429,1419.33,1.0555091494321822,129.04,244.50000000000006,0.04766057175118476
61.900000000000006,1.093789367008755,-0.01842159450345207,0.6804611867666245,332,3440000,2.9621091747283934,430,1433.84,1.065034069418907,126.46,227.00000000000009,0.07473097185138614
61.900000000000006,0.906907280711906,-0.021441150312311946,0.6288726252317428,332,3448000,2.8132962435483932,431,1430.02,1.0719562923908235,129.03,247.20000000000005,0.06854338875971734
61.900000000000006,0.7182275194755009,-0.011549831799711682,0.7147104918956757,332,3456000,2.2157899630069733,432,1430.27,1.0782938724756241,129.26,247.20000000000005,0.04522867048159242
59.8,0.7746924120995573,-0.015777005295967685,0.6995999366044998,332,3464000,2.3441612547636033,433,1426.47,1.0538619786500931,125.66,244.3,0.04779001770541072
59.8,0.850290445125879,-0.007827801536768675,0.7143392246961594,332,3472000,2.3889821302890777,434,1423.5,1.051433762907982,123.15,244.3,0.05153185371309519
55.0,0.9674607887377802,-0.023546675309189594,0.6709423816204071,332,3480000,2.7032404708862305,435,1414.34,1.0240831220149993,122.06,244.3,0.06252253492828458
55.0,0.6717506037118618,-0.014590139745851048,0.7057868468761445,332,3488000,2.1048424553871157,436,1420.97,1.0592721492052077,122.19,247.20000000000005,0.04146993606351316
56.8,1.2124065221574518,-0.011431393770326394,0.6723441016674042,332,3496000,3.2493842339515684,437,1428.62,1.0516628587245942,126.06,249.2,0.09403388645499945
56.8,0.973603206804437,-0.02094818217249099,0.6881866139173508,332,3504000,2.733161446452141,438,1436.25,1.0589158993959427,125.24,247.40000000000003,0.07891757496632636
56.8,0.9667193251999648,-0.021734634995809757,0.6964270931482315,332,3512000,2.274494352340698,439,1436.12,1.0463046008348464,125.23,247.40000000000003,0.0456571975722909
57.9,0.7129436996778729,-0.015895902869087878,0.6653189504146576,332,3520000,2.2831973308324813,440,1433.19,1.013532640337944,123.08,247.40000000000003,0.045352046145126224
57.9,0.9548370654151828,-0.013507856021169573,0.7483415400981903,332,3528000,2.513022268414497,441,1426.92,1.0445114254951477,122.26,251.30000000000004,0.055906466864980756
58.900000000000006,1.0371953849499875,-0.02192640591878444,0.5799979043006896,332,3536000,3.006012346148491,442,1435.04,1.0620396268367767,125.31,254.60000000000005,0.08898499378934503
58.900000000000006,0.8348797519775026,-0.017151044061174615,0.6404194134473801,332,3544000,2.524793476462364,443,1436.07,1.067134628891945,122.91,251.30000000000004,0.06715034176129847
57.9,0.7078049939886603,-0.02264220893586753,0.6791021978855133,332,3552000,2.159649034142494,444,1434.43,1.0548027658462524,122.69,251.30000000000004,0.04259371545864269
58.800000000000004,1.2438266153367699,-0.019999923069844952,0.708122827410698,332,3560000,3.399090304374695,445,1426.82,0.9878761518001556,122.96,247.70000000000007,0.1150067579234019
58.800000000000004,0.7622426807607074,-0.022286450786978093,0.6947364443540573,332,3568000,2.308403080701828,446,1422.67,1.0435264652967453,121.26,247.0,0.048828594703227285
56.8,0.9590535755751297,-0.019541419035522267,0.7212238162755966,332,3576000,2.729988753795624,447,1395.13,1.0563315558433533,119.96,247.0,0.06392459139693528
56.8,0.9372526119925592,-0.012931493472424336,0.7382448667287826,331,3584000,2.418253437280655,448,1381.25,1.0460112804174424,115.32,204.90000000000026,0.05303613524418324
55.0,0.8251331280659072,-0.020761157938541146,0.6817422121763229,331,3592000,2.430367177128792,449,1372.0,1.0471541726589202,112.41,197.50000000000003,0.05302127697039396
56.8,1.309997001093906,-0.015457102772779762,0.7065806251764297,331,3600000,3.111156990528107,450,1376.71,1.0045824426412582,116.62,232.60000000000014,0.08893158721271903
58.800000000000004,1.13059774400078,-0.007749238591786707,0.7115459072589875,331,3608000,2.9976488810777666,451,1379.91,1.032982788681984,120.81,232.60000000000014,0.0777938277926296
59.0,1.029771294044107,-0.019339842863264494,0.6545305490493775,331,3616000,2.9789534217119216,452,1390.39,1.0720975148677825,126.39,254.60000000000005,0.0790639536222443
62.900000000000006,0.912499992693428,-0.01751570531831021,0.6597531425952912,331,3624000,2.6929000663757323,453,1397.14,1.0671825724840165,127.41,254.60000000000005,0.06162060574628413
61.7,1.0157697213427084,-0.005379001945038908,0.7106668841838837,331,3632000,2.791587687730789,454,1396.15,1.0485072016716004,126.91,254.60000000000005,0.07087640916928649
58.800000000000004,0.8676043103952957,-0.03180838980952103,0.6281326860189438,331,3640000,2.593732629418373,455,1393.02,1.0043904739618301,127.01,247.70000000000007,0.05933094700798392
58.800000000000004,0.9558391306987752,-0.01236327971040737,0.6163359028100968,331,3648000,2.6800546830892564,456,1393.16,1.0187400472164154,128.08,247.70000000000007,0.05975943291094154
58.800000000000004,0.8206688017091495,-0.013601964097633755,0.6777190971374512,331,3656000,2.505687596797943,457,1399.2,1.0445943617820739,127.69,247.70000000000007,0.05527383931679651
56.9,1.0947589149249197,-0.02152985148539301,0.7336049777269363,331,3664000,2.946697071790695,458,1395.46,1.013770842552185,128.37,247.80000000000007,0.08265074320603162
58.800000000000004,0.7618445422732221,-0.02102344303712016,0.6864483243227005,331,3672000,2.4413856852054594,459,1396.03,1.0564979857206345,128.23,247.80000000000007,0.05187413132749498
56.9,0.6901093025728278,-0.0161466080333048,0.6777233779430389,331,3680000,2.193266877532005,460,1391.58,1.0730996108055115,126.0,247.80000000000007,0.040771208358928564
60.6,0.9823682816471387,-0.015107973129488528,0.7196930438280106,331,3688000,2.765642458796501,461,1398.41,1.0671046245098115,130.34,251.40000000000003,0.06523990383371711
60.6,0.7541130815652443,-0.009701555898063817,0.6496390962600708,331,3696000,2.414992823600769,462,1394.29,1.051985540986061,131.06,251.40000000000003,0.05346592104993761
60.6,0.7771124662116254,-0.019770958740264178,0.6738845038414002,331,3704000,2.2863813400268556,463,1398.04,1.0247206109762192,127.84,242.00000000000006,0.04611724303103983
60.6,1.1069481363517015,-0.03345342842250829,0.63215815782547,331,3712000,2.647182597517967,464,1409.39,1.0611167985200882,128.15,242.00000000000006,0.06664803315885365
60.6,0.8041742526281006,-0.013155144504271448,0.6697829091548919,331,3720000,2.328012809753418,465,1410.85,1.0664840656518937,127.78,237.40000000000003,0.066374611700885
60.6,0.9284241866718118,-0.022205971825403594,0.6906499677896499,331,3728000,2.6190911149978637,466,1417.47,1.0428545099496842,129.3,237.40000000000003,0.05779479666147381
63.8,1.0898226068689936,-0.01637530874169897,0.6415367084741592,331,3736000,2.8333524602651594,467,1441.36,1.0173752450942992,131.64,242.00000000000006,0.07235934804193675
62.0,0.9192496606133029,-0.017189172141370362,0.6383658051490784,331,3744000,2.5683869445323944,468,1451.83,1.0335303503274917,133.07,242.00000000000006,0.060969860330224036
61.900000000000006,0.9330077136698542,-0.034151022060541436,0.637819892168045,331,3752000,2.688189417719841,469,1447.16,1.0323318272829056,130.41,242.00000000000006,0.0625325873401016
62.0,0.9107741700104866,-0.006301771452417598,0.6768518280982971,331,3760000,2.7498541390895843,470,1444.66,1.037822659611702,124.54,223.00000000000009,0.06390399462543428
61.900000000000006,0.8562568535785321,-0.02286847348033916,0.6976998591423035,331,3768000,2.577966859340668,471,1450.74,1.0503444486856461,124.46,222.60000000000005,0.05907170420512557
58.5,0.9647546648513413,-0.00874700936023146,0.6430589097738266,331,3776000,2.727424578666687,472,1434.56,1.0219190508127212,121.31,220.20000000000002,0.062397627192549404
58.5,1.2895152793033304,-0.014094272851070854,0.6827151912450791,331,3784000,3.0157507884502412,473,1425.11,1.0187894636392594,120.89,222.60000000000005,0.09772211574018001
58.5,1.235872494264563,-0.023790883880574255,0.6285937172174454,331,3792000,2.932993304133415,474,1427.1,1.0044357192516327,122.98,228.50000000000006,0.08558193822391331
58.5,1.3741407537233659,-0.012893774124677293,0.602437624335289,331,3800000,3.275003578066826,475,1424.43,0.9671447509527207,123.7,228.50000000000006,0.10244006137363612
60.8,0.9720643355774576,-0.027783754655247322,0.6492571085691452,331,3808000,2.7840563261508944,476,1445.33,1.0162165808677672,127.33,228.50000000000006,0.06316809521522374
58.400000000000006,1.0552877016306335,-0.006909384584869258,0.7122411632537842,331,3816000,3.0333442866802214,477,1454.88,0.9756546372175217,130.31,228.50000000000006,0.07527703016065061
58.400000000000006,0.9297557673019509,-0.01559758631803561,0.7343253594636917,331,3824000,2.81636999130249,478,1467.24,1.0114400863647461,137.3,251.0,0.06539168148301541
56.6,1.0396627559604819,-0.02412304696379579,0.6783969390392304,331,3832000,2.94365394115448,479,1465.45,0.9906240695714951,136.65,251.0,0.07838136602193117
58.800000000000004,1.3742306855172408,-0.015465273569570854,0.5789897918701172,331,3840000,3.4641188180446623,480,1478.28,1.0262771242856978,138.04,251.30000000000004,0.10545083203352988
56.6,0.957118792934883,-0.030059786817291753,0.5981846249103546,331,3848000,2.7147002160549163,481,1473.21,1.0278974783420562,141.49,254.10000000000002,0.06269962509162724
52.7,1.0259725364586578,-0.009795675971545278,0.6844760686159134,331,3856000,2.7684967440366743,482,1468.7,1.031624612212181,142.68,254.10000000000002,0.06761482101399452
56.6,1.1298973227972242,-0.02225535541656427,0.5955979883670807,331,3864000,3.15073792219162,483,1479.81,1.0251802384853363,145.94,255.0,0.08930527150630951
56.6,1.1572622109535338,-0.015501355008163955,0.7363739854097366,331,3872000,2.9906540977954865,484,1480.5,1.0433922076225282,146.91,255.0,0.08256197934504599
56.6,0.9324832391478758,-0.016058778132080533,0.6550533878803253,331,3880000,2.7521276956796648,485,1469.8,1.0736053264141083,147.3,254.10000000000002,0.06858352969400584
56.6,0.8142071052034245,-0.027787551905203146,0.649163568019867,331,3888000,2.5269268554449082,486,1468.46,1.0630331015586854,146.47,255.0,0.05654239512514323
58.800000000000004,0.9533038152801204,-0.004801407021004706,0.6941890782117843,331,3896000,2.786952843666077,487,1469.55,1.0114003765583037,146.45,251.40000000000003,0.062138413935899736
58.800000000000004,1.4481931712995206,-0.027402885768096893,0.7321693259477615,331,3904000,3.7068903112411498,488,1483.19,1.002738235592842,154.0,255.80000000000007,0.11155345219187439
60.8,0.8478718366437507,-0.017815258528571576,0.6827319812774658,331,3912000,2.45623528778553,489,1480.66,1.0089252197742462,156.55,263.20000000000005,0.05347117806784809
65.0,1.680391409910114,-0.015064696766057751,0.7235003751516342,331,3920000,4.312101035118103,490,1493.65,1.004027602672577,164.6,283.70000000000005,0.15133123724721373
65.0,1.0789167352168716,-0.006259793766621442,0.7389681005477905,331,3928000,2.971053342819214,491,1497.36,1.0164114516973495,167.53,292.0000000000001,0.07045330589637161
65.0,0.9672569971572993,-0.010210803095033043,0.7536612766981124,331,3936000,2.8072832214832304,492,1500.97,0.9971721440553665,170.38,301.3,0.0636004011426121
65.89999999999999,1.8275971938244664,-0.023257282975100678,0.82551622569561,331,3944000,4.078216868638992,493,1513.92,1.002021067738533,174.5,306.0,0.14082882608287037
65.89999999999999,1.3849577824152748,-0.024298881940776482,0.7116028237342834,331,3952000,3.526987773180008,494,1524.0,1.0169437110424042,181.58,321.6,0.111856998661533
65.89999999999999,1.0785509601440224,-0.02321587727405131,0.5795695698261261,331,3960000,3.1816566306352616,495,1518.51,0.9948467910289764,182.65,327.1,0.08772363829426467
67.8,0.9479172567387494,-0.02016227275249548,0.675098997950554,331,3968000,2.7646408116817476,496,1523.36,1.0161109322309494,183.1,327.1,0.07398435374256224
71.0,1.438597789259366,-0.032356814468275846,0.7443473261594772,331,3976000,3.6979115998744962,497,1537.56,1.0297423440217972,183.59,327.1,0.12297227416187524
78.39999999999999,1.0790089969937409,-0.012214404053520412,0.6769657051563263,331,3984000,3.0532542139291765,498,1537.58,1.0143345773220063,184.88,327.1,0.08263623964274303
78.39999999999999,0.934949978414377,-0.02264624802803155,0.6433260893821716,331,3992000,2.8265832722187043,499,1538.08,1.0076656931638717,186.59,327.1,0.069705849760212
72.9,0.9814941783488007,-0.020097947946051135,0.6910112100839615,331,4000000,2.7817181396484374,500,1524.85,1.0191869586706161,181.76,321.6,0.07239887178875506
78.39999999999999,1.3792008431553844,-0.030228861678042448,0.7422056818008422,331,4008000,3.098309362530708,501,1540.36,0.9920607078075409,185.88,321.6,0.0909344759141095
72.9,0.9020278112429558,-0.013547016698867083,0.6976477563381195,331,4016000,2.5447544479370117,502,1540.75,0.981341438293457,185.33,321.6,0.06164477035403251
72.9,0.9725095945839725,-0.014208812646393199,0.6073427575826645,331,4024000,2.8210639715194703,503,1537.13,1.038260126709938,182.28,327.1,0.06963821618817746
72.9,1.0673209102001995,-0.028062297548167407,0.5963688033819199,331,4032000,3.061136203408241,504,1536.76,1.0343398803472519,185.61,327.1,0.08027745690662413
72.9,0.8504192129651778,-0.013629330722396844,0.6778045660257339,331,4040000,2.564324988722801,505,1533.71,1.030571986436844,183.16,321.6,0.05786490221507847
72.9,1.4200670479918498,-0.0026810987532371656,0.7616688114404678,331,4048000,3.6546545255184175,506,1512.45,1.001453959941864,185.3,321.6,0.11054632682353258
72.9,1.3322470750843525,-0.02304984671645798,0.6675557947158813,331,4056000,3.5315698635578157,507,1520.01,1.0073936015367508,187.53,327.1,0.11662218363489955
75.7,1.5757157154839776,-0.014603396570746554,0.7178569102287292,331,4064000,3.503881528377533,508,1524.41,1.0380796432495116,188.38,327.1,0.10043548020999879
72.9,1.5847234234034997,-0.0318182184023317,0.6899955981969833,331,4072000,3.3370054823160173,509,1518.61,1.0359916251897812,185.52,321.70000000000005,0.10889594523701816
72.9,0.8920746282336418,-0.01880720715992993,0.7168404924869537,331,4080000,2.4987549173831938,510,1516.71,1.0167540138959885,183.45,319.20000000000005,0.05831909503787756
75.7,1.126790396350862,-0.022160613897722215,0.6729599583148956,331,4088000,2.7642745000123976,511,1504.02,0.9994305020570755,173.25,306.09999999999997,0.06805041417479515
77.80000000000001,1.4302161408698917,-0.012616299080000316,0.6963242620229722,331,4096000,3.405091571807861,512,1504.65,1.0136275225877762,176.19,303.30000000000007,0.10557714290451259
77.80000000000001,1.0951122186529272,-0.021718865129514597,0.7940245282649994,331,4104000,2.999858838915825,513,1490.67,1.028981768488884,171.86,291.9000000000001,0.08073501778999344
78.89999999999999,1.5164463678528377,-0.006742336292227265,0.7524968665838242,331,4112000,3.494820010662079,514,1504.06,0.9905494207143783,175.13,291.9000000000001,0.1073822002718225
79.8,1.6571816137217277,-0.04377843531401595,0.7737141072750091,331,4120000,3.7307179522514344,515,1500.78,1.033255354166031,175.71,289.2,0.12784319023601712
79.8,1.08813130612528,-0.017836160864681004,0.7044811582565308,331,4128000,3.047189085483551,516,1497.63,0.9938721334934235,177.34,291.9000000000001,0.07951811949722469
79.8,0.9022813442237534,-0.009256717901153025,0.7985536569356918,331,4136000,2.379949412345886,517,1499.21,0.9889076584577561,179.33,304.20000000000005,0.04828298542648554
79.8,1.4170905323079372,-0.009404923513066023,0.7710701525211334,331,4144000,3.594502568244934,518,1510.88,0.9962150114774704,183.04,300.40000000000003,0.11391941173002124
81.89999999999999,1.2017673941666984,-0.02602585444547003,0.7310005658864975,331,4152000,3.0901687490940093,519,1538.37,1.0146156883239745,190.68,304.20000000000005,0.08427142910193652
80.9,1.522613623304246,-0.023999276346876285,0.7806591820716858,331,4160000,3.851132872700691,520,1539.86,1.0137183171510697,194.28,307.30000000000007,0.13228544198907913
