epoch_idx,grad_norm,fps,frames,P09:episode_rewards,policy_entropy,P01:episode_rewards,explained_variance,episode_length,advantage_norm,policy_loss,value_loss,PMM:episode_rewards
16,0.06518335256218316,420,128000,3.0,1.3843457400798798,0.0,-1.3074133652448654,178.25,0.6372521203570067,0.00048304045970326114,0.00525455148390165,1.28
17,0.06571900951526491,421,136000,3.0,1.3845763897895813,0.0,-0.8415323978662491,180.9,0.729423015229404,-0.00048315655672922733,0.0055995352115678545,1.33
18,0.06686021202372795,422,144000,4.0,1.3849524199962615,0.0,-1.4657555848360062,182.85,0.7254080972261727,0.0003298436694603879,0.005407896082692787,1.32
19,0.06513233614097849,422,152000,3.0,1.384719214439392,0.0,-3.2724774062633513,175.14,0.6453018591180444,0.0009380444028647617,0.004940599687890881,1.17
20,0.08898558605825237,423,160000,4.0,1.3834441936016082,0.0,-1.281201182603836,181.53,0.779098149202764,0.0011340511797163799,0.0064383538601578034,1.38
21,0.07889689454935464,424,168000,4.1000000000000085,1.3839543378353119,0.0,-0.9144208544492721,194.68,0.8319145689159632,-0.00036990643246099353,0.006852898210181593,1.7
22,0.062413479342017554,424,176000,4.1000000000000085,1.3856929302215577,0.0,-1.8796117573976516,191.13,0.6376468673720956,-0.0005892875438439659,0.0047310934715528675,1.61
23,0.07382064960984575,425,184000,3.0,1.3852948904037476,0.0,-1.3894204819202423,174.67,0.6609038914926351,1.7289863535552285e-07,0.005188344744033202,1.15
24,0.06276730501624496,425,192000,3.0,1.3851115262508393,0.0,-1.446574760079384,167.2,0.6515814447402954,0.0006218143863952718,0.0047333250448446055,0.99
25,0.06415140660278464,425,200000,2.0,1.3857695806026458,0.0,-2.763888770341873,165.79,0.6065402881614864,0.0005126488488167524,0.004677934988674224,0.94
26,0.07741474266466786,425,208000,3.0,1.3852097380161286,0.0,-1.7707691329717636,178.17,0.7225149160437286,-0.00046337540275999346,0.005573482616073306,1.23
27,0.10440449816416951,425,216000,3.0,1.378251543045044,0.0,-2.241025621891022,181.44,0.733600464835763,-8.953434421073325e-05,0.005571630209178693,1.32
28,0.08729642493231342,426,224000,3.0,1.3779536139965058,0.0,-1.5626315009593963,180.0,0.7297824720665812,-0.00027259709546342494,0.006016414902396718,1.32
29,0.07707795845006223,426,232000,3.1000000000000085,1.381661717891693,0.0,-0.8839000332355499,184.82,0.7741686729341746,-3.992272540926933e-05,0.006206294870826241,1.5
30,0.0658381612518344,426,240000,4.0,1.381932020187378,0.0,-1.6243473321199418,177.97,0.7010444594174623,0.0017386298935161903,0.005429279477866657,1.37
31,0.06955281715948321,426,248000,3.0,1.3842191171646119,0.0,-2.16884850025177,172.13,0.6143829745426774,-0.0013114630144264083,0.004489359076642358,1.16
32,0.07166065172198793,427,256000,3.0,1.3834903144836426,0.0,-1.5865130120515822,169.98,0.6591503980010748,0.0003522964479998336,0.004910270393356769,1.07
33,0.06958715252785373,429,264000,3.0,1.3823805403709413,0.0,-3.35310747385025,170.54,0.6119233359768986,-0.0006092127822194016,0.004730783247646286,1.08
34,0.06574437969525543,430,272000,3.0,1.3814252531528473,0.0,-1.7394976341724395,170.58,0.6391625536233186,0.0003085209961864166,0.004921707135963516,1.09
35,0.07341882317001762,432,280000,3.0,1.3803914165496827,0.0,-1.59992016851902,173.62,0.7137035584822297,0.0009973281917336862,0.00547578337314917,1.17
36,0.061861291013017024,433,288000,3.0,1.379901340007782,0.0,-1.6698163217306137,172.9,0.5789949870482087,0.00010708966059610248,0.004305056082157535,1.14
37,0.06765676922844244,434,296000,2.0,1.3824248099327088,0.0,-1.7942846864461899,167.71,0.6531172301620245,-0.0010674823264707812,0.004786824251668804,1.01
38,0.07203606255647906,435,304000,3.0,1.3842102527618407,0.0,-2.2623525923490524,172.0,0.645872442908585,0.0003392744754091837,0.004966020967103759,1.12
39,0.06980816724374882,436,312000,3.0,1.382479053735733,0.0,-2.1633396166563035,171.92,0.6474401106312871,0.0005266912441584282,0.004743762078578584,1.15
40,0.08568234324463019,437,320000,3.0,1.3823550593852998,0.0,-1.6531509494781493,172.78,0.7247239988669754,-0.0001748967939056456,0.005408061983816878,1.19
41,0.07821558458419837,438,328000,3.0,1.384112138748169,0.0,-1.8751933819055557,173.43,0.6913886899873615,0.0006389321929600555,0.0052680234571198525,1.21
42,0.11967989882434851,439,336000,3.1000000000000085,1.383949009180069,0.0,-1.3292801129817962,176.96,0.7752614457905292,-0.0007738546933978796,0.005947914391854283,1.33
43,0.07368373145204693,440,344000,4.0,1.381079796552658,0.0,-2.396358775496483,176.4,0.6305425658077002,0.00020358802408736664,0.0042695753544103356,1.26
44,0.08490780689733839,441,352000,3.0,1.3843140804767609,0.0,-2.2048244988918304,174.26,0.6557857179269194,-0.00012177681895991554,0.004676500565201422,1.14
45,0.0817998324900325,442,360000,3.0,1.383766803741455,0.0,-3.1148295086622237,172.23,0.6410758753865957,0.0005539381281414535,0.004488482842571102,1.16
46,0.09177235963615601,443,368000,3.0,1.3855344951152802,0.0,-2.5580108547210694,170.22,0.6492672314494848,0.0008274881639954401,0.004352037156331789,1.14
47,1.6216115563795936,443,376000,3.0,1.3798249632120132,0.0,-2.2855108791589736,177.77,1.1014790055155754,0.01421660360894748,0.058159353254377495,1.32
48,0.1435900560929796,444,384000,4.1000000000000085,1.3855959963798523,0.0,-3.8917364847660063,193.6,0.650718437731266,0.0019962902285624294,0.004407719131631893,1.72
49,0.08924379964195243,444,392000,4.0,1.384296740293503,0.0,-4.067327985167504,192.27,0.5744639171659947,0.0005823997499828693,0.0037271759268332973,1.62
50,0.07838980485159629,445,400000,4.0,1.3817137062549592,0.0,-4.143097243905068,183.95,0.5859799046814441,2.1451868524309247e-05,0.0035126757472244206,1.39
51,0.10249897502881097,446,408000,4.0,1.3821027398109436,0.0,-1.7976989275217057,180.55,0.638915585577488,0.00020669267003540882,0.0037968164220364997,1.34
52,0.08875682612589325,446,416000,3.0,1.379494265317917,0.0,-6.072422236800194,181.57,0.5895702120661735,3.135425991786178e-05,0.0034749273387205903,1.35
53,0.08480437073248864,447,424000,3.0,1.3823404669761659,0.0,-4.205307173728943,176.37,0.5048777240514756,4.178865914582275e-05,0.002760760180790385,1.21
54,0.09290716762627996,447,432000,3.1000000000000085,1.3800000274181365,0.0,-2.9601432424783707,179.74,0.6584919892996549,9.18312426074408e-05,0.00402959346638454,1.27
55,0.0988041428365789,448,440000,4.0,1.3783745419979097,0.0,-3.8649236714839934,190.82,0.6296507617831231,0.0002931488056788112,0.0038638537801307395,1.57
56,0.08584858001775877,448,448000,4.0,1.3828121936321258,0.0,-2.8388434475660325,197.56,0.5901257891952991,-0.0003188424903783016,0.0031814524157016424,1.75
57,0.08874747599518008,449,456000,3.0,1.3844696545600892,0.0,-1.7745648157596587,189.18,0.5457763772457838,0.0004346562743921822,0.0029898187750768556,1.51
58,0.6511695697394713,450,464000,4.0,1.3802852082252501,0.0,-1.2228499376773834,194.06,0.7952489956468344,-0.01604712952641421,0.023001829978165914,1.69
59,0.08210412288717205,450,472000,4.0,1.3857248985767365,0.0,-1.1294090741872786,203.59,0.6067033102363348,-0.00022426668381740457,0.003324012152988871,1.94
60,0.07721848499735867,451,480000,3.0,1.3854078984260558,0.0,-3.6959718996286393,193.67,0.5744238619506359,9.189127340505365e-05,0.0031044143189319583,1.64
61,0.07027858101558365,451,488000,3.0,1.3856937074661255,0.0,-3.6956073027849197,181.95,0.5122131492197514,9.74166186642833e-05,0.0025071875009234647,1.33
62,0.07050656639708057,452,496000,3.1000000000000085,1.3853445661067962,0.0,-5.195954719781875,182.16,0.4777310466393828,-0.00012772456004313425,0.002364017680974939,1.35
63,0.07299654042965624,452,504000,3.0,1.3857107043266297,0.0,-5.759230982065201,177.22,0.4857670703530312,0.00018498571482268743,0.0023512886557728054,1.23
64,0.06699090998469841,452,512000,3.0,1.3851906895637511,0.0,-2.6263017141819,173.69,0.5098099210113287,-2.6044812220789026e-05,0.0026266039531037677,1.18
65,0.07327068811065071,453,520000,3.0,1.3840417420864106,0.0,-4.857800211310387,174.74,0.5127195601910353,-0.0005772183778026374,0.0025009967962978407,1.21
66,0.08141787807659048,453,528000,4.1000000000000085,1.3826698648929596,0.0,-1.1123578161001206,192.36,0.5529281669855117,0.000672100281699386,0.0029343016733764673,1.63
67,0.0738888367539385,453,536000,5.0,1.3845305526256562,0.0,-3.1097824817895887,191.71,0.5174305471777916,-1.0495922761037945e-05,0.0025801624291489134,1.62
68,0.06273655574801464,454,544000,4.0,1.385779104232788,0.0,-3.002885164618492,183.78,0.45060711376369,8.639212945126928e-05,0.0019763379178766626,1.43
69,0.060283422609875424,454,552000,4.0,1.3844930160045623,0.0,-4.067706558704376,183.2,0.4122479894757271,0.0002005022445518989,0.0019295216709542728,1.38
70,0.05373204047713883,454,560000,3.1000000000000085,1.3827099180221558,0.0,-2.960751895904541,177.61,0.35338516145944593,0.00015604250511387364,0.0013860594027391925,1.21
71,0.06350886149109461,455,568000,3.0,1.3849855971336364,0.0,-4.494750483036041,171.33,0.46072343658655884,1.858795127191115e-05,0.002180623870008276,1.07
72,0.06065548036129906,455,576000,3.0,1.3853969883918762,0.0,-3.3665212953090666,175.02,0.4237465440109372,0.00028824931613598894,0.001973259647456871,1.24
73,0.0510566635056105,455,584000,3.0,1.3857390332221984,0.0,-3.182649286389351,181.43,0.36518223587423565,0.00010702195821068017,0.001638497466028639,1.46
74,0.06253955034002316,456,592000,3.0,1.386119772195816,0.0,-4.197411060929299,180.08,0.4605750413239002,0.00042445713581400923,0.0022448495292883308,1.37
75,0.05548347353769024,456,600000,4.0,1.3859994733333587,0.0,-4.852457114458084,182.05,0.3963908114284277,-0.00011015959600626957,0.0017459206153034757,1.33
76,0.051929474911336655,456,608000,4.0,1.385953665971756,0.0,-3.7046706718206406,186.76,0.3888841814175248,-0.0002244822762804688,0.0017328059345345537,1.44
77,0.08282146981293463,457,616000,4.0,1.3850807535648346,0.0,-2.2446394044160844,192.99,0.5464292757213116,-3.439307249209378e-05,0.003098705892407452,1.69
78,0.061374739927219084,457,624000,4.0,1.3846407401561738,0.0,-4.768998312354088,191.44,0.39816404566168784,1.693837206403259e-05,0.0016278200135275255,1.64
79,0.06199655815534702,458,632000,4.0,1.3827832233905792,0.0,-5.052423791885376,181.93,0.42952288668602706,-0.00013475270443905174,0.0021611549870794986,1.37
80,0.046753636686105195,458,640000,4.0,1.3821428418159485,0.0,-4.3754564785957335,180.73,0.33826378982514144,3.7307028323994016e-05,0.0013293070519830507,1.31
81,0.04459558887558323,458,648000,3.0,1.3847002351284028,0.0,-7.162983330488205,179.12,0.3189420511946082,0.0001388482390484569,0.001326717410729543,1.29
82,0.055602477746053244,458,656000,3.0,1.3850704610347748,0.0,-1.6631873273849487,181.63,0.39022085279226304,0.00022447053629548464,0.0017554619837756036,1.35
83,0.06408638959036173,459,664000,3.1000000000000085,1.3844816398620605,0.0,-4.158565448522568,183.89,0.41583167046308517,-4.920552753901575e-05,0.0019001017062328174,1.42
84,0.05419223145866956,459,672000,4.0,1.3837158620357513,0.0,-4.200818394422531,183.74,0.351497332341969,-0.00034698219042184064,0.0012989712932358088,1.45
85,0.055632039727517645,459,680000,4.0,1.384586305618286,0.0,-1.5950418841838836,185.49,0.3987339443713427,0.00017637444150750525,0.00160133573859639,1.47
86,0.06381569254378168,460,688000,4.0,1.3849816668033599,0.0,-2.609108881354332,192.98,0.37130502849817276,-0.0014350758557338849,0.0016447095635339793,1.64
87,0.04344765368052009,460,696000,3.1000000000000085,1.384770531654358,0.0,-27.868862488269805,185.27,0.3109768254682422,0.0001825344676399254,0.0012629298864703742,1.44
88,0.046305049420968414,460,704000,4.0,1.3854288518428803,0.0,-3.9624300891160966,177.4,0.334376725256443,6.787166718822845e-05,0.0013880136053012393,1.31
89,0.06152932184199958,460,712000,4.0,1.3856652104854583,0.0,-3.9507413679361343,182.7,0.38936744853854177,-0.00047966555212042294,0.001721899862641294,1.43
90,0.049353779811999295,460,720000,3.0,1.3855719184875488,0.0,-3.28494367480278,181.29,0.35875970523804424,2.6880422228714452e-05,0.001459624151011667,1.37
91,0.05952394253577375,461,728000,3.0,1.3849950218200684,0.0,-3.3745555156469345,176.1,0.36950364347547293,-0.00012079619045834988,0.001655379183293917,1.27
92,0.05382165540775279,461,736000,3.0,1.384265341758728,0.0,-6.05494946539402,173.84,0.34740293700248004,0.00014877123714541085,0.00143452318456184,1.22
93,0.031050567006742177,461,744000,3.0,1.3849713742733,0.0,-3.5461538219451905,169.88,0.2357099401205778,4.138791311561363e-05,0.0007069858261274931,1.1
94,0.04820979671070422,461,752000,3.0,1.3857713258266449,0.0,-17.95393401145935,168.46,0.300315507799387,2.7307140899210937e-05,0.0010453072642849293,1.03
95,0.04057871007040123,461,760000,3.0,1.3855608069896699,0.0,-6.063390485048294,172.59,0.2995961743593216,-5.4863284567545634e-05,0.0010857573538851284,1.11
96,0.0573553424718251,461,768000,3.0,1.385901197195053,0.0,-2.2489131873846055,182.17,0.36370775263756516,0.00040383332612691446,0.0013591731761152914,1.35
97,0.05109402294423873,462,776000,3.0,1.3852457797527313,0.0,-36.97242228329182,182.52,0.3231706367060542,-0.00012996587698580698,0.00120080859738664,1.38
98,0.053300588240189024,462,784000,3.0,1.3844797432422637,0.0,-3.406298084259033,179.56,0.3625754691287875,-6.002087498927722e-05,0.0015468655049789958,1.37
99,0.04502840646980053,462,792000,4.0,1.3857264864444732,0.0,-5.891316276788712,183.86,0.32240483462810515,-0.00010370132411480882,0.0012546545117493224,1.47
100,0.04205925840154503,462,800000,3.0,1.3859554207324982,0.0,-2.5779732835292815,176.79,0.28397122759371995,0.00026389235354599803,0.000997394655005337,1.21
101,0.04539994522481292,463,808000,3.0,1.385916541814804,0.0,-3.0529264479875566,177.5,0.3020795193314552,-0.00014345895184305845,0.0010413404793507652,1.25
102,0.04783929270834796,463,816000,3.1000000000000085,1.3854482674598694,0.0,-4.624611572623253,184.99,0.3498646562546492,-3.771195508306846e-05,0.001365720708618028,1.44
103,0.04343486084725969,463,824000,4.0,1.3853179287910462,0.0,-1.2373372542858123,182.26,0.32110327657312154,7.457830826751888e-05,0.001314239421799357,1.4
104,0.04119431607977,463,832000,3.1000000000000085,1.3852672731876374,0.0,-2.4534395360946655,181.07,0.28952390488237145,-1.674365747021511e-05,0.0010263525281152396,1.34
105,0.05698802275582812,463,840000,3.0,1.3837711930274963,0.0,-1.443286880850792,177.79,0.3452498148009181,6.61376658899826e-05,0.0013168758988740593,1.23
106,0.039973241766433285,463,848000,3.0,1.3844589006900787,0.0,-1.9730411034822464,178.73,0.29522307842969897,-0.00010313050071999896,0.0009893453068889357,1.28
107,0.04593773872328605,463,856000,3.1000000000000085,1.384296360015869,0.0,-2.725553671717644,188.45,0.2967703361436725,-0.0002554156316909939,0.0010756536685858009,1.48
108,0.035268352170655735,463,864000,3.0,1.385133557319641,0.0,-2.35873922586441,181.35,0.23721252169460058,0.000249138425460842,0.0008106358583881957,1.32
109,0.04538827875788613,464,872000,3.0,1.3858130598068237,0.0,-1.4775870525836945,176.77,0.32733231302350757,-0.00022502908712340286,0.0013258633169971291,1.27
110,0.042585526180808665,464,880000,4.0,1.3860988104343415,0.0,-2.666237498521805,185.56,0.2886866603419185,0.00023372235395072494,0.0010192366163482803,1.46
111,0.03690853250472653,464,888000,4.0,1.3859389781951905,0.0,-2.3370008838176726,186.3,0.28083693359047174,-3.850887544103898e-05,0.0009566841343530541,1.38
112,0.05278153898000219,464,896000,3.0,1.3854101777076722,0.0,-12.065786460042,176.4,0.35571032237261535,-0.0002446265758044319,0.0015283511604047817,1.19
113,0.03725231645270406,464,904000,3.0,1.3853208255767822,0.0,-2.4436088413000108,175.93,0.27293050635606053,-8.693297877471195e-06,0.0010503644374193755,1.32
114,0.038983113661873375,464,912000,4.0,1.385344488620758,0.0,-1.7228645050525666,183.92,0.2671319031342864,-6.730235778377391e-05,0.0008699685556712211,1.48
115,0.04307153640365094,464,920000,4.0,1.3851488029956818,0.0,-4.121420939564705,180.76,0.3000363767147064,-0.00011759081040509045,0.0011280408686343436,1.35
116,0.038850114252827486,464,928000,4.0,1.3851872968673706,0.0,-1.2221214205026627,183.66,0.2843417125195265,0.00012107157032005489,0.0009885551937077253,1.43
117,0.03999323988945486,464,936000,3.0,1.38570618391037,0.0,-12.327725462317467,179.7,0.280292390845716,6.179843760037329e-05,0.0010576176328595465,1.32
118,0.0433185662399404,464,944000,3.0,1.3852246129512786,0.0,-1.3365495473146438,188.1,0.3186965991929174,-1.5545755777566227e-05,0.00108133210305823,1.52
119,0.03876655915379984,464,952000,3.0,1.3853282988071443,0.0,-3.8523379069566728,183.98,0.2737651234865189,5.8407662145327776e-05,0.0009273727665549814,1.39
120,0.04061881024657829,464,960000,2.1000000000000085,1.3851333308219909,0.0,-5.174670886397362,171.16,0.26905888080596924,4.296426341170445e-06,0.0009532907909124333,1.07
121,0.035255354998553375,464,968000,3.0,1.3852090656757354,0.0,-3.636957475543022,173.13,0.23416608512401582,5.242559982434614e-05,0.0008029685638211958,1.18
122,0.1285053680199634,464,976000,3.1000000000000085,1.3849384808540344,0.0,-2.0542804205417635,187.0,0.3607942770794034,-0.005312093554530293,0.0025172209989614202,1.48
123,0.03122654206525172,464,984000,3.1000000000000085,1.385331196784973,0.0,-3.9936094015836714,184.38,0.22600026544183494,-0.0003455306972546168,0.0005895234021045326,1.38
124,0.032038271082785584,464,992000,3.0,1.3854671347141265,0.0,-2.5244009643793106,175.23,0.25014027748256923,3.1607473483745705e-05,0.000791938881520764,1.2
125,0.04165646605727672,465,1000000,3.0,1.3857120656967163,0.0,-4.62060009598732,171.86,0.2721546206623316,0.00028523541888716866,0.001083124429696909,1.13
126,0.03287767455632329,465,1008000,3.0,1.3860157799720765,0.0,-3.449756225347519,168.04,0.23421724174171688,-0.00016354770516045393,0.0006849885293922853,1.02
127,0.040808078011263335,465,1016000,3.1000000000000085,1.3856516146659852,0.0,-0.8300288170576096,179.73,0.28417595352977515,-0.00023669550773774972,0.0009570145232646609,1.34
128,0.04949073501585533,465,1024000,3.0,1.385704437494278,0.0,-2.76389165520668,178.41,0.32939923394471404,5.293496447848156e-05,0.0013837955025337578,1.33
129,0.028525396463668327,465,1032000,3.1000000000000085,1.385665236711502,0.0,-1.3164401024580001,179.48,0.2172316473722458,2.20552819121167e-05,0.0006641756555018219,1.35
130,0.041600455405944016,465,1040000,3.1000000000000085,1.3856622612476348,0.0,-0.7272306090593338,184.07,0.2881128642335534,0.00031357961415778846,0.0010342916234685618,1.45
131,0.04678795936343185,465,1048000,3.0,1.3853482258319856,0.0,-9.349103757739067,182.35,0.2950756950303912,-0.0006330828146019485,0.0012273440267154,1.37
132,0.028779810250634415,465,1056000,4.0,1.3853184795379638,0.0,-1.2632838582992554,186.37,0.22103585001081227,0.0002951364972977899,0.000613673994112105,1.44
133,0.02998367575175141,465,1064000,4.0,1.3844303429126739,0.0,-0.9115301209688187,189.66,0.24335548216477038,5.559248427744024e-05,0.0008193137519083393,1.52
134,0.03857925467020964,466,1072000,4.0,1.3838738644123076,0.0,-0.9985279726982117,189.55,0.27089772626757624,-3.347224555909634e-05,0.0009080677942893089,1.58
135,0.029892149378355867,466,1080000,4.0,1.3853587222099304,0.0,-30.453618265986442,182.54,0.20343161948025226,2.9167426546337084e-05,0.0005858189305945416,1.42
136,0.041592604901072174,466,1088000,3.0,1.3859831750392915,0.0,-4.111550421118737,177.35,0.2858349221944809,-5.189017061638879e-05,0.0010846083472279132,1.25
137,0.030887253773686337,466,1096000,3.0,1.3859816908836364,0.0,-3.7121547788381575,179.6,0.19889421865344048,-4.5780209147778806e-05,0.0004836124890971405,1.26
138,0.032683135766791466,466,1104000,3.0,1.3858005023002624,0.0,-1.9581373679637908,174.64,0.22254692818969488,-1.307406957494095e-05,0.0008394899884297046,1.15
139,0.03386898548562481,466,1112000,3.1000000000000085,1.3853199398517608,0.0,-4.22826432287693,182.96,0.23736847043037415,-0.00010644471862178762,0.0008326042713451897,1.39
140,0.03879504407253485,466,1120000,3.1000000000000085,1.3859219121932984,0.0,-0.6909373277425765,183.75,0.253565133921802,-0.00012288890307900148,0.0007823394998376899,1.39
141,0.03854591827043564,466,1128000,3.1000000000000085,1.3854207289218903,0.0,-1.6975571238994598,183.76,0.2697596387565136,0.00013134101194737014,0.0008709851062485541,1.37
142,0.032484881582274465,466,1136000,4.0,1.3854506266117097,0.0,-2.7587003338336946,184.09,0.23591417213901877,-0.00010520258889300749,0.0007149810716646243,1.38
143,0.030655325924628683,466,1144000,3.0,1.3858978295326232,0.0,-2.291412254571915,175.33,0.21085540451109408,-3.504505553337367e-05,0.000642198591685883,1.17
144,0.028302786328324166,466,1152000,3.0,1.386048505306244,0.0,-3.325701166987419,176.58,0.19861461132764816,0.00020443593693926233,0.0005044784273468395,1.22
145,0.0412555679833397,466,1160000,4.0,1.3857195329666139,0.0,-0.6785094273090363,189.86,0.2908863241970539,-5.393298910348676e-05,0.0012202053472447005,1.56
146,0.03930545579141613,466,1168000,4.0,1.3854203712940216,0.0,-8.276243163347244,193.66,0.26881266467273235,4.9199606728507206e-05,0.001061989205336431,1.71
147,0.02766163827917935,467,1176000,3.1000000000000085,1.3856469941139222,0.0,-6.593041944503784,184.91,0.2042389253899455,-4.939401316732983e-05,0.0006630487185111633,1.47
148,0.039110353005433175,467,1184000,3.0,1.3852198469638823,0.0,-0.9054036033153534,178.78,0.2696841412782669,0.00013400644736975665,0.0009831090479156047,1.29
149,0.025793423936197636,467,1192000,4.0,1.3854335784912108,0.0,-1.2369922089576721,187.84,0.19841746538877486,8.084570177743444e-05,0.0005410031025576245,1.5
150,0.02892524693934776,467,1200000,4.0,1.3856860542297362,0.0,-12.521992731690407,184.83,0.19320149878039955,-0.00025578484958714397,0.00048538896438003574,1.42
151,0.024201965437058853,467,1208000,3.1000000000000085,1.3856981432437896,0.0,-1.1763863688707352,177.36,0.16291799392551184,-0.00010542352680204204,0.0003031429415659659,1.21
152,0.025941398761291975,467,1216000,3.0,1.385745245218277,0.0,-1.3488964527845382,178.33,0.16220321556553244,-0.0001344937401881907,0.000394533463127118,1.22
153,0.03508465666080701,467,1224000,3.0,1.3859449529647827,0.0,-2.8222098565101623,177.41,0.22770648125559093,0.00019299440122267698,0.0007763960814827442,1.21
154,0.028919895480508582,467,1232000,3.1000000000000085,1.3856811392307282,0.0,-0.8439277940988541,183.49,0.23012152176350356,8.215012352593477e-05,0.0008301836875034496,1.39
155,0.03687663864395227,467,1240000,4.0,1.3855731451511384,0.0,-1.2349879103899002,185.9,0.2479102895781398,-6.819423479100805e-05,0.0008370164491134347,1.48
156,0.037556970070006905,467,1248000,3.0,1.3854299628734588,0.0,-16.22411688506603,177.59,0.2592373317293823,-4.414323360833805e-05,0.0009205787268729182,1.27
157,0.016109345323002785,467,1256000,3.0,1.3852040708065032,0.0,-2.1737226140499115,171.0,0.1262860643863678,-0.00010824904180481098,0.00019462062773982326,1.07
158,0.03253304714744953,467,1264000,3.0,1.3858367562294007,0.0,-2.599674054980278,168.85,0.22218131840229036,-0.000273648061665881,0.0006179111359460876,1.01
159,0.022837179991082587,467,1272000,3.0,1.3860374593734741,0.0,-7.722655536532402,173.69,0.17625906009227038,0.0002624344890500652,0.0005062095706944092,1.16
160,0.03682702682367043,467,1280000,3.0,1.3859938478469849,0.0,-2.380408937931061,179.03,0.2645298429951072,-6.142522761365399e-05,0.0009785927159646234,1.26
161,0.029894767677532883,468,1288000,5.0,1.3859336614608764,0.0,-0.444650377035141,188.5,0.24129191480576992,-0.00019511548613081685,0.0007917400691849252,1.55
162,0.029379862549196292,468,1296000,5.0,1.3858440113067627,0.0,-0.5439844626188278,192.71,0.21175402358174325,0.00020462675107410177,0.0005487237629040465,1.61
163,0.02771300774817975,468,1304000,4.0,1.3859677588939667,0.0,-1.082332284450531,187.67,0.19147174965590238,-7.846996522857808e-05,0.00044095865146573485,1.45
164,0.027592878722035516,468,1312000,3.0,1.3860542237758637,0.0,-3.3520489031076433,181.56,0.19996638160198926,5.700708523363573e-05,0.0006060653881695544,1.35
165,0.03406764976364145,468,1320000,4.0,1.3854960703849792,0.0,-3.6887793809175493,184.29,0.2423062004521489,-0.00017367483651469228,0.0007877619301143568,1.44
166,0.035567541930091234,468,1328000,4.0,1.3857721209526062,0.0,-1.0872190880775452,185.0,0.24540625140070915,0.0002135279522917699,0.000817641565527083,1.45
167,0.03111340759882962,468,1336000,4.0,1.3860714316368103,0.0,-2.58615562915802,187.35,0.20874360140413045,-0.00040723391539359,0.0007151686342967878,1.57
168,0.04195980305636326,468,1344000,4.0,1.385786666870117,0.0,-15.478364282846451,193.8,0.29260300144553186,-0.00019319503582664765,0.0010797330031709863,1.75
169,0.029332747997687782,468,1352000,4.0,1.3856684291362762,0.0,-28.410483991503714,191.39,0.21498649429529906,0.0001273644235334359,0.0005930600985902856,1.62
170,0.03142342104651547,468,1360000,4.0,1.3857385659217833,0.0,-1.5481081759929658,184.34,0.22363614844158292,-9.408032034116331e-05,0.0007096825000508034,1.43
