P09:episode_rewards,P01:episode_rewards,PMM:episode_rewards,fps,q_loss,episode_length,advantage_norm,explained_variance,grad_norm,model_prob_std,epoch_idx,policy_gradient_loss,frames,policy_entropy,policy_gradient_bias_correction,policy_loss,avg_q_retraced,avg_q_selected,rollout_prob_std
0.0,0.0,0.0,376,1.8521926674945157e-05,3324.3333333333335,0.034371638084606575,-15.696088568369548,0.002686183906412965,0.00776472018721203,15,-1.6135703193261484e-05,108000,2.194721150398254,0.0,-1.6135703193261484e-05,0.0007264971910141564,0.0007381625156388812,0.007764720218256116
0.0,0.0,0.0,380,5.1980436689783955e-06,3324.3333333333335,0.011615383962634951,-17.67573127746582,0.0009306572725343194,0.005122704741855462,16,-4.685392771837845e-05,115200,2.196045676867167,0.0,-4.685392771837845e-05,0.0016334862370664875,0.0016765101371371807,0.005122704741855462
0.0,0.0,0.0,380,1.3610729217199013e-05,3324.027777777778,0.03085944938336354,-7.350579117946523,0.002108323370108348,0.00662556717977933,17,-1.9725261277426156e-05,122400,2.195351306272562,4.3005419588348675e-06,-1.5424719266096847e-05,0.001075154941160387,0.0010962294515632844,0.008814624502020519
0.0,0.0,0.0,376,3.353684807648438e-06,3324.027777777778,0.01459623467708721,-10.37659309095176,0.0009586730663348898,0.004606479841799391,18,-3.2874539585533715e-05,129600,2.1963501544793447,4.425356913458846e-06,-2.844918274304869e-05,0.0015162748202315662,0.0015234337963712667,0.01106887231268008
0.0,0.0,0.0,370,2.5668187743896414e-06,3324.027777777778,0.012901949964752595,-13.739048983066803,0.0008121831494261111,0.004231549695136627,19,-2.5960427580631528e-05,136800,2.1964890074729917,3.379324998410726e-06,-2.258110251477413e-05,0.0013118767231904836,0.001318200701958852,0.011577182465655454
0.0,0.0,0.0,365,2.3206286203090445e-06,3324.027777777778,0.012595529328095902,-7.187144054550571,0.0007209241527486786,0.004323761572890225,20,-1.7446191993104102e-05,144000,2.1964540245032413,1.987607930850572e-06,-1.5458584086488675e-05,0.000926358411741147,0.0009447522699953754,0.011234699912554486
0.0,0.0,0.0,361,2.05273505796694e-06,3324.027777777778,0.01145231310375883,-10.264089388267074,0.0005830625946474857,0.005048329548007272,21,-1.7986112989154014e-05,151200,2.196183932341596,-1.895388800462161e-07,-1.817565194105603e-05,0.0008318851118052389,0.0008381086558794354,0.010478365175800506
0.0,0.0,0.0,358,1.9736647928321227e-06,3324.027777777778,0.011638618291351975,-10.42089368960845,0.0005733351699790063,0.005697918360000821,22,-1.3187466723729972e-05,158400,2.1958933112451007,1.829019370665612e-06,-1.1358447382143649e-05,0.0006060856999278902,0.000616224751501389,0.010323804445421848
0.0,0.0,0.0,355,1.0076274899239657e-06,3324.3333333333335,0.008037565596559222,-9.352397157038961,0.0003627632446335978,0.005817307126301799,23,-1.159618903895105e-05,165600,2.1958429912631474,-2.6125441520673937e-07,-1.1857443498656938e-05,0.00039172985363245336,0.0004011424016858828,0.010398118384736811
0.0,0.0,0.0,354,7.854352002973591e-07,3324.3333333333335,0.007102532917235592,-20.769607683224653,0.00031990094392513946,0.006286122752094849,24,-6.332050189089914e-06,172800,2.1956109818674268,-7.736251167254059e-07,-7.105675297171253e-06,0.00022404562559498364,0.00022407750597074806,0.010673783068734876
0.0,0.0,0.0,351,7.370215158396115e-07,3324.3333333333335,0.00689296297614525,-16.2204787286438,0.0003140007346102879,0.0066766579003102846,25,-6.0528619390476145e-06,180000,2.1954056117837393,-7.12769388739159e-07,-6.765631342710145e-06,0.000280439264591863,0.00027360739692284896,0.009683028558003052
0.0,0.0,0.0,349,9.556163646204858e-07,3324.3333333333335,0.00861009502242918,-7.908682320326093,0.00035049535201247834,0.007522554365910649,26,-7.985929146692054e-06,187200,2.1949155166981713,6.362017196053897e-07,-7.349727421770003e-06,0.00025826581017879236,0.000263791148750493,0.010860440638433727
0.0,0.0,0.0,348,6.357499772732621e-07,3324.3333333333335,0.006393924883429593,-23.499959751471643,0.0002772829648927525,0.007903769785795784,27,-5.688380597985205e-06,194400,2.1946749015523017,1.6196899646891148e-07,-5.5264116610949964e-06,0.0002133597380127256,0.0002136823241224231,0.011589094141070738
0.0,0.0,0.0,346,7.610467193840863e-07,3324.45,0.0074430785643656875,-8.302488032361818,0.00030225868178125436,0.008265298176926398,28,-3.0859720161519436e-06,201600,2.1944365864866,1.4489423055416046e-06,-1.637029740752694e-06,0.00022535084736181673,0.0002211162882269525,0.010469487568686308
0.0,0.0,0.0,344,4.1147032690754623e-07,3324.45,0.005429000338875099,-10.860486249308737,0.00022660595508034478,0.008439035236258946,29,-4.979573811818326e-06,208800,2.1943159355530666,4.837312133643663e-07,-4.495842578694103e-06,0.0001798017511692518,0.00018195806437414297,0.011383556961026489
0.0,0.0,0.0,342,4.1201439244587623e-07,3324.45,0.005120758818498949,-37.85724814900646,0.0002226728506566354,0.008759478887730331,30,-3.316592075626496e-06,216000,2.1940898786430005,2.763300076895179e-07,-3.0402620749947544e-06,0.0001872487543635654,0.0001839801195320847,0.010971309648464538
0.0,0.0,0.0,340,4.385998059655428e-07,3324.45,0.005436565495973419,-10.374486686350808,0.00021894190368166908,0.008656475498998862,31,-1.4070602087077618e-06,223200,2.194162085387442,2.5688583303855735e-07,-1.1501744094383116e-06,0.00012692555502095303,0.0001339168918522976,0.00965306731425078
0.0,0.0,0.0,339,4.80260229839635e-07,3324.45,0.005730782029554533,-10.758494413373217,0.0002171204655410086,0.008953018914688667,32,7.750097012282076e-07,230400,2.193947543573242,6.588522030314621e-07,1.4338618793812242e-06,-1.3942093772899969e-05,-6.719060276445241e-06,0.011233396410160709
0.0,0.0,0.0,337,4.63726887496032e-07,3324.45,0.005808631279279042,-9.052990984273334,0.00022159958654719493,0.009405590867236868,33,1.9135105239673676e-08,237600,2.1936022616347306,-5.29066127950441e-07,-5.099309992674859e-07,-6.764178558232406e-05,-6.297679258026349e-05,0.011797224640447114
0.0,0.0,0.0,336,4.461611353781345e-07,3324.527777777778,0.00550933996078336,-10.393008106726189,0.00020613181202029613,0.01003707498642148,34,4.5867829271807436e-06,244800,2.19310361814562,3.318618910945195e-07,4.918644877059864e-06,-0.00011858589129756351,-0.0001183091759470117,0.010879833991349815
0.0,0.0,0.0,334,2.99256233801475e-07,3324.527777777778,0.004432335079426851,-21.947989695089234,0.00017259324425211551,0.01000235327014954,35,1.5604245028388858e-06,252000,2.19313011457365,1.460972054462366e-07,1.706521701970486e-06,-9.904470255294442e-05,-9.640559301057716e-05,0.010247050322078326
0.0,0.0,0.0,334,2.3307677461244698e-07,3324.527777777778,0.0038234312136558365,-20.52350788849371,0.00014238731800469094,0.0099321150258011,36,5.045118987612585e-06,259200,2.1931832492572294,4.873965382049498e-07,5.5325155167380485e-06,-0.00017955566547715095,-0.00017648739776127007,0.011870187998111188
0.0,0.0,0.0,333,4.167345828797004e-07,3324.527777777778,0.005699527583584076,-7.703625939762781,0.00020657406722774716,0.01042568103353636,37,4.300087418472975e-06,266400,2.192769935149995,1.0060064424454225e-06,5.306093901582495e-06,-0.0002117364463507935,-0.0002044863465375519,0.010619532342177258
0.0,0.0,0.0,332,2.5107193224831597e-07,3324.527777777778,0.004086802887718982,-12.90514010263814,0.00014903666996015855,0.010587113448751292,38,4.3003431277316e-06,273600,2.192630609879418,1.4653802260039094e-07,4.446881164786495e-06,-0.0002290884982005717,-0.0002342910410689434,0.010195430399728053
0.0,0.0,0.0,332,4.5308230809081356e-07,3324.6190476190477,0.005840855813467421,-7.543883239062376,0.00021168097385420578,0.01096043883167483,39,6.527244892737147e-06,280800,2.192301472059633,4.3637026674852756e-07,6.963615162114306e-06,-0.00023498433370877083,-0.0002314209701336237,0.010854527934838733
0.0,0.0,0.0,331,2.42042693304877e-07,3324.6190476190477,0.004103870567289637,-10.082010699169977,0.00014971405222180025,0.01105826731846377,40,6.210717651718278e-06,288000,2.1922159035842887,1.3512296775828067e-07,6.345840619543926e-06,-0.00023701129390169942,-0.0002447099077904741,0.010823148347914131
0.0,0.0,0.0,330,2.50802013052233e-07,3324.6190476190477,0.004087552128775983,-24.516569815022603,0.00015071058512237256,0.011138203384049198,41,3.2561586393477666e-06,295200,2.192141961307122,1.5827786923612402e-07,3.4144365088496386e-06,-0.00018059208916826515,-0.00018315524797048603,0.01120816619407691
0.0,0.0,0.0,329,2.270389205285973e-07,3324.6190476190477,0.004068539783889604,-7.94765854421116,0.00014587888594754986,0.011349102112922876,42,4.765584836919612e-06,302400,2.191945106056002,2.9359595322894567e-07,5.0591807901299465e-06,-0.0002121893270201066,-0.00020962837290137523,0.011444423401114779
0.0,0.0,0.0,328,2.898605168871176e-07,3324.6190476190477,0.004732134188228566,-7.816443488806013,0.0001676555118667746,0.011584962505351988,43,5.080280372291579e-06,309600,2.191718449942649,7.064981796626547e-08,5.150930195565168e-06,-0.0002442580308291196,-0.00025094317898384315,0.010760278305360338
0.0,0.0,0.0,327,2.57277371564821e-07,3324.6190476190477,0.004334520725670802,-7.76072451924521,0.00015375721590512115,0.011798724181292252,44,2.91843716130614e-06,316800,2.191512251486854,5.015903480157809e-07,3.420027525949749e-06,-0.00015668729784732612,-0.0001583123804864174,0.010720703038460917
0.0,0.0,0.0,326,2.460924316020988e-07,3324.4375,0.004139103430682712,-8.5877066527421,0.0001460714002038778,0.012135079082311232,45,4.392089594662561e-06,324000,2.191181205325312,5.393103598050789e-07,4.931399951842597e-06,-0.00018627626223638043,-0.00018321943644157535,0.011171313781146663
0.0,0.0,0.0,325,1.6765484677517117e-07,3324.4375,0.003386829494050256,-23.879702448583156,0.00012062464153977012,0.012286740648338483,46,3.6788669994891313e-06,331200,2.191024533261067,9.87490340014828e-09,3.6887419022089072e-06,-0.00024480223184014595,-0.0002386942011003999,0.011979386939417087
0.0,0.0,0.0,325,1.5477657308291933e-07,3324.4375,0.0032943479525570254,-18.85144823553385,0.00012049703126303842,0.012327422518492552,47,6.976137080727377e-06,338400,2.1909817005591417,1.30949494571065e-07,7.107086543152233e-06,-0.00030484568737313295,-0.0003050739818833776,0.011055521125290492
0.0,0.0,0.0,325,2.6214043723555355e-07,3324.4375,0.004553247631302506,-7.051655013939691,0.0001549448373865431,0.012476656771678892,48,6.311795019649416e-06,345600,2.1908264877871866,4.0016621354713584e-07,6.71196118916546e-06,-0.0002989166976453455,-0.0003062754614952682,0.011273422037650431
0.0,0.0,0.0,325,1.6805064779694425e-07,3324.4375,0.0033778504736633125,-12.312999826278636,0.00012226072635285133,0.012590565798575029,49,6.021828445800736e-06,352800,2.1907086180789133,-1.3481992213776236e-07,5.887008498106262e-06,-0.00027337269886668156,-0.00027337382287047276,0.011860351607359935
0.0,0.0,0.0,323,2.473154952961411e-07,3324.57,0.004383762105754281,-6.8413225600359935,0.00014783404772168612,0.012829147865884896,50,6.1814372591275525e-06,360000,2.1904585101301706,2.2474132616556027e-07,6.406178572618385e-06,-0.0002462690291657863,-0.0002486745736608836,0.011562498002054377
0.0,0.0,0.0,323,1.3600646726620965e-07,3324.57,0.002998362660706604,-12.892615496692832,0.00010394784244941601,0.012891459544817546,51,3.927431862559277e-06,367200,2.1903961415360214,1.1810678634280565e-07,4.045538668390596e-06,-0.00020677660229141893,-0.00020884519356297374,0.012301099588256823
0.0,0.0,0.0,323,1.2693971134452965e-07,3324.57,0.0028450393377204906,-66.46425248555721,0.00010517795553032168,0.013032847420637688,52,3.681261073586523e-06,374400,2.1902446587785844,3.8897332136338534e-07,4.070234404634014e-06,-0.00014571868004846722,-0.00014943994698201314,0.011880158619929313
0.0,0.0,0.0,323,1.4113616267365966e-07,3324.57,0.0032249813263563842,-8.165187312030287,0.00010631990756783319,0.013175865369774992,53,3.14376071385267e-06,381600,2.190088364008873,5.280087559982116e-08,3.1965616297055836e-06,-0.00014555700987493669,-0.00014924205159697626,0.012591457990091788
0.0,0.0,0.0,322,1.937624290786589e-07,3324.57,0.003874091584584675,-10.720565631332851,0.00012629231158436895,0.013343417114965006,54,2.330446169895685e-06,388800,2.189900938802295,8.47213204965791e-08,2.4151674903200114e-06,-0.00016250451785569168,-0.0001546730337382763,0.012057832597949538
0.0,0.0,0.0,322,1.3625786438303268e-07,3324.57,0.0031510910764821647,-11.524788055753067,0.00010603355573945659,0.013391642138927937,55,4.328048447425382e-06,396000,2.189846218611656,-1.2919860552289487e-07,4.198849819367873e-06,-0.00017249036606243242,-0.000175891640163307,0.012426078599565646
0.0,0.0,0.0,322,1.8448765472971877e-07,3324.71,0.003646749669764147,-9.132167836597985,0.00011967779033271644,0.013647666397977562,56,4.1896325392849165e-06,403200,2.1895599100324845,4.2498559029325635e-08,4.2321311157580665e-06,-0.00015801577963083264,-0.0001613650574403263,0.012899421399777074
0.0,0.0,0.0,322,1.0972700745548195e-07,3324.71,0.002809554218461955,-26.019162100667042,9.56819513785925e-05,0.013945392922180451,57,2.1416823766716596e-06,410400,2.1892252042463847,-1.0151979200739583e-07,2.0401625842428725e-06,-8.817930201552198e-05,-9.060245997759574e-05,0.011733380891641396
0.0,0.0,0.0,321,1.2129078118276157e-07,3324.71,0.003005737365226278,-33.851059476950816,0.00010261343026264667,0.014049808489843687,58,1.8485017286576003e-06,417600,2.1891044403667808,1.9412768287425994e-07,2.042629403071514e-06,-7.660394584659285e-05,-7.871266846558726e-05,0.012094798301181523
0.0,0.0,0.0,321,1.717142315443274e-07,3324.71,0.0036221141237519445,-7.259776170938391,0.00012054056062373469,0.014274682676343013,59,1.5220887604521736e-06,424800,2.188841309621393,-1.9095729020647198e-07,1.3311314976028398e-06,-6.751811926128792e-05,-7.08259522548069e-05,0.012124234516332181
