approx_kl_divergence,advantage_norm,explained_variance,policy_loss,frames,PMM:episode_rewards,P09:episode_rewards,episode_length,clip_fraction,grad_norm,fps,epoch_idx,P01:episode_rewards,policy_entropy,value_loss
3164.9812328090907,15.96835041642189,-2.937116413190961,0.06811282752487387,10240,12.5,25.0,413.875,0.1745361328125,5928714.133848751,423,1,0.0,0.08645072074380537,2716721.2246063524
0.017808253736379242,15.968640238046646,7.450580596923828e-09,0.00742245511883084,20480,97.79411764705883,200.0,576.1764705882352,0.3478515625,0.21210866033162784,339,2,0.0,1.2524497327074642,0.009138390035109013
0.004121687881206526,15.968717443943024,-1.9744038581848144e-08,-0.0017718610222800634,30720,143.9516129032258,484.99999999999983,474.0806451612903,0.29970703125,0.09834441543596352,375,3,0.0,1.7577402040362358,0.008897079375719841
0.0042825541810657345,15.968716341257096,1.3783574104309083e-08,-0.0013659097501658834,40960,143.55670103092783,440.00000000000057,418.77319587628864,0.2724609375,0.08601885591267726,403,4,0.0,1.7663488805294036,0.007097567164760221
0.003497725597094359,15.968717652559281,-7.82310962677002e-09,-0.0011118034977698698,51200,171.25,500.0,333.3,0.24462890625,0.05185283568007709,421,5,25.0,1.7809656240046023,0.008721562122445903
0.004131547706515448,15.968717294931412,1.9371509552001954e-08,-0.0018613303363963496,61440,147.0,300.0,323.34,0.2783447265625,0.05235359404488864,441,6,25.0,1.7639061316847802,0.007719395263120532
0.0034204321857714604,15.968718039989472,3.7252902984619143e-10,-0.0016129886673297734,71680,163.0,330.0000000000004,327.48,0.242822265625,0.05495032740345357,456,7,25.0,1.776901262253523,0.009805188114114571
0.00454743101886379,15.968716377019883,-1.1175870895385742e-09,-0.002745094093188527,81920,171.5,352.5000000000002,337.51,0.346044921875,0.05493035569073897,466,8,25.0,1.775417260825634,0.00873669970096671
0.003340053407328014,15.968717777729035,-2.6077032089233397e-09,-0.001745752926217392,92160,180.0,352.5000000000002,339.99,0.2201171875,0.05363426894403909,474,9,25.0,1.7639831118285656,0.009899474651319906
0.0038614162251064954,15.968705457448959,7.82310962677002e-09,-0.0014783931015699635,102400,175.75,402.5000000000002,339.7,0.2698974609375,0.05047848449797625,480,10,25.0,1.7668554425239562,0.005516896974924634
0.0025794102121949438,15.968717873096466,-1.7881393432617187e-08,-0.001122864028366166,112640,167.5,310.00000000000085,334.36,0.2059814453125,0.05411104686182298,485,11,25.0,1.776253378391266,0.010020260887904442
0.002325069244761835,15.968717604875565,-4.097819328308106e-09,-0.0016529020642337855,122880,154.5,275.0,332.1,0.1864990234375,0.05541726950262853,491,12,25.0,1.7774189695715905,0.009425449010177545
0.0032319893479382245,15.968717813491821,-4.2296573519706725e-05,-0.0018026814546828972,133120,175.5,300.0,341.29,0.2296630859375,0.05395304514166378,495,13,50.0,1.7639341957867145,0.009763598213794467
0.003319030032258752,15.96871691942215,1.862645149230957e-09,-0.0020040478168084517,143360,170.25,300.0,336.3,0.2697509765625,0.052828410265520875,498,14,50.0,1.7732259213924408,0.008153184401584213
0.0028867329273339236,15.968717908859253,-7.450580596923828e-09,-0.0015980011208739596,153600,171.0,325.0,334.13,0.2303466796875,0.055576669993493324,499,15,50.0,1.776407901197672,0.009882489402480132
0.0025145842243716743,15.968717277050018,-1.1920928955078126e-08,-0.0015825351016246713,163840,157.5,302.5000000000002,327.73,0.182861328125,0.05051168700062357,501,16,25.0,1.7661127224564552,0.007669551073558978
0.003114637465375836,15.968717682361603,-2.2351741790771484e-09,-0.001373902908017044,174080,159.75,330.0000000000004,326.92,0.2494140625,0.053542222259603776,505,17,25.0,1.7521350510418414,0.009353050876234193
0.00343292720598356,15.968717622756959,7.450580596923828e-09,-0.0015486979093111586,184320,164.5,310.00000000000085,329.6,0.254541015625,0.05493886105002445,506,18,25.0,1.7767875030636788,0.009165871551886084
0.0034760701456093557,15.968717527389526,3.091990947723389e-08,-0.0020657425891840832,194560,175.75,355.00000000000045,333.32,0.2589111328125,0.05293279962647619,508,19,47.50000000000001,1.7833863504230976,0.009879345529407146
0.003049768546949849,15.968717670440673,1.30385160446167e-08,-0.0020895639681839384,204800,175.25,355.00000000000045,333.0,0.24443359375,0.056175336771573846,511,20,50.0,1.7761736452579497,0.008902480252163513
0.0044232496730671755,15.968717229366302,1.0058283805847169e-08,-0.002342853040318005,215040,167.25,402.5000000000002,333.67,0.2723876953125,0.05191943448818993,512,21,50.0,1.767455665767193,0.0068025866596372
0.003312398503339864,15.968717563152314,-1.7136335372924803e-08,-0.0016920880472753197,225280,154.25,302.5000000000002,331.03,0.2475341796875,0.053004124742913404,513,22,47.50000000000001,1.7744441010057925,0.007732353377559775
0.003214858066522197,15.968717896938324,8.195638656616212e-09,-0.0020031250111060216,235520,141.5,300.0,329.95,0.258935546875,0.05315022628603722,512,23,25.0,1.7719598464667796,0.00761058301382036
0.003302986823075571,15.968717795610427,5.960464477539063e-09,-0.0015840079671761488,245760,130.75,275.0,324.12,0.225537109375,0.052473240494098225,513,24,25.0,1.7779426544904708,0.007580408308785991
0.0029420740417549496,15.968717354536057,-1.30385160446167e-08,-0.0012115138491935796,256000,135.25,277.5000000000002,324.26,0.1981689453125,0.051936248024866224,513,25,25.0,1.7788642920553683,0.008683275739315377
0.0031075781592335263,15.96871771812439,1.1920928955078126e-08,-0.0018695822665904416,266240,149.5,277.5000000000002,327.36,0.2466796875,0.05512611577846719,514,26,25.0,1.7847833812236786,0.00812344793093871
0.0035400331445487156,15.96871746778488,-2.1979212760925294e-08,-0.0019059773345361463,276480,153.5,325.0,325.63,0.2693603515625,0.05235597657070894,515,27,25.0,1.7771087020635605,0.0074497541506843845
0.003510186105700086,15.968717408180236,5.587935447692871e-09,-0.0018078386925481026,286720,145.25,302.5000000000002,322.02,0.263037109375,0.05381691875594826,515,28,25.0,1.783394455164671,0.007107916163658956
0.003095591921464802,15.968717354536057,-2.1979212760925294e-08,-0.002087574698816752,296960,136.75,275.0,317.98,0.2437744140625,0.05313998847955694,516,29,25.0,1.7795568242669106,0.008295622387777257
0.0029699593299369552,15.968717318773269,-2.9802322387695314e-09,-0.0017409774014595313,307200,126.0,252.50000000000023,318.75,0.243115234375,0.049781150776672035,516,30,0.0,1.7799715548753738,0.006682787836780335
0.0035100742719805567,15.968717557191848,2.384185791015625e-08,-0.0022497171466966392,317440,151.0,275.0,325.79,0.280908203125,0.05800358154196604,518,31,25.0,1.7766739882528781,0.010114581201014517
0.0034038209629215998,15.968717241287232,-1.4901161193847657e-09,-0.00144086804757535,327680,150.0,352.5000000000002,326.67,0.2749267578125,0.05427429295049557,519,32,25.0,1.7783358417451383,0.006420752601434288
0.003956091602731249,15.968716365098953,-1.4901161193847657e-09,-0.0025149996268737595,337920,148.0,357.5000000000007,325.41,0.2923095703125,0.04779013762324751,519,33,25.0,1.7680204041302203,0.005497182934493594
0.003290835237544343,15.968717449903489,-1.862645149230957e-09,-0.002123787298478419,348160,123.5,227.5000000000002,313.61,0.2848876953125,0.05486834138457628,520,34,22.500000000000007,1.7813023202121259,0.008598170673485584
0.003021817314299824,15.968717724084854,3.3527612686157227e-09,-0.0013426302666630363,358400,132.5,230.0000000000004,317.54,0.2168212890625,0.05309326469011927,520,35,22.500000000000007,1.780978837609291,0.008076492333202623
0.002988190854620143,15.968717277050018,-1.0430812835693359e-08,-0.0018279755593539448,368640,144.5,275.0,320.59,0.236083984375,0.05259000040231545,521,36,25.0,1.7727228976786136,0.007724395668765283
0.0037325830422105357,15.968717551231384,-1.4156103134155273e-08,-0.002117221575099393,378880,149.0,275.0,325.18,0.30087890625,0.05229207988756376,521,37,25.0,1.7646761231124402,0.00794437657141316
0.00347164528917574,15.968716979026794,9.685754776000977e-09,-0.002065431366645498,389120,135.0,227.5000000000002,321.59,0.2546630859375,0.05252729066837079,521,38,25.0,1.770346314460039,0.0077498074292634556
0.0033106229425527546,15.968716818094254,-1.3411045074462891e-08,-0.0017892623312945944,399360,123.25,225.0,320.42,0.258154296875,0.053293324734436584,522,39,25.0,1.779655360430479,0.006856481871250253
0.002679375169282139,15.968716645240784,-3.7252902984619143e-10,-0.0012516737315309001,409600,134.0,275.0,322.13,0.2216552734375,0.05237829768593601,523,40,25.0,1.7814512744545936,0.007496307236218058
0.003083927030547784,15.96871726512909,-3.837049007415772e-08,-0.0012763580085447756,419840,138.75,280.00000000000045,323.97,0.2396240234375,0.05418124919620658,523,41,25.0,1.77815725132823,0.007879045958679854
0.002396733990451594,15.968717813491821,-7.82310962677002e-09,-0.0015360179495473858,430080,162.25,400.0,331.28,0.201416015625,0.054005520442852964,524,42,22.500000000000007,1.7814114637672902,0.010429285394639009
0.002714531577299795,15.968717336654663,2.0489096641540527e-08,-0.0013041786165558732,440320,155.75,325.0,333.84,0.2298583984375,0.049779573870128026,524,43,25.0,1.7702505961060524,0.007286245828390747
0.0036487138644474724,15.968717575073242,-1.1920928955078126e-08,-0.0019699181866599247,450560,164.5,325.0,334.82,0.3001953125,0.05457296118128454,525,44,25.0,1.780100241303444,0.009051043707131612
0.002637087318879594,15.968717312812805,-1.4156103134155273e-08,-0.0012491588899138152,460800,144.5,302.5000000000002,331.84,0.2068603515625,0.052868968760537316,525,45,25.0,1.7744238413870335,0.008562840193235388
0.002811669221603097,15.968716979026794,-8.940696716308593e-09,-0.0019024542947590818,471040,168.25,325.0,339.2,0.2443359375,0.0563264112872901,526,46,25.0,1.7750318720936775,0.011004705175582784
0.002826779753115716,15.968716889619827,-7.450580596923828e-09,-0.0018922744253359268,481280,180.75,325.0,342.69,0.228564453125,0.053708086221122595,526,47,47.50000000000001,1.763009436428547,0.008380530552517484
0.0036564692463485924,15.96871789097786,-1.3783574104309083e-08,-0.0015896343566964787,491520,198.25,500.0,347.63,0.2780029296875,0.05408840289707027,526,48,47.50000000000001,1.7603028737008573,0.009154769951783237
