explained_variance,policy_loss,value_loss,policy_entropy,episode_length,epoch_idx,P09:episode_rewards,PMM:episode_rewards,advantage_norm,grad_norm,fps,P01:episode_rewards,frames
-2.6053689986467363,-0.026539026393838868,0.08526423438934216,1.321212671995163,167.3913043478261,1,3.0,1.0869565217391304,1.9705556570738554,2.6050270973828775,530,0.0,8000
-0.07402901172637939,0.001435178320389241,0.0109796053932223,1.366862679719925,162.64,2,2.0,0.98,1.0280451183766126,0.21842773618063568,333,0.0,16000
-0.04554147303104401,9.953484404832125e-06,0.011417760324929986,1.375986157655716,161.24,3,2.0,0.94,1.0787472000345588,0.21554846911933986,410,0.0,24000
-0.12459257662296296,0.0030384172446792945,0.009025469496464211,1.3829954588413238,167.65,4,3.0,1.04,0.8746020271629095,0.18709146451696512,461,0.0,32000
-0.00030371248722076415,-0.0006902257091132924,0.014167974734664312,1.382954068183899,172.9,5,3.0,1.13,1.2530474743247033,0.24065793247365602,501,0.0,40000
-0.05254687547683716,0.001830536175693851,0.014934188114202697,1.3787397241592407,175.82,6,3.0,1.22,1.2202467518299818,0.2943107526811701,531,0.0,48000
-0.01663824439048767,0.0012546228570863604,0.010778725198979372,1.3824018108844758,171.58,7,3.0,1.12,1.0829209131002426,0.22225349797905525,556,0.0,56000
0.14941948294639587,-0.007552742328844033,0.017060978670197072,1.3801226150989532,174.5,8,3.0,1.19,1.3731112523376943,0.4197776708341866,576,0.0,64000
0.252638475894928,0.00243947371665854,0.01150434090232011,1.3814694786071777,182.91,9,3.0,1.39,1.219738563001156,0.2955561997786975,594,0.0,72000
0.11472276329994202,-0.006218493611995655,0.018419685568078423,1.3780632245540618,178.95,10,3.0,1.29,1.4175858075916767,0.3938793386056057,608,0.0,80000
0.5855977046489715,-0.0038418322494544552,0.012501836181618273,1.3751160979270936,182.36,11,4.0,1.43,1.259177511036396,0.3099000380425788,621,0.0,88000
0.6504889833927154,-0.0025752252250094898,0.013475061612552963,1.3665166568756104,188.28,12,4.1000000000000085,1.59,1.3311284077167511,0.37072155880636276,632,0.0,96000
0.6848234164714814,-0.005422923921141774,0.018565911363693885,1.3709126126766205,191.09,13,5.0,1.62,1.521666263639927,0.47145967926849097,642,0.0,104000
0.6715372651815414,-0.002482714393408969,0.012764702104614117,1.3614823007583619,206.79,14,5.0,2.05,1.3206931313872337,0.3809729468446072,651,0.0,112000
0.7851861548423767,-0.00479551842669025,0.011335829842137173,1.35105828166008,198.44,15,5.0,1.87,1.2432394462823868,0.36853693901785844,657,0.0,120000
0.871452476978302,-0.004267881604318973,0.009688168929424137,1.3580893433094026,197.65,16,5.0,1.9,1.1690917673707009,0.3477548038666464,664,0.0,128000
0.9172875452041626,-0.004258062412845902,0.007467675295192749,1.3411738538742066,201.39,17,5.0,1.95,1.0321120578050613,0.3057372091069369,669,0.0,136000
0.8970696318149567,-0.0009673032534192316,0.007761854893178679,1.3479028630256653,198.05,18,5.0,1.79,1.0258095398545266,0.24577380521591985,674,0.0,144000
0.9212510681152344,-0.0016490836729281,0.006496268751798198,1.3347121691703796,199.83,19,5.0,1.9,0.924491177201271,0.23865740019986037,678,0.0,152000
0.9288252383470536,-0.0005207494203932583,0.007131009749136865,1.3253947591781616,212.79,20,6.200000000000017,2.27,0.9536241495609283,0.2492299594849821,682,0.0,160000
0.9555522012710571,-0.001323401731060585,0.004549966105842031,1.3370801711082458,209.02,21,5.0,2.13,0.7586950115859509,0.20001360376552715,687,0.0,168000
0.9007001858949661,-0.0007051248295465484,0.00821691916207783,1.3489212477207184,213.29,22,5.0,2.06,1.042799144089222,0.28901095389158704,690,0.0,176000
0.9294062000513077,-0.001341229527752148,0.0058451866515679286,1.3614992940425872,199.69,23,5.0,1.82,0.8739584746956826,0.22877567487631179,691,0.0,184000
