#{"t_start": 1544596947.9739666, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,175,40.248094
1.0,155,44.475033
0.0,127,47.94216
2.0,183,71.418094
0.0,127,74.499143
1.0,172,78.808122
0.0,127,81.582897
0.0,129,84.533955
2.0,203,88.352795
0.0,125,90.73019
0.0,127,93.101022
0.0,123,95.733405
0.0,127,98.274352
0.0,129,100.568482
1.0,175,103.910656
2.0,185,107.417735
0.0,127,109.760898
1.0,173,113.111386
0.0,129,115.67376
0.0,127,117.97671
3.0,250,123.066008
0.0,129,125.386305
4.0,301,131.441603
0.0,127,133.647655
0.0,129,135.963594
2.0,220,140.176852
0.0,129,142.667869
6.0,360,149.881373
3.0,274,155.014082
3.0,240,159.64899
0.0,125,162.070854
0.0,127,164.303346
0.0,127,166.673123
2.0,200,170.373204
0.0,127,172.702021
5.0,330,179.172161
3.0,232,183.38167
12.0,549,194.281292
0.0,125,196.563103
2.0,202,200.414435
3.0,230,204.63788
0.0,129,207.011098
1.0,174,210.315121
0.0,129,212.744711
2.0,198,216.583612
3.0,248,221.344097
0.0,129,223.703779
2.0,200,227.521476
6.0,380,235.113702
2.0,200,239.03307
0.0,129,241.318685
1.0,176,244.807518
0.0,127,247.304787
10.0,453,256.618283
2.0,198,260.413532
5.0,350,267.210002
0.0,127,269.593899
0.0,127,271.985682
4.0,297,277.638716
0.0,129,279.942462
0.0,127,282.476219
1.0,155,285.343121
2.0,222,289.55646
5.0,347,297.449764
9.0,404,305.381256
6.0,382,313.05699
7.0,322,319.601015
2.0,198,323.776858
0.0,125,326.144303
0.0,127,328.761495
0.0,129,331.318305
9.0,401,339.53891
0.0,129,341.908457
9.0,401,349.984151
0.0,129,352.417791
0.0,127,354.854003
2.0,198,358.601805
2.0,202,362.647862
3.0,250,367.531384
1.0,152,370.345853
0.0,129,372.781949
13.0,457,381.787683
2.0,200,385.821597
0.0,127,388.132774
0.0,129,390.661456
0.0,127,393.152908
0.0,127,395.538724
0.0,129,398.155499
0.0,127,400.445508
0.0,129,402.78192
2.0,200,406.6587
0.0,127,409.048138
5.0,352,415.77554
0.0,129,418.139685
4.0,299,423.952626
0.0,127,426.321719
0.0,127,428.616937
1.0,158,431.60941
0.0,125,433.908616
0.0,127,436.20067
0.0,129,438.539237
0.0,125,440.801826
5.0,329,447.456974
5.0,352,454.137343
5.0,350,461.413771
0.0,129,464.057458
0.0,127,466.608942
6.0,358,474.063634
0.0,127,476.376053
2.0,202,480.358334
0.0,129,483.236852
0.0,125,485.741305
2.0,198,490.539642
0.0,127,493.594825
0.0,127,496.752287
0.0,129,499.425554
0.0,125,502.126265
2.0,202,506.69013
0.0,127,509.546596
6.0,397,519.444764
4.0,297,526.339983
2.0,202,531.79022
5.0,350,541.492304
0.0,127,544.569492
1.0,155,548.108102
0.0,127,551.296873
0.0,129,554.619581
6.0,382,565.296124
6.0,418,577.397908
2.0,200,583.18749
0.0,129,586.348682
4.0,303,596.049678
4.0,301,604.710742
2.0,204,610.898313
0.0,129,614.381411
0.0,129,617.853832
3.0,248,625.096937
5.0,350,636.031987
5.0,316,645.040959
1.0,157,649.142418
4.0,277,657.264583
1.0,155,661.773986
3.0,248,669.615887
5.0,329,679.135008
1.0,175,684.109486
2.0,204,689.973596
2.0,186,695.699535
4.0,265,703.937121
0.0,129,707.588243
0.0,125,710.994486
4.0,297,720.420458
2.0,188,726.53448
1.0,175,732.116463
2.0,184,737.431612
1.0,157,742.04501
4.0,282,750.375386
