policy_loss,episode_length,model_prob_std,avg_q_selected,fps,policy_gradient_loss,advantage_norm,avg_q_retraced,frames,epoch_idx,P09:episode_rewards,grad_norm,policy_entropy,q_loss,rollout_prob_std,policy_gradient_bias_correction,explained_variance,P01:episode_rewards,PMM:episode_rewards
-0.00016895042038716685,0,0.054349492738644284,0.014927176285224657,462,-0.00016895042038716685,0.10125380468865236,0.015526841472213468,7200,1,0.0,0.07581897743861302,2.0628853400548297,0.0017357439962021697,0.05434949186940988,8.706512362917825e-13,-21.959797143936157,0.0,0.0
8.540321420393108e-05,0,0.13069567000493407,0.5743539905951669,216,8.540673722260787e-05,0.6920207330646614,0.5644035775835315,14400,2,0.0,2.6117606497595145,1.4288056215271354,0.08452131380424059,0.1306956697255373,-3.484953664546697e-09,-113.79592032233874,0.0,0.0
0.00023720382353834186,0,0.008149142330512404,-0.009520627154658238,271,0.00023720382353834186,0.011430044084166487,-0.009490737862264117,21600,3,0.0,0.010414656489272646,2.193950629234314,0.0001526026409313393,0.008149142314990362,0.0,-233.11180680592855,0.0,0.0
0.00012640517203787264,0,0.008029969843725364,-0.0058632854217042524,313,0.00012640517203787264,0.024189722444862127,-0.005892971018329263,28800,4,0.0,0.0051565545236331575,2.194554257392883,7.926988422089684e-05,0.008029969750593106,0.0,-41.60789438883464,0.0,0.0
0.00011388214340968261,0,0.006338019218916694,-0.005190950601051251,333,0.00011388214340968261,0.012547893744582931,-0.005206580956776937,36000,5,0.0,0.0020631834212569066,2.1955247561136884,1.61900281606601e-05,0.006338019063696266,0.0,-32.16328805287679,0.0,0.0
0.0001183857026565723,3323.6666666666665,0.007150612383460005,-0.004843111530256768,317,0.0001183857026565723,0.02140422520848612,-0.0046063117527713375,43200,6,0.0,0.0023022646216331794,2.1950191974639894,2.041219285426147e-05,0.007150612383460005,0.0,-14.902803818384806,0.0,0.0
6.012533719209993e-05,3323.6666666666665,0.007260535766060154,-0.004622999609758456,329,6.012533719209993e-05,0.010847444708148638,-0.004607061653708418,50400,7,0.0,0.001651033612254288,2.1945024887720743,6.780199138726554e-06,0.00726053564188381,0.0,-22.524998672803243,0.0,0.0
0.00020081078440246832,3323.6666666666665,0.010446950964008769,-0.007907636743038893,344,0.00020081078440246832,0.011556104617193341,-0.0078107590787112715,57600,8,0.0,0.002031330642200459,2.1923421382904054,7.402962728519924e-06,0.01044695097953081,0.0,-22.507591287295025,0.0,0.0
7.318502878964258e-05,3323.6666666666665,0.006187342898920178,-0.0033855611303200326,356,7.318502878964258e-05,0.01776013046813508,-0.003336504745918016,64800,9,0.0,0.0015056460186388036,2.1956149101257325,1.0671943505258241e-05,0.006187342836832007,0.0,-6.024221245447794,0.0,0.0
8.289607521874131e-05,3323.6666666666665,0.0054543541123469675,-0.003671297593973577,366,8.289607521874131e-05,0.012441017719296118,-0.0036687384049097697,72000,10,0.0,0.0012741866263814865,2.1959455649058026,7.06475174941564e-06,0.00545435412786901,0.0,-18.146884067853293,0.0,0.0
8.793324705038685e-05,3323.6666666666665,0.006356819563855727,-0.00421014359065642,376,8.793324705038685e-05,0.022691694227978586,-0.004156731418333948,79200,11,0.0,0.0016103830273988796,2.1955512046813963,1.2387251130500469e-05,0.00635681957937777,0.0,-6.508721351623535,0.0,0.0
8.656030040583573e-05,3324.0833333333335,0.004861318614954749,-0.003061628605549534,384,8.656030040583573e-05,0.011489399212102095,-0.003036062465980649,86400,12,0.0,0.0008784246859751959,2.1962492863337197,3.5242999842921563e-06,0.004861318630476793,0.0,-9.44242065747579,0.0,0.0
0.0001320438369778761,3324.0833333333335,0.008608008238176505,-0.007153127893495063,392,0.0001320438369778761,0.009088697424158455,-0.007088824625437458,93600,13,0.0,0.0008932713245272787,2.193975059191386,2.9900351061466305e-06,0.00860800826922059,0.0,-13.27839227517446,0.0,0.0
0.00011787712601289968,3324.0833333333335,0.0057762441380570335,-0.004511516898249587,400,0.00011787712601289968,0.009480500283340612,-0.004472625837661326,100800,14,0.0,0.0009298696002321686,2.195676398277283,2.9155153621710874e-06,0.0057762442467113335,0.0,-5.91721544265747,0.0,0.0
5.7076027873866525e-05,3324.0833333333335,0.005941809651752313,-0.002486372013421108,407,5.7076027873866525e-05,0.021770839230157435,-0.002487004012800753,108000,15,0.0,0.0014684195975984873,2.1957767407099404,1.1122360259226601e-05,0.005941809682796399,0.0,-8.246629158655802,0.0,0.0
7.072913710241362e-05,3324.0833333333335,0.004555701821421583,-0.0033328139300768576,414,7.072913710241362e-05,0.008842468222913643,-0.003259245950418214,115200,16,0.0,0.0008339272078779437,2.1963602463404337,3.540245605411959e-06,0.004555701774855455,0.0,-11.535714228947958,0.0,0.0
0.00011296717551683993,3324.3333333333335,0.005729788867892233,-0.0036910758274065316,414,0.00010904856535393428,0.03237018331342066,-0.0036210704926511014,122400,17,0.0,0.0014718176747214391,2.195879330209323,3.794284512637163e-05,0.012137726035108298,3.918610553767841e-06,-5.711069151981482,0.0,0.0
0.0001987704155507606,3324.3333333333335,0.007785291567035997,-0.002658190326045935,410,0.00015601203295049929,0.040814832832683584,-0.0025598491061707275,129600,18,0.0,0.0022945700179717063,2.1944149000653415,7.153666228344785e-05,0.02792924818011417,4.275838592303511e-05,-11.937393650744061,0.0,0.0
0.00010670669472365117,3324.3333333333335,0.01560820832833766,-0.0027702991405832117,404,0.00010974051221337331,0.039828453288172125,-0.0025614170200455063,136800,19,0.0,0.001846322639336535,2.186813638923029,8.661068803565375e-05,0.028774291259518744,-3.033817024915517e-06,-15.499862998525304,0.0,0.0
0.0004326777867348908,3324.3333333333335,0.08637093035213492,-0.008193129844787695,401,0.00021745422217914317,0.07108436910874115,-0.0075801641129082924,144000,20,0.0,0.005759314972548563,1.8779505647490267,0.00011162147051483245,0.04493642652781789,0.00021522356565994763,-8.064501480866992,0.0,0.0
8.8408600528493e-05,3324.3333333333335,0.2164261462490158,-0.0028712317790215635,398,5.7924837905009445e-05,0.08925594964559885,-0.0026294652394226333,151200,21,0.0,0.0050771237681650795,1.1209442554461577,0.00012366690310658613,0.08859238156653379,3.0483762273002738e-05,-1.3297091169489756,0.0,0.0
-0.0001360429741858781,3324.3333333333335,0.1649795644186319,0.0033410150203816214,395,-7.935343177402431e-05,0.08525664187025365,0.0036674405346835445,158400,22,0.0,0.005663074424646944,1.5142115803212712,0.0001347979636622428,0.07972728570952158,-5.6689542722006806e-05,-4.831559351809599,0.0,0.0
-0.00021922760846223956,3324.375,0.1636816234868414,0.007720645141181729,392,-8.381440114450374e-05,0.04419644259167688,0.007729865341928046,165600,23,0.0,0.004113612205859028,1.4910360542389136,3.578935120980599e-05,0.08645331872487934,-0.00013541320863503226,-2.506705537641805,0.0,0.0
-0.00024155964942774666,3324.375,0.13091579236504106,0.028071288424174463,390,-0.00020260219712716723,0.11386467367883712,0.0283770024512584,172800,24,0.0,0.012992277649187364,1.6665168163535142,0.00021455039536133897,0.09526461548925864,-3.895745087317952e-05,-1.833154640450837,0.0,0.0
-0.00040675357762483093,3324.375,0.20722978955597948,0.036309981662533665,388,-0.00047852233243651825,0.13659056923775958,0.03685934242977214,180000,25,0.0,0.016832071665601838,1.1036689067624077,0.00029312365272162236,0.1103603784332148,7.176875601924174e-05,-1.1072875827716457,0.0,0.0
-7.693361908983272e-05,3324.375,0.3004751828210379,0.023942280889201004,385,-7.148338094455743e-05,0.17126471793695433,0.022550291645679937,187200,26,0.0,0.006169519345543991,0.24005275899849873,0.00029112722169114425,0.14152280326283453,-5.450237635189478e-06,0.16543228777785784,0.0,0.0
-2.3643857251023464e-05,3324.375,0.30298636425818715,0.005187892328419063,384,-2.046778999103804e-05,0.20200813627472916,0.00535980549448487,194400,27,0.0,0.004671137761609519,0.20320298148644347,0.0004186786221412339,0.16625386038946638,-3.176067054655005e-06,0.15069886035389368,0.0,0.0
-3.0026805237116244e-05,3324.3333333333335,0.304325137580671,-0.00011320795410822938,382,-2.944383695993762e-05,0.15061143378187564,-0.0002093320098780775,201600,28,0.0,0.004164086765603988,0.18265415835534296,0.0002499675763721775,0.15412313893851307,-5.829697357508676e-07,0.15265837946817987,0.0,0.0
6.478433008020279e-05,3324.3333333333335,0.3049369844447368,0.006949212878189332,380,6.636681471728061e-05,0.1341713027070183,0.007344262082982504,208800,29,0.0,0.0038605917185539555,0.17200413327683853,0.00022547802295741474,0.18112129418613027,-1.5824847209139714e-06,-0.10658664735379043,0.0,0.0
0.00022893965869289965,3324.3333333333335,0.30257052387477773,0.06597100272795191,379,0.0002273918186562249,0.5014007210676137,0.06611714802889233,216000,30,0.0,0.018959693578108082,0.20472807443661759,0.0017748699146724744,0.18592824688861292,1.547839852525814e-06,-0.9155110195195263,0.0,0.0
0.0006648723141276897,3324.3333333333335,0.24878590430532185,-0.050843144440801735,379,0.000657840760610308,0.3375870859189447,-0.05033121813562631,223200,31,0.0,0.018346240451299962,0.7136098681957947,0.0009867502265895234,0.17746513161926514,7.0315567087307605e-06,-3.7161002162193486,0.0,0.0
0.0008955361457617348,3324.3333333333335,0.23908220577748523,0.037213625839734935,378,0.0008683010115978577,0.7391148106730173,0.043404226134584785,230400,32,0.0,0.04691287228750191,0.809374466717598,0.004099585763079876,0.17364744866414675,2.7235135688069917e-05,-5.815383675980664,0.0,0.0
-0.0018543346901175922,3324.3333333333335,0.3034289858336486,0.7966757819423126,377,-0.0018115343352569436,1.3667161033089668,0.7930351426913624,237600,33,0.0,0.33719496086930706,0.13583439874229952,0.02639953635888762,0.18763968613501344,-4.280039066491509e-05,-9.147823770006026,0.0,0.0
-0.003483906588579014,3324.6388888888887,0.19513833239842107,0.16315841668007017,376,-0.0033897605395335987,0.7059296965301924,0.1591050303275794,244800,34,0.0,0.23156234670367362,1.1720351921092897,0.010469503561815521,0.16193210022553564,-9.414605925453245e-05,-3.5537306824760146,0.0,0.375
-0.0011404104368552333,3324.6388888888887,0.2584000112729334,0.20652156071668423,374,-0.0009771501112051412,0.6272064210846034,0.2059993205681719,252000,35,0.0,0.035425733098044504,0.6308011761423084,0.0020031331857300215,0.18097510338174522,-0.00016326033153280385,0.10700089387635074,0.0,0.375
-0.0010433804671552377,3324.6388888888887,0.24628873133411006,0.10721364979030719,374,-0.0009404988368019239,0.5315469780481524,0.10661957131883051,259200,36,0.0,0.044950036522158815,0.7388842507047553,0.0019271688538111044,0.18749252670961952,-0.00010288163032752732,-3.024219037890434,0.0,0.375
