PMM:episode_rewards,P09:episode_rewards,advantage_norm,P01:episode_rewards,explained_variance,policy_loss,fps,policy_entropy,frames,value_loss,grad_norm,episode_length,epoch_idx
2.09,5.1000000000000085,0.7577565068006515,0.0,0.9663945990800857,0.00012431831390131266,293,1.34205526471138,296000,0.004410818170872517,0.20934995052104355,206.97,37
2.17,5.0,0.8806314700841904,0.0,0.9449716144800187,-0.0014660968659154605,295,1.347277407646179,304000,0.00607018040609546,0.23572815424750865,214.4,38
2.49,6.0,0.669893492758274,0.0,0.9629236853122711,-0.001305815479136072,295,1.3426605641841889,312000,0.0037750741917989216,0.17332269358496333,226.52,39
2.25,6.0,0.6222344574332237,0.0,0.9700886327028274,0.00023409430400533893,296,1.3448541069030762,320000,0.0031256068882066757,0.16699344142228081,212.73,40
1.65,5.0,0.71116211399436,0.0,0.964667541384697,-0.0008523462660377845,297,1.354463267326355,328000,0.003952113591367379,0.19115438713796898,190.13,41
1.69,5.0,0.7516316124796867,0.0,0.963050844669342,-0.00046091687159787397,298,1.3593640613555908,336000,0.0043399978295201435,0.2042285040228542,192.07,42
2.23,5.1000000000000085,0.7231340917944908,0.0,0.9666098213195801,-0.0022139382042223586,298,1.3539380133152008,344000,0.003920273940893821,0.19188183513486032,211.55,43
2.52,9.0,0.6980533421039581,0.0,0.9623346769809723,-9.96417181158904e-05,298,1.3590553653240205,352000,0.003656564672128297,0.17516114882921074,220.08,44
2.19,9.0,0.7187992896139622,0.0,0.9446206378936768,-0.0006735197415036965,299,1.3584845995903014,360000,0.004032045108324382,0.18628176077876812,204.96,45
1.94,6.300000000000026,0.6572682872414589,0.0,0.9627865380048752,-0.0013150547235272825,299,1.3508238291740418,368000,0.0035183836292708294,0.15559319047588177,197.49,46
2.53,9.0,0.8321477788686752,0.0,0.9480693536996841,-0.0007319677160558058,300,1.3617397093772887,376000,0.005462646645028144,0.2192310041314,219.76,47
2.14,5.0,0.7465664958953857,0.0,0.9380847889184952,0.0006860772107029334,300,1.3659585392475129,384000,0.0043373311311006545,0.18440664808940455,207.65,48
2.09,5.0,0.9292868405580521,0.0,0.9381199860572815,-0.002090817111893557,300,1.3450980329513549,392000,0.00654383591725491,0.2455917101904672,206.12,49
1.92,5.0,0.5552584080398083,0.0,0.9802394145727158,-0.0008747738852980546,301,1.3386472082138061,400000,0.002432384960993659,0.14829375391771338,203.2,50
1.86,5.0,0.6668900698423386,0.0,0.9606560432910919,-0.0013740191416582092,301,1.3557260620594025,408000,0.003639465519809164,0.18155689299691513,203.39,51
1.77,5.0,0.8546257534623146,0.0,0.9535682994127274,-0.0003570905345259234,302,1.3513899731636048,416000,0.005308910544845276,0.2317148043967315,199.25,52
2.08,5.0,0.7365188938379288,0.0,0.9650616669654846,-0.0009672006361870444,302,1.350817278623581,424000,0.003896082029095851,0.1893846586367061,211.65,53
2.19,5.0,0.7086835123598576,0.0,0.968249123096466,-0.001990380195202306,302,1.3577212810516357,432000,0.0038629979320103304,0.1924077934554203,215.27,54
2.4,5.1000000000000085,0.6991563165187835,0.0,0.9661141854524612,-0.0006047291156937718,303,1.3529209005832672,440000,0.0037103648897027597,0.17123528574852223,218.9,55
2.64,7.0,0.7855068534612656,0.0,0.959274862408638,-0.001194406179129146,303,1.3587796783447266,448000,0.004693534699908923,0.21861266356566222,228.44,56
2.64,7.0,0.8952310037612915,0.0,0.9416494554281235,-9.156280844763387e-05,303,1.3662840032577515,456000,0.005868169744499028,0.24273579889798755,227.47,57
2.7,6.1000000000000085,0.935282219350338,0.0,0.9419669550657273,-0.0005824790536280488,304,1.355402797460556,464000,0.006183496833546087,0.23410806783483928,230.69,58
2.34,6.0,0.7201863986253738,0.0,0.9602676945924759,-0.0008519120622077026,304,1.3594828748703003,472000,0.003937427597411443,0.18661385005393424,216.35,59
2.63,6.0,0.8811687403917312,0.0,0.9446099907159805,-0.002128749843395781,304,1.3477745079994201,480000,0.0060339183395262804,0.24371823572691384,225.38,60
2.66,9.0,0.63432338103652,0.0,0.971029669046402,-0.0006198994132864755,304,1.3407065379619598,488000,0.0032077940821181984,0.15758019722971503,224.77,61
2.73,9.0,0.7581477221846581,0.0,0.9584105026721954,-0.0006288484833203256,305,1.3543790102005004,496000,0.004530188354547136,0.18093871569100425,226.43,62
2.12,6.1000000000000085,0.8823436558246612,0.0,0.9290528309345245,-0.0015013032822753303,305,1.3649215304851532,504000,0.0056495329213794325,0.2366948862694645,208.43,63
2.05,5.0,1.1059942954778672,0.0,0.8999587833881378,-0.0032826122085680256,305,1.362737113237381,512000,0.008667025580070913,0.29914591909355265,208.04,64
2.3,5.0,1.0423589912056923,0.0,0.9252821362018585,-0.0013026653975248337,306,1.3601204395294189,520000,0.008043056663591414,0.2640350558432671,215.59,65
2.42,5.0,1.0941314467787742,0.0,0.9133679986000061,-0.000727795913699083,306,1.3533331203460692,528000,0.008757792272372172,0.27747937150148994,220.05,66
2.52,8.0,0.8895145171880722,0.0,0.9459296280145645,-0.0013765347231674242,306,1.3531386470794677,536000,0.005788141507655382,0.23868110242117957,219.11,67
2.76,8.100000000000009,0.9124704778194428,0.0,0.9396493262052537,-0.00020537605159915985,307,1.3551231694221497,544000,0.006023819175316021,0.22331357830398624,229.16,68
2.58,7.0,1.1287303775548936,0.0,0.9035447549819946,-0.0017814524234563579,307,1.3529255628585815,552000,0.008880416417960078,0.28520078028321866,225.33,69
2.98,8.100000000000009,0.9824702286720276,0.0,0.9403880798816681,-0.0016196266480255873,307,1.3399136304855346,560000,0.007009674366563559,0.2574843203674001,240.46,70
3.37,9.0,0.9792736881971359,0.0,0.9305304014682769,-0.0012811796854657587,307,1.3490253126621246,568000,0.006837791474536062,0.24004869121128494,253.01,71
3.41,9.0,0.8979742196202278,0.0,0.9391832321882247,-0.0011881047539645806,308,1.3429560303688048,576000,0.005847519244416617,0.2294554703789909,254.81,72
2.99,9.0,1.0049486938118934,0.0,0.9137815088033676,-0.00164593872592377,308,1.3414620578289032,584000,0.007236457478720695,0.25427928182327725,241.53,73
2.71,6.1000000000000085,1.1959439453482628,0.0,0.8888351619243622,-0.0028379017853876576,308,1.3379211330413818,592000,0.010130447634728625,0.29939377291221264,231.79,74
2.81,6.0,1.1552251517772674,0.0,0.906347798705101,-0.0018720290042983834,308,1.339088944196701,600000,0.009284374146955088,0.2978119241777262,238.22,75
3.19,6.0,1.3498314070701598,0.0,0.8514304113388061,-0.0038381730087576216,308,1.3344720780849457,608000,0.012185285403393208,0.3348668194172521,249.05,76
3.39,6.0,1.3952371340990066,0.9000000000000004,0.886761280298233,-0.0026687732466962187,308,1.306703028678894,616000,0.012871225900016724,0.3739705367299363,256.14,77
3.54,7.1000000000000085,1.255177400112152,0.0,0.8940412765741348,-0.0058937143004732205,309,1.3010349643230439,624000,0.010543527556583285,0.3404368518950648,259.4,78
3.61,8.0,1.1591530203819276,1.0,0.9119068169593811,-0.0004883713333401829,309,1.3174289226531983,632000,0.00902608182746917,0.30014286643331956,259.93,79
3.58,7.0,1.2934929710626601,0.9000000000000004,0.8807420742511749,-0.004650065733585507,309,1.3130939602851868,640000,0.011065196269191802,0.3341602530722514,262.13,80
3.65,6.1000000000000085,1.531585146188736,1.0,0.8458184826374054,-0.003760350123047829,309,1.274386774301529,648000,0.015570030584931373,0.4255207676265681,266.66,81
4.21,9.0,1.6166765677928925,1.0,0.7946738022565841,-0.00741966675966978,309,1.2556938278675078,656000,0.01759792217053473,0.4532378324520446,283.98,82
4.67,11.0,1.4670570582151412,0.9000000000000004,0.8596128165721894,-0.004038853188976645,310,1.2641132712364196,664000,0.014592755241319538,0.41556424342028675,295.42,83
5.21,11.0,1.8741669511795045,1.0,0.7328117996454239,-0.00481148385675624,309,1.2207146501541137,672000,0.023337855003774166,0.5630779906581145,317.28,84
5.82,11.0,1.9953899943828584,1.0,0.7568621075153351,-0.00030639097472885625,310,1.2184017372131348,680000,0.026193638322874902,0.6029494234182219,341.11,85
5.93,11.100000000000009,1.7529571270942688,2.0,0.8136761063337326,-0.007852863839507335,310,1.1273553729057313,688000,0.02027165962383151,0.5038336577450698,343.74,86
5.87,10.0,1.5804818761348725,2.0,0.8251841837167739,-0.005412733142948128,310,1.1624547511339187,696000,0.016436403840780257,0.4444636455411839,346.65,87
6.09,11.0,1.5303839135169983,2.0,0.8404145205020904,-0.0029545582964783535,310,1.2097269999980926,704000,0.0156979943648912,0.4191792852063743,345.69,88
5.76,10.100000000000009,1.5369751411676407,2.0,0.8397431015968323,-0.006779808773899276,310,1.201663807630539,712000,0.01562881264369935,0.41228363946959634,330.13,89
5.49,10.0,1.6036262202262879,1.0,0.8388379347324372,-0.0010193567306851037,311,1.2245690059661865,720000,0.016936493809334933,0.4572138011921597,325.43,90
5.27,10.0,1.4260505360364915,1.0,0.8746171653270721,-0.001307442699908279,311,1.2773565196990966,728000,0.013560227467678487,0.41376407008169996,318.65,91
5.25,10.0,1.3815287613868714,0.0,0.8719670885801315,-0.0028145398630294947,311,1.2853053069114686,736000,0.012840134426951408,0.3796254561492172,319.15,92
5.3,10.0,1.3381746232509613,0.0,0.8831840568780899,-0.002273241661314387,311,1.2748321771621705,744000,0.011966497064568102,0.3797175133698119,316.89,93
5.29,10.100000000000009,1.4885276579856872,0.9000000000000004,0.8454012030363083,-0.0029213578440248967,311,1.2576564705371858,752000,0.014408137095160782,0.4058364875653942,317.06,94
5.29,10.100000000000009,1.5915431523323058,0.0,0.8141728407144546,-0.005144799270783551,311,1.2480075681209564,760000,0.016588027006946504,0.48546307257383026,315.43,95
5.28,10.100000000000009,1.3826848500967026,0.0,0.8673424547910691,-0.002534932741691591,311,1.254189932346344,768000,0.012680736596230417,0.3643995253413951,314.98,96
5.55,11.0,1.3588438189029695,0.9000000000000004,0.8798385781049728,-0.002955149948829785,312,1.285138827562332,776000,0.01203958796337247,0.3717038646249875,325.81,97
5.76,11.0,1.560792965888977,1.0,0.8041480445861816,-0.0037325619196053594,312,1.2646794188022614,784000,0.016570497173815965,0.43566834347500566,334.15,98
6.18,11.0,1.6232552778720857,1.0,0.8356496739387512,-0.0014190747553948313,312,1.27133073925972,792000,0.017479051528498532,0.43195409390070544,345.76,99
6.93,12.0,1.6221986865997315,1.9000000000000004,0.8559997981786728,-0.009387324554554653,312,1.2440983545780182,800000,0.017237730382476002,0.45887076894881007,367.58,100
6.7,13.0,1.4955036062002183,1.0,0.8547128373384476,-0.0024014968689880334,312,1.2326161444187165,808000,0.014722937694750726,0.4121045877638347,354.07,101
7.07,13.0,1.4623805594444275,2.0,0.8465827715396881,-0.0023573803750332445,312,1.2339081156253815,816000,0.01404332417063415,0.39481720858067526,365.72,102
7.22,13.0,1.667303346991539,2.0,0.801761519908905,-0.0005726174841402099,312,1.2346471452713013,824000,0.018498999020084738,0.45849878360689916,365.44,103
7.0,13.0,1.844093405008316,2.0,0.7887357079982757,-0.010777454146300443,313,1.2340631556510926,832000,0.022498915321193635,0.5541421452321945,362.84,104
6.44,11.100000000000009,1.5531275862455367,2.0,0.8328884845972061,-0.0014801863871980458,313,1.2460940074920654,840000,0.015865447893738747,0.4144493628901994,350.07,105
5.79,11.0,1.4634876281023026,1.0,0.8710016971826553,-0.003108666951302439,313,1.2306167566776276,848000,0.013979569915682078,0.39892013085784067,331.02,106
5.25,10.0,1.6811551642417908,1.0,0.799194296002388,-0.0025621566869085655,313,1.2224581027030945,856000,0.018561006602831186,0.4569435684362594,323.22,107
5.07,9.100000000000009,1.4932301235198975,1.0,0.873711993098259,-0.005551198282337282,313,1.2438597464561463,864000,0.014694539410993458,0.39437571487851947,318.74,108
5.48,10.0,1.4490688472986222,1.0,0.8629070222377777,-0.0028026571930240608,313,1.2473778986930848,872000,0.01409237876534462,0.38681691569507093,328.85,109
5.89,10.0,1.3533415800333024,2.0,0.8843636673688888,-0.0027571116789476945,313,1.247555241584778,880000,0.012123216621112078,0.35148320262273836,346.7,110
6.16,11.0,1.5440625661611558,2.0,0.8281338506937027,-0.002507778415456414,313,1.2628276109695435,888000,0.016317524379119278,0.40443960428283515,347.69,111
6.42,11.0,1.5740671569108964,2.0,0.8492908519506455,-0.0009146595012862235,314,1.2718619990348816,896000,0.01646229752805084,0.4380767825759325,351.81,112
6.46,12.0,1.4580872410535812,2.0,0.8490071314573288,-0.005459817148221191,314,1.2772639667987824,904000,0.014393962256144732,0.41019796910801465,353.1,113
6.88,12.0,1.643947148323059,2.0,0.822345479130745,-0.006318779948051087,314,1.2522946655750276,912000,0.018035605791956188,0.47033420468342724,367.82,114
7.15,12.0,1.4834128022193909,2.0,0.8560628169775009,-0.002561620982014574,314,1.2595470666885376,920000,0.014525941093452274,0.41697667161023416,373.64,115
7.54,13.0,1.6100192403793334,2.0,0.8204842394590378,-0.004813700324448291,314,1.2583833205699921,928000,0.017222172301262616,0.4635590067627191,384.48,116
7.13,12.0,1.5910739719867706,2.0,0.8578921926021575,-0.005313351086806506,314,1.2599557089805602,936000,0.017054422511719167,0.45445650487049816,372.53,117
7.45,13.100000000000009,1.634760063290596,2.0,0.8287694245576859,-0.004681077756104059,314,1.2628824019432068,944000,0.017651251503266394,0.4123859409066647,380.12,118
7.55,14.0,1.530386078953743,2.0,0.850695533156395,-0.005019969264394603,314,1.242882066965103,952000,0.015264697587117553,0.4299326648458571,382.26,119
6.97,13.0,1.6660744923353195,2.0,0.835721549987793,-0.004816271745803533,314,1.2227523529529571,960000,0.018162078452296556,0.46794439987145003,373.41,120
7.14,13.0,1.5519207179546357,2.0,0.8449545192718506,-0.004612869204720482,314,1.2144212794303895,968000,0.015606561903841793,0.41809906796955415,378.0,121
7.1,13.0,1.489306093454361,2.0,0.8527830547094345,-0.004751263332436793,314,1.1964996755123138,976000,0.014713141953106969,0.43627896800374844,376.26,122
7.47,13.0,1.582822481393814,2.0,0.8240035206079483,-0.00010551655548624695,314,1.1441356033086776,984000,0.016474708947353065,0.4517971094618597,390.99,123
7.55,13.100000000000009,1.4336895018815994,1.9000000000000004,0.8616068226099014,-0.004009813256561756,314,1.2301136064529419,992000,0.013751745570916683,0.37521551382407375,392.78,124
7.85,14.0,1.4266756224632262,0.0,0.8738466179370881,-0.0012922301492653788,315,1.2609789049625397,1000000,0.013386888229288161,0.37908872872484095,400.86,125
7.67,13.100000000000009,1.5114069205522538,1.8000000000000007,0.8489508962631226,-0.003855023254873231,315,1.2453526163101196,1008000,0.01507735543185845,0.40246994309572687,398.32,126
7.73,13.100000000000009,1.500554896593094,2.0,0.8586498492956162,6.826785451266915e-05,315,1.2673816776275635,1016000,0.014948986321687698,0.42324825413650385,399.73,127
7.05,13.0,1.5007321840524674,0.0,0.8667099505662919,-0.007780089158732153,315,1.2318597948551178,1024000,0.01516745688393712,0.4081798718183993,374.72,128
7.36,13.100000000000009,1.7204038059711457,0.0,0.8120773494243622,-0.0032700259087141605,315,1.2335339760780335,1032000,0.019677952248603105,0.4468081646074177,377.87,129
7.61,13.0,1.6901597291231156,0.0,0.8209333860874176,-0.004163683290971676,315,1.1997000145912171,1040000,0.01889183164574206,0.4755237029139871,389.22,130
8.08,14.100000000000009,1.6736658436059952,0.0,0.8543311965465545,-0.007293584290309809,315,1.1804154813289642,1048000,0.018469952545128763,0.4600810688527337,394.86,131
8.56,15.0,1.497124079465866,0.0,0.8719513750076294,-0.0038387893937760964,315,1.2112594413757325,1056000,0.014703412167727947,0.39612699768491416,410.73,132
8.71,15.0,1.6176429361104965,0.9000000000000004,0.8471265184879303,-0.007359757717931643,315,1.2037212342023849,1064000,0.01733285408234224,0.45599681928834074,410.48,133
8.54,14.100000000000009,1.6232345861196518,2.0,0.835384595990181,-0.0019870727468514816,315,1.2325480473041535,1072000,0.01716218467336148,0.4330588386980038,412.16,134
8.59,15.0,1.5879306733608245,2.0,0.8355816823244094,-0.00410367031392525,315,1.248457108736038,1080000,0.01705383646301925,0.4624722467398768,412.57,135
8.75,15.0,1.6486566185951232,2.0,0.8082500022649765,-0.0015423554155859164,315,1.2287622749805451,1088000,0.017983376244083048,0.47707700518285034,420.27,136
8.38,15.0,1.8201291006803513,2.0,0.8120380502939224,-0.008677671199548058,315,1.19543114900589,1096000,0.02182245862670243,0.5624344422352254,412.43,137
8.5,15.100000000000009,1.4565304601192475,1.9000000000000004,0.8788179355859757,-0.003912737763894256,315,1.2320315325260163,1104000,0.013960667666979135,0.3979995501682963,420.64,138
8.65,15.100000000000009,1.5449733316898346,1.0,0.8602788853645325,-0.00478759151592385,315,1.194045250415802,1112000,0.01583091429900378,0.44139271844860933,422.82,139
8.41,16.0,1.4148737972974776,0.0,0.8868281894922256,-0.0020198842230638547,315,1.2631469941139222,1120000,0.013099384875968099,0.3870793825741748,414.3,140
8.35,15.100000000000009,1.5741819685697556,0.0,0.8571811211109162,-0.004939240194507874,315,1.240661059617996,1128000,0.016335136955603957,0.44766758930846967,409.8,141
8.25,15.0,1.6036894237995147,0.0,0.8470281141996384,-0.002181021876167506,316,1.2248823964595794,1136000,0.017023109262809158,0.4441448677830114,405.01,142
8.26,14.0,1.6150557380914687,2.0,0.8204202228784561,-0.0044640073748814756,316,1.2234668838977814,1144000,0.01743954566307366,0.4718918990324978,405.16,143
8.28,15.0,1.7147556614875794,2.0,0.8176445084810257,-0.0054310689680278305,316,1.2100300788879395,1152000,0.01912112164311111,0.47551110803136143,404.82,144
8.74,15.0,1.6678997296094895,2.0,0.8092521739006042,-0.0032386615792347586,316,1.2260722088813782,1160000,0.01828832572326064,0.4608496553009621,420.81,145
8.4,13.200000000000017,1.4987043297290803,2.0,0.8686816549301147,-0.0027501485659740866,316,1.2523079574108125,1168000,0.014784819069318474,0.41990622102664604,417.49,146
8.5,14.100000000000009,1.5973807328939438,2.0,0.8512328726053238,-0.002890395844588056,316,1.2263602101802826,1176000,0.01702379371970892,0.44551432358509907,423.36,147
8.63,15.0,1.8130488467216492,2.0,0.8056131142377854,-0.002742648380808532,316,1.2319459426403045,1184000,0.02150661774445325,0.5235443995823371,430.17,148
9.23,16.0,1.8010198038816452,2.0,0.7953722375631332,-0.0057432627107482405,316,1.2160950779914856,1192000,0.021460364824160933,0.5339622869281758,449.53,149
9.22,16.0,1.6686570966243743,2.0,0.8225673466920853,-0.00330907775380183,316,1.24297137260437,1200000,0.01822927118046209,0.44891981381252244,448.81,150
9.42,16.0,1.6825965923070907,1.0,0.8315415209531785,-0.002492235462195822,316,1.21663445353508,1208000,0.018521135882474483,0.47985811515386795,452.68,151
9.77,17.0,1.7680331981182098,0.9000000000000004,0.8089795535802842,-0.0082608855079161,316,1.2021298122406006,1216000,0.020885025286115706,0.4854446464826211,451.16,152
10.2,17.0,1.8013590168952942,0.0,0.8544394904375077,-0.008663574955426157,316,1.1962434017658234,1224000,0.021472843713127077,0.542185113606755,466.04,153
10.15,18.0,1.7993669110536574,0.0,0.8016202354431152,-0.004662737608414318,316,1.2002028596401215,1232000,0.021392864319495858,0.5256991979528907,459.15,154
9.85,18.0,1.8236156791448592,0.0,0.8124029296636581,-0.006101093159959419,316,1.186995768547058,1240000,0.021610919502563775,0.5599283450300225,449.69,155
9.67,18.0,1.5913403391838075,0.0,0.8324411058425903,-0.0033413865906186404,316,1.1972627246379852,1248000,0.01681022103410214,0.459940813005991,445.11,156
9.88,18.0,1.6088573610782624,0.0,0.8484469121694564,-0.00450172575074248,316,1.2204471457004546,1256000,0.01703512572683394,0.45658366560421704,454.15,157
9.93,17.0,1.6442804735898973,2.0,0.8496198505163193,-0.006389510554727167,316,1.231469578742981,1264000,0.018230244889855383,0.4599156358390908,462.89,158
9.5,17.0,1.5575687193870544,0.0,0.871020655632019,-0.0051628484472166745,316,1.248671681880951,1272000,0.01621297942008823,0.41862518800926357,446.07,159
9.65,17.10000000000001,1.597659440636635,1.9000000000000004,0.8363524919748306,-0.004284355813142611,317,1.2075859928131103,1280000,0.01678160625509918,0.4439878929751851,448.7,160
9.96,18.0,1.8091571784019471,2.0,0.7965760493278503,0.0006271113257389515,317,1.2330637466907501,1288000,0.02150208370294422,0.5125100470111916,456.18,161
11.02,18.0,1.7321832966804505,2.0,0.7967039877176285,-0.004321949291042983,317,1.2540435087680817,1296000,0.0194364642072469,0.4898760203357474,472.19,162
10.47,18.10000000000001,1.6438734525442122,2.0,0.8621190971136093,-0.004929161134277819,317,1.216227056980133,1304000,0.01781752391718328,0.46269602779476593,449.78,163
10.37,19.10000000000001,1.6564119148254395,1.8000000000000007,0.8251832395792007,-0.00814914902759483,317,1.1508057248592376,1312000,0.018172023450024426,0.4748016902127554,442.33,164
11.06,20.0,1.8326839327812194,2.0,0.8294230216741562,-0.012355149530922063,317,1.1877710354328155,1320000,0.022284161769784986,0.5777420645791675,460.1,165
10.74,20.0,1.721497130393982,0.0,0.8381487464904785,-0.008544527543963341,317,1.2008760344982148,1328000,0.019462336576543747,0.5296547269105729,449.1,166
9.99,19.0,1.9256333076953889,0.0,0.770067628622055,-0.009023096919409,317,1.2005371356010437,1336000,0.02425299069378525,0.5857562568759299,442.35,167
9.69,18.0,1.7357670485973358,0.0,0.8319509202241897,-0.0030046510710963047,317,1.2054091060161591,1344000,0.019812424071133136,0.49558775060900806,441.16,168
9.56,17.10000000000001,1.7893302524089814,0.0,0.8052321290969848,-0.006296951375843491,317,1.1826818746328354,1352000,0.021719084973447024,0.5661766861432922,437.15,169
9.96,19.0,1.6581039106845856,0.0,0.8502037626504898,-0.0010077824821928517,317,1.2043789172172545,1360000,0.018440297301858664,0.4595329143125842,446.18,170
10.0,18.10000000000001,1.7245346128940582,0.0,0.8343605667352676,-0.011455831026660234,317,1.2277333617210389,1368000,0.019726086938753724,0.5179254658689323,451.11,171
10.06,19.0,1.7716213709115982,1.8000000000000007,0.8324376273155213,-0.008495495504466816,317,1.2233642303943635,1376000,0.02070590874645859,0.5344514736107182,450.16,172
10.26,19.0,1.7823669052124023,1.8000000000000007,0.8065773147344589,-0.004919329605763778,317,1.213292922973633,1384000,0.020703610377386213,0.492574883160357,456.62,173
