grad_norm,policy_loss,PMM:episode_rewards,P09:episode_rewards,P01:episode_rewards,epoch_idx,episode_length,policy_entropy,value_loss,frames,advantage_norm,approx_kl_divergence,clip_fraction,fps,explained_variance
5386748.954576121,0.05533670985901153,8.59375,47.50000000000006,0.0,1,288.46875,0.8665934282137261,2177269.8968738443,10240,15.968712681531906,6233.0353634892335,0.535205078125,474,-6.810466993227601
0.11777501507513241,-0.0006466427756095072,55.0,150.0,0.0,2,301.03076923076924,1.7542642906308175,0.006962410743562941,20480,15.968716865777969,0.005628756591090678,0.337841796875,368,-3.3527612686157227e-09
0.07430930025212057,-0.0008098816433630418,73.98989898989899,175.0,0.0,3,308.90909090909093,1.7668509997427464,0.006668594366738034,30720,15.968717020750045,0.0036780989680096354,0.2312255859375,413,-7.078051567077636e-09
0.05402424870251068,-0.0013896193911932641,121.75,227.5000000000002,22.500000000000007,4,324.75,1.7699718058109284,0.007926838235562172,40960,15.968717581033706,0.0034086431099467516,0.235791015625,437,-1.3783574104309083e-08
0.05249213268338493,-0.001721961130897398,129.75,250.0,22.500000000000007,5,328.43,1.7833047769963741,0.007009225365436578,51200,15.968717396259308,0.0040659093618387486,0.27421875,451,1.4901161193847657e-09
0.05159832572006391,-0.0012298886234930252,143.25,325.0,25.0,6,329.99,1.7723492130637168,0.007491566847124887,61440,15.968709290027618,0.0032405210367414837,0.226318359375,464,0.0
0.053730583595216805,-0.001273342339482042,139.75,325.0,25.0,7,326.92,1.7668629631400108,0.008707368420891726,71680,15.96871749162674,0.0029313948355593313,0.2001953125,473,-1.7881393432617187e-08
0.05504815975780201,-0.0015476179632969433,155.25,327.5000000000002,25.0,8,331.98,1.7745729513466357,0.009438722351114847,81920,15.968717640638351,0.0025687986107016058,0.18984375,483,-1.30385160446167e-08
0.0510383619545965,-0.0018840597054804674,154.75,327.5000000000002,25.0,9,327.98,1.7780861534178256,0.00817777823185679,92160,15.96871754527092,0.003958133309231471,0.276171875,488,6.7055225372314455e-09
0.05561578228318285,-0.0023753672212478705,162.25,302.5000000000002,47.50000000000001,10,328.5,1.7734919771552087,0.009969265392646776,102400,15.968717700242996,0.003572713435062269,0.2642822265625,492,-1.1175870895385742e-09
0.055044089949130556,-0.0012046148520312272,157.75,302.5000000000002,50.0,11,330.41,1.7805109746754169,0.008021335864123102,112640,15.968717014789581,0.00300051451846457,0.226318359375,495,7.450580596923829e-10
