<<<<<<< HEAD
#{"t_start": 1542563573.5124643, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,173,5.651362
3.0,252,11.306042
2.0,201,16.034501
0.0,127,18.757614
3.0,252,24.463779
0.0,127,27.370817
1.0,177,31.245519
3.0,250,36.786319
1.0,155,40.34019
0.0,125,43.146139
0.0,129,45.977371
0.0,127,48.622349
1.0,157,52.213825
2.0,201,56.567344
0.0,129,59.41342
0.0,125,62.107375
2.0,183,66.307009
0.0,129,68.995117
0.0,125,71.692666
0.0,129,74.283589
2.0,202,78.906721
1.0,153,82.218062
0.0,125,84.904722
1.0,173,89.010743
0.0,123,91.636807
1.0,170,95.391583
0.0,127,97.94856
0.0,125,100.804221
0.0,125,103.580059
0.0,127,106.382328
1.0,155,109.873131
1.0,173,113.862498
3.0,248,119.29705
0.0,129,122.160743
0.0,127,125.182706
0.0,129,127.969762
0.0,129,130.675498
4.0,321,138.087924
2.0,220,142.989333
1.0,174,146.744359
4.0,297,153.483537
1.0,173,157.059792
4.0,294,163.900587
0.0,127,166.560738
1.0,173,170.330989
0.0,127,173.280998
4.0,299,180.179138
1.0,151,183.489453
2.0,200,188.293097
4.0,299,195.057232
3.0,248,200.662921
1.0,173,204.283015
0.0,129,207.024239
2.0,222,212.217391
0.0,127,214.954712
1.0,153,218.282429
0.0,129,221.063689
2.0,202,225.365673
1.0,173,229.279432
0.0,127,232.213581
0.0,129,234.855062
3.0,250,240.372584
0.0,129,243.032494
3.0,271,249.484817
3.0,250,255.041079
1.0,177,258.965815
0.0,127,261.646548
0.0,129,264.358161
0.0,129,266.968931
0.0,129,269.855984
0.0,127,272.559283
0.0,127,275.163952
0.0,125,277.65749
0.0,127,280.358503
1.0,153,283.705164
4.0,321,290.867851
0.0,127,293.525966
2.0,202,297.884629
9.0,380,306.485021
0.0,125,309.110156
0.0,129,311.833922
0.0,129,314.538124
2.0,198,318.899222
5.0,350,326.987428
0.0,127,329.550746
4.0,297,336.043447
0.0,127,338.937839
2.0,200,343.28255
5.0,350,351.246038
15.0,531,363.04939
5.0,350,370.755858
0.0,129,373.690824
9.0,401,382.799876
1.0,176,386.771454
3.0,271,392.527488
0.0,129,395.153461
2.0,200,399.799243
0.0,127,402.452186
2.0,200,406.860776
1.0,177,410.961474
4.0,299,417.743294
1.0,174,421.83815
0.0,127,424.455205
4.0,319,431.601257
2.0,202,436.053916
2.0,183,440.221098
4.0,297,447.131026
2.0,202,451.34234
6.0,400,460.548488
1.0,176,464.357282
6.0,378,472.860065
11.0,503,484.193236
0.0,129,486.882326
1.0,177,490.716262
3.0,248,496.216252
1.0,157,499.710654
8.0,372,508.27121
10.0,451,518.515546
4.0,296,525.193244
1.0,155,528.588335
13.0,548,540.874795
0.0,129,543.536983
3.0,250,548.70649
2.0,202,553.140161
4.0,321,560.091739
0.0,129,563.062485
0.0,125,565.752339
3.0,248,571.268151
10.0,452,581.617813
9.0,403,590.53263
2.0,200,594.695992
1.0,173,598.524244
6.0,393,607.331356
0.0,129,610.227932
0.0,127,612.902696
9.0,404,621.703502
5.0,350,629.185909
0.0,127,632.122048
0.0,129,634.666534
0.0,129,637.369415
1.0,155,640.762559
2.0,202,645.233557
0.0,129,647.836576
10.0,454,658.124461
0.0,129,660.577229
0.0,127,663.141443
0.0,129,665.791058
2.0,198,670.203468
1.0,173,673.707519
0.0,129,676.330005
2.0,200,680.896078
8.0,352,688.737806
6.0,402,697.890841
0.0,129,700.561464
0.0,129,703.284622
1.0,173,706.868496
2.0,202,711.164754
1.0,173,714.794581
2.0,221,719.577323
0.0,123,722.057325
3.0,248,727.55793
2.0,206,732.003505
0.0,129,734.691521
0.0,129,737.614525
0.0,127,740.259888
2.0,222,745.161679
1.0,173,749.079968
5.0,350,756.469733
5.0,326,763.891575
0.0,129,766.544885
1.0,157,769.705116
3.0,252,775.222748
4.0,297,781.398714
1.0,157,784.87061
1.0,155,787.923302
2.0,201,791.919176
1.0,158,795.345256
3.0,214,800.073411
1.0,157,803.398005
2.0,202,807.64366
9.0,404,816.633917
3.0,217,821.336501
0.0,129,824.061263
0.0,129,826.702316
1.0,152,830.007081
0.0,127,832.693858
0.0,127,835.448063
0.0,129,838.059902
0.0,129,840.937999
0.0,127,843.503144
2.0,202,847.786413
0.0,125,850.337756
1.0,155,853.726485
2.0,200,857.86791
0.0,127,860.248819
1.0,176,864.043437
3.0,251,869.313533
2.0,201,873.647416
0.0,127,876.46399
0.0,129,879.021752
2.0,200,883.063637
0.0,125,885.606383
2.0,201,890.049685
2.0,219,894.659736
2.0,187,898.744426
0.0,129,901.227508
6.0,396,910.157295
6.0,398,918.717964
0.0,129,921.458391
4.0,318,928.294718
1.0,153,931.394476
4.0,269,937.120225
0.0,127,939.794352
1.0,175,943.406495
9.0,404,952.080087
11.0,498,962.9223
5.0,350,970.854886
0.0,125,973.346457
0.0,127,975.96515
2.0,202,980.512009
4.0,275,986.258776
1.0,155,989.75861
1.0,157,993.015632
3.0,248,998.333762
3.0,235,1003.680938
3.0,233,1008.744431
6.0,400,1017.452654
0.0,129,1020.13319
4.0,284,1026.501954
9.0,425,1035.921462
2.0,222,1040.589926
8.0,372,1048.69068
2.0,192,1052.54496
3.0,252,1058.173693
3.0,251,1063.373564
10.0,409,1072.480622
2.0,189,1076.415862
2.0,206,1080.951484
9.0,404,1089.594323
3.0,248,1094.829914
4.0,297,1101.11552
5.0,350,1108.434474
3.0,231,1113.257801
3.0,252,1118.64801
1.0,175,1122.208252
3.0,233,1127.224428
6.0,397,1135.897769
2.0,201,1140.142838
0.0,129,1142.873446
1.0,155,1146.140131
1.0,157,1149.515402
12.0,535,1161.51046
2.0,222,1165.993323
1.0,157,1169.162478
11.0,482,1179.520747
5.0,316,1186.453825
1.0,157,1189.628748
6.0,363,1197.613496
3.0,213,1202.028325
5.0,328,1209.128344
0.0,129,1211.601849
7.0,445,1221.183767
3.0,253,1226.471223
1.0,157,1229.659281
5.0,348,1236.824996
4.0,267,1242.529759
3.0,249,1247.705527
16.0,525,1258.68102
10.0,429,1267.787242
5.0,317,1274.512955
5.0,350,1281.955019
