#{"t_start": 1541345462.7098057, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,226,6.894717
3.0,248,12.356902
0.0,127,15.19043
1.0,155,18.643975
1.0,172,22.324495
2.0,223,27.446404
0.0,125,30.112367
3.0,249,35.820759
2.0,198,40.396199
1.0,157,43.804192
0.0,129,46.589127
2.0,227,51.740509
0.0,127,54.406956
0.0,125,57.003959
0.0,129,59.682453
0.0,125,62.711341
0.0,127,65.429571
1.0,157,68.838767
0.0,125,71.475397
2.0,188,75.667143
0.0,125,78.301485
1.0,155,81.742072
1.0,157,85.094268
2.0,188,89.400985
1.0,169,93.090234
0.0,127,95.805702
2.0,222,100.910136
1.0,171,104.604883
2.0,222,109.420683
2.0,180,113.508882
1.0,157,116.96681
0.0,129,119.642106
0.0,125,122.549607
1.0,155,125.87715
0.0,129,128.5219
2.0,220,133.325771
0.0,125,136.238926
0.0,125,138.944802
0.0,129,141.681693
1.0,173,145.441356
3.0,216,150.326401
4.0,299,157.071063
0.0,129,159.881508
0.0,127,162.551777
1.0,175,166.363218
3.0,249,172.0444
7.0,325,179.094119
1.0,155,182.754318
2.0,200,187.152771
2.0,202,191.368556
0.0,123,194.268014
0.0,125,197.054366
0.0,127,199.667801
2.0,202,204.000238
3.0,248,209.624733
0.0,129,212.385812
0.0,127,215.112722
3.0,270,221.307595
0.0,125,223.965533
1.0,173,227.714985
0.0,129,230.740838
3.0,248,236.169759
1.0,173,239.929444
0.0,129,243.098456
1.0,157,246.484449
1.0,157,249.98873
0.0,129,252.759314
2.0,227,257.95425
0.0,125,260.704948
1.0,175,264.516408
0.0,129,267.423174
1.0,155,270.561804
2.0,206,275.011108
2.0,225,280.144665
0.0,129,283.031967
3.0,250,288.662831
0.0,129,291.621186
1.0,173,295.385104
2.0,221,300.19671
0.0,125,302.989466
2.0,222,307.912491
1.0,155,311.278621
2.0,202,316.058794
3.0,230,321.208115
0.0,129,323.956795
1.0,155,327.642682
1.0,155,331.061111
1.0,155,334.373648
0.0,127,337.114436
0.0,127,339.971407
0.0,129,342.732406
0.0,127,345.410269
0.0,129,348.258829
0.0,127,350.856308
1.0,157,354.276045
0.0,129,356.913767
3.0,251,362.530033
0.0,129,365.399782
0.0,127,368.052353
0.0,125,370.471299
2.0,202,375.184766
5.0,348,383.141178
3.0,250,388.900547
2.0,204,393.159248
5.0,328,400.371949
5.0,328,407.78335
2.0,198,412.160797
0.0,125,414.785461
0.0,127,417.388548
0.0,127,420.031101
3.0,248,425.922538
0.0,127,428.607676
3.0,248,434.242491
2.0,198,438.585939
0.0,127,441.287846
3.0,253,446.941892
0.0,127,449.53461
0.0,129,452.37261
0.0,127,455.06497
0.0,129,457.754344
2.0,220,462.681732
0.0,129,465.468526
5.0,351,473.451102
3.0,248,478.88833
3.0,246,484.213673
8.0,375,492.660843
0.0,127,495.49422
0.0,129,498.191562
0.0,129,501.024074
0.0,127,503.824851
0.0,125,506.742002
2.0,198,510.912185
1.0,173,514.629785
0.0,125,517.405032
0.0,129,520.005528
2.0,200,524.529329
1.0,155,527.902028
3.0,248,533.43464
5.0,352,541.356475
0.0,129,543.893685
0.0,129,546.47027
2.0,200,550.718899
0.0,125,553.519521
0.0,125,555.99333
10.0,432,565.405823
5.0,350,573.019903
1.0,153,576.572878
2.0,200,581.104959
0.0,127,583.781113
3.0,271,589.610584
6.0,400,598.323529
0.0,127,601.14555
2.0,198,605.503566
2.0,222,610.268902
14.0,629,624.552489
0.0,127,627.137199
0.0,129,629.865591
0.0,129,632.532557
0.0,127,635.309327
5.0,345,642.971914
0.0,127,645.829039
0.0,129,648.565882
0.0,129,651.258941
2.0,202,655.584024
4.0,297,662.446694
2.0,198,666.65574
2.0,198,671.082911
0.0,127,673.652529
0.0,129,676.293724
9.0,380,684.882128
2.0,202,689.224411
3.0,248,694.936605
2.0,200,699.270407
11.0,482,709.95867
4.0,299,716.632755
0.0,129,719.195252
1.0,155,722.43657
5.0,350,730.386596
9.0,404,739.565229
0.0,129,742.240594
1.0,153,745.420577
0.0,127,748.02742
0.0,127,750.621618
0.0,127,753.353245
2.0,200,757.603816
0.0,127,760.152812
4.0,297,766.583879
5.0,350,774.409143
6.0,399,783.269403
