frames,P09:episode_rewards,fps,policy_entropy,PMM:episode_rewards,epoch_idx,P01:episode_rewards,grad_norm,value_loss,episode_length,advantage_norm,explained_variance,policy_loss
336000,3.0,461,1.3843831276893617,1.29,42,0.0,0.07197776639822147,0.002211816903145518,180.86,0.46867624424397947,-2.876159248948097,-8.920154097722843e-05
344000,4.0,462,1.3854996359348297,1.52,43,0.0,0.08090821196778956,0.0026042436641000675,189.25,0.5284488884359598,-2.684740520119667,0.0002815133990952745
352000,4.0,462,1.385727882385254,1.53,44,0.0,0.0849692270372959,0.002230688043200644,191.38,0.4824847809970379,-3.789990203976631,0.0006645622981886845
360000,3.0,463,1.3856668400764465,1.38,45,0.0,0.07067371748885888,0.0020361794005839327,185.24,0.43928153745830056,-3.7247342318296432,-3.79851461002545e-05
368000,3.0,464,1.3857356691360474,1.22,46,0.0,0.0734292650379752,0.002189994257805665,176.22,0.4647690340876579,-5.575945320725441,0.00037452734522958053
376000,3.0,465,1.383821928501129,1.33,47,0.0,0.06445871046178633,0.002004663406496547,180.92,0.4452062502503395,-4.032779488563538,-0.0006092781928600744
384000,3.0,466,1.3851182663440704,1.39,48,0.0,0.06512274034553146,0.001652931436728977,182.1,0.38890829503536223,-4.873602784276009,0.00020394768478581681
392000,3.1000000000000085,466,1.38398583650589,1.52,49,0.0,0.06461689313975032,0.0016540579611319117,186.93,0.39648305032402276,-2.1147456216812133,0.00017974065667658579
400000,3.0,467,1.3845589864253998,1.5,50,0.0,0.07377571597323535,0.0018255993194725307,186.89,0.4288348289579153,-3.2709133142232893,-4.482186333916616e-05
408000,4.0,467,1.3833444726467132,1.62,51,0.0,0.06699123185172137,0.002089164385706681,191.79,0.4567077888548374,-2.3163202238082885,0.0003253113332903013
416000,4.0,468,1.38422994017601,1.38,52,0.0,0.0629711567260516,0.00194139971423283,184.76,0.4266701101511717,-9.020942814946174,-0.0006582993667143455
424000,4.0,468,1.3856459009647368,1.53,53,0.0,0.06392632963876321,0.0018989395056087232,189.89,0.4137505469471216,-3.9108821684122086,0.00045331928944506214
432000,3.0,469,1.3852449607849122,1.34,54,0.0,0.05045451475047314,0.0010790679271667613,179.33,0.29496348071843387,-2.049746387600899,2.1057449048385022e-05
440000,2.0,469,1.3849295806884765,0.93,55,0.0,0.04870004018090875,0.0009024710670200875,163.9,0.29709456585347654,-2.205659402012825,-0.00014455968099355232
448000,3.0,470,1.3851425433158875,1.05,56,0.0,0.08241663215799389,0.0020687889837427064,171.55,0.43736491177231074,-6.591210171580315,0.0001582884753588587
456000,3.0,470,1.3854819643497467,1.33,57,0.0,0.05501440703134503,0.0016588565381789521,180.96,0.3846707511693239,-6.687140370607376,1.0959424325847067e-05
464000,4.1000000000000085,470,1.3842925786972047,1.83,58,0.0,0.08747993348679206,0.002763466689175402,195.7,0.5390656761080027,-2.623339216709137,-0.00022803325293352828
472000,5.0,471,1.383397569656372,1.95,59,0.0,0.06213925177240342,0.001819930121255311,201.8,0.4204908024519682,-1.007179743051529,-0.0001231498092874972
480000,4.0,471,1.3826139199733734,1.76,60,0.0,0.050589285471481366,0.0012723600491517573,198.14,0.34216640777885915,-2.4047656321525572,0.00020928824559177884
488000,4.0,472,1.3845771253108978,1.74,61,0.0,0.05330438397061603,0.0015173106556721904,197.11,0.34295132376253606,-3.9399329859018324,-5.825494878081372e-05
496000,3.0,472,1.3828089106082917,1.38,62,0.0,0.0532627251465185,0.0013221782993241503,181.64,0.3363728151097894,-2.7245360922813417,0.00010797662995173596
504000,4.0,473,1.3843693804740906,1.38,63,0.0,0.051231949894132385,0.0012744997307891025,181.15,0.3400022903084755,-1.446140044927597,0.0001836186848959187
512000,4.0,473,1.3846018743515014,1.52,64,0.0,0.05437487017554281,0.0012355293965993041,188.22,0.3322748712450266,-0.807385071516037,-0.00017131112290371675
520000,4.0,473,1.3850903284549714,1.62,65,0.0,0.06764410387780492,0.002016830446336826,194.35,0.4400501642003655,-2.2677718871831893,0.00022883571626152843
528000,4.0,474,1.3837567508220672,1.69,66,0.0,0.07276962518269409,0.0018672068505475182,196.49,0.4197926716506481,-1.298135991692543,-0.000432259983701897
536000,4.0,474,1.3843999636173248,1.8,67,0.0,0.05885584644368809,0.0016758325846058142,197.27,0.3765396424755454,-2.393692338466644,-4.61146148154512e-06
544000,4.1000000000000085,475,1.385574357509613,1.62,68,0.0,0.06190961576748154,0.0016127309571493241,191.56,0.3917670916393399,-8.626253916621208,0.00022299230768112465
552000,3.0,475,1.3855370843410493,1.37,69,0.0,0.06379919606353936,0.0015928314800112274,182.32,0.3727086988463998,-0.5903154885768891,-0.0002113717461179476
560000,4.0,475,1.3857310092449189,1.7,70,0.0,0.0522783683248311,0.0013834239649077062,190.96,0.3467647517472506,-1.322131729722023,0.0002292886286159046
568000,4.0,475,1.3859801924228667,1.74,71,0.0,0.05306143378089663,0.001162790153266542,194.75,0.3141858197376132,-1.6571864348649978,-9.068274928722531e-05
576000,3.0,476,1.3857688295841217,1.31,72,0.0,0.05493809213207031,0.0013529968594048114,182.04,0.335565465092659,-1.387136065363884,0.00030696591929881836
584000,3.0,476,1.3859924948215485,1.35,73,0.0,0.06225503268405479,0.0013623302730866272,182.24,0.3498449033498764,-1.3016232657432556,-0.0002151820478593436
592000,3.0,476,1.3859220623970032,1.31,74,0.0,0.0490098015980541,0.0011563667201517091,178.23,0.29062350403517484,-2.4178652811050414,3.990852739661932e-05
600000,3.1000000000000085,477,1.3856651997566223,1.38,75,0.0,0.05624522746748323,0.0013139817197043158,180.89,0.34558251105248927,-3.6510762006044386,4.3545311018533536e-05
608000,3.0,477,1.383975191116333,1.31,76,0.0,0.06065621722042915,0.0014423037027881946,179.16,0.35348197016865013,-1.4456936460733414,1.3561899813794297e-05
616000,4.0,477,1.3852136278152465,1.54,77,0.0,0.06105374298175399,0.0018410844585196172,186.88,0.404810597114265,-1.4240159595012665,0.0001509547196837957
624000,4.0,478,1.385029172897339,1.72,78,0.0,0.06143718188567712,0.0014574981111309172,192.32,0.36085057828575373,-0.8603223395347596,-3.5026431623919053e-05
632000,4.0,478,1.3849847614765167,1.49,79,0.0,0.039290486034902795,0.0009392156784542749,186.84,0.25984746366739275,-0.44236712396144867,-0.00018965063220093725
640000,4.0,478,1.3855641996860504,1.37,80,0.0,0.05691645428319288,0.001300198047683807,182.6,0.3198487213626504,-5.3024041211605075,-0.0001898725121282041
648000,3.0,478,1.3848357343673705,1.15,81,0.0,0.05422742834205234,0.0010408654395905614,173.16,0.30355616107583044,-2.011186335682869,0.00024109069767291657
656000,3.0,479,1.3853178644180297,1.31,82,0.0,0.053026585720344174,0.0013472272192575473,178.96,0.3377755569666624,-3.216648746728897,-4.739655458251946e-05
664000,4.0,479,1.3841351997852325,1.63,83,0.0,0.05187371885709994,0.0011242803116419964,192.56,0.3152178418263793,-5.095476263761521,-0.0002675114133307943
672000,5.0,479,1.3839310753345488,1.6,84,0.0,0.04789305603029425,0.001052068831431825,192.41,0.29893637109547855,-0.3986868369579315,3.4176391636719927e-06
680000,3.1000000000000085,479,1.384868733882904,1.33,85,0.0,0.04195155403803955,0.0008862331904811072,182.44,0.27588608462363484,-1.9957984757423402,0.00012069385968061397
688000,3.0,480,1.3850390255451202,1.26,86,0.0,0.037029445824424134,0.0007958732844281258,177.54,0.24101140528917311,-2.778952113389969,0.00015198548843841308
696000,4.0,480,1.3850530254840852,1.39,87,0.0,0.05807316651348196,0.001400764237250769,181.37,0.3369783018156886,-1.9737038910388947,-3.4149362386415304e-05
704000,4.0,480,1.3853763771057128,1.44,88,0.0,0.04785371875969026,0.0008219893511250121,184.77,0.2825921431928873,-3.0419888854026795,-0.00016096675448352472
712000,3.1000000000000085,480,1.3848996925354005,1.34,89,0.0,0.0478296419483978,0.0010717229956935625,181.8,0.2822574831545353,-2.635860428214073,-1.6360622212232556e-05
720000,3.0,480,1.3854164958000184,1.22,90,0.0,0.044765427530157546,0.0008611627861228044,176.84,0.26423469960689544,-1.546234205365181,-0.0001248136734216132
728000,3.1000000000000085,481,1.3850668752193451,1.4,91,0.0,0.0481089971674501,0.001075240696172841,184.33,0.3100112099945545,-0.42318890631198885,-8.833545356537798e-05
736000,4.0,481,1.3854056334495544,1.45,92,0.0,0.03837768414042819,0.0006537098096123373,187.41,0.2320351567864418,-8.49370660364628,0.00012005048774881289
744000,3.0,481,1.3855111372470856,1.16,93,0.0,0.047107119279236116,0.0008762185980685899,174.56,0.2728815296664834,-1.8521420049667359,7.160248038417195e-05
752000,3.0,481,1.3856892704963684,1.23,94,0.0,0.05074113125853491,0.0009456111467079608,176.25,0.289205821827054,-3.122286227941513,-1.9690992230607664e-05
760000,3.0,481,1.383833476305008,1.14,95,0.0,0.046020066685950184,0.0009922850984457909,173.16,0.2715854306891561,-1.9918143147230147,-0.00022777019403292799
768000,4.0,481,1.3848801147937775,1.31,96,0.0,0.033492207620940705,0.0007636725029078661,177.44,0.23184803996235132,-0.9751140868663788,0.0003247980042351628
776000,4.0,481,1.3852553498744964,1.3,97,0.0,0.04371509577204665,0.0007278583826337126,178.12,0.2445740994066,-1.398261621594429,-5.790444347439916e-05
784000,3.0,481,1.384344948530197,1.17,98,0.0,0.03966792122684719,0.000628390179208509,174.52,0.23925050616264343,-2.1715087991952897,-0.00013145221571903676
792000,4.0,482,1.3836378228664399,1.39,99,0.0,0.041692308460581404,0.0007982570705826219,182.59,0.2648344033956528,-1.0812024122476578,4.3395554239396e-05
800000,4.0,482,1.3852699732780456,1.32,100,0.0,0.03641360372547327,0.000618746325471875,180.47,0.21005205053836107,-1.201203817129135,0.00011252082316786982
808000,4.0,482,1.3855823063850403,1.36,101,0.0,0.04106458018826891,0.0008714014703309659,183.42,0.2636257529631257,-1.166679162979126,4.188481267192401e-05
816000,3.0,482,1.3852945137023926,1.37,102,0.0,0.039882320369101276,0.0007679956976153335,183.64,0.2563638297095895,-0.4781573498249054,-6.74440178227087e-05
824000,3.0,482,1.3849278616905212,1.37,103,0.0,0.04186838540188296,0.0007311406167809765,183.04,0.25078891854733226,-0.7815873104333878,8.5272778160288e-05
832000,3.1000000000000085,482,1.3850028669834138,1.31,104,0.0,0.05177123163405861,0.001302733735028596,178.52,0.3178311958163977,-1.6892896562814712,1.5937516582198442e-05
840000,4.0,482,1.385124864578247,1.47,105,0.0,0.04594540456242067,0.0009707103418031693,187.01,0.28457979660481214,-2.7151395136117937,0.00019935564123443327
848000,4.0,483,1.3859966671466828,1.52,106,0.0,0.039500460376567216,0.0006861992276390083,190.29,0.24492555804550648,-2.12379718542099,-0.00019272246590844587
856000,3.0,483,1.3856749963760375,1.3,107,0.0,0.039426509991150833,0.0007153647557970544,180.33,0.24464089870452882,-0.852775229215622,-1.2633736478164792e-05
864000,3.0,483,1.385217365026474,1.35,108,0.0,0.03993340992855305,0.0007635523082626605,181.42,0.24434824036434294,-2.798919612765312,-4.2398327350383626e-05
872000,4.0,483,1.3841346681118012,1.68,109,0.0,0.049662648256613685,0.0014222201912070887,190.24,0.34086649484932424,-0.5574978947639465,-5.4136781545821575e-05
880000,5.0,483,1.3836723363399506,1.97,110,0.0,0.032067383455640176,0.0006528754947885318,202.45,0.21911131586879493,-0.4351232844591141,0.00014512929403281304
888000,5.0,483,1.3852917397022246,2.01,111,0.0,0.03633227613045955,0.0007555975758123168,204.99,0.24419739849865438,-2.2247569912672045,-0.00014649051594460615
896000,3.1000000000000085,483,1.385387246608734,1.28,112,0.0,0.03758983341346291,0.0006655394164818062,179.05,0.2311152915470302,-3.6534545040130615,0.00012824944288695406
904000,3.0,483,1.3854579043388366,1.28,113,0.0,0.04972165332399021,0.0012094122105145288,179.22,0.3132363994978368,-19.47159281373024,0.00029769086650048847
912000,3.0,483,1.385697820186615,1.28,114,0.0,0.041969213450213594,0.0008687838713149176,178.74,0.263246786147356,-1.1270573318004609,0.00013280929197208026
920000,3.0,483,1.3852138888835908,1.2,115,0.0,0.046289585892434454,0.0010091014766203444,174.86,0.27570835532620547,-1.644904078245163,-0.00036849341871857176
928000,3.0,483,1.3855558550357818,1.34,116,0.0,0.033261679514465785,0.000594398017151434,180.86,0.21896264351904393,-0.4324645137786865,4.412212503666524e-05
936000,3.0,484,1.3860618686676025,1.47,117,0.0,0.038654162396013214,0.000793272430714751,187.27,0.24836084723472596,-1.3940634059906005,-8.81881159148179e-05
944000,3.0,484,1.3861064338684081,1.4,118,0.0,0.027270893804633725,0.0004553792635579157,184.75,0.1758275231719017,-1.6749466097354888,0.00011684571771183983
952000,3.0,484,1.3856908392906189,1.34,119,0.0,0.04256078879119601,0.0008019797562246822,181.61,0.2603131318092346,-0.7745744919776917,-4.928804777591722e-05
960000,3.1000000000000085,484,1.3854034316539765,1.38,120,0.0,0.03658100899007359,0.0005656023250730868,182.42,0.21715131441131233,-0.9654870808124543,0.00012052365484123584
968000,3.1000000000000085,484,1.3850989174842834,1.34,121,0.0,0.05230321680515877,0.0012614374881331969,180.69,0.2929291968792677,-1.1553236705064773,-0.0002788670311565511
976000,3.0,484,1.3845215928554535,1.41,122,0.0,0.04342775103273214,0.0011404799083265971,183.88,0.30228519059717657,-1.567441065311432,-1.81354078813456e-05
984000,3.0,484,1.3829056680202485,1.21,123,0.0,0.03217130280406866,0.0006000028927610401,175.77,0.20541159046813845,-3.4427659064531326,-3.251291633205256e-05
992000,3.0,484,1.3843842661380767,1.04,124,0.0,0.04163241039984586,0.0006147441505163443,168.74,0.23784442629665137,-0.7724089837074279,0.00015518279746174813
1000000,2.1000000000000085,484,1.3842264819145202,1.02,125,0.0,0.03816088671383044,0.0007635522560622121,167.89,0.23642934143543243,-3.432274064421654,-0.00012526951995823766
1008000,3.0,484,1.3849850606918335,1.3,126,0.0,0.04276416489831264,0.0010198679403401912,177.62,0.2937144153565168,-2.7450102895498274,7.256273238454014e-05
1016000,3.0,484,1.3856536746025085,1.44,127,0.0,0.04222954383080876,0.0009526941061767502,179.54,0.26943399008363483,-1.2916739225387572,8.601617417298258e-05
1024000,3.0,485,1.3856905555725099,1.34,128,0.0,0.030327380147506307,0.0005423124489652764,177.98,0.2027688811160624,-1.3081721699237823,9.000685560749843e-05
1032000,3.0,485,1.3859853386878966,1.26,129,0.0,0.03359699851665391,0.0005445667086723915,178.65,0.20604624029248952,-1.2005373632907868,-1.8290226871613414e-05
1040000,3.0,485,1.3854925739765167,1.33,130,0.0,0.03630958510768511,0.0007966278884623534,179.4,0.24320101089775562,-2.0406125140190126,-4.315236583352089e-07
1048000,3.0,485,1.3855682921409607,1.24,131,0.0,0.03294340516406521,0.000624401951135951,175.41,0.1934923840686679,-2.9421486866474154,0.0001434695162515709
1056000,3.0,485,1.385803748369217,1.02,132,0.0,0.03515155739093004,0.0006170682072570344,168.24,0.21320425370708107,-112.67600991368293,0.00018674214836210013
1064000,3.0,485,1.3855707550048828,1.12,133,0.0,0.034782166610593655,0.0007269301085216284,170.83,0.23188332054764033,-1.1849017286300658,9.210324638843303e-05
1072000,3.0,485,1.385574893951416,1.21,134,0.0,0.027007930779168556,0.000455473392814838,174.16,0.17786939945071936,-1.6224271827936172,-0.00012068451804225333
1080000,3.0,485,1.385187602043152,1.24,135,0.0,0.03200328785401306,0.00029773981750167875,177.27,0.16923507058992981,-0.8443579518795014,6.0096749948570504e-05
1088000,3.0,485,1.3851688659191133,1.36,136,0.0,0.029894900858879244,0.0005014404451821974,182.98,0.1959957078099251,-0.7523308461904525,-7.647591017303057e-05
1096000,3.0,486,1.3860608613491059,1.26,137,0.0,0.026335604493375197,0.0002271178685441555,177.83,0.14605267520993948,-5.845653935670852,-0.00015306153567507864
1104000,3.0,486,1.3858322930335998,1.15,138,0.0,0.03726234183112368,0.0005784204842075269,173.32,0.21566526256501675,-0.36706821143627166,3.686645926791243e-05
1112000,3.0,486,1.3858524322509767,1.38,139,0.0,0.038479039182330435,0.0006486833778922118,182.73,0.2236539832316339,-0.9874257069826126,-0.00012720845741569066
1120000,3.1000000000000085,486,1.3841755950450898,1.52,140,0.0,0.03356571801654574,0.0005783539923277203,187.48,0.21155472327023744,-3.8567720448970793,8.76891441293992e-05
1128000,3.0,486,1.3854167652130127,1.31,141,0.0,0.03061890725453649,0.0003530389094566999,179.22,0.16916521713137628,-1.9399386048316956,6.14348123781383e-05
1136000,4.0,486,1.3859279000759124,1.32,142,0.0,0.032436164821713874,0.0004260613631868182,180.28,0.1906236329674721,-3.0209733980894087,-2.523800314520486e-05
1144000,4.0,486,1.3855692112445832,1.52,143,0.0,0.033249189729108584,0.0005328652696698554,189.71,0.19781077282503248,-1.573213312625885,-0.00016564309309615054
1152000,4.0,486,1.3855886459350586,1.42,144,0.0,0.03942422752296541,0.0008162538258739005,186.71,0.24911555122584106,-1.3358273285627364,0.000273445057173376
1160000,3.0,486,1.3860047388076782,1.11,145,0.0,0.019785158952430854,0.00019742407567036936,173.21,0.1308929966762662,-1.8341142511367798,4.2211133950331715e-05
1168000,3.0,486,1.3854312300682068,0.9,146,0.0,0.036377495095907944,0.0006339682485736375,164.4,0.20094098618254067,-1.4738632798194886,0.00010005605341575574
1176000,3.0,486,1.3854831922054291,1.19,147,0.0,0.02639514600417834,0.00039171215278202,175.9,0.17134122161194681,-0.9878294891119004,-0.0002060623894794844
1184000,4.0,486,1.3852966964244842,1.5,148,0.0,0.044651244236373726,0.0008977356939431047,188.3,0.2722097108513117,-0.6332092434167862,3.3789421286201106e-05
1192000,4.1000000000000085,487,1.3857489287853242,1.59,149,0.0,0.029072518755995636,0.0004622436304543953,190.03,0.18574158247560263,-1.6092594373226166,-0.00013318001772859135
1200000,3.0,487,1.385537040233612,1.16,150,0.0,0.027350980978422368,0.0003533047204564355,172.73,0.16744715139269828,-2.0503929483890535,-0.00012514400137888514
1208000,2.0,487,1.3856011164188384,1.04,151,0.0,0.045472936604131126,0.001072642410485969,167.04,0.2791238336265087,-2.120044600367546,4.8402629108750264e-05
1216000,4.0,487,1.3856410145759583,1.63,152,0.0,0.04106106097598908,0.000998741099720064,188.53,0.2945187064632773,-135.26365012288093,0.0001270799434678338
1224000,4.0,487,1.3855594265460969,1.95,153,0.0,0.03941177215107354,0.0006664594189169292,202.84,0.2399360816925764,-0.48536125242710115,-0.00015874803644692293
1232000,4.0,487,1.3854031658172608,1.81,154,0.0,0.03851737479251144,0.0007464254545743643,199.52,0.24357756465673447,-1.9042715674638748,-5.195197700231802e-06
1240000,4.0,487,1.385637836456299,1.6,155,0.0,0.032427128620731535,0.0005377998551739437,193.88,0.20640751406550406,-2.058170021772385,0.00017398721909557934
1248000,4.0,487,1.3852760708332061,1.65,156,0.0,0.041820037968162846,0.0010056047119496724,194.1,0.277425247952342,-2.488837448954582,0.00017125523692811839
1256000,3.1000000000000085,487,1.3858530950546264,1.44,157,0.0,0.034482209027606875,0.0005445726259222283,184.82,0.21319532468914987,-1.2442640030384065,3.596569295041263e-06
1264000,3.0,487,1.3857112741470337,1.16,158,0.0,0.026992832415966738,0.00045720367644207726,174.6,0.17174792487174273,-1.3115427005290985,-3.995198330812855e-05
1272000,4.0,488,1.3856069660186767,1.3,159,0.0,0.02974823607774873,0.0005095918288770917,179.26,0.1882437614351511,-4.69966174185276,-0.0001181844715756597
1280000,4.0,488,1.3857505023479462,1.5,160,0.0,0.02835943225891082,0.0004385519776451474,185.26,0.18696502674371004,-1.116035522222519,2.2475030255009187e-06
1288000,3.0,488,1.385937522649765,1.52,161,0.0,0.03505902608747652,0.0005276155112983361,186.38,0.19727087402716278,-0.7908447724580765,2.459759489283897e-05
1296000,3.0,488,1.3856308209896087,1.63,162,0.0,0.03236917073937436,0.0008049973204106209,190.68,0.22914111603051424,-1.133183935880661,0.00013099696814606433
1304000,4.0,488,1.385645681619644,1.49,163,0.0,0.031707105720757967,0.0006780709886106706,185.59,0.20511820897459984,-0.7372144395112992,-5.0792419533536306e-05
1312000,4.0,488,1.3855065155029296,1.33,164,0.0,0.032116013613854875,0.0006279734075951638,178.94,0.20983845997601747,-1.3609505409002305,-9.364271324102446e-05
1320000,3.0,488,1.3859536576271057,1.31,165,0.0,0.036849157782046074,0.0006005209955810642,178.9,0.22632632980123163,-2.375294409394264,0.00015175815956808947
1328000,3.1000000000000085,488,1.3860474443435669,1.45,166,0.0,0.026489208856147847,0.00040593071071725717,184.76,0.17545357482507826,-0.8568670505285263,0.00016314483636961085
1336000,4.0,488,1.3852393209934235,1.53,167,0.0,0.039000514863267464,0.0008161080061881876,186.55,0.24625738428905605,-1.8784505653381347,-0.00028016712043609003
1344000,3.0,488,1.385858656167984,1.22,168,0.0,0.024109243843473526,0.00020955327561750892,174.62,0.12925573714077473,-0.9450316494703292,3.543414757587016e-05
1352000,3.0,488,1.3859284722805023,0.96,169,0.0,0.02821736345106509,0.0003120578566677068,167.33,0.16170941831544042,-2.4084733605384825,8.858765103468613e-05
1360000,3.0,488,1.3858738839626312,1.19,170,0.0,0.03313628156239573,0.00042309279261644407,175.43,0.1918347630649805,-5.971936433315277,0.00015063046219438548
