frames,P09:episode_rewards,fps,policy_entropy,PMM:episode_rewards,epoch_idx,P01:episode_rewards,grad_norm,value_loss,episode_length,advantage_norm,explained_variance,policy_loss
2480000,3.0,494,1.385739631652832,1.2,310,0.0,0.020585069298051796,0.0002631189235535203,174.12,0.1306152733322233,-1.5200069808959962,-0.0001045409613288939
2488000,3.0,494,1.385734189748764,1.24,311,0.0,0.02190681461284516,0.0002576652337575069,176.66,0.1260898220166564,-0.2194773769378662,0.00013657834785362865
2496000,3.1000000000000085,494,1.3859918332099914,1.31,312,0.0,0.02316430222683955,0.00042536089485906815,179.64,0.16069850188679993,-2.9642177021503446,3.7846380000701177e-05
2504000,4.0,494,1.3856784737110137,1.5,313,0.0,0.02430016526928653,0.0004128135567384561,188.88,0.16313744008541106,-0.8292185544967652,0.00014442603021961987
2512000,3.0,494,1.3856043338775634,1.32,314,0.0,0.016312912612216277,0.000277288618831335,180.65,0.11333602753467859,-1.9667341709136963,-0.00017135080771911503
2520000,3.0,494,1.3855396151542663,1.28,315,0.0,0.027809482123062404,0.0005525405146636331,175.86,0.19065200945362448,-0.4199587553739548,6.734119762768386e-05
2528000,3.0,494,1.3860409581661224,1.4,316,0.0,0.02137337542589328,0.00020623775612079953,180.91,0.1292908087745309,-0.8252044630050659,3.245069184231397e-05
2536000,3.1000000000000085,494,1.386052041053772,1.4,317,0.0,0.02570598364855631,0.00027356143632687233,183.42,0.15117947932332754,-0.12844016790390014,-4.232493287418038e-05
2544000,3.0,494,1.3860361802577972,1.33,318,0.0,0.020220115903902033,0.00022590997986981164,181.63,0.11849902397021651,-0.725447587966919,4.523086208791938e-06
2552000,4.0,494,1.385981422662735,1.44,319,0.0,0.02583331526676811,0.00028579603676007534,183.89,0.15364068727008998,-0.0753805011510849,-6.705464074912016e-05
2560000,4.0,494,1.3858391547203064,1.46,320,0.0,0.02334147071897235,0.0004220735025137401,182.98,0.1461472886800766,-0.9291039246320725,9.364717625430785e-05
2568000,3.0,494,1.3860533034801483,1.29,321,0.0,0.015368621544049077,9.536929130490534e-05,175.32,0.09228572387248278,-0.2946078211069107,-3.766464195905428e-05
2576000,3.0,494,1.3859092533588409,1.15,322,0.0,0.03354175624197947,0.0006157865772729565,172.11,0.19520123665221034,-6.645961709022522,-4.1472731390967965e-06
2584000,3.0,494,1.3858997118473053,1.21,323,0.0,0.022563359507924784,0.00043533960288641535,174.96,0.1536179699935019,-1.5274728441238403,0.00010555597560596653
2592000,3.0,494,1.3859024238586426,1.21,324,0.0,0.015690992933473872,0.00013317438771309753,175.17,0.10233703425154089,-3.0279124826192856,-2.8070043663319665e-06
2600000,3.0,494,1.3852882492542267,1.38,325,0.0,0.022466736265588975,0.00040041381843366255,182.93,0.1405410578288138,-45.42641857087612,-5.935038920142688e-05
2608000,3.1000000000000085,494,1.3850565242767334,1.47,326,0.0,0.02569298538260528,0.0003408553070767084,185.17,0.15613254524767398,-0.2810245382785797,-8.013628512344439e-05
2616000,4.0,494,1.3852793526649476,1.53,327,0.0,0.019800733611499394,0.00019040270300138218,187.88,0.12637176737189293,-0.06504805028438568,6.7535088055592496e-06
2624000,4.0,494,1.385900423526764,1.48,328,0.0,0.021252831120025798,0.00022667077277901626,186.0,0.12074983913451433,-1.0403603291511536,5.271321842883481e-05
2632000,2.0,494,1.386024385690689,1.1,329,0.0,0.020457275087395956,0.00016495833279350336,170.55,0.1101804163493216,0.061501268744468686,-2.14586456422694e-05
2640000,3.0,494,1.385897283554077,1.23,330,0.0,0.02763119633491165,0.00031155173272509276,177.25,0.17345551699399947,-0.09562637329101563,-0.0002257320153330511
2648000,4.0,494,1.3858599829673768,1.39,331,0.0,0.021317590053032832,0.00032080066338266986,182.74,0.14655711613595485,0.05852356493473053,0.0001668572707421845
2656000,3.1000000000000085,494,1.3861319839954376,1.21,332,0.0,0.020540254458956103,0.00020512837912292525,175.07,0.12056772569194436,-0.504630582332611,6.242881834623404e-05
2664000,4.0,494,1.3858271551132202,1.38,333,0.0,0.02771543260621745,0.00045548326985453966,180.87,0.18120169710367917,-0.9512260562181473,0.00015429012637468986
2672000,4.0,494,1.3859723210334778,1.5,334,0.0,0.03108227624181271,0.0006904868615242776,185.81,0.20549248561263084,-1.3777508789300918,1.0195330396527425e-05
2680000,4.0,494,1.3843965995311738,1.42,335,0.0,0.03451702212485114,0.0006859876509361129,183.85,0.2136919800005853,-2.13019611120224,-7.557656023777781e-05
2688000,3.1000000000000085,494,1.3849298417568208,1.36,336,0.0,0.029584396844673205,0.0006077898861235554,181.21,0.19434684647247194,-0.41893295764923094,8.385742772816229e-05
2696000,3.0,494,1.3853518331050874,1.19,337,0.0,0.016200801481894483,0.00017935050679625418,173.71,0.11389419918879867,-4.640274031162262,-0.00024105673761368963
2704000,3.0,494,1.3853863084316254,1.14,338,0.0,0.02235964876421554,0.00026171900076178646,172.43,0.13672757694497706,0.06209707319736481,1.7967805761145427e-05
2712000,3.1000000000000085,494,1.3854394578933715,1.32,339,0.0,0.02150984997577765,0.0002234544818008999,180.08,0.1322714805044234,-0.0704701679944992,1.902996955323033e-05
2720000,4.1000000000000085,494,1.3858539319038392,1.57,340,0.0,0.028689477352119366,0.0004387167530967417,189.19,0.1645949923992157,-0.578636286854744,2.7794418929261157e-06
2728000,4.0,494,1.3855406272411346,1.35,341,0.0,0.023624290588401414,0.0005053298089751479,179.59,0.1661350960843265,-1.4441742044687271,0.00019930612703319639
2736000,4.0,495,1.3860223066806794,1.49,342,0.0,0.03219909455626506,0.0006898110508109312,184.61,0.21636495986953377,-0.1955864942073822,-0.00025499388489151896
2744000,4.0,495,1.3859938430786132,1.55,343,0.0,0.02208045666874177,0.00021704528402324285,187.72,0.13670510353520512,-0.10806917667388916,-1.9563016048778082e-05
2752000,3.0,495,1.385756596326828,1.12,344,0.0,0.020682347225474726,0.00032604327212766294,171.35,0.13584991169162094,-1.5560998958349228,-2.570515414845431e-05
2760000,3.1000000000000085,495,1.3860288310050963,1.27,345,0.0,0.027596957842384286,0.0006819652104127272,178.76,0.18044412119314074,-1.6879103142023086,-1.857660436144215e-05
2768000,3.1000000000000085,495,1.3860975730419158,1.33,346,0.0,0.01449812322203,0.00016641008903661714,182.13,0.10351022019982338,-0.2676144152879715,8.379583850910422e-06
2776000,3.0,495,1.385919028520584,1.44,347,0.0,0.02772196757731945,0.0005589146697150227,183.58,0.19122191270813346,0.08515026926994324,2.8875310072180582e-05
2784000,3.0,495,1.3859947288036347,1.47,348,0.0,0.022719782673660746,0.0002905058892406487,183.61,0.1483692946843803,-0.7170889228582382,0.00016437679045338882
2792000,3.0,495,1.3857218194007874,1.23,349,0.0,0.02192138280551813,0.00031073124869408276,176.34,0.14140188133344053,0.10910826802253723,-2.6693154868553393e-05
2800000,3.0,495,1.3855657124519347,1.36,350,0.0,0.02639326446029563,0.0005216415928771312,182.4,0.16853010235354304,-0.9885522454977036,-0.00026189703083218774
2808000,3.0,495,1.3856404030323028,1.5,351,0.0,0.027583329008205693,0.000463847844355314,186.7,0.18506459092721342,0.0330133581161499,6.26547421234136e-05
2816000,3.0,495,1.3858497071266174,1.34,352,0.0,0.014649484756069786,0.00011967793511246328,181.06,0.10011216808110475,-0.7019137662649154,-8.31780769613033e-05
2824000,4.0,495,1.3858337962627412,1.45,353,0.0,0.029126305823164597,0.0004929325459079336,185.88,0.16746190650388598,-0.61481036901474,5.863439833774464e-05
2832000,4.0,495,1.3856212639808654,1.32,354,0.0,0.013162728425379817,0.00013742786014063314,182.04,0.09633216322399676,-0.981412011384964,6.989408819208621e-05
2840000,3.0,495,1.3859621667861939,1.35,355,0.0,0.03178941646472874,0.00047458739235253236,182.54,0.19755983140319586,-3.176062433719635,0.0001923942431312753
2848000,3.0,495,1.3858975851535797,1.37,356,0.0,0.032985192175427176,0.000553601167114266,182.07,0.17556157413870097,-2.8478735166788103,-0.0006166920585019398
2856000,3.0,495,1.385738160610199,1.41,357,0.0,0.028787186885331616,0.0007407335982281892,182.61,0.18809067633002996,-3.555239421725273,-6.948040049792326e-05
2864000,3.0,495,1.385949857234955,1.31,358,0.0,0.015129613836907868,0.00017561510046448347,178.85,0.10826718712225557,-5.496884504556656,8.970296741608763e-05
2872000,3.0,495,1.385998547077179,1.15,359,0.0,0.01695918322446016,0.00016716767520165378,173.49,0.10581932118162513,-0.2083806139230728,-1.4274627028498799e-05
2880000,3.0,495,1.3860553741455077,1.1,360,0.0,0.018111536767230648,8.981495641364745e-05,171.42,0.09743325456045568,-0.18432293117046356,0.00011186026873474475
2888000,3.0,495,1.3860779988765717,1.16,361,0.0,0.02162263107029809,0.0002570669281885785,174.63,0.12323682546615601,-0.3132678020000458,-0.00017151880267192608
2896000,4.0,495,1.3858568501472472,1.47,362,0.0,0.027949221064972055,0.0006861866071039913,183.89,0.1896089552063495,-1.8926383620500564,-0.00016107774132251507
2904000,4.1000000000000085,495,1.385927253961563,1.66,363,0.0,0.023657023463433128,0.000276826710730802,190.97,0.1466240396350622,0.3826327842473984,-9.159401732631522e-05
2912000,4.0,495,1.3855463480949402,1.45,364,0.0,0.024531008366704753,0.0004049376291391127,186.59,0.15046327156946063,-2.1671413362026213,8.665565619594417e-05
2920000,4.0,495,1.385876042842865,1.42,365,0.0,0.022990425263896407,0.00034471904283236656,184.8,0.1501964639686048,-0.23492729008197785,0.00024610580068838315
2928000,4.0,495,1.3854036831855774,1.53,366,0.0,0.02123127917688209,0.00037698360820286324,188.41,0.1498281895928085,-0.040233789086341856,-3.8720066368114206e-05
2936000,4.0,495,1.3860606849193573,1.6,367,0.0,0.014334468799407515,0.00010121942730506817,190.36,0.0961229945719242,-0.05456342101097107,8.935897375522472e-05
2944000,3.0,495,1.386029976606369,1.43,368,0.0,0.024545374596443716,0.0002871708851034782,184.15,0.1418719794228673,0.13101322293281556,6.827911729487824e-05
2952000,3.0,495,1.3855592036247253,1.24,369,0.0,0.021826244195643142,0.0002192660748664821,176.25,0.12350167077966034,-1.2450474566221237,-0.00016546954038403782
2960000,3.0,495,1.3849840545654297,1.21,370,0.0,0.030614237035906974,0.0005704110432520793,175.58,0.18798962221480905,-14.829675612449646,-0.0004678415491071064
2968000,3.0,495,1.3858584439754487,1.29,371,0.0,0.01665101595451981,0.00018095143857067343,179.36,0.10030905287712813,-3.1495905429124833,0.0003499512568305363
2976000,3.0,495,1.3859157323837281,1.17,372,0.0,0.016029898551335707,0.00014192679723237233,173.17,0.10408717945218086,-1.2371515142917633,0.00013240715648862533
2984000,3.0,495,1.3858888459205627,1.17,373,0.0,0.02968546412113905,0.0006133141398140652,174.1,0.19686262883245945,0.15104202628135682,-9.714472143969033e-05
2992000,3.0,495,1.3857561814785004,1.34,374,0.0,0.018194617287564396,0.0002730724282207575,180.7,0.12976571567356587,-1.1060917067527771,-4.6868447825545445e-05
3000000,3.0,495,1.3858031690120698,1.33,375,0.0,0.022795721338227725,0.0003641984841692647,180.48,0.15971397291868925,-2.4521978622674943,1.6284697030641836e-05
3008000,3.0,495,1.3858581173419953,1.35,376,0.0,0.02239122377658727,0.000290560637595263,182.39,0.1399178530089557,-0.8970775377750396,0.00011301754457235803
3016000,3.0,495,1.3855779695510864,1.38,377,0.0,0.019758395012852415,0.0003261984213440883,181.65,0.1331499273236841,-3.4173740392923353,-5.866429403795337e-05
3024000,3.0,495,1.3861169290542603,1.18,378,0.0,0.022046155936208102,0.00032617057698644205,174.33,0.14665067909285426,-2.2079465192556382,2.1444233607326168e-05
3032000,3.1000000000000085,495,1.3860324764251708,1.34,379,0.0,0.024609814954558704,0.00022885144515157662,182.73,0.13770444190129638,-0.831330479979515,2.6666173216653987e-05
3040000,4.0,495,1.3859991979599,1.56,380,0.0,0.019326264719457004,0.00040676103967371094,190.97,0.14210912671871484,-5.520616926550865,-5.9483255536179056e-05
3048000,3.1000000000000085,495,1.386031106710434,1.55,381,0.0,0.018247640728734475,0.0002055880147440803,189.87,0.12266260415315627,0.20038954854011537,-7.390077371383086e-06
3056000,4.0,495,1.386099520921707,1.49,382,0.0,0.017549076531999983,0.0001940164643656317,188.97,0.10632471213117242,-1.4614612644910812,-3.456144450865395e-05
3064000,4.0,495,1.386065034866333,1.58,383,0.0,0.026693104001486712,0.00047838904846912554,190.14,0.16621929604560137,-0.2929726791381836,0.00011158110908581875
3072000,4.1000000000000085,496,1.384732791185379,1.63,384,0.0,0.043177607404311785,0.0011807014179953512,189.91,0.27281286370009183,-68.78211233198643,0.00022369151716702617
3080000,4.0,496,1.3852746737003327,1.51,385,0.0,0.016234759492311672,0.00015496755475851386,188.01,0.12054150234907865,-4.041107242107391,-0.00010835814491656492
3088000,3.0,496,1.385890542268753,1.33,386,0.0,0.021697384368940018,0.0003067720424701292,180.96,0.14114859176799655,-1.6116840946674347,8.032035955238826e-06
3096000,3.0,496,1.3851642370224,1.28,387,0.0,0.018129459798709776,0.00039768458972105236,178.53,0.12953764325939118,-4.2227385652065275,-5.329674121639982e-05
3104000,3.1000000000000085,496,1.385893474817276,1.27,388,0.0,0.02229810650271942,0.0002754291407222809,180.51,0.1360332017019391,-0.1405022519826889,0.00011608741559030023
3112000,4.0,495,1.3858582699298858,1.28,389,0.0,0.024282099709555766,0.0003656572082252296,181.97,0.16113468311727047,-0.27832096874713896,0.00011395055353204952
3120000,4.0,495,1.38605672955513,1.43,390,0.0,0.02178161675367812,0.00043534561497494907,186.64,0.15083352650515736,-0.6087482923269272,-0.00030083552148425953
3128000,3.1000000000000085,495,1.386065285205841,1.3,391,0.0,0.020168319537945484,0.0003529691561061554,180.46,0.13690581087954343,-5.261832367777824,8.527956779289526e-05
3136000,3.1000000000000085,495,1.3850405406951904,1.22,392,0.0,0.02564566392182466,0.0005598465429875432,176.83,0.1734778125397861,-0.32440811812877657,0.00012444041088201628
3144000,4.0,495,1.385411146879196,1.66,393,0.0,0.030679115432184722,0.0006918723001126636,194.23,0.21901618113741278,-0.709993707537651,-0.00021389522567915264
3152000,3.0,495,1.3858891916275025,1.46,394,0.0,0.020113111954410456,0.0002700181645570865,184.08,0.1310192676819861,-1.9223211514949798,9.646912507719208e-05
3160000,3.0,495,1.3856802463531495,1.31,395,0.0,0.024032683854982848,0.00031214949995728603,179.05,0.15556053023785352,0.010814871788024902,2.6617114344844594e-05
3168000,3.0,495,1.3861619412899018,1.4,396,0.0,0.015230901731253233,0.00011859828150249996,184.77,0.0985087595321238,-0.31838537871837613,3.8502573006553574e-05
3176000,3.0,495,1.385919508934021,1.39,397,0.0,0.02660168908860932,0.00043620022680443074,183.81,0.16254311913624406,0.24878348350524904,0.00015800065033545253
3184000,4.0,495,1.3844267153739929,1.59,398,0.0,0.02345258266939045,0.000448226224730206,190.92,0.16207329157739878,-90.84313413977623,-9.267803230613935e-05
3192000,4.0,495,1.3857540345191957,1.73,399,0.0,0.026397225453821335,0.0003988628909041836,195.25,0.1683106153458357,-0.3429779666662216,-8.216858739615418e-05
3200000,4.0,495,1.3859201502799987,1.5,400,0.0,0.01931165883350785,0.00025983375205214544,186.27,0.12542410844936966,0.17554983735084534,-0.00010618422809784534
3208000,3.0,495,1.3858965265750884,1.23,401,0.0,0.018562545664559872,0.00022082536471771164,177.28,0.11608986262232066,-0.6515550136566162,0.00011329224564633477
3216000,3.0,495,1.3858313012123107,1.24,402,0.0,0.02103660977128158,0.000153298953337071,176.42,0.121560492310673,0.23641430139541625,6.449277927458752e-05
3224000,3.1000000000000085,495,1.3857815480232238,1.47,403,0.0,0.019659500872680397,0.0002406346103339274,186.52,0.12564368382096291,-0.2090921652317047,-0.00010210575957898982
3232000,4.0,495,1.386145716905594,1.47,404,0.0,0.02103709345092719,0.00031701837087439344,186.55,0.13795214076526463,-1.4298509579896928,0.00010134604435734218
3240000,3.0,495,1.3861836361885072,1.29,405,0.0,0.01811942665502642,9.369605986762508e-05,176.84,0.09779108772054315,0.21740672290325164,-3.6898261023452505e-05
3248000,3.0,495,1.385913805961609,1.3,406,0.0,0.024355310714735248,0.0003750125056444631,177.0,0.15880536181852223,-1.3887032270431519,-2.106347747030668e-06
3256000,3.0,495,1.3859889900684357,1.32,407,0.0,0.01583769229937145,0.000168473858424818,180.23,0.10003420329652726,-0.6784014278650283,-9.968602913431823e-05
3264000,3.0,495,1.3860335302352906,1.34,408,0.0,0.02530924132000629,0.00047283134494136903,182.05,0.16728343915194274,-0.451221832036972,0.0002703134628245607
3272000,4.0,495,1.3860790872573852,1.43,409,0.0,0.017601902365239407,0.00013043323447618606,187.1,0.10940043427050114,-0.10585233867168427,-4.347992326074746e-05
3280000,3.1000000000000085,495,1.385958169698715,1.47,410,0.0,0.021719305382951762,0.00028158999555103034,188.74,0.1351272986177355,-5.352005659937858,-0.0001203412784525426
3288000,3.0,495,1.3861643719673156,1.16,411,0.0,0.01775110249477908,0.00014639946366969524,174.43,0.10462256675586104,-0.37744568049907684,7.949578182888218e-05
3296000,3.0,495,1.3859951531887054,1.11,412,0.0,0.022250943327486644,0.0003519944440279232,172.37,0.1298474333807826,-0.814438926577568,0.00016960864661086817
3304000,3.0,495,1.384001168012619,1.24,413,0.0,0.026173017895466645,0.0006044891305407418,176.49,0.179887441881001,-5.795583732128144,0.00014327802389743738
3312000,4.0,495,1.3853383338451386,1.39,414,0.0,0.03302322485766474,0.0009612674830532342,180.61,0.23931684732437133,-2.8687785494327547,-0.0001083252055104822
3320000,3.0,495,1.3858062088489533,1.23,415,0.0,0.014993074741803837,0.00017933009522039356,174.53,0.10787319786846637,-2.004244846701622,-7.868877255532425e-05
3328000,3.0,495,1.3859474658966064,1.01,416,0.0,0.02171364367314486,0.00027042376737995255,167.53,0.13502004476264118,-1.4495162451267243,0.00021309106908120156
3336000,4.0,495,1.385713484287262,1.38,417,0.0,0.022761630013078578,0.00047381583528249393,181.42,0.16134883359074592,-2.3624238717556,-6.869513745186851e-06
3344000,4.0,495,1.3855107617378235,1.39,418,0.0,0.02409995338703333,0.0003939565440145998,181.7,0.15853072108700872,-1.435773532986641,-0.00014383472564077237
3352000,4.0,495,1.385840528011322,1.19,419,0.0,0.015657980383831566,0.00023929168760218999,174.56,0.11368212359957397,-0.39386429071426393,9.785817077499814e-05
3360000,3.0,495,1.3859634482860566,1.3,420,0.0,0.02904711031939936,0.0004253959124389439,179.16,0.18729270925745367,-1.213851342201233,-7.386388404484023e-05
3368000,3.0,495,1.385261549949646,1.5,421,0.0,0.024773089666426037,0.0003789630913911424,186.88,0.15087892590090632,-198.579977106452,0.00020233120947523274
3376000,5.0,495,1.3854185044765472,1.69,422,0.0,0.02053644150322973,0.00041741188264268205,193.77,0.1431189129501581,-0.2759415775537491,-0.00021296432954841292
3384000,5.0,495,1.3855058765411377,1.66,423,0.0,0.02785946936519769,0.0004054859676614342,194.16,0.15246018890291452,-1.3775168704986571,-0.00015642862017557492
3392000,4.0,495,1.3854837369918824,1.53,424,0.0,0.016883630527793674,0.00030519304636072775,188.08,0.13840816982090473,0.10137554943561554,0.00021541078439668126
3400000,4.0,495,1.386129596233368,1.45,425,0.0,0.0144867445388875,0.00019261791683106822,185.86,0.10161151804961265,-3.4383698511123657,-8.665855264553102e-05
3408000,3.0,495,1.386119272708893,1.32,426,0.0,0.021088693352708195,0.00029987129746587014,180.73,0.12305118128657341,-0.17757312834262848,-3.898623558598046e-06
3416000,3.0,495,1.3858550262451172,1.27,427,0.0,0.017572646555855845,0.00023640969127029622,176.75,0.11107872805558144,-1.0639067316055297,5.6597376860736404e-05
3424000,4.0,495,1.3857160425186157,1.31,428,0.0,0.017745685236014844,0.0002955540205618945,177.02,0.1264360722526908,-0.5435359489917755,9.538030655676267e-05
3432000,3.0,495,1.3852351880073548,1.31,429,0.0,0.02870840648371606,0.00044928526625426457,179.8,0.1695111402310431,-0.14501424193382262,-8.501261501805857e-05
3440000,3.0,495,1.3858019948005675,1.31,430,0.0,0.01498502419693779,0.0001234114385306384,180.31,0.10066215474158526,-2.075288218855858,-8.235457476985175e-05
3448000,3.0,496,1.3861315977573394,1.3,431,0.0,0.022335733532465884,0.000276710589259892,180.26,0.1363005746807903,-1.5039052516222,0.00016392445897508878
3456000,3.0,496,1.3861735987663268,1.26,432,0.0,0.019276885899611466,0.00020458046785165607,177.47,0.12834068270400167,-0.4448664367198944,-4.4995617645327e-05
3464000,3.0,496,1.3860959565639497,1.35,433,0.0,0.021417207306558047,0.0002326403169627156,179.03,0.12460499690845608,-0.11852307200431823,7.169002230511979e-05
3472000,3.0,496,1.3852001118659973,1.58,434,0.0,0.027116174503213436,0.0006904989224108249,188.58,0.19356816237792374,-0.3550122833251953,1.5696696063969284e-05
3480000,4.0,496,1.3857743167877197,1.49,435,0.0,0.014335680457365328,0.00014292715233978016,186.47,0.09549697453156114,-0.44264171123504636,-5.531183713173959e-05
3488000,3.1000000000000085,496,1.385490016937256,1.26,436,0.0,0.020751787414108613,0.0002815767623087595,176.8,0.12622186575084926,-0.005190871953964234,4.6129812926665184e-05
3496000,3.0,496,1.3850225496292115,1.34,437,0.0,0.02322865793445707,0.0004373645126474912,178.32,0.15109125282615424,-3.607330309152603,-4.1430733072047586e-05
3504000,3.0,496,1.3858556962013244,1.45,438,0.0,0.023469101615757028,0.00044186739221970585,183.9,0.1476720831170678,-3.569805827140808,2.4917779490323256e-05
3512000,3.0,496,1.3856623888015747,1.18,439,0.0,0.016383315384093832,0.00019789866962639736,173.17,0.11269219031557441,-1.4023938757181167,-9.706383210868808e-05
3520000,3.0,496,1.3861676812171937,1.01,440,0.0,0.016533751076334032,0.00014419251877484385,167.74,0.10272959861904382,-0.9636436039209366,1.620882125280332e-05
3528000,3.0,496,1.3854818141460419,1.18,441,0.0,0.02642488509961394,0.0003803750528732053,175.18,0.16148718899115921,-0.45014875769615176,-0.00019731870448595146
3536000,3.0,496,1.3851364517211915,1.37,442,0.0,0.024806685644994424,0.0005261021625142348,184.32,0.17484386113472283,-0.8670141267776489,9.107779003898032e-05
3544000,4.0,496,1.3859515297412872,1.68,443,0.0,0.02282922745278085,0.0003179393069240177,197.0,0.15139609325677156,0.30047235429286956,-6.893155819852837e-05
3552000,4.1000000000000085,496,1.3857059133052827,1.7,444,0.0,0.018630965864021135,0.00037503273912534494,194.73,0.14934089695103467,-1.0104459422826766,0.0001460604980456992
3560000,4.0,496,1.3859602224826812,1.48,445,0.0,0.022501440380623138,0.0005020736683991345,183.36,0.16215703390538694,-0.7176445281505585,-1.4097960811341181e-05
3568000,3.0,496,1.386164253950119,1.38,446,0.0,0.01665164100931727,9.876243487269676e-05,180.53,0.09752832322381437,-0.3359201836585999,2.4013688052946234e-05
3576000,4.0,496,1.386092004776001,1.47,447,0.0,0.023519007356979097,0.0002658788541748436,187.86,0.14898262958973646,0.049198282957077025,-1.0043545280495892e-05
3584000,4.0,496,1.3861017322540283,1.44,448,0.0,0.023569137977929904,0.00017823769501774223,186.38,0.13358272971585394,0.1856068789958954,0.00017652180860750378
3592000,3.0,496,1.3857428693771363,1.26,449,0.0,0.021196430382552523,0.0002732184049693842,178.46,0.12766235787421465,-8.716079287528991,-0.0004744112735806993
3600000,3.1000000000000085,496,1.3854215455055237,1.27,450,0.0,0.020428317853852983,0.0004417475137461224,177.98,0.1452361894585192,-8.007382727265359,0.00019170757047959341
3608000,3.1000000000000085,496,1.3860278451442718,1.46,451,0.0,0.02262444240562297,0.0002986477904732965,184.39,0.1429093934968114,-0.9739385652542114,0.00020483699499095564
3616000,3.0,496,1.3857872676849365,1.56,452,0.0,0.02311680595825096,0.0003147588504214127,187.54,0.1520132934488356,0.6667511910200119,-0.00020995513168600154
3624000,3.0,496,1.3858897233009337,1.26,453,0.0,0.01659811956826708,0.00024077590057061115,176.49,0.10298569331876933,-2.7950182354450224,0.00016357785359105036
3632000,3.0,496,1.3860233962535857,1.05,454,0.0,0.018103865327592544,0.000197659031053945,169.46,0.119839606275782,-0.7169934576749801,-0.000138586377579486
3640000,3.0,496,1.3856637048721314,1.27,455,0.0,0.0243604213568255,0.0003809799589384966,179.04,0.14020088179036974,-0.3902164602279663,0.00024654294537526764
3648000,3.0,496,1.3861442065238954,1.42,456,0.0,0.018643717779098744,0.00022105966534923026,182.39,0.1243683380074799,-0.905707876086235,9.435751591809094e-05
3656000,3.0,496,1.386049679517746,1.25,457,0.0,0.01925055683049532,0.00017696176673098307,175.23,0.12432300159707665,-0.9858754688501358,-1.8848228792194276e-05
3664000,3.0,496,1.3861233127117156,1.25,458,0.0,0.022527152406505678,0.00027327809861390053,177.29,0.1440094935707748,-0.16323088109493256,-0.00010100563216838055
3672000,3.0,496,1.3860594344139099,1.18,459,0.0,0.023247062358773975,0.0004658120379463071,173.62,0.15844492020085454,-0.42992193579673765,0.00020608196296961978
3680000,3.0,496,1.38587317943573,1.25,460,0.0,0.022551321484092987,0.00043399993898447065,175.62,0.1511413862556219,-3.739798029661179,0.0001410894167929655
3688000,3.1000000000000085,496,1.3860826778411866,1.37,461,0.0,0.01811406166165134,0.0001735326542183202,181.09,0.12280176921747625,-1.2505479508638382,-0.00013768066324701067
3696000,3.0,496,1.3858750569820404,1.26,462,0.0,0.018106298195906267,0.00015227430789252594,178.66,0.1092992387060076,-1.7538752102851867,0.00018266597498950432
3704000,3.0,496,1.3860102784633637,1.01,463,0.0,0.02055206771381536,0.00028919975663143304,167.87,0.11860978472046554,-1.2274857646226882,-0.00023479140972995082
3712000,3.0,496,1.38578550696373,0.98,464,0.0,0.019336386491453257,0.0002711811016501997,163.7,0.1239210133254528,-1.5046414238214494,-0.0001263197062905874
3720000,3.0,496,1.385674524307251,1.18,465,0.0,0.017298431900016148,0.00014928872199277521,171.78,0.11023875961080193,-0.20527155160903932,0.00022021530385245568
3728000,4.0,496,1.3855882596969604,1.43,466,0.0,0.017044243895826035,0.00013447316286374189,185.45,0.10676856487989425,-0.5610758626461029,-2.883169820506737e-05
3736000,3.0,496,1.385998740196228,1.38,467,0.0,0.02073446724492986,0.00015162794497086907,184.32,0.11436676289886236,-0.863776792883873,-4.453792549611535e-05
3744000,3.0,496,1.3860496175289154,1.35,468,0.0,0.015362824192586578,0.00014846468551581892,182.44,0.10011690547689796,-0.6884690374135971,5.105408501549391e-05
3752000,3.0,496,1.386126537322998,1.17,469,0.0,0.017800218515488075,0.00018595874499396814,174.59,0.10327261462807655,-0.40936476945877076,6.648984301136806e-05
3760000,3.0,496,1.3852593004703522,1.1,470,0.0,0.02547207351189026,0.00038399299111688376,171.97,0.15851988466456532,-1.8629745787382126,-0.00033227132489628276
3768000,3.0,496,1.385537829399109,1.4,471,0.0,0.020593095635265842,0.0003330788379207661,181.89,0.14564555747434496,0.12435674488544464,2.7831827137561048e-05
3776000,3.1000000000000085,496,1.3855874824523926,1.42,472,0.0,0.021069110505382987,0.0003542074281415353,183.71,0.1305281868111342,-3.260977371931076,3.449081657890929e-05
3784000,4.0,496,1.3854126405715943,1.52,473,0.0,0.023878006560695667,0.00035987615604426537,189.36,0.1535334455408156,-62.73816311717033,-7.1997421218839e-05
3792000,4.0,496,1.385672028064728,1.44,474,0.0,0.020596269297986143,0.00025836951997121105,186.26,0.13011446937918664,-3.957471564412117,2.9884274845244363e-05
3800000,3.0,496,1.3861057567596435,1.14,475,0.0,0.020944415786356183,0.0002834974210054497,175.1,0.13025912614539265,-1.250484095811844,6.01662285043858e-05
3808000,3.0,496,1.3858546125888824,1.31,476,0.0,0.02420474976161984,0.0005862259089803956,180.4,0.17180396066978573,0.2675455981492996,3.7078073310112815e-05
3816000,4.0,496,1.3861552715301513,1.71,477,0.0,0.020514328011943,0.00033228164259071493,195.26,0.13843536479398608,-0.7624079823493958,7.461957502528094e-05
3824000,3.0,496,1.3862140941619874,1.29,478,0.0,0.013469910871155767,5.8883619234393334e-05,180.25,0.07299587820656597,-0.4208417332172394,6.102514546000748e-05
