P01:episode_rewards,fps,grad_norm,policy_entropy,frames,advantage_norm,PMM:episode_rewards,episode_length,explained_variance,policy_loss,value_loss,epoch_idx,P09:episode_rewards
0.0,438,0.3116547176172891,1.376298199892044,312000,1.1785394412279129,2.16,205.97,0.9076309126615524,-0.0025029957678634673,0.010343522960029076,39,6.1000000000000085
0.0,442,0.2460152897137782,1.3665923488140106,320000,0.9605285719037056,2.1,207.56,0.9299356597661972,-0.0011567290109815076,0.00738602843368426,40,5.1000000000000085
0.0,446,0.14733637441938588,1.352656066417694,328000,0.5681251493096352,2.31,215.48,0.9791876929998398,-0.0017220312502468004,0.0026554058663896284,41,6.0
0.0,449,0.2039346021697408,1.3585756373405458,336000,0.8180526980757713,2.44,219.05,0.9530297738313674,-0.0001675354444887489,0.005072065304848366,42,6.0
0.0,451,0.18194410570449893,1.3654991221427917,344000,0.7564101564884186,2.37,215.76,0.9462049728631974,-0.0007039394340245054,0.004494280520011671,43,6.0
0.0,455,0.21694867298064593,1.3594269895553588,352000,0.9201824980974197,2.53,223.52,0.9358610999584198,-0.0008800783602055162,0.006572703217389062,44,6.0
0.0,458,0.17629874571427798,1.3496006095409394,360000,0.758013256341219,2.26,214.77,0.9593791574239731,-0.0009619367967388826,0.004436177617171779,45,5.0
0.0,462,0.21041454540549023,1.363659303188324,368000,0.8412554159760475,2.35,218.75,0.9180644243955612,-0.0006263762091111857,0.006321257009985857,46,6.0
0.0,466,0.23286803421276137,1.3640098917484282,376000,0.9005712613463401,2.17,210.83,0.9197360908985138,-0.0009861557360272854,0.006632238246966154,47,6.0
0.0,469,0.17945666801420626,1.3652896869182587,384000,0.7258680573105812,2.1,210.51,0.9473408555984497,-0.0005481353783397936,0.004164681422116701,48,5.0
0.0,472,0.19632198410156187,1.3549087238311768,392000,0.725863938331604,2.0,206.6,0.9642413151264191,-0.0014898309478303417,0.0041958560806233435,49,5.0
0.0,475,0.1693007900929826,1.3451899790763855,400000,0.6770128558576107,2.37,220.99,0.9717049515247345,-0.00014386064707650804,0.0038126356605789626,50,5.1000000000000085
0.0,479,0.14437827805621292,1.3507021176815033,408000,0.582630493491888,2.53,225.39,0.9738205873966217,-0.0011262105625428375,0.0031514101919310634,51,6.0
0.0,482,0.22725153185922234,1.3682152104377747,416000,0.8470319604873657,2.11,208.0,0.9327220213413239,-0.001757457558705937,0.00582558067078935,52,5.0
0.0,484,0.22178718028204109,1.3701980006694794,424000,0.9180946266651153,1.89,199.27,0.9050377494096756,-0.0010903442106427975,0.006766491636517458,53,5.0
0.0,487,0.2658496268661691,1.370503751039505,432000,0.9834381242096424,1.7,194.12,0.9084673863649368,-0.0014639018356683664,0.0076183948887046425,54,5.0
0.0,490,0.19930083667183854,1.3309360909461976,440000,0.7705739182233811,2.06,205.74,0.9578269076347351,-0.0024604461139097113,0.00448655556421727,55,5.0
0.0,493,0.2696708477672017,1.3585623550415038,448000,1.1180044302344323,2.65,224.11,0.9069030177593231,-0.0003564763434678753,0.009270079174311831,56,6.0
0.0,495,0.338206338617275,1.3542444002628327,456000,1.2561249509453773,3.0,237.04,0.8681751662492752,-0.0033648333145538346,0.011792049201903864,57,8.100000000000009
0.0,498,0.2703883708509822,1.3413540589809418,464000,1.0703451290726662,3.34,248.97,0.9131129640340805,-0.0009135457000229507,0.008089530126890168,58,9.0
0.0,500,0.2529485564839751,1.3512255334854126,472000,1.03839036911726,3.08,242.3,0.9261245661973954,-0.0012515874108066781,0.00809096576704178,59,7.0
0.0,502,0.27607345835600017,1.3541277134418488,480000,1.0289897692203522,2.99,236.69,0.9118010950088501,-0.0005767686397302895,0.008061049123643898,60,7.1000000000000085
0.0,505,0.3405717889939015,1.338704721927643,488000,1.2240402916073798,2.44,218.2,0.8668745619058609,-0.00024268384702736512,0.011383331131655723,61,5.0
0.0,507,0.3452703299562854,1.3523746168613433,496000,1.1962312397360801,2.66,224.73,0.8703264719247819,-0.003884960419964045,0.010388805629336275,62,6.1000000000000085
0.0,509,0.23481280835020382,1.360850260257721,504000,0.9225973427295685,2.31,212.69,0.9310756897926331,-0.0001257225256995298,0.006553115196875296,63,6.0
0.0,511,0.25088190196875276,1.3551629030704497,512000,1.07436525285244,2.8,228.97,0.9235564488172531,-0.0005855051780235954,0.008121347562409937,64,9.0
0.0,514,0.2861583127996276,1.3556945073604583,520000,1.0890864729881287,3.11,238.47,0.9124166166782379,-0.0012141186924418434,0.008471887335763312,65,9.0
0.0,515,0.32014234792577134,1.350715037584305,528000,1.1591286981105804,3.45,248.89,0.8861304295063018,-0.0003905082400888205,0.009930389143992215,66,9.100000000000009
0.0,517,0.271370139467708,1.3531795930862427,536000,1.0124887502193451,2.63,223.73,0.912131261229515,-0.00028146826662123203,0.007885047184245195,67,6.1000000000000085
0.0,519,0.3397095143584451,1.3461686313152312,544000,1.2238820239901542,2.42,219.68,0.8876468747854233,-0.002067489526989448,0.010993872712133453,68,5.0
0.0,521,0.25090484045137684,1.3518758928775787,552000,0.9647391340136529,2.63,226.4,0.9296311545372009,-0.002463672328158282,0.007145028483355418,69,6.0
0.0,523,0.2556946368270985,1.338579969406128,560000,0.9803347474336624,2.67,226.72,0.9271862196922303,-0.0014159157308677095,0.007351951551390812,70,6.0
0.0,525,0.2483737750362706,1.337042088508606,568000,0.9856582814455033,2.77,229.02,0.93011186003685,-0.000306268451968208,0.007376738312304951,71,8.0
0.0,527,0.3136227358673355,1.3429826188087464,576000,1.2177033764123917,2.79,231.8,0.9071413773298264,0.0007092298532370478,0.010548149206442758,72,7.0
0.0,529,0.32062519528796196,1.349478656053543,584000,1.2056996738910675,3.21,248.21,0.8882943093776703,-0.001970418866549153,0.010616528238169849,73,7.0
0.0,531,0.32789404595413774,1.3213151669502259,592000,1.3167342767119408,2.51,221.14,0.8261353701353074,-0.00033615500211453764,0.011867955023190007,74,5.0
0.0,533,0.2963952721925919,1.3350531184673309,600000,1.1383254095911979,2.43,216.98,0.9020443242788315,-0.002122225473576691,0.009345759089337663,75,5.1000000000000085
0.0,534,0.3159300893301756,1.346386263370514,608000,1.1920565420389175,2.74,226.26,0.8967359673976898,-0.0036459659109823405,0.010094293678412214,76,7.0
0.0,535,0.2565634026035273,1.3335109412670136,616000,0.9993161606788635,3.09,238.53,0.9286801868677139,-0.0007486942014656961,0.00705034943530336,77,9.0
0.0,537,0.2735809576828071,1.344358640909195,624000,1.0526419097185136,3.28,245.54,0.9234218579530716,-0.0005800063136848621,0.00819108893047087,78,9.0
0.0,539,0.3079457233817006,1.3376541924476624,632000,1.1348167711496353,3.29,246.46,0.8927883625030517,-0.0021435729769291355,0.009222331814235075,79,9.0
0.0,540,0.2837722090641812,1.3361709594726563,640000,1.0737072440981865,3.31,249.45,0.9129658913612366,-0.00125406562758144,0.008701462398748845,80,8.100000000000009
0.0,542,0.3264663757404257,1.3345488321781158,648000,1.2164146542549132,3.27,249.41,0.8917590820789337,0.001007882069097832,0.010331352977082132,81,7.1000000000000085
0.0,544,0.3334668222128896,1.3297039937973023,656000,1.185990126132965,3.02,244.95,0.9076407617330551,-0.005061047064664308,0.009932852890342474,82,6.0
0.0,545,0.34334770033646383,1.315051440000534,664000,1.3156627988815308,3.2,250.08,0.8634634393453599,-0.0008157663597376086,0.011786883196327836,83,6.0
0.0,547,0.34885730369776186,1.3055555677413941,672000,1.3117233020067216,2.89,236.01,0.8834302699565888,-0.005303764184354805,0.012091239981818944,84,6.0
0.0,548,0.4003113278116334,1.304335848093033,680000,1.2111728137731552,3.26,245.58,0.8895910274982453,-0.0048536083653470995,0.014093289775773883,85,7.0
0.0,549,0.3100488666522526,1.297835545539856,688000,1.112378653883934,3.12,238.29,0.9218412280082703,0.0007452530541922897,0.008474853275110945,86,8.0
0.0,550,0.35535869292600625,1.3157545161247253,696000,1.2783116382360458,3.67,260.27,0.8940128481388092,-0.0026240882008278276,0.01107046959688887,87,10.0
0.0,551,0.3219355091294884,1.3243340373039245,704000,1.1044059520959855,3.59,256.16,0.9219295507669449,-0.001962604262516834,0.008530748448101803,88,10.100000000000009
0.0,553,0.3233390542061205,1.3181052792072296,712000,1.23665398478508,3.53,252.36,0.8817158913612366,-0.0012061408394947648,0.010537479356862604,89,10.100000000000009
0.0,554,0.35311943921925903,1.320684657096863,720000,1.3002936977148056,3.47,246.85,0.9031279444694519,-0.0020777254173299296,0.011706256594043224,90,9.100000000000009
0.0,555,0.3299641733999119,1.3068742847442627,728000,1.2194267207384109,3.64,253.36,0.8991071009635925,-0.0016884471219964325,0.010023719983873889,91,9.100000000000009
1.0,557,0.35726880298335983,1.3032013177871704,736000,1.3080904293060303,3.76,262.99,0.8741776078939438,-0.003443730011640582,0.01133743157144636,92,8.0
1.0,558,0.36152620293423,1.3146127915382386,744000,1.312199773788452,4.18,280.88,0.8911224371194839,-0.0015280665681348183,0.01174931861460209,93,8.0
1.0,560,0.38736870264408924,1.3178993940353394,752000,1.3876581066846847,4.19,279.96,0.8714369821548462,-0.0010989771777531131,0.01279574399581179,94,8.100000000000009
1.0,561,0.365714922315355,1.300106554031372,760000,1.35490638256073,4.62,292.21,0.8750725728273392,-0.00439419607660966,0.012111822040751577,95,9.0
1.0,562,0.3488543638771427,1.3156534254550933,768000,1.2793097257614137,4.3,279.94,0.8858049631118774,-0.0013145444373367354,0.011022679402958601,96,9.0
1.0,563,0.38419622473231047,1.2914459240436553,776000,1.3658842009305954,4.43,287.4,0.8760498517751694,-0.0036736780036881102,0.012388695939444005,97,9.0
1.0,565,0.4354382195416121,1.258661676645279,784000,1.470673515200615,4.5,290.71,0.8614095991849899,-0.006224086996953701,0.014870345543604344,98,10.0
1.0,566,0.49041392350593227,1.2564981305599212,792000,1.5535855633020401,4.65,301.35,0.8403337728977204,-0.005972451105772052,0.015917356279678642,99,10.0
2.0,567,0.4878861909902023,1.2605175387859344,800000,1.622940526008606,5.28,323.88,0.8220627325773239,-0.005313685492728837,0.017170949666760863,100,10.0
2.0,568,0.4905820121940683,1.2546292567253112,808000,1.6064218831062318,5.5,328.89,0.8098800641298294,-0.004775543950381688,0.016948019429109992,101,10.0
2.0,569,0.4226492731213763,1.277558583021164,816000,1.499837371110916,5.52,325.54,0.8460316067934036,-0.0025608710313099435,0.014798884438350797,102,10.0
2.0,570,0.45554879025931294,1.2787305319309235,824000,1.6117566722631453,5.51,323.27,0.8248641747236252,-0.0036616142705315725,0.017074979902245106,103,10.100000000000009
2.0,571,0.4948906768523534,1.2527419590950013,832000,1.5955718177556992,5.66,325.51,0.8371376240253449,-0.009512736827018671,0.016755615924485028,104,10.100000000000009
2.0,572,0.4363735090774583,1.2624508190155028,840000,1.4897317159175874,5.6,324.23,0.8388203072547913,-0.001157838588114828,0.014512881403788924,105,9.100000000000009
3.0,573,0.5243931070924939,1.2313819456100463,848000,1.733586819767952,5.93,333.83,0.7917690378427505,-0.00786979062249884,0.020026541575789453,106,11.0
3.0,574,0.40188909698368946,1.236243838071823,856000,1.4072859239578248,5.78,331.65,0.8545312404632568,-0.002814274465890776,0.012995970388874411,107,11.0
2.0,575,0.47438947745146615,1.200491074323654,864000,1.570244663953781,6.12,339.59,0.8262000077962875,-0.004068511875229888,0.016110069872811435,108,11.0
2.0,576,0.4850048932306514,1.209961839914322,872000,1.610347076654434,6.51,348.32,0.8189255064725875,-0.0057766427035676315,0.016831756900064648,109,12.0
2.0,577,0.47411094952465754,1.2237480986118316,880000,1.6021442419290544,7.0,361.67,0.8217473757266999,-0.0018694216787116602,0.01694920293521136,110,13.0
3.0,578,0.45476473484428437,1.2458953297138213,888000,1.6000257247686387,7.46,369.1,0.8114715510606766,-0.00394071033981163,0.016953250947408377,111,13.0
3.0,579,0.5131196335962361,1.2411408364772796,896000,1.6665251177549363,7.94,381.01,0.80281882584095,-0.005395839197099121,0.018298507356084882,112,13.0
4.0,579,0.46090797609681816,1.2278820538520814,904000,1.5574571925401688,8.35,391.07,0.8445182484388352,-0.006419631271855905,0.01579423660412431,113,13.0
4.9,579,0.43721864851350156,1.2485441708564757,912000,1.5449735993146896,8.82,399.89,0.8119063889980316,-0.003734296391485259,0.01594098108354956,114,14.0
4.0,579,0.5099783670984486,1.1970818626880646,920000,1.7008767586946487,9.02,408.24,0.7993741029500961,-0.005856545283604646,0.019130019196309148,115,15.0
4.0,580,0.5616995805117607,1.2343534135818481,928000,1.7576460504531861,9.06,414.55,0.7887362259626388,-0.005069118109531701,0.02026833601295948,116,14.100000000000009
4.9,580,0.6032679758998393,1.2293287861347197,936000,1.7186278319358825,9.1,421.54,0.7818987703323365,-0.007849815432782634,0.019780386216007174,117,14.100000000000009
4.9,581,0.5246661294566146,1.1864733600616455,944000,1.686969143152237,9.35,430.62,0.7990064400434495,-0.0057577889214735474,0.018648356078192593,118,14.100000000000009
5.0,581,0.538479801789041,1.1856730222702025,952000,1.727073485851288,9.41,430.77,0.7952299493551255,-0.0024174627893444266,0.01946427851449698,119,14.0
5.0,582,0.5568199955618544,1.1806866383552552,960000,1.861772628426552,10.1,448.9,0.7628434318304061,-0.006877918465179391,0.022925817929208277,120,15.0
5.0,583,0.5022746935658883,1.186720391511917,968000,1.682915403842926,9.96,440.92,0.7993643939495086,-0.005553855206526351,0.018941569183953108,121,15.0
6.0,584,0.5228386576528791,1.2050346326828003,976000,1.690567501783371,10.4,457.13,0.805525124669075,-0.004775217297137715,0.019084473643451928,122,16.0
6.9,584,0.5249627073765037,1.2068420207500459,984000,1.6777596485614776,10.9,468.6,0.7846520465612411,-0.005743789701955393,0.01834424880333245,123,16.10000000000001
6.9,585,0.5002062794734651,1.2176050293445586,992000,1.7142564141750336,10.9,473.75,0.7863380563259125,-0.006412238308694213,0.019318428859114646,124,16.0
6.0,586,0.5064548023468259,1.175802618265152,1000000,1.7203008043766022,11.09,481.81,0.7780262941122055,-0.006980857188464143,0.019477426959201693,125,16.10000000000001
6.0,586,0.5256150857643153,1.1865865504741668,1008000,1.6490950858592988,10.54,477.36,0.8036705285310746,-0.005234818728349637,0.017866089027374982,126,16.0
6.0,587,0.5411523365587741,1.152397575378418,1016000,1.6692402744293213,10.56,480.24,0.7787633436918259,-0.00458427246856445,0.01839795822976157,127,16.0
6.0,587,0.4884305372816549,1.1890989816188813,1024000,1.664872670173645,10.66,483.48,0.7879054772853852,-0.0052337378051015545,0.018278670464642346,128,16.10000000000001
5.0,588,0.5707755099426903,1.1675821948051452,1032000,1.7608180010318757,9.98,460.34,0.8008969116210938,-0.006321674791397527,0.020435653785243632,129,16.0
5.9,588,0.5249273794697088,1.1859762406349181,1040000,1.707088399529457,10.38,466.95,0.7959468990564347,-0.007300353803002508,0.019161987113766373,130,17.0
6.0,589,0.5386803637431915,1.161528775691986,1048000,1.7044416213035583,10.39,470.58,0.7837891209125519,-0.005143116646213457,0.01916815607342869,131,17.0
6.0,589,0.4861336021833834,1.1846205747127534,1056000,1.6753965932130814,10.63,466.27,0.7905706775188446,-0.0015576259187582765,0.018672435502521692,132,17.0
6.0,589,0.5987243158283174,1.192649462223053,1064000,1.84591779589653,10.98,475.27,0.771923018693924,-0.003701612392324023,0.02224962746258825,133,17.0
6.0,590,0.5766163555372461,1.1769574189186096,1072000,1.8051277589797974,11.22,481.93,0.7853054320812225,-0.006062172548263333,0.021426145932637156,134,17.0
6.0,590,0.5865290278732885,1.1749858450889588,1080000,1.777933841943741,11.64,490.83,0.7792703968286514,0.0011031882412498818,0.020711907455697655,135,17.10000000000001
6.0,591,0.6373682934289038,1.1567781889438629,1088000,1.9405152821540832,11.81,494.59,0.7223142677545548,-0.008792569360812194,0.024800806036219,136,18.10000000000001
6.0,591,0.5844880317307333,1.1934948301315307,1096000,1.8379588186740876,11.98,504.36,0.7616486197710037,-0.0051463934568164406,0.02240365559235215,137,19.0
7.0,591,0.5006369895125217,1.193754221200943,1104000,1.6939480519294738,12.32,515.61,0.7935934889316559,-0.004302956192404963,0.01884598081931472,138,19.0
4.9,591,0.5306042396493615,1.2034100937843322,1112000,1.6410490953922272,11.34,493.61,0.7500881540775299,-0.008519115593808238,0.019089529553893952,139,19.0
4.0,591,0.6211420511171699,1.1876356476545333,1120000,1.886165280342102,10.79,480.98,0.7641628158092498,-0.0036470036949322092,0.023717430839315056,140,17.10000000000001
4.0,592,0.5973780549542558,1.1513395380973817,1128000,1.8577354288101195,11.01,487.28,0.7852006864547729,-0.006878485485576675,0.022638280331157147,141,18.0
4.0,592,0.6187229319825671,1.1421862632036208,1136000,1.9269251549243926,10.88,488.13,0.7501872217655182,-0.009082460462232121,0.025015816017985346,142,18.0
4.0,592,0.5536898567589315,1.1372898894548416,1144000,1.7505404233932496,11.25,493.73,0.785123946070671,-0.006470907883485779,0.02007276683114469,143,18.10000000000001
4.0,593,0.5904421623548476,1.1163851767778397,1152000,1.8205569505691528,11.22,486.14,0.7767787784337997,-0.004123913730145432,0.022208411265164613,144,18.0
4.0,593,0.6694254676352053,1.1105446642637253,1160000,1.968345614671707,12.27,505.88,0.7279546833038331,-0.011325182105065324,0.026057727551087737,145,20.0
8.0,593,0.5632618556776827,1.1295723408460616,1168000,1.8544783806800842,13.86,546.35,0.7614544087648392,-0.003730368493706919,0.02271665527485311,146,21.0
8.9,594,0.5353295409744987,1.1315019083023072,1176000,1.7303194034099578,14.43,556.94,0.7800246077775955,-0.003053885284170974,0.01988718386273831,147,21.0
9.0,594,0.5984375492534592,1.1810957038402556,1184000,1.9218331480026245,14.59,562.42,0.7614377844333649,-0.00628392689206521,0.024103256640955806,148,21.0
9.0,594,0.6275080567387511,1.1702249622344971,1192000,2.018431440591812,14.86,563.55,0.7506264573335648,-0.006663162794429809,0.027803879007697107,149,22.0
8.9,594,0.5766913805343638,1.1826548647880555,1200000,1.8634481382369996,14.54,555.92,0.7956017857789993,-0.009014451545881456,0.02297592253424227,150,21.10000000000001
8.0,595,0.6799170765142232,1.1573624700307845,1208000,1.9745389342308044,14.47,562.58,0.7310085558891296,-0.010515570691786706,0.026622504037804903,151,21.0
8.0,595,0.6515138818899245,1.170640194416046,1216000,2.018355038166046,13.87,551.2,0.7257561582326889,-0.004572813784470782,0.02746389465406537,152,21.0
8.0,595,0.6306197420013284,1.1883928906917571,1224000,1.8995161855220795,14.03,557.57,0.7235285836458206,-0.010765749011770822,0.023680969355627895,153,21.0
8.0,595,0.5926548656236372,1.1820708322525024,1232000,1.864645768404007,14.21,554.76,0.755963327884674,-0.005667583420436131,0.022700291872024537,154,21.0
8.0,595,0.614653195084137,1.123211007118225,1240000,1.923689421415329,14.38,554.34,0.7260977560281754,-0.008307298658182844,0.02465559300966561,155,21.10000000000001
8.9,596,0.7407195604383613,1.1053740340471268,1248000,1.9830473351478577,14.77,570.87,0.6853212988376618,-0.01243822328731767,0.025928218811750413,156,23.0
8.9,596,0.6628731650150306,1.123052830696106,1256000,1.908909682035446,14.97,572.69,0.7261896127462387,-0.007747049813624471,0.024255952006205915,157,23.0
8.9,596,0.7017522206727951,1.1023445856571197,1264000,2.031989531517029,15.19,574.78,0.739742283821106,-0.008986001866287553,0.02783510087057948,158,23.10000000000001
9.0,596,0.7724966373493467,1.1027667498588563,1272000,2.11874884724617,15.69,583.88,0.7080288255214691,-0.007584459557547234,0.029920094730332494,159,23.10000000000001
9.0,597,0.7269545001019516,1.0890338557958603,1280000,1.9602024555206299,15.9,591.94,0.6969207715988159,-0.008381676029821393,0.025376624381169676,160,24.0
9.0,597,0.707733050784479,1.1466124951839447,1288000,1.926766032576561,15.77,600.78,0.7498533803224564,-0.011307827936252578,0.02471508305054158,161,24.0
9.0,597,0.6752137373503372,1.1404203271865845,1296000,1.8581976985931397,14.92,583.87,0.7602380448579789,-0.00523364512482658,0.022586276442743837,162,23.0
7.9,597,0.6391719822137735,1.132999405860901,1304000,1.8282429373264313,13.83,552.54,0.7522003102302551,-0.003378735751612112,0.02179919742513448,163,21.0
8.0,597,0.6945132982406507,1.1013352543115615,1312000,2.030814287662506,13.93,550.7,0.7187777704000473,-0.0027084097224724245,0.02727462712675333,164,21.0
8.9,598,0.7632187457600372,1.0475257098674775,1320000,2.1581224167346953,14.47,561.79,0.6905475646257401,-0.01747902446077205,0.03146975146140903,165,21.0
8.0,598,0.7161054143327739,1.048599664568901,1328000,1.9685383605957032,14.38,561.28,0.727979130744934,-0.0036439616835559716,0.025807798355817795,166,21.0
8.9,598,0.7005888928558679,1.0179897111654281,1336000,2.050370137691498,14.88,564.45,0.7298886895179748,-0.011110239724621352,0.027612374341115357,167,22.0
8.9,598,0.7431325071013195,1.0484448671340942,1344000,2.1208500254154203,15.51,576.48,0.7118725502490997,-0.010218658277299255,0.02978369071148336,168,22.10000000000001
8.9,598,0.6677191087558079,1.1188575166463852,1352000,2.0242903780937196,15.94,582.98,0.7294853430986404,-0.005457778342533856,0.02721547070425004,169,23.0
10.9,599,0.6322937183196894,1.09882315158844,1360000,1.9783206158876419,16.7,601.84,0.7437183248996735,-0.005951147846644744,0.025824073459953068,170,23.10000000000001
12.0,599,0.7026556997497151,1.1077912604808808,1368000,2.0486984205245973,17.38,624.52,0.7112882083654404,-0.005669917325940332,0.028547638379968703,171,25.0
12.0,599,0.7129189757406036,1.1307233917713164,1376000,2.0379146403074264,17.63,630.12,0.723093888759613,-0.00793444409951917,0.02778100088238716,172,25.10000000000001
12.0,599,0.7382304757218344,1.113506749868393,1384000,2.0501486504077913,17.96,638.13,0.7209010261297226,-0.012195484689436853,0.028336143395863475,173,25.10000000000001
12.0,599,0.7445511442096939,1.1227061283588409,1392000,2.103757125735283,18.61,645.36,0.7086774003505707,-0.01409126673999708,0.030098370886407794,174,26.0
