advantage_norm,policy_loss,grad_norm,P01:episode_rewards,frames,episode_length,value_loss,policy_entropy,P09:episode_rewards,epoch_idx,PMM:episode_rewards,fps,explained_variance
1.4346535063534975,-0.0033743897438398562,0.6618421474553031,0.0,8000,185.26315789473685,0.020092779358892584,1.3516788733005525,3.0,1,1.4210526315789473,619,-1.3638569736480712
1.2471416234225035,-0.0011233644107414874,0.24655842599036246,0.0,16000,183.0581395348837,0.014534384097278235,1.3697552716732024,4.0,2,1.4069767441860466,765,-0.046041300892829894
1.1903109420090914,0.0014784750349645037,0.2136546176067562,0.0,24000,182.53,0.013818500594425132,1.370395268201828,4.0,3,1.41,929,-0.0025685644149780274
1.2432832917571068,0.0025117397267604247,0.22844140625961573,0.0,32000,181.35,0.013585245721624234,1.3439076459407806,3.0,4,1.44,1009,-0.016023731231689452
1.3286300291121007,-0.0009288842934620334,0.2436318282168025,0.0,40000,193.41,0.014297539653489367,1.3722090494632722,5.0,5,1.78,999,0.02256508231163025
1.2290379916131497,0.0017064600519370288,0.26100915236910743,0.0,48000,196.58,0.012964882008018321,1.372697993516922,5.1000000000000085,6,1.84,950,0.1820582914352417
1.1192234303057194,0.0007782681372191291,0.22328936365870575,0.0,56000,187.66,0.010572875899088103,1.3686726760864258,3.0,7,1.58,922,0.04799553155899048
1.3618667887151241,-0.011301315719756531,0.5162507603144963,0.0,64000,178.3,0.027261535905272468,1.3712390625476838,3.0,8,1.32,899,0.16180498600006105
1.2675687816739083,-0.0016114594478858636,0.33820408821123205,0.0,72000,177.14,0.012705892670201138,1.3831518983840942,3.0,9,1.28,886,0.49700769305229187
1.2144286274909972,-0.0016169579126290045,0.2947481335994018,0.0,80000,176.76,0.01204532122676028,1.378118108510971,3.0,10,1.22,873,0.5161027836799622
1.0907551075518132,-0.001981288310198579,0.25588805911022083,0.0,88000,170.05,0.009185109258396551,1.3638987743854523,3.0,11,1.11,863,0.6530268400907516
1.2263218423724174,0.0007366493924928363,0.2908398080180532,0.0,96000,177.46,0.011052313555264846,1.3638829493522644,4.0,12,1.32,854,0.7286609715223312
1.201562707722187,-0.0017519533832091839,0.3214814125640656,0.0,104000,191.34,0.010281617267173715,1.3656123101711273,5.0,13,1.61,849,0.8095371580123901
1.2616974991559982,0.00014975298894569276,0.3658857872655786,0.0,112000,196.42,0.01161746348720044,1.3677192986011506,5.0,14,1.73,843,0.7735202199220658
1.0704352781176567,-0.004179150139207195,0.3111842910419643,0.0,120000,192.47,0.00898473589477362,1.3563963973522186,5.0,15,1.66,838,0.8223414367437363
1.1694000923633576,0.00046229772560764105,0.31585041520271373,0.0,128000,193.15,0.00987633594777435,1.3672762906551361,5.0,16,1.69,835,0.8615143901109695
1.1598596960306167,-0.0032914608099963516,0.3466176209125239,0.0,136000,197.07,0.010638502354267984,1.343697611093521,5.0,17,1.79,833,0.8529082375764847
1.0144816371798515,-0.0014862305932911114,0.250880719739287,0.0,144000,201.61,0.007663487073150463,1.337864989042282,6.0,18,1.98,831,0.9039782208204269
1.0479549127817154,0.0016875266609713436,0.249257354238485,0.0,152000,208.17,0.008358264607959427,1.3521149814128877,6.1000000000000085,19,2.15,827,0.8898810297250748
1.0834871315956116,-0.0013899498952378052,0.3188166822192173,0.0,160000,211.1,0.011334008914418518,1.35275998711586,6.0,20,2.16,826,0.8901323086023331
1.1097131279110908,-0.0018644402667996475,0.29159433519143557,0.0,168000,220.07,0.009383323192014358,1.360723534822464,6.0,21,2.36,823,0.8895243066549301
0.8950683858990669,-0.0013575653306907042,0.21671022086632913,0.0,176000,232.58,0.006028190936194733,1.3492623233795167,6.1000000000000085,22,2.69,820,0.9338103836774826
0.8669289174675942,-0.0012478902762086365,0.24117000701204827,0.0,184000,217.27,0.005664763200620655,1.3409615182876586,5.0,23,2.31,818,0.9425398766994476
0.825541330575943,-0.000755919724033447,0.19946246350810296,0.0,192000,205.89,0.0050480975891696285,1.3557505750656127,5.0,24,2.0,817,0.9396857434511184
0.8600230666995049,-0.0014452511683339254,0.22277270906680824,0.0,200000,198.24,0.005671783215366304,1.352045669555664,5.0,25,1.82,815,0.9300704443454743
0.7474205730855465,-0.0001560951843566727,0.18265437375578805,0.0,208000,201.39,0.004324330213712528,1.3419348037242889,5.0,26,1.94,814,0.9548381531238556
0.8202501666545868,-0.0008834106544964016,0.1913230900715442,0.0,216000,212.69,0.005141722648404539,1.3431990718841553,5.0,27,2.2,812,0.9549565124511719
0.8239583872258663,-0.001028572942232131,0.19669001005365672,0.0,224000,201.2,0.005463695984508377,1.3377376794815063,5.0,28,1.93,810,0.9051010411977768
0.5288683617115021,-0.0001327714578656014,0.13159056859597443,0.0,232000,188.16,0.0022906363132642583,1.342952651977539,5.0,29,1.56,807,0.9749599379301072
0.8671118858456611,-0.0012941409078484868,0.20666686598030792,0.0,240000,198.09,0.005853291935636662,1.3476527309417725,5.1000000000000085,30,1.86,805,0.9418868935108184
0.7404490154981613,-0.0035807835091691232,0.20091941672570748,0.0,248000,207.0,0.004725881068443414,1.3328518199920654,6.0,31,2.08,805,0.9602981036901475
0.7327931609749794,0.00031587417877744885,0.18047070228283402,0.0,256000,210.46,0.004718337856465951,1.3467181468009948,6.0,32,2.16,804,0.9585364502668381
0.903752607703209,0.0006980905524687841,0.19574454607358455,0.0,264000,217.55,0.006852419718634337,1.3538422548770905,7.1000000000000085,33,2.44,803,0.9111284637451171
0.8275386726856232,-0.0012730992774595508,0.19905814771506924,0.0,272000,210.51,0.005982020364026539,1.3550540494918824,8.0,34,2.34,802,0.9382287204265595
0.6372093197703361,-0.0013378064772405197,0.14667518222045492,0.0,280000,206.34,0.003232490580994636,1.3455257070064546,6.0,35,2.14,800,0.967397038936615
0.6864842461049556,-0.0022812812722986563,0.15397433478781467,0.0,288000,195.38,0.0039498515654122456,1.3436645257472992,5.1000000000000085,36,1.8,800,0.963886885046959
0.6918465875089168,0.00037482309106053437,0.1710683293560392,0.0,296000,196.3,0.003994949009211268,1.3416654396057128,5.0,37,1.81,800,0.9667904430627823
0.7361620651185512,-0.0011788395119947382,0.1725961063064323,0.0,304000,215.18,0.0046081360525568014,1.3489407634735107,6.0,38,2.3,800,0.9610921877622605
0.6154846814274788,-0.0006405545389679901,0.1477155909872166,0.0,312000,209.99,0.0032698627273202874,1.356129480600357,6.1000000000000085,39,2.2,800,0.9690316408872605
0.7408191792666912,-0.0008137933729449287,0.15858941750603298,0.0,320000,210.3,0.004569200031837682,1.3520179224014282,5.1000000000000085,40,2.17,800,0.9540330547094346
0.6360014694929123,-0.0015704717054904904,0.15101931642567418,0.0,328000,205.23,0.00346880614903057,1.3423030257225037,5.0,41,1.98,799,0.9663334441184998
0.6490004090964794,-0.0011523126448446418,0.15041270343686525,0.0,336000,213.94,0.0036252584581961855,1.3598968994617462,5.0,42,2.24,799,0.9700582695007324
0.8008353199064732,-0.0005328233366890345,0.19012867493195476,0.0,344000,208.19,0.0052332934571313675,1.3631138825416564,5.1000000000000085,43,2.18,796,0.9433492100238801
0.9829466971755028,0.0009485116472933441,0.23025358450661895,0.0,352000,202.64,0.007591324257664383,1.374326149225235,5.1000000000000085,44,2.03,795,0.9125439077615738
0.8369708760082721,-0.0013769589443836593,0.1971786038821576,0.0,360000,205.32,0.00544756000614143,1.3675062835216523,6.0,45,2.1,794,0.9483622819185257
0.8994942557811737,-0.0002149240667495178,0.21542890782385932,0.0,368000,207.54,0.0064248716365545985,1.3623099029064178,5.1000000000000085,46,2.11,788,0.9428463357686997
0.843268270790577,-0.002217402963433415,0.20390729141289873,0.0,376000,216.97,0.005599309626559261,1.36125905752182,6.0,47,2.41,785,0.9433027458190918
1.0978231406211854,1.2645860988413914e-05,0.24078294519523025,0.0,384000,223.86,0.009306795013253577,1.3659779703617096,9.0,48,2.72,781,0.8799371457099915
1.1826755115389824,-0.0003097690487629734,0.26460263590489536,0.0,392000,240.29,0.010585529422969557,1.3645711874961852,10.0,49,3.24,776,0.8514875733852386
1.3316427034139633,-0.0012317846575751901,0.30638554798415135,0.0,400000,230.38,0.012696010549552739,1.3454507684707642,9.0,50,2.9,771,0.730786309838295
1.500166171193123,-0.00715936683875043,0.4043227999828262,0.0,408000,193.4,0.015717933878768235,1.3158677101135254,4.0,51,1.78,765,0.7340189814567566
1.16942550688982,-0.0028893107955809683,0.31010469053868367,0.0,416000,181.45,0.010401108965743333,1.3385336446762084,4.0,52,1.51,758,0.7092506635189056
0.8735434268414974,-0.00015106312494026498,0.2102978218400549,0.0,424000,172.02,0.005874428637616802,1.3400191462039948,3.0,53,1.22,751,0.9139687871932983
0.9276934903860092,-0.0007802902357070707,0.21753694365243625,0.0,432000,184.53,0.006682498247246258,1.3536909341812133,4.1000000000000085,54,1.54,744,0.747566636800766
1.1588029509782791,-0.003653433275758289,0.29708255993288885,0.0,440000,200.07,0.010111667854362167,1.3548357725143432,4.1000000000000085,55,1.88,738,0.8831338477134705
1.0412795463204383,-0.0017709497030591592,0.2564947384881279,0.0,448000,212.54,0.007891045727301389,1.356279764175415,5.0,56,2.2,733,0.9070017766952515
1.082783124744892,-0.0013237603213565308,0.2656384047239541,0.0,456000,222.04,0.008308147912612186,1.3449242734909057,5.0,57,2.4,727,0.9086634141206741
1.0616260474920274,0.0005753151117824018,0.2635650074070795,0.0,464000,232.62,0.00842366715252865,1.3503686857223511,6.0,58,2.73,722,0.9154299682378769
0.9561494186520576,-0.0013360732092405668,0.24766189544027642,0.0,472000,235.57,0.006851175354095176,1.3455352973937988,6.0,59,2.78,718,0.9411109036207199
1.1428997296094894,-0.0009564891399350018,0.26990397484745593,0.0,480000,231.68,0.009489469488617033,1.3409529662132262,6.0,60,2.74,712,0.9026367151737213
1.0611036255955697,-0.0011168505199020727,0.23539496554819922,0.0,488000,239.58,0.00812263386324048,1.3275193321704863,6.0,61,2.95,707,0.9092445516586304
