advantage_norm,policy_loss,grad_norm,P01:episode_rewards,frames,episode_length,value_loss,policy_entropy,P09:episode_rewards,epoch_idx,PMM:episode_rewards,fps,explained_variance
1.047920599579811,0.00033499159646453334,0.2444631716491087,0.0,496000,239.76,0.008340393034741283,1.3479826247692108,8.100000000000009,62,3.09,702,0.9163331180810929
1.052266494333744,-0.001411393083931216,0.2361809538051828,0.0,504000,250.54,0.008215199875994585,1.3204451811313629,9.0,63,3.32,697,0.908464914560318
1.1476027104258537,-0.004177018017217051,0.2598758631749224,0.0,512000,249.29,0.009636492098215967,1.320259962081909,9.0,64,3.43,693,0.8906586855649948
0.8994795727729797,-0.0004756469206768088,0.22362631375557046,0.0,520000,241.3,0.00614618923747912,1.3241079044342041,8.100000000000009,65,3.1,689,0.937562089562416
0.9697320783138275,-0.00013752937355093308,0.24050780430629445,0.0,528000,228.55,0.007119945432059467,1.329795346260071,5.1000000000000085,66,2.77,685,0.9327178233861924
0.9824537742137909,-0.0007380151758843567,0.2326721906422264,0.0,536000,235.85,0.00711355748877395,1.3420580673217772,9.0,67,2.94,681,0.9239688217639923
0.9331148833036422,-0.001475357178496779,0.23681739111108663,0.0,544000,237.35,0.006717618269613012,1.3504253029823303,9.0,68,3.07,676,0.9213805884122849
0.8954154533147812,-0.0006245782780024456,0.21031610028092323,0.0,552000,226.54,0.006093157076393254,1.3462060630321502,9.0,69,2.73,672,0.9364139026403427
1.178509284555912,-0.00030093015870079397,0.2682461888375405,0.0,560000,210.56,0.010153258995851502,1.3384984922409058,6.300000000000026,70,2.33,668,0.8855720728635788
1.1056477543711662,-0.0022899923266959375,0.26371632442795895,0.0,568000,228.8,0.00856662719277665,1.3406069719791411,8.100000000000009,71,2.83,664,0.9057802259922028
1.1155522575974464,0.00021150220185518266,0.27199388979292505,0.0,576000,242.34,0.009094904065132142,1.3435060238838197,7.0,72,3.13,661,0.9159333842992783
0.937420589029789,-0.0006192391546210274,0.2185386945985343,0.0,584000,243.11,0.006398977960925549,1.3461166059970855,6.1000000000000085,73,3.11,657,0.9343024110794067
1.0906672543287277,-0.0020205769289168528,0.2667789797686037,0.0,592000,240.42,0.008562097623362207,1.3477524518966675,6.300000000000026,74,3.11,653,0.9171519207954407
1.0014281085133552,-0.0010958888730965555,0.2536565375433932,0.0,600000,236.44,0.0076915696787182245,1.3441806411743165,8.100000000000009,75,3.01,649,0.9279389750957489
1.352637528181076,-0.003483179561326324,0.34426368087958414,0.0,608000,250.52,0.012727357698604464,1.3395230984687805,9.0,76,3.39,646,0.8843541139364243
1.0519072017073632,-0.0008733572019264102,0.2529446171742638,0.0,616000,248.77,0.008206783995265142,1.3486833369731903,7.1000000000000085,77,3.28,643,0.911562197804451
1.1485308101773262,-0.002659122261975426,0.2660670212232666,0.0,624000,235.11,0.009568930675741286,1.340106953382492,7.0,78,3.0,640,0.8877419316768647
1.0206369739770889,-0.003185299070319161,0.2645006517597719,0.0,632000,225.63,0.007503678658977151,1.3368439972400665,6.0,79,2.64,636,0.9267017757892608
0.9517756816744805,0.00031491582369199024,0.23214509883747447,0.0,640000,228.45,0.006535153089789674,1.3428285026550293,7.1000000000000085,80,2.78,633,0.9325091290473938
1.0925592911243438,-0.0027912379894405605,0.2886303424376312,0.0,648000,239.08,0.00837100441684015,1.3363294637203216,7.1000000000000085,81,3.0,630,0.9197086554765701
0.9804171603918076,-0.0018773216527188197,0.2531716766780935,0.0,656000,245.77,0.007173055367311463,1.3288841462135315,7.0,82,3.15,628,0.9341213929653168
1.148247087597847,-0.0014482591778505593,0.28937249541055043,0.0,664000,248.86,0.00942181707941927,1.3216054368019103,6.1000000000000085,83,3.25,627,0.9167008751630783
1.2436087304353713,-0.002261315056384774,0.34684464034020857,0.0,672000,245.5,0.014796811535488815,1.3063616043329238,6.1000000000000085,84,3.15,625,0.7909175813198089
1.2323072376847266,-0.0016456787524475659,0.3172094166785991,0.0,680000,238.13,0.010640534132253378,1.3334361875057221,6.1000000000000085,85,3.0,624,0.9007864230871201
1.0715942519903183,-0.0016224395547033055,0.25843010203557953,0.0,688000,255.93,0.008393295742571354,1.3225412905216216,8.100000000000009,86,3.46,623,0.9108147513866425
1.0285523268580437,-0.001915245649870485,0.24598586386936439,0.0,696000,257.94,0.007524038325063884,1.3240019249916077,8.100000000000009,87,3.54,622,0.9256291282176972
1.1270428305864335,-0.0019238358901930042,0.2725033829436828,0.0,704000,257.49,0.00894593438715674,1.3118297636508942,9.0,88,3.65,621,0.9044152849912643
1.37075210750103,-0.0014395552201312966,0.3542750510946182,0.0,712000,239.5,0.013045799683313817,1.3075310456752778,6.0,89,3.16,620,0.8679661625623702
1.1587505680322647,-0.006529819436836988,0.29410282370382723,0.0,720000,237.39,0.00951739946147427,1.2843922805786132,7.0,90,3.18,619,0.914987810254097
1.1377379700541497,-0.0020562818535836414,0.28009153332150827,0.0,728000,243.56,0.009272478970233351,1.2926128137111663,7.1000000000000085,91,3.38,617,0.8996151578426361
1.1003171741962432,-0.0005535096430685371,0.2644180659602548,0.0,736000,247.86,0.008644980293465778,1.2912121880054475,8.100000000000009,92,3.5,616,0.9088006448745728
1.1169044426083565,-0.0019879997393582017,0.2712362834927394,0.0,744000,241.51,0.008574583561858163,1.2884446227550506,7.1000000000000085,93,3.32,615,0.9101198577880859
1.1199608105421066,-0.002887226727325469,0.2817590515973972,0.0,752000,248.09,0.008791385630611331,1.2989525866508485,7.0,94,3.35,614,0.9245721274614334
1.2517185145616532,-0.0029297845257679,0.33018574978073056,0.0,760000,249.21,0.010809716590447351,1.2710504734516144,7.0,95,3.47,613,0.8894578975439071
1.295821254849434,-0.0014355147051537643,0.3298953445965936,0.0,768000,260.61,0.011515292692929507,1.2964115500450135,7.0,96,3.8,613,0.881307800412178
1.4876649755239486,-0.003614188107167138,0.38163830194915604,0.0,776000,263.7,0.014869738805573433,1.2924822556972504,7.0,97,4.08,612,0.8365352261066437
1.2725788581371307,-0.004067805317463353,0.3431069876388837,0.9000000000000004,784000,269.68,0.011047950165811926,1.3124255049228668,10.0,98,4.22,611,0.8977707761526108
1.4681251496076584,-0.004107916351931635,0.3736141186046902,1.0,792000,260.04,0.01459041157271713,1.2960625767707825,7.0,99,3.9,610,0.850866031050682
1.3374099880456924,-0.0040407436148962,0.38161313063926755,1.0,800000,268.05,0.012070273037534208,1.2750816392898559,9.100000000000009,100,4.23,609,0.8828982526063919
1.4408596765995025,-0.0024634869291912764,0.3732969979004875,1.0,808000,271.16,0.013940381850115955,1.2826745462417604,9.0,101,4.31,608,0.8593424850702286
1.6071751767396927,-0.003700187006033957,0.48801366616248304,1.0,816000,296.98,0.01867083732970059,1.245722481906414,11.0,102,5.11,607,0.7823001158237457
1.6311751896142959,-0.0048151071078609674,0.42228421049646925,2.0,824000,313.2,0.01756525651551783,1.2775393855571746,10.0,103,5.43,607,0.8180671727657318
1.5634049880504608,-0.002826246304612141,0.402987943366222,2.0,832000,320.95,0.016404727129265665,1.254825962781906,10.0,104,5.65,606,0.8301946276426315
1.4436253833770751,-0.0018962284829467536,0.37148143088443725,2.0,840000,325.27,0.013953385115601123,1.2530903756618499,10.0,105,5.8,605,0.848858826160431
1.492920945286751,-0.0027894115993694867,0.3965973649580088,3.0,848000,323.67,0.014740610802546144,1.2468828022480012,9.0,106,5.76,605,0.8290520656108856
1.3528394454717636,-0.004007921490774606,0.3512168314776525,3.0,856000,329.11,0.012292714137583972,1.2704612553119659,10.0,107,5.96,604,0.8742325991392136
1.6125373488664627,-0.00046742506470764055,0.47175830433437965,2.0,864000,325.09,0.018338443906977774,1.2555912977457047,11.0,108,6.22,603,0.6986020547151566
1.6168667286634446,-0.001422039336466696,0.43900632494670544,2.9000000000000004,872000,325.86,0.017301033441908656,1.2574334263801574,11.0,109,6.25,602,0.8430111998319626
1.3812334340810777,-0.0008351439924445003,0.3504762571955689,2.0,880000,322.35,0.012850322995800524,1.2553443205356598,11.0,110,6.13,602,0.8704218500852585
1.554381839632988,-0.0039074485304263365,0.43744788102108245,2.0,888000,330.92,0.01616440857294947,1.259182424545288,11.0,111,6.58,601,0.8372787374258042
1.5707855713367462,-0.0038794747611973434,0.42941455670687456,2.9000000000000004,896000,337.04,0.016261307653039694,1.2537751257419587,11.0,112,6.38,600,0.8357296454906463
1.6428633081912993,-0.0019330080852387255,0.4436239008739761,2.9000000000000004,904000,340.02,0.017943881924729795,1.2576730930805207,11.0,113,6.47,600,0.8059261262416839
1.5439460927248,-0.004629375160002383,0.40719854795912924,2.0,912000,331.69,0.016022311553824692,1.250914660692215,11.0,114,6.38,599,0.8319977974891662
1.431339357495308,-0.000543359687726479,0.4003296795201187,2.0,920000,337.21,0.013918622378259898,1.2574098694324494,11.0,115,6.4,598,0.8525465172529221
1.6696079337596894,-0.0032976333214901387,0.45351520442180204,2.0,928000,346.18,0.0185937532922253,1.2622244203090667,11.0,116,6.73,598,0.7723879104852677
1.5825562065839767,-0.0033234807190456197,0.4086647563914451,2.0,936000,352.68,0.01643927214667201,1.2256873953342438,11.100000000000009,117,6.82,597,0.8317019116878509
1.5581084656715394,-0.005312341632670723,0.43963353999839233,3.0,944000,361.77,0.015940705803222953,1.211850928068161,12.100000000000009,118,7.23,597,0.8225843787193299
1.6195928692817687,-0.003486448725452647,0.4399772709255825,3.0,952000,372.29,0.01732287516351789,1.2170350980758666,12.100000000000009,119,7.52,596,0.8145462733507156
1.6770878273248673,-0.004529504370075301,0.4751122456060612,3.0,960000,376.47,0.019064834546297788,1.2018784654140473,13.0,120,7.68,595,0.8295986890792847
1.5690569740533828,-0.005899212614058342,0.41315074231663573,4.0,968000,373.87,0.016455392267089336,1.2473338007926942,12.100000000000009,121,7.45,595,0.8239835351705551
1.6161254781484604,-0.004916401977534406,0.41439420551221845,4.0,976000,388.07,0.017400559694506226,1.2312140715122224,12.200000000000017,122,7.87,594,0.8007516670227051
1.475666297674179,-0.0017481899517588317,0.377738867501265,4.0,984000,383.53,0.014922961951233446,1.229008139371872,14.0,123,8.31,593,0.8426010078191757
1.5329885977506637,-0.0038205938632745527,0.4185148145050544,4.0,992000,374.29,0.015578636405989528,1.2006547677516937,13.0,124,8.15,593,0.842420814037323
1.5842128527164459,-0.0034456737659638746,0.43137352622512537,3.9000000000000004,1000000,366.88,0.016714927549473943,1.2224920511245727,13.0,125,8.14,593,0.8353255790472031
1.730908115506172,-0.00430533894803375,0.5021768321904772,4.0,1008000,369.28,0.020080599300563336,1.2131939125061035,13.0,126,8.51,592,0.8090361344814301
1.4934862273931504,-0.002948055303422734,0.3769199933785762,3.9000000000000004,1016000,358.81,0.01493194631766528,1.2444349586963654,12.100000000000009,127,8.06,591,0.8548906087875366
1.5566379660367966,-0.0031123132601351246,0.420474952865131,4.0,1024000,358.63,0.016166004482656718,1.2430338168144226,12.0,128,7.76,591,0.8420967036485671
1.583597183227539,-0.0037196039289119653,0.42630648640458285,3.9000000000000004,1032000,363.97,0.016394811528734864,1.2508008539676667,12.0,129,7.55,590,0.8321887242794037
1.506582136154175,-0.005962563347129617,0.42083865221702965,4.0,1040000,370.69,0.015127381314523519,1.2158683121204377,12.0,130,7.85,590,0.8428802120685578
1.6223458987474442,-0.0024690450288471764,0.43530799309669754,4.0,1048000,375.33,0.017639398754108696,1.1992682230472564,12.0,131,7.86,590,0.8147678679227829
1.6217974424362183,-0.0078900597471511,0.4318386788086649,4.0,1056000,394.26,0.01738878270611167,1.1971752178668975,13.0,132,8.3,589,0.8263770049810409
1.6444448387622834,-0.0021921946390648372,0.45067583521267596,4.0,1064000,400.84,0.0178279701853171,1.1818029129505156,13.0,133,8.67,589,0.7931190168857575
1.617762315273285,-0.004778299108147621,0.4537538115365429,4.9,1072000,405.38,0.017044777488335966,1.1855036008358002,13.100000000000009,134,8.86,588,0.8157787412405014
1.7184352231025697,-0.0033586471519083715,0.49951326161686216,5.0,1080000,420.03,0.019444692907854916,1.197758400440216,14.0,135,9.41,588,0.7788874858617783
1.6041527557373048,-0.000900854901119601,0.42292738119757795,5.0,1088000,420.59,0.0170797265926376,1.2127637338638306,14.0,136,9.23,587,0.7912138676643372
1.4861692398786546,-0.006580859238456469,0.4053082191445357,5.0,1096000,413.96,0.014669444158207624,1.1936167526245116,14.0,137,9.12,587,0.8424370676279068
1.9294760876893997,-0.006326096020638943,0.5808877750983935,5.0,1104000,420.58,0.026862264964729547,1.1284145444631577,14.0,138,9.48,586,0.7042874109745025
1.6953977012634278,-0.006382889633532614,0.4669755183003519,4.0,1112000,418.71,0.01918339653406292,1.1590024268627166,14.0,139,9.68,586,0.7555431097745895
1.6973316711187363,-0.006387330120196566,0.4681666989824833,4.0,1120000,419.86,0.01914256579242647,1.1804981982707978,14.0,140,9.44,586,0.7822844457626342
1.5804915350675584,-0.0021428849422591156,0.42419426928932763,4.9,1128000,421.51,0.016595070208422838,1.2057706379890443,14.0,141,9.61,585,0.8186890435218811
1.7279327034950256,-0.006164176680495075,0.4763312058969564,5.9,1136000,431.38,0.01977842682506889,1.1890374529361725,14.0,142,9.93,585,0.8125339567661285
1.5512026131153107,-0.0027132449904456735,0.41924082706134347,6.0,1144000,434.24,0.016254220625851305,1.1951097345352173,14.0,143,9.65,585,0.8354440742731094
1.6611226385831832,-0.004515119049465284,0.4507210460384547,6.0,1152000,442.04,0.018240836788900195,1.1538001489639282,14.0,144,9.89,584,0.8009710747003556
1.5952354753017426,-0.0033841240432229826,0.4329359507082512,5.0,1160000,431.31,0.017084719571284948,1.2058683145046234,14.100000000000009,145,9.8,584,0.7919330775737763
1.6126935279369354,-0.005920472449506633,0.4254558582289629,5.0,1168000,439.22,0.01722901882138103,1.1944070601463317,14.0,146,9.82,583,0.8023951268196106
1.7013736075162889,-0.006387024444993585,0.49332808482818336,5.0,1176000,441.73,0.01920872970484197,1.1808297443389892,15.0,147,10.02,583,0.7940966522693634
1.6032837468385697,-0.005460499415494269,0.4173529972744692,4.9,1184000,434.28,0.016836778186261656,1.2135806918144225,14.100000000000009,148,9.69,582,0.8202266448736191
1.8187829893827439,-0.004514868090627715,0.5451551856774344,5.0,1192000,441.14,0.022207953981123865,1.183327910900116,15.100000000000009,149,9.97,582,0.7869582551717759
1.957837805747986,-0.00937868258508388,0.5722665547836271,5.0,1200000,450.44,0.02539607889018953,1.1810773813724518,16.0,150,10.26,582,0.7795327717065811
1.8485711109638214,-0.006376762458821759,0.5368482641784367,5.0,1208000,458.87,0.02270315857604146,1.2043750858306885,16.0,151,10.42,581,0.7723498922586441
1.8067611575126648,-0.00888664326252183,0.529090083848733,5.9,1216000,468.53,0.021512633240781724,1.1995736849308014,16.10000000000001,152,10.63,581,0.7833688801527023
1.7397900474071504,-0.007829877243493684,0.5110928988534601,5.0,1224000,469.02,0.019957269956357777,1.1871868014335631,17.0,153,10.57,581,0.8054012697935105
1.6713438618183136,-0.002843202892690897,0.45001947645970974,6.0,1232000,468.29,0.01869229383766651,1.1940062391757964,17.0,154,10.52,580,0.8033891892433167
1.6751820689439774,-0.0031796218478120863,0.4439227579835041,5.0,1240000,472.4,0.018811840070411562,1.217358500957489,17.0,155,10.83,580,0.8028358274698257
1.7189132517576218,-0.005791930649938877,0.5204493788389276,5.0,1248000,466.28,0.020344949881546198,1.2091126978397368,17.0,156,10.62,580,0.8029125583171844
1.8839291155338287,-0.008259338679927168,0.5324689285376208,5.0,1256000,463.95,0.023202196545898914,1.1425386542081832,16.10000000000001,157,10.66,579,0.766189786195755
1.7487023502588273,-0.006322156089827331,0.4951684523977427,5.9,1264000,467.8,0.01985726598650217,1.1504279673099518,16.0,158,10.82,579,0.7809919387102127
1.6004948526620866,-0.0036193503069807775,0.4460554465566053,6.0,1272000,486.26,0.016834361716173588,1.1720593881607055,16.0,159,11.47,579,0.8141536450386048
1.5953921377658844,-0.004314113701693714,0.45025940597654635,6.0,1280000,490.75,0.016998416800051926,1.1943406105041503,16.0,160,11.53,578,0.8288463908433914
1.6792408794164657,-0.0034858954364972304,0.4828817090814884,6.0,1288000,496.69,0.01857170486357063,1.1810149717330933,16.0,161,11.62,578,0.7862725955247879
1.8316655004024505,-0.004207255283399718,0.5352560147220267,7.0,1296000,490.39,0.022162015531212092,1.1775426113605498,16.0,162,11.42,577,0.7770311647653579
1.7220848095417023,-0.0037580523584620096,0.4818632830454604,7.0,1304000,494.42,0.01948186442255974,1.164654341340065,16.0,163,11.63,577,0.7959421151876449
1.7763839328289033,-0.004219199737999588,0.5321657769966126,7.0,1312000,488.34,0.020803606687113643,1.1729276859760285,16.0,164,11.39,577,0.7406677412986755
1.826725172996521,-0.0071206559627898965,0.5532633914895027,6.9,1320000,480.09,0.022337765502743422,1.1591229546070099,16.0,165,10.99,576,0.7968138921260833
1.6602683192491532,-0.0034535619406960904,0.4753948516906953,7.0,1328000,490.91,0.01821329687256366,1.1546443426609039,16.10000000000001,166,11.39,576,0.7765440058708191
1.74497509598732,-0.006996602001599968,0.4906966695933519,7.0,1336000,484.72,0.02017099273391068,1.1792284673452378,17.0,167,11.36,576,0.8001624101400375
1.7225992214679717,-0.002753962483475334,0.5186059782365341,7.0,1344000,479.43,0.019415231081657113,1.1851838254928588,17.0,168,11.52,576,0.7712831598520279
1.949224328994751,-0.0064661661921400085,0.5456451645927897,7.0,1352000,483.87,0.025630138479173184,1.1605130565166473,17.0,169,11.35,575,0.7614405900239944
1.831133495569229,-0.003957138178520836,0.5399006227665332,7.0,1360000,489.15,0.02201970849186182,1.1706156468391418,17.0,170,11.98,575,0.7855740928649902
1.7783392035961152,-0.000668008429929614,0.47671605436871417,7.0,1368000,488.17,0.02077709156088531,1.1973506569862367,17.0,171,12.19,575,0.7978232836723328
1.6126905304193497,-0.005268618547052029,0.4380291469657865,7.0,1376000,476.13,0.01740193825447932,1.2025797116756438,17.0,172,12.15,574,0.8315508800745011
