P09:episode_rewards,clip_fraction,fps,advantage_norm,P01:episode_rewards,PMM:episode_rewards,episode_length,frames,policy_loss,approx_kl_divergence,value_loss,grad_norm,epoch_idx,policy_entropy,explained_variance
200.0,0.6135986328125,482,15.96871782541275,25.0,133.92857142857142,322.4642857142857,10240,0.11796827928747007,6934.087257877813,1667964.3720729626,4429688.608503172,1,1.4246664974049388,-1.8049859952181577
292.5000000000002,0.255859375,382,15.968715691566468,25.0,150.83333333333334,330.3,20480,-0.0015514507846091873,0.003741183423971961,0.008760959708820338,0.10103874909721913,2,1.7774536468088626,8.195638656616212e-09
522.5000000000001,0.22333984375,426,15.968717581033706,25.0,178.2608695652174,330.3478260869565,30720,-0.0015537909221166046,0.0030600198792285482,0.010263513080190023,0.06281740939053689,3,1.7589629217982292,-1.9744038581848144e-08
502.5000000000002,0.21806640625,455,15.968717122077942,25.0,178.25,326.86,40960,-0.001329044250815059,0.003247690660214175,0.008988806465231392,0.05162781272532846,4,1.7766006723046304,-5.960464477539063e-09
360.0000000000009,0.2185302734375,472,15.968717777729035,47.50000000000001,180.25,325.26,51200,-0.0015586524463287788,0.002841703866573653,0.009606956576317317,0.05316685216507564,5,1.7818769007921218,2.3469328880310058e-08
300.0,0.2178955078125,482,15.968717390298844,25.0,152.0,325.71,61440,-0.0017198688863572897,0.002945222744557441,0.007962540067126156,0.052755051036641354,6,1.7751211374998093,0.0
300.0,0.202392578125,490,15.968717348575591,25.0,161.25,336.87,71680,-0.0017280228079471272,0.00285359581788498,0.008111532997008907,0.053510723691136755,7,1.7611969381570816,-1.3783574104309083e-08
275.0,0.2353515625,498,15.968717461824417,25.0,151.75,337.7,81920,-0.0015587306537781843,0.0032057180538345165,0.007931765849707516,0.05105789145181934,8,1.7819441355764867,-2.6077032089233397e-09
302.5000000000002,0.2103515625,502,15.968717807531357,25.0,171.75,341.94,92160,-0.001357682014349848,0.0026692872697424265,0.010559001262663514,0.05618451558172581,9,1.7696527667343616,-2.9802322387695314e-09
340.00000000000125,0.279736328125,507,15.968717688322068,47.50000000000001,186.25,343.33,102400,-0.0021935620770818787,0.004041809440059297,0.0102346810031122,0.054540160314340794,10,1.7737375766038894,-2.2724270820617674e-08
477.5000000000002,0.252490234375,510,15.96871509552002,47.50000000000001,205.75,342.07,112640,-0.00205530656130577,0.0035977333229539,0.007609333568285947,0.05219195576501726,11,1.778712097555399,-2.2351741790771484e-09
425.0,0.2150390625,511,15.968715596199036,25.0,178.75,331.13,122880,-0.0014897445391397924,0.003032745890533306,0.00657035587652075,0.0536629037267893,12,1.7729292578995228,1.1175870895385742e-09
402.5000000000002,0.2530029296875,513,15.968715512752533,0.0,155.75,321.2,133120,-0.0018870125313696917,0.0031711860472796614,0.007191724791900356,0.0513748064167894,13,1.779848163574934,2.644956111907959e-08
402.5000000000002,0.2991455078125,515,15.968717658519745,25.0,148.5,321.83,143360,-0.002297881575577776,0.0038701256866374933,0.009103724320539186,0.05540467791388204,14,1.7779342457652092,-2.9802322387695314e-09
402.5000000000002,0.237255859375,518,15.968717110157012,25.0,163.75,333.02,153600,-0.0018231833884783555,0.0031701726364985914,0.008041987779733972,0.05223207326625969,15,1.7780874446034431,-5.215406417846679e-09
402.5000000000002,0.2483154296875,520,15.968717867136002,50.0,178.75,342.0,163840,-0.0020990882210753627,0.0035431510637351947,0.010531410425028299,0.05426450581686983,16,1.776390304416418,-1.7508864402770997e-08
310.00000000000085,0.2631103515625,523,15.968717700242996,50.0,169.25,341.09,174080,-0.0019055241984460736,0.00369968980505746,0.008221871672708403,0.054925242607266875,17,1.7831856355071067,-1.0430812835693359e-08
377.5000000000002,0.2306884765625,522,15.96871721148491,50.0,170.25,338.85,184320,-0.0017270632721192668,0.0030047947877392287,0.007997995240020827,0.05275714184409218,18,1.7786912463605404,-7.078051567077636e-09
275.0,0.277392578125,525,15.968717521429062,25.0,138.75,329.89,194560,-0.0018128288313164376,0.0033470339873815647,0.007986176184977012,0.05355539818236208,19,1.7718064971268177,-1.0058283805847169e-08
225.0,0.256787109375,527,15.968716979026794,25.0,129.75,324.42,204800,-0.0023114113399060445,0.003319209324058647,0.00648282589891096,0.05014474413741869,20,1.7742086075246335,0.0
200.0,0.2328369140625,527,15.968716812133788,0.0,110.0,315.27,215040,-0.0015844144370930735,0.002901931890863807,0.006218366570004718,0.05153141346879396,21,1.776890432089567,-1.601874828338623e-08
402.5000000000002,0.179296875,527,15.968716716766357,0.0,141.5,318.33,225280,-0.0012547231461212504,0.0023977583079272335,0.008182353403606157,0.05152252800882754,22,1.7657976619899274,-2.6077032089233397e-09
452.50000000000017,0.20478515625,528,15.968717193603515,25.0,157.75,326.82,235520,-0.0019682827776705382,0.0028742806310333435,0.008295643381507034,0.05212929468258602,23,1.767662674188614,1.0058283805847169e-08
477.5000000000002,0.163720703125,527,15.968717628717423,25.0,187.25,338.12,245760,-0.001173093288889504,0.0022147011008939897,0.009437965647157398,0.052838992733601084,24,1.7745983369648457,-2.644956111907959e-08
