PMM:episode_rewards,avg_q_retraced,fps,rollout_prob_std,avg_q_selected,P01:episode_rewards,policy_gradient_loss,model_prob_std,advantage_norm,policy_gradient_bias_correction,policy_entropy,q_loss,policy_loss,epoch_idx,explained_variance,grad_norm,P09:episode_rewards,frames,episode_length
0.0,0.000552428075679542,384,0.010887371282125255,0.0005275364518233344,0.0,4.941170552364554e-05,0.0027818950477349396,0.011564863739791044,4.360052965511597e-08,2.196909598036418,1.4287076644174669e-05,4.945530782492109e-05,32,-11675796634.03098,0.00032509013222792576,0.0,230400,3324.3333333333335
0.0,0.0004766723716556231,382,0.009977566982608993,0.0004829010929863514,0.0,-9.116902882337493e-06,0.0027918695408891557,0.004687929775643589,1.619171943986004e-07,2.196907569242533,3.428551040493041e-07,-8.954985754693329e-06,33,-1469044264.470033,0.00015136470956573245,0.0,237600,3324.3333333333335
0.0,0.0003893540386539711,381,0.009969503130368327,0.0003991758196249577,0.0,-1.0130590705399501e-05,0.0027634119374305506,0.004538959879055784,-3.1494811057616353e-07,2.1969135840639233,3.3899781767355957e-07,-1.0445538863614853e-05,34,-inf,0.00015176676715941446,0.0,244800,3324.625
0.0,0.0002971726972937754,381,0.008279872599523515,0.0002985307048809426,0.0,-7.659002810354386e-06,0.0027195472077703067,0.0032691995843636083,-2.0383926915603718e-07,2.196924942296649,1.8286898141813642e-07,-7.862842108014745e-06,35,-inf,0.00010874663822102905,0.0,252000,3324.625
0.0,0.0003009544995764074,379,0.010718545466590618,0.00030002660746085603,0.0,-7.007703791393891e-06,0.002770224081142313,0.0035295511995063283,-2.1602108382017839e-07,2.1969138414298413,1.9287841688029933e-07,-7.223724863145978e-06,36,-1792.4787905260623,0.00011563963868279626,0.0,259200,3324.625
0.0,0.000295595421805008,378,0.008442177413368387,0.0002993223126403305,0.0,-7.093831880077324e-06,0.002976380348754997,0.004639943617065521,-3.7355383500215366e-08,2.1968652145540903,2.825372942857852e-07,-7.131187254222437e-06,37,-988.5738344285602,0.00014074348197247704,0.0,266400,3324.625
0.0,0.00026279389518335435,377,0.008920675402250947,0.0002678459295685768,0.0,-5.59097256524395e-06,0.0029143537012441324,0.0034073804063640507,-2.729540001454508e-07,2.1968805764434203,1.7776978249644642e-07,-5.863926530773753e-06,38,-64337436065.24927,0.00010397256492299379,0.0,273600,3324.625
0.0,0.0002724327667080995,376,0.008390860262633137,0.00027287678768446786,0.0,-5.568580686244325e-06,0.0030849478415379493,0.0043580810274678645,-1.6764255278944165e-07,2.196837965698125,2.8564274437904503e-07,-5.736223234088429e-06,39,-910.0258168724209,0.00013116542311182323,0.0,280800,3324.654761904762
0.0,0.0002140499590851553,376,0.008647630505511084,0.00021954285227351764,0.0,-4.070357832373821e-06,0.002985415906265034,0.0026634907088793403,-4.0529528134447823e-07,2.1968638394749354,1.3240988752769816e-07,-4.47565308048632e-06,40,-inf,7.987619841265789e-05,0.0,288000,3324.654761904762
0.0,-0.0004392262729285088,376,0.007870556734675176,-0.000412547133156396,0.0,-4.2318791712893646e-05,0.0027873710144492954,0.009569311997091962,4.679326219213348e-07,2.196910788168295,1.4032327628372495e-05,-4.1850860483389804e-05,41,-223.2783554334068,0.00023492996554038355,0.0,295200,3324.654761904762
0.0,-0.00042733718876820237,376,0.008525889236276733,-0.0004325768729569742,0.0,9.665805139886761e-06,0.0028751697744305673,0.003222663793873387,2.433716148622865e-07,2.1968906260009797,1.5502699948883375e-07,9.90917674516687e-06,42,-inf,9.482382913340429e-05,0.0,302400,3324.654761904762
0.0,-0.0003730462280394037,375,0.009971147014583317,-0.0003783648951067965,0.0,8.254439325927492e-06,0.0029334396240547813,0.003489491167992027,6.445900948760466e-08,2.1968771843525468,1.7413610324608535e-07,8.318898345122204e-06,43,-inf,0.00010118101858867337,0.0,309600,3324.654761904762
0.0,-0.0003283464312213861,375,0.00810187050559011,-0.0003261151991853058,0.0,7.063343346634572e-06,0.002979300681895222,0.0033314074968926895,1.6245413000054179e-07,2.196865342959525,1.7631336482913056e-07,7.225797440353308e-06,44,-inf,9.813382457511559e-05,0.0,316800,3324.654761904762
0.0,-0.0003470339720557344,375,0.008572126919170841,-0.0003482247604003373,0.0,8.119381027191784e-06,0.0030309581781445545,0.00311651214544601,1.9625617478677725e-07,2.19685296939479,1.649478890294192e-07,8.315637206343645e-06,45,-17364002817.09769,9.135355795696064e-05,0.0,324000,3324.5208333333335
0.0,-0.0003512965935267318,373,0.0077360070387527315,-0.0003551689022493693,0.0,7.932423651017214e-06,0.0030134092494549735,0.002380179127913069,-1.3215694634676044e-08,2.196858279853271,9.08635307836755e-08,7.91920795714435e-06,46,-42813643355.53594,7.037167836534852e-05,0.0,331200,3324.5208333333335
0.0,-0.0003262403094222897,373,0.007993960789578508,-0.0003298815605843889,0.0,6.404415498397482e-06,0.003070253525825498,0.0024225715011419067,-4.4734441928540003e-10,2.196844465619042,9.572423286054376e-08,6.403968159996486e-06,47,-33787048196.690598,7.363536787249742e-05,0.0,338400,3324.5208333333335
0.0,-0.00025191592061587256,372,0.006712791147939343,-0.0002558372184271489,0.0,5.603846246959478e-06,0.0031646510321590255,0.0029395894550236254,6.305159418921432e-08,2.196820754043009,1.2302985534484828e-07,5.6668978508735395e-06,48,-inf,8.235977520376091e-05,0.0,345600,3324.5208333333335
0.0,-0.0002177100566970896,372,0.00965603097930499,-0.00022342306577128414,0.0,5.396458000323574e-06,0.003251587686568705,0.0023156373099178992,1.0707588470968174e-07,2.1967986396948493,8.883616605971182e-08,5.503533877341877e-06,49,-inf,6.559732705490878e-05,0.0,352800,3324.5208333333335
0.0,-0.00015733604565534666,371,0.008769581994995298,-0.00016293679966093035,0.0,3.169817132981535e-06,0.003349484005593694,0.0033062935035784564,9.831710577925254e-08,2.196771978688618,1.4662439580356624e-07,3.2681342381575655e-06,50,-12985.795238832025,9.114125038440955e-05,0.0,360000,3324.82
0.0,-0.00017721745866067798,371,0.007293575132855771,-0.00017644011313167678,0.0,3.595424323400096e-06,0.0033283690715864025,0.0021598683322052855,2.0733973543931538e-07,2.1967778973604632,8.073513701475109e-08,3.8027640458295012e-06,51,-inf,6.270315150854484e-05,0.0,367200,3324.82
0.0,-0.00037308088426802965,370,0.007646602170918231,-0.00035497472834716847,0.0,-3.5007063601570935e-05,0.003526699520803362,0.00806895215609676,2.531961513447905e-07,2.196722796480492,1.1678354946182783e-05,-3.475386975679389e-05,52,-1634833965.93892,0.0001773248685815505,0.0,374400,3324.82
0.0,-0.0004675844486044577,370,0.007729764263578026,-0.00047122978569450667,0.0,1.0410673552999598e-05,0.003688345089454386,0.00233363719212643,1.843203062950484e-07,2.1966765260444117,9.373060180966673e-08,1.0594993812217596e-05,53,-108478030035.82256,6.989315256046517e-05,0.0,381600,3324.82
0.0,-0.00043241813321531346,369,0.00799477537392661,-0.0004377621763290205,0.0,9.74402731573704e-06,0.00375293032207992,0.002813109238330591,9.497305194615016e-08,2.1966573619274863,1.181969397275602e-07,9.83900041667709e-06,54,-1585712897.7462497,7.824297601772011e-05,0.0,388800,3324.82
0.0,-0.0003989594475396665,369,0.007316142144919712,-0.00040323687522253573,0.0,8.685463590470902e-06,0.0038278685745945767,0.0027173399909819615,8.670886765750642e-08,2.1966343404849367,1.1594189609629719e-07,8.772172423148066e-06,55,-10652655171.831738,7.811847515853443e-05,0.0,396000,3324.82
0.0,-0.0003938300538238182,368,0.007603493607303436,-0.0003932588647477781,0.0,9.13013256877551e-06,0.0038912015236613902,0.0029500718276554098,1.505062304273481e-07,2.1966143942034093,1.5670002318582087e-07,9.28063877707532e-06,56,-inf,8.42699857908281e-05,0.0,403200,3324.99
0.0,-0.00037210148586411143,368,0.006675684286765606,-0.0003771774733618331,0.0,9.450656491371511e-06,0.0038778272834754297,0.0021211272429605917,-2.6133986226442277e-08,2.1966190662838163,7.804406377516879e-08,9.424522507250755e-06,57,-inf,6.272293174434987e-05,0.0,410400,3324.99
0.0,-0.00019386079491119917,368,0.006568247828603027,-0.00023847140114731873,0.0,0.00011072052056103634,0.0037659936503780674,0.013203564165135807,-6.236697468931079e-07,2.1966523684269537,2.3258570690970196e-05,0.00011009685268984364,58,-19644489697782.484,0.00026107446520256666,0.0,417600,3324.99
0.0,-4.641419845503903e-05,367,0.007339027694105565,-4.7632340387962067e-05,0.0,7.542248398955321e-07,0.003583533514547285,0.0023874163137071404,-1.2976533937524934e-07,2.1967070747304844,7.715065412713822e-08,6.244594935435002e-07,59,-378653138796.02136,6.308003676813129e-05,0.0,424800,3324.99
0.0,-2.747396974654451e-05,367,0.007412606308439367,-2.740390440165479e-05,0.0,5.066212623354152e-07,0.0035696788352979447,0.002041605681458775,3.727455776806467e-08,2.1967110447309635,6.879306728167132e-08,5.438958420989716e-07,60,-inf,5.484708179816625e-05,0.0,432000,3324.99
0.0,-1.6265957240003745e-05,366,0.007500702100708226,-1.4486349925819774e-05,0.0,1.512192463087663e-07,0.0036280125273514684,0.002782848706217813,-7.620152675741273e-08,2.196693650233224,1.220159322953152e-07,7.501772594117621e-08,61,-273841690192.03632,7.392090951028281e-05,0.0,439200,3324.97
0.0,-5.689814741610158e-05,365,0.006612671570425543,-5.588504046150537e-05,0.0,1.8137674265511702e-06,0.003633538576692378,0.001827464493829262,4.823528547380238e-08,2.1966924542188644,5.540808681605213e-08,1.862002701003007e-06,62,-861234151028.7773,4.840209100531276e-05,0.0,446400,3324.97
0.0,-9.413334344427556e-05,365,0.0068523355929868395,-9.551496403825391e-05,0.0,1.6947218369154817e-06,0.0036914534863668478,0.001950760612698653,2.7817417804078028e-08,2.1966753453300116,6.009526062424385e-08,1.7225392632404973e-06,63,-97645368554.36855,5.415523656615648e-05,0.0,453600,3324.97
0.0,-7.822386900659781e-05,365,0.008327527579043932,-7.865407699069143e-05,0.0,1.4850608113072887e-06,0.0037313874313027588,0.0018615576416009894,1.597150920706716e-09,2.1966634646200003,5.5993385239390064e-08,1.4866579717659213e-06,64,-inf,4.949851383629664e-05,0.0,460800,3324.97
0.0,-6.572838468997438e-05,365,0.007370970872321373,-6.642924352881193e-05,0.0,1.2500756795374164e-06,0.003759604909604479,0.0022570289456461255,-4.796505423448571e-08,2.196654924318273,7.31310765421066e-08,1.2021106384986042e-06,65,-inf,5.7197713908313936e-05,0.0,468000,3324.97
0.0,-5.975689823846176e-05,364,0.00606849324956928,-6.026161904410328e-05,0.0,1.1972822322029121e-06,0.0037608408669678726,0.002079652709322285,-1.2496117866067289e-08,2.196654422339939,6.054698277962065e-08,1.1847861109947823e-06,66,-inf,5.303282814491634e-05,0.0,475200,3324.97
0.0,-3.2031064649083815e-05,364,0.006684664730562171,-3.0526287809335865e-05,0.0,7.065113438762488e-07,0.0038403783671479732,0.002492272990489854,-4.943620348663142e-08,2.196629833676541,1.0824555335655765e-07,6.570751398208169e-07,67,-inf,6.563850661888985e-05,0.0,482400,3325.06
