episode_length,P09:episode_rewards,value_loss,P01:episode_rewards,epoch_idx,policy_loss,explained_variance,frames,fps,grad_norm,policy_entropy,PMM:episode_rewards,advantage_norm
1195.85,103.0,0.08232994202990085,31.700000000000003,362,-0.014786907348898239,0.5490862119197846,2896000,330,1.1512046777714808,0.9930107003450394,65.51,2.712879272699356
1188.31,103.0,0.04787111828569323,32.6,363,-0.018052734034281457,0.6363900035619736,2904000,330,0.9049676877293784,1.0034517788887023,65.53,2.468121590614319
1191.17,100.30000000000003,0.04349208656232804,32.6,364,-0.010480233738635434,0.6542477452754974,2912000,330,0.7862276304205256,0.9905850756168365,66.45,2.3152672100067138
1190.77,103.30000000000003,0.05858498799614608,32.6,365,-0.02662689829187002,0.6101158428192138,2920000,330,0.9929635384704046,1.0083100062608719,67.18,2.71267299413681
1192.87,106.0,0.03818815500941128,32.6,366,-0.009941802477114833,0.7041287469863892,2928000,330,0.9502980080966938,0.9759921753406524,68.32,2.157447344660759
1199.21,112.20000000000002,0.07026677410583942,32.6,367,-0.012520790552953258,0.6886175942420959,2936000,330,1.6459199041681791,1.0036828249692917,71.31,2.600194844007492
1136.23,106.60000000000005,0.06343740636482835,23.8,368,-0.027883885571500285,0.103887540102005,2944000,330,1.2077590895874437,1.0558167731761932,66.35,2.7692524123191835
1136.23,106.60000000000005,0.026570184521842746,23.8,369,-0.006040733677509707,0.7252382618188858,2952000,330,0.5890859642007038,1.0258046859502792,66.35,1.7762329256534577
1091.91,106.60000000000005,0.08520309651270509,22.0,370,-0.02148036873200908,0.709698651432991,2960000,330,1.6949285273743968,1.0570809829235077,63.82,2.6335300958156584
1053.1,105.10000000000001,0.042100558732636274,21.9,371,-0.020765805242263013,0.23149843275547027,2968000,330,0.8365806848751332,1.0994140356779099,60.12,2.1673614132404326
601.62,66.10000000000001,0.026020609258848706,0.0,372,0.005288190482824575,-1.5639075642824174,2976000,330,0.7062553672385988,1.2652891418337822,28.49,1.7341537329554557
582.93,65.10000000000001,0.032950236569158735,0.0,373,-0.007742113722197246,0.7348287767171859,2984000,330,0.6894506867265737,1.0586741989850998,27.25,2.022168099284172
539.77,41.10000000000001,0.051961539946496486,0.0,374,-0.013078801908995956,0.7479376637935639,2992000,330,1.4215120873912586,1.0238373827934266,20.27,2.537323154211044
565.2,48.20000000000002,0.031228224327787758,0.0,375,-0.0081886142649455,0.6556762039661408,3000000,329,0.7141218006785479,1.0266139274835586,23.62,1.9647966200113296
584.26,56.20000000000002,0.05312893046531826,0.0,376,-0.025453356407233514,0.5000861471891404,3008000,329,1.1944714674431436,1.0618114352226258,24.74,2.6038521301746367
574.91,58.20000000000002,0.03158858529524878,0.0,377,-0.01271626388130244,0.7015961885452271,3016000,329,0.6183778821941835,1.0505131232738494,24.57,1.9196647185087203
580.78,53.300000000000026,0.04482240349985659,0.0,378,-0.014574327651444037,0.6638800871372222,3024000,329,0.796015324194689,1.0631788343191146,22.43,2.3884488099813463
619.33,74.20000000000002,0.04410516448086128,0.0,379,-0.011305345798609779,0.6359708625078201,3032000,329,0.7799337225138587,1.0593012845516205,26.82,2.346302745938301
646.45,76.10000000000001,0.045650408584624526,0.0,380,-0.028223754626815208,0.7036405527591705,3040000,329,0.9015724737634305,1.0720194071531295,29.21,2.3752949887514117
733.47,78.20000000000002,0.043016735082492236,0.0,381,-0.018222499655676076,0.6433312630653382,3048000,329,0.8778502485458622,1.0149056273698807,34.59,2.3058484208583834
755.88,78.20000000000002,0.03876045280136168,0.0,382,-0.0121486203558743,0.6251806563138962,3056000,329,0.7373634575499385,1.00368024289608,35.91,2.1460631704330444
870.49,85.40000000000003,0.048401463088812303,1.0,383,-0.016198659227229656,-0.8994907909631729,3064000,329,0.8641084437188562,1.1876167887449265,42.87,2.276214834600687
843.74,85.40000000000003,0.03501938459929079,1.0,384,-0.013792594915830705,0.6981486260890961,3072000,329,0.8437097307707897,1.0536892360448837,41.41,2.058054962158203
834.63,80.50000000000004,0.03750214105471969,1.0,385,-0.01324768080143258,0.6831623244285584,3080000,329,0.7969755607603831,1.0356709951162337,38.51,2.167312414050102
835.23,85.10000000000001,0.05763214982580393,1.0,386,-0.010877832720871084,0.6389801961183548,3088000,329,1.6217795557773165,0.9517222505807876,41.01,2.6096409314870836
861.91,86.30000000000003,0.043681311500258745,1.0,387,-0.00890627534245141,0.6925359964370728,3096000,329,0.9518992716579495,0.982742315530777,44.11,2.3041154736280443
886.25,89.10000000000001,0.046392556866630914,1.0,388,-0.01945628250221489,0.6787570589780807,3104000,329,0.8380124563572369,1.0438512629270553,46.37,2.3076198220252992
945.32,96.20000000000002,0.04613218680024147,1.0,389,-0.012125200608279556,0.6970307296514511,3112000,329,1.0072092324244317,1.0178373754024506,53.07,2.4095312821865082
957.56,98.0,0.051570117408409714,1.0,390,-0.0078017011745396304,0.6822117304801941,3120000,329,1.1218270188075319,0.9922822153568268,55.11,2.5067727947235108
957.41,98.0,0.04020413517253473,1.0,391,-0.01660165039822459,0.6778264546394348,3128000,329,0.7546020811835333,1.0326766794919968,54.89,2.245743805170059
971.48,103.10000000000001,0.05078875285573304,1.0,392,-0.025357967372983695,0.6813939166069031,3136000,329,0.8440751320498908,1.01135000705719,55.93,2.4377155143022535
897.9,103.10000000000001,0.0467021386185661,0.0,393,-0.022675054895516952,-1.399461852312088,3144000,329,0.9107950239033654,1.1086375653743743,50.56,2.321122373640537
880.94,103.10000000000001,0.025308559958357364,0.0,394,-0.0016051405116377282,0.6487829756736755,3152000,329,0.6785564618486561,1.082746701836586,49.8,1.794500448703766
901.99,103.10000000000001,0.04207141539780423,0.0,395,-0.018304910226725042,0.7016163796186448,3160000,329,0.7646605237807266,1.0434162431955338,50.72,2.1922306740283966
992.34,103.10000000000001,0.03631329095922411,0.0,396,-0.019958905281382614,0.7113649445772171,3168000,329,0.7174496162049998,1.0851187801361084,55.32,2.1041071516275407
1033.25,103.10000000000001,0.03787575677968562,0.0,397,-0.01371086725317582,0.7037404680252075,3176000,329,0.7018310365962895,1.074317252635956,57.33,2.0909413105249404
1098.82,104.10000000000001,0.04922290881164372,1.0,398,-0.013339125795318978,0.6327363628149033,3184000,329,0.8212948800752568,1.0252301681041718,62.25,2.477281900048256
1098.32,113.20000000000002,0.05977702267933637,1.0,399,-0.03049618999590166,0.6819375467300415,3192000,329,1.0422190693311053,1.016196652650833,64.47,2.55379799246788
1085.77,113.20000000000002,0.04220290892757475,1.0,400,-0.010937128000077791,0.6344701570272445,3200000,329,0.8558777061192941,1.0145380026102067,63.34,2.263151627779007
1076.23,113.20000000000002,0.0542070486349985,1.0,401,-0.012094276425632416,0.6717851006984711,3208000,329,0.8989295093156346,1.086337839961052,63.05,2.563621614575386
1072.97,107.60000000000005,0.038538605256471785,1.0,402,-0.0124865595488518,0.6627530801296234,3216000,329,0.7309833669203806,1.0781032198667526,61.32,2.1509361696243285
1056.28,113.20000000000002,0.0459125609556213,1.0,403,-0.014895683757495136,0.6552604991197586,3224000,329,0.7562278416161783,1.0720011228322983,60.58,2.3392564415931703
1061.62,113.70000000000006,0.044080447405576706,1.0,404,-0.008233685279192287,0.7052988708019257,3232000,329,0.8577389528719462,1.0550683629512787,61.41,2.300038379430771
1052.63,111.20000000000002,0.04229143733158708,1.0,405,-0.013965455652796664,0.667382817864418,3240000,329,0.7683964742201829,1.0629493963718415,60.89,2.270486658215523
1050.44,107.40000000000003,0.05550722108688205,0.9000000000000004,406,-0.01516315690940246,0.18211253941059113,3248000,329,1.0396081522007123,1.0217593441158532,61.38,2.5307909625768663
1052.57,107.40000000000003,0.03069636281579733,2.8000000000000007,407,-0.008335518454696284,0.7249142354726792,3256000,329,0.5734672313270484,1.0474235612154006,61.2,1.9380878281593323
1094.85,111.30000000000003,0.05146306497976184,20.6,408,-0.014646131366607733,0.6859244006872177,3264000,329,0.8750626763012731,1.0420698016881942,64.73,2.4717206889390946
1177.17,114.30000000000003,0.04630610375432297,27.8,409,-0.014543464318849146,0.7250697636604309,3272000,329,0.8716389379026537,1.0383473747968675,71.26,2.267716924548149
1209.79,117.30000000000003,0.05354472662322223,31.8,410,-0.021906393979443238,0.5696222919225693,3280000,329,0.9657856826251644,1.061608502268791,74.51,2.613691764473915
1199.64,117.30000000000003,0.044362683817744254,31.8,411,-0.009760781602235511,0.7196005988121033,3288000,329,0.9249621624411425,1.0454719829559327,74.29,2.3514181208610534
1204.69,131.20000000000002,0.040305791336577385,34.7,412,-0.017954683305506477,0.6977525901794434,3296000,329,0.7198491779726798,1.0380226910114287,77.35,2.188398199081421
1206.37,131.20000000000002,0.05615521185100079,34.7,413,-0.018794075800979044,0.6668345040082931,3304000,329,0.8766459949863704,1.0317586529254914,77.94,2.624481515288353
1216.21,131.20000000000002,0.040759689195547254,31.8,414,-0.008556996945117135,0.6739171135425568,3312000,329,0.7432879427268537,1.032807548046112,77.08,2.1601901310682297
1224.78,120.0,0.07429747601272538,35.6,415,-0.011622434439486825,0.6919727325439453,3320000,329,0.9853917375392285,1.0300529992580414,76.86,2.759394412636757
1217.56,133.40000000000003,0.10166801669634878,32.0,416,-0.02198580216863775,0.6737145709991456,3328000,329,2.000387363263044,1.0785347723960876,79.32,3.12183542072773
1214.57,137.80000000000007,0.42160468267276885,31.8,417,-0.014132237086305394,0.6394208890199661,3336000,329,4.886287209346041,1.0659006518125533,79.95,3.942255409359932
1211.09,146.0,0.06678943219128997,31.8,418,-0.017463265647820664,0.6110258650779724,3344000,329,1.0013289899651416,1.0384629684686661,82.15,2.722198095917702
1208.68,146.0,0.0634580449666828,31.8,419,-0.022863814812153577,0.5983760476112365,3352000,329,0.9367440158606135,1.0316324788331985,81.9,2.703053945302963
1207.03,148.50000000000023,0.03600493231089786,31.8,420,-0.011435252426890656,0.7138017761707306,3360000,329,0.6903517928875672,1.0319391810894012,83.48,1.9894041782617569
1215.01,173.20000000000022,0.07255192225798965,31.8,421,-0.010046857297420502,0.6459504729509353,3368000,329,1.135078243078198,1.0337755328416824,86.12,2.9022698324918745
1253.07,173.20000000000022,0.05474085400812328,36.0,422,-0.023727016700431706,0.6439861559867859,3376000,329,1.0094208949547645,1.0376644772291184,91.19,2.593232143521309
1287.25,173.20000000000022,0.04666509784758091,46.5,423,-0.011094178941566496,0.661385459303856,3384000,329,0.8111051029334249,1.0463149225711823,94.89,2.3374944072961807
1293.97,193.3,0.09645958919543773,47.0,424,-0.022513943515077697,0.6779226046800614,3392000,329,1.2898976260786517,1.0361400872468949,98.14,3.30573254942894
1297.68,196.9000000000001,0.09021453985013067,47.0,425,-0.015313330059652798,0.6609985876083374,3400000,329,1.3554749016586378,1.0248730504512786,101.53,3.1943594145774843
1305.97,213.1,0.07897195916157215,50.7,426,-0.01140858584723901,0.6768852108716965,3408000,329,1.3403420419157288,1.0227895367145539,109.27,3.1340012669563295
1315.86,213.1,0.04887359945569188,50.7,427,-0.025432641279883227,0.6128947740793228,3416000,329,0.8831059093303878,1.034484503865242,109.07,2.4001561492681502
1214.85,213.1,0.042187486519105734,24.200000000000003,428,-0.009017882060143166,0.307823543548584,3424000,329,1.1837856204475468,1.0742293676733972,99.38,2.390167361497879
1095.06,199.60000000000008,0.03313086434733123,14.8,429,-0.016387478945052863,0.4871635776758194,3432000,329,0.9133257556566831,1.079208442568779,84.28,2.009768691062927
1081.33,199.60000000000008,0.03126250173896551,12.8,430,-0.0018199458357412367,0.6904731351137161,3440000,329,0.8389342423140773,1.104445680975914,81.78,1.9498334056138993
1058.73,190.00000000000006,0.0318270304100588,12.8,431,-0.011489564511284698,0.6765288048982621,3448000,329,0.6542546982085001,1.0839719891548156,76.28,1.940684094429016
1054.91,171.00000000000017,0.05418133900035173,12.8,432,-0.029063169737928548,0.64997154712677,3456000,329,0.8911102506555919,1.0472498697042465,74.63,2.4375273382663725
1044.02,168.10000000000002,0.05203275048173964,12.8,433,-0.015027429535402917,0.6508293896913528,3464000,329,0.845444465257295,1.0311017668247222,72.2,2.506832956671715
1040.37,154.5000000000001,0.03793433442013338,12.8,434,-0.005005314938280207,0.621205113530159,3472000,328,0.7249607733617105,1.0411161464452743,70.31,2.1577590537071227
1038.43,171.00000000000017,0.08214861239306628,12.8,435,-0.023329677277652082,0.6005925875902176,3480000,328,1.2041935235574728,1.0315189951658248,71.54,2.9666974782943725
1052.07,189.90000000000006,0.05088926010765135,12.8,436,-0.0197022537511657,0.6404784941673278,3488000,328,0.9067090803938469,1.0344785165786743,74.56,2.4292725360393526
1060.37,199.40000000000003,0.09583346208091825,12.8,437,-0.020428381951293203,0.686487123966217,3496000,328,1.5823575548537665,1.0372921764850616,77.57,3.372832669019699
1057.22,184.50000000000014,0.06197632170747966,12.8,438,-0.015782240942207863,0.7330414628982544,3504000,328,1.3520915769597814,1.0390936201810836,73.34,2.803607393503189
1055.81,147.0,0.04418485983740538,12.8,439,-0.020236786458845017,0.6449046093225479,3512000,328,0.8659556843603883,1.0451167064905167,71.75,2.3367443680763245
1050.33,150.6000000000003,0.09292843773029745,12.8,440,-0.015592350881779566,0.6808302873373031,3520000,328,1.3058840220760857,0.9875739282369613,71.67,3.0243674868345263
1072.88,153.3000000000003,0.059482023646123705,12.8,441,-0.015162017733673564,0.6404671221971512,3528000,328,0.8413023219328575,1.0523521429300309,76.1,2.5482115775346754
1121.08,184.50000000000014,0.06409477006178349,15.9,442,-0.022489551866892724,0.6724889200925827,3536000,328,0.993505543337022,1.0387938034534454,82.56,2.7541418898105623
1141.49,198.50000000000006,0.05543524629436433,17.8,443,-0.018083299419377,0.7144850134849549,3544000,328,0.9742695898511451,1.0290515846014023,87.15,2.6236946314573286
1196.64,198.50000000000006,0.04235209677834064,22.900000000000002,444,-0.015806579757481815,0.6428940916061401,3552000,328,0.8946360694485791,0.9753224676847458,93.05,2.2666567504405974
1236.3,198.50000000000006,0.06605605996679514,29.8,445,-0.019144702548073836,0.6459539783000946,3560000,328,1.1394977627336582,0.9888265717029572,97.11,2.6804227662086486
1304.55,203.50000000000006,0.13652610403019935,38.800000000000004,446,-0.015166772700613364,0.6469438242912292,3568000,328,1.4653523815326568,0.9769316267967224,106.0,3.2383643770217896
1320.89,203.50000000000006,0.06690424463246018,43.9,447,-0.017393807493208444,0.6988038921356201,3576000,328,1.1000523675698692,0.9981675297021866,108.83,2.7342409193515778
1347.97,216.20000000000002,0.08564859637990593,53.900000000000006,448,-0.022672810686635785,0.6768721461296081,3584000,328,1.42613955115228,1.022860231399536,117.69,3.178897024393082
1345.92,233.40000000000012,0.05121109421364963,53.900000000000006,449,-0.022662704525282608,0.6513765597343445,3592000,328,0.8662716730774028,1.002458855509758,120.27,2.3292334514856337
1349.94,233.40000000000012,0.05674328213790432,54.900000000000006,450,-0.010061477090057452,0.6973638784885406,3600000,328,0.8907148687323179,0.9538136047124862,120.67,2.5666226905584337
1358.54,246.50000000000006,0.0614164888067171,54.900000000000006,451,-0.012023797592410118,0.6405864775180816,3608000,328,0.9030635380973426,0.9568232762813568,123.63,2.5771725142002104
1365.5,233.90000000000015,0.08640930403489619,55.9,452,-0.026767656478332357,0.6472931379079818,3616000,328,1.197782281103719,0.956858628988266,124.76,2.981203474998474
1356.31,232.0,0.05875901815481484,55.9,453,-0.0240230194866308,0.6780542290210724,3624000,328,1.0448470742050102,0.9506614881753922,124.04,2.6777360218763353
1360.64,228.40000000000003,0.06532580965664238,55.9,454,-0.022839264276553875,0.6603755170106888,3632000,328,1.1869566246466297,0.9653417313098908,120.52,2.77795428276062
1366.99,219.00000000000009,0.04367408962920308,54.800000000000004,455,-0.007593454634770751,0.634810054898262,3640000,328,0.837936698903608,0.9469372683763504,119.1,2.2720460575819015
1365.76,228.40000000000003,0.05376444869674742,56.9,456,-0.010973403854295611,0.6663659173250198,3648000,328,0.935954781777934,1.0001063233613967,120.68,2.3658305329084395
1369.75,228.40000000000003,0.08908582638483495,60.6,457,-0.006192466611973941,0.7869037932157517,3656000,328,1.4665218409905063,1.0090582519769669,121.78,3.1762298917770386
1375.85,228.40000000000003,0.0951275345729664,55.7,458,-0.02096985586732444,0.567550351023674,3664000,328,1.4033769278046615,1.0387176144123078,122.77,3.41329386472702
1375.21,233.2000000000001,0.053614300237968565,55.7,459,-0.016128096549655312,0.717328605055809,3672000,328,0.9497410584176365,1.0283967345952987,125.4,2.4937139159440993
1368.68,232.0,0.05038369857706129,53.0,460,-0.016354295751807513,0.6468088936805725,3680000,328,0.8652475976960445,1.0407658463716507,122.74,2.460666512846947
1368.06,233.2000000000001,0.06828487628139555,53.0,461,-0.013167775942711159,0.7229696643352509,3688000,328,0.9389578573135313,1.0670925629138948,124.9,2.801108074784279
1383.64,233.2000000000001,0.04205552213825285,53.900000000000006,462,-0.012205319935674197,0.6818948185443878,3696000,328,0.6885572824015675,1.0721563857793808,126.73,2.175594766139984
1379.05,232.0,0.06483811484184115,53.900000000000006,463,-0.01803548483971099,0.6486535948514939,3704000,328,0.9977142302125859,1.0185214960575104,124.82,2.764392394423485
1385.64,233.2000000000001,0.08129594050347805,53.0,464,-0.011208892801078037,0.520926051735878,3712000,328,1.1932355915338135,1.0240115159749985,125.85,2.9822786450386047
1387.93,232.0,0.04960906181950122,53.900000000000006,465,-0.01428964902224834,0.6696736592054368,3720000,328,0.8177901521622567,1.0449549037218093,124.76,2.325338162779808
1393.92,228.40000000000003,0.07987060490529985,61.0,466,-0.017649967083707453,0.6394703513383866,3728000,328,1.1320260489190184,1.0282083427906037,124.43,3.0348919105529784
1394.68,224.40000000000003,0.03871323796687648,61.0,467,-0.010706724387709983,0.7723000919818879,3736000,328,0.7217558593215068,1.0280309987068177,124.83,2.185407816171646
1396.19,220.40000000000003,0.047325167388189586,60.3,468,-0.012635137859324458,0.6887966877222061,3744000,328,0.7989593250032123,1.0513454812765122,124.04,2.304779872894287
1394.87,218.20000000000002,0.06691418214701116,60.3,469,-0.03369864388834685,0.6538628250360489,3752000,328,0.924341739533478,1.0660544741153717,122.25,2.791487138867378
1404.74,224.10000000000002,0.16093339402228593,60.3,470,-0.012565837481524796,0.7359620106220245,3760000,328,1.5573632477385488,0.9893700581789017,126.23,3.137008932232857
1406.12,224.10000000000002,0.047727810638025406,60.3,471,-0.017640826395218027,0.6961610263586044,3768000,328,0.7540006952157785,1.05553706407547,126.22,2.3431185364723204
1421.52,226.40000000000003,0.08144098544493318,61.0,472,-0.023752848483854904,0.6938550633192062,3776000,328,1.3040656809014999,1.0122382867336273,130.9,3.0278301441669466
1419.62,231.00000000000009,0.0680428728973493,63.9,473,-0.024022679657209663,0.6757331502437591,3784000,328,1.115427312498899,1.0181993854045868,132.41,2.7672882521152498
1418.51,226.40000000000003,0.056008666167035696,63.9,474,-0.014696634609863394,0.6740315812826156,3792000,328,0.7725079816598831,1.0375717633962631,131.95,2.4371756607294084
1414.64,231.00000000000009,0.07326293633319438,63.9,475,-0.014710288990172557,0.7595768082141876,3800000,328,1.3050091250646025,1.0455896580219268,131.22,2.9944004040956496
1417.07,240.20000000000002,0.06928778551286087,63.9,476,-0.012642241665453184,0.7644781464338303,3808000,328,1.1655888674070876,1.02043918967247,130.93,2.8510435646772385
1417.35,240.20000000000002,0.05593563260510564,63.9,477,-0.014686992386759811,0.7427768260240555,3816000,328,0.9524628491228655,1.0509147030115127,132.08,2.4149105125665664
1419.18,240.20000000000002,0.05551700355485081,63.9,478,-0.012967115327337525,0.6040982270240783,3824000,328,0.9732978811048071,1.044314728975296,132.31,2.6080284333229065
1408.4,231.00000000000009,0.10781198126263916,64.9,479,-0.02632253056857735,0.6724393403530121,3832000,328,1.4781635825423083,1.0296009755134583,132.64,3.3542768967151644
1411.26,231.00000000000009,0.03806037985952571,64.9,480,-0.00883714894815057,0.7168602055311203,3840000,328,0.791332315910584,1.0416008085012436,132.24,2.0188260966539384
1414.46,226.40000000000003,0.05783369247801602,66.8,481,-0.01328734738228377,0.7022138839960098,3848000,328,1.085840075857155,1.0486127483844756,131.39,2.580067129135132
1424.09,231.00000000000009,0.07664193090982735,64.9,482,-0.016156882537470666,0.7747208762168885,3856000,328,1.2797913449977798,1.0164939337968826,132.46,2.8929772090911867
1424.91,231.00000000000009,0.06869834426324814,64.9,483,-0.014268273196958035,0.7225461226701736,3864000,328,1.1027440118029908,1.0253608763217925,134.82,2.69103266954422
1415.05,231.00000000000009,0.03904213049914688,63.0,484,-0.015920116946799682,0.6868825644254685,3872000,328,0.9548947731276936,1.041847385764122,133.65,2.1197527259588242
1424.42,240.20000000000002,0.08493554916232825,63.9,485,-0.007773447644431144,0.7568379753828048,3880000,328,1.297716868921019,1.0098983067274094,134.8,2.980779001712799
1417.15,240.20000000000002,0.03940897239372134,63.0,486,-0.011935064736171626,0.6928685808181763,3888000,328,0.6530142552276782,1.053368782401085,133.79,2.0935770583152773
1402.86,240.20000000000002,0.1053584236651659,62.800000000000004,487,-0.01753866851213388,0.5929268354177475,3896000,328,1.6253561631551205,1.033707263469696,133.42,3.3253113263845444
1400.74,242.60000000000005,0.12071658283006399,61.0,488,-0.01080935133737512,0.7137865662574768,3904000,328,1.861005373196271,1.0230213022232055,132.55,3.516251083612442
1398.28,248.3,0.05382899280637503,56.9,489,-0.02117142312810756,0.6195266878604889,3912000,328,0.9351093908176233,1.035809931755066,131.87,2.5092469745874406
1409.03,251.80000000000007,0.10179253329988569,56.9,490,-0.016590921513270587,0.7054640215635299,3920000,328,1.5769229392551682,1.0404313749074936,134.07,3.407860029935837
1407.03,259.40000000000003,0.11903255478478968,60.6,491,-0.02254601996159181,0.6932806366682053,3928000,328,1.9448283400650361,0.9882317388057709,136.13,3.891999318599701
1403.4,265.40000000000003,0.06729053451213986,56.0,492,-0.01281736942823045,0.6228133183717728,3936000,328,1.1812652163991826,0.9806913614273072,138.15,2.84373441696167
1419.14,263.6000000000001,0.08714137564878911,56.9,493,-0.02517432523498428,0.6448677557706833,3944000,328,1.3623856177651827,1.0289037477970124,140.17,3.1116157859563827
1420.72,259.40000000000003,0.060765348142012954,56.9,494,-0.015570168808335439,0.6641864675283432,3952000,328,1.0418491215329166,1.0713830000162126,137.73,2.7295052933692934
1422.43,259.40000000000003,0.043621917131822556,56.0,495,-0.021251167274967883,0.6878989416360856,3960000,328,0.7932390965345888,1.0849182003736495,137.48,2.2348803865909574
1413.22,259.40000000000003,0.05725753335747868,55.9,496,-0.027891741999483202,0.6364965325593949,3968000,328,0.9151162396636398,1.0649490004777908,135.5,2.493912064433098
1414.01,259.40000000000003,0.07920649035368114,51.9,497,-0.020314504927955567,0.7024234020709992,3976000,328,1.1385047947497706,1.0523263603448867,133.15,3.0249213439226152
1430.07,269.70000000000005,0.12293254358693957,51.9,498,-0.030609391867699287,0.6512655681371688,3984000,328,1.8020516068117838,1.0348646193742752,138.66,3.758111265897751
1426.37,276.3,0.07080884824506939,51.9,499,-0.02720653239346575,0.6508449298143387,3992000,328,1.1314077371748479,1.0669500178098679,142.5,2.813840205669403
1420.0,269.70000000000005,0.0674713222309947,51.9,500,-0.026893943905015476,0.6582903426885605,4000000,328,1.0925810276652075,1.0758490246534347,140.19,2.722845367193222
1428.82,269.70000000000005,0.04959824899211526,54.7,501,-0.012101935536147721,0.7047551667690277,4008000,328,0.8608077894591131,1.06892640709877,139.25,2.361345247626305
1427.32,269.70000000000005,0.07098738165572285,54.7,502,-0.02088594478846062,0.6598703354597092,4016000,328,1.0410584025178704,1.064036745429039,139.43,2.862767065167427
1430.27,269.70000000000005,0.07529217308387161,54.7,503,-0.00830740984150907,0.6931158518791198,4024000,328,1.2475275816557014,1.024379089474678,139.01,2.9931166523694994
1445.54,276.3,0.11192144785542041,55.9,504,-0.02146962688129861,0.686104536652565,4032000,328,1.32501325276433,1.0652774572372437,145.2,3.4550553596019746
1456.71,269.70000000000005,0.1444022753695026,62.300000000000004,505,-0.0142158433055738,0.620169968008995,4040000,328,1.8445878770459252,1.0615124380588532,146.18,3.4835385262966154
1439.53,277.2,0.24193622860126196,62.300000000000004,506,-0.019869125194090884,0.7468321883678436,4048000,328,2.580886438326289,1.014202223420143,149.03,4.476659443378448
1431.73,277.2,0.08128374116495252,55.9,507,-0.01908776773751015,0.6998754835128784,4056000,328,1.4669412230234236,1.015687175989151,150.65,3.174441599845886
1442.22,279.20000000000005,0.1007799979718402,55.9,508,-0.02645306389691541,0.7574206209182739,4064000,328,1.4841946219642785,1.0502578097581863,152.54,3.211936085820198
1445.55,279.20000000000005,0.08203949873801321,62.2,509,-0.027077579878969117,0.7953933376073837,4072000,328,1.463474143498804,1.0231924277544022,151.3,3.0535206097364425
1445.29,279.20000000000005,0.047372532221488656,64.8,510,-0.011637302363524213,0.6801538974046707,4080000,328,0.9025970252679634,1.0354872739315033,146.93,2.3714818197488783
1441.95,279.20000000000005,0.06109410679433495,64.8,511,-0.016958172854501755,0.6312644231319428,4088000,328,1.0481987662869097,1.0318280899524688,147.04,2.6807152003049852
1437.25,277.40000000000003,0.06355731997638941,64.8,512,-0.021197380346711724,0.6436722445487976,4096000,328,1.1009743508868846,1.0550050109624862,146.76,2.6881144893169404
1435.2,277.40000000000003,0.05887386413756758,64.8,513,-0.010817248845269205,0.6591084146499634,4104000,328,0.9217940497803832,1.0611511451005935,148.24,2.56518302321434
1447.49,282.00000000000006,0.08566713397856801,65.89999999999999,514,-0.015679642124305247,0.6970475447177887,4112000,328,1.2862562282030638,1.053324320912361,152.41,3.1871894884109495
1456.53,292.9000000000001,0.08933613331988453,68.8,515,-0.0215840169841249,0.7121762484312057,4120000,328,1.321416588739084,1.062162738442421,157.51,3.2462696743011477
1444.53,291.1,0.065547200627625,66.9,516,-0.03148039804684231,0.7029742842912674,4128000,328,0.997475468707294,1.0926923829317092,156.42,2.6111913394927977
1441.7,282.00000000000006,0.1134040498174727,65.89999999999999,517,-0.026631759640877134,0.6449626380205155,4136000,328,1.2841083219625304,1.0342430758476258,152.61,3.2953507494926453
1438.12,282.00000000000006,0.058782248171046374,66.9,518,-0.021441529953153803,0.6833838802576065,4144000,328,0.9474210137565258,1.0726015537977218,153.74,2.534810188412666
1438.27,282.00000000000006,0.07042547875083983,68.8,519,-0.022660993242170663,0.6816836929321289,4152000,328,1.0273632900464764,1.0598286020755767,152.81,2.7433626556396487
1441.11,282.00000000000006,0.1764921496808529,68.8,520,-0.02568485760304611,0.6761852151155472,4160000,328,2.316728541109586,1.0308937239646911,154.41,4.338316154479981
1416.03,282.00000000000006,0.08249386721290648,58.900000000000006,521,-0.02013834205281455,0.7184339815378189,4168000,328,1.2860639706315988,1.109041588306427,153.19,3.0618770909309387
1405.69,282.00000000000006,0.05895548881031573,58.900000000000006,522,-0.0069542594318045305,0.7543183368444443,4176000,328,1.0559298241449153,1.0264084935188293,149.85,2.6335570549964906
1401.23,288.3,0.0955248128157109,58.900000000000006,523,-0.01596031211898662,0.6313325762748718,4184000,328,1.4191168177509308,1.0330521428585053,148.91,3.375318065881729
1420.87,288.3,0.14215557240881027,61.900000000000006,524,-0.01811478173112846,0.7810649782419204,4192000,328,1.8395514517712284,1.0363581371307373,151.35,4.1891916513442995
1423.07,291.1,0.0837255990318954,61.900000000000006,525,-0.022423278582282366,0.8439289075136185,4200000,328,1.367725058993593,1.0564852219820022,153.45,3.2599231100082395
1438.85,292.50000000000006,0.09943639098666608,61.900000000000006,526,-0.023210071093635633,0.7625789910554885,4208000,328,1.4076188179944527,1.0461733347177506,156.98,3.348795175552368
1442.77,288.40000000000003,0.08564235479570925,61.900000000000006,527,-0.03158420808846131,0.7311026930809021,4216000,328,1.3840985235332,1.0197118836641312,157.15,3.1563077044487
1456.23,292.50000000000006,0.0772660670708865,61.900000000000006,528,-0.0202579349122243,0.777312223315239,4224000,328,1.2509309091693885,1.0373330456018448,163.17,2.9694399106502534
