fps,frames,advantage_norm,P09:episode_rewards,grad_norm,explained_variance,P01:episode_rewards,epoch_idx,value_loss,PMM:episode_rewards,policy_loss,episode_length,policy_entropy
741,2408000,2.139083104133606,62.300000000000026,0.7086821924882821,0.6865022563934327,23.0,301,0.0332562391506508,44.05,-0.01695702674711356,983.98,1.074291622042656
741,2416000,2.4726549553871155,62.300000000000026,0.7074658937690756,0.6463175255060196,26.800000000000004,302,0.04365245115011931,44.73,-0.016145641014099966,997.22,1.075557953119278
741,2424000,2.1644615113735197,62.300000000000026,0.6828423533180852,0.653322736620903,27.9,303,0.03359754237812013,44.84,-0.008172150969912764,999.15,1.0680044823884964
741,2432000,2.2078920543193816,65.10000000000001,0.7261139274410092,0.6741755616664886,26.800000000000004,304,0.03436162177938968,44.84,-0.01387310418940615,994.57,1.0799893641471863
742,2440000,2.0461811900138853,66.20000000000002,0.619892456606437,0.6930542749166488,26.800000000000004,305,0.030327602392062544,45.52,-0.010803406435297803,1008.69,1.0806668257713319
742,2448000,2.435730482339859,66.20000000000002,0.8523168553659197,0.6606568241119385,26.900000000000002,306,0.04161343392916024,45.32,-0.011006612166529522,1006.28,1.0699998426437378
742,2456000,2.2711708706617357,68.0,0.8502064086031662,0.6534910702705383,25.9,307,0.03858929042238742,45.45,-0.013081872438779101,1003.2,1.0405006670951844
742,2464000,2.21305770277977,68.0,0.6961418100967605,0.6705836766958236,25.9,308,0.03447917762678117,45.41,-0.01044974402175285,1006.34,1.1058070522546768
743,2472000,2.284874061346054,68.10000000000001,0.6935749582324365,0.690194935798645,25.0,309,0.03641804426908493,45.65,-0.00916510901923175,1016.77,1.0845355767011642
743,2480000,2.1518389797210693,68.0,0.6339191307140876,0.7078433042764664,24.0,310,0.03232795547693968,44.74,-0.01240317108837189,1002.33,1.097348335981369
743,2488000,2.323041082620621,67.10000000000001,0.8187225605181437,0.6518848949670791,24.0,311,0.03915555278770626,43.86,-0.007508947716560215,991.63,1.067708327770233
743,2496000,2.1980577051639556,64.10000000000001,0.7343528220718576,0.6560082751512527,24.0,312,0.03432249678298831,41.54,-0.012650581032212359,982.05,1.0563808900117875
744,2504000,2.277664559483528,62.10000000000001,0.8037505177445768,0.6392225348949432,24.0,313,0.03760580552276224,40.88,-0.01683521671046037,973.77,1.0430546063184738
744,2512000,2.371546286344528,65.20000000000002,0.7624241053161271,0.6776172703504563,24.0,314,0.03924943886231631,42.37,-0.011971390101825819,994.99,1.0572077494859695
744,2520000,2.3636138194799425,65.20000000000002,0.7648097631777414,0.6466765451431274,24.0,315,0.04039454822894186,42.44,-0.01148277515283553,990.11,1.0446757721900939
744,2528000,2.3166904467344285,65.20000000000002,0.748028616471528,0.698241977095604,24.9,316,0.03841983764898032,42.54,-0.015574590238975361,993.85,1.02820570230484
744,2536000,2.316908949613571,65.20000000000002,0.8057328911789772,0.6447697770595551,24.9,317,0.03737513399217278,42.38,-0.010644621054525487,990.2,0.9785367059707641
745,2544000,2.185707621574402,60.300000000000026,0.797870157451186,0.7035104042291641,24.9,318,0.033441962138749656,41.78,-0.011559202977223322,982.21,0.9938224327564239
745,2552000,2.117919192314148,58.20000000000002,0.6774142434265465,0.6665864717960358,23.9,319,0.032023268970660865,41.21,-0.00780440624057519,976.44,1.0119185239076613
745,2560000,2.330095183253288,62.10000000000001,0.7286077313111441,0.6183269613981247,24.799999999999997,320,0.04072356857359409,42.12,-0.013075742667424492,986.76,1.0269965314865113
745,2568000,3.450895345211029,63.20000000000002,2.0740421800733118,-0.08631470501422882,23.0,321,0.24125129693653435,43.48,-0.018890799666987732,981.97,1.0115397822856904
745,2576000,2.7121112060546877,68.50000000000004,1.124717287435609,0.7117100173234939,25.9,322,0.05700002480298281,46.3,-0.015119592881947029,991.15,0.9902361881732941
745,2584000,2.265702019929886,73.0,0.747090608774382,0.6662585693597793,25.9,323,0.03564632065594196,47.35,-0.007967745988862589,1004.86,0.9912316977977753
746,2592000,2.7311148929595945,73.0,0.9575623153115758,0.6218477898836136,28.7,324,0.061089764130301774,47.83,-0.016808650635066442,1004.28,0.9474326944351197
746,2600000,2.2063120257854463,73.10000000000001,0.7121819446663874,0.6667016589641571,29.0,325,0.03417170533444733,50.37,-0.010250521266352735,1015.56,1.0044476115703582
746,2608000,2.1645271188020705,77.10000000000001,0.8270774716543755,0.6528738015890121,29.0,326,0.035718933693133295,51.12,-0.01338004468332656,1028.54,1.0314844006299972
746,2616000,2.2896407890319823,77.10000000000001,0.8940961429564601,0.6156897646188736,28.7,327,0.03782031674403697,52.17,-0.009522470541996881,1034.49,1.0126814705133438
747,2624000,2.7233960181474686,83.50000000000004,1.098630439319998,0.6294169348478317,28.799999999999997,328,0.05851363348774612,55.01,-0.0188702351176471,1053.78,1.0075486385822296
747,2632000,2.4994169521331786,83.50000000000004,0.8782787797567626,0.6210453677177429,24.9,329,0.04626874250825495,55.13,-0.015358782831026475,1044.22,1.044230077266693
747,2640000,2.217085610628128,83.50000000000004,0.7618441387483317,0.6737112748622894,24.9,330,0.03664306127466262,54.69,-0.010681938368361444,1038.97,1.0683291125297547
747,2648000,2.4589467895030976,88.0,0.8553523034832226,0.6283421689271926,26.0,331,0.04545228742528707,56.34,-0.021403544671484268,1046.98,1.0401436913013458
747,2656000,2.5839760446548463,88.10000000000001,1.2225423151757435,0.7171448171138763,27.0,332,0.05833431635983288,59.38,-0.00994532580836676,1067.63,0.9984921407699585
748,2664000,2.307668088674545,88.10000000000001,0.6947461364538394,0.6187608104944229,26.900000000000002,333,0.03747940730769187,58.99,-0.006397369686310412,1065.64,1.0444238817691802
748,2672000,2.3465484762191773,88.0,0.7617604582487875,0.6652198112010956,26.900000000000002,334,0.04069036424160004,57.48,-0.019401491181225763,1068.11,1.04993891954422
748,2680000,2.317671747207642,83.50000000000004,0.8387873346516169,0.621447468996048,27.0,335,0.03943565208464861,57.75,-0.012436365027097053,1067.66,1.0313326603174209
748,2688000,2.2549876236915587,83.0,0.7940450324809247,0.6892834901809692,27.0,336,0.03796166675630957,55.79,-0.014946007962571457,1061.65,0.9941191357374192
749,2696000,2.476270924806595,83.0,1.0015987787293112,0.756969251036644,26.900000000000002,337,0.047286719898693264,56.12,-0.014213845385238528,1065.12,0.9985331571102143
749,2704000,2.3706640434265136,80.30000000000003,0.7632800323398123,0.6508840185403824,25.8,338,0.041809493536129595,55.16,-0.007355114175588824,1054.38,0.9813349765539169
749,2712000,2.7690074074268343,79.10000000000001,1.063763389833653,0.7242634880542755,24.0,339,0.05790051467716694,56.39,-0.003659568688599393,1037.22,0.9483439630270004
749,2720000,2.3502894008159636,77.20000000000002,0.7770841862350892,0.6795982110500336,24.0,340,0.03956458591856062,53.85,-0.008156855277047726,1029.04,1.0467712569236756
749,2728000,2.2207876873016357,71.60000000000005,0.6687497061353264,0.6238125240802765,24.0,341,0.0360585865797475,53.75,-0.009258096567937173,1019.85,1.0767866581678391
749,2736000,2.447860357761383,77.20000000000002,0.7975066433419075,0.6345705193281174,26.0,342,0.04448962067253888,54.36,-0.014162992228521035,1030.72,1.070238460302353
750,2744000,2.408435781598091,78.10000000000001,0.9013561259625288,0.6262647527456283,24.0,343,0.04437460467917845,55.27,-0.022110783871030434,1051.11,1.0596908950805664
750,2752000,2.3980211961269378,71.60000000000005,0.795607524286062,0.6294426316022873,24.0,344,0.04149501530453563,54.78,-0.012269007205613889,1052.41,1.0619504231214523
750,2760000,4.500303115844726,71.60000000000005,4.998659502687507,0.6795880609750747,27.6,345,0.5096333996206522,54.18,-0.01047535933832478,1041.62,1.0061962489783765
750,2768000,2.302439386844635,77.10000000000001,0.752448877063726,0.7131407672166824,28.0,346,0.03801258470863104,56.28,-0.009462982460390776,1029.86,1.0244276082515718
750,2776000,2.2980754661560057,71.20000000000002,0.9109321654750479,0.6413342273235321,28.9,347,0.038885541004128756,56.11,-0.018639618238958065,1025.83,1.0290265411138535
751,2784000,2.2711727863550184,73.10000000000001,0.7289441240972775,0.6378484565019608,28.9,348,0.037755119344219566,56.83,-0.01530684581695823,1034.15,1.0145832979679108
751,2792000,3.3151229965686797,74.30000000000003,3.3904803865062143,0.7138658553361893,29.9,349,0.18296971063129605,57.78,-0.017740573215996848,1049.78,0.9849795013666153
751,2800000,2.7839816093444822,78.10000000000001,1.0628144148495746,0.6030500108003616,30.0,350,0.06603033526334912,57.42,-0.022541371246334166,1038.62,1.0038109481334687
751,2808000,2.264415628314018,78.20000000000002,0.8380440101475379,0.6714155513048172,31.0,351,0.03835875135846436,58.41,-0.010187606620165752,1055.35,1.0235045838356018
751,2816000,2.4540333378314974,75.30000000000003,0.7761001325162578,0.6706412816047669,31.0,352,0.049273931235074994,56.1,-0.009514737599529326,1047.31,0.9964847630262375
752,2824000,2.8047426563501356,78.20000000000002,1.4059211415141677,0.667056188583374,30.0,353,0.06761456794571132,56.71,-0.015254713898757473,1036.69,1.0266903138160706
752,2832000,2.0796503376960755,80.0,0.6313027903626905,0.6546349096298217,30.0,354,0.032506484487093985,57.82,-0.0009599525399971754,1062.49,1.0356413573026657
752,2840000,2.38792537689209,78.20000000000002,0.7620629522132474,0.689587390422821,29.9,355,0.04164622503332794,57.89,-0.01688721818791237,1070.21,1.0162585818767547
752,2848000,2.562307969331741,80.10000000000001,0.9683675426764106,0.7386500579118729,29.9,356,0.05432762600947171,59.61,-0.00973631143453531,1056.46,1.023408590555191
752,2856000,2.2846749114990232,80.10000000000001,0.8185500949784725,0.6662315881252289,29.0,357,0.038064462593756614,59.23,-0.016827530201117043,1044.64,1.0620505440235137
752,2864000,2.320330109000206,80.10000000000001,0.7898247792033627,0.6731971251964569,28.9,358,0.03992257968988269,59.02,-0.007779334189835936,1049.89,1.0489635151624679
752,2872000,2.1070738863945007,80.0,0.7457651549117894,0.6623181915283203,28.0,359,0.03297452032566071,55.96,-0.0062900227031786925,1061.25,1.0322867578268051
753,2880000,2.168835347890854,80.0,0.761502001026203,0.6480818086862564,27.9,360,0.03812087235506624,55.65,-0.019188721252357935,1062.82,1.0351856607198715
753,2888000,2.609572040438652,81.40000000000003,0.893919003121471,0.6214645606279373,27.9,361,0.05085670501925051,55.7,-0.02444494858762482,1057.61,1.0411559915542603
753,2896000,2.1923467451334,86.20000000000002,0.7119368965782908,0.6357244157791138,27.9,362,0.034732487616129216,57.05,-0.007992460256209597,1072.2,1.062605825662613
753,2904000,2.322539598941803,85.0,0.7383799033840011,0.667472984790802,27.9,363,0.03854934450238943,54.96,-0.01552833264169749,1079.65,1.0113616323471069
754,2912000,2.3027446413040162,85.30000000000003,0.8399085529156751,0.6594207459688186,27.9,364,0.039751493809744715,54.08,-0.01603082916000858,1065.39,0.9967264825105667
754,2920000,2.278965629339218,88.20000000000002,0.822086706879097,0.65180428981781,27.9,365,0.04026490739546716,54.16,-0.015163856877479702,1075.61,1.013967563509941
754,2928000,2.409134324789047,88.20000000000002,0.9577491788764835,0.6452298575639724,28.0,366,0.04393107364885509,54.09,-0.024150637985439972,1086.83,0.9942304354906082
754,2936000,2.403721970319748,88.20000000000002,0.8685978389685782,0.6407655829191208,28.0,367,0.04353170478716493,54.14,-0.0208171181473881,1080.24,0.9927465838193893
754,2944000,2.3273015451431274,90.10000000000001,0.8360511404899804,0.619054759144783,28.0,368,0.03928964286576957,55.66,-0.014667439021868631,1096.06,0.9951540571451187
755,2952000,2.222217054963112,89.10000000000001,0.6553610801651256,0.628860405087471,28.0,369,0.03521294709062204,54.36,-0.00684063091641292,1096.69,1.0071231132745744
755,2960000,2.115736067891121,89.10000000000001,0.6803405801722177,0.6832977098226547,28.0,370,0.031456667436286806,54.82,-0.006652822508040117,1108.9,1.0337633097171783
755,2968000,2.3270063358545303,89.10000000000001,0.7363097556151053,0.6482187187671662,28.9,371,0.03996202914509922,55.42,-0.01608367231907323,1121.7,1.0349192589521408
755,2976000,2.3555919092893602,90.10000000000001,0.707154507867789,0.625127232670784,29.9,372,0.0426398956310004,57.15,-0.012920091972482624,1133.77,1.0129822289943695
755,2984000,2.3406499069929123,90.10000000000001,0.7263988975611088,0.6265095758438111,31.0,373,0.0415236800070852,57.99,-0.01980930001474917,1144.58,1.0334263795614242
755,2992000,2.239959887266159,90.10000000000001,0.7072010483634447,0.6819187700748444,33.7,374,0.03763312503695488,58.56,-0.015245209792919923,1143.62,0.9904551589488984
756,3000000,2.5328663384914396,90.0,0.9652382720306534,0.7287512743473052,32.8,375,0.04990616636816412,60.64,-0.008784793726517819,1152.0,1.0007448643445969
756,3008000,2.334881145954132,87.20000000000002,0.7352873139367108,0.6751494646072388,29.9,376,0.04007216352736578,58.03,-0.012562436113366857,1119.57,1.0363075917959212
756,3016000,2.1572696751356126,87.20000000000002,0.6947591763046865,0.6532759195566178,29.0,377,0.03389942177105695,57.66,-0.012658910651234692,1114.15,1.0400303375720978
756,3024000,3.040887706279755,87.20000000000002,1.3842925661510335,0.5902374875545502,29.9,378,0.11048698621336371,59.97,-0.0189844378142152,1119.68,1.01122982442379
756,3032000,2.430352390408516,87.20000000000002,0.7810065739054989,0.6535300970077514,29.9,379,0.04196894803084433,59.67,-0.01298514595720917,1106.06,0.9854362934827805
756,3040000,2.0904147839546203,85.20000000000002,0.669749723779753,0.6753823906183243,30.0,380,0.03598856441443786,59.35,-0.008874011775187682,1103.41,1.020220899581909
756,3048000,2.4738886338472366,83.0,0.8087694292220159,0.6486326694488526,28.799999999999997,381,0.04761951367836446,57.01,-0.02522460307343863,1084.83,1.0360144966840743
757,3056000,2.7787184846401214,82.10000000000001,1.1912046147439745,0.6535198402404785,28.799999999999997,382,0.067363869426772,56.66,-0.009811398414894939,1075.42,1.0299738126993179
757,3064000,2.3342697542905806,83.0,0.9158964641962265,0.6037302380800247,29.9,383,0.053342012749053536,58.06,-0.017009363164252136,1075.52,1.0001697057485581
757,3072000,2.20969487786293,83.40000000000003,0.7114423743426843,0.689299738407135,28.799999999999997,384,0.037669721716083585,59.13,-0.0138739080686355,1089.48,1.0162668311595917
757,3080000,2.1726690977811813,81.20000000000002,0.7483335343538547,0.677293096780777,28.799999999999997,385,0.03685011064168066,59.05,-0.014291424247494433,1089.65,1.02348557472229
757,3088000,2.2487473928928376,81.0,0.6855220567513044,0.6527882969379425,29.9,386,0.037808135631494225,59.34,-0.008521972039015963,1095.48,1.0229555743932723
757,3096000,2.1831633031368254,81.20000000000002,0.6992314635518259,0.6713862943649292,29.9,387,0.0358743067830801,59.53,-0.014705123327003094,1098.35,1.030966643691063
758,3104000,2.2336292058229446,81.0,0.7556548024469514,0.6555577564239502,30.0,388,0.039742579888552426,59.53,-0.0165636487910524,1103.26,1.0093084216117858
758,3112000,2.589725814461708,81.0,1.0733751712361097,0.5378510069847107,26.0,389,0.04795571400783956,55.98,-0.021698859320022166,1087.34,1.0158753994107246
758,3120000,2.1822326689958573,81.0,0.6819858962211499,0.6828459429740906,25.9,390,0.03778038456570357,55.79,-0.010857539817807264,1087.28,1.0112469708919525
758,3128000,2.330368115901947,81.0,0.8271669668516111,0.6664613491296768,25.0,391,0.041268026144243776,56.07,-0.016156363735790366,1090.57,1.0300948119163513
758,3136000,2.1103174912929537,81.0,0.6853089348332873,0.6839118272066116,25.0,392,0.03406552451662719,55.49,-0.010236768515096629,1100.5,1.0147702580690383
758,3144000,2.2613445794582367,81.20000000000002,0.758007637951601,0.6312610346078873,25.9,393,0.03953901205677539,57.17,-0.015401727203570772,1124.99,1.0161927682161331
758,3152000,2.387523424625397,83.10000000000001,0.8250170754589137,0.652987397313118,26.0,394,0.04391035217326134,58.27,-0.02120656397426501,1138.14,0.9857228100299835
759,3160000,2.153471272587776,87.40000000000003,0.6977552752238446,0.7022959983348847,29.6,395,0.03619030558504164,60.59,-0.01325604667625157,1162.68,1.0042734050750732
759,3168000,2.348147978782654,92.00000000000009,0.7888017481364449,0.6946358615159989,29.6,396,0.04392940088640898,60.76,-0.016810673605359625,1169.55,1.0416547447443008
759,3176000,1.9856405478715897,87.40000000000003,0.674163596444628,0.7005931437015533,29.6,397,0.03139501599594951,58.93,-0.01272051498235669,1170.43,1.0635825312137603
759,3184000,2.135145002603531,87.40000000000003,0.7544655272125236,0.6374530333280564,29.6,398,0.035201906880829484,58.37,-0.011043194132071221,1165.74,1.0348742938041686
759,3192000,2.345347334742546,84.30000000000003,0.7678128165949513,0.6444721132516861,30.0,399,0.043158149593509734,57.88,-0.018653023457736707,1162.22,1.0435286712646485
759,3200000,2.3150192046165468,91.0,0.7069475119375549,0.6607012850046158,31.9,400,0.040618281394708904,59.05,-0.014758537125890142,1167.51,1.0654139333963395
760,3208000,2.263818222284317,87.40000000000003,0.7380597832362557,0.6645230561494827,31.9,401,0.04003087989985943,58.49,-0.019747232789522968,1159.79,1.0505059492588043
760,3216000,2.1850957238674162,87.40000000000003,0.7428606641146115,0.6537607437372208,26.0,402,0.03591593153309077,57.55,-0.018131439230055547,1146.58,1.0214791876077651
760,3224000,2.068821209669113,89.20000000000002,0.6705997696969973,0.7033791583776474,29.6,403,0.03341389027889818,58.12,-0.013262387044960633,1148.71,1.037320454120636
760,3232000,2.40822442650795,89.20000000000002,0.8357747895730544,0.6671106553077698,35.0,404,0.043839800513815134,60.31,-0.0029735071363393216,1182.01,1.0456737518310546
760,3240000,2.493337489962578,91.10000000000001,0.8040008868435496,0.7204830098152161,35.0,405,0.060546454223804176,63.81,-0.012976326386851724,1201.66,1.0342111241817475
760,3248000,2.1378883278369902,91.10000000000001,0.8210604673772773,0.6749137312173843,34.800000000000004,406,0.03565157289616763,63.6,-0.012150086760520935,1193.7,1.0375029790401458
760,3256000,2.3400170469284056,89.20000000000002,0.8886330730760562,0.6642243897914887,32.0,407,0.04265041152015328,62.25,-0.017213884808006695,1181.58,1.044724359512329
761,3264000,2.703573542833328,89.20000000000002,1.1951618442805938,0.4438684320449829,31.9,408,0.11395264456048608,62.98,-0.019571948092197998,1187.14,1.008818176984787
761,3272000,2.049279965162277,89.20000000000002,0.6429807174218483,0.6989889293909073,31.0,409,0.03190190549008548,63.05,-0.011013376240152866,1186.7,0.9950043994188309
761,3280000,2.339639266729355,88.10000000000001,0.7680797070093014,0.5838281637430192,31.0,410,0.04211654276587069,62.8,-0.01597209769463916,1179.82,1.0233499836921691
761,3288000,2.3614579886198044,89.20000000000002,0.8267377256152912,0.6843427962064743,31.0,411,0.046617204300127925,63.92,-0.013118073457626452,1194.57,1.0227222472429276
761,3296000,2.385213034749031,91.0,0.8179349333746164,0.6742473596334457,31.0,412,0.060797658362425865,65.64,-0.006879691869980889,1189.84,1.0142133802175521
761,3304000,2.5344294130802156,91.30000000000003,0.8998755825416134,0.6254454225301742,30.900000000000002,413,0.050348463952541354,67.11,-0.018430224229814485,1194.25,1.0255943429470062
762,3312000,2.840189037322998,94.0,1.1703924553414862,0.5572644823789596,30.900000000000002,414,0.08146867582108826,68.24,-0.017717378335364627,1181.89,1.020348113179207
762,3320000,2.1275167226791383,94.0,0.7520445573561995,0.6657096797227859,30.900000000000002,415,0.03528261419385672,68.01,-0.012059833699895535,1179.15,1.0322509455680846
762,3328000,2.6685447973012923,94.10000000000001,0.9236295187116239,0.6054126650094986,31.0,416,0.05706853484734893,69.15,-0.02564562684041448,1184.57,1.0349224925041198
762,3336000,2.1752435159683228,101.40000000000003,0.7482128507281428,0.6677413552999496,31.9,417,0.03801574509590864,71.18,-0.023606610497699874,1190.64,1.0159818875789641
762,3344000,2.4611626946926117,105.0,0.8600667278037984,0.6648854297399521,32.8,418,0.05077390317805111,72.02,-0.00977884484362221,1186.55,1.0330566626787185
762,3352000,2.371044100522995,105.60000000000005,0.7512653181595351,0.7228087043762207,32.8,419,0.043210225952789186,72.49,-0.0065221108187688516,1190.38,1.0444806665182114
762,3360000,3.147835924625397,113.90000000000008,1.3130837983143073,0.6925105488300324,33.9,420,0.08700071156490594,76.0,-0.0035065659158863127,1198.22,1.0321081972122192
762,3368000,2.5968499833345415,122.50000000000004,0.9394460620942418,0.6085326969623566,37.0,421,0.07052881139796227,77.39,-0.01333059330994729,1194.02,1.0350531840324402
762,3376000,2.1561800622940064,113.90000000000008,0.6272897566889614,0.6753331643342971,36.7,422,0.03640399108175188,75.06,-0.014148852848447859,1177.37,1.0441086167097091
763,3384000,2.285179156064987,113.90000000000008,0.7452708784557761,0.6562236434221268,36.7,423,0.03978814678732306,75.23,-0.013119409758364781,1175.85,1.0513916575908662
763,3392000,2.5560771477222444,127.20000000000002,0.9064322072305409,0.7102969324588776,34.0,424,0.053859750158153474,75.73,-0.012742992601706646,1171.29,1.0145082634687423
763,3400000,2.493285169005394,122.50000000000004,0.8048944176408797,0.5560902416706085,21.0,425,0.049673639172688126,66.85,-0.02680380010511726,1079.25,1.0269928395748138
763,3408000,1.893818091750145,122.50000000000004,0.5704518318154155,0.6902639377117157,17.8,426,0.026836729291826487,64.31,0.0021746196821914054,1046.03,1.0362709009647368
763,3416000,2.3346137595176697,105.60000000000005,0.7631134414428964,0.6781711035966873,17.8,427,0.04233718913746998,60.95,-0.017480143556022086,1029.69,1.022631704211235
763,3424000,2.005174621939659,105.60000000000005,0.6165000772082028,0.6460627514123917,17.8,428,0.030506918262690304,61.06,-0.00840549449210812,1038.01,1.0217579650878905
763,3432000,2.6525321793556214,111.10000000000001,0.9627184072591985,0.7012473273277283,17.8,429,0.05317996067926287,63.47,-0.01501683665206656,1044.03,0.9899201536178589
763,3440000,2.879334704875946,113.00000000000009,1.4103858248273375,0.7521079689264297,17.8,430,0.0707806790759787,65.31,-0.016500835661645397,1037.31,1.0148632144927978
763,3448000,2.462281926870346,116.60000000000005,0.8586190170234542,0.6004491698741913,17.8,431,0.04781407615169883,66.74,-0.01962365161314665,1039.4,1.0157199144363402
764,3456000,2.3094663435220717,106.60000000000005,0.7829980994363471,0.6458753705024719,17.8,432,0.04289872375316918,64.03,-0.017628964436007664,1030.98,1.0161151742935182
764,3464000,2.3104758763313296,102.30000000000003,0.7648392643591089,0.6662704092264176,17.8,433,0.04213109240867197,62.2,-0.021081899935234107,1037.51,1.0400918567180633
764,3472000,2.14278868496418,93.00000000000009,0.7050037188297505,0.6824659287929535,16.9,434,0.0372988161072135,60.8,-0.011560651619183772,1043.22,1.02331418633461
764,3480000,2.20718100130558,93.00000000000009,0.7632152975159348,0.6614368277788162,16.9,435,0.038720514816232024,61.14,-0.0195064335760253,1063.27,1.0147369754314424
764,3488000,2.7264291393756865,106.60000000000005,1.085975922764065,0.676018802523613,16.9,436,0.06901322635589167,64.76,-0.013463333847466856,1087.4,1.0219256311655045
764,3496000,2.416027054786682,102.40000000000003,0.7393762770776536,0.6410235416889191,16.9,437,0.049013867783360185,63.56,-0.02103653608937748,1082.03,1.026271880865097
764,3504000,2.081813412308693,102.40000000000003,0.6698817269578536,0.702670648097992,16.9,438,0.0340769887319766,64.19,-0.014770928078796715,1091.89,1.033166566491127
764,3512000,2.2265150821208954,106.60000000000005,0.6754874826446262,0.648667242527008,16.9,439,0.040136541272513565,66.71,-0.016091415164555655,1119.16,1.056366503238678
764,3520000,2.2446587401628495,112.40000000000003,0.7068866533379969,0.6943707954883576,25.0,440,0.03968599405605346,70.12,-0.0163236157305073,1155.17,1.0417886155843734
765,3528000,2.1361444795131685,112.40000000000003,0.6889025700217536,0.7237084919214248,35.9,441,0.03528687724145129,72.4,-0.015805281491047936,1197.37,1.0555304276943207
765,3536000,2.274511861205101,112.40000000000003,0.7237186382760876,0.6111316907405854,43.7,442,0.04038709264015779,75.06,-0.012008896267725505,1247.51,1.0152230143547059
765,3544000,2.7170038735866546,116.20000000000002,0.9870631563843645,0.6259718388319016,43.7,443,0.059387058978900314,76.74,-0.028815529095300007,1257.96,0.9875216066837311
765,3552000,2.0850423115491865,116.20000000000002,0.6674490511674365,0.6741743689775467,40.9,444,0.0350394722353667,76.07,-0.013711772449023557,1248.28,1.042359225153923
765,3560000,2.3545408070087435,107.60000000000005,0.7876805519561665,0.644917094707489,40.9,445,0.04282497498672456,71.13,-0.020307983927632448,1236.49,1.0490861970186234
765,3568000,2.155241450071335,107.0,0.6937969509821076,0.6533192789554596,41.0,446,0.03525090634357184,68.42,-0.01140320280654123,1239.04,1.041579034924507
765,3576000,2.089291776418686,107.0,0.6429610840854906,0.6771757173538208,42.800000000000004,447,0.03616987010464072,68.83,-0.010286783846386243,1252.97,1.0442128050327302
765,3584000,2.504731659889221,107.50000000000004,0.8407294240292295,0.6646080708503723,42.800000000000004,448,0.04820058454759419,68.26,-0.02450551636284217,1252.48,1.0595289540290833
765,3592000,2.0954071074724196,107.50000000000004,0.6640747448151849,0.6781673151254654,42.800000000000004,449,0.03504510600119829,68.52,-0.009873467400320806,1246.86,1.0516089361906051
766,3600000,2.299491565823555,112.10000000000001,0.7426347610954988,0.6631174004077911,42.800000000000004,450,0.0417451116302982,68.95,-0.01997866137593519,1244.74,1.0234791946411133
766,3608000,2.597041527032852,107.0,0.9825195823356236,0.6171142500638962,40.9,451,0.05528642245102674,67.9,-0.02475286432192661,1233.81,1.0080347603559494
766,3616000,2.0706561797857286,107.0,0.6588529058415895,0.653674476146698,40.9,452,0.035680892132222655,68.26,-0.012685834380795314,1241.91,0.9973824745416642
766,3624000,2.417875144481659,107.0,0.8572428523521352,0.6401183557510376,40.0,453,0.04568761412287131,68.1,-0.014727112483342353,1236.84,0.9910879570245743
766,3632000,2.337339147925377,107.10000000000001,0.7820322688687438,0.6803503924608231,40.0,454,0.043193313665688036,70.34,-0.010373302970547229,1239.96,0.9942964655160904
766,3640000,2.4843080723285675,108.20000000000002,0.8176588973302618,0.6375744289159775,40.0,455,0.051039392198435965,71.09,-0.024720877847739756,1238.75,1.0302214992046357
766,3648000,2.334833614230156,112.10000000000001,0.7795031900101712,0.6381074732542038,40.0,456,0.041106591536663475,73.89,-0.008947069877758623,1254.08,1.0456720089912415
766,3656000,2.36724740087986,112.10000000000001,0.8228581135838469,0.6619876962900162,40.0,457,0.04556880547199398,74.28,-0.02202486714367069,1244.81,1.0482086145877838
767,3664000,2.2498650258779525,113.10000000000001,0.7250158540226262,0.6697550994157792,40.0,458,0.03957989223767072,75.06,-0.010149463913694489,1251.43,1.0256209802627563
767,3672000,2.4086280167102814,112.10000000000001,0.7350995850686047,0.6454456686973572,40.0,459,0.04701660979539156,75.45,-0.018312803587396047,1248.18,1.029686187505722
767,3680000,2.6481449282169343,112.10000000000001,0.9272023235806774,0.6642541790008545,45.800000000000004,460,0.05412134334445,76.23,-0.02248719947470818,1251.17,1.0362555599212646
767,3688000,3.13677418589592,114.10000000000001,1.284275937150098,0.7272618722915649,40.9,461,0.09238640376832336,83.5,-0.010794638870866038,1259.31,1.0336858230829238
767,3696000,2.700415263772011,115.20000000000002,0.9577407216696983,0.6473421102762222,40.9,462,0.06792861122172326,84.86,-0.01578315859893337,1251.37,1.018584016561508
767,3704000,3.0133491522073745,118.30000000000003,1.2011646275750445,0.6447680073976517,40.9,463,0.08868797922739759,87.62,-0.017485169273568316,1243.43,1.0119004786014556
767,3712000,2.071083810925484,118.30000000000003,0.7285759628069871,0.671826092004776,40.9,464,0.03334242816548794,87.88,-0.013995029488578439,1247.35,1.0134719371795655
767,3720000,2.715061427354813,121.30000000000003,1.0256556891321924,0.7168944710493088,42.800000000000004,465,0.06066682694479823,90.82,-0.0155194966646377,1255.33,0.9981352925300598
767,3728000,3.6935208427906034,143.60000000000022,1.5766879826011446,0.7091406989097595,42.800000000000004,466,0.13623022868297993,95.08,-0.015134835339267738,1254.86,0.9962341380119324
768,3736000,2.541170770525932,168.30000000000013,0.842562543976638,0.7114719790220261,40.0,467,0.05943709461949766,94.47,-0.008601946354756364,1226.93,1.0418331426382066
