fps,frames,advantage_norm,P09:episode_rewards,grad_norm,explained_variance,P01:episode_rewards,epoch_idx,value_loss,PMM:episode_rewards,policy_loss,episode_length,policy_entropy
533,352000,0.8800121757388115,5.0,0.22333752858428774,0.9379481971263885,0.0,44,0.005694021615781821,2.21,-0.0005847999687830452,214.15,1.3511954414844514
534,360000,1.1551992124319077,5.0,0.30750434881208843,0.8714189457893372,0.0,45,0.009988661903771573,2.14,-0.0014156535241636448,210.64,1.3428719007968903
537,368000,1.1481218525767327,5.0,0.32386571765054484,0.8905882406234741,0.0,46,0.009282239946769551,2.15,-0.0003783567999198567,213.11,1.3512455081939698
540,376000,1.018560893535614,5.0,0.2636158958326826,0.852054260969162,0.0,47,0.007476752416114323,2.12,-0.0008138024369691265,213.18,1.3642293989658356
543,384000,0.9180086660385132,5.0,0.25478134297114524,0.9357078957557678,0.0,48,0.00622288124053739,2.08,-0.0021020093900733627,210.64,1.3510583817958832
546,392000,1.1443965902924538,5.0,0.293889323233133,0.8853867614269256,0.0,49,0.009490273428382353,2.02,-0.00016043412731960415,205.74,1.359690191745758
547,400000,1.1544333028793334,5.0,0.3083372520579756,0.8213811361789704,0.0,50,0.010219157411484048,2.24,-0.0012391557903629292,214.23,1.3615389347076416
550,408000,0.8241051211953163,5.0,0.219517901008302,0.9338346612453461,0.0,51,0.005165873395162635,2.08,-0.0021709318235525643,209.16,1.3362291371822357
553,416000,1.0328365734219551,5.0,0.29057814989295844,0.9244342595338821,0.0,52,0.008093039289233274,2.3,-0.0002091216278495267,218.22,1.3379635834693908
556,424000,0.9352472978830337,6.1000000000000085,0.22947948847762,0.917940104007721,0.0,53,0.0063550390407908705,2.62,-0.0019306021094962489,230.79,1.349921349287033
558,432000,0.9681020140647888,7.0,0.2676576909355022,0.9200770896673203,0.0,54,0.0071132990531623365,2.87,-0.0006938608566997573,238.86,1.3329463219642639
560,440000,1.0626851108670234,7.1000000000000085,0.2946202871349971,0.896148716211319,0.0,55,0.00818590647308156,2.6,0.0011717394104925915,224.26,1.3496832501888276
563,448000,1.0576887544989586,7.1000000000000085,0.2690368179455724,0.9111157608032227,0.0,56,0.008390238519059495,2.53,-0.0010397682678012644,221.91,1.3487391114234923
565,456000,0.9900815162062645,9.0,0.2443502061313671,0.9211317068338394,0.0,57,0.007325649740523659,2.99,0.0015787689453281928,237.31,1.345996173620224
564,464000,1.0347223204374314,8.0,0.2986454013312319,0.9066851383447647,0.0,58,0.007959841329138725,3.01,-0.0016217677138047294,241.12,1.352701597213745
566,472000,0.9828662770986557,8.0,0.2704281265325343,0.9331239128112793,0.0,59,0.007016411666991189,3.18,-0.000933880364173092,249.12,1.354070007801056
569,480000,1.160359033048153,7.0,0.30265240422355044,0.9066924965381622,0.0,60,0.009811482104705647,2.76,-0.001643783994950354,235.86,1.3458108460903169
573,488000,1.1619799867272378,6.1000000000000085,0.28944643509613,0.900991085767746,0.0,61,0.009482680852524936,2.9,-2.1373742492869495e-05,241.03,1.3453363001346588
576,496000,1.1431161040067672,7.0,0.31585189566716293,0.8799536210298539,0.0,62,0.009362677467288449,2.91,-0.004849740045610815,237.21,1.3479433310031892
579,504000,1.3680908203125,7.200000000000017,0.35979322422800275,0.8666564971208572,0.0,63,0.013100053940434009,3.08,-0.0009227837863727472,241.49,1.34550910115242
581,512000,1.0449392598867417,6.300000000000026,0.25481141175717265,0.9121026819944382,0.0,64,0.007750947307795286,3.01,-0.0005501041887328029,238.98,1.3374298071861268
583,520000,1.1926557418704034,7.200000000000017,0.3244316124089185,0.8982612621784211,0.0,65,0.010097539984853939,3.36,-0.00267228121869266,252.93,1.3247039365768432
587,528000,1.1890394154191017,7.200000000000017,0.321502081660651,0.8898887574672699,0.0,66,0.01047085004276596,3.19,-0.000862232866929844,245.47,1.3277582514286042
590,536000,1.0129647797346115,7.1000000000000085,0.2736608732821135,0.9312278300523757,0.0,67,0.007117233566241339,3.26,-0.003431753938202746,249.5,1.3399002659320831
590,544000,0.9139652046561241,8.100000000000009,0.24365615822324466,0.9391100978851319,0.0,68,0.006096137309796177,3.16,-0.0011053396097850054,246.97,1.3369043695926666
594,552000,0.9953264647722244,9.0,0.25600748489055447,0.9228040695190429,0.0,69,0.007418295722454786,3.56,-0.0014436387963360177,262.2,1.33467804312706
597,560000,1.1834464821219444,9.0,0.3276461468276497,0.9036185216903686,0.0,70,0.009791682671639136,3.37,-0.00045163787523051725,255.42,1.3441805779933929
600,568000,1.33079960167408,9.0,0.4029705240284137,0.8325487571954727,0.0,71,0.012504610150353984,3.56,-0.007550389890093356,261.29,1.337765440940857
602,576000,1.0271462008357048,6.1000000000000085,0.28349130993578814,0.904513748884201,0.0,72,0.00809010922210291,3.04,-0.002367216413258575,242.18,1.3222714799642563
601,584000,0.9673724153637886,7.1000000000000085,0.24786192886493905,0.9301328611373901,0.0,73,0.006579607342137024,3.13,-0.0019449116412761213,243.42,1.327552993297577
602,592000,0.9258995473384857,8.100000000000009,0.24166588049707055,0.9393981951475143,0.0,74,0.006011211850563996,3.17,-0.0010166689498873893,245.6,1.326786868572235
604,600000,1.2479676818847656,9.0,0.32357344863125087,0.8429357814788818,0.0,75,0.011428722516866401,3.45,-0.002773112467257306,256.6,1.3264617002010346
607,608000,1.209137086868286,7.1000000000000085,0.3345421197106034,0.8964506471157074,0.0,76,0.010282954795984551,3.34,-0.0027332826459314672,253.78,1.3188057029247284
610,616000,1.2464658161997795,8.100000000000009,0.33101413840625754,0.8728340774774551,1.0,77,0.01102117884787731,3.61,-0.001882091632578522,261.51,1.3123291146755218
612,624000,1.2466385176777839,8.100000000000009,0.34510817625342183,0.8862908232212067,1.0,78,0.010901119771879166,3.81,-0.0024574892316013577,267.03,1.3246654856204987
613,632000,1.0971825790405274,9.0,0.28730144932695756,0.9138642394542694,0.9000000000000004,79,0.008510114558739588,4.09,-0.0021044574485858903,278.25,1.3171788382530212
616,640000,1.4154627841711045,9.0,0.3928386334146243,0.8495840734243393,0.9000000000000004,80,0.013843856421299278,4.3,-0.005071447295777034,286.88,1.3078470027446747
617,648000,1.2164950960874557,9.0,0.3121767115920231,0.8908589518070221,1.0,81,0.010117842636536806,4.56,-0.003726448970264755,297.35,1.2798627078533173
618,656000,1.4284976667165756,9.0,0.3809612479885813,0.8448692965507507,0.9000000000000004,82,0.014081017316784709,4.57,-0.005792478600633331,295.57,1.2690264093875885
620,664000,1.3385265421867372,9.0,0.37096457666840926,0.8803627282381058,1.0,83,0.012075458464678376,4.51,-0.0047422743084462125,297.27,1.2527264475822448
621,672000,1.6326663517951965,9.0,0.44088883685594454,0.8122883272171021,0.0,84,0.01797092776047066,4.72,-0.004542109581525438,303.84,1.2061747479438782
622,680000,1.4589182060956956,9.0,0.3927075318331054,0.8409654426574708,0.0,85,0.014311667110305279,4.62,-0.0014219743735156953,299.44,1.209842768907547
624,688000,1.528815279006958,10.0,0.4382087444836406,0.8486358791589736,0.0,86,0.015652298764325678,5.13,-0.0038383988733403387,315.2,1.2502362620830536
625,696000,1.5458039689064025,10.0,0.4275470698645264,0.8374160772562027,0.9000000000000004,87,0.01612283685710281,5.41,-0.004243147800152656,322.6,1.2590012049674988
626,704000,1.2554476511478425,10.0,0.3459215953139239,0.908627849817276,1.0,88,0.010798420186620205,5.51,-0.003691215955768712,325.8,1.2726802122592926
627,712000,1.5109383124113083,10.0,0.3994334762881029,0.8400237935781479,2.0,89,0.015134619337040932,5.74,-0.00162471431074664,334.43,1.26561767578125
628,720000,1.4717397153377534,10.0,0.42372459757219266,0.8490355628728866,2.0,90,0.014638668524567038,5.49,-0.0033036842942237854,325.14,1.265869413614273
629,728000,1.6971073311567306,11.0,0.4666921808733928,0.7987589859962463,2.0,91,0.01914162497036159,5.97,-0.00406566079283948,344.95,1.2613180100917816
631,736000,1.5665072447061539,11.0,0.44226278542549247,0.8167393243312836,2.0,92,0.01668139302637428,6.29,-0.004767669645370915,353.01,1.2529220354557038
632,744000,1.510877326130867,11.0,0.4177440633813418,0.8425457090139389,2.0,93,0.015390327922068537,6.34,-0.002812071410007775,353.74,1.2314649057388305
633,752000,1.4387677192687989,11.0,0.40876663239227495,0.8625467020273209,2.0,94,0.014006071235053241,6.81,-0.0031448417151113974,363.75,1.2536828184127808
634,760000,1.4704066854715347,11.100000000000009,0.4031079386761881,0.8636099296808243,1.9000000000000004,95,0.014198426729999483,6.45,-0.005444470702132094,339.41,1.2390704238414765
635,768000,1.4595897686481476,11.0,0.38404118639294205,0.8668684339523316,0.0,96,0.014072825969196855,6.17,-0.0016116876574233175,333.28,1.2280131804943084
636,776000,1.3791574096679688,10.0,0.39129195461246835,0.8519125658273697,0.0,97,0.012867649313993751,5.83,-0.0022221115985848884,323.7,1.2631372654438018
637,784000,1.5458814537525176,10.100000000000009,0.42353502304467416,0.8546032124757766,0.0,98,0.016023149890825154,5.81,-0.0035941528662806377,326.53,1.2229700458049775
638,792000,1.8374635863304138,10.0,0.5625393693586581,0.7264150929450989,0.0,99,0.023490783753804863,5.75,-0.00428736450150609,328.21,1.1698718929290772
639,800000,1.6377504807710648,11.0,0.4547076184336297,0.8416316503286362,1.0,100,0.018019525615964083,6.17,-0.0031657551496755334,341.66,1.1764046788215636
640,808000,1.598555805683136,11.100000000000009,0.45272484108310757,0.83155078291893,2.0,101,0.017133440026082098,6.44,-0.002993525282290648,349.26,1.21201962351799
641,816000,1.5902028179168701,13.0,0.4200602772382274,0.8000770086050033,2.0,102,0.016830064023379235,6.69,-0.003954922196571715,353.71,1.210612224340439
642,824000,1.5044751501083373,14.0,0.4001346591250079,0.8465482860803604,2.0,103,0.01509655037894845,7.23,-0.004743805002217414,368.93,1.2195603096485137
644,832000,1.5420239025354385,12.100000000000009,0.42701554792068386,0.839004277586937,2.0,104,0.015783112389035524,7.04,-0.002312157002743334,372.97,1.2386034786701203
645,840000,1.687264026403427,14.0,0.4570964800967045,0.8278833162784577,2.0,105,0.019127139137126506,7.51,-0.0037599989136651857,380.61,1.224545383453369
645,848000,1.6060171622037887,14.0,0.44398382557903077,0.8271720987558365,2.0,106,0.016962097617797555,7.72,-0.006428742450661957,389.75,1.1821618235111238
646,856000,1.8060882425308227,13.100000000000009,0.49525682581751385,0.819055146574974,2.0,107,0.02165634329430759,7.5,-0.00721502449378022,381.64,1.1799489188194274
647,864000,1.6835284119844436,14.0,0.5431886073207666,0.8484908699989319,2.0,108,0.019234654936008157,7.59,-0.007918296993593685,378.07,1.2047817027568817
648,872000,1.4438938015699387,14.100000000000009,0.3830218825821738,0.8712070751190185,2.0,109,0.014660114687867463,7.66,-0.0039047279427177274,370.4,1.2353649961948394
649,880000,1.5880119097232819,15.0,0.44331912705648874,0.8627034735679626,1.0,110,0.016744442614726723,7.49,-0.00492950132349506,361.19,1.1953910958766938
650,888000,1.5251704043149947,15.0,0.4282667615612203,0.8457867842912674,1.0,111,0.015937534540425985,7.74,-0.0062450957659166305,368.56,1.2250667142868041
651,896000,1.328165704011917,12.100000000000009,0.3692326952815928,0.8918427729606628,2.0,112,0.012126234548632056,7.22,-0.0017389746295521035,357.4,1.246114981174469
652,904000,1.7082800090312957,14.0,0.5060546965560769,0.8372729790210723,2.0,113,0.01921973624266684,7.48,-0.004130022451863624,364.92,1.2130095779895782
653,912000,1.653040088415146,14.0,0.4969100269281004,0.846818613409996,2.0,114,0.018024500645697116,7.46,-0.005228989876341075,367.59,1.2070237517356872
654,920000,1.4906536740064622,14.0,0.40525229439410315,0.8658426588773728,2.0,115,0.015265210333745926,7.3,-0.004912141976001294,362.54,1.2349928152561187
654,928000,1.5223014551401137,14.0,0.4216934239716054,0.8674835872650146,2.0,116,0.015324169616214932,7.66,-0.005768683628630243,370.71,1.216251767873764
655,936000,1.5768875646591187,14.0,0.4327703838136712,0.8367227125167847,1.0,117,0.016464085942134263,7.14,-0.0033639634301653133,355.71,1.1250832855701447
657,944000,1.5357781428098678,14.0,0.4237097264175997,0.8575847107172012,1.9000000000000004,118,0.015621658680029214,7.23,-0.0027589692041510715,354.17,1.1750404775142669
657,952000,1.5279069918394088,14.0,0.417569005829196,0.85091068983078,1.9000000000000004,119,0.015543231517076492,7.53,-0.005131855667805212,360.48,1.179697163105011
658,960000,1.562861265540123,15.0,0.4543705450749911,0.858602751493454,0.0,120,0.016193211432546376,7.48,-0.004087018243735656,348.42,1.1684541177749634
659,968000,1.5922879087924957,16.0,0.4250422301185155,0.8296283358335494,0.0,121,0.017062973971478643,8.26,-0.004167263979034033,368.82,1.2119542360305786
660,976000,1.7375916475057602,16.0,0.5082754540329197,0.7940958321094513,0.0,122,0.020235139187425377,8.03,-0.004719296376861166,366.96,1.1635771369934083
661,984000,1.6381111574172973,15.100000000000009,0.45562595765279795,0.8488531082868576,0.0,123,0.017545503941364587,8.01,-0.005178242999354552,364.28,1.2137688648700715
662,992000,1.5853618013858795,14.100000000000009,0.4636821258692108,0.8425990092754364,1.0,124,0.016522743422538042,8.13,-0.0035378016025060786,378.44,1.206886613368988
663,1000000,1.7355981254577637,13.0,0.4958137925953675,0.8277456021308899,2.0,125,0.02004737874958664,8.14,-0.002546482139614454,385.44,1.1985853171348573
664,1008000,1.582694529891014,13.0,0.46260333408680837,0.8386193037033081,3.0,126,0.016559494384564458,8.28,-0.0042621825047535825,390.24,1.204357751607895
664,1016000,1.791862895488739,14.0,0.5067129393775438,0.7882829481363296,4.0,127,0.022062649899162352,8.88,-0.004559770336318252,399.09,1.1792062705755233
665,1024000,1.783607880473137,14.0,0.5252845027299283,0.7716980588436126,4.0,128,0.020774071468040348,9.12,-0.0052498504380855595,406.47,1.1550240349769592
666,1032000,1.7208819127082824,14.100000000000009,0.4888239888213286,0.8000827527046204,4.0,129,0.019632172347046437,9.24,-0.007131576248793863,414.3,1.1845899331569671
667,1040000,1.7369099348783492,14.0,0.5212406880372815,0.813536279797554,4.0,130,0.019878570837900043,9.06,-0.004560179284053448,410.46,1.1724355030059814
668,1048000,1.8180462366342545,14.0,0.5968618736813226,0.7380011975765228,4.0,131,0.023813792057335376,8.86,-0.007532147705569514,403.13,1.178613156080246
668,1056000,1.8020253109931945,15.0,0.49872617287440035,0.7643886172771454,4.0,132,0.021353745106607674,9.02,-0.0035669031491852364,409.84,1.1607207345962525
669,1064000,1.8001514554023743,15.0,0.5131400052061541,0.7996006292104721,4.0,133,0.021396202854812144,9.52,-0.005115037816867698,420.89,1.176151200532913
670,1072000,1.8239682829380035,15.0,0.5252653182681203,0.7597507119178772,4.0,134,0.02203162477351725,9.75,-0.006472338463063352,423.17,1.1759942698478698
671,1080000,1.7044127666950226,17.0,0.47936881614025567,0.7832610297203064,5.0,135,0.018913265014998615,10.47,-0.001787022959033493,439.56,1.1838861036300659
671,1088000,1.6858253228664397,17.0,0.4941958092613456,0.7961373859643937,5.9,136,0.018681635414250195,10.99,-0.008030679133516969,456.15,1.1788004589080812
673,1096000,1.8847742569446564,17.0,0.5676066167547527,0.7775486928224563,6.0,137,0.023562501915730536,11.93,-0.004050126126967371,469.57,1.13451340675354
673,1104000,1.7464067262411118,17.10000000000001,0.5066394122006752,0.7771195060014725,6.0,138,0.02095587444724515,11.79,-0.0025687367672799157,467.79,1.152434287071228
674,1112000,1.5569428735971451,17.0,0.4539699573836067,0.7998824644088746,6.0,139,0.016223991783335806,11.62,-0.004276172414975008,457.52,1.1655568945407868
675,1120000,1.9143148732185364,17.0,0.5690824676084452,0.7364048635959626,6.0,140,0.024062116164714098,11.61,-0.0051719641382806,459.29,1.148976949453354
675,1128000,1.7733790618181229,17.0,0.505443259058218,0.800547548532486,6.0,141,0.020658139865845443,11.65,-0.001642865257745143,455.57,1.1831456184387208
676,1136000,1.7236097538471222,17.10000000000001,0.5392277567436742,0.7974746364355088,6.9,142,0.019585529193282127,11.58,-0.006244305923464708,456.13,1.1752240025997163
677,1144000,1.7900834918022155,16.10000000000001,0.518518542918255,0.7738107436895371,6.0,143,0.021213934849947692,11.03,-0.00726047325815216,449.38,1.1344638711214066
678,1152000,1.764886924624443,17.0,0.5081411318356247,0.8110389530658721,7.0,144,0.02114076079800725,11.18,-0.003799457587301731,450.76,1.1774634909629822
678,1160000,1.7847884714603424,18.10000000000001,0.5018435201096175,0.7792503732442856,7.0,145,0.020849917838349937,11.86,-0.004053688160056481,458.24,1.1483992290496827
679,1168000,1.7538545715808869,19.0,0.5306773901268977,0.7815576791763306,7.9,146,0.020181879880838097,11.91,-0.0018032828159630298,455.91,1.1177440923452377
680,1176000,2.362150309085846,19.0,1.7298725815684721,0.7827214694023132,8.0,147,0.055842311577871444,14.88,-0.010315308912104228,469.97,1.1198362696170807
680,1184000,1.8854023551940917,19.0,0.5477726011785253,0.7798175328969955,8.0,148,0.02351202695630491,15.29,-0.004670931842993014,478.39,1.136087988615036
681,1192000,1.7966037803888322,19.300000000000026,0.5011421583168286,0.7845898747444153,8.0,149,0.021335681988857685,15.49,-0.004662080199632328,474.77,1.1442050170898437
682,1200000,1.9222519707679748,23.10000000000001,0.5897120806225636,0.7474664378166199,8.0,150,0.02462455125991255,15.9,-0.005232951218495145,472.31,1.1259613370895385
682,1208000,1.728957347869873,23.0,0.5021153399404799,0.7935242283344269,8.0,151,0.01972790910862386,16.13,-0.007350189310964197,481.05,1.1195848202705383
683,1216000,1.8209235787391662,23.0,0.5237913634928796,0.7740100604295731,8.0,152,0.022271130876615645,16.33,-0.0021887074154801666,486.05,1.1547286581993104
684,1224000,1.7908720034360885,22.0,0.5329200321964596,0.776027399301529,7.9,153,0.02148482287302613,13.63,-0.005972290089412127,478.74,1.1448296314477922
684,1232000,2.3008143663406373,22.0,1.4827197148652167,0.801799134016037,7.0,154,0.04665637273807079,15.62,-0.00646225028205663,475.83,1.0960065576434135
685,1240000,1.938939602971077,22.0,0.5444545372025281,0.7409262663125992,7.9,155,0.025402030791155994,15.92,-0.003984285972546786,477.06,1.1455101001262664
686,1248000,1.8209148681163787,23.0,0.5588641932541002,0.7767573797702789,7.9,156,0.021866056863218547,16.26,-0.007055653415154666,490.46,1.1309834486246109
686,1256000,1.8429089385271071,22.10000000000001,0.5222614740595132,0.786233314871788,7.0,157,0.022598339775577188,16.22,-0.003717349471990019,488.4,1.1457169258594513
687,1264000,1.7205809897184372,23.0,0.474436255788214,0.810912452340126,7.0,158,0.019523455454036595,16.39,-0.002419660485320492,492.76,1.142967483997345
687,1272000,1.7853462719917297,23.0,0.5439840053219339,0.793502789735794,7.0,159,0.020834079436026512,16.32,-0.004393838754112949,497.88,1.1608498775959015
688,1280000,1.8060614562034607,22.10000000000001,0.5693317666405939,0.8071904742717743,8.0,160,0.02148972008842975,14.4,-0.008239227366866544,499.2,1.1585147047042847
689,1288000,1.8233509719371797,21.10000000000001,0.5372302731776946,0.7777505922317505,8.0,161,0.022039338583126664,14.13,-0.004050941851455718,507.03,1.1830865883827208
689,1296000,1.7719481456279755,20.10000000000001,0.5167745577313579,0.783853560090065,7.0,162,0.020905840285122393,13.38,-0.002850838887388818,500.44,1.1835679924488067
690,1304000,1.7757703757286072,20.0,0.5152360684239544,0.8020310384035111,7.9,163,0.02095007703639567,13.51,-0.008251070182595868,505.83,1.1970515394210814
691,1312000,1.940344591140747,20.10000000000001,0.5755789236075846,0.7741841715574265,8.0,164,0.02539275197312236,13.87,-0.00654589175916044,503.25,1.1665484774112702
691,1320000,1.9051147443056107,21.0,0.5731962292751865,0.7248013263940811,8.0,165,0.024222203884273766,14.24,-0.00553982104640454,511.55,1.1430812162160873
692,1328000,1.8628963017463684,21.10000000000001,0.611610608739971,0.7419957691431045,8.0,166,0.022906945934519172,14.5,-0.0046430534136015925,516.06,1.1326015937328338
692,1336000,1.86392229616642,22.10000000000001,0.6067159007293486,0.7468616324663162,8.0,167,0.022571891327388585,14.8,-0.006497672637342475,521.4,1.1599560022354125
693,1344000,2.0321119225025175,23.300000000000026,0.6872606629962913,0.7295304656028747,8.0,168,0.029773483853787183,15.3,-0.0047094150097109376,525.7,1.148299430012703
693,1352000,1.9790152299404145,26.0,0.6107236013211025,0.7387904804944992,7.9,169,0.026127731981687247,15.42,-0.008665238842950203,517.49,1.1533234387636184
694,1360000,1.899124293923378,26.0,0.5435580288680434,0.7675044578313828,7.9,170,0.02428219677414745,15.27,-0.0010950482939369977,522.53,1.169311250448227
694,1368000,1.896748463511467,23.0,0.5332562289255652,0.7586214131116867,7.9,171,0.023670521411113442,14.84,-0.0062044483493082225,518.86,1.1728893971443177
695,1376000,1.962907348871231,25.10000000000001,0.6169552522551753,0.7532619315385819,7.9,172,0.025562980780377983,15.3,-0.007201943031977862,521.98,1.161398948431015
695,1384000,2.050855528116226,25.10000000000001,0.6507731600063209,0.7492183238267899,8.0,173,0.027765527442097662,15.81,-0.011572635783231817,523.58,1.1080281662940978
