approx_kl_divergence,policy_entropy,epoch_idx,value_loss,clip_fraction,P09:episode_rewards,frames,fps,P01:episode_rewards,advantage_norm,PMM:episode_rewards,episode_length,explained_variance,grad_norm,policy_loss
1230.3772783337386,0.4806919432985112,1,2458241.68699357,0.4217041015625,275.0,10240,435,150.0,15.968718123435973,218.75,315.1875,-4.035636672750115,5787120.473963268,0.06458230183343402
0.0066397083517017565,1.6182256512343884,2,0.0308996412466513,0.2724365234375,350.0,20480,342,150.0,15.968717980384827,251.25,327.3666666666667,5.960464477539063e-09,0.5332271881709802,0.002400837699678959
0.003221628263577259,1.7418570041656494,3,0.014389585754543077,0.2218017578125,375.0,30720,389,150.0,15.968717944622039,252.90697674418604,343.3255813953488,-5.215406417846679e-09,0.06779933355693925,-0.0006049848547263536
0.0033712919531126316,1.7732984878122806,4,0.008944899125981464,0.251708984375,402.5000000000002,40960,413,72.50000000000001,15.968717604875565,248.25,349.83,-3.3527612686157227e-09,0.05287142470334973,-0.0014499203411105555
0.0038145855748553,1.7783503778278829,5,0.006839020302481913,0.27333984375,377.5000000000002,51200,430,25.0,15.968717014789581,185.0,341.26,-1.862645149230957e-09,0.05420728563571655,-0.0015876586465310538
0.002817670686647489,1.763089270889759,6,0.00883528772333193,0.2015869140625,327.5000000000002,61440,448,25.0,15.968717402219772,158.0,334.17,2.9802322387695314e-09,0.05319125436459769,-0.00131091379589634
0.0033830151363872575,1.7648947983980179,7,0.009126512703278421,0.2573974609375,280.00000000000045,71680,458,25.0,15.968717902898788,140.75,324.94,1.7881393432617187e-08,0.05387175563383301,-0.00223690870043356
0.003748253692629078,1.7694764390587807,8,0.008488400421128972,0.2709716796875,350.0,81920,468,47.50000000000001,15.96871746778488,162.0,338.09,-1.862645149230957e-09,0.05289196159937305,-0.0021449300264066553
0.002967237968243808,1.769392905384302,9,0.007202818167024816,0.228076171875,350.0,92160,471,25.0,15.968713355064391,153.25,334.54,-1.825392246246338e-08,0.05302785378464507,-0.0018356498163484502
0.002867897533306518,1.760120166093111,10,0.008902223738550675,0.23173828125,275.0,102400,476,25.0,15.968714624643326,144.5,329.57,-2.9802322387695312e-08,0.05443540909183875,-0.001683650418635807
0.0036189437138546055,1.7730259843170644,11,0.008202811931732867,0.2584716796875,327.5000000000002,112640,480,25.0,15.968717604875565,141.25,320.57,8.568167686462402e-09,0.054219947259181854,-0.0019043662054173184
0.003079221618321526,1.7649455316364766,12,0.009138579428872617,0.22724609375,375.0,122880,482,25.0,15.96871789097786,164.5,326.83,-8.195638656616212e-09,0.05094364470515811,-0.0015656948475225364
0.0028830135277758016,1.7779932133853436,13,0.00930653600662481,0.21650390625,402.5000000000002,133120,484,25.0,15.96871787905693,173.0,328.08,-1.1920928955078126e-08,0.051681331542954824,-0.00165711085392104
0.0028903083295517716,1.7710413172841073,14,0.009482438849590834,0.203662109375,300.0,143360,483,50.0,15.968717801570893,170.25,334.76,-1.4156103134155273e-08,0.054170007274880805,-0.0013611837897769875
0.003619432454502203,1.7774923019111157,15,0.009344934667751659,0.2863037109375,300.0,153600,485,50.0,15.968717849254608,169.75,332.07,-1.4901161193847656e-08,0.052941643044162656,-0.0023598402298375732
0.003018128961412003,1.7819121211767197,16,0.008782893461193453,0.260107421875,300.0,163840,487,50.0,15.968717682361603,177.5,336.64,-1.3411045074462891e-08,0.0523641990517435,-0.001681411843310343
0.0031646258548278182,1.7746507570147514,17,0.009493628363270546,0.2345458984375,275.0,174080,489,47.50000000000001,15.968717634677887,169.5,332.17,1.4156103134155273e-08,0.05416183603279625,-0.0019445756654022262
0.003566245646021571,1.7653301700949668,18,0.006866776338645764,0.271630859375,275.0,184320,490,25.0,15.968717020750045,162.75,331.48,-2.6822090148925782e-08,0.049701782540291194,-0.002249791660688061
0.00323088137341756,1.7679127864539623,19,0.008399068158092859,0.2493408203125,310.00000000000085,194560,493,25.0,15.968716949224472,160.75,329.91,-7.82310962677002e-09,0.054835855049298374,-0.001569081164416275
