epoch_idx,avg_q_retraced,policy_gradient_bias_correction,P01:episode_rewards,rollout_prob_std,PMM:episode_rewards,policy_loss,episode_length,explained_variance,grad_norm,model_prob_std,frames,P09:episode_rewards,fps,policy_entropy,policy_gradient_loss,q_loss,advantage_norm,avg_q_selected
11,0.0014669889176730066,0.0,0.0,0.012739717991401752,0.0,-5.464685958334788e-05,3323.8333333333335,-4.326329978307088,0.002141489896104128,0.012739718239754439,79200,0.0,400,2.1906158288319904,-5.464685958334788e-05,1.5746352463944883e-05,0.038648853388925396,0.0014841686138728012
12,0.0018864429051366944,0.0,0.0,0.0110571694560349,0.0,7.189350496143258e-06,3324.1666666666665,-4.0790228287378945,0.0011004973388586928,0.011057169611255328,86400,0.0,408,2.1923699458440145,7.189350496143258e-06,4.348192995469921e-06,0.020262801181524993,0.001814139966154471
13,0.004277544988629718,0.0,0.0,0.012956526347746451,0.0,-9.09071557543939e-05,3324.1666666666665,-3.585235619544983,0.001088074528243396,0.012956526502966881,93600,0.0,416,2.1905558347702025,-9.09071557543939e-05,3.2072899178577546e-06,0.016353240795433523,0.004283657107347002
14,0.0024726126032571,0.0,0.0,0.011524178584416707,0.0,-6.99206578550123e-05,3324.1666666666665,-3.6761465072631836,0.0010257396712700546,0.011524178677548964,100800,0.0,424,2.19189612865448,-6.99206578550123e-05,3.0683181118244346e-06,0.01730738477781415,0.00245917645515874
15,0.0016240724866899352,0.0,0.0,0.01411650435378154,0.0,1.9942787389481964e-05,3324.1666666666665,-4.45210116704305,0.0020753822000897353,0.014116504602134228,108000,0.0,432,2.189300465583801,1.9942787389481964e-05,1.4096333488093176e-05,0.0384443070118626,0.001557562028756365
16,0.0024164657729367415,0.0,0.0,0.012702053505927324,0.0,-0.000105394731698046,3324.1666666666665,-4.008627065022787,0.0009533579833067122,0.012702053599059581,115200,0.0,440,2.1907647212346393,-0.000105394731698046,4.609403483376203e-06,0.01815152292450269,0.002478668058756739
17,0.0017152637666364135,2.1172998192825083e-06,0.0,0.016686748762361026,0.0,-0.00011879517512040733,3324.25,-3.555669271476341,0.0020406673667109337,0.015287794214414641,122400,0.0,441,2.1880683915542836,-0.0001209124746200518,1.256941878623228e-05,0.03707948075513346,0.0018231118997356695
18,0.0022143840265494803,3.97164123668332e-06,0.0,0.018356343036019806,0.0,-4.006944541483141e-05,3324.25,-2.1799501357791287,0.0011571787559153703,0.016585800834665338,129600,0.0,439,2.1864928372764085,-4.404108659406678e-05,4.509716995610486e-06,0.022021598743629595,0.0022073938521290468
19,0.003191793910412502,-6.7571512899900105e-06,0.0,0.01959794684971077,0.0,-9.764697804138493e-05,3324.25,-1.788786549345842,0.0011049079982985012,0.01968823903944915,136800,0.0,436,2.1823678044288877,-9.088982620849592e-05,4.366745740816844e-06,0.021267045057309728,0.0032129742329380915
20,0.0025583853372514362,9.845121741035853e-06,0.0,0.02227672874575195,0.0,-3.997630441199482e-05,3324.25,-1.8304561659614875,0.0011840911390023567,0.024315043483323678,144000,0.0,435,2.1748553954041197,-4.9821425637859366e-05,5.101638835404993e-06,0.0231587014720583,0.0025536575170188266
21,0.0035624167433614645,1.685860558285202e-05,0.0,0.02281869133109,0.0,-5.283716329267437e-05,3324.25,-1.6448993609963902,0.0011887677504133836,0.03165670706663853,151200,0.0,432,2.1607276304562886,-6.969576818871955e-05,5.160481389044367e-06,0.023570619411594065,0.003545586765123526
22,0.003978539252079033,1.912381460288413e-05,0.0,0.02663832053863665,0.0,-0.00010489083599254844,3324.25,-1.9725916935361565,0.0013469698561095072,0.037010229144038426,158400,0.0,431,2.1483124508460363,-0.00012401465136312097,6.169016923369298e-06,0.026103861156799312,0.004024503389964738
23,0.003497650213881455,1.888012928304911e-05,0.0,0.027197704630541716,0.0,-7.699733704980427e-05,3324.3333333333335,-1.9922339819947248,0.0010628086148517619,0.041748331474366955,165600,0.0,430,2.1357179900735774,-9.587746593228474e-05,4.17518246729257e-06,0.02157525896246264,0.0035132179440586775
24,0.004850062365540816,2.0476364836054378e-05,0.0,0.03107081046249106,0.0,-8.303729643360447e-05,3324.3333333333335,-1.6740047808330525,0.00110064670305534,0.05065676943088571,172800,0.0,428,2.109713212901322,-0.00010351366124204919,3.925602921984416e-06,0.021325042508678047,0.0048464839862845605
25,0.004378052090261398,1.5545136682095605e-05,0.0,0.03391657471597667,0.0,-0.00010429676408904692,3324.3333333333335,-1.6034495353367595,0.001066363800425628,0.0562469802610576,180000,0.0,427,2.0920543168556125,-0.00011984190102956355,3.9025744329381145e-06,0.02100386860979987,0.004418367961401283
26,0.003733146804928159,-1.4738324948303956e-05,0.0,0.03464170843067149,0.0,-0.00010407410149098504,3324.3333333333335,-2.1125371376720685,0.0022921830689663753,0.05789269215575168,187200,0.0,425,2.085010011707033,-8.933577589930661e-05,4.0195398020015334e-05,0.041331845214516515,0.003799690624804324
27,0.002517507828946999,1.0690128793791784e-05,0.0,0.033370507590068633,0.0,2.1436518815871714e-06,3324.3333333333335,-2.420029863729363,0.0009835833478496587,0.046653166173380764,194400,0.0,424,2.1210461751903806,-8.546476495390466e-06,3.7262373713448654e-06,0.02007024485622804,0.0024491637410804204
28,0.003007865679255075,6.278018208406207e-06,0.0,0.03392286347141538,0.0,-6.481912077112259e-05,3324.4166666666665,-2.277077930118672,0.001328770514786888,0.048854552618420075,201600,0.0,422,2.1139471662612186,-7.109713877496636e-05,2.7674006317027535e-05,0.030283645995210103,0.002993741281076197
29,0.005292420863413662,3.4453362554684466e-05,0.0,0.04036090175583022,0.0,-2.2784195436504593e-05,3324.4166666666665,-2.046379644386667,0.002307865234688767,0.06793173064881808,208800,0.0,422,2.0476612803355727,-5.723755630252145e-05,6.65403771731046e-05,0.049991685889535654,0.005247052763804311
30,0.005694104623297111,2.7976925674061526e-05,0.0,0.04286703429251377,0.0,-0.000425004036210267,3324.4166666666665,-3.320571121268329,0.006862177794698474,0.06818798470665657,216000,0.0,422,2.045496235007332,-0.00045298096558324706,0.000299315589914725,0.1298073434488966,0.005779686725572757
31,0.01583450090496896,0.0002741210472010617,0.0,0.04685939040655891,0.0,-0.0002900834287085779,3324.4166666666665,-2.0737361430625123,0.01076473880618224,0.08479103674747485,223200,0.0,420,1.9561459073392802,-0.0005642044720510362,0.0005630129618682543,0.2194963360475573,0.01548268837001786
32,0.067638945918205,0.000170554428805728,0.0,0.0745716991746989,0.0,-0.0003281648736858403,3324.4166666666665,-1.0933098562418728,0.018628759744344203,0.1806188892258108,230400,0.0,420,1.2621770106096892,-0.000498719306136268,0.0001936415245316191,0.09335054536637667,0.06734714577974373
33,0.027251581901699188,2.1643521936783665e-05,0.0,0.09544989386405896,0.0,-0.00014749355532022837,3324.4166666666665,-1.8692588245931756,0.013071797768788336,0.24897275500295185,237600,0.0,419,0.7098373457958933,-0.000169137077314262,0.0001929510224750562,0.10751105057213595,0.02760201045676632
34,0.02759535507647896,6.0032689288136006e-05,0.0,0.11920403338049751,0.0,-0.00025909752448819866,3324.6805555555557,-1.7425358983984698,0.018182584066225384,0.2593122463785703,244800,0.0,419,0.6040945443852986,-0.00031913021379496203,0.0003050611643046372,0.12317783659688697,0.027109126525388404
35,0.08171854036674689,-5.864649420135414e-06,0.0,0.1264546025820845,0.0,-9.97202865668468e-05,3324.6805555555557,-0.5352070653131084,0.10103038407076817,0.2672475341465029,252000,0.0,418,0.5118605098205018,-9.385563891111518e-05,0.0026786537637796997,0.2877653168329585,0.0806627448713942
36,0.01460352515633555,2.7150644520195528e-05,0.0,0.13238881803866692,0.0,8.930247014439075e-05,3324.6805555555557,-0.1299569169222993,0.014163903334784421,0.280107776460154,259200,0.0,417,0.44593448663336616,6.215182617143821e-05,0.0002825066137245538,0.12748008364239935,0.012601074575092835
37,0.04028564889880794,0.00020368094093593407,0.0,0.12295345687997285,0.0,-7.251477648727207e-05,3324.6805555555557,-1.8770961429454662,0.01856247336919574,0.18404183266339477,266400,0.0,418,1.2637356127412231,-0.0002761957179726614,0.0002352089729504735,0.12360994411046031,0.038141901274427285
38,0.044768863362377585,3.1105385302885336e-05,0.0,0.13691546638969274,0.0,-0.00031607647835728807,3324.6805555555557,-2.6737913454130844,0.05990034285597542,0.25698319348018794,273600,0.0,417,0.6173858358438752,-0.0003471818619169473,0.002456249693039971,0.11987129949018477,0.04049218416067662
39,0.10261084545117467,-1.5226159953346017e-05,0.0,0.13674717254651786,0.0,-0.000985554222818176,3324.690476190476,-1.1701045252494566,0.009825658114482164,0.24484889721715605,280800,0.0,416,0.7056534280874168,-0.0009703280627809298,0.00026047532395338254,0.1531254737057372,0.10501534207685062
40,0.018300171177563256,-1.2391532761547672e-05,0.0,0.1549512081193644,0.0,-0.00014077132907045758,3324.690476190476,-0.04679109825343683,0.001925174993034813,0.28919729638982705,288000,0.0,416,0.3428592727554065,-0.0001283797962277897,6.969474887190092e-05,0.06013804877649934,0.019602255270478843
41,0.005112116960331655,1.24400535993042e-06,0.0,0.17866233812585947,0.0,2.4626212743698256e-05,3324.690476190476,-0.07326419026842193,0.0020360711867758296,0.29195719659801517,295200,0.0,417,0.3052587385877731,2.3382207182384453e-05,0.00011807586830446412,0.07488695463926962,0.005305930289992137
42,-0.0077622010943696525,2.857133367067798e-06,0.0,0.16499343554908164,0.0,1.8205014851487826e-06,3324.690476190476,-0.28981026735491855,0.001961102984520748,0.28943058089249657,302400,0.0,416,0.340148917949862,-1.0366313384901379e-06,0.0001281537229254871,0.08079270141926058,-0.00762974710662771
43,-0.004520743139028415,1.3082219889287935e-05,0.0,0.17121814725388376,0.0,0.00010434455468946057,3324.690476190476,-0.800057896527033,0.003332290384177353,0.28019157973546827,309600,0.0,415,0.4316980161281332,9.126233469651702e-05,0.00011620176639169022,0.08490511386322658,-0.005039354299104104
44,0.0083865306031334,3.989435194095128e-06,0.0,0.17385972900730043,0.0,-3.806386963430798e-05,3324.690476190476,-0.7229020222548453,0.003165399124862667,0.26509127059626203,316800,0.0,415,0.5703384103779754,-4.205330478446475e-05,0.00013186318477989873,0.09076149064160528,0.008623133694960013
45,0.000778321143140587,1.2606158661214376e-05,0.0,0.17699470328472594,0.0,-2.1099494310880445e-05,3324.53125,-0.903828388469875,0.003089535996017407,0.2735735296751693,324000,0.0,414,0.5089893276421796,-3.3705651460297996e-05,0.00021298858074902323,0.12181462359299303,0.0008059809762237212
46,-0.0058775698881095555,-1.448521638650789e-06,0.0,0.18329724667800795,0.0,6.312503945194309e-05,3324.53125,-0.15318373724108653,0.0016336525503116556,0.2722441263875318,331200,0.0,414,0.5313104145228862,6.45735612841232e-05,8.085411213371012e-05,0.0637341693325323,-0.006151034701209044
47,-0.00319457542372181,1.45418272910698e-05,0.0,0.16690887153917808,0.0,-4.0074979503374395e-05,3324.53125,-0.5145942480290893,0.0020556928367034153,0.25866112513984624,338400,0.0,413,0.6504916258164183,-5.461680689773257e-05,9.795103510065124e-05,0.06933527083845607,-0.002950794781854074
48,0.0005843816885558695,4.035698339874885e-05,0.0,0.16445248864440604,0.0,9.054228655506646e-05,3324.53125,-1.303980543044767,0.004001738207763636,0.22649481631222323,345600,0.0,412,0.9311493602938353,5.018530185366149e-05,0.00012710184273440877,0.0814089168353385,0.0003112818926443785
49,0.007309806554251172,4.321410529054354e-05,0.0,0.17875601414177156,0.0,-2.814472593479242e-05,3324.53125,-1.1411146706319044,0.0018950029855911168,0.24196430039192948,352800,0.0,412,0.8316916107185304,-7.135883113349e-05,7.781443072905366e-05,0.06411803420710688,0.007504821198341984
50,0.005588277555296445,9.496735080768416e-05,0.0,0.1691539055549823,0.0,0.00010074385112502214,3324.8,-1.4816255919757861,0.0034955339563459724,0.21217657733633363,360000,0.0,412,1.1251934784399225,5.776499511177825e-06,0.0001013319310661997,0.07475273469765369,0.005502206663552636
51,0.007028089292309243,4.6625943096269456e-05,0.0,0.16366896929909236,0.0,2.1421955341567198e-05,3324.8,-0.799771950823605,0.0025789791504814683,0.18774831663324404,367200,0.0,411,1.338335247735182,-2.52039881238416e-05,6.349614552441435e-05,0.05180098381412102,0.007024407942000795
52,0.008732828685900482,8.594597589495925e-05,0.0,0.15196098538785777,0.0,-1.116142602857403e-05,3324.8,-1.5582061932925826,0.0023213144485465013,0.14089521668309335,374400,0.0,410,1.6401140051070975,-9.710740031856986e-05,2.817966071148102e-05,0.03461863122359363,0.008777489477993979
53,0.012535558598603879,2.5761034708483916e-05,0.0,0.1540771654041277,0.0,6.002893777626225e-05,3324.8,-1.2588147371826033,0.0036245027948864097,0.1313985316470147,381600,0.0,410,1.717975966856278,3.4267895164293455e-05,8.331585070381892e-05,0.05722411197622519,0.012376212880259292
54,0.011208889539631962,4.549283323170632e-05,0.0,0.16154062430453167,0.0,-0.0002492713333856199,3324.8,-0.8948846848640177,0.002398391625285473,0.1719689137941946,388800,0.0,410,1.4705314730241814,-0.0002947641660646831,2.804415011917593e-05,0.03666926929729661,0.01134928963492038
55,0.010061408181356944,2.192521895656039e-06,0.0,0.16648192854548888,0.0,-7.684159303935111e-05,3324.8,-1.0036212811157816,0.0032715213145192027,0.19244475204970637,396000,0.0,409,1.3191692657429708,-7.903411528095224e-05,0.00012041373239349783,0.07916942721108965,0.009975974156949964
56,0.034251858711319055,1.7886866296858173e-05,0.0,0.15319548940493,0.0,-0.00025110320220307955,3324.96,-0.9971992268425132,0.0184827587382514,0.17509144028500903,403200,0.0,409,1.4222197600347655,-0.00026899006749364694,0.0002647942047352088,0.11607649815603895,0.033098596249110795
57,0.30146265520605814,0.0006843714803031826,0.0,0.16963961905765312,0.0,0.00016984359866660152,3324.96,-1.0344082150833003,0.7829426226866315,0.19864876120829233,410400,0.0,408,1.1310115853045835,-0.0005145278814602317,0.08430775658824484,0.5230959894690446,0.31802983473520724
58,0.1027281305898183,0.00018243040935252296,0.0,0.17581720445433233,0.0,-0.0009598299750211361,3324.96,-0.691055239200119,0.047009125402164224,0.20336133010803706,417600,0.0,408,1.1241464392985319,-0.0011422603807690116,0.0011264872249979357,0.27177297854155463,0.10120088928114873
59,0.08413943673341125,0.00020883846683030936,0.0,0.18268176624354307,0.0,-0.0006159518163325696,3324.96,0.30221279683724916,0.009476634023516823,0.2175130707139849,424800,0.0,408,1.0364747780301269,-0.0008247902804216074,0.00016404882289350854,0.12023440942252006,0.08540690526371161
60,0.06641770543929722,0.00020185087519056965,0.0,0.1707385027198682,0.0,-0.0006189099440431049,3324.96,-0.854430561810732,0.018670867935158583,0.1941038916839494,432000,0.0,408,1.2617533339867515,-0.0008207608192897746,0.00012843351153735838,0.09392410624033168,0.06640634874473252
61,0.05161414226694475,7.518578484106763e-05,0.0,0.19962272489581398,0.0,-0.00029854957540857154,3324.93,-0.00028981237263277687,0.015247292954264191,0.2306477845103416,439200,0.0,408,0.923581977199822,-0.00037373535760678586,0.00020923370136878707,0.12923079811396304,0.05257521457748399
62,0.050069912544441805,-4.0082681661063424e-05,0.0,0.16087661740099077,0.0,-0.0003248004597850571,3324.93,-1.4486807700628956,0.024171314544161895,0.1997316357331774,446400,0.0,408,1.1863299507068263,-0.00028471778105695775,0.0004173415955957983,0.1279460686422569,0.0491913087809552
63,0.25092626597729617,1.4125551954655768e-06,0.0,0.17646129463464666,0.0,-0.00021207756907476485,3324.93,-0.9530620194767289,0.33946882437022563,0.2109956529830054,453600,0.0,407,1.066467882836887,-0.00021349012614827896,0.013004321054383296,0.3983716430977756,0.24630363856207094
64,0.0022359727464626713,0.00015057715827942447,0.0,0.19545099211182088,0.0,-0.0015802364795284344,3324.93,-0.5713401461688299,0.04643779796122012,0.3029621721317113,460800,0.0,407,0.1620247107847899,-0.0017308136360522828,0.0017007729873552155,0.31040761423494784,0.009425201625388076
65,-0.008375415026659932,-6.579981257942628e-06,0.0,0.20585234109489692,0.0,-7.26818359088231e-05,3324.93,-0.4398489224784589,0.008413583571221845,0.3086637119881848,468000,0.0,407,0.10850094060068606,-6.610185282650478e-05,0.00034738708509765033,0.16344325187852574,-0.008582668005844602
66,-0.0026920153125279795,4.0819406406078867e-07,0.0,0.20907571384298895,0.0,-0.00010324361248232671,3324.93,-1.1059948469438252,0.008397262109834106,0.3107195610588505,475200,0.0,407,0.07280550573331614,-0.00010365181044302381,0.00027182887864911196,0.13223933976128815,-0.002021566070804496
67,-0.0012831728807222611,1.0536679489999543e-07,0.0,0.21279394189516707,0.0,-2.8625749792449778e-05,3324.99,-0.4029236797444404,0.004689215433139623,0.31248437938078377,482400,0.0,407,0.04130679195175175,-2.8731116844732145e-05,0.00027467415256542306,0.13969126486219466,-0.0012871308942184532
68,-0.0027034895759930405,-8.773130574041866e-07,0.0,0.20780294864216733,0.0,8.982045491121252e-06,3324.99,-0.13191514490221543,0.005518427360683123,0.3114672093767495,489600,0.0,407,0.06018652110119109,9.859358521294909e-06,0.000376904365241674,0.15400967566813856,-0.002503619400673817
69,-0.006587483864761895,-1.6468688866005324e-06,0.0,0.2111677014315254,0.0,-1.759243568974254e-05,3324.99,-0.46172919606563284,0.004271485076234388,0.31043013891885207,496800,0.0,406,0.07864314304715238,-1.594556743054302e-05,0.0003436069057034331,0.16782767952062563,-0.006573364100734738
70,-0.008075524061803075,6.366549794961251e-07,0.0,0.21360063840984983,0.0,7.801257634681374e-06,3324.99,-0.13321524592776776,0.003672937532091333,0.30918531200873167,504000,0.0,406,0.10147841478288963,7.164602936030999e-06,0.00018409069475681722,0.11562180329488699,-0.007833506303684857
71,-0.005207984494392621,-2.641324839446577e-06,0.0,0.21966134570913495,0.0,-1.1707291432041818e-06,3324.99,0.05888902249790373,0.002700707125973567,0.3077545292289169,511200,0.0,406,0.1259073387907335,1.4705958259238304e-06,0.00017552130124270525,0.0936648554301934,-0.005328909030165324
72,-0.008638052392631242,-6.89776290405414e-06,0.0,0.21549008581905613,0.0,-4.476496994631442e-06,3324.95,-0.0769571550048533,0.004493017328881943,0.30846076033299874,518400,0.0,406,0.11400431448652867,2.421265946311219e-06,0.0002742468808932631,0.1363815710960429,-0.00859175426726454
