epoch_idx,advantage_norm,frames,value_loss,PMM:episode_rewards,policy_loss,P01:episode_rewards,fps,policy_entropy,P09:episode_rewards,episode_length,grad_norm,explained_variance
40,0.7366829788684846,320000,0.004652781437907833,1.44,-0.0009574220748618245,0.0,730,1.3629814136028289,5.0,186.51,0.17813494235927402,0.9415332448482513
41,0.7369468152523041,328000,0.004555463395372499,1.54,-0.0008621843298897147,0.0,730,1.3521944642066956,4.0,190.18,0.1747234013066912,0.9567613679170609
42,0.7526091232895851,336000,0.004811891362187452,2.18,-0.0015341130369051826,0.0,726,1.3522693133354187,5.0,213.89,0.18951246704142316,0.9532889419794083
43,0.8888522574305534,344000,0.00624124869791558,2.34,5.07170214314101e-05,0.0,724,1.365667724609375,6.0,217.66,0.22007993420997438,0.9406698763370513
44,0.6611905960738659,352000,0.003920485999551602,1.92,-0.0014730262873126777,0.0,721,1.3545821189880372,5.1000000000000085,201.1,0.16118463874443847,0.9275862264633179
45,0.6539760947227478,360000,0.00340080875728745,1.69,-0.0010266036770190112,0.0,717,1.355481961965561,5.0,190.46,0.16059671988274235,0.9708084243535996
46,0.55342663154006,368000,0.0026643415007856675,1.61,5.384845455409959e-05,0.0,714,1.3511899888515473,5.0,186.98,0.12888649520708959,0.9737388038635254
47,0.8134929952025414,376000,0.005160571115848143,2.04,-0.002125159909701324,0.0,709,1.3421615302562713,5.0,202.82,0.19032013099328768,0.9349032932519913
48,0.5953165826201439,384000,0.003096108321333304,2.09,-0.00096193522476824,0.0,705,1.3286814153194428,5.0,208.52,0.1461247739018315,0.9724094331264496
49,0.8022894296050072,392000,0.005411749777849763,2.12,0.0016180342423467663,0.0,699,1.3539094710350037,5.0,214.23,0.18859006777034767,0.9283692616224289
50,0.8696430152654648,400000,0.005890194545499981,1.83,-0.001539711381192319,0.0,694,1.3408030343055726,5.0,202.85,0.21021926913350789,0.9322178184986114
51,0.7473788943886757,408000,0.004696291451400611,1.75,-0.002314849461108679,0.0,689,1.3530262434482574,5.0,196.98,0.18280964202895833,0.9415944147109986
52,0.7525170564651489,416000,0.005035487989371177,1.91,-0.0010619129081896972,0.0,684,1.3532756114006042,5.1000000000000085,197.67,0.1823344242850596,0.948396515250206
53,0.6679343977570533,424000,0.004085399357136339,2.07,-0.0007888418310903944,0.0,680,1.3543067967891693,6.0,203.98,0.16321857455076685,0.9705714499950409
54,0.7405011884868145,432000,0.004620567926031072,2.27,-0.0006438794870064158,0.0,675,1.3580984592437744,6.0,214.88,0.172340032037681,0.9509771364927292
55,0.523751573562622,440000,0.0026839010618277827,2.09,0.00027528397022251737,0.0,671,1.3545196664333343,5.0,211.81,0.12606625905644217,0.9712430489063263
56,0.7112516131997109,448000,0.004674963462312007,1.89,-0.001667370439536171,0.0,666,1.3417850041389465,5.0,201.08,0.17346182031748128,0.946924854516983
57,0.7750618124008178,456000,0.004965591088403016,1.86,-0.001226660608117527,0.0,662,1.35881392121315,4.1000000000000085,200.13,0.19433891022503325,0.9524961721897125
58,1.1247169145941733,464000,0.010250893895281478,1.92,-0.004034279225743375,0.0,659,1.3582451772689819,4.1000000000000085,199.77,0.3290756864890906,0.9136712926626206
59,0.721120103597641,472000,0.004016246379469521,2.29,-0.0011958838161081075,0.0,655,1.3552334463596345,5.1000000000000085,213.82,0.1768814946531083,0.9649363708496094
60,1.2576630994677545,480000,0.01145702828594949,2.34,-0.0016198485007043928,0.0,651,1.3568846046924592,6.0,214.58,0.30408627727239174,0.8394422590732574
61,1.0005504932999612,488000,0.007297001441475004,2.37,-0.0024162735883692223,0.0,648,1.3540145432949067,6.1000000000000085,216.67,0.2500450656495044,0.9272013431787491
62,1.0625125578045844,496000,0.008429583954857663,2.16,-0.002332257666857913,0.0,644,1.3486243414878845,6.1000000000000085,207.51,0.2772457776320943,0.8870585745573044
63,0.7391058956086636,504000,0.004466964290768374,2.47,-0.0007198780906037428,0.0,640,1.3395345759391786,6.1000000000000085,218.51,0.18666566211117264,0.9611284345388412
64,1.2127402073144913,512000,0.011092726915376262,2.51,-0.0003444303205469623,0.0,637,1.3534166848659515,6.0,223.8,0.3022302770885098,0.8585941028594971
65,1.1447635778784753,520000,0.009446607996942476,2.38,-0.0030076229624683036,0.0,632,1.3446123886108399,6.0,217.89,0.3005071858993207,0.8987824356555939
66,1.0044765987992286,528000,0.007151959839975461,2.42,-0.001914382468094118,0.0,629,1.3507720565795898,6.0,221.62,0.25683137401128525,0.9356845909357071
67,1.0914543479681016,536000,0.008748771006357856,2.52,0.0001733974392118398,0.0,625,1.3514968037605286,6.0,223.23,0.2604985599457503,0.9137505328655243
68,0.959751289486885,544000,0.006763287072535604,2.67,-0.0019144919128666516,0.0,622,1.3400456893444062,6.0,230.09,0.24937715975465127,0.935181874036789
69,1.03309618383646,552000,0.00797583524545189,2.38,-0.0013224036304745823,0.0,619,1.348194843530655,5.1000000000000085,221.22,0.26798932368665057,0.9081579887866974
70,0.9370929473638534,560000,0.006439788604038768,2.51,-0.00040632125499541873,0.0,616,1.353532670736313,6.0,227.72,0.21848523755250795,0.9242327666282654
71,1.0164724603295325,568000,0.007474750326946378,2.19,-0.0007085675903363153,0.0,612,1.3561724150180816,6.0,213.86,0.23391202399658031,0.9182446825504303
72,1.024816113114357,576000,0.007676022710511461,2.65,-0.0016605080582667141,0.0,609,1.3519848704338073,7.0,230.72,0.2512144953852839,0.9273205804824829
73,1.1857893523573875,584000,0.010414387015043759,2.71,0.00011308059678412974,0.0,606,1.3616210007667542,7.0,230.15,0.28655477383377037,0.8768321651220322
74,1.149633063673973,592000,0.010003440442960709,2.73,-0.0014346816023316934,0.0,603,1.3454045689105987,8.0,228.66,0.2792343157365792,0.8959150671958923
75,1.3849948412179947,600000,0.014119598842225968,2.62,-0.0032369651916087606,0.0,600,1.3075687158107758,7.0,227.07,0.3601365301317469,0.815181958079338
76,1.0512839657068254,608000,0.008042045115726069,2.89,-0.0008017406763974577,0.0,597,1.3393333494663238,7.1000000000000085,236.51,0.247731386174915,0.9068139624595642
77,1.0277283081412316,616000,0.007637656931183301,2.99,-0.00031069145166839006,0.0,594,1.342113003730774,7.0,242.01,0.2659526812718636,0.9154595410823823
78,0.9941613081097603,624000,0.006864252613158896,3.14,-0.0011507750016244245,0.0,594,1.3397473788261414,6.1000000000000085,245.98,0.22936340016793696,0.9313045740127563
79,0.9246946847438813,632000,0.006338737206533551,3.03,0.0016639908267825376,0.0,592,1.3439400506019592,6.0,244.29,0.22302769418389776,0.9368380349874497
80,1.3143921512365342,640000,0.01212562207132578,3.4,-0.004474616947409232,0.0,591,1.3371060061454774,7.200000000000017,252.69,0.3363186891627412,0.8825627040863037
81,1.1291021817922593,648000,0.00892426481237635,3.44,-0.0013427753816358744,0.0,591,1.3333963501453399,9.0,255.52,0.276211447081682,0.9126558846235275
82,1.0538321721553803,656000,0.007704405024996959,3.54,-0.0007490782462991774,0.0,590,1.331018441915512,9.0,254.74,0.2755535225791659,0.9167065012454987
83,1.1174396276474,664000,0.00908260886091739,3.35,5.0270440406166015e-05,0.0,589,1.3428795993328095,9.0,249.73,0.2637343483840223,0.8981781756877899
84,1.2204562848806382,672000,0.010586384010966867,3.27,-0.001922996811917983,0.0,588,1.3408724224567414,9.0,244.26,0.29633937384051756,0.8883041375875473
85,1.04733015447855,680000,0.007825793041847646,3.47,-0.0012475120932504068,0.0,587,1.3331261909008025,9.0,249.91,0.2658308373364082,0.9093772828578949
86,0.9649112460017204,688000,0.006642062781611458,2.82,-0.0011416244535939768,0.0,586,1.3418163931369782,8.0,230.13,0.24773025637220697,0.925151235461235
87,1.2707288038730622,696000,0.011297758987639099,2.98,-0.0007751505705527961,0.0,585,1.3279613626003266,8.100000000000009,236.39,0.33485457242536854,0.8755676907300949
88,1.0566999286413192,704000,0.007856701941927896,3.25,-0.003015742755069368,0.0,584,1.3252429533004761,9.0,247.94,0.265289884702172,0.9246726953983306
89,1.1890339997410775,712000,0.009798717658268287,3.96,-0.0017237875879800412,0.0,584,1.326462813615799,10.0,267.75,0.3025342643865531,0.9033977144956589
90,1.1970694696903228,720000,0.009747067687567324,4.42,-0.0014996962240547873,0.0,583,1.3299602305889129,10.0,281.32,0.302834520772103,0.8880597656965256
91,1.1126333570480347,728000,0.008367318997625262,4.22,-0.00039759937644703316,0.0,582,1.3330556869506835,10.0,273.29,0.27422104854907225,0.9063996464014054
92,1.1252240133285523,736000,0.0092168952699285,4.24,0.0006497926369775087,0.0,582,1.3402107858657837,9.100000000000009,274.39,0.2871825908833384,0.9172341150045394
93,0.9708322620391846,744000,0.006954482146538794,4.55,-0.00041324406745843587,0.0,581,1.337688467502594,10.100000000000009,286.7,0.24090553141250948,0.9348718363046646
94,1.300178906917572,752000,0.01158033471321687,4.67,-0.003982632033294067,0.0,580,1.311704397201538,10.100000000000009,293.47,0.32112810062277164,0.8668427902460099
95,1.3848750293254852,760000,0.012738387738354505,4.2,-0.0032242348822182974,0.0,580,1.3120991253852845,10.0,277.8,0.3714253428826998,0.8571764528751373
96,1.367272019982338,768000,0.012927048304118217,3.57,-0.0022548498709511478,1.0,579,1.2884999632835388,7.0,257.84,0.3585443904595351,0.853495963215828
97,1.2761397725343704,776000,0.011012952863238753,3.56,-0.005696885349461809,1.0,578,1.3022816038131715,7.0,260.01,0.34742361509360653,0.8883746367692947
98,1.387375172972679,784000,0.01307713243411854,4.0,-0.0018723318702541293,1.0,578,1.301551867723465,7.1000000000000085,270.66,0.34861798913414527,0.8578504592180252
99,1.3069946771860124,792000,0.011775487707927823,4.47,-0.0015289077904890292,1.9000000000000004,577,1.3127478408813475,9.0,286.72,0.36439943399756225,0.8731720584630966
100,1.4337663662433624,800000,0.01387156214332208,4.72,-0.005233134857553523,2.0,576,1.259014185667038,10.0,294.71,0.4064324588955909,0.8361565738916397
101,1.4250062602758407,808000,0.013510961572173984,4.44,-0.002780933853064198,2.0,576,1.266802223920822,9.0,286.79,0.3644762983073281,0.8518194377422332
102,1.4920349776744843,816000,0.014824971905909479,5.23,-0.0026597432233393193,2.0,575,1.2709486973285675,10.0,307.16,0.3852810838608094,0.823549033999443
103,1.6185340863466262,824000,0.017246375572867692,5.71,-0.003409373457543552,2.0,575,1.2850047111511231,10.0,322.35,0.43370643145474314,0.8116938143968582
104,1.534416750073433,832000,0.015915958946570753,6.07,-0.005153534522514746,2.0,574,1.2798130798339844,10.0,328.92,0.4090137085261346,0.8101777422428131
105,1.732999275326729,840000,0.0233349323249422,6.28,-0.005945395380604168,2.0,574,1.256797013282776,10.100000000000009,338.36,0.54621227764878,0.7610207778215409
106,1.3910680937767028,848000,0.012696673716418446,6.29,-0.004408963488822337,2.9000000000000004,573,1.2609093582630158,10.0,342.9,0.3778772196234152,0.8701392531394958
107,1.4228478634357453,856000,0.013337758551351726,6.46,3.631997111369856e-05,3.0,573,1.256967111825943,11.0,346.25,0.36727191557744354,0.8488364171981811
108,1.6261423617601394,864000,0.017539223404601217,6.4,-0.006488702633942012,3.0,572,1.2421445786952972,11.0,347.92,0.44928590247410016,0.8347256702184677
109,1.5005845022201538,872000,0.015121373310685159,6.64,-0.0031155001523438842,3.0,572,1.2758389234542846,11.0,354.02,0.4014925655544163,0.8398538482189178
110,1.5684203344583512,880000,0.016221861778758465,7.28,-0.003820657413452864,4.0,571,1.244881272315979,11.100000000000009,367.36,0.4387863156355525,0.8223036658763886
111,1.905248087644577,888000,0.041691809184849264,7.19,-0.012250144981080666,4.0,571,1.168408410549164,11.100000000000009,366.9,0.7938169017241501,0.7427557808160782
112,1.5528634184598922,896000,0.01603316656779498,7.47,-0.0010312004487786908,4.0,570,1.1850456881523133,13.0,369.46,0.4281926119382264,0.8192329168319702
113,1.6800163412094116,904000,0.01864492335356772,7.74,-0.004398306397488341,4.0,570,1.2030882656574249,13.100000000000009,374.2,0.4504417631931078,0.8020357424020768
114,1.6632446628808975,912000,0.01952921461313963,7.53,-0.005643806940352079,4.0,570,1.219983052611351,13.0,372.89,0.47989832650703385,0.7868909335136414
115,1.5780967038869858,920000,0.016371269961819052,7.73,-0.006823594077723101,4.0,569,1.1846890783309936,13.0,382.83,0.41785034200339216,0.8127046018838883
116,1.5678763192892076,928000,0.016367509346455335,7.92,-0.004214044115506113,4.0,568,1.1856819367408753,13.0,383.39,0.4335405943473545,0.8207259178161621
117,1.7373247474431992,936000,0.021539017506875098,8.21,-0.00538322134205373,4.0,568,1.1848127879947423,13.0,393.39,0.5135629893679505,0.7875001144409179
118,1.6152179181575774,944000,0.017426699753850697,8.27,-0.006816115455585532,4.0,568,1.186578701660037,13.0,394.55,0.4974726319004625,0.7578324633836746
119,1.626534681916237,952000,0.017561627915129066,8.35,-0.0018194289354141802,4.0,567,1.2243341171741486,13.0,400.42,0.4571160218082976,0.7946784043312073
120,1.6309309738874436,960000,0.017427729293704033,8.62,-0.007271383090410382,4.0,567,1.2478276813030242,14.0,397.22,0.45928002736174234,0.7918915319442749
121,1.5729283022880554,968000,0.016205701450817286,8.16,-0.002708369469328318,4.0,566,1.2452873396873474,13.100000000000009,387.55,0.4201750770644037,0.8173837018013
122,1.6215056604146958,976000,0.017395819216035308,8.47,-0.003411551413591951,4.0,566,1.241735087633133,14.0,395.58,0.44628413646189247,0.8006720149517059
123,1.728439098596573,984000,0.01952219777740538,8.67,-0.004647616223373916,5.0,566,1.1955274641513824,14.0,404.08,0.4709213972771775,0.7793773335218429
124,1.600622183084488,992000,0.017368855108506977,8.5,-0.004124763736035675,4.9,565,1.1930254578590394,13.0,403.18,0.47798281863009,0.800545128583908
125,1.645866728425026,1000000,0.017777429246343672,8.5,-0.00388028341869358,5.0,565,1.2261446988582612,13.0,409.99,0.4650260632863477,0.7774222725629807
126,1.6798987877368927,1008000,0.019056434337981046,8.74,-0.005260191215202212,5.0,564,1.210252459049225,13.100000000000009,417.9,0.5043927442461326,0.8098201709985733
127,1.6772942280769347,1016000,0.018525893352925777,9.17,-0.0008821624767733737,5.0,564,1.211141294836998,16.0,428.64,0.47728694013265077,0.7983802372217178
128,1.6432759141921998,1024000,0.018515287456102668,8.87,-0.002923947871895507,4.0,564,1.1530492442846298,14.200000000000017,419.51,0.48793657602064683,0.7714192855358124
129,1.6508856600522994,1032000,0.01791382719296962,8.81,-0.004650117785204202,4.0,563,1.1875937736034394,14.0,420.16,0.4412998021464564,0.7825628060102463
130,1.5964401626586915,1040000,0.016817103982903064,9.05,-0.0050045430592672345,4.0,563,1.2123494565486908,15.0,428.52,0.4286025323031905,0.8046538949012756
131,1.6753988373279571,1048000,0.01868839456234127,9.3,-0.004818632008536951,4.0,563,1.1862833833694457,15.0,436.7,0.47876033261636053,0.8160034626722336
132,1.6204724770784378,1056000,0.017736495297867805,8.98,-0.0024950609381630784,4.0,563,1.2057622182369232,14.0,428.42,0.4626155527176669,0.8110017555952073
133,1.6387198281288147,1064000,0.017532621785067024,9.23,-0.004896381081780418,4.0,562,1.219526126384735,15.0,437.57,0.4389623120427656,0.7950312054157257
134,1.6462019377946853,1072000,0.017902977196499706,9.83,-0.002006515661778394,5.0,562,1.1970310914516449,15.0,453.38,0.45619740711846724,0.8167231523990631
135,1.7379716157913208,1080000,0.019664733824320137,10.17,-0.004790387185203145,5.0,562,1.1893776047229767,15.0,459.78,0.47872134709004777,0.7875493478775024
136,1.7772903895378114,1088000,0.02095976211130619,10.48,-0.0010169532016152515,5.9,561,1.2025719058513642,15.100000000000009,470.4,0.5419532142854109,0.7638734775781632
137,1.6168517416715622,1096000,0.017467054901644588,10.85,-0.005360843777889385,6.0,561,1.1996666014194488,16.0,478.07,0.41201481646570004,0.7915077829360961
138,1.6740035051107407,1104000,0.018721870738081636,10.66,-0.005116304603870958,5.0,561,1.207865400314331,16.0,476.01,0.473052731607461,0.7833385807275772
139,1.7923643857240676,1112000,0.02094656651839614,11.05,-0.0037957119274642536,5.0,560,1.1971696829795837,17.0,483.44,0.53829403026721,0.778871831893921
140,1.7549458813667298,1120000,0.021010410506278276,11.01,-0.004594658974092454,5.9,560,1.2100329113006592,17.10000000000001,485.92,0.5036233563753829,0.769710014462471
141,1.6141438722610473,1128000,0.01700954854954034,11.38,-0.006617225503432565,6.0,560,1.20897878408432,18.0,490.41,0.42368504707377264,0.7982650309801101
142,1.7733641225099563,1136000,0.020538515215739607,11.48,-0.008183352278720121,6.9,559,1.1492936807870864,17.0,495.68,0.5212977540874826,0.7867015320062637
143,1.6808964705467224,1144000,0.018677769964560866,11.61,-0.003333266513509443,7.0,559,1.1629528439044952,17.0,500.16,0.4632412894331646,0.7738976019620896
144,1.7040667819976807,1152000,0.019142888458445667,12.11,-0.004962336073513143,7.0,559,1.1617433667182921,18.0,508.18,0.4538713118729084,0.7749903362989425
145,1.8479275971651077,1160000,0.022597275683656336,12.19,-0.004670924643742183,7.0,558,1.1385360902547836,17.10000000000001,511.32,0.5511500801072722,0.763362375497818
146,1.9191604161262512,1168000,0.024380155503749848,12.33,-0.009195754203246906,7.0,558,1.1444653916358947,17.0,509.95,0.5709259195479115,0.7748545920848846
147,1.8983048075437545,1176000,0.024075672216713428,12.17,-0.0008050649325014092,7.0,558,1.1621362566947937,18.0,507.63,0.531064863750455,0.7193565946817398
148,1.9333822429180145,1184000,0.024619002602994444,12.38,-0.009448487960617058,7.0,558,1.160413224697113,18.0,495.32,0.5595076565501711,0.7378128099441529
149,1.8625969994068146,1192000,0.02263159254565835,12.06,-0.005756606982031371,6.0,557,1.18954714179039,18.0,493.88,0.5174916264908275,0.7552896195650101
150,1.735224910378456,1200000,0.019947350788861513,12.17,-0.007721508785616607,7.0,557,1.1648145306110382,18.0,493.5,0.4990824134333537,0.7681089788675308
151,1.7427440029382706,1208000,0.02025473413988948,12.4,-0.003912185138760833,7.0,557,1.1326766937971116,18.0,498.59,0.4891256861630111,0.7673515546321868
152,1.7728812932968139,1216000,0.02073842190206051,12.38,-0.004379398991004564,7.0,557,1.1308781856298447,18.0,503.43,0.5401321762256376,0.7750030589103699
153,1.7950902450084687,1224000,0.02122386041097343,12.75,-0.005873833447112702,7.0,556,1.1520093244314193,19.0,506.65,0.5182218495941747,0.796171725988388
154,1.7730453366041183,1232000,0.020685336259193717,12.79,-0.005796660769847222,7.0,556,1.1530706977844238,19.0,510.96,0.49721235333161984,0.7653582847118378
155,1.857110276222229,1240000,0.023121666251681744,13.18,-0.006629779530339874,7.0,556,1.1464116704463958,19.0,523.65,0.5193628079435155,0.758688115477562
156,1.9994946283102035,1248000,0.027456054068170487,13.85,-0.00622993270081679,8.0,555,1.1206820011138916,20.0,541.42,0.5924786497881067,0.7331871885061264
157,1.9036820805072785,1256000,0.024021117440424858,14.51,-0.008405054445611314,8.0,555,1.1289963465929032,21.0,554.9,0.545313756260461,0.7365566128492356
158,1.8630749493837357,1264000,0.022715712399221957,14.53,-0.005153051333272742,8.0,555,1.1306319904327393,21.0,554.63,0.5227230039777345,0.7362859392166138
159,1.9306520408391952,1272000,0.024499610471539198,15.36,-0.00478545168240089,8.0,554,1.1410279792547227,22.10000000000001,563.32,0.5454629787245374,0.754942472577095
160,1.8459396028518678,1280000,0.022697256985120474,15.51,-0.00748730328574311,9.0,554,1.1118209713697433,22.10000000000001,574.08,0.5536421975610517,0.7568445974588394
161,2.0539193201065062,1288000,0.028175597675144673,15.94,-0.015945861938234884,9.9,554,1.1104153430461883,22.10000000000001,581.22,0.6358434937209438,0.7195217275619507
162,1.9138388669490813,1296000,0.023913421416655183,16.11,-0.0057229314937649175,10.0,554,1.1592548006772996,22.0,585.59,0.5739213229173297,0.7541937547922134
163,2.017976689338684,1304000,0.027626154045574367,15.86,-0.009165262902388348,9.0,554,1.1245523864030837,22.0,579.08,0.6386756080121336,0.6959769803285599
164,1.8689446246623993,1312000,0.023051798813976346,15.79,-0.001077993233629968,9.0,553,1.1272543442249299,22.10000000000001,581.25,0.5990557762466264,0.7509211158752441
165,1.9354863035678864,1320000,0.024655350055545568,15.69,-0.01261321784928441,9.0,553,1.1428422248363495,23.0,582.72,0.5627532011317407,0.7502963119745254
166,1.9481432938575745,1328000,0.024879350801929833,15.45,-0.007962520715082064,9.0,553,1.0953938311338425,22.0,579.47,0.6143887097984827,0.7619825500249863
167,2.1539674866199494,1336000,0.030567993549630045,15.58,-0.006804775069467723,9.9,553,1.0714907932281494,22.0,586.45,0.6645068963258755,0.7076146548986435
168,2.085063945055008,1344000,0.028562239822931587,15.7,-0.0047720895806560295,10.0,553,1.0289321899414063,22.0,589.33,0.6271866974937319,0.7200591093301774
169,2.0104810392856596,1352000,0.026996169397607447,16.44,-0.011469804907101207,9.0,552,1.0949826312065125,25.0,600.7,0.5654916860041369,0.7351072734594345
170,1.9885719978809357,1360000,0.026836105757392942,16.27,-0.0030950413496611874,9.0,552,1.1349329778552055,25.0,591.21,0.5773038447888791,0.6480616194009781
171,1.8935450929403306,1368000,0.023855085698887706,16.32,-0.005503244363935665,8.9,552,1.1337075328826904,24.0,590.59,0.6112862860513626,0.7559365451335907
172,2.07367041349411,1376000,0.028218391565606,16.77,-0.00517995318165049,9.0,552,1.0693474251031876,24.0,596.85,0.6900433526756201,0.7163448464870453
173,2.092488152384758,1384000,0.029037991263903676,17.08,-0.007648977374192328,9.9,552,1.1026473706960678,24.0,600.68,0.6552958686201491,0.71239859521389
174,1.9603008258342742,1392000,0.025791494506411255,17.36,-0.0026566557446494696,9.9,551,1.1263570195436479,24.0,603.32,0.6271993780864912,0.7102039980888367
