explained_variance,value_loss,advantage_norm,policy_loss,P09:episode_rewards,epoch_idx,policy_entropy,fps,grad_norm,PMM:episode_rewards,episode_length,frames,P01:episode_rewards
-0.5686738395690918,0.01974266804612853,1.30468476369977,-0.00885372550226748,3.0,1,1.3555552649497986,586,0.7110526904770716,1.1590909090909092,168.8409090909091,8000,0.0
0.000298997163772583,0.01461230869681458,1.2417473784089088,0.004371734579908661,3.0,2,1.3780476295948028,392,0.23250855277483143,1.2065217391304348,172.70652173913044,16000,0.0
-0.05443483471870422,0.011490928650600836,1.0236317195743323,0.004204315229144413,3.0,3,1.373586013317108,464,0.22121821844333717,1.17,171.83,24000,0.0
0.020618082880973818,0.014779845969096641,1.2862769390642643,0.0026170629294938407,2.0,4,1.3706650626659393,517,0.26384433291355963,1.25,174.24,32000,0.0
-0.000288538932800293,0.01113944392585836,1.0543090589344501,0.0024088624532305402,3.0,5,1.3711648297309875,552,0.2429534509061836,1.28,177.79,40000,0.0
0.1764517492055893,0.012362396122480277,1.248655846863985,-0.0014950700144981965,3.0,6,1.347760821580887,580,0.3077045505808564,1.26,178.26,48000,0.0
0.48521745324134824,0.015489283115020952,1.3335525414347649,-5.425555049441755e-05,4.0,7,1.3385384571552277,604,0.42771008867726507,1.41,185.16,56000,0.0
0.6371472346782684,0.02999731109011918,1.586101938188076,-0.006068958454125095,5.0,8,1.3260960045456887,622,0.6418844189393149,1.77,199.66,64000,0.0
0.6172750890254974,0.016086696959100664,1.4773889806866647,-0.006362986289896071,5.0,9,1.357075127363205,636,0.4013313459145934,2.17,214.71,72000,0.0
0.7985200244188309,0.011746705847326667,1.3068503332138062,0.0007565200666431337,6.0,10,1.3547762513160706,649,0.3553260776044402,2.59,231.61,80000,0.0
0.7502117663621902,0.007983999559946824,1.0419006389379502,-0.001868740855716169,5.1000000000000085,11,1.361175924539566,658,0.29713581386109383,2.22,214.5,88000,0.0
0.8362654089927674,0.007759262582403607,1.0298548889160157,-0.001723871777066961,4.1000000000000085,12,1.3720907962322235,666,0.318143005714312,1.57,187.77,96000,0.0
0.8573683542013169,0.008897186979302205,1.1005885460972786,-0.0021956837613834068,4.0,13,1.346995885372162,674,0.3339768175480476,1.59,187.72,104000,0.0
0.8157229286432266,0.00949255663959775,1.13299186617136,-0.0007739896391285583,5.1000000000000085,14,1.3729699122905732,680,0.34663258921947837,1.74,193.49,112000,0.0
0.8800691515207291,0.009602555724559352,1.1702754181623458,-0.000696014274872141,6.0,15,1.3576759886741638,686,0.32507998217240414,2.09,207.37,120000,0.0
0.9316959035396576,0.0063898633170174435,0.9363968834280968,-0.0016486207133857534,5.0,16,1.3493837928771972,689,0.30411916899282465,1.85,201.95,128000,0.0
0.8699600106477737,0.024904118120321072,1.1656281977891922,-0.00010107525740750134,5.0,17,1.3220816248655318,694,0.5459430137856665,1.87,204.5,136000,0.0
0.8871655124425888,0.017845494165667334,1.0405590799450875,-0.006865143572795205,5.0,18,1.3398359680175782,698,0.43203662741694027,1.99,205.11,144000,0.0
0.8650782883167267,0.009752667971188202,0.9411178487539291,-0.003848754156497307,5.400000000000034,19,1.3398725682497024,702,0.2976901335867108,2.17,207.33,152000,0.0
0.9518270933628082,0.004564156033156905,0.7504720956087112,-0.00030285774788353593,5.0,20,1.3500975835323334,705,0.19382455117319733,2.01,202.75,160000,0.0
0.9623144876956939,0.004187964114244096,0.7294458523392677,-0.0013656768841610756,7.200000000000017,21,1.3436369371414185,709,0.20573237348235968,2.52,222.85,168000,0.0
0.9397468942403794,0.006157316216267646,0.8814771470427513,-0.0024775979545665905,6.1000000000000085,22,1.3461188280582428,712,0.27451501947512447,2.55,225.61,176000,0.0
0.9451348179578781,0.005218775417888537,0.808659725189209,-0.00034420924304868095,9.0,23,1.3383590757846833,715,0.2089217550757109,2.75,229.19,184000,0.0
0.9625708901882172,0.004161702926794532,0.72036666482687,-0.0013101771027868381,6.200000000000017,24,1.3422598922252655,715,0.2086755439682909,2.32,215.3,192000,0.0
0.9452364552021026,0.005240235467790626,0.8106862962245941,-0.0015233565335074672,6.0,25,1.3590698409080506,717,0.22892251606043057,2.35,217.5,200000,0.0
0.9203959822654724,0.005634310658206232,0.7882919566333294,0.0007693033503892365,5.0,26,1.342085999250412,717,0.2331964905455771,1.84,200.88,208000,0.0
0.9490921223163604,0.004371874973003287,0.7410806483030319,-0.0003931319317780435,5.0,27,1.3426374840736388,720,0.2070415564464918,1.88,201.14,216000,0.0
