policy_loss,frames,advantage_norm,value_loss,epoch_idx,P09:episode_rewards,episode_length,P01:episode_rewards,policy_entropy,explained_variance,fps,PMM:episode_rewards,grad_norm
-0.18627172464694014,8000,5.567832214012742,2.673222551801323,1,2.0,173.5,0.0,1.345118176341057,-9.997616067528725,540,1.2142857142857142,50.22714831808516
0.0002916935013490729,16000,0.6256760713271796,0.004802724492507764,2,3.0,168.26666666666668,0.0,1.3850181913375854,-9.585062927007675,323,1.0555555555555556,0.10330886884894751
0.00015213750826660545,24000,0.769745085220784,0.006350975554423713,3,3.1000000000000085,183.91,0.0,1.3853303074836731,-4.642160686254502,363,1.44,0.1172926686675628
0.0005513313304982148,32000,0.6814694601856172,0.005160710473448944,4,4.0,184.62,0.0,1.3852369213104248,-3.2024480676651,385,1.45,0.09161975173557778
-0.0003522375128522981,40000,0.6638930403254926,0.00511910980621451,5,4.0,181.48,0.0,1.385282872915268,-3.842309984564781,400,1.35,0.09953697923208932
0.0012388211143843364,48000,0.8229137866944075,0.006696781100681619,6,4.0,182.87,0.0,1.3848361325263978,-3.7946705377101897,413,1.41,0.12783490116681462
0.00026044243306387214,56000,0.8293433979153633,0.006420173250762673,7,4.0,189.57,0.0,1.3834518361091614,-0.905904706120491,419,1.55,0.10289461442512424
0.00011066208069678396,64000,0.8080644934251905,0.0063726687783218945,8,4.1000000000000085,200.99,0.0,1.3835733044147491,-1.5101855713129044,424,1.78,0.10783644576181853
4.8900255242188e-05,72000,0.7072870575636625,0.005695431465583169,9,4.0,198.72,0.0,1.3826480293273926,-2.6740057814121245,429,1.76,0.11335309341980095
0.0006085317967881566,80000,0.6192582666128874,0.0045162479379177965,10,3.0,179.22,0.0,1.3815699541568756,-2.6224502992630003,432,1.29,0.09934511532901301
-9.269941896491219e-05,88000,0.7367230668663979,0.005841007887966043,11,2.1000000000000085,170.73,0.0,1.3808659529685974,-2.5661888974905014,432,1.1,0.16498309723858687
0.0005344837738084607,96000,0.733281172402203,0.00546122818486765,12,3.0,172.79,0.0,1.3817948698997498,-2.418571516275406,434,1.21,0.11096574185721603
0.0007252784273259749,104000,0.7432556713372469,0.005707760411532945,13,3.0,176.06,0.0,1.379397566318512,-2.783945283293724,436,1.28,0.11712176811232158
-0.0005763137165922671,112000,0.7283095633983612,0.005479224968330527,14,3.0,180.2,0.0,1.382578545808792,-2.1525664430856706,438,1.35,0.15197638862382218
-7.818281495929114e-05,120000,0.6530914222076535,0.0045576562314636245,15,3.0,178.15,0.0,1.3808265399932862,-2.22841498374939,439,1.25,0.1190904938810929
1.3049666304141283e-05,128000,0.7217367077618837,0.004884567674307619,16,3.1000000000000085,178.06,0.0,1.3799592316150666,-2.122558295726776,440,1.25,0.13645700015909404
-0.0009855585607874673,136000,0.7560190040618181,0.005375171787454747,17,4.0,179.85,0.0,1.3794871056079865,-2.138716750741005,442,1.33,0.16916141034775622
-0.00045355307549471035,144000,0.6298198706656695,0.00371965918551723,18,4.0,186.13,0.0,1.3790393412113189,-2.730353520512581,443,1.49,0.1314927712892415
-0.009715753800046514,152000,0.6701580678671598,0.006222674648961401,19,4.0,184.16,0.0,1.3797816729545593,-2.2176643723249434,444,1.37,0.31898390779606095
0.004805641219718382,160000,0.7944854241609574,0.005708204600741737,20,4.0,195.74,0.0,1.3835989034175873,-1.6953145080804826,446,1.66,0.240543870161773
0.0004025576227286365,168000,0.588241171091795,0.003276751099001558,21,4.0,194.87,0.0,1.3825204288959503,-2.120079738497734,447,1.68,0.12067118455004852
-0.0003953239822931209,176000,0.4583428609371185,0.0021291496300545987,22,3.1000000000000085,171.79,0.0,1.3831676197052003,-3.7777207851409913,447,1.1,0.10517822949105826
-0.0012460912825190463,184000,0.653337969481945,0.00384520701605652,23,4.0,173.96,0.0,1.3834554409980775,-1.3891033512353896,448,1.15,0.12724952699288467
-0.0001708745170981274,192000,0.5052342756092548,0.0027606650107190943,24,4.1000000000000085,179.87,0.0,1.38351886510849,-3.8427783089876173,448,1.33,0.08239684930308283
