epoch_idx,PMM:episode_rewards,approx_kl_divergence,value_loss,clip_fraction,P09:episode_rewards,P01:episode_rewards,fps,policy_entropy,episode_length,frames,explained_variance,advantage_norm,grad_norm,policy_loss
56,233.75,0.003085413130293091,0.01313232827669708,0.2007568359375,427.5000000000002,75.0,551,1.5048005901277066,345.87,573440,-2.9802322387695312e-08,15.968717944622039,0.05616607072280322,-0.0019837726082187145
57,214.5,0.002411196376567659,0.01110644498585316,0.1520263671875,375.0,50.0,551,1.47500039935112,345.02,583680,-5.960464477539063e-09,15.96871783733368,0.05338776194713468,-0.000807026049005799
58,207.25,0.002170246665127706,0.013792211268446408,0.1403076171875,327.5000000000002,50.0,551,1.4701134704053402,341.83,593920,1.4901161193847657e-09,15.968717831373215,0.05234546050217749,-0.0009779666652320884
59,197.5,0.002265219686887576,0.012783108055009507,0.17119140625,325.0,50.0,551,1.5017829358577728,343.52,604160,-1.4901161193847657e-09,15.96871799826622,0.05562258059954983,-0.0012301279653911478
60,203.25,0.0024446435765725027,0.012056453583500115,0.20703125,327.5000000000002,50.0,551,1.5497481241822242,343.37,614400,-2.2351741790771484e-09,15.968717777729035,0.05876681147932165,-0.0016673088859533892
61,208.5,0.0022122862255798737,0.011949405231280252,0.1712646484375,350.0,50.0,551,1.5328912079334258,343.88,624640,7.450580596923829e-10,15.968717789649963,0.05709314038735065,-0.0012445954227587209
62,223.0,0.001982533560590127,0.013831473760365042,0.146142578125,387.5000000000011,72.50000000000001,552,1.5186341814696789,349.79,634880,-8.195638656616212e-09,15.968718016147614,0.05822679708235588,-0.0012542546319309622
63,223.0,0.0021925826584606512,0.011840281762124505,0.1685302734375,502.5000000000002,50.0,552,1.5335010163486005,350.57,645120,-1.862645149230957e-09,15.968717765808105,0.053552078015904295,-0.0011265223642112688
64,208.25,0.0027512343402747775,0.010442016115121078,0.1750244140625,375.0,50.0,552,1.512062482535839,347.34,655360,7.82310962677002e-09,15.96871793270111,0.054736914971197745,-0.0008591494639404118
65,179.0,0.002850292937341692,0.009105771226677462,0.2134033203125,350.0,50.0,552,1.4738348737359046,340.5,665600,1.3783574104309083e-08,15.96871758699417,0.05372784390105133,-0.0012009438243694604
66,149.5,0.0025941003219614343,0.01012230279011419,0.2050048828125,275.0,50.0,552,1.4447866208851337,339.65,675840,-1.0058283805847169e-08,15.968717694282532,0.05269096996361683,-0.0016628742043394596
67,160.75,0.0028444759021795107,0.007911970391432988,0.2151611328125,302.5000000000002,50.0,552,1.5033059619367122,345.37,686080,-6.332993507385254e-09,15.968717628717423,0.05505039048555573,-0.001284655262134038
68,145.5,0.0017711519713714096,0.007465788967419939,0.135595703125,250.0,50.0,552,1.4950444780290126,340.15,696320,-1.4901161193847656e-08,15.968717753887177,0.050944085833982,-0.0006332994671538472
69,151.0,0.00212133720606289,0.009472622429166222,0.178173828125,305.00000000000045,25.0,552,1.5054671980440617,338.09,706560,7.450580596923828e-09,15.968717634677887,0.05380669282634894,-0.0014164347681798971
70,128.0,0.0024573260389729513,0.009212145168385177,0.1794677734375,252.50000000000023,25.0,552,1.509121935069561,328.22,716800,-1.30385160446167e-08,15.968717777729035,0.05237274481587421,-0.0012750228866934775
71,152.5,0.0024501562078626193,0.009903621968624066,0.2016845703125,305.00000000000045,50.0,552,1.5148722879588603,335.57,727040,0.0,15.968717521429062,0.05370948002931517,-0.001723118673544377
72,152.75,0.003011513577075675,0.009580303221082432,0.2466064453125,275.0,50.0,552,1.5387934237718581,332.25,737280,-1.7136335372924803e-08,15.968717736005782,0.05716834414383245,-0.0013848795351805165
73,183.25,0.002262190353212645,0.013944044591335114,0.14404296875,307.5000000000006,50.0,553,1.5343915522098541,341.67,747520,2.0861625671386717e-08,15.968717873096466,0.05563685161558801,-0.0013014780939556657
74,230.0,0.0029195721446171772,0.01555896425852552,0.2153076171875,577.5000000000002,50.0,553,1.5366509906947612,350.83,757760,5.960464477539063e-09,15.968717700242996,0.06281214054042952,-0.001851156254997477
75,251.75,0.0021134108075216316,0.014684052849042927,0.1572998046875,555.0000000000005,75.0,553,1.5019202552735806,359.83,768000,7.450580596923828e-09,15.968717724084854,0.056816042591200065,-0.0015484644362004473
76,292.75,0.0021225352567228128,0.01372223164071329,0.1583740234375,600.0,122.5,554,1.4985377706587315,370.33,778240,-5.215406417846679e-09,15.968717950582505,0.05382244114000142,-0.001481334163690917
77,271.75,0.0022043793006332633,0.014281830658728723,0.1601806640625,552.5000000000002,100.0,554,1.472916454821825,367.47,788480,-7.078051567077636e-09,15.968717938661575,0.05507333158201929,-0.0012642681162105874
78,260.75,0.0023702965212351046,0.012718724375008605,0.180517578125,550.0,125.0,555,1.5321549989283085,369.68,798720,8.940696716308593e-09,15.968717896938324,0.05671769903162873,-0.0012907704862300307
79,241.75,0.002162663178910407,0.013076779586845078,0.1679931640625,377.5000000000002,100.0,555,1.4776571840047836,365.37,808960,-1.9371509552001954e-08,15.968717789649963,0.05247129712510427,-0.001818354893475771
80,228.25,0.0023171578146616413,0.012274335617985344,0.1893798828125,367.50000000000153,75.0,555,1.4626230120658874,358.15,819200,-1.7881393432617187e-08,15.968717831373215,0.05716087712817548,-0.0009753665479365736
81,229.5,0.0021734801353545663,0.013987419329350815,0.188671875,350.0,75.0,556,1.4244174860417842,359.39,829440,-1.4156103134155273e-08,15.968717885017394,0.05908302490098011,-0.0010845595970749855
82,240.75,0.0020562302337680193,0.01570790802652482,0.1747802734375,455.0000000000004,75.0,555,1.3912000015377999,356.32,839680,5.587935447692871e-09,15.968717938661575,0.05862391561531766,-0.0013959607167635113
83,245.75,0.0019331836327921791,0.012289598200004548,0.150732421875,375.0,125.0,556,1.3611055672168733,364.74,849920,-3.427267074584961e-08,15.968717741966248,0.05270225923003945,-0.0005524154490558431
84,240.5,0.0021862135727417353,0.012454184488888131,0.1731201171875,375.0,75.0,555,1.3736625283956527,363.16,860160,-1.862645149230957e-08,15.968717741966248,0.052963014719062694,-0.001388107644743286
85,236.25,0.0019520009166825504,0.013261407607933507,0.1156494140625,367.50000000000153,125.0,555,1.32809127420187,365.71,870400,1.601874828338623e-08,15.968717843294144,0.04900392641139119,-0.0009462331130634993
86,225.0,0.0020170833529277845,0.012191136967157946,0.1485595703125,367.50000000000153,122.5,554,1.3378688603639604,365.69,880640,2.9802322387695314e-09,15.968717855215072,0.05353106864364567,-0.0010463804588653146
87,237.75,0.0020337808304020655,0.010385766753461211,0.1521728515625,527.5000000000002,100.0,554,1.4045390516519547,361.64,890880,-2.0861625671386717e-08,15.968717682361603,0.049396293210875346,-0.001127638274920173
88,222.0,0.002325740517539998,0.009404441793594741,0.1870849609375,550.0,50.0,554,1.4412625551223754,362.37,901120,5.215406417846679e-09,15.968717819452285,0.05516925459731401,-0.0009758136671734974
89,183.0,0.002624749754414779,0.007903541711493744,0.2244384765625,412.5000000000011,50.0,554,1.4563189633190632,353.97,911360,-6.332993507385254e-09,15.968717616796493,0.05505324310508797,-0.0014627113268943503
90,149.25,0.002140962364987331,0.00906081389330211,0.166162109375,252.50000000000023,47.50000000000001,555,1.4602608196437359,345.12,921600,-1.2293457984924316e-08,15.968717944622039,0.05049987717488689,-0.001214633250492625
91,140.0,0.0026606825117198698,0.01008090931281913,0.1986083984375,252.50000000000023,50.0,555,1.4769829764962197,341.6,931840,-7.450580596923828e-09,15.968717831373215,0.05363476500287292,-0.001417708196095191
92,149.75,0.0026782711001601457,0.010280156082444591,0.18544921875,252.50000000000023,25.0,555,1.4519912086427211,341.38,942080,-9.313225746154785e-09,15.968717700242996,0.0509819936897548,-0.001207752199843526
93,169.5,0.0023735099389341485,0.01062623505931697,0.1915771484375,277.5000000000002,50.0,555,1.4289992287755013,349.11,952320,-1.1920928955078126e-08,15.968717783689499,0.05202465627873896,-0.0013321665406692772
94,194.5,0.002441652956161988,0.01060853842209326,0.1704345703125,362.5000000000011,50.0,555,1.4211579136550427,361.95,962560,-2.123415470123291e-08,15.96871777176857,0.051212619884683605,-0.0013664318190421908
95,213.25,0.0022938619055821617,0.011389192544447724,0.1761962890625,480.00000000000045,72.50000000000001,555,1.3325083546340466,369.6,972800,-8.940696716308593e-09,15.968717819452285,0.05432614578803764,-0.001051087726955302
96,213.0,0.003263166128283501,0.008041421622692724,0.2470458984375,550.0,72.50000000000001,555,1.3988063789904117,373.34,983040,-3.3527612686157227e-09,15.968717575073242,0.05199995735864297,-0.0016486049455124885
97,194.5,0.0020269267196738384,0.010036652053031503,0.1420166015625,525.0,50.0,555,1.4539541460573673,359.67,993280,1.30385160446167e-08,15.968717634677887,0.04733488506264668,-0.0010199493437539787
98,186.25,0.0023726133387526717,0.011959875223692507,0.174609375,305.00000000000045,72.50000000000001,555,1.4331974409520627,356.7,1003520,-1.4901161193847656e-08,15.968717783689499,0.050997159240219136,-0.0013863427855540067
99,197.75,0.0027313249632925363,0.014023312064819039,0.193798828125,350.0,72.50000000000001,555,1.3622975535690784,363.27,1013760,-1.0058283805847169e-08,15.968718039989472,0.05332484107279856,-0.0015417197631904856
100,250.0,0.0020987139557973934,0.011837989345076494,0.1483154296875,552.5000000000002,75.0,554,1.2881883561611176,375.77,1024000,-1.9744038581848144e-08,15.968717795610427,0.04834734488030394,-0.0010032265447080136
101,269.0,0.0014886182726797869,0.01249672197009204,0.1177734375,575.0,97.5,555,1.2381037563085555,382.28,1034240,-7.82310962677002e-09,15.968717992305756,0.044776143697864215,-0.000819176014920231
102,272.25,0.0017052370950978001,0.01365628176718019,0.1309326171875,552.5000000000002,97.5,555,1.2888666942715645,375.62,1044480,2.9802322387695314e-09,15.968717926740647,0.04846019217908043,-0.0009744282811880112
103,260.0,0.002199053167124987,0.012386299316131045,0.1348876953125,550.0,75.0,555,1.1888395510613918,371.27,1054720,4.470348358154297e-09,15.96871775984764,0.04610040887558179,-0.0008925813395762816
104,234.25,0.0026462189479047995,0.010607996915496187,0.17509765625,525.0,50.0,555,1.319730593264103,364.37,1064960,2.2351741790771484e-08,15.968717944622039,0.04628064603087649,-0.0011615653842454777
105,212.25,0.0024385322541547795,0.01001415278415152,0.18154296875,525.0,50.0,555,1.4303551018238068,358.08,1075200,1.080334186553955e-08,15.968717789649963,0.04912409227030547,-0.0008166935323970393
106,182.25,0.002638968105583217,0.011350349774875212,0.2191650390625,340.00000000000125,25.0,555,1.5242917768657207,343.82,1085440,5.587935447692871e-09,15.968717694282532,0.05589299779631814,-0.0011867340770550072
107,170.75,0.002607050239600994,0.007154488349942767,0.222119140625,475.0,25.0,555,1.4374569468200207,336.66,1095680,-8.568167686462402e-09,15.968717521429062,0.04890713297157971,-0.0011355845475918614
108,149.25,0.0023656818711742743,0.00747324666640452,0.1581298828125,275.0,25.0,554,1.2893911510705949,329.95,1105920,-1.4528632164001465e-08,15.968717437982558,0.041795838251264684,-0.0011385160411009564
109,135.25,0.002876001015891916,0.00841032742864627,0.2189208984375,275.0,25.0,554,1.325826784223318,329.89,1116160,-5.587935447692871e-09,15.968717861175538,0.049021718299622125,-0.0009450735233258456
110,124.0,0.0028905663442628793,0.007027803005257738,0.2282470703125,275.0,25.0,555,1.37272357493639,328.38,1126400,2.0489096641540527e-08,15.968717813491821,0.046061360208551394,-0.0011682783471769654
111,113.5,0.003198415544574118,0.006140779651650519,0.2402099609375,252.50000000000023,0.0,554,1.409907764196396,323.33,1136640,-4.097819328308106e-09,15.968717628717423,0.05224905022256734,-0.0006005410104990005
112,94.25,0.003257771860123171,0.005477718564134193,0.247021484375,175.0,0.0,554,1.3310293942689895,314.99,1146880,3.7252902984619143e-10,15.968717229366302,0.04642310037098461,-0.001292005108552985
113,83.75,0.0029580309275047513,0.0046803624423368715,0.2693115234375,152.50000000000023,0.0,554,1.4261831641197205,308.81,1157120,-5.960464477539063e-09,15.968716371059418,0.04779481474963568,-0.0012234691210323944
114,89.25,0.0030338799376437462,0.008124422865643055,0.2355712890625,225.0,0.0,554,1.4452635437250136,307.66,1167360,-5.960464477539063e-09,15.968714034557342,0.0491514457831871,-0.0006788255734136329
115,113.5,0.0023206856707247425,0.0073474768463484,0.1718505859375,230.0000000000004,0.0,554,1.3583480358123778,315.63,1177600,3.3527612686157227e-09,15.968716442584991,0.04328306118714643,-0.0013330093323020264
116,119.0,0.0022692373309013193,0.007491544682216045,0.165966796875,275.0,0.0,554,1.363282461464405,316.84,1187840,7.450580596923829e-10,15.968717432022094,0.04542217467972833,-0.0006012635276420042
117,132.0,0.002614771136973104,0.009196102475834777,0.2135498046875,250.0,0.0,554,1.3791446439921855,324.41,1198080,1.862645149230957e-09,15.968717873096466,0.05236036663419935,-0.0011302808357868343
118,135.75,0.0018947210279236515,0.012188385557601577,0.138720703125,250.0,25.0,554,1.3064167715609074,332.6,1208320,-8.568167686462402e-09,15.968717956542969,0.050090669915998184,-0.001130391238257289
119,181.75,0.0019163026814226214,0.012837130566185805,0.13056640625,350.0,50.0,554,1.2986055739223956,349.47,1218560,-5.215406417846679e-09,15.968717700242996,0.04920454584757693,-0.0008765902952291071
120,226.0,0.0016880943666478742,0.013841927573957946,0.1304443359375,525.0,72.50000000000001,554,1.299536146223545,364.31,1228800,-1.0058283805847169e-08,15.968717843294144,0.05399431173651237,-0.0005633916473016143
121,245.5,0.0021708712255644968,0.01236090181628242,0.170751953125,477.5000000000002,122.5,554,1.3393084593117237,376.68,1239040,-6.332993507385254e-09,15.968717646598815,0.05770397064205139,-0.0007834114541765303
122,261.25,0.0017210193518963023,0.01153429789992515,0.15908203125,525.0,100.0,554,1.3664877250790597,373.27,1249280,-2.0116567611694337e-08,15.968717867136002,0.053968891719119796,-0.0009683364478405565
123,241.75,0.0020402796641974417,0.012850981815427076,0.162451171875,500.0,97.5,554,1.3775675237178802,366.18,1259520,-1.1175870895385742e-09,15.96871770620346,0.055894223560180756,-0.0011381808522855862
124,243.5,0.0019381192649348122,0.011779605633637402,0.1763671875,502.5000000000002,75.0,554,1.3754283770918847,359.22,1269760,8.568167686462402e-09,15.96871783733368,0.05463010687805324,-0.0010887658223509788
125,242.5,0.001892746921865296,0.015389754161878955,0.1275390625,500.0,75.0,554,1.3595301009714604,361.74,1280000,-7.450580596923828e-09,15.968717896938324,0.05594667490731488,-0.001122369826771319
126,236.25,0.0017978033269400839,0.013088492321548984,0.141162109375,430.0000000000004,122.5,554,1.3154120437800885,359.74,1290240,-1.899898052215576e-08,15.968717867136002,0.05198135111184092,-0.001146397241973318
127,227.5,0.0022184945967069327,0.011880770027346443,0.1765380859375,402.5000000000002,125.0,555,1.2775382302701472,360.27,1300480,5.215406417846679e-09,15.968717789649963,0.05023333309501371,-0.0017716145579470322
128,243.25,0.001839861171964685,0.01205749763030326,0.1388427734375,430.0000000000004,125.0,555,1.2620058842003345,372.65,1310720,-1.3411045074462891e-08,15.96871775984764,0.049339578373062604,-0.0010023046226706356
129,241.5,0.0019534335644266322,0.013297470028919633,0.168994140625,477.5000000000002,125.0,555,1.3115754179656505,378.38,1320960,-2.3469328880310058e-08,15.96871771812439,0.05516232165144863,-0.001212995308742393
130,228.5,0.0018419144167239666,0.011759361033909954,0.1518798828125,352.5000000000002,125.0,555,1.2725478507578374,383.18,1331200,-1.2293457984924316e-08,15.968717843294144,0.05375635603979177,-0.0010659381776349619
131,213.75,0.00166619347206165,0.011588081503577995,0.113671875,327.5000000000002,125.0,555,1.2818829841911792,376.11,1341440,-5.587935447692871e-09,15.968717885017394,0.04722400967543307,-0.0006336797785479575
132,222.25,0.0018369159316875994,0.012720033364894334,0.121728515625,350.0,125.0,555,1.323250862956047,380.77,1351680,-2.5331974029541015e-08,15.968717801570893,0.048919270169762975,-0.0005290459550451488
133,215.25,0.0020474777654271746,0.009886835633733427,0.1314453125,380.00000000000045,75.0,555,1.315132376551628,372.73,1361920,-6.332993507385254e-09,15.968717885017394,0.04790386739858365,-0.0006872903904877603
134,220.75,0.002027388410488129,0.012888323279184988,0.1846923828125,432.5000000000006,50.0,555,1.3741277880966662,366.05,1372160,2.0861625671386717e-08,15.968717724084854,0.05342437363845276,-0.0011330901907058433
135,256.25,0.002250914689795991,0.013265495648374781,0.2003662109375,550.0,72.50000000000001,555,1.4397784255445003,371.52,1382400,3.7252902984619143e-10,15.968717831373215,0.057144269503519717,-0.0011963405850110576
136,246.0,0.0018405885036884228,0.011553741003081087,0.1576416015625,525.0,75.0,555,1.4575171500444413,364.35,1392640,-2.0116567611694337e-08,15.968717801570893,0.05416734914762553,-0.0008979628240922466
137,254.75,0.0019523618364928551,0.012465006313868798,0.1715576171875,527.5000000000002,100.0,555,1.4860179632902146,367.42,1402880,-1.564621925354004e-08,15.968717956542969,0.0568327121533971,-0.0008823123731417582
