epoch_idx,episode_length,grad_norm,fps,approx_kl_divergence,value_loss,P09:episode_rewards,policy_loss,explained_variance,policy_entropy,advantage_norm,clip_fraction,P01:episode_rewards,PMM:episode_rewards,frames
22,294.39,0.024386998312971822,530,0.0033088354735639315,0.001618974025532971,77.50000000000021,-0.00085830541793257,-2.9802322387695314e-09,0.9850686140358448,15.968626916408539,0.1208984375,0.0,35.5,225280
23,289.76,0.027425220199491285,532,0.0035668699413861304,0.0025710074809644824,75.0,-0.001200505167071242,-1.1175870895385742e-09,1.1256958588957786,15.96870822906494,0.1489990234375,0.0,26.5,235520
24,291.35,0.02558827556778191,533,0.0020397391260708274,0.002693662932949792,75.0,-0.0006421877042157575,7.450580596923828e-09,1.0067941468209027,15.968714195489884,0.108251953125,0.0,27.75,245760
25,293.37,0.027806224373656145,534,0.0027855168800726914,0.002313785472582097,75.0,6.459426367655397e-06,-4.8428773880004884e-09,0.9801431130617857,15.968698561191559,0.1163330078125,0.0,33.25,256000
26,294.4,0.03188426803154341,533,0.002730542047740414,0.0027007418775031765,75.0,-0.0003275224124081433,4.8428773880004884e-09,1.0586918726563455,15.9686419069767,0.1443359375,0.0,32.75,266240
27,293.08,0.03083707465782549,535,0.0036950814193460247,0.003152340826440625,75.0,-0.0005065649631433189,-7.82310962677002e-09,1.0740504398941995,15.968602013587951,0.1605712890625,0.0,35.0,276480
28,292.59,0.035901368116132606,536,0.005369038659046055,0.0026974023130378554,75.0,-0.00018706711416598408,-6.7055225372314455e-09,1.2393084600567819,15.968712186813354,0.212353515625,0.0,34.75,286720
29,292.52,0.04833575224537725,535,0.004680812643482568,0.004135992813124645,75.0,-0.0008499733681674116,-8.940696716308593e-09,1.4176479950547218,15.968695604801178,0.2864990234375,0.0,37.0,296960
30,304.02,0.050282424834862484,535,0.003198883564391508,0.007854201660961735,150.0,-0.0010031788726337254,-6.332993507385254e-09,1.528775653988123,15.968716728687287,0.209521484375,0.0,57.75,307200
31,315.66,0.05178076434413037,536,0.0032316087923391023,0.006370466550447418,150.0,-0.0007393969513941556,5.215406417846679e-09,1.4220351435244083,15.968716180324554,0.235888671875,0.0,83.0,317440
32,324.56,0.0504351679768076,537,0.0033643841165144294,0.004760763706769211,227.5000000000002,-0.0006892313249409199,-1.4901161193847656e-08,1.2650140218436718,15.96871240735054,0.2134521484375,0.0,102.75,327680
33,316.62,0.040886596278459295,538,0.0031343558564628895,0.003069490134039654,180.00000000000045,-0.0007163739734096453,-4.470348358154297e-09,1.1954381704330443,15.968692111968995,0.182275390625,0.0,80.75,337920
34,317.3,0.04536547518700867,540,0.004326932189133004,0.005331715769466427,377.5000000000002,-0.0013024993997532875,-3.725290298461914e-09,1.2514594621956348,15.968717139959335,0.2576171875,0.0,95.0,348160
35,321.51,0.04423240364520909,541,0.0023796304889742714,0.006146887738668738,400.0,-0.0003739827719982713,-3.3527612686157227e-09,1.2622165285050868,15.968715560436248,0.154296875,0.0,97.25,358400
36,329.37,0.04649889103356101,542,0.0023728602687015155,0.005477174771999671,400.0,-0.0008262574032414704,1.1920928955078126e-08,1.3366064444184302,15.968707025051117,0.1666748046875,0.0,116.5,368640
37,342.27,0.05107017280675846,543,0.0020884988730244915,0.00826559968500078,400.0,-0.0009326524683274329,1.3783574104309083e-08,1.3253902703523637,15.968717831373215,0.1426513671875,0.0,137.5,378880
38,356.56,0.053469782711439394,544,0.002849482545684623,0.00757151853895266,400.0,-0.0009619519405532628,-1.2293457984924316e-08,1.3151844523847103,15.968717527389526,0.2163818359375,0.0,141.0,389120
39,356.26,0.04690847224519865,544,0.0031004870412402854,0.005857525292549326,252.50000000000023,-0.0011321460595354437,-1.601874828338623e-08,1.2438732892274857,15.968717616796493,0.1991943359375,50.0,129.25,399360
40,357.66,0.05186900354941122,546,0.0031458545340683486,0.006824504224459816,227.5000000000002,-0.000987895776052028,3.725290298461914e-09,1.2965665683150291,15.968717724084854,0.22822265625,50.0,124.25,409600
41,346.4,0.052802045971068655,546,0.0029856424403078563,0.008297113338267081,225.0,-0.0011805894726421684,-7.450580596923828e-09,1.409398753196001,15.968717789649963,0.2004150390625,25.0,124.75,419840
42,335.53,0.04777318293219664,546,0.0036066484690309153,0.006961396636506833,287.5000000000011,-0.0015240034699672833,-2.9802322387695314e-09,1.3817663744091988,15.9687175989151,0.23642578125,0.0,124.5,430080
43,348.0,0.05395456726715512,547,0.002623852262911441,0.008240061791730114,450.0,-0.0009165770607069135,0.0,1.4242351077497006,15.968717461824417,0.196875,0.0,160.5,440320
44,349.52,0.05418839260655913,547,0.0023622438448228423,0.008883913809768273,450.0,-0.0007852018345147372,1.564621925354004e-08,1.4149068497121333,15.968717670440673,0.15927734375,25.0,173.5,450560
45,356.08,0.04556435691012202,548,0.0021000946532950594,0.009133865729745594,475.0,-0.0011617551266681404,-1.080334186553955e-08,1.2755515240132809,15.968717819452285,0.1459716796875,47.50000000000001,196.5,460800
46,366.73,0.048975067324096476,547,0.0024460532703074024,0.008372828712526825,475.0,-0.0007901816803496331,-1.4901161193847657e-09,1.248535370081663,15.968717539310456,0.1678466796875,50.0,191.75,471040
47,379.18,0.04981741122896815,548,0.0025871795672031796,0.008215966266288888,475.0,-0.0011216078128200024,1.4901161193847657e-09,1.2253738358616828,15.968717753887177,0.1884033203125,50.0,188.25,481280
48,378.53,0.0468064544234169,549,0.0024049089421453117,0.006618815622459806,475.0,-0.0013981303665786982,-1.1548399925231934e-08,1.2022861666977405,15.968717610836029,0.1669189453125,50.0,170.0,491520
49,380.25,0.05125988490181123,549,0.002816275966347348,0.007503811760625467,255.00000000000043,-0.0012661821325309574,-6.7055225372314455e-09,1.2450489476323128,15.968717294931412,0.2102783203125,50.0,151.5,501760
50,369.24,0.04830289833273413,549,0.0021321030218302895,0.007424063606413256,307.5000000000006,-0.0011526448623044416,1.2293457984924316e-08,1.2624451465904714,15.96871746778488,0.1706298828125,50.0,144.5,512000
51,352.99,0.04607715922807645,548,0.0031481594350452726,0.004792749088755955,262.5000000000011,-0.0010296072287019342,2.9802322387695314e-09,1.2529571235179902,15.968717187643051,0.2109375,47.50000000000001,128.5,522240
52,348.19,0.05111289974115352,549,0.003227953487476043,0.007361948796915385,285.00000000000085,-0.0011576330405659973,-3.7252902984619143e-10,1.331334299594164,15.968717592954636,0.202978515625,0.0,123.5,532480
53,344.8,0.05267992398231776,549,0.0026713123081890445,0.007633087865178823,277.5000000000002,-0.0010343805595766753,1.6763806343078613e-08,1.4150624468922615,15.968717509508133,0.1893310546875,0.0,119.75,542720
54,344.29,0.04977215278410565,549,0.0032138453161906,0.005334575469311176,310.00000000000085,-0.0010777536226669326,1.862645149230957e-09,1.326787283271551,15.968713456392289,0.239013671875,0.0,123.25,552960
55,334.3,0.04887099893950282,550,0.0025406305592611035,0.006038149333289766,277.5000000000002,-0.0009801371459616348,5.215406417846679e-09,1.310046163201332,15.9687165081501,0.2029541015625,22.500000000000007,117.0,563200
56,338.47,0.051480388696284275,549,0.001901835445130473,0.00784524112350482,400.0,-0.0009970403800252825,-2.16066837310791e-08,1.3177316427230834,15.96871719956398,0.1500244140625,22.500000000000007,124.25,573440
57,347.08,0.05114045050903043,549,0.002077743193740389,0.008352694409768446,475.0,-0.0009522680484224111,5.960464477539063e-09,1.235613799840212,15.968717730045318,0.174609375,0.0,140.5,583680
58,376.78,0.048732502479912856,549,0.0025991257021814817,0.008074874761359752,475.0,-0.001391883721225895,-4.097819328308106e-09,1.2186040796339512,15.96871725320816,0.18759765625,47.50000000000001,181.25,593920
59,395.26,0.04841292745247891,549,0.0024039380032888857,0.007739339761974407,475.0,-0.0011839979386422783,2.9802322387695314e-09,1.2108902476727963,15.968717795610427,0.1851806640625,50.0,198.25,604160
60,396.15,0.048257087491979454,549,0.002219058508171656,0.006812064449695754,475.0,-0.0013434861146379262,1.4901161193847657e-09,1.2776397049427033,15.968717628717423,0.159423828125,0.0,198.75,614400
61,389.82,0.04690963641411646,550,0.0030370892024166097,0.007115168364725833,450.0,-0.0015424098004586996,0.0,1.2048994340002537,15.968717688322068,0.1942626953125,50.0,185.0,624640
62,391.82,0.0427269070901471,550,0.002412029514914593,0.009195619567617542,450.0,-0.0008911558135878295,2.0489096641540527e-08,1.1211789660155773,15.968717581033706,0.1541748046875,50.0,176.75,634880
63,394.14,0.042772019320923935,551,0.002122398622691435,0.009237787022721022,452.50000000000017,-0.0008120625396259129,-9.685754776000977e-09,1.1088485822081566,15.968717789649963,0.1341552734375,50.0,192.75,645120
64,404.64,0.04074561571705299,551,0.001794267028185459,0.008741885512154112,452.50000000000017,-0.00023592215438839048,-4.8428773880004884e-09,1.0913081027567386,15.968717557191848,0.0979736328125,50.0,194.5,655360
65,412.05,0.04855932251390457,551,0.0024249146845590984,0.011216955205236445,477.5000000000002,-0.0006501249852590262,-1.6391277313232423e-08,1.228777264803648,15.968717736005782,0.1372802734375,75.0,226.0,665600
66,418.28,0.049613844821192334,551,0.00233138982298442,0.007853197991425986,502.5000000000002,-0.0009724689705763012,-1.862645149230957e-09,1.2339363873004914,15.968717867136002,0.1642578125,75.0,242.0,675840
67,425.72,0.051743509735366,551,0.0022421600394977757,0.008030955601952883,477.5000000000002,-0.0014351876568980515,-4.470348358154297e-09,1.2410755038261414,15.968717682361603,0.179931640625,75.0,233.0,686080
68,417.01,0.04772346249764188,551,0.002920353391550634,0.0075500508006371096,452.50000000000017,-0.0016755882068537175,-1.6391277313232423e-08,1.3116050742566585,15.968717592954636,0.20283203125,75.0,217.0,696320
69,417.28,0.044421640565876226,552,0.0026160840355828443,0.007839498281305169,450.0,-0.000730251646018587,5.587935447692871e-09,1.2952177755534648,15.968717628717423,0.14306640625,72.50000000000001,195.5,706560
70,389.91,0.048807949648677115,552,0.0027710333895242913,0.005657480149966432,402.5000000000002,-0.0004789488622918725,-1.4528632164001465e-08,1.3222892113029956,15.968715983629227,0.192626953125,25.0,157.75,716800
71,365.73,0.05158470602996519,552,0.0026232873016624582,0.007747767718410614,427.5000000000002,-0.0007992490718606859,-3.7252902984619143e-10,1.4002426818013192,15.968717360496521,0.1810302734375,25.0,158.25,727040
72,365.61,0.05409304993233849,552,0.0029010711246030495,0.0079426062664254,452.50000000000017,-0.0014938330830773338,-5.960464477539063e-09,1.3260576710104943,15.968715977668761,0.2433349609375,0.0,180.5,737280
73,357.47,0.04963787351983294,552,0.002302578696173896,0.0062254381889943035,450.0,-0.00015309120062738656,1.4156103134155273e-08,1.3060373090207578,15.968717700242996,0.1833740234375,0.0,160.0,747520
74,356.95,0.0520514091360091,552,0.0030743087874270715,0.006498925221421814,425.0,-0.001017033649259247,9.313225746154785e-09,1.3298797830939293,15.968716967105866,0.24384765625,0.0,155.75,757760
75,349.31,0.053903009754169486,552,0.0020837990979430286,0.00823218799487222,425.0,-0.000398024677997455,1.1548399925231934e-08,1.3148264341056346,15.968717563152314,0.176513671875,45.000000000000014,143.75,768000
76,346.39,0.047691341012426024,553,0.0023350118998848755,0.006255015944697106,402.5000000000002,-0.0008789764659013599,1.862645149230957e-09,1.3764128968119622,15.968715059757233,0.1592041015625,0.0,135.75,778240
77,352.4,0.05482748739636275,553,0.0024396375043465924,0.0084423572421656,402.5000000000002,-0.0012459570352802984,0.0,1.3816699020564556,15.968717813491821,0.205859375,50.0,145.0,788480
78,360.84,0.04650660870091851,553,0.0021855957377852064,0.008154375219328358,425.0,-0.0007257011500769294,-1.7136335372924803e-08,1.4120201349258423,15.968717044591903,0.1519287109375,0.0,157.25,798720
79,367.4,0.04841419711615595,554,0.0028130243741770755,0.009114016294188333,405.00000000000045,-0.001161831893841736,2.2351741790771484e-09,1.410233823210001,15.968717831373215,0.1648193359375,0.0,161.5,808960
80,367.57,0.053431785462253925,554,0.003724178693278191,0.008959965452322648,402.5000000000002,-0.0008805408928310498,-2.2351741790771484e-09,1.4795330047607422,15.968717449903489,0.1994384765625,47.50000000000001,174.75,819200
81,350.49,0.05475425436332976,554,0.004215018987179064,0.006792490481439017,400.0,-0.0007400798000162468,-3.725290298461914e-09,1.6193173311650753,15.968717402219772,0.298779296875,0.0,155.75,829440
82,325.64,0.04847883930675091,554,0.0032514983804503572,0.005083439848954185,275.0,-0.0006521382718347013,-1.4528632164001465e-08,1.5474918827414512,15.96871725320816,0.2472412109375,0.0,118.0,839680
83,310.09,0.0493697951442151,554,0.002499565206500165,0.00531773453731148,152.50000000000023,-0.0010709378926549106,-5.587935447692871e-09,1.5650969222187996,15.968717455863953,0.17939453125,0.0,83.25,849920
84,311.37,0.04971293999628461,553,0.0031871417493334773,0.006634696863238787,150.0,-0.0013579898572061212,2.6077032089233397e-09,1.5580968327820301,15.968717604875565,0.2389404296875,0.0,83.25,860160
85,318.91,0.052403193036715236,553,0.002332837006468935,0.007711628658216796,175.0,-0.0005718839063774794,-2.6077032089233397e-09,1.565610807389021,15.968717843294144,0.198876953125,0.0,105.25,870400
86,324.65,0.05652310828913658,552,0.0028990018551880324,0.008045559566926385,252.50000000000023,-0.0010949953139061108,8.568167686462402e-09,1.6172317519783974,15.968717730045318,0.2420654296875,0.0,123.0,880640
87,331.89,0.05584068190547827,552,0.002545367071195415,0.009673944319001749,400.0,-0.0015993880195310339,3.7252902984619143e-10,1.6632172659039497,15.96871777176857,0.2187744140625,0.0,149.0,890880
88,326.4,0.054488015404980036,552,0.002793068449045677,0.0087468532832645,277.5000000000002,-0.0007955785578815267,5.587935447692871e-09,1.6126086175441743,15.968717640638351,0.1985107421875,0.0,139.75,901120
89,327.74,0.05457874187541365,552,0.003054520563978258,0.009524521393541364,275.0,-0.0020759860635735095,5.215406417846679e-09,1.5731489039957522,15.968717551231384,0.2428955078125,25.0,147.25,911360
90,326.09,0.05077072130076021,552,0.001920773049585023,0.012542474101792322,250.0,-0.0012017271510558203,-2.0861625671386717e-08,1.428147841244936,15.968717849254608,0.1458740234375,47.50000000000001,148.0,921600
91,337.76,0.052918883174263895,552,0.0020523615419847374,0.01185876900126459,277.5000000000002,-0.000588026992045343,-1.564621925354004e-08,1.447809959203005,15.968717747926712,0.130712890625,50.0,183.5,931840
92,346.89,0.054845964116403266,552,0.002281312490134724,0.01061246223107446,405.00000000000045,-0.0010407390334876254,-2.2351741790771484e-09,1.5509785056114196,15.96871777176857,0.198095703125,50.0,212.75,942080
93,352.69,0.05201087018231291,552,0.0023563432707987887,0.01138582270796178,452.50000000000017,-0.001247822734876536,-6.332993507385254e-09,1.535164115577936,15.96871771812439,0.182373046875,50.0,216.0,952320
94,355.33,0.0536989069694301,551,0.0017693434226544013,0.01375514764804393,355.00000000000045,-0.0008779967058217153,7.82310962677002e-09,1.4548636965453625,15.96871793270111,0.1246337890625,50.0,217.75,962560
95,357.24,0.048097690674966984,551,0.001970459251685952,0.014654300475376658,475.0,-0.0009692418214399367,-5.960464477539063e-09,1.369941658526659,15.968717795610427,0.1481201171875,75.0,240.0,972800
96,357.79,0.05109897777166282,551,0.00219606529919929,0.013178372128459159,430.0000000000004,-0.0009316868672613055,5.587935447692871e-09,1.374147827923298,15.96871789097786,0.1573974609375,125.0,249.0,983040
97,358.12,0.05076794072757233,551,0.002050216014981743,0.010768755810568109,475.0,-0.0006209164770552888,-3.725290298461914e-09,1.4006756886839866,15.968717885017394,0.156201171875,97.5,248.0,993280
98,350.81,0.049859618030992384,551,0.0024159535797892316,0.010484847305633593,500.0,-0.0010839263093657791,-3.7252902984619143e-10,1.3987196043133736,15.968717849254608,0.15810546875,50.0,219.25,1003520
99,354.43,0.05331594826286147,550,0.002189494930244962,0.009663029560761061,475.0,-0.0009588872140739113,-1.564621925354004e-08,1.3245206408202648,15.96871789097786,0.1808349609375,50.0,205.75,1013760
100,349.2,0.05715096038879582,551,0.00277417010520935,0.010279689147864701,500.0,-0.0016443672124296428,-1.1175870895385742e-09,1.4090298555791378,15.96871787905693,0.22626953125,50.0,194.0,1024000
101,344.04,0.05709538243453175,551,0.0024198699886483154,0.01043912976019783,427.5000000000002,-0.001350374412140809,-6.7055225372314455e-09,1.4177632927894592,15.968717670440673,0.1875732421875,50.0,176.25,1034240
102,350.37,0.053553184876936985,551,0.00243076982179673,0.008795697608366026,382.5000000000007,-0.001707964134402573,-1.825392246246338e-08,1.3427035361528397,15.968717682361603,0.19482421875,47.50000000000001,183.0,1044480
103,357.53,0.0535126531077116,551,0.002371733866698378,0.00970608326679212,450.0,-0.0017124659410910682,-7.82310962677002e-09,1.1935428537428379,15.968717843294144,0.198095703125,50.0,186.25,1054720
104,362.26,0.04840364773195408,551,0.0018023774873654475,0.008394023749860934,382.5000000000007,-0.001297643725411035,-1.3783574104309083e-08,1.1389775648713112,15.968717741966248,0.141162109375,50.0,178.25,1064960
105,366.37,0.04598278070449648,551,0.0020443910426251933,0.009438718010005686,275.0,-0.0013060197758022695,-5.587935447692871e-09,1.0938303865492345,15.968717777729035,0.1357421875,50.0,166.5,1075200
106,362.98,0.04352522974729371,551,0.0016308345290184435,0.009386685257777572,452.50000000000017,-0.0004882738518062979,-2.2724270820617674e-08,1.113707922399044,15.96871771812439,0.1130126953125,50.0,175.75,1085440
107,366.06,0.04968001511951943,551,0.0020381613582912904,0.008982499472222117,450.0,-0.0007323523517698049,6.7055225372314455e-09,1.207529652118683,15.96871777176857,0.163525390625,50.0,181.5,1095680
108,362.61,0.04798494517604252,551,0.0021124938970856987,0.008309463108162163,450.0,-0.001595909529714845,-1.3783574104309083e-08,1.203497464209795,15.968717712163926,0.185986328125,50.0,186.25,1105920
109,345.08,0.04341973649116581,551,0.0021126832574850595,0.005822319300114032,400.0,-0.001037698579602875,-5.215406417846679e-09,1.1920047782361507,15.968717181682587,0.154833984375,50.0,160.25,1116160
110,334.36,0.0459627518730834,551,0.0022330518018861766,0.007305691798319458,400.0,-0.0011368309234967456,8.940696716308593e-09,1.1793384782969951,15.968717628717423,0.1814208984375,50.0,138.5,1126400
111,336.42,0.050543737447184066,551,0.002851573612070979,0.008865844772662968,400.0,-0.0007079342263750732,-4.097819328308106e-09,1.248557671904564,15.968717461824417,0.17421875,47.50000000000001,141.75,1136640
112,342.69,0.04814263286259281,551,0.002107493375902436,0.008178493216109927,400.0,-0.0009127039404120297,8.940696716308593e-09,1.2556799583137035,15.968717777729035,0.1731689453125,47.50000000000001,158.25,1146880
113,352.47,0.04946490444216812,551,0.0021128151123548378,0.0071891193249939535,400.0,-0.000825873005669564,-1.080334186553955e-08,1.2579279199242592,15.968717604875565,0.1918212890625,50.0,163.75,1157120
114,336.88,0.049246265747554446,552,0.002721323745470272,0.005911359938227179,332.5000000000006,-0.0010787923587486149,-1.0430812835693359e-08,1.2948307015001774,15.968717592954636,0.2095703125,45.000000000000014,130.25,1167360
115,322.15,0.03818493122159194,552,0.0022452690037937373,0.004082322402086902,175.0,-0.0010097982885781676,-4.8428773880004884e-09,1.1573534093797206,15.96871709227562,0.169873046875,0.0,96.25,1177600
116,300.68,0.03818218946361774,551,0.0028001300144978813,0.0040002999427940725,125.0,-0.001338256913004443,-9.313225746154785e-09,1.099619521945715,15.968715751171112,0.219775390625,0.0,66.5,1187840
117,299.31,0.0369611257568882,551,0.003114428039634731,0.0034214473089591024,100.0,-0.0005327002756530419,-2.458691596984863e-08,1.1651950642466544,15.968709987401962,0.1842529296875,0.0,53.0,1198080
118,301.97,0.04375108962047021,551,0.0033618659285480136,0.0055283979873451015,125.0,-0.0006514442182378843,-3.3527612686157227e-09,1.3660984374582767,15.968711626529693,0.2175048828125,0.0,67.75,1208320
119,303.59,0.043751715729636875,551,0.002716677194030126,0.0038622973620284105,130.00000000000043,-0.0008100901148281991,-8.195638656616212e-09,1.3482163034379482,15.968657684326171,0.185009765625,0.0,70.25,1218560
120,301.94,0.04213775677478767,551,0.0027298404681005196,0.003973625751444843,175.0,-0.0008899767126422375,-1.564621925354004e-08,1.341195312142372,15.968713468313217,0.2106201171875,0.0,70.75,1228800
121,298.91,0.044083892841931885,551,0.003858983592408549,0.003660334221610384,77.50000000000021,-0.000428622865001671,-5.587935447692871e-09,1.2768851079046726,15.96870460510254,0.2538330078125,0.0,47.0,1239040
122,301.55,0.04353646677807801,551,0.0030846708115689126,0.004245521508187267,100.0,-0.0011537604324985296,1.1548399925231934e-08,1.285937824100256,15.968716543912887,0.2448974609375,0.0,48.25,1249280
123,314.11,0.044041894083817076,551,0.0018123552690866517,0.007032502794891116,150.0,-0.000643479690188542,-1.601874828338623e-08,1.1240536481142045,15.96871570944786,0.1237060546875,0.0,79.75,1259520
124,316.24,0.03970237297031297,551,0.002921046316180309,0.004421263818539423,225.0,-0.0011577765893889592,-1.2665987014770507e-08,1.0502318423241377,15.968693262338638,0.204833984375,0.0,89.75,1269760
125,321.22,0.032011633109381064,551,0.0025477294707116015,0.006898609358540852,260.00000000000085,-0.0009255262673832476,-4.470348358154297e-09,0.9718121718615294,15.968717652559281,0.1317626953125,0.0,108.75,1280000
126,331.23,0.03115036913816014,551,0.0020006961467771587,0.008033139010876766,400.0,-0.0008536319044651463,-5.960464477539063e-09,0.8383333653211593,15.968717730045318,0.0932373046875,0.0,123.0,1290240
127,340.35,0.03479996149950605,552,0.0014856832431860312,0.006927029747566848,377.5000000000002,-0.00017328481771983206,-5.960464477539063e-09,0.9776739478111267,15.968717610836029,0.0894775390625,0.0,127.75,1300480
128,342.53,0.037165677183907196,552,0.003034901587520267,0.006267911340756882,400.0,-0.0006281559792114422,3.7252902984619143e-10,1.183446778357029,15.968717151880265,0.151220703125,22.500000000000007,139.0,1310720
129,335.82,0.04071589392373013,552,0.0030360130960730204,0.009060389301635042,302.5000000000002,-0.0008376559533644467,0.0,1.2555488891899587,15.968717169761657,0.18544921875,22.500000000000007,126.75,1320960
130,339.13,0.04288042048418102,552,0.0022027783679959612,0.008670478351405109,377.5000000000002,-0.0004927935544401408,-2.9802322387695314e-09,1.2449532933533192,15.968717640638351,0.154736328125,25.0,145.25,1331200
131,352.79,0.045999057126733384,552,0.002160907984352889,0.013577704055933282,402.5000000000002,-0.0006329501135041937,3.3527612686157227e-09,1.2822627998888492,15.968717801570893,0.13974609375,25.0,179.75,1341440
132,373.99,0.04533037135388472,552,0.0012755320044163909,0.013202663665288128,475.0,-0.0004967985005350783,-1.4901161193847656e-08,1.209383050352335,15.96871787905693,0.1058837890625,50.0,224.75,1351680
133,381.26,0.053930710432066875,552,0.0023106918670237064,0.01348804906301666,527.5000000000002,-0.0010352076817071066,-1.1175870895385742e-08,1.270947341620922,15.968717867136002,0.1703369140625,75.0,257.5,1361920
134,382.85,0.049750219168672005,552,0.002024836931070695,0.013016225521278102,552.5000000000002,-0.0008518288843333722,-1.7136335372924803e-08,1.2501425243914128,15.968717855215072,0.1358642578125,100.0,277.5,1372160
135,382.75,0.051882083796276436,552,0.0022003870317462313,0.013594439969165251,525.0,-0.0012237276619998737,8.568167686462402e-09,1.355168639868498,15.968717950582505,0.15244140625,122.5,272.5,1382400
136,372.24,0.05479411077309537,552,0.0025185023099311365,0.011705003352835775,525.0,-0.0012501317949499934,2.9802322387695314e-09,1.3525486044585704,15.968717938661575,0.199072265625,75.0,250.75,1392640
137,366.25,0.05229422533947838,552,0.001919202488437577,0.012168276182637782,375.0,-0.0011154913663631305,7.450580596923829e-10,1.328299629688263,15.968717795610427,0.145947265625,97.5,227.0,1402880
