frames,advantage_norm,P01:episode_rewards,clip_fraction,P09:episode_rewards,approx_kl_divergence,explained_variance,grad_norm,policy_loss,episode_length,fps,policy_entropy,value_loss,PMM:episode_rewards,epoch_idx
112640,15.968717551231384,25.0,0.224609375,250.0,0.002782537980169764,-6.7055225372314455e-09,0.051381490848299446,-0.0013542593078454956,320.05,484,1.767235280573368,0.007594934240387374,130.5,11
122880,15.968716514110564,25.0,0.25537109375,305.00000000000045,0.0034801230367207834,-8.568167686462402e-09,0.05249193747412201,-0.0018310332445253153,320.47,487,1.7673822678625584,0.007459211499246976,140.25,12
133120,15.968717753887177,25.0,0.238671875,352.5000000000002,0.003024333249800293,1.601874828338623e-08,0.055690697341964836,-0.0016728180533391423,326.14,490,1.7721931479871273,0.00926720444986131,147.75,13
143360,15.968717622756959,25.0,0.214306640625,375.0,0.0027166588682462135,-4.8428773880004884e-09,0.05481923926330819,-0.0012157086242950755,332.19,492,1.7774399839341641,0.011286627045410568,162.75,14
153600,15.968715870380402,50.0,0.21435546875,375.0,0.002897130805854431,1.30385160446167e-08,0.05310575968074123,-0.0015948757638398093,341.33,494,1.7791231259703637,0.008593414943720745,180.25,15
163840,15.968717515468597,50.0,0.17041015625,327.5000000000002,0.002239790106307282,-1.1548399925231934e-08,0.05452326904814071,-0.001535926873839344,344.88,496,1.775231560319662,0.009759222698994563,179.5,16
174080,15.968717676401138,50.0,0.263916015625,302.5000000000002,0.003477195251025478,2.2724270820617674e-08,0.05589999289545398,-0.0021425690847536316,343.03,499,1.7775054164230824,0.010430690506109386,181.5,17
184320,15.96871738433838,50.0,0.228515625,325.0,0.003008492192475387,-8.568167686462402e-09,0.05309341050555379,-0.0016730462284613168,342.15,500,1.7496408872306346,0.01011226125151552,185.75,18
194560,15.96871750354767,50.0,0.248681640625,425.0,0.0031575451228150085,-2.6077032089233397e-09,0.05310982317487482,-0.0018075673215207644,337.84,503,1.7753620438277722,0.009788344359503754,198.25,19
204800,15.968717682361603,50.0,0.2208251953125,502.5000000000002,0.0029807041169988223,1.564621925354004e-08,0.05429999085288304,-0.0016122644337883685,336.15,504,1.7763368308544158,0.009944700481992187,205.5,20
215040,15.96871754527092,50.0,0.305712890625,300.0,0.004114967573963213,4.8428773880004884e-09,0.05556932130635518,-0.0023342406180745456,326.92,507,1.778323532640934,0.00890072949569003,170.75,21
225280,15.96871709227562,25.0,0.18701171875,300.0,0.00310570599972948,-4.097819328308106e-09,0.0531485911977523,-0.001140449385275133,327.99,509,1.780157908797264,0.006633794233675871,156.75,22
235520,15.968716937303544,25.0,0.2512451171875,230.0000000000004,0.003246778397976868,7.82310962677002e-09,0.05504309579441289,-0.00142843593202997,326.32,510,1.7618532344698905,0.007765167233446846,135.25,23
245760,15.968717658519745,25.0,0.2378173828125,302.5000000000002,0.0030316638921362936,-2.9802322387695314e-09,0.04934438929287647,-0.0016635583840979961,332.02,511,1.7768469825387,0.007901464562201,144.25,24
256000,15.968717694282532,47.50000000000001,0.2430908203125,302.5000000000002,0.0029254643985268556,-8.568167686462402e-09,0.056998862678685716,-0.00197651945927646,337.64,512,1.7743101581931113,0.01036521530822938,158.5,25
266240,15.968717783689499,50.0,0.2438232421875,430.0000000000004,0.002886120592614816,-1.5273690223693846e-08,0.05718889047179543,-0.0015862417800235561,342.98,513,1.7807020202279091,0.010609633070998825,194.5,26
276480,15.968717241287232,47.50000000000001,0.2657470703125,427.5000000000002,0.0033618361865819677,-6.7055225372314455e-09,0.0515468169230365,-0.0016933556045842125,333.14,514,1.7755058787763118,0.0071231298049497125,183.25,27
286720,15.968704551458359,25.0,0.2612548828125,425.0,0.0035548596474654914,1.30385160446167e-08,0.052964259361143864,-0.0015747037577966694,329.95,515,1.776238875836134,0.008031117747921711,173.0,28
296960,15.96871775984764,25.0,0.2611328125,255.00000000000043,0.0034419232617096895,7.450580596923828e-09,0.05379895965938671,-0.0015270990221324609,320.5,515,1.7726181402802468,0.006494272371583065,130.0,29
307200,15.968712520599365,0.0,0.2477294921875,400.0,0.0029638022480298785,2.2351741790771484e-09,0.05073160270663686,-0.0019244672760578396,321.99,516,1.778151685744524,0.0077214742583052495,141.5,30
317440,15.96871749162674,25.0,0.23310546875,402.5000000000002,0.0027690415415634107,-3.7252902984619143e-10,0.05257041570104424,-0.001990808672417188,327.91,516,1.7815932177007199,0.008278835207420343,152.25,31
327680,15.968717694282532,0.0,0.229052734375,475.0,0.003167122848174131,-1.1175870895385742e-09,0.0537630359135738,-0.0016172862178791547,333.27,517,1.7775569617748261,0.009709204125101678,169.0,32
337920,15.968717193603515,25.0,0.1975341796875,477.5000000000002,0.0026907272234097945,-2.7194619178771972e-08,0.05258829346571218,-0.0014923827962775248,340.04,518,1.7687472984194756,0.008058768793262061,179.5,33
348160,15.96871709227562,25.0,0.223779296875,452.50000000000017,0.002921649449740471,-5.587935447692871e-09,0.05326534173658646,-0.0018529099568695528,338.11,518,1.7666253283619882,0.00904770090482998,177.0,34
358400,15.968717736005782,25.0,0.2033447265625,477.5000000000002,0.002578319675757257,-7.450580596923829e-10,0.05254385085792811,-0.0013831823125656229,330.06,519,1.7750656358897685,0.008827912717242726,174.0,35
368640,15.968717646598815,50.0,0.2364501953125,450.0,0.003081454182847665,5.587935447692871e-09,0.05341568748815315,-0.001100498845335096,327.38,519,1.7819574736058712,0.007894147460683598,166.75,36
378880,15.96871721148491,50.0,0.267919921875,427.5000000000002,0.003320783173830932,8.568167686462402e-09,0.055690015647473404,-0.0019705457176314666,326.05,520,1.7827241376042366,0.009010696489599467,163.25,37
389120,15.968717569112778,50.0,0.2498046875,330.0000000000004,0.00304396744644464,-1.7136335372924803e-08,0.05646232893216724,-0.0023721531822957333,334.46,521,1.7809080809354783,0.010522232551829802,168.75,38
399360,15.968717288970947,47.50000000000001,0.2534423828125,275.0,0.0034043894244859983,-1.7136335372924803e-08,0.051828613627897646,-0.0015628366360033396,335.55,521,1.7697589635848998,0.007772559402746992,152.75,39
409600,15.968717813491821,25.0,0.22568359375,325.0,0.0027601631291247486,-1.7881393432617187e-08,0.05442757319268916,-0.0012690080067841337,341.02,519,1.7809278562664985,0.009515355820713011,161.5,40
419840,15.968717420101166,47.50000000000001,0.2727783203125,275.0,0.003630668498033174,-1.862645149230957e-08,0.050757717112474135,-0.002180724614299834,329.41,520,1.7714823938906192,0.0074548586704622725,140.5,41
430080,15.968717789649963,50.0,0.257080078125,355.00000000000045,0.0032863573733720843,1.1175870895385742e-09,0.054810617556969046,-0.0014586225952371024,329.82,520,1.7829586766660213,0.009103103852976347,160.5,42
440320,15.968717694282532,50.0,0.1941162109375,327.5000000000002,0.0023526077104463637,5.215406417846679e-09,0.052396186230977394,-0.0012806327562429943,331.89,520,1.776107243448496,0.008315220233998843,161.0,43
450560,15.968717104196548,25.0,0.285498046875,377.5000000000002,0.003934072407548683,-8.195638656616212e-09,0.051865445256186346,-0.0020562475627230016,332.14,520,1.754793395847082,0.007509792572227525,164.5,44
460800,15.968713730573654,0.0,0.238427734375,327.5000000000002,0.0032402382030568334,-8.940696716308593e-09,0.05102293208458573,-0.0013797373332636198,323.5,520,1.7548890858888626,0.0057967388726410714,138.0,45
471040,15.968717896938324,22.500000000000007,0.2531005859375,375.0,0.0034575516440895626,-9.313225746154785e-09,0.05319517585330459,-0.0018041300878394394,324.72,520,1.7724631182849406,0.008677428421015066,149.5,46
481280,15.96871754527092,25.0,0.2182373046875,302.5000000000002,0.002645732161477099,1.4901161193847656e-08,0.055283031955495186,-0.0013484586452250369,327.04,520,1.7802459202706813,0.008922244947507351,143.75,47
491520,15.96871775984764,25.0,0.2385498046875,302.5000000000002,0.0029686827157775044,-2.0861625671386717e-08,0.055897059197559704,-0.0017401913995854557,336.86,520,1.7812800660729409,0.010098271167589701,159.0,48
501760,15.968717688322068,47.50000000000001,0.26416015625,327.5000000000002,0.003002413746747834,2.123415470123291e-08,0.05288737128302027,-0.0020777164165338034,342.58,521,1.7686453551054,0.008538656870405248,174.75,49
512000,15.968713682889938,25.0,0.1943115234375,305.00000000000045,0.0025024132281998845,4.470348358154297e-09,0.050421181516143075,-0.0013873711191990878,333.51,521,1.7782430566847325,0.007179630380073831,160.0,50
522240,15.968707245588302,22.500000000000007,0.247265625,275.0,0.0036017632869743466,-2.2724270820617674e-08,0.050122901896829074,-0.0013835514404490824,325.27,521,1.7767631940543651,0.006565163347141833,135.75,51
532480,15.968716245889663,0.0,0.2395751953125,275.0,0.002952032196390064,-1.0430812835693359e-08,0.05018852015845179,-0.001944064595227246,322.62,521,1.7715951107442378,0.008089415939525679,130.25,52
542720,15.968716311454774,22.500000000000007,0.25693359375,275.0,0.0029979997103282583,-1.0430812835693359e-08,0.05253372103752422,-0.0012180813639133703,325.06,521,1.777097187936306,0.00598053799504612,126.75,53
552960,15.96871789097786,0.0,0.2385009765625,302.5000000000002,0.0029877750910316083,7.450580596923829e-10,0.0512015950799594,-0.0017927636847161921,327.9,521,1.7833266898989677,0.0077216207313540505,137.75,54
563200,15.968686270713807,22.500000000000007,0.25625,300.0,0.003188161261971345,-9.313225746154785e-09,0.05316452661906398,-0.0017271501568757231,325.58,521,1.7759778156876564,0.007268489432510706,133.0,55
573440,15.96871758699417,25.0,0.221923828125,300.0,0.0026455753661593917,-1.6763806343078613e-08,0.05187649800646453,-0.0013772297017567326,326.77,520,1.7681600086390972,0.008028640968041146,143.0,56
583680,15.9687175989151,25.0,0.24013671875,277.5000000000002,0.0028253403578787583,-4.097819328308106e-09,0.05367143210492953,-0.001483720438409364,328.77,521,1.7525009877979756,0.008564649477557395,149.75,57
593920,15.968717044591903,25.0,0.221630859375,275.0,0.0027425681473573606,-2.2351741790771484e-08,0.054985218537833634,-0.0014780890156544046,329.62,520,1.7677816592156887,0.007849386787131606,147.25,58
604160,15.968717652559281,25.0,0.2198974609375,275.0,0.002885391515019364,1.080334186553955e-08,0.051250117932813866,-0.001087680053024087,332.67,520,1.7725449368357657,0.008468273888956901,148.5,59
614400,15.968716299533844,25.0,0.2537353515625,277.5000000000002,0.003060399676610359,-7.82310962677002e-09,0.05223012058633756,-0.0014153269905364141,330.54,515,1.7766868732869625,0.0071954308365548055,144.5,60
624640,15.968717694282532,25.0,0.2095458984375,300.0,0.0024407600315896616,1.7508864402770997e-08,0.054649500243600435,-0.001170053506939439,334.78,514,1.7642511054873466,0.008941853877513496,151.0,61
634880,15.968717408180236,25.0,0.27451171875,327.5000000000002,0.0035952001185364678,-2.868473529815674e-08,0.05113714869190469,-0.0020324380544479935,331.93,511,1.770852717757225,0.008007566265996502,150.0,62
645120,15.968717569112778,25.0,0.2744140625,325.0,0.0034928823220525375,-3.725290298461914e-09,0.05586375595657639,-0.0021799192953039894,335.48,506,1.775006991624832,0.009371079488528267,151.75,63
655360,15.968717676401138,25.0,0.20966796875,302.5000000000002,0.002633338485168224,-4.097819328308106e-09,0.052748999938115514,-0.001521031602533185,329.22,505,1.769689429551363,0.00856259763113485,149.5,64
665600,15.968717527389526,25.0,0.2142578125,325.0,0.002727333148300204,-2.16066837310791e-08,0.05335840245891784,-0.0011001724327798002,338.6,503,1.780026924610138,0.010351457758110883,171.25,65
675840,15.968717920780183,50.0,0.2228271484375,325.0,0.002526749064710998,-1.0058283805847169e-08,0.05580495223779349,-0.002091202223527944,336.52,502,1.7799154281616212,0.011647902637196238,176.5,66
686080,15.968717682361603,50.0,0.2123046875,400.0,0.002386104815894896,-1.1920928955078126e-08,0.053676758950269646,-0.0014288066660810728,340.84,500,1.7731369249522686,0.008885334141223212,191.75,67
696320,15.968717455863953,50.0,0.2519287109375,402.5000000000002,0.0027062405176195626,-1.862645149230957e-09,0.054216390487186475,-0.0020400098544996583,331.06,499,1.7848428823053837,0.008981636274438643,187.5,68
706560,15.968717658519745,0.0,0.2140869140625,525.0,0.0026298650510511836,5.587935447692871e-09,0.05351353854763543,-0.0016613502877589781,324.86,498,1.7804486826062202,0.007907088499177917,185.75,69
716800,15.96871758699417,0.0,0.2696044921875,432.5000000000006,0.0029847491256418833,-4.8428773880004884e-09,0.055900814037293176,-0.0016853247085236943,320.55,496,1.771324848383665,0.007765931414996885,166.25,70
727040,15.968716371059418,0.0,0.2613037109375,332.5000000000006,0.0030324789739211155,-4.470348358154297e-09,0.051609020137512715,-0.0018115991424565436,322.13,495,1.7635661572217942,0.007733663289263859,153.25,71
737280,15.968716847896577,0.0,0.30302734375,277.5000000000002,0.004043610249618723,-1.862645149230957e-08,0.04825285459007526,-0.0019688933658471796,319.61,494,1.756683422625065,0.0057184367198260585,126.5,72
747520,15.968716394901275,0.0,0.2147216796875,227.5000000000002,0.00275288013917816,2.5331974029541015e-08,0.05413958118679317,-0.001594554429902928,317.53,493,1.780691309273243,0.0083236997914355,119.75,73
757760,15.96871782541275,0.0,0.196630859375,300.0,0.002571795678170474,-1.6763806343078613e-08,0.05260449356956354,-0.0013006396184209734,327.12,492,1.7661690883338452,0.00942309519759874,141.0,74
768000,15.968717724084854,25.0,0.2339111328125,275.0,0.0028750095547707133,0.0,0.05522620877312183,-0.0014456116539804497,334.76,491,1.7829238519072532,0.008623575107412762,155.5,75
778240,15.968712818622588,25.0,0.1760986328125,325.0,0.0022958143335017668,-2.8312206268310546e-08,0.05399919469494533,-0.0008336906859767624,337.21,490,1.7804232574999332,0.007702804268785712,163.5,76
788480,15.968717634677887,25.0,0.1921142578125,275.0,0.0024666720818430576,-5.960464477539063e-09,0.05087095790457728,-0.0011802163880929584,331.6,490,1.7788233205676078,0.009268257993426232,152.0,77
798720,15.968716704845429,22.500000000000007,0.235888671875,250.0,0.003018095162320833,-1.1548399925231934e-08,0.05240549085271997,-0.0016034009924624116,327.52,489,1.7831765234470367,0.007133338316907612,141.5,78
808960,15.968717563152314,25.0,0.216943359375,252.50000000000023,0.002536284144446199,1.862645149230957e-08,0.05322112823530138,-0.0016415240188507596,328.8,488,1.765798483788967,0.009355366588374636,154.0,79
819200,15.968717408180236,0.0,0.26875,275.0,0.0028124455284569195,-5.960464477539063e-09,0.054099452452008014,-0.0019749517530726736,321.83,487,1.7660249181091785,0.007467742202243244,144.0,80
829440,15.968716633319854,25.0,0.2417724609375,275.0,0.003637885968271348,-1.2293457984924316e-08,0.05191387582902803,-0.001613146491763473,318.64,487,1.7614260248839855,0.007434992906519255,145.0,81
839680,15.96871750354767,25.0,0.2875244140625,225.0,0.00321777782423851,1.1175870895385742e-09,0.051399419235700426,-0.002523551118792966,317.8,486,1.7763695903122425,0.007965918945274097,127.5,82
849920,15.968717604875565,25.0,0.2076171875,227.5000000000002,0.0025587094423542567,-1.1175870895385742e-09,0.0527338413449893,-0.001241368350383709,324.4,486,1.7768419519066811,0.009431876342569012,147.25,83
860160,15.968716663122176,25.0,0.2612060546875,255.00000000000043,0.0029338419272789905,-1.7508864402770997e-08,0.05000213010194728,-0.0014372978028404759,324.79,485,1.7714979656040668,0.00596099898916691,142.0,84
870400,15.968717640638351,25.0,0.2898681640625,255.00000000000043,0.0035022550325521707,-2.6077032089233397e-09,0.05202985216693383,-0.001876627504680073,327.22,485,1.779031664133072,0.006840173177079123,141.75,85
880640,15.968716752529144,0.0,0.2449951171875,250.0,0.002845751862503221,9.685754776000977e-09,0.05212489063764488,-0.001496269114795723,320.19,484,1.7740863509476186,0.006281137439293616,108.0,86
890880,15.968717616796493,0.0,0.2223388671875,252.50000000000023,0.002444695804933872,6.7055225372314455e-09,0.0543240257886228,-0.001351150763730402,323.72,483,1.7739430509507657,0.008225094576118863,120.75,87
901120,15.968717783689499,25.0,0.2045654296875,452.50000000000017,0.0022702162162659078,1.1175870895385742e-09,0.0539615986049171,-0.001239140651159687,331.74,483,1.7570631742477416,0.009780839351242321,160.5,88
911360,15.96871766448021,25.0,0.1974853515625,500.0,0.002163783579965184,-7.82310962677002e-09,0.054161193906672386,-0.0010760284687421518,334.97,482,1.7745772309601306,0.009522918906259292,185.25,89
921600,15.968710297346115,25.0,0.22275390625,365.0000000000013,0.002942396470859876,4.097819328308106e-09,0.05200576554977583,-0.0013259883158752927,334.69,481,1.7636889904737472,0.007382945949906983,180.75,90
931840,15.968717360496521,25.0,0.2260498046875,275.0,0.003507938736720462,-1.4901161193847656e-08,0.051566371571690695,-0.0012243318054970588,326.52,480,1.7706584744155407,0.007363612724930135,144.0,91
942080,15.968717694282532,22.500000000000007,0.2179443359375,325.0,0.0022986588836261036,-1.9371509552001954e-08,0.0569510089803832,-0.0011659133320790715,328.35,480,1.782344963401556,0.010371555919846287,152.5,92
952320,15.968717747926712,25.0,0.1965576171875,450.0,0.0022578961927479215,-3.3527612686157227e-09,0.053955978801037974,-0.0011164827748871176,334.99,479,1.7798004135489465,0.009309591347846435,170.75,93
962560,15.968717736005782,47.50000000000001,0.2693359375,450.0,0.0029778905997432047,-3.7252902984619143e-10,0.05314010831785436,-0.0016483974926813972,339.53,478,1.7762709163129329,0.008253242248065363,182.25,94
972800,15.96871766448021,50.0,0.27197265625,325.0,0.0031948317955084347,-1.4528632164001465e-08,0.053562053824508515,-0.002147211644114577,331.51,478,1.7736630514264107,0.007846529740163533,162.25,95
983040,15.968713283538818,47.50000000000001,0.2236572265625,325.0,0.002662477198373381,1.30385160446167e-08,0.052915148399984416,-0.0013613329458166846,328.18,478,1.7776317730545999,0.009278752575727366,153.0,96
993280,15.968717712163926,47.50000000000001,0.23896484375,425.0,0.0025149046267131324,1.601874828338623e-08,0.0563052687909371,-0.0016698977520718471,333.4,477,1.7833856426179409,0.010373341083322885,175.25,97
1003520,15.968717777729035,25.0,0.228857421875,425.0,0.0022039631636516788,-1.080334186553955e-08,0.05607002283093791,-0.0013804727503156755,342.39,476,1.7620092250406743,0.009418614128662739,187.0,98
1013760,15.968717432022094,25.0,0.2590576171875,432.5000000000006,0.0028783883185894863,5.215406417846679e-09,0.053381191910943836,-0.00131228063510207,344.33,476,1.7654948115348816,0.007527125976866955,182.5,99
1024000,15.968717777729035,25.0,0.206884765625,375.0,0.0023532583239671114,-7.450580596923828e-09,0.05586339015913788,-0.0010417711058835267,343.35,475,1.77873904556036,0.010615308884644037,179.0,100
1034240,15.968717831373215,25.0,0.22314453125,502.5000000000002,0.0024306641381599547,3.7252902984619143e-10,0.054234945852595494,-0.0014369022916071116,345.76,475,1.7726207032799721,0.010289371803901303,195.25,101
1044480,15.968717324733735,47.50000000000001,0.2447998046875,382.5000000000007,0.002786882505415633,-5.960464477539063e-09,0.051094186932078386,-0.001678413586341776,345.6,475,1.7737031511962413,0.007612542326705806,191.75,102
1054720,15.968713521957397,25.0,0.3059326171875,325.0,0.003136250970578658,1.9744038581848144e-08,0.05106661317853578,-0.0017981273744226201,335.79,474,1.7615476660430431,0.005912522879312832,160.0,103
1064960,15.968717730045318,22.500000000000007,0.210595703125,450.0,0.002294286960204772,-6.7055225372314455e-09,0.053396288331668054,-0.0011904008722922299,330.47,474,1.7693754859268664,0.00897311222361168,152.5,104
1075200,15.968717539310456,25.0,0.2355224609375,282.5000000000007,0.0026923003458023233,8.568167686462402e-09,0.05529109911035531,-0.001790114870891557,324.87,473,1.7722917959094047,0.007848394565371564,141.75,105
1085440,15.968717801570893,25.0,0.2101806640625,327.5000000000002,0.0025352256430608124,-1.4901161193847656e-08,0.05315400309302817,-0.0013630801448016427,331.21,473,1.7798634700477123,0.009524480529944413,157.75,106
1095680,15.96871421933174,25.0,0.2515625,327.5000000000002,0.002809104346897584,-7.450580596923829e-10,0.05126367180066723,-0.0015710656523879151,323.35,473,1.770982525497675,0.006903477577952799,146.5,107
1105920,15.968717634677887,25.0,0.2449951171875,425.0,0.003000428857501447,-7.82310962677002e-09,0.053333424888935735,-0.001369271685325657,331.08,472,1.7862976804375648,0.008879251014150213,165.25,108
1116160,15.968715977668761,25.0,0.26162109375,425.0,0.0030373006555237227,-2.6822090148925782e-08,0.05307922623895354,-0.001561046557253576,330.69,472,1.7768266022205352,0.008637537312370113,164.75,109
1126400,15.968717777729035,22.500000000000007,0.2781005859375,430.0000000000004,0.00286035778686653,-1.1548399925231934e-08,0.05579479721877031,-0.0017487571254605427,331.95,472,1.7741848960518838,0.009855931924539619,170.5,110
1136640,15.968717652559281,25.0,0.2158935546875,477.5000000000002,0.002373194506958498,1.0058283805847169e-08,0.053211919560280076,-0.0013668834002601216,333.66,471,1.7561034128069877,0.009950003147787356,181.5,111
1146880,15.968717622756959,25.0,0.2370849609375,387.5000000000011,0.002646992275214188,1.30385160446167e-08,0.050887914279717415,-0.0018951848425786011,331.83,471,1.761794961243868,0.00783888435744302,170.5,112
1157120,15.968717712163926,25.0,0.23447265625,352.5000000000002,0.00257766658331775,1.4528632164001465e-08,0.053912422345174696,-0.0016463180367281894,333.23,471,1.772860947996378,0.008076522245028172,167.75,113
1167360,15.968716186285018,25.0,0.25791015625,255.00000000000043,0.0026774206165043777,-1.2293457984924316e-08,0.0507359636659168,-0.0015689088864746735,327.36,470,1.7634135641157627,0.006398640198460726,138.0,114
1177600,15.968717432022094,22.500000000000007,0.22236328125,252.50000000000023,0.002591063045241526,-7.450580596923829e-10,0.052659382416739973,-0.0012610587433300679,323.31,470,1.7609371297061442,0.007643338026605306,126.75,115
1187840,15.96871789097786,25.0,0.1677001953125,277.5000000000002,0.0018968795978764775,1.0430812835693359e-08,0.05273775253632849,-0.0006958597088669194,330.76,470,1.765519315749407,0.008994200702909438,138.5,116
1198080,15.968717533349992,25.0,0.256298828125,375.0,0.0027707320551485282,-2.0489096641540527e-08,0.0529038109754692,-0.001749772506809677,334.77,469,1.7754932954907416,0.009830856745520578,158.25,117
1208320,15.968714195489884,25.0,0.2381103515625,400.0,0.002478005376121928,8.195638656616212e-09,0.05124280452358828,-0.001401946631449391,338.7,469,1.7701093688607217,0.007057917920781165,173.0,118
1218560,15.968716865777969,22.500000000000007,0.2066162109375,400.0,0.0021344406997741315,1.2293457984924316e-08,0.05098284547412581,-0.0011656832102744374,330.48,468,1.7725631467998029,0.00682166663939725,147.75,119
1228800,15.968700748682021,0.0,0.25009765625,250.0,0.0028072328912799095,-1.862645149230957e-09,0.0521492741983546,-0.0015736646695586388,321.74,468,1.7763890251517296,0.007555731524540477,119.25,120
1239040,15.96871775984764,22.500000000000007,0.27255859375,252.50000000000023,0.00287472120246548,7.450580596923828e-09,0.05508942218548718,-0.0017926623113453388,329.79,468,1.7849945433437824,0.008602970060019288,125.5,121
1249280,15.968717521429062,25.0,0.26484375,275.0,0.003024024099630651,-9.685754776000977e-09,0.054265476176347825,-0.0017614419302844908,332.73,467,1.7772584542632104,0.009534332825205638,144.5,122
1259520,15.968717509508133,47.50000000000001,0.2630859375,275.0,0.0029067104274645315,1.1175870895385742e-09,0.05322710980139371,-0.001732333235850092,333.04,466,1.78289887458086,0.008066590877979252,158.0,123
1269760,15.968717408180236,25.0,0.2531982421875,275.0,0.0023570870356422803,-2.123415470123291e-08,0.055317773579048865,-0.0013862885454727803,327.66,466,1.7850836411118507,0.009049631228322141,157.0,124
1280000,15.96871766448021,47.50000000000001,0.277490234375,300.0,0.0028155235694327986,2.2351741790771484e-09,0.0552869303302239,-0.0016600212155026383,330.14,466,1.7838758051395416,0.008200179921186646,160.25,125
1290240,15.96871675848961,25.0,0.2244140625,315.00000000000125,0.0024538903958273295,4.8428773880004884e-09,0.05254459550000902,-0.0014890672940964579,333.36,466,1.7587242551147937,0.008045676044568495,163.25,126
1300480,15.968716967105866,25.0,0.24541015625,452.50000000000017,0.0024606018080135074,9.685754776000977e-09,0.05406934662551782,-0.0014059778797673062,335.79,466,1.7775178126990796,0.008438701352542922,168.25,127
1310720,15.968717342615127,25.0,0.254150390625,275.0,0.0026866789701898595,-7.450580596923828e-09,0.05310717269525374,-0.0016267656781565165,325.5,466,1.7863829903304578,0.007462506589854456,144.75,128
1320960,15.968715524673462,25.0,0.19677734375,302.5000000000002,0.002174487234924527,-1.2665987014770507e-08,0.05085145705742602,-0.0011105247438536025,327.14,465,1.7766304329037665,0.007880403624255905,149.25,129
1331200,15.968717581033706,25.0,0.264501953125,330.0000000000004,0.0028679155691406777,-1.4528632164001465e-08,0.05570687885477642,-0.0021384774463513168,327.17,465,1.782495065778494,0.009844712591075222,148.5,130
1341440,15.968717789649963,25.0,0.2597412109375,427.5000000000002,0.0026115317548601525,-1.2293457984924316e-08,0.05589955335159249,-0.0017060823309293482,334.37,465,1.7664577767252923,0.0118048311513121,180.25,131
1351680,15.968717509508133,47.50000000000001,0.184619140625,450.0,0.002168386325263327,5.587935447692871e-09,0.05271247508223488,-0.0009038404714374337,342.25,465,1.7797944262623786,0.007151283848770618,191.5,132
1361920,15.968716430664063,47.50000000000001,0.2703125,452.50000000000017,0.0026813624147905557,-2.421438694000244e-08,0.05139283051011245,-0.0016740717328502797,332.91,465,1.7773484751582145,0.007514321634005228,180.25,133
1372160,15.968717694282532,25.0,0.218115234375,380.00000000000045,0.0024484880271188557,2.6077032089233397e-09,0.052636560047760586,-0.0013208187843702034,330.85,464,1.7769257672131062,0.007551490274477146,153.75,134
1382400,15.96871782541275,0.0,0.30673828125,325.0,0.003281524280055237,-1.30385160446167e-08,0.055739309450244634,-0.0016362067861336981,326.89,464,1.7685904763638973,0.009185813578369562,150.75,135
1392640,15.968717271089554,0.0,0.300048828125,327.5000000000002,0.003695748259838183,4.8428773880004884e-09,0.05150068852787941,-0.0018534769151301589,331.72,464,1.7769114196300506,0.007865724972089084,159.75,136
1402880,15.968717712163926,25.0,0.241748046875,327.5000000000002,0.002487554728878649,-1.1175870895385742e-08,0.05462884348885547,-0.0016678782834787854,336.15,464,1.7788399785757065,0.008959622682596091,168.75,137
