epoch_idx,P09:episode_rewards,explained_variance,P01:episode_rewards,fps,frames,value_loss,policy_entropy,PMM:episode_rewards,episode_length,grad_norm,advantage_norm,policy_loss
37,8.100000000000009,0.9230236160755158,0.0,480,296000,0.0073140873576630835,1.3431496870517732,2.88,235.37,0.25207810459219593,0.9267574408650399,-0.001972857606378966
38,9.0,0.8772681486606598,0.0,479,304000,0.010670824020635336,1.362155785560608,3.21,248.0,0.34217271041753006,1.206342531144619,-0.0010966041512438095
39,9.0,0.9283500248193741,0.0,479,312000,0.007016289337771014,1.344337055683136,3.01,237.72,0.2996570573913305,0.9471383222937584,-0.001998827579227509
40,6.1000000000000085,0.8491356408596039,0.0,479,320000,0.0130451933137374,1.3273300302028657,2.67,226.64,0.38870799423468844,1.3399887466430664,-0.003973478816214992
41,7.0,0.863800972700119,0.0,479,328000,0.009051401432370767,1.3591564893722534,2.77,231.04,0.335161855055331,1.1129295751452446,0.0012711710374060203
42,6.0,0.9243656599521637,0.0,479,336000,0.006261361977085472,1.3421224987506866,2.45,217.93,0.26750282465969216,0.8970042651891709,-0.0017131462463294157
43,5.0,0.9353973734378814,0.0,479,344000,0.0077937221864704045,1.336513967514038,2.37,217.78,0.28525350335846733,1.0281686708331108,-0.0026072692321031355
44,6.0,0.8215165901184082,0.0,479,352000,0.012236705407849513,1.3468312859535216,2.65,226.13,0.35907807222283855,1.2896407678723336,-0.0007967190636554732
45,5.1000000000000085,0.9193485349416732,0.0,479,360000,0.006831499042455107,1.3356021547317505,2.63,227.88,0.2697852612712016,0.9871951803565026,-0.0007141004633740522
46,5.0,0.94757093667984,0.0,478,368000,0.0054268472659168765,1.3346432363986969,2.07,206.95,0.24637522333717635,0.7907471589744091,-0.002185277438547928
47,5.1000000000000085,0.9613605862855912,0.0,478,376000,0.0039531484805047515,1.3288380467891694,1.98,202.87,0.19419301377033713,0.6935761544108391,0.0005051308817928657
48,5.1000000000000085,0.9247610968351364,0.0,478,384000,0.006041721336077899,1.3427969193458558,2.13,207.64,0.2257359614348616,0.8486492586135864,-0.0011601852063904516
49,5.1000000000000085,0.9372621184587479,0.0,478,392000,0.00657161260896828,1.3489010977745055,2.39,217.45,0.2518943308457193,0.9250998663902282,-0.00018324187607504427
50,5.1000000000000085,0.8410496908426285,0.0,478,400000,0.010851697761681862,1.346099327802658,2.6,221.59,0.3306012772603608,1.2269965574145316,-0.0001068403672252316
51,6.0,0.8962278711795807,0.0,477,408000,0.009575947248376905,1.3325938618183135,2.58,220.78,0.31152220963653643,1.1607252305746079,-0.0018887871901824838
52,6.0,0.840050333738327,0.0,477,416000,0.011907933014445007,1.3162190425395965,2.58,219.63,0.34949608710373165,1.300366445183754,-0.005073266847757623
53,6.0,0.8887608021497726,0.0,477,424000,0.009895034813671372,1.3385309553146363,2.51,218.21,0.3428754103319813,1.1451450979709625,-0.0008218250092704694
54,8.0,0.9116938328742981,0.0,477,432000,0.008916084715165197,1.3375932598114013,2.94,230.23,0.31093825419426024,1.1009862610697747,-0.0008927212422713637
55,8.0,0.9028642016649246,0.0,476,440000,0.008905801987857558,1.33125834941864,3.09,236.99,0.3014651267496736,1.0847967982292175,0.00045111636325600557
56,6.200000000000017,0.8977561962604522,0.0,476,448000,0.008791577918455005,1.323959778547287,2.9,228.99,0.3140587054119395,1.106410877406597,-0.0025573706690920515
57,6.200000000000017,0.8678229880332947,0.0,475,456000,0.012905848239315674,1.3297293555736542,2.8,224.15,0.3812117749714218,1.3214020881056785,-0.0034621046742540785
58,7.0,0.8367576622962951,0.0,475,464000,0.01282341884332709,1.3168960726261139,2.84,227.63,0.3985320171614531,1.3359703525900841,-0.0009565628209384159
59,7.0,0.9064682602882386,0.0,474,472000,0.00821207015425898,1.3233442509174347,2.89,228.98,0.30749763439485883,1.0573536619544028,-0.0030383931926917284
60,9.0,0.8855847007036209,0.0,474,480000,0.010378267854684963,1.3278152596950532,3.13,236.95,0.338308548812229,1.1960145044326782,-0.0006239511241437867
61,9.100000000000009,0.7984654527902603,0.0,473,488000,0.019388567665591838,1.2718954330682755,3.43,241.76,0.5512371722382542,1.6167204761505127,-0.012151434172410517
62,9.0,0.9075926846265793,0.0,474,496000,0.009633432577829807,1.2832088696956634,3.48,245.95,0.351585173282096,1.1818064567446709,-0.003501060634152964
63,9.0,0.8559999942779541,0.9000000000000004,474,504000,0.013712302551139146,1.2627441585063934,3.76,253.71,0.4645714009427402,1.4311179679632187,-0.006030969937564805
64,8.0,0.9109361219406128,0.0,475,512000,0.009471103926189243,1.275465041399002,3.35,243.26,0.3297509068039961,1.180942719578743,-0.0011010970879578963
65,9.0,0.9140540170669555,0.0,476,520000,0.008646948041860014,1.302953256368637,3.56,249.95,0.3282709142337829,1.0823518332839013,-0.001566899016561365
66,7.0,0.8925258785486221,0.0,476,528000,0.010937069191713817,1.298763176202774,3.02,235.76,0.3175419585096276,1.2092325156927108,-0.004196754859585781
67,9.0,0.9103398197889327,0.9000000000000004,477,536000,0.009281500141369178,1.3039032876491548,3.43,252.73,0.3236803433584997,1.1486095505952836,-0.0024116848665289583
68,9.0,0.9686518567800522,0.0,478,544000,0.003719435293460265,1.3018306946754457,3.62,260.34,0.19654056976554773,0.7030488508939743,-0.00018089215371219324
69,9.0,0.9027587282657623,0.0,478,552000,0.009047797170933337,1.3158126997947692,3.67,259.9,0.3153345188734671,1.1109972360730171,-0.0020503280994307715
70,9.0,0.9289818441867829,0.0,479,560000,0.00781015760730952,1.3107808792591096,3.47,253.69,0.29829015345450954,1.0541328954696656,-0.0021742371752043253
71,9.0,0.9140502327680587,0.9000000000000004,480,568000,0.009153300561010838,1.320655277967453,3.7,261.33,0.2949445490120566,1.1340448027849197,-0.0014210092087159865
72,9.0,0.9302104437351226,0.0,480,576000,0.006608610257972032,1.289994032382965,3.84,269.11,0.2359062493832631,0.9538808530569076,-0.0017161455492896494
73,9.100000000000009,0.862384666800499,1.0,481,584000,0.013606729498133064,1.2077257084846496,4.24,280.38,0.37636417223102087,1.4029988688230515,-0.005704306713741971
74,8.100000000000009,0.8470314365625381,1.0,481,592000,0.015529995749238879,1.2695862233638764,3.96,271.55,0.4332069231192758,1.5111969023942948,-0.003142331230410491
75,8.100000000000009,0.8884518623352051,1.0,482,600000,0.010660441715735942,1.266979204416275,4.07,275.95,0.35003834852440613,1.2268109434843064,0.00019108039734419435
76,8.100000000000009,0.8804424756765366,1.0,482,608000,0.012931332376319915,1.2477039194107056,4.17,274.71,0.3753974342713412,1.387196570634842,-0.004741419614292681
77,9.0,0.8739357304573059,1.0,483,616000,0.01305313521064818,1.271639461517334,4.4,277.31,0.38099666017367306,1.367753918170929,-0.0028881551494123413
78,10.0,0.8597646850347519,0.9000000000000004,484,624000,0.013656671575736254,1.2142249757051469,4.6,280.81,0.3993643444799328,1.4073458427190781,-0.003465011598309502
79,10.0,0.9028685039281845,1.0,484,632000,0.00978996128309518,1.2623766899108886,4.67,287.22,0.32339842562125704,1.2004274588823318,-0.001888101842487231
80,9.0,0.8861802858114243,1.0,485,640000,0.012839025943540036,1.1876031678915024,4.68,290.29,0.3774047417320869,1.3717836183309555,-0.0033415945258457214
81,8.100000000000009,0.8365462201833725,1.0,485,648000,0.017008972007315607,1.2182702565193175,4.6,290.86,0.4773512218618972,1.5753779798746108,-0.004047164093462925
82,9.100000000000009,0.869739915728569,1.9000000000000004,485,656000,0.013689730348996818,1.2377629423141479,5.43,307.53,0.3668288372791773,1.4250878006219865,-0.004431733912788331
83,10.100000000000009,0.8767399972677231,1.0,486,664000,0.012033967248862609,1.2679799282550812,5.74,313.07,0.3618287903087926,1.3214699375629424,-0.0007592977571766824
84,10.100000000000009,0.9172138994932175,1.9000000000000004,487,672000,0.00874814449576661,1.2778181195259095,5.88,320.34,0.3085912995816848,1.1414796739816666,-0.0020205063979665283
85,11.200000000000017,0.828193392753601,2.0,487,680000,0.017713974742218853,1.1584951233863832,6.06,320.6,0.4211560655276312,1.5882225459814072,-0.009340459957456915
86,10.0,0.8761748188734054,2.0,487,688000,0.012956584775820375,1.1153936511278153,5.75,307.37,0.3577642861131371,1.3635717362165451,-0.0036042912732227707
87,11.0,0.8563433408737182,2.0,488,696000,0.014939075317233801,1.1770968741178514,6.21,320.58,0.38483431388569506,1.4608026629686355,-0.004778055260539986
88,11.100000000000009,0.8568900913000107,2.0,488,704000,0.016124308051075786,1.1423442661762238,6.23,321.66,0.39721877001534195,1.5083961737155915,-0.0034022077469853685
89,12.0,0.8386225932836533,1.9000000000000004,488,712000,0.017582411845214665,1.2250529062747955,6.18,318.71,0.47885119074525,1.6197599798440934,-0.001955170511646429
90,12.0,0.9164160186052323,1.9000000000000004,489,720000,0.009250655435025693,1.2596397018432617,5.97,318.82,0.3264292021330136,1.1454836031794549,-0.003085197245236486
91,12.0,0.9270147180557251,2.0,489,728000,0.007586301499977708,1.282311455011368,5.77,319.06,0.2866068709562278,1.0445074385404587,0.0014835823239991441
92,10.0,0.8496269923448563,2.0,490,736000,0.013499459761660546,1.2679046666622162,5.14,304.65,0.3825357226170243,1.413888184428215,-0.0034009083191631363
93,10.0,0.8459682875871658,1.0,490,744000,0.014265729868784547,1.3061811554431915,4.67,291.82,0.40499587868035614,1.466702423095703,-0.001043183235451579
94,9.0,0.8625741308927536,1.0,490,752000,0.01357461657607928,1.2414977061748504,4.52,287.87,0.42992156531636155,1.4244700759649276,-0.0074933257023803886
95,8.0,0.8409278106689453,1.0,491,760000,0.01583056614501402,1.2683485960960388,4.36,284.06,0.437198922104089,1.5344578099250794,-0.0005854715994792059
96,9.0,0.8484144288301468,1.0,491,768000,0.015934947654604913,1.272861315011978,5.08,305.29,0.4666762008467462,1.534089362025261,-0.004518006402358879
97,9.0,0.8185104030370712,2.0,491,776000,0.016846508737653493,1.2593848502635956,5.12,302.71,0.47369056940822263,1.5865469789505005,-0.002523260673915502
98,10.100000000000009,0.8080452543497085,2.0,491,784000,0.017980617368593813,1.1935963940620422,5.37,306.57,0.5010357937592455,1.632036918401718,-0.010075444695539773
99,11.0,0.8581542575359344,2.0,492,792000,0.01327536214608699,1.2544690692424774,5.78,317.59,0.39016518008883705,1.4089987647533417,-0.0006467960782902082
100,12.0,0.8404822409152984,2.0,492,800000,0.015334187094122171,1.2645237708091737,6.4,336.77,0.40577041247421763,1.492308743596077,-0.0028545003416365943
101,11.100000000000009,0.8459983432292938,3.0,492,808000,0.015436085250694304,1.2430905735492705,6.69,348.98,0.4510091077262483,1.5173496544361114,-0.006055964702973142
102,12.0,0.844145278930664,3.0,492,816000,0.016322712851688265,1.2264205944538116,7.21,359.35,0.45146175002442723,1.5796028751134872,-0.004429151031654328
103,11.0,0.8008276647329331,3.0,492,824000,0.019192627002485096,1.2026172113418578,7.01,357.2,0.5071947450649799,1.6879214245080947,-0.006789919630391523
104,12.0,0.8030900943279267,3.0,493,832000,0.017368938135914506,1.2309337949752808,7.1,355.6,0.45735038346056245,1.5990291386842728,-0.0016898036151542328
105,11.0,0.8090365165472031,4.0,493,840000,0.016984840091317892,1.2264993762969971,7.22,358.19,0.4489725605337893,1.6007096093893052,-0.005645355018205009
106,12.0,0.8235687536001205,3.9000000000000004,493,848000,0.016086668842472136,1.240685431957245,7.37,367.68,0.4638584636961785,1.5682080638408662,-0.0025941521363711216
107,12.0,0.799588623046875,4.0,494,856000,0.020276396777480842,1.1814519309997558,7.93,369.61,0.5217813456817558,1.7547282099723815,-0.0069527284891228195
108,13.0,0.834388627409935,4.0,494,864000,0.015549883050844072,1.2197286975383759,8.07,377.65,0.46884884804514904,1.5252049654722213,-0.0038129099337675144
109,13.0,0.8233743757009506,4.0,494,872000,0.015669740876182912,1.2084995365142823,8.19,380.59,0.44907504260636666,1.5427268606424331,-0.0034419519250513987
110,13.0,0.8020520305633545,5.0,495,880000,0.018787184981629252,1.182666413784027,8.82,391.4,0.4914648887432071,1.6717937588691711,-0.0056512681386084295
111,14.0,0.8198746216297149,5.0,495,888000,0.01707789218053222,1.2142047011852264,9.21,393.24,0.4764617914379902,1.6023661971092225,-0.0012689410557504743
112,13.100000000000009,0.792172166109085,5.0,495,896000,0.02015583127271384,1.177615910768509,9.11,392.59,0.5080419397902548,1.7313925939798356,-0.004242878620279953
113,14.0,0.8217319589853287,5.0,496,904000,0.01934735174756497,1.1536490941047668,9.38,393.38,0.4929839838488755,1.7127080112695694,-0.009067697806531215
114,14.0,0.808185316324234,5.0,496,912000,0.017730620224028826,1.1745837807655335,9.25,387.67,0.47574674836770214,1.624073070883751,-0.0031600486644310878
115,14.0,0.8415213173627853,4.0,496,920000,0.015741931376978754,1.2328091609477996,9.13,387.74,0.41342090604587645,1.5327777701616287,0.0004010812270007591
116,13.0,0.7584882295131683,4.9,496,928000,0.018222895488142966,1.1068488213419914,8.48,378.54,0.5450406018310868,1.6400045323371888,-0.003818765382748097
117,13.0,0.7699515628814697,5.0,497,936000,0.02157433700747788,1.1392891037464141,8.52,384.51,0.5710673975253401,1.8065220749378204,-0.008336971648968756
118,13.0,0.7993597030639649,5.0,497,944000,0.019785988675430417,1.1484704518318176,8.96,400.46,0.5357131026635591,1.7227988171577453,-0.006842545364634134
119,15.0,0.7771265399456024,5.0,497,952000,0.02105691754259169,1.167713395357132,9.43,409.68,0.5211895322045276,1.7769807410240173,-0.003975760855246336
120,16.0,0.8187859058380127,5.9,498,960000,0.016056511790957302,1.2151959311962128,10.1,426.12,0.41218663466319533,1.5585807371139526,-0.0002713086738367565
121,16.0,0.7844858306646347,4.0,498,968000,0.018929165594745428,1.0783427685499192,10.08,413.17,0.5048241551891613,1.640951362848282,-0.002282553245786403
122,16.0,0.8118926578760147,4.0,498,976000,0.01866869892459363,1.1832207798957826,10.11,413.27,0.46457446210191833,1.6797590905427933,-0.003976428871974349
123,16.10000000000001,0.7616078323125839,4.0,498,984000,0.022203714111819862,1.1792946922779084,10.33,411.12,0.5378584904292417,1.8326613914966583,-0.0030215550400316715
124,17.0,0.7273375320434571,4.9,499,992000,0.02367697883397341,1.1689234799146653,10.57,414.42,0.552270897285942,1.8913871622085572,-0.005356574297184125
125,17.0,0.7774427354335784,4.0,499,1000000,0.018119823057204484,1.213072701692581,10.06,405.56,0.45858341453867846,1.659820613861084,-0.0005299239442683756
126,16.0,0.8029605370759964,6.0,499,1008000,0.01935698156710714,1.2027347326278686,10.42,422.99,0.4776381019324822,1.7144694006443024,-0.004799322745820973
127,17.0,0.8208863031864166,6.0,499,1016000,0.017458291705697775,1.2225661993026733,11.57,452.94,0.4370332133989318,1.626035556793213,-0.0028284660138888284
128,17.0,0.797644944190979,6.0,499,1024000,0.019840337987989187,1.167694363594055,11.26,448.11,0.503932988360951,1.7346882790327072,-0.008205270455800929
129,17.0,0.78444440305233,6.9,500,1032000,0.02021150253713131,1.1292948395013809,11.46,454.14,0.5258448578898005,1.7465648281574249,-0.00816290734175709
130,17.10000000000001,0.7563511466979981,7.0,500,1040000,0.02324817020446062,1.1340691983699798,11.45,457.11,0.5302115619614189,1.8778922259807587,-0.0021389434578304644
131,20.10000000000001,0.7682424128055573,7.0,500,1048000,0.022618444431573154,1.1331914162635803,12.43,475.18,0.5538016466539984,1.8554131639003755,-0.00534115423244657
132,21.0,0.7630175191164017,7.0,500,1056000,0.022226768280379474,1.1364448547363282,12.56,475.04,0.5668773570387343,1.839426953792572,-0.00541266630825703
133,21.0,0.7817096191644669,7.0,500,1064000,0.02069767823442817,1.156126127243042,12.79,471.2,0.487048066071619,1.7487919014692306,-0.00470648780814372
134,21.10000000000001,0.7692692410945893,7.0,501,1072000,0.022473639571107925,1.1482482004165648,13.53,484.59,0.5509197071517264,1.84675079703331,-0.004892931146314367
135,21.0,0.7293968152999878,7.0,501,1080000,0.030211009262129666,1.100253663957119,13.2,484.09,0.6602110260532307,1.9369243109226226,-0.007435225813205762
136,21.10000000000001,0.7345753943920136,7.0,501,1088000,0.023776451013982295,1.1566452264785767,13.49,485.23,0.5410409289174777,1.898932466506958,-0.003014301860239357
137,20.10000000000001,0.7925188797712326,7.0,501,1096000,0.023491931753233074,1.16172336101532,12.97,472.09,0.539232755974159,1.883099684715271,-0.005054362176888389
138,20.10000000000001,0.8129496103525162,7.0,501,1104000,0.018493595914915204,1.1719753289222716,13.2,465.64,0.4882581705697748,1.6857127958536149,-0.007373838929343037
139,20.0,0.7355720853805542,6.0,502,1112000,0.022154673347249628,1.1671549372375012,12.25,453.05,0.5349388641981452,1.753274877667427,-2.6894890906987713e-05
140,19.0,0.7723050022125244,6.0,502,1120000,0.020240405197255312,1.1729050874710083,11.91,439.67,0.4837167250934729,1.7503932398557662,-0.0024720902007538824
141,19.0,0.7746489149332046,6.0,502,1128000,0.02169089749921113,1.1801325672864913,12.12,443.6,0.5265191224026986,1.8014278203248977,-0.004516390708158724
142,19.0,0.7918884927034378,6.9,502,1136000,0.02157370258588344,1.164694962501526,12.0,447.02,0.5076629755057068,1.8108504188060761,-0.009649024197715335
143,18.0,0.7859685325622559,7.0,502,1144000,0.01948521118145436,1.1141321349143982,12.31,454.01,0.46499219383566137,1.7187902581691743,-0.005951582375273574
144,18.0,0.7596611249446868,7.0,502,1152000,0.022512548845261337,1.1296296679973603,12.7,461.86,0.5125771249297355,1.8500519263744355,-0.008879674036288634
145,19.10000000000001,0.7097201770544053,8.0,502,1160000,0.024788196980953216,1.1396019586920738,13.13,475.03,0.5596620449426354,1.9311109614372253,-0.006699902896361892
146,20.10000000000001,0.7569617539644241,8.0,503,1168000,0.02292981285136193,1.0855958116054536,13.66,485.82,0.5228921420329438,1.8723487520217896,-0.004875093792834378
147,22.0,0.7683597588539124,7.9,503,1176000,0.023676947625353932,1.1356476986408233,14.18,491.2,0.5697065030986727,1.8986187732219697,-0.004698698459542357
148,21.0,0.764793872833252,8.0,503,1184000,0.023271419936791063,1.1813795614242553,14.25,495.4,0.5467700655407018,1.8845051395893098,-0.007395667794626206
149,21.0,0.7944688373804092,8.0,503,1192000,0.018247576709836722,1.1522672331333161,14.18,500.06,0.4470524944717051,1.662765297293663,-0.004120725602842867
150,21.0,0.752919991016388,8.0,503,1200000,0.022971707647666335,1.1578320622444154,14.24,504.52,0.5357689749745285,1.8746494728326797,-0.0026695638065575623
151,21.0,0.8062757682800293,9.0,504,1208000,0.023179578902199863,1.1248022484779359,14.42,515.15,0.5556042039394053,1.8760296630859374,-0.00795939558694954
152,20.10000000000001,0.7883979547023773,8.0,504,1216000,0.020941706947050987,1.1417229104042053,13.86,514.46,0.5086458507955923,1.7883781015872955,-0.008738243137486279
153,20.0,0.7142082369327545,8.0,504,1224000,0.02811155612114817,1.1351103234291076,13.9,513.46,0.6052553003312194,2.055380781888962,-0.007094201238360256
154,21.0,0.7403224974870681,9.0,504,1232000,0.022207635976374148,1.141832288503647,14.33,526.23,0.5389197161694192,1.8380123549699783,-0.0030547230636148014
155,21.0,0.7310367357730866,8.0,504,1240000,0.02591969280038029,1.151192637681961,14.29,522.51,0.5765474146278682,1.9737467539310456,-0.007414787346933735
156,22.0,0.7693180751800537,8.0,504,1248000,0.025455696629360317,1.1336391258239746,14.72,523.35,0.5835238199303795,1.9631057393550873,-0.0029907126705074915
157,23.0,0.7551899468898773,8.0,504,1256000,0.023618094939738512,1.134664430618286,15.09,529.81,0.5887869779079875,1.888683443069458,-0.011554308911436238
158,24.10000000000001,0.7456261157989502,9.0,505,1264000,0.026104410593397916,1.1234589064121245,15.72,535.82,0.6075980034764702,1.9858438348770142,-0.006652543668169528
159,24.10000000000001,0.751498743891716,10.0,505,1272000,0.025025328574702143,1.0368784207105637,15.89,538.28,0.6038288216947911,1.9371958410739898,-0.007958968846360222
160,25.0,0.7714480340480805,10.0,505,1280000,0.023017159174196423,1.1106070107221604,16.4,540.91,0.5684733433057105,1.845963689684868,-0.008780137598514558
161,25.0,0.7113371562957763,10.0,505,1288000,0.02565211618784815,1.0967929619550705,16.61,545.32,0.5659033466578102,1.9620714676380158,-0.001761496684193844
162,24.10000000000001,0.7418801385164261,9.0,505,1296000,0.024094224832952024,1.1473002874851226,16.42,548.21,0.5489573486312491,1.9138524985313417,-0.0013900055150588742
163,23.10000000000001,0.7862903928756714,9.0,505,1304000,0.022318802135996522,1.144392684698105,16.33,552.14,0.5327913891725844,1.844649333357811,-0.005964058991521597
164,24.0,0.7432439488172531,9.9,506,1312000,0.024458179399371147,1.1315573257207872,16.6,545.62,0.5523223561364313,1.938442486524582,-0.0059118404805485626
165,25.10000000000001,0.6728168553113938,9.9,506,1320000,0.04883617592975497,1.1037154060602188,19.33,553.74,0.9030093588113444,2.4097699308395386,-0.011067730656359345
166,25.10000000000001,0.7691681867837906,9.0,506,1328000,0.022940215771086514,1.1057455122470856,19.46,556.33,0.5383655559072205,1.8762685453891754,-0.0036195157139445656
167,25.0,0.7279538536071777,9.9,506,1336000,0.025522614400833844,1.1251417684555054,19.16,558.05,0.5786345420886752,1.9635472691059113,-0.00987777563103009
168,26.0,0.7056480044126511,10.0,506,1344000,0.02839377034455538,1.1257469183206559,19.7,563.33,0.6342791667169135,2.058759481906891,-0.009043979704147205
169,26.10000000000001,0.703016409277916,10.9,506,1352000,0.027600558209232986,1.1052685356140137,20.23,570.15,0.6182129375908587,2.0473725044727327,-0.0030460364441387356
170,27.200000000000017,0.7331576663255691,10.9,506,1360000,0.024637231314554812,1.0975984561443328,20.26,576.98,0.5781946603854233,1.9169809484481812,-0.004718236818443983
171,27.10000000000001,0.7203863942623139,10.9,507,1368000,0.033867166540585456,1.1000628143548965,20.55,585.53,0.7043957357603532,2.245538967847824,-0.010649371327308471
172,27.0,0.7652193480730056,11.0,507,1376000,0.024343721722252666,1.1001720750331878,18.22,591.82,0.5656068638624734,1.9188027381896973,-0.006276282324979548
173,27.10000000000001,0.7294835042953491,11.9,507,1384000,0.025499816127121447,1.1044325602054597,18.22,588.27,0.6170856336889243,1.9573570811748504,-0.007089252652367577
