fps,advantage_norm,grad_norm,episode_length,policy_loss,explained_variance,P09:episode_rewards,P01:episode_rewards,value_loss,frames,epoch_idx,policy_entropy,PMM:episode_rewards
437,0.590921468436718,0.0963297008506439,185.57,0.00020750997180584818,-3.2299754017591478,4.0,0.0,0.0033090984426962676,192000,24,1.3790881597995759,1.53
436,0.5514562632888556,0.10718894362625994,187.75,0.000257155722938478,-2.6150489020347596,4.0,0.0,0.0030158729609684088,200000,25,1.3814181244373323,1.55
436,0.44587634444236757,0.08216763120241061,180.17,-6.787130394513951e-05,-2.23686029791832,4.0,0.0,0.002072393871949316,208000,26,1.3849302232265472,1.32
437,0.5725151291489601,0.08897872427968448,184.25,-0.00023851923523807273,-3.1326135885715485,3.0,0.0,0.00304075961917988,216000,27,1.3820777201652528,1.44
437,0.5369284694641828,0.08802871654375354,188.57,-0.00011346088220307138,-1.9542558419704437,4.0,0.0,0.0028759108269696297,224000,28,1.3794726729393005,1.62
437,0.6384664528071881,0.11141318298833137,195.31,0.00021022802324296207,-1.4458713495731355,5.0,0.0,0.003557701584213646,232000,29,1.3851099014282227,1.78
436,0.5545193187892437,0.10922864486536053,195.39,-0.00039459317558794283,-3.906138612627983,5.0,0.0,0.0030255348919672543,240000,30,1.3855305993556977,1.69
437,0.4347873892635107,0.07618128765612218,181.48,-0.0002706489761476405,-2.9100544589757917,3.1000000000000085,0.0,0.0020204716267835463,248000,31,1.3847014355659484,1.29
437,0.5257386732846498,0.09246024145869797,180.77,0.00021995446135406383,-5.306202694773674,3.0,0.0,0.0026442695029254538,256000,32,1.3814007639884949,1.25
438,0.45527137130498885,0.07397779347631114,183.06,-0.0001362252442049794,-2.6142103147506712,3.0,0.0,0.001993089184124983,264000,33,1.383967877626419,1.34
438,0.4849199781566858,0.08395663198683813,179.55,0.00025386111316038295,-1.7533177185058593,3.0,0.0,0.0022392623978157644,272000,34,1.3834708833694458,1.31
440,0.5994189214706421,0.36240698236896973,179.25,-0.012298504031787161,-2.7213859421014788,3.0,0.0,0.008671251709492935,280000,35,1.3826034247875214,1.3
441,0.44047951832413673,0.12588783685827118,172.4,-0.0030188166716106934,-2.0519876718521117,3.0,0.0,0.002156234298236086,288000,36,1.3849439191818238,1.12
442,0.43411275044083597,0.08094919410146537,169.86,0.00029176110336265993,-2.0652060282230376,3.0,0.0,0.001936747164108965,296000,37,1.3839040410518646,1.07
443,0.44463019460439684,0.09163221781927822,176.87,-0.0005613575977622532,-3.390394112467766,4.0,0.0,0.0019081596860269202,304000,38,1.383621701002121,1.26
444,0.4375163546577096,0.08767428369745035,173.41,0.0006164229699061252,-2.437408422827721,3.0,0.0,0.001931930671344162,312000,39,1.3850802218914031,1.19
445,0.5142096994817257,0.08936579515116287,181.25,0.0004126565948536154,-4.088177335858345,3.0,0.0,0.002514292629202828,320000,40,1.3844747245311737,1.32
446,0.3815855059400201,0.06935389499194221,181.14,4.367073647699726e-06,-2.8173746675252915,3.1000000000000085,0.0,0.0016240118182395235,328000,41,1.3843868637084962,1.28
447,0.4407463859394193,0.08512301581395781,171.51,-0.0005205543899501208,-6.177888914942741,3.0,0.0,0.001919864503233839,336000,42,1.3841652464866638,1.11
447,0.3940276449546218,0.06742706922023371,179.52,0.00048811378568643706,-2.9798125398159026,3.0,0.0,0.0016598453393089586,344000,43,1.382045829296112,1.3
448,0.3453158570080996,0.06866061523720773,177.38,-0.0001281298929825425,-2.490951859354973,3.0,0.0,0.0013012478576820286,352000,44,1.3832727122306823,1.26
448,0.3680850551649928,0.07003926317591819,170.28,-0.0001061114184994949,-2.5521018993854523,2.1000000000000085,0.0,0.0015951375570148229,360000,45,1.3826158380508422,1.07
449,0.3190904739126563,0.06365588136257713,167.38,9.284665022278204e-05,-3.2407168418169023,2.0,0.0,0.0011184456422961375,368000,46,1.3818177342414857,0.97
450,0.3835167806223035,0.08007144403580296,165.59,0.00015854929268243722,-1.6680440670251846,3.0,0.0,0.0016362654931617725,376000,47,1.3835175931453705,0.94
450,0.3654975822195411,0.07620804200507837,175.68,-8.55687384319026e-05,-7.560149058103561,3.0,0.0,0.001323267478710477,384000,48,1.3845667612552643,1.23
451,0.3488511234521866,0.06906281790581376,180.44,0.0001481114054331556,-2.1985610729455947,3.0,0.0,0.0013230151024617954,392000,49,1.3848100793361664,1.34
451,0.35028556566685437,0.06566738352007245,174.83,7.820765138603747e-05,-1.1720113855600358,3.1000000000000085,0.0,0.001355657005451576,400000,50,1.3843955564498902,1.15
452,0.39209393933415415,0.0835200859012924,185.67,0.0002052050520433113,-1.6212887620925904,4.0,0.0,0.0015207137925972347,408000,51,1.3846471405029297,1.42
452,0.3158325765281916,0.05854336223595693,187.65,-1.5096837269084062e-05,-1.4324041044712066,4.0,0.0,0.0011946596075267735,416000,52,1.3852590417861939,1.47
453,0.34079555176198484,0.06083929279726703,180.6,-3.228676683647791e-05,-2.249698310494423,3.0,0.0,0.0012716433758032508,424000,53,1.3858717012405395,1.32
453,0.36163939990103244,0.0693302215651751,185.3,-0.0004398545957519673,-1.5917458039522172,4.0,0.0,0.0014093055155899492,432000,54,1.3854305148124695,1.45
453,0.3314473592862487,0.07116571271123813,185.34,0.0003635223945025245,-1.3671280008554458,3.0,0.0,0.001236566177358327,440000,55,1.385439178943634,1.43
454,0.32943268705159423,0.06837335812158268,174.09,0.00013100192576530388,-1.3908102792501449,3.0,0.0,0.0012234610841915128,448000,56,1.3847686183452605,1.17
454,0.3620743131637573,0.06909578526159647,174.5,-6.222734347829828e-05,-2.5960008096694946,3.0,0.0,0.0014235766882393364,456000,57,1.3854625153541564,1.2
455,0.32886950593441727,0.06330242633327111,181.15,-3.5259650176158174e-05,-0.6607758140563965,3.0,0.0,0.0011034173971711425,464000,58,1.3852431857585907,1.34
455,0.26743928164243697,0.05399845498859628,171.64,8.564216945160297e-05,-2.688774874806404,3.0,0.0,0.0008421218091098126,472000,59,1.3852941012382507,1.09
456,0.21395724039524794,0.044113083509919236,170.78,-2.4710304351174273e-05,-1.9823530215024947,3.0,0.0,0.0005543863800630788,480000,60,1.386019401550293,1.06
456,0.3736309526115656,0.07429075228756905,178.41,-0.0002645150808530161,-1.2547553443908692,3.0,0.0,0.0015748697397793875,488000,61,1.3840698421001434,1.27
457,0.35837177753448485,0.07005467755701353,177.66,9.054169684532099e-05,-0.9034081053733826,4.0,0.0,0.001376228997760336,496000,62,1.3835112488269805,1.32
457,0.33381653048098087,0.06573971897623707,179.99,1.372785394778475e-05,-0.8331709641218186,4.0,0.0,0.001235645707574804,504000,63,1.3842616808414459,1.33
457,0.3316048311442137,0.06519106575420242,190.94,-2.450588533974951e-05,-1.6870608466863632,4.0,0.0,0.0013206425660791865,512000,64,1.3856767880916596,1.61
458,0.31313996445387604,0.05546825630900978,185.71,0.0005239695377531462,-0.5274197769165039,4.0,0.0,0.0010455207474660711,520000,65,1.3858468127250672,1.44
458,0.4151710576564074,0.1931030967383043,182.09,-0.008679953376995399,-0.27318509697914123,4.0,0.0,0.003998776684711629,528000,66,1.3846485114097595,1.34
458,0.2502109818905592,0.047049023424187514,175.87,-5.6152021579691795e-06,-6.665060263872147,3.1000000000000085,0.0,0.0008095132019707307,536000,67,1.3853520214557649,1.19
458,0.21781305495649575,0.04615621162508991,169.48,-0.00013682367716683075,-0.9364475685358048,3.0,0.0,0.0006074905605964886,544000,68,1.3856315338611602,1.01
458,0.26566545899957417,0.05651555658564161,175.52,7.525683340645629e-05,-2.0078647273778913,3.0,0.0,0.000762885186704807,552000,69,1.3856907343864442,1.18
458,0.2858227302134037,0.05317439389638304,174.91,-6.155087357910816e-06,-2.9720420771837235,3.0,0.0,0.0009544181640740134,560000,70,1.3854313850402833,1.19
458,0.29553454343229535,0.06496147926296528,176.11,-3.2686990161892025e-05,-1.037602694630623,3.0,0.0,0.0010132137525943109,568000,71,1.3852618300914765,1.19
459,0.36222569093108176,0.07193349820906383,188.94,0.00016651015484058006,-1.733217014670372,4.0,0.0,0.0015684812916242662,576000,72,1.385990903377533,1.59
459,0.2578706493601203,0.04910235513854553,178.21,0.0001221589838314685,-2.483625007867813,3.1000000000000085,0.0,0.0009260928911407973,584000,73,1.3856389617919922,1.36
459,0.3322094600647688,0.059660309621419085,178.05,-0.0001486850614310242,-1.2080937713384627,3.0,0.0,0.0013589537547522923,592000,74,1.3858388411998748,1.26
459,0.2884581182897091,0.05687304254878231,184.65,0.00016323917952831835,-6.1295371156930925,3.1000000000000085,0.0,0.000958169208270192,600000,75,1.3856317579746247,1.41
460,0.28323406290262937,0.05058809385313348,182.99,-0.0001342247162392596,-0.8886738568544388,4.0,0.0,0.0010216371124715806,608000,76,1.3855258274078368,1.41
460,0.30993128426373007,0.05933689908986353,187.71,9.487003175308928e-05,-0.767412965297699,4.0,0.0,0.0011289633787873754,616000,77,1.3858532309532166,1.51
460,0.27524341851472856,0.052280752242838485,179.29,8.794186214799993e-05,-1.309591304063797,3.0,0.0,0.0009693947947471315,624000,78,1.3857728278636932,1.28
460,0.3317504524067044,0.06131474851749309,189.35,-0.0003731049715861445,-2.183941911458969,4.0,0.0,0.001395426479789421,632000,79,1.3857923448085785,1.47
460,0.31512317758053543,0.060985005878212074,187.57,-5.869563552550971e-05,-2.7472804981470107,4.0,0.0,0.0011476324104660307,640000,80,1.385624668598175,1.45
461,0.23708699304610492,0.04741732742239504,172.66,-7.059817184199347e-05,-2.5911973440647125,3.0,0.0,0.0006125000970678229,648000,81,1.385181256532669,1.16
461,0.24621686942875384,0.044513647029989854,179.78,4.7971618769224734e-05,-2.3688356417417524,3.0,0.0,0.0007706689650967746,656000,82,1.3856535530090333,1.35
461,0.34300801131874326,0.0679903316417306,184.81,-0.00022421466797823087,-6.017332667112351,3.0,0.0,0.0012884570967980835,664000,83,1.3841656005382539,1.45
462,0.2686042872443795,0.048243010797929864,187.53,-0.000335343223387099,-1.478250853419304,3.0,0.0,0.0009521954415140499,672000,84,1.3837935888767243,1.56
462,0.34946932826191185,0.06308377161975941,190.41,0.0004223420315247495,-1.7554790598154069,4.0,0.0,0.0013432940980055718,680000,85,1.3843805146217347,1.64
462,0.24810084082186223,0.0485123621970837,177.85,2.6302597507310566e-05,-0.7400149738788605,3.1000000000000085,0.0,0.0007505988603861624,688000,86,1.385206071138382,1.27
462,0.23861784216016532,0.0499844694802535,176.13,-0.00017195156401612622,-1.3126533836126328,4.0,0.0,0.0006044005095463945,696000,87,1.3853807032108307,1.24
462,0.3188274883851409,0.06622226763153657,183.21,0.0002529393740405794,-1.1631608015298844,4.0,0.0,0.0012087755672564526,704000,88,1.3855198323726654,1.4
462,0.31960455782711505,0.051895440941715325,188.21,8.346687711309642e-05,-12.035375034213066,3.1000000000000085,0.0,0.0013751941503323906,712000,89,1.3857747101783753,1.47
463,0.2531325986981392,0.04893858568924835,188.6,-2.3886658723313304e-05,-45.18863915860653,4.0,0.0,0.0007606026607481908,720000,90,1.3858612012863158,1.49
463,0.21271003827452659,0.04501110488525817,173.35,-0.00025097406934946774,-2.0970519971847534,3.0,0.0,0.0006372815209260807,728000,91,1.3854868865013124,1.16
463,0.28493770997971296,0.05567268211760848,178.91,0.00030139430644339884,-0.8408797031641007,3.0,0.0,0.001074452756165556,736000,92,1.385738538503647,1.31
463,0.2618952087685466,0.05327801498187239,186.69,-0.00010317290314560524,-0.8290135288238525,3.1000000000000085,0.0,0.0007693365896648174,744000,93,1.3859580957889557,1.49
464,0.25387330923229456,0.04382678192518071,185.5,-0.00010297507080395007,-0.8229629153013229,3.0,0.0,0.0008265334366160459,752000,94,1.3858330678939819,1.48
464,0.30833578668534756,0.0659637731223463,186.31,0.00016719874052796514,-1.3221370160579682,3.1000000000000085,0.0,0.001044721750786266,760000,95,1.3857441639900208,1.47
464,0.223206800930202,0.043688654855645444,185.47,1.0851706938410644e-05,-3.4438315451145174,3.0,0.0,0.000563030082739715,768000,96,1.3860348081588745,1.45
464,0.2905368052423,0.05566413311103517,183.55,3.5705250411410814e-06,-0.02805521845817566,3.0,0.0,0.0009419328738658805,776000,97,1.3856686878204345,1.41
465,0.22022298067808152,0.0430873105969859,174.32,6.238642119569704e-05,-0.6485975104570388,3.0,0.0,0.0005571021190917235,784000,98,1.3856237983703614,1.17
465,0.19782334174960853,0.04160117547887536,174.88,-0.00010650906373939506,-2.9375163877010344,3.0,0.0,0.0004758859197772836,792000,99,1.386057254076004,1.2
465,0.22066740158945322,0.04826005996913046,178.48,0.0002615291372057982,-0.20513827502727508,3.0,0.0,0.0006632624521125763,800000,100,1.3860681545734406,1.27
465,0.1934018849954009,0.04050316972000068,176.55,5.060470699390862e-05,-0.42111450374126436,3.0,0.0,0.0005196477953631984,808000,101,1.3861033248901367,1.19
465,0.3048510134220123,0.05825673604032842,179.78,-4.759962575917598e-05,-1.1825580310821533,3.0,0.0,0.0010527892737900403,816000,102,1.385217648744583,1.3
465,0.3199795190617442,0.059032303752362944,186.51,2.344743115827441e-06,-14.988786208629609,4.0,0.0,0.0012625128345007397,824000,103,1.3856128120422364,1.47
465,0.24867802780121565,0.046273327102587906,186.02,-0.00012533470973721705,-1.540164840221405,4.0,0.0,0.0007782301601946529,832000,104,1.3852548563480378,1.42
465,0.27685684904456137,0.05175993983388174,183.27,-0.0004076913082099054,-0.15797621250152588,4.0,0.0,0.0010139368159616424,840000,105,1.3848603057861328,1.49
465,0.25767967227846383,0.05032309835471896,184.03,9.17284015667974e-05,-1.6438360875844955,3.1000000000000085,0.0,0.0008252358947629546,848000,106,1.3848789036273956,1.52
466,0.21221223156899213,0.0451010109977915,177.85,0.00017693788453470915,-1.5137466478347779,3.0,0.0,0.00048613383816700664,856000,107,1.3855830872058867,1.26
466,0.2647629462182522,0.052543808993673835,178.16,-2.8092316097172442e-05,-0.417593931555748,3.0,0.0,0.0007823474865745084,864000,108,1.3857914972305299,1.25
466,0.21811402168124913,0.041335697928210714,177.67,-7.126732287190407e-05,-2.4396356040239335,3.0,0.0,0.0005315598983452219,872000,109,1.385904107093811,1.27
466,0.27803959960117935,0.058901737879753356,172.84,-0.00028924317132691615,-1.7777916550636292,3.0,0.0,0.0009437473290881826,880000,110,1.3857734179496766,1.18
466,0.24534642737358808,0.04251366876474058,178.92,0.0006304847572937433,-2.754665153622627,3.1000000000000085,0.0,0.0007558825084288401,888000,111,1.3854816496372222,1.32
466,0.26583476182073357,0.04954035855737612,188.23,-0.00010671409087080975,-0.9130142420530319,4.0,0.0,0.0008778265700948396,896000,112,1.3848667466640472,1.5
466,0.24901251554489134,0.047916962366276114,188.28,-9.967693838007107e-05,-0.7845138573646545,4.0,0.0,0.0006976662145098089,904000,113,1.3855770456790923,1.52
467,0.21417656131088733,0.04540966143890941,181.88,3.95168434624793e-05,-0.9639445734024048,3.1000000000000085,0.0,0.000520572711566274,912000,114,1.3858395028114319,1.36
467,0.28126513339579107,0.0564568303960266,179.66,-1.912678577355109e-05,-9.179528051018714,3.0,0.0,0.0009812246320416308,920000,115,1.3857049667835235,1.28
467,0.22275027729570865,0.04161014022698611,173.23,-0.00018298276179848472,-1.0559107834100723,3.0,0.0,0.0006514475442327239,928000,116,1.3854287457466126,1.14
467,0.26618547569960355,0.05982996931486964,186.82,0.00020338096517662053,-0.7650554955005646,4.0,0.0,0.000900295809351519,936000,117,1.3848601961135865,1.48
467,0.22729377694427966,0.037290535510329605,195.51,0.00014382644900251762,-1.6929069846868514,4.0,0.0,0.0006692819487989255,944000,118,1.3846860456466674,1.66
468,0.19258633513003587,0.03725884666302283,181.84,-5.8081659735762516e-05,-2.207377774119377,3.0,0.0,0.0004965646373148047,952000,119,1.3858673071861267,1.35
468,0.2509212923422456,0.05095172348442814,171.36,0.00014878557631163857,-5.082679209113121,3.0,0.0,0.0008647922498857952,960000,120,1.385022064447403,1.14
468,0.19834355821833013,0.04248832932734242,176.38,-0.00014533751607814338,-0.48990212559700014,3.1000000000000085,0.0,0.0005158657288347968,968000,121,1.3855084693431854,1.24
468,0.2357955913618207,0.04523706025649019,179.3,0.00016110677646793191,-0.957674754858017,3.0,0.0,0.0006246316649003347,976000,122,1.385285028219223,1.28
468,0.1696542544476688,0.033262150178738736,176.37,-0.000290457465343934,-1.4075678831338883,3.0,0.0,0.00039368934066033037,984000,123,1.3856484687328339,1.23
468,0.20246096925809978,0.04333558400633066,172.97,0.00019722960161743685,-2.114808493256569,3.0,0.0,0.0005158424484579882,992000,124,1.3859624183177948,1.18
468,0.23944414120167493,0.04152838270988295,179.56,3.825477964710444e-05,-0.8843081802129745,4.0,0.0,0.0006695755057171482,1000000,125,1.3856463611125946,1.34
468,0.2115312235802412,0.04579536455608158,180.8,0.0001940013155399356,-1.113379527926445,3.1000000000000085,0.0,0.0004921944074021667,1008000,126,1.3853538072109222,1.34
469,0.19153577376157047,0.036615511816492814,171.54,-0.0001908592106337892,-1.0017346835136414,2.1000000000000085,0.0,0.0004872957255702204,1016000,127,1.3858646023273469,1.16
469,0.2246647832170129,0.04410789500255126,176.93,6.954452524951193e-05,-1.0352816045284272,3.1000000000000085,0.0,0.0006458795838352672,1024000,128,1.3860547077655792,1.28
469,0.13851884994655847,0.02559309972922849,177.97,9.992284467443825e-06,-1.0664800763130189,3.0,0.0,0.00020145955401858372,1032000,129,1.386037757396698,1.24
469,0.20205766681581735,0.04655660573233206,171.97,0.0001622077748470474,-0.4024659061431885,3.0,0.0,0.0005354403986575562,1040000,130,1.3860904860496521,1.09
469,0.2558020974136889,0.05255270957975759,182.06,-0.00016473226140078622,-1.5725009483098984,3.0,0.0,0.0008417737113768453,1048000,131,1.3859658241271973,1.43
469,0.1480226756259799,0.03232294749889895,181.29,4.9362375066266395e-05,-2.0978855729103087,3.0,0.0,0.0002309265123130899,1056000,132,1.3859328746795654,1.39
469,0.21630738606676458,0.04490723117791615,174.75,0.00015636825090041385,-1.7022663259506225,3.0,0.0,0.0006616618143925735,1064000,133,1.38573122382164,1.15
470,0.19392006274312734,0.04415806731229721,176.27,0.00020513546609436163,-15.65452275454998,3.0,0.0,0.0005777522607650098,1072000,134,1.3860192036628722,1.22
470,0.21753407832235097,0.04208396844491771,180.99,-0.0003741528048340115,-0.774220278263092,3.0,0.0,0.0006308796350958801,1080000,135,1.3853964769840241,1.34
470,0.18516354266554116,0.03653044779471393,183.04,3.6287595994508594e-05,-1.0114433193206787,3.0,0.0,0.0004937755150854173,1088000,136,1.3853852343559265,1.39
470,0.19113571481779218,0.039756117969144876,178.4,-0.00012045728784869425,-1.2097632122039794,3.0,0.0,0.0004900547317856763,1096000,137,1.385675152540207,1.26
470,0.2236701748892665,0.04588703732916358,184.73,0.00021388244629633846,-1.58467420399189,4.0,0.0,0.0006912994770436853,1104000,138,1.3857338559627532,1.4
470,0.19589819762855767,0.038491923875516774,185.75,-9.797151628845313e-05,0.058573485612869264,4.0,0.0,0.0005219806270770278,1112000,139,1.385434285402298,1.44
470,0.23086412977427245,0.040254162206962193,186.28,-7.777584691211815e-05,-1.4565575480461121,4.0,0.0,0.0006896057121412014,1120000,140,1.3856030476093293,1.49
470,0.2239408503100276,0.041779850507395536,185.72,0.00016011136714951134,0.01310853660106659,4.0,0.0,0.0006286483198482529,1128000,141,1.3858205544948579,1.46
470,0.2815995592996478,0.059193534609569796,187.91,-6.273576727835461e-05,-0.48910185277462004,4.0,0.0,0.0008888803410673063,1136000,142,1.385138076543808,1.52
470,0.2847155906260014,0.04992080798693736,184.47,-0.00023410251003951998,-1.2670442318916322,4.0,0.0,0.0010335828604229392,1144000,143,1.3857430219650269,1.44
471,0.14221767660230397,0.02667692032789754,175.16,2.3892528588476125e-05,-2.592411120533943,4.0,0.0,0.00032090050897295443,1152000,144,1.3855811882019042,1.18
471,0.12773990662768483,0.02976217120268701,158.71,0.00010415918222861364,-2.33229512155056,2.0,0.0,0.00018447858588388044,1160000,145,1.3856187105178832,0.78
471,0.2725772272050381,0.057031389884798715,169.19,5.546428605157416e-05,-1.256993191242218,3.0,0.0,0.0008999179280272074,1168000,146,1.3857113361358642,1.03
471,0.26578732520341875,0.05058685681988617,175.02,-0.00016893536721909185,-2.1200385767221452,4.0,0.0,0.0009501940040718182,1176000,147,1.3848932898044586,1.23
471,0.17072200633585452,0.030490017973528957,180.93,0.00011966883481363766,-2.227685035467148,3.1000000000000085,0.0,0.0003218993842165219,1184000,148,1.3855427253246306,1.36
471,0.15140948379412295,0.032093423771583994,171.39,1.6981876651698258e-05,-2.35945118188858,3.0,0.0,0.0003418318284752786,1192000,149,1.3861001133918762,1.07
471,0.2000773385167122,0.04138310838787636,163.05,-3.166399568726774e-05,-0.37640581488609315,2.1000000000000085,0.0,0.0005658495909733574,1200000,150,1.385786554813385,0.92
471,0.2837892880663276,0.060700727196827745,181.54,-0.00020528880786514493,-2.4764082324504852,3.0,0.0,0.0010570963686222967,1208000,151,1.3840397608280182,1.43
471,0.2031369409710169,0.03879814702983528,192.11,-3.9192154363263396e-05,-0.8255343759059905,4.0,0.0,0.00042574484691613177,1216000,152,1.385387009382248,1.64
472,0.181925367731601,0.03207237321858123,185.04,0.00012674745677941247,-2.023996900320053,4.0,0.0,0.00048393424282267006,1224000,153,1.3857628285884858,1.45
472,0.2127552224881947,0.03934186634897669,178.63,-9.83678104239516e-05,-0.7489688736200333,4.0,0.0,0.0006820284739478666,1232000,154,1.3859249937534333,1.28
472,0.27066811107099054,0.052693538505146194,188.66,-0.00012813904131689924,-1.0167397505044937,4.0,0.0,0.0007474453507620637,1240000,155,1.3851235628128051,1.5
472,0.17316694995388388,0.03524557851407919,184.63,7.586731628180132e-05,-1.990332899093628,3.1000000000000085,0.0,0.0004090560545273547,1248000,156,1.3858806335926055,1.42
472,0.19290968518704177,0.03869146724031151,171.21,-1.2984742162416297e-05,-1.1035407507419586,3.0,0.0,0.0005017574724843144,1256000,157,1.3857187485694886,1.09
472,0.253818388171494,0.047052195884289674,168.87,-9.85296467479202e-05,-2.1000015217065813,2.1000000000000085,0.0,0.0007923602123037199,1264000,158,1.3856772792339325,1.04
472,0.17207375479862094,0.03203880573918627,177.25,5.686418702680385e-05,-1.7994379961490632,3.0,0.0,0.0004300189133937238,1272000,159,1.3855377531051636,1.24
472,0.22853299971669913,0.045997555971394294,181.11,3.700753208249808e-05,-0.6380728304386138,3.0,0.0,0.0006045723629495114,1280000,160,1.3858655285835266,1.3
472,0.2277099488861859,0.04598507519164497,180.04,-6.029026335454546e-05,-1.950619695186615,3.0,0.0,0.0007282547573959164,1288000,161,1.3849980413913727,1.29
472,0.2785793794691563,0.04796092121036298,194.5,0.00010706956949434243,-9.839614218473434,4.1000000000000085,0.0,0.0010273509385024227,1296000,162,1.3850436699390412,1.71
472,0.19680469237267972,0.04195255393946562,191.8,-5.655423665302805e-05,-0.7674783653020859,4.0,0.0,0.00044217791372830106,1304000,163,1.3856420648097991,1.62
472,0.20940253330394626,0.041764053903873034,176.63,-4.9523773304827045e-06,-2.897539267539978,3.0,0.0,0.0007730739607700343,1312000,164,1.3857532155513763,1.2
472,0.2213806096278131,0.04086727571968567,183.16,0.00020624073225008032,-1.5119864571094512,3.0,0.0,0.0006268226897509521,1320000,165,1.385507482290268,1.41
472,0.1699824026040733,0.03486376509082413,182.57,-0.00011846959532704204,-1.2998903691768646,3.0,0.0,0.00039809194816825766,1328000,166,1.3857570445537568,1.39
472,0.21402869550511242,0.04604932380140613,175.18,-0.0002070213996375969,-7.316002070903778,3.0,0.0,0.0007382392546833217,1336000,167,1.3856480860710143,1.23
472,0.2622172200120986,0.0485421826332646,180.57,7.502094072151522e-05,-0.740718605518341,3.1000000000000085,0.0,0.0009606092506692221,1344000,168,1.3857007658481597,1.36
472,0.13735301610082387,0.02764042511324433,178.6,-2.7775850321631877e-05,-2.214465514421463,3.0,0.0,0.00023839161387741116,1352000,169,1.3857513129711152,1.29
472,0.164174177814275,0.034390109249513905,174.82,5.885254642635118e-05,0.16477594673633575,3.0,0.0,0.0002889117160657406,1360000,170,1.3857493579387665,1.16
