PMM:episode_rewards,value_loss,fps,explained_variance,P09:episode_rewards,policy_entropy,frames,episode_length,epoch_idx,policy_loss,grad_norm,P01:episode_rewards,advantage_norm
2.44,0.0045885449729394165,484,0.9462082672119141,6.200000000000017,1.3380842673778535,168000,217.3,21,0.00040454519068589434,0.20183338986332328,0.0,0.7246996828913689
2.23,0.004187710738333408,485,0.9635006433725357,6.1000000000000085,1.333633941411972,176000,210.3,22,-0.0009203924352186732,0.1868015042166819,0.0,0.7103968395292759
2.36,0.006743693921016529,486,0.907214897274971,8.0,1.3524972784519196,184000,213.45,23,4.987273910955992e-05,0.2574675366141165,0.0,0.9384981799125671
2.11,0.00433205165551044,487,0.9606759524345398,7.1000000000000085,1.3464011549949646,192000,203.42,24,-0.0009050105651840567,0.19512034709553971,0.0,0.737932658046484
1.98,0.004885682094900403,488,0.9281684195995331,5.1000000000000085,1.3506867146492005,200000,200.79,25,-0.001731614804302808,0.19801118030398954,0.0,0.7764089587330818
2.06,0.005075396770262159,489,0.941793042421341,5.1000000000000085,1.3514415323734283,208000,201.99,26,-0.0014277270546881483,0.2124098711890132,0.0,0.7953552570939064
1.85,0.004815429171721917,490,0.9380682373046875,5.0,1.3655606853961944,216000,196.7,27,0.0003571717645991157,0.19002836937838236,0.0,0.7746609346568585
1.8,0.004564488410833292,493,0.9596460884809495,5.1000000000000085,1.361275658607483,224000,195.47,28,-0.00011665130552501068,0.189708109802564,0.0,0.7422139382362366
1.89,0.005422680868359748,496,0.9320655131340027,5.0,1.3689835631847382,232000,199.03,29,-0.0005353914125589654,0.20111460201156245,0.0,0.8048667506873608
1.89,0.0036997213143331463,498,0.9631960040330887,5.0,1.3588047444820404,240000,199.63,30,-0.0007955088869493921,0.15954685454732645,0.0,0.6652265921235084
1.58,0.005939053383772261,501,0.9324093437194825,5.0,1.3598150658607482,248000,188.4,31,-0.000366202530276496,0.2006986162640207,0.0,0.8002732256054879
2.05,0.004422980190720409,506,0.9614192694425583,5.1000000000000085,1.3689105033874511,256000,202.51,32,-0.0011854063358623535,0.17770135666619125,0.0,0.73388656437397
2.32,0.00416143411770463,509,0.9656830966472626,9.0,1.349669210910797,264000,210.58,33,-0.0015118211865774356,0.17932259497545433,0.0,0.71185870885849
2.22,0.0030519207792531235,512,0.9765748167037964,5.0,1.3540332174301148,272000,211.33,34,-0.00019515288331604098,0.15328712245688206,0.0,0.6063231633603573
1.92,0.004065396374498959,517,0.944830122590065,5.0,1.3670475041866303,280000,202.68,35,-0.000862079942598939,0.1759694083401616,0.0,0.7073021084070206
1.94,0.007629771282663569,522,0.9286902278661728,5.0,1.3713224983215333,288000,203.97,36,-0.0015113761753309518,0.23632325660865494,0.0,0.9896342018246651
1.8,0.006890072221285664,527,0.923204859495163,5.0,1.3714085769653321,296000,201.05,37,-0.0015343378731631674,0.22736246511842684,0.0,0.9332238659262657
2.11,0.004776035024551675,531,0.9561463838815689,5.0,1.3548982214927674,304000,212.87,38,-0.0015221095786546357,0.18250307119830786,0.0,0.7565930618345738
1.97,0.005162169387913309,536,0.9449301224946975,5.0,1.3530721807479857,312000,206.44,39,-0.0006416458147577942,0.20243470478408696,0.0,0.7783469299972058
2.04,0.008021813005325385,540,0.9140179353952408,5.0,1.3549618816375733,320000,209.23,40,-0.0003568856749916449,0.2504554497410221,0.0,1.0265172356367112
1.99,0.010200477343169041,545,0.8483039301633835,5.0,1.358435217142105,328000,208.0,41,-0.0012230281543452292,0.27626123092657995,0.0,1.1772951251268386
2.31,0.004990923282457515,549,0.9532885402441025,5.0,1.347420254945755,336000,220.47,42,-0.001074902613181621,0.20426193966695944,0.0,0.815960457623005
2.54,0.010797668630257249,553,0.8622426319122315,5.0,1.364076656103134,344000,228.36,43,-0.0019679268036270512,0.2885911666308366,0.0,1.2212653878331183
2.36,0.0065202665963443,557,0.9227288275957107,5.1000000000000085,1.3558034491539002,352000,219.68,44,-0.0007820140052353964,0.23473381643104926,0.0,0.9379472577571869
1.97,0.01131433030590415,561,0.8604236090183258,5.0,1.3494579637050628,360000,204.33,45,-0.002749778932775371,0.3356613404155124,0.0,1.2430914062261582
1.96,0.006509083993150853,564,0.9382163429260254,5.1000000000000085,1.3561257708072663,368000,205.36,46,-0.0002443209639750421,0.21744975584431298,0.0,0.9365253329277039
2.21,0.007179900465416722,569,0.9284008085727692,5.0,1.3491454935073852,376000,215.11,47,-0.0011120199449942446,0.2443794257621861,0.0,0.9701504373550415
2.57,0.00827515005832538,572,0.9086029487848282,5.0,1.3461220002174377,384000,230.6,48,-0.002952487200527685,0.2369923771065308,0.0,1.0637280970811844
2.35,0.016280670738779007,576,0.7905229187011719,5.0,1.3394546175003053,392000,217.68,49,-0.0035126337420661002,0.3783878652629005,0.0,1.5182934314012528
2.0,0.010836911413352936,581,0.8497308593988419,4.0,1.3293233823776245,400000,200.87,50,0.0005035156710073352,0.2849604050543805,0.0,1.2166133686900138
2.18,0.010219678907305933,585,0.8766307324171067,5.0,1.312398920059204,408000,207.53,51,-0.003205088672984857,0.28621161777068854,0.0,1.1846616446971894
2.1,0.007763829275500029,588,0.9102678734064102,5.0,1.3236226546764374,416000,208.14,52,-0.0024546795641072093,0.2551237880765204,0.0,1.0178634220361709
2.36,0.0106217036023736,591,0.9067597949504852,6.0,1.314091854095459,424000,219.45,53,-0.0011536142701515928,0.32572416033492035,0.0,1.2104656228423119
2.83,0.015500416703289374,595,0.8463629108667373,8.100000000000009,1.31658992767334,432000,229.68,54,-0.007568627184300567,0.3501245044936551,0.0,1.4352259185910226
3.31,0.011035841079428793,598,0.8738712912797928,9.0,1.3041724753379822,440000,244.9,55,-0.0006661707098828629,0.3012249738824604,0.0,1.2591355973482132
2.96,0.010340869267238303,601,0.891621651649475,7.0,1.319382108449936,448000,237.01,56,-0.0009778053165791789,0.2841895353549291,0.0,1.1873418456315994
3.02,0.010499459896236659,604,0.8829611808061599,7.0,1.3177103972434998,456000,241.42,57,-0.0024232805066276343,0.2736256876102774,0.0,1.204222852885723
2.97,0.006977785032941029,607,0.9365724992752075,7.0,1.3116828203201294,464000,241.15,58,-0.0015001126829884016,0.23647938928452247,0.0,0.9779782322049141
2.96,0.010818066414212808,610,0.8693808525800705,7.0,1.3078013229370118,472000,236.71,59,-0.0022470086824614554,0.2973219412733714,0.0,1.2299557700753212
2.91,0.011772623824654146,613,0.859535242319107,7.0,1.2750392818450929,480000,232.56,60,-0.0030875905029824936,0.30257735079182657,0.0,1.2880384519696235
2.87,0.012730833360692487,617,0.8591352605819702,7.0,1.2866079103946686,488000,225.49,61,-0.0024691134386739576,0.3342925330453369,0.0,1.3504977816343307
3.16,0.009358884031535127,620,0.905331466794014,8.0,1.300800976753235,496000,230.16,62,-0.0033323161545558834,0.2810471159214911,0.0,1.153096110522747
3.02,0.00949789613019675,624,0.8785138010978699,8.0,1.2998173606395722,504000,226.05,63,-0.0007025789499311941,0.2853701429791584,0.0,1.162002440392971
2.99,0.007915807461831719,628,0.9061427402496338,9.0,1.3170110547542573,512000,228.59,64,-0.0014704613937647083,0.2525128878066763,0.0,1.0619048976898193
3.06,0.007890988520812244,631,0.9113017308712006,9.0,1.3256610131263733,520000,232.73,65,-0.0009089375246549025,0.2647702708127661,0.0,1.0575186169147492
2.81,0.009954142512287944,634,0.8737684094905853,6.0,1.3015034794807434,528000,225.57,66,-0.0017446667450712993,0.2982571308459222,0.0,1.1947467800974847
3.2,0.012464738562703132,637,0.8908632427453995,9.0,1.2788235354423523,536000,232.65,67,-0.003911855305195786,0.34800086267281755,0.0,1.3302106422185898
3.36,0.006341990502551198,640,0.9377602499723434,9.0,1.282289720773697,544000,235.56,68,-0.0014048417688172776,0.21962757424450718,0.0,0.9626604601740837
3.64,0.0060785631131147965,643,0.9405936485528946,9.0,1.2974520993232728,552000,247.53,69,-0.0011438703372550663,0.23961151236281877,0.0,0.9065292769670487
3.05,0.010151973195606843,646,0.9042333060503006,9.0,1.2971767926216125,560000,229.53,70,-0.0025114803059841507,0.28866377258125026,0.0,1.189724718928337
3.26,0.010442765515763312,649,0.905694596171379,9.0,1.289034322500229,568000,237.52,71,-0.003020075934473425,0.3247845142692946,0.0,1.184165723323822
3.27,0.009371547009795905,652,0.9062078619003295,8.100000000000009,1.3124183917045593,576000,237.5,72,-0.0014710022151120938,0.28181782012296963,0.0,1.1415586012601853
3.17,0.0072365058062132444,656,0.9305526322126388,7.0,1.3006282842159271,584000,239.05,73,-0.0016085760545684025,0.2509010902412806,0.0,0.9990130984783172
3.43,0.009295592781854793,659,0.901439071893692,7.1000000000000085,1.2816941332817078,592000,245.96,74,-0.0037544946646085008,0.276264363971243,0.0,1.1626390427350999
3.59,0.008243329049437307,662,0.9170656740665436,8.100000000000009,1.2991748750209808,600000,248.24,75,-0.00036956987620214934,0.26337197634857634,0.0,1.077024382650852
4.1,0.010690535723697395,665,0.8913955837488174,9.0,1.3006533563137055,608000,267.28,76,-0.0016495934969861991,0.3017194167150094,0.0,1.226097900569439
4.18,0.012288070442155003,668,0.8863076502084732,10.0,1.2571356737613677,616000,262.64,77,-0.0018982527279877105,0.3368128921612349,0.0,1.3422486066818238
4.59,0.009758362311404199,671,0.902084693312645,10.0,1.3089814925193786,624000,280.22,78,-0.004413074795811553,0.31455075147169015,0.0,1.1916980701684952
4.62,0.009610440598335117,674,0.9144260334968567,10.0,1.2917068922519683,632000,281.91,79,-0.002835423800534045,0.2945716728621609,0.0,1.1726818799972534
4.38,0.008674637756776064,676,0.9071332120895386,9.0,1.2885582828521729,640000,275.71,80,-0.001328318943560589,0.2736931400893202,0.9000000000000004,1.124607211947441
4.11,0.007657969921128824,679,0.9299210149049759,8.100000000000009,1.3065701925754547,648000,269.81,81,0.00014481249603250036,0.2638222295872058,0.0,1.0505085486173629
4.36,0.010722382967360318,682,0.8773004543781281,9.0,1.302075333595276,656000,279.06,82,-0.0034339837488951376,0.30105416122879414,1.0,1.2576095759868622
4.5,0.008509877214673906,685,0.9259595966339111,9.0,1.2957676136493683,664000,278.76,83,-0.0016415689460700378,0.27559339409731565,1.0,1.1058817738294602
4.69,0.011048164940439165,688,0.8881942790746689,10.0,1.2893362486362456,672000,285.24,84,-0.00040402344457106664,0.3236828488195602,0.9000000000000004,1.2500777435302735
4.18,0.01621533330064267,691,0.8020178890228271,9.0,1.2897910678386688,680000,267.85,85,-0.0038899688210949535,0.4267883261288204,0.0,1.5131044042110444
4.42,0.031574663487263024,693,0.809143750667572,10.0,1.274026859998703,688000,278.46,86,8.182319230400026e-05,0.6789806494425545,0.0,1.6581305354833602
4.53,0.012054612084757537,696,0.8826839166879654,9.0,1.2766406774520873,696000,285.83,87,-0.0028375047398731114,0.3664961132416717,0.0,1.3366361826658248
4.56,0.012901194689329714,699,0.8595898747444153,9.0,1.2696531915664673,704000,285.52,88,-0.00354867107269456,0.3643617186420839,1.0,1.395417513847351
4.69,0.012298375447280706,701,0.8782245218753815,9.100000000000009,1.26490336894989,712000,285.17,89,-0.004295457773259841,0.3565274113647466,1.0,1.3506872582435607
5.34,0.013535390705801547,704,0.8600150966644287,12.0,1.2800002694129944,720000,294.85,90,-0.0032374648490804247,0.3769300858217366,0.9000000000000004,1.4241673338413239
5.55,0.014908453789539635,706,0.8524587762355804,12.0,1.2603846287727356,728000,301.22,91,-0.004549483144655824,0.39408186342219653,1.9000000000000004,1.4949821186065675
5.62,0.014269167364109308,708,0.8399139714241027,12.0,1.2579893159866333,736000,302.52,92,-0.0008457124792039394,0.3871318317501293,2.0,1.4401290643215179
6.16,0.01712317533325404,709,0.8263840162754059,12.0,1.2546526777744293,744000,324.7,93,-0.0035975576436612757,0.41741431869172935,2.0,1.6018334066867828
5.64,0.0191059213783592,710,0.7952617019414902,11.0,1.1881409907341003,752000,314.75,94,-0.00904824918077793,0.4417936445476917,2.0,1.6936531966924668
6.03,0.026009159334935247,711,0.752708471417427,11.0,1.1936347353458405,760000,330.31,95,-5.077905894722789e-05,0.5136531337181952,2.0,1.6992288953065873
6.31,0.01645838254597038,711,0.8182275384664536,11.0,1.1897390365600586,768000,338.89,96,-0.00615044457721524,0.3967464783610636,3.0,1.5827996402978897
6.48,0.015498398521449417,711,0.844978215098381,11.0,1.2366635751724244,776000,340.6,97,-4.3426492484286425e-05,0.3976037355096206,3.0,1.5226030558347703
6.6,0.0159332662797533,712,0.8342107176780701,11.0,1.2342160081863403,784000,338.87,98,-0.003947493946761824,0.4210297842300292,2.9000000000000004,1.549212257862091
6.97,0.01829063492361456,712,0.7987417620420456,12.0,1.22217546582222,792000,335.59,99,-0.003384931002219673,0.4446047521136539,2.0,1.6650549483299255
7.24,0.01647364258300513,713,0.8145917356014252,12.0,1.2367403268814088,800000,341.13,100,-0.003566133467829786,0.42553293839951595,2.0,1.569967126250267
7.29,0.01607007272541523,713,0.829363477230072,12.0,1.1998192596435546,808000,343.17,101,-0.008457710414331814,0.43630228710528873,2.0,1.5543596398830415
7.48,0.018728846893645824,714,0.7966212451457977,11.100000000000009,1.1746271562576294,816000,350.93,102,-0.0024883958991267718,0.4333127538959119,2.0,1.692596333026886
7.94,0.018319233604706824,714,0.8107853704690933,12.0,1.1859707844257354,824000,366.3,103,-0.004661179909016937,0.4405001738229973,2.9000000000000004,1.6725754016637802
7.53,0.01709495681338012,714,0.8082516944408417,12.0,1.2321915924549103,832000,364.12,104,-0.006505166161223315,0.41890056829556477,2.9000000000000004,1.6064627999067307
7.24,0.01580190594308078,715,0.8405703604221344,12.0,1.226038283109665,840000,360.34,105,-0.003734951217484195,0.4296558439251271,3.0,1.5469937270879746
7.83,0.017099512114655227,716,0.8194626277685165,13.0,1.2546861028671266,848000,374.1,106,-0.001448831504676491,0.41731523244895036,3.0,1.6080524319410323
7.72,0.01948238740907982,716,0.8128159666061401,13.0,1.2416241323947907,856000,371.06,107,-0.002306402993854135,0.44449952864876585,3.0,1.7190501338243485
8.17,0.02115606955718249,717,0.7503128635883332,13.0,1.230889527797699,864000,381.92,108,-0.005047308911453001,0.4812269636483633,3.9000000000000004,1.7861325138807296
8.45,0.019823104455135764,717,0.7756414753198624,13.0,1.225319492816925,872000,390.4,109,-0.0019060670200269669,0.44562510567821084,4.0,1.7344932496547698
8.83,0.019952063015662134,718,0.7756559163331985,13.100000000000009,1.2162549901008606,880000,403.58,110,-0.004509169742523227,0.4481574136669488,4.0,1.7344060462713242
8.67,0.02140701563563198,718,0.7917510169744492,14.0,1.2027204847335815,888000,397.4,111,-0.005473693659587298,0.49253240629276107,4.0,1.7898981499671935
9.22,0.018923536203801633,719,0.7896663182973862,14.0,1.2133182311058044,896000,416.0,112,-0.004803447814483661,0.43015591833145833,4.0,1.6996715492010117
9.0,0.021544694118201733,719,0.7638146090507507,14.0,1.2214321279525757,904000,420.48,113,-0.004412933512830932,0.45414122411913493,4.9,1.8075621277093887
9.28,0.018448113379999995,720,0.7796963042020798,14.100000000000009,1.2214015483856202,912000,429.22,114,-0.0024980433052405717,0.4424506494894029,5.0,1.6649907690286636
9.13,0.019994809571653605,720,0.7193765193223953,14.0,1.1437099606916308,920000,420.35,115,-0.0009344591101398691,0.5140517802940174,5.0,1.7288495141267777
9.06,0.01977021758444607,721,0.785805976986885,14.0,1.170672482252121,928000,424.23,116,-0.008223919608135476,0.4748004998844469,5.0,1.7274182784557341
9.32,0.01886174615472555,722,0.7700898844003677,14.100000000000009,1.1492822551727295,936000,425.67,117,-0.004057001596665941,0.4509197258443259,5.0,1.6980254971981048
9.44,0.018628465402871372,722,0.7690703010559082,15.0,1.164130470752716,944000,419.05,118,-0.0029838875023415314,0.4736819199300369,5.0,1.6838766062259674
9.5,0.0160490790521726,723,0.8272896903753281,14.100000000000009,1.2177814435958862,952000,413.3,119,-0.005657590322371107,0.39485211657769115,4.0,1.5634739887714386
9.61,0.021656778091564775,724,0.776115825176239,15.0,1.2123594892024994,960000,419.7,120,-0.0039987068650953,0.48512248582569695,4.9,1.8123464334011077
9.92,0.021353248939849436,724,0.7824718177318573,15.0,1.2165610897541046,968000,433.74,121,-0.004502699736622162,0.5053411382413754,5.0,1.806490947008133
10.0,0.018086811983957885,724,0.8175491160154342,15.0,1.2055529868602752,976000,436.98,122,-0.004738036809139885,0.44926623199304466,5.0,1.6562977927923201
9.76,0.019511624299921097,725,0.8017272025346756,14.100000000000009,1.2046776270866395,984000,441.22,123,-0.003466250017227139,0.5073022033402361,6.0,1.7234505712985992
9.76,0.020161392027512194,725,0.7830639505386352,14.0,1.1864239728450776,992000,444.06,124,-0.0067371287988498806,0.46806018725977494,6.0,1.74933810710907
10.16,0.022906014332547783,726,0.729123193025589,15.0,1.1426339495182036,1000000,452.72,125,-0.0017524600838078185,0.5245032762700332,6.0,1.8744453859329224
10.39,0.019311279985122384,726,0.8054077076911926,15.0,1.1933234763145446,1008000,448.43,126,-0.005995009568723617,0.46181109423709216,6.0,1.7207670032978057
10.4,0.01976848780643195,727,0.8086597973108292,15.0,1.21189577460289,1016000,451.71,127,-0.006077411827864126,0.4663197103807947,5.0,1.7193840950727464
10.36,0.017312140120193362,727,0.8248589956760406,16.0,1.207910624742508,1024000,438.33,128,-0.007493826135760173,0.41895235985896606,5.0,1.6230975246429444
10.69,0.021669013523496688,728,0.7918194222450257,16.0,1.1862929236888886,1032000,444.01,129,-0.004485981974285096,0.5352747356744243,5.0,1.8106709343194962
11.15,0.024901273478753864,728,0.7432152038812637,17.0,1.122328525185585,1040000,466.22,130,-0.00921606821095338,0.540523854812469,5.0,1.9377201902866363
11.24,0.023314039981924,729,0.7420768183469773,16.10000000000001,1.0753617590665818,1048000,471.65,131,-0.005719434396596625,0.5374231519752088,5.0,1.887528269290924
11.61,0.022655683793127535,730,0.7417433941364289,17.0,1.1250828683376313,1056000,480.1,132,-0.0052761786703194955,0.5189728976456686,5.0,1.8649156665802002
12.09,0.024212910244241357,730,0.7629258716106415,18.10000000000001,1.1400047647953033,1064000,488.62,133,-0.008057090268703177,0.5457253906998017,5.9,1.9001695495843887
12.6,0.021505407779477535,731,0.7680223459005355,19.0,1.1597987288236618,1072000,508.77,134,-0.006787330642109737,0.4910099902136495,6.9,1.814733943939209
12.65,0.020937928287312387,731,0.7875227189064026,19.0,1.1171100145578385,1080000,515.12,135,-0.008127117652475136,0.5180641628314059,6.9,1.7872099900245666
13.16,0.02346351063810289,732,0.7479077166318894,19.10000000000001,1.0532692217826842,1088000,525.74,136,-0.00789160254818853,0.5226252792370671,7.0,1.9048671925067902
12.64,0.01883911870419979,733,0.7867922371625901,19.0,1.0738127553462982,1096000,516.1,137,-0.006732426112721441,0.47429821489405877,7.0,1.6955421018600463
12.47,0.018751244046725332,733,0.7921206587553025,18.10000000000001,1.128583676815033,1104000,511.97,138,-0.0011509481076791416,0.4539596006490225,7.0,1.6982996934652328
12.32,0.020519457519985736,734,0.8115935361385346,18.0,1.1502977496385574,1112000,503.63,139,-0.0014663104165811092,0.4726712191555476,7.0,1.763852031826973
12.14,0.021300603109411894,734,0.8113272464275361,18.0,1.1554126977920531,1120000,496.51,140,-0.008959755948162638,0.5101765439062358,7.0,1.8114891684055328
12.71,0.026666621714830398,734,0.728159886598587,18.10000000000001,1.1156205469369889,1128000,512.66,141,-0.0016496518450730946,0.5724467341049508,7.0,1.990375703573227
11.92,0.020023077023215593,735,0.7998740434646606,18.0,1.0765857350826264,1136000,490.24,142,-0.007533722300140652,0.48460191080512366,6.9,1.748436986207962
12.28,0.024667763183824718,735,0.744492461681366,18.0,1.156040644645691,1144000,490.83,143,-0.003008215742302127,0.5308644565834792,7.0,1.9301749193668365
12.42,0.021818239693529903,736,0.7783762764930725,19.0,1.139016934633255,1152000,493.39,144,-0.003884249462571461,0.5071201691137478,6.9,1.818231953382492
12.79,0.021729326448403297,736,0.7587268441915512,19.0,1.128504117131233,1160000,512.98,145,-0.009562042852194282,0.5138946221535056,7.0,1.8193615329265596
13.19,0.021107473974116147,736,0.7556074333190917,19.10000000000001,1.1630241417884826,1168000,527.36,146,-0.0015256389234855306,0.4770490907092723,8.0,1.7882302683591842
12.78,0.023553918269462883,737,0.7696586126089096,19.0,1.1734240818023682,1176000,510.98,147,-0.006505362998723285,0.5177345285698423,7.9,1.9009119164943695
13.0,0.025836811801418662,737,0.7437594532966614,19.10000000000001,1.1100748145580293,1184000,514.47,148,-0.008877001782529988,0.5882079062951597,8.0,1.9815111911296845
13.15,0.021857996270991862,737,0.75414670586586,19.10000000000001,1.1508854097127914,1192000,519.02,149,-0.0030895811202935873,0.5170603971112242,8.0,1.8325341939926147
13.46,0.023836166448891163,738,0.7367377907037735,20.0,1.1050505256652832,1200000,528.63,150,-0.0072884051225264555,0.5985212552373198,8.0,1.920366300344467
13.47,0.02343643714208156,739,0.7727814608812332,19.10000000000001,1.1248117887973785,1208000,526.21,151,-0.004787227938650176,0.5257943318233775,8.0,1.8804240942001342
13.38,0.02156235446687788,739,0.778449358344078,20.0,1.0700946992635727,1216000,519.59,152,-0.004163347251596861,0.5166425526370729,8.0,1.8070297718048096
13.72,0.023901389436796306,740,0.751135665178299,20.0,1.0969930166006088,1224000,527.29,153,-0.010399807753856294,0.5156672747244879,8.0,1.9036160027980804
13.93,0.023324901103042067,740,0.7456237387657165,20.0,1.0991779834032058,1232000,533.66,154,-0.0038216669228859244,0.5061781412273175,8.0,1.8817594456672668
14.1,0.022457871879450978,740,0.7789280396699906,20.10000000000001,1.130346857905388,1240000,552.24,155,-0.005727807087387191,0.5117021758251408,8.0,1.8464030349254608
14.41,0.023475464321672915,741,0.773735589981079,20.10000000000001,1.1822929060459137,1248000,558.77,156,-0.0033054511685622857,0.5309296657004561,9.0,1.8699085295200348
14.63,0.025332841333001854,741,0.6998623591661454,21.0,1.1531813998520375,1256000,558.02,157,-0.0056689923314843325,0.5529106197450153,9.0,1.9358260309696198
12.79,0.029516954021528364,742,0.5722480243444443,20.0,1.1744601520895959,1264000,510.6,158,-0.00727221428998746,0.7140690904559337,5.0,1.9979707604646684
12.68,0.02478064161725342,742,0.742747922539711,20.0,1.1494394493103028,1272000,507.46,159,-0.011965165766014252,0.5495160394449834,4.800000000000001,1.9379101741313933
12.5,0.021753383027389647,742,0.7707023674249649,20.0,1.1673283433914186,1280000,509.18,160,-0.003446835525974166,0.4885422348739237,4.800000000000001,1.8144907158613206
12.17,0.02151848765555769,743,0.7772072207927704,19.10000000000001,1.1458211362361908,1288000,497.84,161,-0.006505735535174608,0.480038710970949,4.800000000000001,1.8181256884336472
12.24,0.02038579557556659,743,0.7901562005281448,20.10000000000001,1.1785355913639068,1296000,498.6,162,-0.0016282096039503813,0.4712264278421159,4.800000000000001,1.7646832138299942
12.32,0.02166997339576483,743,0.76329514503479,21.10000000000001,1.1702355754375457,1304000,503.14,163,-0.0034270611237297998,0.4545908449107437,4.800000000000001,1.8161403971910477
12.99,0.02367991817649454,744,0.7766394180059433,22.0,1.1725255692005156,1312000,527.79,164,-0.006392704845638946,0.5041179377229714,7.0,1.9038445091247558
13.14,0.02178965269587934,744,0.7615398514270783,21.10000000000001,1.1420317554473878,1320000,533.66,165,-0.004792363709566416,0.5067152291891777,7.0,1.8003883230686188
13.28,0.025656327418982983,744,0.7430689990520477,21.10000000000001,1.1651029229164123,1328000,539.99,166,-0.006394908050060622,0.544598210148552,7.9,1.9779166567325592
13.7,0.023937930059619247,744,0.7378864806890487,22.10000000000001,1.1056658744812011,1336000,551.9,167,-0.007232627424091333,0.5545388329070733,8.0,1.9048876225948335
14.24,0.028539024689234794,745,0.6904341775178909,23.0,1.120773397088051,1344000,564.05,168,-0.008726737097313163,0.6052423654873139,8.0,2.0505693459510805
14.82,0.025407893368974328,745,0.7087052232027053,25.0,1.159678647518158,1352000,572.14,169,-0.004032661819655914,0.5469425427661508,8.0,1.9683217120170593
14.81,0.027126720692031085,745,0.7299853056669235,25.10000000000001,1.1451947557926179,1360000,568.66,170,-0.005649508230853826,0.5999705997594207,7.9,2.0004457914829255
15.96,0.028175667193718255,745,0.7406949430704117,26.0,1.1077469033002854,1368000,591.57,171,-0.015232478466641624,0.6167817387148914,8.0,2.0484759145975113
16.42,0.026149326069280505,746,0.7498785537481308,26.0,1.128078864812851,1376000,602.24,172,-0.0033018266526050866,0.534059060123887,9.0,1.9837407970428467
16.78,0.030019807727076114,746,0.6934400713443756,26.0,1.142175539135933,1384000,611.65,173,-0.010891598457383224,0.6062764517125317,9.0,2.1212122148275374
