policy_entropy,fps,P01:episode_rewards,episode_length,PMM:episode_rewards,explained_variance,value_loss,advantage_norm,frames,policy_loss,grad_norm,epoch_idx,P09:episode_rewards
1.3518798685073852,315,0.0,165.11111111111111,0.9555555555555556,-2.0727141708135606,0.02993984431599529,1.5717374616861344,8000,-0.0017515589680988342,1.5171292568216064,1,2.6000000000000014
1.3634929156303406,176,0.0,168.0421052631579,1.063157894736842,-0.24676430761814117,0.011645857210296526,1.0865521263331175,16000,0.0006075234011223074,0.22044366725645534,2,3.0
1.3819601225852967,199,0.0,170.32,1.14,-0.031232548356056215,0.012043758100207923,1.1266512992233038,24000,0.0003729476663284004,0.15733655677326164,3,3.0
1.3833538234233855,212,0.0,168.47,1.06,-0.012498770356178284,0.010400511446932796,1.0113660065457224,32000,-0.0008445361598569434,0.11877613401932656,4,3.0
1.385247597694397,224,0.0,170.86,1.06,-0.014129899144172668,0.013188427056102228,1.1896880364045501,40000,0.0019587662408594043,0.13027744041020778,5,3.0
1.385679942369461,232,0.0,182.11,1.35,-0.003037762641906738,0.01517573905752215,1.334804422594607,48000,-4.679658013628796e-05,0.14320165909009433,6,3.1000000000000085
1.3840398335456847,238,0.0,183.3,1.43,-0.0028824830055236817,0.015525509211438476,1.289047206491232,56000,0.0036855398409534248,0.17670824025789256,7,3.0
1.3848834908008576,243,0.0,177.95,1.27,-0.005638145208358765,0.01274685989502359,1.1801605962589383,64000,-0.001199523783288896,0.15483069620411402,8,3.0
1.3763540530204772,247,0.0,175.01,1.19,-0.0047754919528961185,0.01205047890478454,1.1542010818421842,72000,0.0014111696020700038,0.17302574043344351,9,3.0
1.370736517906189,251,0.0,177.93,1.27,-0.042590068578720094,0.015522919629893295,1.3082566574215888,80000,-0.00017137925140559674,0.18187049058750065,10,3.0
1.3738077795505523,254,0.0,177.28,1.23,-0.01012524962425232,0.01193325161910252,1.1083295993879438,88000,0.0010708285798318685,0.1618113205290291,11,3.0
1.3809679210186006,257,0.0,181.92,1.35,0.001511552333831787,0.016343410506488,1.3693984521180391,96000,0.0027770604880061,0.21851358196510087,12,3.1000000000000085
1.380323563814163,259,0.0,180.75,1.38,-0.017391287088394165,0.014176051923750493,1.2682858319580554,104000,0.0004981766538003285,0.22630177685141528,13,3.1000000000000085
1.384263950586319,261,0.0,181.23,1.38,0.020305667519569397,0.013490700007823762,1.2461972459405661,112000,0.0018552115112544243,0.20393373217412514,14,3.0
1.3804996645450591,263,0.0,186.03,1.43,0.046893863677978515,0.013453379794664216,1.2388097070157529,120000,-0.0008292855069885263,0.2043963119929832,15,3.1000000000000085
1.3786964404582978,265,0.0,190.82,1.58,0.19046247124671936,0.01260606950505462,1.2425610680878163,128000,-0.00032736981695052236,0.2374068853529726,16,4.0
1.365930289030075,266,0.0,190.04,1.54,0.40331894278526303,0.015435680552036502,1.3943303486704826,136000,0.0008258498288341798,0.33562179602899145,17,4.1000000000000085
1.3761938536167144,266,0.0,191.66,1.57,0.4601685827970505,0.010997584583237767,1.1817447280883788,144000,-0.00039475127356126906,0.2833169842239094,18,4.0
1.3741205930709839,267,0.0,185.87,1.39,0.60307701587677,0.013591171270236372,1.3247379434108735,152000,-0.0037377013961668124,0.36957427427848666,19,4.0
1.3609955501556397,268,0.0,185.84,1.38,0.7465586930513382,0.013429739198181778,1.3737533915042877,160000,0.00013327409978955985,0.42956422434758723,20,4.0
1.3364582061767578,268,0.0,201.19,1.82,0.5943481379747391,0.022384735883388202,1.4194441044330597,168000,-0.0057907281094230715,0.5457687058717323,21,5.0
1.3648018336296082,269,0.0,198.84,1.78,0.812684395313263,0.013294445046922192,1.3239963462948798,176000,-0.004804107703130285,0.39783041754751425,22,5.0
1.366063128709793,270,0.0,195.44,1.66,0.8348809242248535,0.010895116010215134,1.2426815667748452,184000,-0.00046364394424017516,0.35125499456105624,23,5.0
1.3803041505813598,270,0.0,208.35,2.04,0.7993295627832413,0.010408800377044827,1.1926024803519248,192000,0.00179327683406882,0.30921606611135183,24,6.0
1.3756680417060851,271,0.0,192.66,1.65,0.7000278162956238,0.013584771974710747,1.2204244861006737,200000,-0.0009495280694682151,0.43593930535493924,25,4.1000000000000085
1.338598727583885,271,0.0,176.8,1.21,0.8281735289096832,0.03656633282604162,1.3396519666910172,208000,0.0006432559121458325,0.6378089466156218,26,3.0
1.3190112042427062,272,0.0,180.11,1.29,0.9322272890806198,0.008409321775543504,1.070910007059574,216000,-0.0028107318977708927,0.3381360033316668,27,4.0
1.3252816236019134,273,0.0,195.17,1.73,0.9305767452716828,0.006929294566507451,0.9888995879888535,224000,-0.0011848111361905467,0.2766508152463731,28,5.0
1.3378139293193818,273,0.0,205.29,2.0,0.9174725359678269,0.008260879997396841,1.0731557953357695,232000,-0.0032580845902703006,0.3211408427503582,29,5.0
1.3169794750213624,274,0.0,215.45,2.31,0.9053648763895035,0.008258200751733967,1.0362077036499977,240000,0.0005489489136380144,0.3051530020095127,30,6.0
1.332547721862793,275,0.0,217.03,2.32,0.9383393156528473,0.006479705382371321,0.9258069136738777,248000,-0.00011978106420428957,0.25067540120974163,31,6.0
1.3604751813411713,277,0.0,211.42,2.25,0.9110232025384903,0.00820635787327774,1.0487249714136124,256000,-0.0024437152832979337,0.31885828146461676,32,6.0
1.3653862762451172,278,0.0,208.57,2.2,0.9274704474210739,0.007265921295620501,0.9758503645658493,264000,-0.0009526229082257487,0.27410995880094613,33,6.0
1.351016526222229,279,0.0,207.95,2.1,0.953180188536644,0.0044397648185258735,0.7808461806178093,272000,-0.000923305008909665,0.22149933036956937,34,5.1000000000000085
1.335144430398941,279,0.0,208.96,2.18,0.8826595991849899,0.014142516346182674,1.097948161661625,280000,-0.003989249716178165,0.39508575005981433,35,6.300000000000026
1.3579953169822694,280,0.0,213.52,2.25,0.9541622495651245,0.0056922303978353735,0.8633351475000381,288000,-0.0002573486533947289,0.23113927107340987,36,6.0
1.3575234389305115,280,0.0,214.94,2.3,0.9339864218235016,0.0054557155474321915,0.8399311903119088,296000,0.0005238660250324756,0.21714762209657543,37,6.0
1.3649171793460846,281,0.0,206.52,2.03,0.9037917053699493,0.007318976571550593,1.0052361425757408,304000,-0.00038183376018423586,0.25233077152852323,38,5.0
1.3494293510913848,282,0.0,214.88,2.34,0.9548368561267853,0.004752571019926108,0.7954863291978836,312000,-0.0012863532023038714,0.21591401769507304,39,7.1000000000000085
