value_loss,policy_entropy,explained_variance,epoch_idx,episode_length,advantage_norm,policy_loss,P01:episode_rewards,PMM:episode_rewards,fps,frames,P09:episode_rewards,grad_norm
0.03479784253555408,1.3341482292115687,-0.641065998673439,1,161.48837209302326,1.7653397854417563,-0.006187604754813947,0.0,0.9534883720930233,344,8000,2.8000000000000043,1.389864590953548
0.017075294529095116,1.3350977051258086,0.062416020035743716,2,183.90123456790124,1.378950722962618,0.0008245630731107667,0.0,1.4444444444444444,171,16000,4.0,0.2981850687343752
0.017812309692671988,1.379876470565796,0.01378588318824768,3,208.62,1.4811889782547951,0.002956137108267285,0.0,2.09,208,24000,5.0,0.2868727476215001
0.013264328292716527,1.3826058626174926,0.15486169159412383,4,205.83,1.1762404046952724,0.0020683899300638587,0.0,1.97,234,32000,5.0,0.2507268613604942
0.009952414599110853,1.3771791136264802,0.07225328385829925,5,174.0,0.9820167393609881,0.0005145739087583933,0.0,1.15,253,40000,3.0,0.20482060352030346
0.014055919919192092,1.3741278326511384,0.1268692868947983,6,170.82,1.2793059751391411,-0.0008416535801370628,0.0,1.07,267,48000,3.0,0.2831331171556279
0.016587237059138716,1.3794776511192322,0.1515976083278656,7,182.1,1.4010491029918193,0.0020316853327676655,0.0,1.39,278,56000,3.0,0.338772217469335
0.016034764286596326,1.3720742440223694,0.24505014181137086,8,192.77,1.4656351310014726,0.0002370027091819793,0.0,1.75,288,64000,4.0,0.33696797095724484
0.014144063956919126,1.3587672007083893,0.564541928768158,9,196.83,1.377458488047123,-0.004023292176425457,0.0,1.8,297,72000,5.0,0.3533449990516823
0.013173671141266823,1.3345532214641571,0.7018431186676025,10,198.93,1.3411832705140114,-0.001574315748293884,0.0,1.79,304,80000,5.0,0.3864358410534735
0.01614633435732685,1.3743389177322387,0.6783258730173111,11,203.23,1.4660829150676726,-0.0014786172413732857,0.0,1.9,310,88000,5.0,0.37833473180887134
0.010801191065693274,1.3752891945838928,0.5401657724380493,12,195.46,1.1867092415690421,0.0003634406119817868,0.0,1.73,315,96000,4.1000000000000085,0.2917492201113422
0.012872722472820897,1.3657554030418395,0.662797040939331,13,190.98,1.3027317605912685,-0.0013565296086017042,0.0,1.62,319,104000,4.0,0.3325952617447313
0.012706816765712574,1.3666103792190551,0.8251925188302994,14,201.43,1.3330361387133598,-0.0019075143489681067,0.0,1.88,323,112000,5.0,0.34789766331793975
0.010053835132275708,1.3709351098537446,0.836702544093132,15,204.45,1.1651356902718544,0.0017808720131870358,0.0,1.96,327,120000,5.0,0.2904072442243366
0.005880366330966353,1.357901998758316,0.9122192639112473,16,194.13,0.9152999120950699,-0.0017697443231008947,0.0,1.63,329,128000,5.0,0.22357496429582205
0.007022908115759492,1.3341380155086517,0.9165435415506363,17,189.04,0.9792824846506119,-0.001853068319906015,0.0,1.52,332,136000,5.0,0.26412932722135574
0.012197290818730834,1.3345252203941345,0.8870062631368637,18,197.03,1.0845063641667365,-0.0002944594222935848,0.0,1.8,334,144000,5.0,0.3352675113473578
0.004890911903348751,1.3277606642246247,0.9513294726610184,19,207.06,0.814060143828392,-0.0013387533828790766,0.0,2.02,336,152000,5.0,0.18398040325829101
0.0055343080626335,1.3272949814796449,0.9396024930477143,20,222.45,0.8501847931742668,-0.0006065346956893336,0.0,2.46,342,160000,6.0,0.21676050155502968
0.004461136389290914,1.3385266554355622,0.9562649369239807,21,227.11,0.7415202122926712,-0.0001050636107538594,0.0,2.59,348,168000,6.0,0.17262282439484714
0.004572069387068041,1.3456894314289094,0.955788089632988,22,214.14,0.7117978723347187,-0.0006421708514608327,0.0,2.22,354,176000,5.0,0.170268132292934
0.0068322952568996695,1.3512827670574188,0.9252422159910202,23,204.51,0.9315101502835751,-0.0007519462780328467,0.0,2.02,361,184000,5.0,0.22620651422968244
