episode_length,PMM:episode_rewards,fps,epoch_idx,policy_entropy,grad_norm,frames,policy_loss,advantage_norm,value_loss,explained_variance,P01:episode_rewards,P09:episode_rewards
164.08695652173913,1.0,344,1,1.324106537103653,4.925167529592199,8000,0.010408531450557347,2.441303426977247,0.2469222320037852,-1.2248790502548217,0.0,3.0
164.55913978494624,0.967741935483871,161,2,1.3717528772354126,0.196832210883372,16000,0.003881430187029764,1.0122988225892187,0.011234532518506058,-0.025460569858551024,0.0,3.0
178.96,1.3,185,3,1.372918187379837,0.3168960656700821,24000,-0.0014084609421843198,1.41004544056952,0.017240095566376113,-0.05239563226699829,0.0,3.0
185.16,1.45,202,4,1.3747343146800994,0.16651544728510032,32000,-0.0008249279455048963,1.0685381249338388,0.011120114941768407,-0.005638936161994934,0.0,4.0
179.47,1.32,216,5,1.3808931195735932,0.18178611304177925,40000,0.003361335517838597,1.2108337156660856,0.013936409478631048,-0.015402300953865052,0.0,3.0
180.33,1.35,225,6,1.375445306301117,0.21637916512056454,48000,0.0007614223170094192,1.3270201014354825,0.015143119942022167,-0.006732568144798279,0.0,4.0
180.93,1.41,232,7,1.375171731710434,0.20501909489836836,56000,0.0009741313330596312,1.202597574852407,0.013339684258908165,-0.02036392629146576,0.0,3.0
168.3,1.12,238,8,1.374286264181137,0.14225856545627827,64000,0.0029367116966750473,1.0046021055057646,0.010596880320654235,-0.018016337156295775,0.0,2.1000000000000085
165.48,1.01,241,9,1.3751605033874512,0.17075983836019212,72000,0.0017283566721562238,1.009957781098783,0.010779690762647079,-0.10653825342655182,0.0,3.0
176.97,1.24,246,10,1.3796091425418853,0.23172166816410225,80000,0.00044412761460989715,1.239732090048492,0.014922803252156882,-0.04238006293773651,0.0,3.0
175.78,1.22,250,11,1.3733874487876891,0.20796271716720086,88000,-0.0005060496157966554,1.1111600558832289,0.0119080515211499,-0.022763481736183165,0.0,3.0
168.46,1.1,253,12,1.3689204812049867,0.17644119404092615,96000,0.0006032000575214624,1.167665569037199,0.011897437148800236,-0.003339775204658508,0.0,3.0
170.39,1.13,254,13,1.3759225118160248,0.19197889917987773,104000,-0.0004960041764570633,1.1323486515134573,0.012148136798896304,-0.10645433902740478,0.0,3.0
170.14,1.1,256,14,1.3805400156974792,0.17756039104296648,112000,0.0014032208221033216,1.0629877848923206,0.011111521653656382,0.008745366930961609,0.0,2.1000000000000085
170.96,1.16,258,15,1.3821504199504853,0.20097052013767164,120000,0.003390529043863353,1.2513331815600395,0.014086695553123718,0.0358690083026886,0.0,3.0
170.15,1.17,259,16,1.37648632645607,0.22482557016365753,128000,-0.0009732256759889424,1.1836635315418242,0.012920259920574608,-0.0034696048498153685,0.0,3.0
183.55,1.48,260,17,1.3634337508678436,0.37711460863022855,136000,0.0024963301740353926,1.4066047106683255,0.01954631812055595,-0.12684776186943053,0.0,4.0
190.45,1.63,262,18,1.3785727906227112,0.27079173862315753,144000,0.0018254143302328884,1.1994661810994147,0.012023460097698262,0.23037468671798705,0.0,4.0
185.09,1.48,263,19,1.3731544816493988,0.3271765572872175,152000,-0.0005783805556166043,1.285496201813221,0.013052022665506228,0.3089325040578842,0.0,3.1000000000000085
189.28,1.54,264,20,1.3713351428508758,0.5356634084165668,160000,-0.004829121637158096,1.5844030672311782,0.020080663545522837,0.3968499135971069,0.0,4.0
188.72,1.55,264,21,1.3745899391174317,0.4521395657404332,168000,0.0005750815232750028,1.4907907003164291,0.01597666712710634,0.5532087707519531,0.0,4.0
188.42,1.55,266,22,1.3749182772636415,0.38044922824241534,176000,-0.0048834193986840545,1.3362526619434356,0.01310281369893346,0.6633928835391998,0.0,4.0
184.63,1.47,267,23,1.3726403427124023,0.3490324211247712,184000,-0.0013526428080513143,1.2194435566663742,0.011284323387080804,0.6672465962171554,0.0,4.0
181.4,1.42,268,24,1.3680703818798066,0.30958643960082843,192000,-0.0012951262964634226,1.2469435557723045,0.011254810197278857,0.7166293877363205,0.0,4.0
191.81,1.67,269,25,1.3772523999214172,0.3949408665109291,200000,-0.0016431171831209213,1.3516433215141297,0.013073068077210337,0.7349799805879593,0.0,5.0
193.86,1.67,270,26,1.3799172508716584,0.3488455663308567,208000,-0.0014091366657521575,1.2959770849347114,0.01202739735133946,0.7911217015981674,0.0,5.0
190.28,1.63,271,27,1.3751885104179382,0.48696614338918215,216000,-0.00821496014337754,1.3802474343776703,0.01829009793465957,0.4958828538656235,0.0,4.0
186.88,1.51,272,28,1.362066569328308,0.3865791061693306,224000,-0.005486024900455959,1.3302250963449478,0.01241370112169534,0.8530967885255814,0.0,4.0
192.9,1.68,272,29,1.3495531511306762,0.35441260022963195,232000,-0.0006858965096762404,1.2341850483417511,0.010291773709468544,0.8832776176929474,0.0,4.1000000000000085
206.99,2.06,273,30,1.3678881084918977,0.3246782321280696,240000,-0.00025845349649898707,1.1800540363788605,0.009993157043354586,0.8726973205804824,0.0,5.1000000000000085
196.91,1.73,274,31,1.349864821434021,0.250166668615172,248000,-0.002266091562632937,0.9901223903894425,0.007069858341710642,0.9161100250482559,0.0,5.0
195.44,1.67,275,32,1.3417413210868836,0.2826570662486603,256000,-0.0017781089352502022,1.002227264046669,0.0074204799003200605,0.896002179980278,0.0,5.0
