value_loss,episode_length,epoch_idx,fps,frames,PMM:episode_rewards,explained_variance,grad_norm,advantage_norm,P01:episode_rewards,policy_entropy,policy_loss,P09:episode_rewards
0.04523287609634281,164.0,1,336,8000,0.9361702127659575,-1.6845427560806274,2.5718770250231007,1.6890352030470968,0.0,1.3109535805881023,-0.010914585363061634,3.0
0.013053163788617895,169.03191489361703,2,171,16000,1.0425531914893618,-0.06290768861770629,0.21748439792145124,1.175681441500783,0.0,1.3704264199733733,0.001788130949717015,3.0
0.013258826554501866,177.97,3,207,24000,1.3,0.0007403671741485595,0.23168099931732591,1.2194807848706841,0.0,1.3718642449378968,0.0015632367768557741,3.0
0.0123623302850865,172.9,4,232,32000,1.2,-0.03110624074935913,0.2321939128597722,1.1077860962599515,0.0,1.373421529531479,0.004461835721740499,3.0
0.011664319077099208,163.92,5,249,40000,1.0,-0.008083381652832032,0.22007086031788659,1.080578611716628,0.0,1.3712620830535889,-6.74723950214684e-05,2.1000000000000085
0.011285582986893132,172.31,6,262,48000,1.21,-0.019240642786026,0.22750467947554384,1.0758094161003828,0.0,1.3750760304927825,0.0010559252684470266,3.0
0.016154443205377903,177.59,7,274,56000,1.3,0.06056150734424591,0.28404031254652296,1.3695216429233552,0.0,1.377611175775528,0.0010614497875212692,3.0
0.01637096260805265,177.81,8,283,64000,1.29,0.00048321127891540525,0.4229406023264682,1.1587888281792402,0.0,1.3676075434684754,0.006534060487756506,3.0
0.016734174172161147,184.09,9,292,72000,1.45,0.1645112520456314,0.39066362839309776,1.342038291990757,0.0,1.3656717109680176,0.000928128523810301,3.0
0.012784226447693073,186.14,10,298,80000,1.52,0.4493055325746536,0.3725470301337146,1.2947400903701782,0.0,1.3689548861980438,-0.0034356511726218743,3.1000000000000085
0.015542731663445011,184.44,11,303,88000,1.43,0.580867481827736,0.4818514044536924,1.4183172997832298,0.0,1.3532910931110382,-0.008521478461425432,4.0
0.013735281937988475,182.78,12,308,96000,1.41,0.6965690016746521,0.41453971028425984,1.3690536352992058,0.0,1.365919063091278,-0.002482727313763462,4.0
0.01685189429903403,192.6,13,312,104000,1.7,0.7228023320436477,0.523437191417113,1.4944476509094238,0.0,1.3272558808326722,-0.005015237042680382,4.0
0.010445728983031586,201.56,14,316,112000,1.99,0.822598387002945,0.3935182322030485,1.2364917480945588,0.0,1.3414700889587403,-0.0006968144030543044,6.0
0.010125467735342682,208.02,15,320,120000,2.1,0.8737057852745056,0.3791943330156889,1.204153093099594,0.0,1.352248340845108,-0.0011723827267996966,6.0
0.008377649295143784,209.13,16,323,128000,2.22,0.8837197697162629,0.32778019036749,1.102952472269535,0.0,1.358075226545334,-0.000581130469799973,6.1000000000000085
0.0068012378294952215,212.04,17,326,136000,2.27,0.9256033575534821,0.31283990913445014,0.9697427740693092,0.0,1.3422052979469299,-0.001927658956265077,6.1000000000000085
0.008587544482434168,199.35,18,328,144000,1.92,0.9156336742639541,0.31388798491447506,1.076029651761055,0.0,1.351585351228714,0.001697047261041007,5.0
