policy_entropy,approx_kl_divergence,grad_norm,explained_variance,epoch_idx,fps,value_loss,frames,advantage_norm,policy_loss,PMM:episode_rewards,P09:episode_rewards,clip_fraction,P01:episode_rewards,episode_length
1.4088966204848448,1210.36107863099,5055742.377664337,-1.294072086364031,1,439,2037268.3993374289,10240,15.968718141317368,0.058684004264432585,275.96153846153845,375.0,0.4540771484375,187.5,344.96153846153845
1.7395070992410182,0.0034361048142045546,0.05678077170331582,-2.4959444999694825e-08,2,351,0.01200656381843146,20480,15.96871771812439,-0.0010081558029924054,258.89830508474574,385.0000000000001,0.2340087890625,125.0,344.728813559322
1.7719115048646927,0.0037008986133628243,0.0577696401005976,-7.82310962677002e-09,3,397,0.010192088293479173,30720,15.968717354536057,-0.0018401313885988203,244.82758620689654,395.0000000000003,0.2463623046875,75.0,348.264367816092
1.7567568615078926,0.0025992523556197964,0.05294629213879089,2.6077032089233397e-09,4,416,0.012286558825871907,40960,15.968717551231384,-0.0011996050328889397,225.0,375.0,0.181591796875,75.0,345.62
1.7815965957939626,0.0028245276460211245,0.051343342794255384,-2.570450305938721e-08,5,434,0.00865829549047703,51200,15.968717634677887,-0.0016305973047565203,212.75,452.50000000000017,0.2277099609375,50.0,343.39
1.7699837431311607,0.002979990091932905,0.05400088090884129,-6.7055225372314455e-09,6,448,0.009528496963321231,61440,15.968717885017394,-0.0009330517576017882,186.25,325.0,0.1809326171875,50.0,336.51
1.760364256799221,0.0033554078864199257,0.05479248371076184,1.2665987014770507e-08,7,458,0.008845874305734469,71680,15.968717432022094,-0.001914269351254916,168.5,305.00000000000045,0.2559326171875,25.0,331.29
1.7616796351969242,0.002547002761502881,0.05333349242950288,-1.080334186553955e-08,8,465,0.00797209231741931,81920,15.968716496229172,-0.0013200450175645528,150.25,300.0,0.1802490234375,25.0,326.11
1.7504979975521564,0.00339100969355286,0.052501599827015764,-7.82310962677002e-09,9,467,0.007214413222823168,92160,15.968717473745347,-0.0009172856654913631,138.5,300.0,0.243310546875,25.0,324.03
1.7766449674963951,0.0029241517273817406,0.049926072345870015,-2.2351741790771484e-09,10,468,0.007222806799586578,102400,15.968717151880265,-0.0014922005273547256,133.25,300.0,0.2246337890625,25.0,321.0
1.7723286405205727,0.0036267216416945303,0.05122680020679521,6.7055225372314455e-09,11,474,0.0072250672677910185,112640,15.968717581033706,-0.0023491482585086486,131.5,277.5000000000002,0.257861328125,25.0,319.97
1.7698009133338928,0.002984176655661486,0.056603982214734117,-7.82310962677002e-09,12,478,0.009062558945970522,122880,15.96871766448021,-0.001163554790400667,140.25,300.0,0.2249755859375,25.0,325.91
1.7779818259179592,0.0037573818432292683,0.05550938117506814,-5.587935447692871e-09,13,481,0.008887138968088949,133120,15.968717223405838,-0.0021473401418916184,167.25,335.00000000000085,0.2726806640625,25.0,332.86
1.7803958393633366,0.003248838219326444,0.05413528508197516,2.6077032089233397e-09,14,483,0.009109111434736406,143360,15.96871771812439,-0.0012944514768605587,168.0,427.5000000000002,0.2312744140625,25.0,336.58
1.7634081564843656,0.0033341382721346234,0.0540083360440371,-4.470348358154297e-09,15,487,0.00872168324381164,153600,15.968717515468597,-0.0017654139148362447,188.25,477.5000000000002,0.239306640625,25.0,336.4
1.767827219516039,0.003025934566090882,0.055624377873016516,4.097819328308106e-09,16,491,0.00964487445380655,163840,15.968717736005782,-0.0012683708135227789,186.0,500.0,0.24736328125,25.0,339.76
1.7760379672050477,0.0033244335865333595,0.054249759479523395,1.3783574104309083e-08,17,491,0.008571067692173528,174080,15.968717408180236,-0.0020580259748385287,172.75,402.5000000000002,0.262890625,25.0,335.18
1.7720688708126544,0.0030204098767399046,0.050984616589629494,-8.940696716308593e-09,18,491,0.007234891971418023,184320,15.96871445775032,-0.0012395847094012423,159.25,327.5000000000002,0.2056884765625,25.0,331.3
1.7721594080328942,0.003131983023746443,0.0526301419838204,-1.0430812835693359e-08,19,492,0.009620919320332178,194560,15.96871770620346,-0.0018895161683758488,164.0,332.5000000000006,0.2238525390625,25.0,333.31
1.7744094915688038,0.0039053407034543852,0.05378512985699315,6.7055225372314455e-09,20,494,0.007362492828087852,204800,15.968717348575591,-0.001974882874856121,147.75,325.0,0.2811279296875,25.0,330.68
1.7785166390240192,0.004188559716641294,0.05381373051877819,8.195638656616212e-09,21,494,0.006789540779573144,215040,15.96871719956398,-0.0020570089403918247,145.5,325.0,0.3106689453125,25.0,334.66
1.7775758139789104,0.0031350677561817974,0.05479703607665916,1.4901161193847657e-09,22,493,0.01032015423188568,225280,15.968717724084854,-0.0014604257019527722,143.5,327.5000000000002,0.2291259765625,22.500000000000007,334.46
1.7568628013134002,0.0032923066812145406,0.05631279115500922,1.1175870895385742e-08,23,494,0.010014008032248967,235520,15.968717688322068,-0.0015986812635674142,164.75,352.5000000000002,0.2421142578125,25.0,337.04
1.7705979257822038,0.002601312155911728,0.054219794666696484,-5.587935447692871e-09,24,495,0.009073062508832663,245760,15.968717765808105,-0.0016679527670930838,182.5,352.5000000000002,0.2192138671875,50.0,340.21
1.7741625159978867,0.0033398374836338006,0.05164769470489759,-1.6763806343078613e-08,25,496,0.00726875807667966,256000,15.968717652559281,-0.0013654433168994728,158.25,275.0,0.235888671875,47.50000000000001,332.7
1.7780832692980766,0.0024396165853488583,0.05389876489758818,-2.1979212760925294e-08,26,496,0.009547500385360763,266240,15.968717443943024,-0.001514790741930483,156.25,300.0,0.20029296875,25.0,335.94
1.7820196181535721,0.002646560859807323,0.055859829494846955,1.2293457984924316e-08,27,498,0.008866494845824491,276480,15.96871789097786,-0.0015171358678344403,151.0,277.5000000000002,0.2071044921875,25.0,334.73
1.7640449844300747,0.0026287867636938245,0.05016842472811385,1.080334186553955e-08,28,498,0.008369494660109921,286720,15.96871782541275,-0.0014505590388580458,167.75,405.00000000000045,0.2042236328125,25.0,336.64
1.7599144250154495,0.0028425414358196122,0.05299571771081123,-8.568167686462402e-09,29,497,0.009488521951243455,296960,15.968717056512833,-0.0013343542646907735,172.75,450.0,0.2115966796875,50.0,335.14
1.7717422343790532,0.0027786160081404885,0.054995051279703236,-6.7055225372314455e-09,30,499,0.009937264716427308,307200,15.968717485666275,-0.001529481788747944,186.25,480.00000000000045,0.2266845703125,50.0,337.71
1.7743626616895198,0.003446912436731964,0.055650321171977414,-1.564621925354004e-08,31,498,0.008883417316064878,317440,15.968717855215072,-0.0015812105801160214,203.75,530.0000000000005,0.260400390625,50.0,344.04
1.7748113758862019,0.0030586299245783264,0.05088372688036212,-9.685754776000977e-09,32,498,0.006941707861005853,327680,15.968717473745347,-0.0014964792204409604,181.0,457.5000000000006,0.2339111328125,25.0,337.85
1.775580332428217,0.0031756491801161247,0.053330098619975196,2.1979212760925294e-08,33,498,0.009069359309069113,337920,15.968717807531357,-0.0019070192807703278,171.75,427.5000000000002,0.229296875,25.0,334.88
1.7500140152871608,0.0031896068475106175,0.054427591892006334,-1.4528632164001465e-08,34,499,0.008818034934847674,348160,15.96871742606163,-0.0016846293681737734,148.0,275.0,0.218017578125,25.0,331.37
1.7560939177870751,0.0036549083380009507,0.051309684346316074,-3.7252902984619143e-10,35,499,0.008292449885902897,358400,15.968717420101166,-0.0015664058992115315,160.5,302.5000000000002,0.23095703125,25.0,333.68
1.7846815817058086,0.0028044883389725327,0.05456416839766627,1.5273690223693846e-08,36,499,0.009155331337933604,368640,15.968717801570893,-0.001669791343374527,161.5,327.5000000000002,0.2295166015625,25.0,332.54
1.7787711501121521,0.0023371472010808247,0.05483413604498133,4.097819328308106e-09,37,500,0.010690853772393894,378880,15.968717795610427,-0.0012070211498212303,187.0,502.5000000000002,0.1747802734375,25.0,336.74
1.756572186946869,0.002506982197741081,0.0556646942662687,2.9802322387695314e-09,38,501,0.011870836195419088,389120,15.968717449903489,-0.0012449350288079586,207.5,550.0,0.19873046875,25.0,341.86
1.7713719442486764,0.002513840369783793,0.05632852407583072,-2.9802322387695314e-09,39,501,0.010441905579773448,399360,15.968717455863953,-0.002013778193213511,217.75,550.0,0.220703125,25.0,343.02
1.762430664896965,0.0030760068041104207,0.05272790808848603,-2.458691596984863e-08,40,501,0.007735387764114421,409600,15.968717676401138,-0.0017050671944161878,220.0,550.0,0.2275146484375,47.50000000000001,345.85
1.7581950217485427,0.0035049338529574924,0.05551094448477985,1.862645149230957e-09,41,500,0.007761571065884709,419840,15.96871674656868,-0.0014538595798512688,194.75,500.0,0.2668701171875,25.0,335.52
1.7800850801169872,0.003585450744020591,0.05222079809772294,1.3411045074462891e-08,42,500,0.007326902776549104,430080,15.968717378377914,-0.001569772512812051,171.0,452.50000000000017,0.2621337890625,25.0,334.21
1.7814643666148187,0.0028208621343765116,0.055949369651763656,-4.097819328308106e-09,43,501,0.01039874328616861,440320,15.968717694282532,-0.0018787648925354006,156.25,327.5000000000002,0.2279541015625,0.0,331.75
1.7830754049122333,0.003240223016911159,0.053488653590892596,2.6077032089233397e-09,44,501,0.008475384965277045,450560,15.968717968463897,-0.0023219119400891943,149.5,300.0,0.2739990234375,25.0,338.28
1.7802817039191723,0.0028224557214855395,0.05289360792179306,5.215406417846679e-09,45,501,0.006712454535909273,460800,15.968717330694199,-0.0012631554036488524,157.5,325.0,0.248583984375,50.0,334.99
1.7774172194302083,0.0032123471857573803,0.05454280683968733,-1.4156103134155273e-08,46,502,0.007777647682451061,471040,15.968717402219772,-0.0011779377229686361,146.0,300.0,0.20078125,25.0,325.52
1.7649461075663566,0.0030574826517295152,0.049604215214063704,-1.601874828338623e-08,47,502,0.006247288062670009,481280,15.968713742494582,-0.0016207032629608875,129.0,277.5000000000002,0.2338623046875,25.0,316.94
1.7779637962579726,0.002439545982528557,0.05490970890686283,6.332993507385254e-09,48,503,0.0076388069546737825,491520,15.968717217445374,-0.0015008415444754063,125.75,225.0,0.2033447265625,0.0,316.77
1.7826267674565315,0.001945311102440428,0.05409331029650435,-3.129243850708008e-08,49,503,0.00931196145420472,501760,15.968717688322068,-0.0008503646051394754,132.25,252.50000000000023,0.1577880859375,0.0,323.42
1.7700246296823026,0.0029074713982254253,0.05116040856995789,3.3527612686157227e-09,50,503,0.007002212408588093,512000,15.968717515468597,-0.001564876789052505,129.5,250.0,0.2310546875,25.0,324.61
1.7707918673753738,0.00228656295229257,0.05458950598133209,-9.313225746154785e-09,51,503,0.010780132794025121,522240,15.968717682361603,-0.0010017300493927906,149.5,250.0,0.1784423828125,50.0,332.39
1.7797134920954705,0.0033159388469243822,0.05401585739318693,4.470348358154297e-09,52,503,0.007890611611219355,532480,15.968717855215072,-0.001397545949293999,144.75,250.0,0.277197265625,50.0,328.47
1.7806966595351696,0.0026036221074718924,0.0536978758627791,1.080334186553955e-08,53,504,0.008428828645719477,542720,15.968717640638351,-0.0013138920679921285,158.5,300.0,0.219189453125,50.0,329.91
1.766372350603342,0.002896553247040856,0.05019842357310987,2.2351741790771484e-09,54,503,0.007335353985763504,552960,15.968717557191848,-0.0018979334890900645,158.25,325.0,0.214697265625,25.0,326.7
1.7600521221756935,0.0030837370903384455,0.04922538037302692,1.4528632164001465e-08,55,503,0.005663574253370029,563200,15.968714034557342,-0.0013614107785542729,133.0,300.0,0.25009765625,25.0,319.54
1.7744036041200162,0.003215120801746707,0.05157028284751467,1.564621925354004e-08,56,504,0.00855460952093381,573440,15.968717575073242,-0.0013431166455120547,135.5,255.00000000000043,0.233544921875,25.0,319.07
