frames,explained_variance,value_loss,policy_loss,advantage_norm,episode_length,fps,P01:episode_rewards,PMM:episode_rewards,grad_norm,policy_entropy,P09:episode_rewards,epoch_idx
2960000,-0.946799880862236,0.0003774781778270153,1.893581629701657e-05,0.12898475609719753,184.31,492,0.0,1.45,0.015492037940999799,1.385196647644043,4.0,370
2968000,-0.2297317099571228,0.00023765662202663407,4.481062460399698e-05,0.1236415527202189,179.46,492,0.0,1.3,0.018974551156857457,1.3855258512496949,4.0,371
2976000,-2.3942776381969453,0.0003695878706980693,0.00028159489566405684,0.15205531982704998,188.26,492,0.0,1.5,0.01964658825886813,1.385841006040573,4.0,372
2984000,-0.5510638827085494,0.0006181354027103226,0.00041827501183433924,0.18764749862253666,195.78,492,0.0,1.73,0.02373395741627029,1.385864609479904,4.0,373
2992000,-0.30189576983451843,0.00020675448471365598,-3.8374053374354845e-05,0.12113257413730025,184.63,492,0.0,1.42,0.016141585960802566,1.3857179534435273,3.0,374
3000000,-1.0315833872556686,0.00046045678251175557,2.600573978270404e-05,0.18317752856761216,180.45,492,0.0,1.32,0.02749890514288546,1.3857669234275818,3.0,375
3008000,0.3309676814079285,0.00044789885918817163,-0.00022859393729504518,0.14962015479803084,187.18,492,0.0,1.52,0.017606209011675488,1.3859375703334809,3.1000000000000085,376
3016000,-0.6290678066015244,0.0002127434672979689,-4.510202519213635e-05,0.11776982272043825,176.21,492,0.0,1.28,0.014995967855411765,1.3860116982460022,3.0,377
3024000,-16.3952357673645,0.0004111474863316289,9.29358915436751e-05,0.15790129378437995,169.64,492,0.0,1.15,0.02059561323033879,1.385718206167221,3.0,378
3032000,0.06542869925498962,0.00035696642545303804,8.824190888844896e-05,0.14063213212415576,180.68,492,0.0,1.36,0.017741806521350486,1.3855744540691375,3.1000000000000085,379
3040000,-0.17646850228309632,0.00022198530424702767,1.4689844138047192e-05,0.10579862156882883,188.55,492,0.0,1.54,0.01287252386660776,1.3856402802467347,4.0,380
3048000,-0.027774525880813597,0.0005069137154600867,0.0002756201430020155,0.17776392677798866,188.63,492,0.0,1.59,0.02351715617642155,1.38536972284317,4.0,381
3056000,-0.827591917514801,0.00016750032620848287,-0.00018106851523043587,0.10271225996315479,184.14,492,0.0,1.43,0.013804000008927612,1.3856729829311372,3.0,382
3064000,-98.26360080599785,0.00032910729529589844,0.0001164893584427773,0.13769361015409232,177.13,492,0.0,1.25,0.018668506993392963,1.3858506488800049,3.0,383
3072000,-0.7801556903123855,0.0002475414515720331,0.00011316211178382219,0.12215265710838139,186.34,492,0.0,1.49,0.014413006007960489,1.3858661985397338,4.0,384
3080000,-0.7290338242053985,0.00024342081520899227,-0.00015216636569675756,0.13851222071796657,183.77,492,0.0,1.39,0.02177816741369008,1.3859094619750976,3.1000000000000085,385
3088000,-1.8029108583927154,0.00017377765187006844,-7.973538948135683e-05,0.09804293246939778,176.79,492,0.0,1.19,0.012236789632452871,1.3860690903663635,3.0,386
3096000,-1.4577021545171738,0.0001689266187696603,9.079408922843868e-05,0.09939900515601038,173.78,492,0.0,1.15,0.013147648482053803,1.386019880771637,3.0,387
3104000,-0.705407982468605,0.00030486097953144056,0.0001708153732761275,0.12502767495810985,175.81,492,0.0,1.23,0.01687728961420632,1.3859415280818939,3.0,388
3112000,-1.794133095741272,0.00012745680220177747,-0.00018710272721364163,0.09913845786824822,178.76,492,0.0,1.25,0.013666566493459662,1.385553252696991,4.0,389
3120000,-2.241695137023926,0.00022614642621533677,-7.650613821169827e-05,0.1240522526204586,176.37,492,0.0,1.2,0.01652784398436649,1.3860876142978669,4.0,390
3128000,-0.6488318914175033,0.00045766544109028474,0.00022599537078349385,0.17791622214019298,181.02,492,0.0,1.37,0.023633187901924476,1.3856504046916962,4.0,391
3136000,-1.9373472172021866,7.365667908402428e-05,-6.740237367921509e-06,0.07641304195858538,172.96,492,0.0,1.16,0.010400820279302383,1.3852850413322448,4.0,392
3144000,-2.0919004184007646,0.0004135765936996449,-0.00011843933772070159,0.16535570161417126,167.51,492,0.0,0.99,0.021817453464695827,1.3854680848121643,3.0,393
3152000,-0.6199580085277557,0.00047854075864279367,0.00036320895709650357,0.16915406599640848,185.55,492,0.0,1.48,0.019625186183939537,1.3858000504970551,3.1000000000000085,394
3160000,0.23905521512031555,0.00032448785687392954,-0.00030240158122978755,0.13971791591495275,190.85,492,0.0,1.67,0.016355015558325012,1.3855875480175017,4.0,395
3168000,-1.039233883023262,0.0005585605963779016,8.848667745041894e-05,0.1902729558944702,190.57,492,0.0,1.72,0.026331352593490606,1.385661016702652,4.0,396
3176000,-0.20656937301158906,0.0003903655565613917,-0.00019344329717569053,0.14556298151612282,187.88,492,0.0,1.56,0.019154399633870802,1.3854699289798738,4.0,397
3184000,-0.23189323246479035,0.00019403671864438366,1.2600998718426127e-05,0.1271193528175354,189.86,492,0.0,1.52,0.016987885213518215,1.386095346212387,4.0,398
3192000,-0.3091993868350983,0.00017408254280098845,-0.0002672541050833388,0.1088257278688252,181.7,492,0.0,1.32,0.01653725112536967,1.385979642868042,3.0,399
3200000,-0.3417637979984283,0.0001115853364240138,0.00013248591969386325,0.0949425832554698,177.65,492,0.0,1.25,0.014381498774861308,1.3859693586826325,3.0,400
3208000,-0.23370911180973053,0.0003426569092380305,-0.00012836472196795513,0.14976206408813597,185.78,492,0.0,1.47,0.020994310447337586,1.3857314968109131,3.0,401
3216000,-3.2920712876319884,0.00024892486778298916,-5.978372484605643e-05,0.11655258141458034,184.34,492,0.0,1.42,0.014423457510715493,1.38604323387146,3.0,402
3224000,-0.25008113861083986,0.0004057925234906179,0.00035224088736868,0.14223059048876166,179.56,492,0.0,1.28,0.021218645522610075,1.3859807336330414,3.0,403
3232000,-1.5829290384054184,0.00016851168168386722,-0.00017240495753867435,0.10727870984002948,180.81,492,0.0,1.3,0.014372924259855093,1.385869870185852,3.0,404
3240000,-1.4207613480091095,0.00018258217180118662,-0.00015550605257885763,0.12706181162968277,179.6,492,0.0,1.29,0.016282353897476266,1.3860654425621033,3.0,405
3248000,0.32176476836204526,0.0005656755443669681,0.00025862350661554957,0.18941247060894967,182.1,492,0.0,1.36,0.023962963056569985,1.3859341645240784,4.0,406
3256000,-1.6850416404008866,0.0004175013014128126,0.00014654376300313743,0.1683633486367762,183.92,492,0.0,1.39,0.023992713908171825,1.385744993686676,4.0,407
3264000,-9.444202284812928,0.00020659414793271935,-8.747312451760081e-05,0.11669878685846925,176.68,492,0.0,1.23,0.014882199204499826,1.3858474612236023,3.1000000000000085,408
3272000,-1.0527824956178664,0.00011069153344578809,-7.553679275588365e-05,0.0922530450951308,171.33,492,0.0,1.08,0.01263005729205345,1.3860278630256653,3.0,409
3280000,-1.3215265941619874,0.0002476152352983263,-0.00022834997238533106,0.1346318905428052,170.37,492,0.0,1.09,0.01966486648922485,1.3859518671035767,3.0,410
3288000,-1.9633533591032029,0.00024306653184794414,-0.0001789622132309887,0.12531460685655474,174.98,492,0.0,1.25,0.015830184011368004,1.386103459596634,3.0,411
3296000,-0.6357742130756379,0.00021916504945693305,0.0001547522799228318,0.12712096526287497,183.52,492,0.0,1.46,0.01878579218870541,1.3859150469303132,4.0,412
3304000,-1.287268387079239,0.00016846882332856693,-0.0002653676656518655,0.11806365640833974,187.54,492,0.0,1.51,0.01634755105104941,1.386039354801178,4.0,413
3312000,-0.7406367695331574,0.00022373764152007426,7.148000760935247e-05,0.12417942129075527,180.63,492,0.0,1.34,0.01559612865153154,1.385696371793747,3.1000000000000085,414
3320000,-2.373457326889038,0.0005233990881106365,0.00012152784725913079,0.1626243457570672,179.13,492,0.0,1.33,0.02181185546928476,1.385704172849655,3.1000000000000085,415
3328000,-6.146537629961967,0.0002647236179268475,0.00012764319927555335,0.12867309987545014,183.87,492,0.0,1.43,0.016140155959456223,1.3858916544914246,3.0,416
3336000,-1.5111342322826387,0.00031328037163575573,0.00018354894138610688,0.13254903750494124,179.54,492,0.0,1.35,0.017119482336651237,1.3859539556503295,3.0,417
3344000,-1.9330190652608872,0.00014823285096554172,0.00025534856562444476,0.09245069439522922,178.26,492,0.0,1.31,0.011537616486015773,1.3859222745895385,3.0,418
3352000,-0.5415233337879181,0.00022155021898811355,-5.790552004327765e-05,0.13275872135534883,180.41,492,0.0,1.32,0.01968958442872213,1.3859811913967133,3.0,419
3360000,-296.74318410158156,0.0005994054459915787,-1.610935552889714e-05,0.18655291195958854,178.84,492,0.0,1.29,0.024668338526740094,1.3860794484615326,3.0,420
3368000,-1.2915732127428055,0.0002832449487868871,-0.00016323125789540426,0.13637144761160017,181.22,492,0.0,1.32,0.01931430243039059,1.385946329832077,3.0,421
3376000,0.12273590624332428,0.0004541088624728218,0.0002410889764632884,0.16908069694414735,181.68,492,0.0,1.35,0.020738852782736544,1.3859537518024445,3.0,422
3384000,-0.7765934020280838,0.00030494230837120996,-0.0002768309461953322,0.14729712828993796,171.85,492,0.0,1.11,0.02094774855573593,1.3857509779930115,3.0,423
3392000,-1.0659589338302613,0.00021949920333725004,0.00025299874238953634,0.10581811469979584,179.9,492,0.0,1.36,0.012526420363203344,1.385802035331726,4.0,424
3400000,0.04715939700603485,0.0002498164760413601,-0.00011599224642850459,0.10989256847649813,184.0,492,0.0,1.48,0.013369486754813706,1.385932445526123,4.0,425
3408000,0.16276007056236266,0.00022708464285756236,0.00021086132695927518,0.12469364374876023,183.85,492,0.0,1.44,0.016324719975273978,1.3858080911636352,3.1000000000000085,426
3416000,-0.5039277219772339,0.0004753266000261647,6.7028734338236975e-06,0.15540950922295452,183.53,492,0.0,1.38,0.021888833033051985,1.3857152104377746,3.0,427
3424000,-0.4139804971218109,0.0002733382980204624,-0.00021891072357902886,0.12893045669421554,185.68,492,0.0,1.43,0.015593907930867158,1.3856745636463166,3.0,428
3432000,-0.6452574813365937,0.00039178396836177855,-0.0004719628626685335,0.1608453338779509,184.59,492,0.0,1.42,0.022153389070902488,1.3856811439990997,3.1000000000000085,429
3440000,0.20565159022808074,0.00029071042208215657,0.00016221194307945553,0.13733307857066393,183.14,492,0.0,1.47,0.014869194378587872,1.3859397614002227,4.0,430
3448000,-0.7305844843387603,0.00020335303096544522,0.000180357909630402,0.1172515388391912,189.77,492,0.0,1.64,0.0166512719330968,1.3854463577270508,4.0,431
3456000,-1.1811306023597716,0.00012737550158817612,-9.754710328707005e-05,0.09637054319493472,181.19,492,0.0,1.36,0.011635769461963904,1.3858325684070587,3.0,432
3464000,-1.693523166179657,0.000613719654477336,-0.0005455992610950488,0.19729322945699096,176.42,492,0.0,1.24,0.028626625831710353,1.3858393275737761,3.0,433
3472000,-117.37587998628617,0.0007904100562655004,0.00017196758428326576,0.2168169803917408,188.68,492,0.0,1.56,0.030097331518914215,1.3853364729881286,4.0,434
3480000,-0.760993749499321,0.00012485353532611044,0.0001559444420490763,0.09622601789422333,188.88,492,0.0,1.59,0.010935580894625464,1.3853212249279023,4.0,435
3488000,-2.760006500482559,0.00019572975989774478,0.0001705216160553391,0.09901888043619693,167.83,492,0.0,1.03,0.012251651451176102,1.3858107209205628,3.0,436
3496000,-0.03504320979118347,0.00014822135960514514,0.0003251027788064675,0.08711380313150585,174.35,492,0.0,1.23,0.010666682292564988,1.3859976899623871,3.0,437
3504000,-1.3177938598394394,0.00025080415538013766,0.00017067394795958535,0.13109509410336614,179.22,492,0.0,1.33,0.018654516796979895,1.3860430145263671,3.0,438
3512000,0.07958310961723328,0.00028408587625335715,0.00018402643268927932,0.128283695820719,181.3,492,0.0,1.35,0.016488517391752854,1.3859173667430877,3.0,439
3520000,-1.2022029012441635,0.000309292667450336,-0.00012508452166002827,0.14350046237930655,184.8,492,0.0,1.48,0.0215681127554042,1.386019494533539,3.0,440
3528000,-0.22807662487030028,0.0001624873223505574,6.308488238573773e-05,0.10681427195668221,184.4,492,0.0,1.46,0.014216033907874627,1.3860506331920623,3.0,441
3536000,-1.945735923051834,0.00030428272642211594,-0.00022401300027013348,0.13898982875049115,185.15,492,0.0,1.46,0.018936413579357058,1.3860806238651275,4.0,442
3544000,-0.7694210475683212,0.0002816200437348471,0.00011838161939522252,0.12397276625037193,182.18,492,0.0,1.42,0.014687551516699694,1.385958788394928,3.1000000000000085,443
3552000,-1.0978346651792525,0.0001856455572192317,-4.968778457623557e-05,0.1205241939611733,181.51,492,0.0,1.4,0.016684159305993717,1.3859411489963531,3.0,444
3560000,-0.26568716287612915,0.00022621901402430922,-0.0002129401384445373,0.1263409370649606,178.58,492,0.0,1.29,0.016485405082303294,1.3860596239566803,3.0,445
3568000,-0.9734470641613007,0.0003573459502604237,-0.00022442655440158888,0.14299565885215998,180.17,492,0.0,1.34,0.018441169196985553,1.3860386216640472,3.0,446
3576000,-1.5008309257030488,0.00040135962282761284,0.00012396778532092868,0.15428945417515932,189.28,492,0.0,1.56,0.01882249400854513,1.38594034075737,4.0,447
3584000,-2.2384162455797196,0.0005912475333786915,-0.0005605522036785259,0.1674609788507223,180.02,492,0.0,1.31,0.02228015969054401,1.3857234954833983,4.0,448
3592000,-9.313364350199699,0.000617790530483262,0.0002930531505990075,0.19195102339610456,176.88,492,0.0,1.3,0.023935952846175657,1.3859383833408356,3.0,449
3600000,-43.879382624030114,0.000930496816605455,0.0004065133423887346,0.25188390638679264,184.54,492,0.0,1.52,0.032710346831738936,1.3859078192710876,3.0,450
3608000,-0.7341699534654618,0.0003111014859587158,-6.784761468225043e-05,0.14383423754945399,197.94,492,0.0,1.79,0.017685129725303613,1.3859286618232727,4.0,451
3616000,-1.6896934962272645,0.00013900268101849634,-0.00028682195744295314,0.09822791023179889,187.01,492,0.0,1.49,0.012388287085757052,1.3860818612575532,3.1000000000000085,452
3624000,-3.5500883531570433,0.00027332739513781236,0.00017487203382188454,0.13376048808917404,171.48,492,0.0,1.14,0.018000700566212297,1.3860454082489013,3.0,453
3632000,-1.1790535300970078,0.00018488514355112783,-0.00017200488609887544,0.11226100807078182,173.75,492,0.0,1.15,0.015698824147778307,1.3860473775863646,3.0,454
3640000,-0.74568807721138,0.00012335633857730956,6.85580303252209e-05,0.09014018399640918,173.92,492,0.0,1.14,0.011056897401865929,1.3860865175724029,3.0,455
3648000,-0.8735946387052536,0.00026182639550029305,0.000339709200161451,0.13700590159744025,176.95,492,0.0,1.23,0.019639481294794668,1.3860247147083282,3.0,456
3656000,-2.72781713783741,0.00040978206925728955,-0.00026757035149785227,0.16880977934226393,185.03,492,0.0,1.44,0.022537516054624805,1.3853488206863402,4.0,457
3664000,-0.08042903661727906,0.000162647464252359,0.00038143385001603746,0.11037067851983011,185.64,492,0.0,1.46,0.013532668707797324,1.3858327603340148,3.0,458
3672000,0.056742058992385866,0.00014569826632623517,-1.4357313139043981e-05,0.11389128386974334,186.75,492,0.0,1.45,0.014883477913719283,1.385598669052124,3.0,459
3680000,-0.28616454064846036,0.0002628945522860704,-0.00016881225667020772,0.12640074737370013,187.96,493,0.0,1.49,0.01703834600780101,1.3859549367427826,3.0,460
3688000,-0.538608677983284,0.00047860566050985656,-9.031994810356991e-05,0.16034147035330534,179.85,492,0.0,1.32,0.022555710364734704,1.385980316400528,3.0,461
3696000,-1.0094855362176895,0.00023408135481759018,9.828914691752289e-05,0.10338046702556312,172.81,492,0.0,1.12,0.01221587642690559,1.3861855733394624,3.0,462
3704000,0.2504304337501526,0.00036190437747791294,0.00010898987182372366,0.1537768361158669,181.5,492,0.0,1.38,0.019531036780582392,1.3859626817703248,3.1000000000000085,463
3712000,-2.1340500175952912,0.00023399487711174062,8.601972065662267e-05,0.0977326726168394,188.2,492,0.0,1.55,0.013513718695332267,1.3861795783042907,4.0,464
3720000,-0.07905425548553467,0.00011641120794365633,-4.6958874590927736e-05,0.09072242055088281,168.64,493,0.0,1.01,0.010554460170228295,1.386110816001892,3.0,465
3728000,-0.9373024839162827,0.00018615566561948073,-0.00011950729989621323,0.10045994769781828,174.06,493,0.0,1.16,0.013745878204470702,1.3861647355556488,3.0,466
3736000,-0.7289690554141999,0.00014730366462117672,6.182541951602616e-05,0.09959597278386355,179.56,493,0.0,1.3,0.012259586055488058,1.3861477541923524,3.0,467
3744000,-0.09109657883644104,0.0003471962588821498,-9.918277219185256e-05,0.13393772861920297,186.88,493,0.0,1.5,0.017294093177232947,1.3860000467300415,4.0,468
3752000,-0.1323935604095459,0.0002713554962838316,3.7984822292855824e-05,0.11906757850199938,182.77,493,0.0,1.4,0.015813583041045638,1.3856771028041839,3.0,469
3760000,0.1443440020084381,0.0005226921122766726,-0.00016303260083077475,0.17503590555861592,185.63,493,0.0,1.54,0.0241917490613593,1.3857775151729583,3.1000000000000085,470
3768000,-0.032085599899291994,0.00020599374713356155,-0.0003003534773597494,0.11588469785638153,190.12,493,0.0,1.6,0.015212468253500715,1.3856188726425172,4.0,471
3776000,-116.7891529327631,0.0009168856774874712,0.00033642368479377185,0.20972690859809517,178.12,493,0.0,1.27,0.026693014196246943,1.38533931016922,3.0,472
3784000,-0.12064118444919586,0.000290184483358189,-5.915985471801832e-05,0.13003466060385108,174.82,493,0.0,1.2,0.016741945170570115,1.3860822343826293,3.0,473
3792000,-1.886807398200035,0.00040751458567399367,-8.727848689886742e-05,0.13033653035759926,181.83,493,0.0,1.34,0.01576951825323233,1.3860669434070587,3.1000000000000085,474
3800000,-4.641794481277466,0.00024559876074874864,0.0002575149474432692,0.11800757836550474,176.57,493,0.0,1.24,0.014846626481655259,1.3861618971824645,3.0,475
3808000,-2.280302802324295,0.00028006431579456146,-0.00010227851020317757,0.11756184355355799,166.79,493,0.0,0.99,0.014655661429527591,1.386072256565094,3.0,476
3816000,-0.2226703441143036,0.00011244212570318268,-8.116479439195245e-06,0.0982070352975279,176.37,493,0.0,1.23,0.011749694238332005,1.385998786687851,3.1000000000000085,477
3824000,-30.193099142313002,0.0004746640244707123,0.00022618995502853066,0.17780368672683836,189.11,493,0.0,1.52,0.02412999405400013,1.3861228573322295,4.0,478
3832000,-1.3393275272846221,0.00032543688171699615,-0.0002273781312214851,0.13513668176718055,180.85,493,0.0,1.33,0.017714559418641557,1.3861138916015625,4.0,479
3840000,-0.6300831776857376,0.00011539305461838012,0.0001032556283462327,0.09556222030892968,174.48,493,0.0,1.18,0.01212713123355766,1.3860619807243346,3.0,480
3848000,-1.198224077820778,0.00031573832343156027,0.0002475823034910718,0.13038568477146328,176.15,493,0.0,1.18,0.016836894051726597,1.3859982132911681,3.0,481
3856000,-0.22807674407958983,0.0003475656890714163,-0.0001588539839576697,0.1373552461154759,182.75,493,0.0,1.36,0.01866053468415645,1.3859383296966552,4.0,482
3864000,-0.6828465527296066,0.00024276351150319896,-3.745595837244764e-05,0.12119180795736612,182.74,493,0.0,1.39,0.014484733993175342,1.3858907878398896,4.0,483
3872000,-1.0233536154031753,0.00012509603982437058,-1.5664133461541495e-05,0.09821433662436903,183.12,493,0.0,1.42,0.013586436785522259,1.3860203754901885,4.0,484
3880000,-4.729150123000145,0.00031171968065223153,0.00034353221662058786,0.1318308092840016,178.21,493,0.0,1.26,0.018807712015762326,1.3860473716259003,3.0,485
3888000,-0.7573371928930283,0.00023171301804723044,-6.531399801133375e-05,0.13001577146351337,177.86,493,0.0,1.25,0.016827996351314763,1.386064089536667,3.0,486
3896000,-0.5315183460712433,0.00025190454821654384,-2.9680642655876e-05,0.13592732455581427,185.18,493,0.0,1.43,0.01731476495399583,1.3857783722877501,3.0,487
3904000,-1.6333007979393006,0.00025381931236779566,-0.00016851261371812144,0.11346577156335115,179.68,493,0.0,1.28,0.016528598530111054,1.3859777867794036,3.0,488
3912000,-1.0846006095409393,0.0001966803876700851,-4.7885471030895135e-05,0.10418634217232466,167.68,493,0.0,0.98,0.013644348973011356,1.386108373403549,3.0,489
3920000,-0.6428737360239029,0.00010647084041124799,-4.596809420036152e-05,0.09784163466654718,172.47,493,0.0,1.13,0.013999039685660878,1.3858381509780884,3.0,490
3928000,-1.7456449145078659,0.00012150299113443452,0.00010034751365310512,0.09483139885589481,170.94,493,0.0,1.12,0.012210907846065178,1.385976939201355,3.0,491
3936000,-1.3192835247516632,0.00017065633835159133,0.0001588109388740122,0.11426517750136554,180.2,493,0.0,1.35,0.015665723660448442,1.3861346113681794,3.0,492
3944000,0.024482903480529786,0.0003039111525959015,-0.00014015582695719786,0.13247294761240483,185.66,493,0.0,1.5,0.017024067064321427,1.3857292413711548,3.0,493
3952000,-0.0589094203710556,0.00045383980175756734,-0.00018559525306045544,0.17252543704584242,184.79,493,0.0,1.45,0.02336999996807405,1.3857719480991364,3.1000000000000085,494
3960000,-0.4199311488866806,0.00022079984188167146,3.198886951508939e-05,0.10934367870911955,181.01,493,0.0,1.36,0.01539624212379611,1.3859308922290803,3.1000000000000085,495
3968000,-2.321080644726753,0.0004208914829223431,0.00036806947107834273,0.14335588140413166,181.25,493,0.0,1.32,0.019261613399602317,1.3855602395534516,4.0,496
3976000,-1.5642348790168763,0.0003122729681945202,-5.8241634360456376e-05,0.13159802252426744,181.71,493,0.0,1.36,0.016898919081867917,1.385889687538147,4.0,497
3984000,0.14345909655094147,0.00012478242755605606,6.31561935369973e-05,0.10410828232765197,182.47,493,0.0,1.35,0.013660884973581271,1.3859098768234253,4.0,498
3992000,-0.9325658029317856,0.00022926110315438564,4.750391551169741e-05,0.10160312455147505,182.02,493,0.0,1.34,0.012801039444882064,1.3859193885326386,4.0,499
4000000,-0.973991008400917,0.00020888915973955592,-1.6888865939108655e-05,0.11206571880728006,176.07,493,0.0,1.24,0.015327137777838928,1.3861186909675598,3.0,500
4008000,0.06311010897159576,8.307235642291743e-05,-1.5652449307026472e-05,0.08450712729245424,174.9,493,0.0,1.19,0.01111638211146798,1.3859446692466735,3.1000000000000085,501
4016000,-0.5958430993556977,0.0004580732601027648,-0.00014597804655579693,0.14609623344615102,175.66,493,0.0,1.24,0.018941735504064666,1.3854438483715057,4.0,502
4024000,-0.7622697335481644,0.00035522350442874996,3.112909654191753e-05,0.11624723234213889,170.93,493,0.0,1.16,0.014654689025143828,1.3856663143634795,3.0,503
4032000,-3.7246289497613905,0.0003374069158559223,-0.000131890066768392,0.1251152438018471,175.2,493,0.0,1.22,0.014437344920275243,1.3860096228122711,3.0,504
4040000,0.011951946616172791,0.0002559060804958335,0.00038178930706635585,0.1308188018668443,178.25,493,0.0,1.32,0.01692926709529106,1.3859513223171234,3.0,505
4048000,-0.7021437656879425,0.00036503159679000417,-0.0002735271810342965,0.13548947038128972,185.5,493,0.0,1.46,0.01878338401944361,1.3856202733516694,4.0,506
4056000,-7.044343425631523,0.0001935987404192474,1.2363459754851647e-05,0.1173815867677331,184.17,493,0.0,1.42,0.01523761635025768,1.3859036672115326,3.1000000000000085,507
4064000,-0.22044701933860777,0.00011476157836341371,-2.4117555731208996e-05,0.09747219471260905,180.59,493,0.0,1.35,0.012226467421384484,1.3860735607147217,3.0,508
4072000,0.05507813155651092,0.0003956604505026462,-0.00018258967404108262,0.14684221083298327,193.8,493,0.0,1.65,0.019480479638834234,1.3858947336673737,4.1000000000000085,509
4080000,-2.347393306493759,0.00019913631098233964,0.0003183846242745858,0.1015567872300744,185.19,493,0.0,1.5,0.011303305995992684,1.3856643211841584,4.0,510
4088000,-1.8129762351512908,0.00015562460356022712,-0.00015794989922142123,0.11280257605016232,181.17,493,0.0,1.34,0.015552831103580427,1.3859668469429016,3.0,511
4096000,-2.1609145617485046,0.00015432228186796238,-7.297351697161503e-05,0.11327568690292537,186.59,493,0.0,1.44,0.017104202170578904,1.3857493090629578,3.0,512
4104000,-1.292287580370903,0.00021665915183348262,0.00030896750155079644,0.10757602390833199,173.33,493,0.0,1.12,0.014206172557557033,1.3859910130500794,3.0,513
4112000,-1.4845582830905915,0.0003592301270043663,-0.0002485903655542643,0.12922756037674843,171.28,493,0.0,1.11,0.016312043314669317,1.3860067641735077,3.0,514
4120000,-0.961693976521492,0.00047495523689349283,0.00017742263917170932,0.1516700618620962,181.66,493,0.0,1.41,0.022258098756016,1.3859152817726135,4.0,515
4128000,-0.2227392876148224,0.00017606287826083645,7.116626156857819e-05,0.11885826176032424,184.7,493,0.0,1.5,0.015820760276124866,1.3859786641597749,4.0,516
4136000,-0.9476598709821701,0.00025253265814683345,-1.0403462731574109e-05,0.11534991513937712,173.62,493,0.0,1.15,0.015441711410798815,1.3859541749954223,3.0,517
4144000,0.08238920748233795,0.00040652328197325003,0.00018909313337644562,0.14395105338655412,171.81,493,0.0,1.1,0.018757947657805408,1.3859849846363068,3.0,518
4152000,-1.2340208214521409,0.0003757152179559853,-0.00040433232413533915,0.13658229511231185,179.24,493,0.0,1.38,0.01640058374918082,1.3858790600299835,3.0,519
4160000,-1.1782880860567093,0.00030964638337536597,-7.196220030891709e-06,0.13155693998560308,173.99,493,0.0,1.27,0.017676979528874096,1.386121666431427,3.0,520
4168000,-0.5545362347364425,0.00023073877889260075,-9.338913796455017e-05,0.12146607882343233,170.57,493,0.0,1.11,0.015222024949875559,1.3861475467681885,3.0,521
4176000,-1.0732843887805938,0.0003391718158462709,2.4905150567064994e-05,0.1477941585239023,178.31,493,0.0,1.24,0.01783130496170744,1.3861596405506134,3.0,522
4184000,-0.14363702178001403,0.0002836140071610771,-0.0001717855642345967,0.12804518146440386,194.32,493,0.0,1.65,0.016201903269221374,1.3860317432880402,4.0,523
4192000,-0.6169013512134552,0.0003817253622867156,0.000544749024381872,0.13029265037737786,186.16,493,0.0,1.47,0.014325048410883168,1.3861441099643708,3.1000000000000085,524
4200000,-2.35246386051178,0.000287903159490952,-0.00016756767316849163,0.12063324021175503,180.05,493,0.0,1.37,0.016138894448415965,1.3859661173820497,3.0,525
4208000,-6.164213107824326,0.0004720580516459449,-8.948237915319623e-05,0.18907232707366348,186.43,493,0.0,1.57,0.026814246578417036,1.3859123575687409,3.0,526
4216000,-1.4444766962528228,0.0003204554046294561,5.365975527638511e-05,0.12095964218489826,180.58,493,0.0,1.38,0.015044603956969433,1.3860555565357209,3.0,527
4224000,-2.360149559378624,0.0003494401300906702,-7.648791775864083e-05,0.14857453517615796,186.29,493,0.0,1.43,0.019022013249222307,1.3858598160743714,3.0,528
4232000,-1.343001406788826,0.0003358622542737066,0.0002049290783907054,0.15909340646117925,189.32,493,0.0,1.47,0.02142121549965735,1.3854875421524049,4.0,529
4240000,-1.164900568127632,0.000278701803919148,-9.486310336797033e-05,0.12163706592284143,186.58,493,0.0,1.4,0.015224407881370772,1.38573194026947,4.0,530
4248000,0.22407559990882875,0.0002658751394915271,-1.346568116787239e-05,0.1316262917779386,190.18,493,0.0,1.57,0.017234550536032883,1.3858484101295472,4.0,531
4256000,-1.0569975328445436,0.00020185116293419014,-2.3954774660523982e-05,0.1105990776605904,190.39,493,0.0,1.6,0.014679974839795527,1.385846198797226,4.0,532
4264000,-0.9476999944448471,0.00043979402304671566,-9.080617766812793e-05,0.13625222455710173,178.43,493,0.0,1.28,0.019202994756488786,1.3859072601795197,3.0,533
4272000,-487.04609972178935,0.0004547152902983953,-0.0003322046658740874,0.15595848424360156,178.73,493,0.0,1.29,0.0175712512249033,1.385712411403656,3.0,534
4280000,0.40062866985797885,0.00010203700433180529,-0.0001281130334973568,0.09443538714200259,180.73,493,0.0,1.36,0.012583967047853443,1.385427144765854,3.0,535
4288000,-0.862182776927948,0.0002165921071645016,0.00021224000664005872,0.11806223277933896,176.85,493,0.0,1.26,0.01502946126570701,1.386112779378891,3.0,536
4296000,-2.015587295293808,0.0003171200116844375,-0.00016389720989536726,0.12961513173766434,183.41,493,0.0,1.38,0.016880353931652013,1.3861919832229614,3.0,537
4304000,-1.0732026022672654,0.0002923693420990503,-4.0860162989702076e-05,0.12032497962005437,186.26,494,0.0,1.51,0.015060741448201534,1.3859913110733033,3.0,538
