P01:episode_rewards,grad_norm,policy_entropy,PMM:episode_rewards,explained_variance,advantage_norm,fps,policy_loss,value_loss,P09:episode_rewards,episode_length,frames,epoch_idx
0.0,0.18496579586367468,1.3599212455749512,1.75,0.9552532160282134,0.7653153017163277,522,-0.001154524820158258,0.004559946849185508,5.0,195.43,304000,38
0.0,0.13227979345130922,1.348858733177185,1.92,0.9770866858959198,0.574761805087328,526,-0.0019536776168388313,0.002865306765015703,5.1000000000000085,198.94,312000,39
0.0,0.17570345788499062,1.3623490929603577,2.03,0.9447480112314224,0.7323134617507457,529,-0.0005763165546886739,0.0043766183892148544,5.0,202.76,320000,40
0.0,0.21430282417469995,1.3595032584667206,1.88,0.9365709441900253,0.9165130373835564,532,-0.00044277902459725736,0.0060763774014776575,5.1000000000000085,202.24,328000,41
0.0,0.16798476828338316,1.3554148089885711,1.99,0.9638730108737945,0.7334903600811958,536,-0.0010303524431947153,0.004234647900739219,6.1000000000000085,204.91,336000,42
0.0,0.1753508732897291,1.325251281261444,2.53,0.9577669960260391,0.7807469138503075,541,-0.0014156989198818336,0.00499135839228984,8.100000000000009,223.33,344000,43
0.0,0.13304843121039953,1.362858942747116,2.45,0.9666209238767624,0.6395477358996868,544,0.0006560633316985331,0.003438682390842587,9.0,216.46,352000,44
0.0,0.20866042105786767,1.3549126958847046,2.39,0.9487146985530853,0.8593602946400642,548,-0.0008057889508199878,0.005732013171655126,8.0,215.38,360000,45
0.0,0.1338446935980271,1.3426434767246247,2.34,0.9751356714963912,0.6271972647309303,552,-0.0020305010581068927,0.003260942148626782,7.1000000000000085,214.34,368000,46
0.0,0.14062363804575312,1.3606424593925477,2.61,0.9575064325332642,0.6710528507828712,556,-0.00026606435421854256,0.004220379998878343,7.1000000000000085,226.9,376000,47
0.0,0.15363054372529045,1.3567118990421294,2.24,0.9539176577329636,0.6917801401019097,560,-0.0012247102086621452,0.00443726932266145,6.0,211.81,384000,48
0.0,0.14674095492254274,1.3716340386867523,2.55,0.9310145998001098,0.7397295837104321,564,-4.3103237403556703e-05,0.004279306122625713,9.0,221.85,392000,49
0.0,0.2012811024727823,1.3661689031124116,2.4,0.9357096886634827,0.8674011854827404,567,-0.0016211030866543296,0.006076240308466367,6.300000000000026,217.72,400000,50
0.0,0.24230432259412002,1.3744428765773773,2.0,0.882892735004425,1.073706821501255,570,-0.00012137625395553187,0.008624034854583441,5.0,203.76,408000,51
0.0,0.1709274305259331,1.361390438079834,1.8,0.9484199166297913,0.7991222095489502,571,-0.0003027856496919412,0.00494209056312684,4.1000000000000085,191.97,416000,52
0.0,0.14663373846434424,1.3620726156234741,1.78,0.9428915345668792,0.696151641011238,573,0.00037372300517745315,0.003823129533557221,4.1000000000000085,191.57,424000,53
0.0,0.2631221805265762,1.3723037040233612,2.08,0.8545679748058319,1.1099894481897354,576,-0.0014461169205605983,0.009243765895953403,6.1000000000000085,204.02,432000,54
0.0,0.2613331223087026,1.3533963394165038,2.35,0.9060300451517105,1.0427021872997284,578,-0.0012626603874377907,0.008355198446079157,6.1000000000000085,215.68,440000,55
0.0,0.2330207471152281,1.3609047782421113,2.44,0.9337822014093399,0.9376969650387764,581,-0.0029666718345833943,0.006629070017370395,6.0,221.02,448000,56
0.0,0.22133410632594974,1.3648130440711974,2.35,0.8909779566526413,0.9874855390191078,585,-0.0006913336471188813,0.007498460214119405,5.0,216.9,456000,57
0.0,0.198565966427707,1.3562108731269837,1.77,0.9248478442430497,0.94220693141222,587,-0.001876163592824014,0.00692029177909717,5.0,194.94,464000,58
0.0,0.17349267245982547,1.3428694367408753,2.04,0.9524390405416489,0.7823972892761231,588,-0.000971071822423255,0.0051490240806015206,5.0,202.37,472000,59
0.0,0.3074692758209803,1.3605237770080567,2.39,0.8674677217006683,1.2546517679095268,590,-0.0008247442933497951,0.01114222985226661,5.1000000000000085,213.09,480000,60
0.0,0.45453333117442646,1.345363517999649,2.38,0.8243534940481186,1.562155693769455,593,-0.009487040331587196,0.01748003971297294,5.0,213.25,488000,61
0.0,0.26601101693667806,1.3280066061019897,1.94,0.9084280723333359,1.0333719089627267,595,-0.003297421663883142,0.007975631726440042,4.1000000000000085,198.53,496000,62
0.0,0.27113971194880376,1.3302225136756898,2.27,0.9048900461196899,1.133267490565777,595,-0.0031271715683396906,0.008983963662758469,5.1000000000000085,210.77,504000,63
0.0,0.23312711074112358,1.3254929721355437,2.61,0.9344232445955276,0.9843683382868766,596,-0.001325330085164751,0.007180966393789277,7.1000000000000085,224.41,512000,64
0.0,0.23202645684947765,1.328280600309372,2.74,0.9088338953256607,1.0878812476992608,598,3.37946368381381e-05,0.008756601124187,7.0,230.26,520000,65
0.0,0.22805428303651942,1.3334194791316987,2.62,0.9341616350412368,0.9664108499884605,599,-0.0020947158240596764,0.006715127747738734,6.1000000000000085,225.48,528000,66
0.0,0.31275445569902227,1.3393391537666322,2.86,0.8042071253061295,1.354980046749115,601,-0.0005366377823520452,0.013226140263723209,7.0,230.14,536000,67
0.0,0.270018884002893,1.3481754302978515,2.68,0.8903248620033264,1.1517350709438323,601,-0.0007582452580390963,0.009374653251143172,6.0,224.57,544000,68
0.0,0.22819496593762645,1.349704372882843,2.73,0.9312274128198623,0.9894907921552658,602,-0.0010065162379760296,0.007111060756142251,6.1000000000000085,223.25,552000,69
0.0,0.2220979049027368,1.3555634093284608,2.49,0.9172931051254273,1.0046182462573052,604,-0.0008311694618896581,0.007084001539042219,5.0,220.16,560000,70
0.0,0.24404523574896075,1.3466111135482788,2.67,0.9170464873313904,1.0897293874621392,606,0.0004066300205886364,0.008634101528441534,6.0,229.08,568000,71
0.0,0.22268212146392286,1.3507896316051484,2.66,0.9257013690471649,0.9549074855446815,608,0.0004341258376371115,0.006995970782008953,6.1000000000000085,229.22,576000,72
0.0,0.23366742581276687,1.3509443485736847,2.82,0.9118717557191849,1.0549926275014878,609,-0.001998679407988675,0.00801025120948907,6.0,234.87,584000,73
0.0,0.21342152418536478,1.3419193232059479,3.09,0.9238682132959366,0.9766957101225853,610,5.980024521704763e-05,0.007322331877076067,7.200000000000017,243.44,592000,74
0.0,0.24448188738786145,1.3376645052433014,3.05,0.9162351751327514,1.0567269000411033,609,-0.0009355745870561805,0.008249393919249996,6.1000000000000085,243.28,600000,75
0.0,0.29784380467200544,1.3063332259654998,3.62,0.8670807600021362,1.2624885779619217,609,-0.00484195555523911,0.010891333133913576,7.1000000000000085,262.26,608000,76
0.0,0.29517790005319555,1.3007321512699128,3.24,0.8660273653268814,1.2329227900505066,609,-0.0007737460097996518,0.010875340471975505,7.1000000000000085,240.79,616000,77
0.0,0.2827589600745311,1.3291714215278625,2.96,0.9079217612743378,1.12801189661026,609,-0.001975728077813983,0.008957217101706192,7.1000000000000085,226.12,624000,78
0.0,0.246339822630943,1.3180662298202515,2.74,0.9213160526752472,1.0395880419015884,611,-0.000882409991172608,0.007772828898159787,6.1000000000000085,221.6,632000,79
0.0,0.26102945388939236,1.3271202898025514,2.84,0.9129165089130402,1.0986209803819655,611,-0.0013413893009419553,0.008424488443415612,6.1000000000000085,226.7,640000,80
0.0,0.27701379774011436,1.3303009581565857,2.89,0.9011783707141876,1.1259338483214378,613,-0.0014796496901544741,0.009032810216303915,6.0,230.17,648000,81
0.0,0.2072111399985932,1.3334797894954682,3.04,0.938183616399765,0.9334039640426636,614,-0.00019774424843490123,0.006084208800457418,7.0,237.69,656000,82
0.0,0.2426474826914214,1.3279045701026917,3.13,0.9326584428548813,0.9824812138080596,615,-0.0020402021263726056,0.006873632345814258,7.0,244.2,664000,83
0.0,0.2562176980614444,1.320732239484787,3.46,0.919367573261261,1.0576462778449058,616,-0.0014079485855472739,0.007974888794124127,9.0,253.83,672000,84
0.0,0.24051287471094465,1.3018516457080842,3.62,0.9177397179603577,1.0766219645738602,617,-0.0015747584472410381,0.008166087226709352,9.0,251.61,680000,85
0.0,0.26072831196836005,1.3077095556259155,3.8,0.9201307135820389,1.0578266417980193,618,-0.0032292712293565274,0.007658456062199548,9.0,252.7,688000,86
0.0,0.2249350070998567,1.3178761470317841,3.87,0.938885681629181,0.9164908847212792,620,-0.0003965245521976612,0.006040837430628016,9.0,256.92,696000,87
0.0,0.23995389760458147,1.3343448626995087,3.9,0.9165156012773514,1.060362403690815,621,-0.0013594045231729978,0.008133485747966915,9.0,263.42,704000,88
0.0,0.26440337153490767,1.3434107494354248,3.79,0.888190614581108,1.1696642780303954,622,-0.0016349205723963677,0.009732593148946762,9.0,262.3,712000,89
0.0,0.30605061648263804,1.3360043466091156,3.35,0.8782014840841293,1.1992254585027695,623,-0.0007137760517071001,0.010561791975051164,9.0,245.1,720000,90
0.0,0.26039674788258355,1.323199256658554,3.09,0.9125227826833725,1.075325539112091,624,-0.004139994794968516,0.008113447736250237,6.1000000000000085,236.61,728000,91
0.0,0.2680229549906693,1.3186483645439149,3.35,0.8970519626140594,1.142802038192749,625,-0.002187690879627553,0.009039587788283825,7.0,246.9,736000,92
1.0,0.29024914239085686,1.3287401759624482,3.71,0.8859582406282425,1.208989478945732,626,-0.0025862742200843058,0.009986150080803781,7.1000000000000085,259.0,744000,93
1.0,0.2775982348476566,1.3127134644985199,3.7,0.885176414847374,1.203580237030983,627,-0.0033620460339443526,0.009803976726252585,8.0,260.22,752000,94
1.0,0.30184236798746533,1.2991739523410797,3.77,0.891147865653038,1.229566804766655,628,-0.00131343953369651,0.010333257000893355,7.1000000000000085,258.72,760000,95
1.0,0.33585651505179537,1.3113173246383667,4.02,0.8453995448350906,1.38946155667305,629,-0.004899333111970918,0.013308035526424646,7.1000000000000085,266.07,768000,96
1.0,0.3112615814528819,1.2950244915485383,4.36,0.8608227467536926,1.3323804330825806,630,-0.00442891649887315,0.012012139186263085,8.100000000000009,275.54,776000,97
1.0,0.3187692543485583,1.2883448660373689,4.32,0.8740236431360244,1.2596691823005677,631,-0.00159603068837896,0.011048955137375742,8.100000000000009,272.35,784000,98
1.0,0.41548391086727254,1.2589270997047424,4.52,0.7602726691961288,1.6851209568977357,632,-0.004973723771981895,0.019133508638478815,9.0,281.45,792000,99
1.0,0.3558912399178727,1.2744291961193084,4.86,0.8509591275453567,1.3508686989545822,633,-0.0023740072354848964,0.01240298577118665,9.0,293.57,800000,100
1.0,0.3620718509274644,1.271422828435898,4.99,0.8468750065565109,1.440150243639946,634,-0.004800122777814977,0.014129636122379451,9.0,301.54,808000,101
2.0,0.3530527752490592,1.2848402273654937,5.68,0.8478730267286301,1.4187440550327302,635,-0.003014096745318966,0.013694466496817768,10.0,322.59,816000,102
2.0,0.37771505721698134,1.2689687275886536,5.9,0.8227996569871903,1.468141126036644,636,-0.003179203039035201,0.014279193943366408,10.0,329.24,824000,103
2.0,0.40244141538219125,1.2644468200206758,5.87,0.8095867025852204,1.5264886182546615,637,-0.0021135350567055866,0.01554512802278623,10.0,323.96,832000,104
2.0,0.4850712619591889,1.2331066823005676,6.33,0.7482912695407867,1.7161149770021438,638,-0.004148261279333383,0.019533640164881946,11.0,331.09,840000,105
2.0,0.39981260626734666,1.2411288845539092,6.64,0.8117184227705002,1.5359042817354203,639,-0.004068219092441722,0.015705434419214726,12.0,336.95,848000,106
2.0,0.42616229383186277,1.2388154113292693,7.1,0.8067546635866165,1.6070303165912627,640,-0.008570231247576885,0.01730700401356444,12.0,342.42,856000,107
2.0,0.39283923918671904,1.2581433284282684,7.18,0.8465200614929199,1.513838455080986,641,-0.007107870346517302,0.015175251886248589,12.100000000000009,346.43,864000,108
3.0,0.402057023754426,1.2492032599449159,6.94,0.8273992037773132,1.542704604268074,642,-0.0005337332871295076,0.01593486006371677,12.0,350.55,872000,109
3.9000000000000004,0.39894145848978013,1.2543352246284485,7.02,0.8297044736146927,1.5913065552711487,643,-0.0017657960541691863,0.016688366367015987,12.0,358.54,880000,110
3.0,0.3995550136778925,1.2540058195590973,6.88,0.8109452998638154,1.503181523680687,644,-0.001898551119156764,0.01586132336873561,11.0,356.54,888000,111
3.0,0.45432612537123795,1.2541723823547364,7.1,0.8075833457708359,1.613426839709282,645,-0.005736572443565819,0.017628184310160576,11.0,361.02,896000,112
3.9000000000000004,0.3646218704442692,1.2225178909301757,7.43,0.8260129088163376,1.4417859458923339,646,-0.0037303478064711726,0.013856751639395952,11.100000000000009,371.09,904000,113
4.0,0.43478618955144943,1.2054279577732085,7.6,0.7827644264698028,1.6639640706777572,647,-0.004680461438401835,0.01866528718266636,12.0,367.8,912000,114
4.0,0.48861526161417146,1.2055928015708923,7.54,0.8102802437543869,1.6422458183765412,648,-0.006589220693713287,0.018547853673808276,12.0,369.18,920000,115
4.0,0.42396135490528186,1.2285905134677888,7.84,0.7985639482736587,1.6480229204893113,649,-0.001961730957700638,0.018080845926888287,12.0,378.52,928000,116
3.9000000000000004,0.4375567611067638,1.2196690845489502,7.98,0.7957952135801315,1.6751419466733932,650,-0.004266060616409959,0.018289364739321173,13.0,374.0,936000,117
4.0,0.40949634586600203,1.2151732993125917,8.41,0.8060747390985489,1.5944450742006302,651,-0.005370596598440898,0.01699060495942831,13.100000000000009,380.17,944000,118
4.0,0.482403287848216,1.2283282601833343,8.52,0.7519373190402985,1.8602943813800812,652,-0.003933646349178161,0.022883341666311025,13.100000000000009,384.46,952000,119
4.0,0.4224487939226023,1.2281237936019898,8.6,0.8005634415149688,1.624151046872139,653,-0.005370737609919161,0.017285313592292368,13.100000000000009,387.01,960000,120
4.0,0.3975894754513179,1.2384292006492614,8.4,0.7967989927530289,1.6189515316486358,654,-0.003851370015181601,0.017388611300848424,13.0,387.79,968000,121
4.0,0.4057581560790001,1.243438582420349,8.33,0.801785500049591,1.581476023197174,655,-0.0035861520330945497,0.01643696044338867,13.0,389.32,976000,122
4.0,0.4093031653448714,1.22175537109375,8.53,0.7817241376638413,1.63585624396801,656,-0.005956528133247048,0.01752784992568195,13.0,399.13,984000,123
4.0,0.3499184024205547,1.191784987449646,8.16,0.8646191173791885,1.4197489154338836,657,-0.0019479384137957823,0.013498110147193074,12.100000000000009,386.47,992000,124
4.0,0.40947927612163587,1.1809926688671113,8.22,0.8190206474065781,1.5942608428001404,658,-0.008527821019742986,0.01673992777708918,12.0,395.65,1000000,125
4.0,0.4541415912433825,1.1764826369285584,8.33,0.7894576418399811,1.7374225413799287,659,-0.003649026651401073,0.019924132958985864,13.0,397.12,1008000,126
4.9,0.43794062305175424,1.1903927040100097,8.21,0.8278449368476868,1.5808122432231904,660,-0.004628106043383013,0.016588438586331904,13.0,391.46,1016000,127
5.0,0.4204619407790361,1.2203675770759583,8.59,0.8253503727912903,1.5554002952575683,661,-0.003011682724463753,0.016122786751948295,13.0,401.1,1024000,128
5.0,0.37136078252421023,1.2120346701145173,8.75,0.8510566425323486,1.453062919974327,661,-0.0053208070946857335,0.013726892138365657,13.0,403.22,1032000,129
5.0,0.4482481854314094,1.2026232588291168,9.1,0.7467174571752548,1.7620724606513978,662,0.0006919319089502096,0.020810318002477287,13.100000000000009,410.57,1040000,130
3.0,0.47326775983666786,1.192550529241562,8.92,0.7600844317674637,1.6217727571725846,663,-0.006470314780599438,0.018493008906953035,14.0,395.79,1048000,131
3.0,0.4726896374074936,1.1696797966957093,8.78,0.7689261758327484,1.7622817730903626,664,-0.002719253363466123,0.02052389470394701,14.0,394.91,1056000,132
3.9000000000000004,0.39902540320420876,1.1881483566761017,8.97,0.7958925604820252,1.6017425173521043,665,-0.004946608721802477,0.017743788836523892,15.100000000000009,396.28,1064000,133
3.9000000000000004,0.4476189896081016,1.136449742913246,8.88,0.8024653732776642,1.7120764136314393,666,-0.004845937130157836,0.019431920647621156,15.100000000000009,396.27,1072000,134
3.9000000000000004,0.46526945776304063,1.210042905807495,8.27,0.7973334962129592,1.7275708043575286,666,-0.0070060102560091765,0.01990336490329355,13.0,385.01,1080000,135
5.0,0.5191267787129423,1.198366700410843,9.52,0.8064270859956741,1.6919274067878722,668,-0.008201435111113825,0.019294542777352035,14.100000000000009,418.57,1088000,136
5.0,0.45211073435940585,1.1708088302612305,9.59,0.814827309846878,1.6423061192035675,668,-0.0083024723501876,0.01795308407396078,14.0,420.18,1096000,137
5.0,0.4840881925098599,1.1720710921287536,9.77,0.7593706381320954,1.8054376244544983,669,-0.005143137078848667,0.021472409218549728,14.0,419.68,1104000,138
5.0,0.4939161732682177,1.1886284279823303,9.87,0.7715051704645157,1.8354519653320311,670,-0.0025480122028966436,0.022245077518746256,14.0,422.58,1112000,139
5.0,0.5456227318800558,1.1525406044721604,10.3,0.7638324296474457,1.91919713139534,671,-0.009478391095763072,0.024596379860304295,15.0,433.0,1120000,140
5.9,0.4990585392677268,1.1886357259750366,10.73,0.7997766065597535,1.844062876701355,671,-0.008537195954158961,0.022701213797554375,16.0,451.14,1128000,141
6.9,0.5612496077637781,1.1770775198936463,11.19,0.7034094500541687,1.977495517730713,672,-0.008207529281207826,0.02673567632678896,17.0,451.14,1136000,142
7.0,0.4422837227468495,1.207127296924591,10.93,0.8160682249069214,1.635898146033287,673,-0.0030410998105071486,0.017989676534198223,16.10000000000001,448.18,1144000,143
6.9,0.4721362555601958,1.1909274876117706,10.98,0.7932857608795166,1.737267982363701,673,-0.006007148250355385,0.019871172965504228,17.0,456.83,1152000,144
6.9,0.4474273941267797,1.1832400131225587,10.9,0.7917589849233627,1.6698892140388488,674,-0.005020593486842699,0.018405107732396574,17.0,457.54,1160000,145
6.0,0.42247694555952786,1.1913998639583587,10.69,0.8053344053030014,1.6703057652711868,675,-0.005255993173923343,0.01859673541970551,16.10000000000001,448.31,1168000,146
6.0,0.5046458311418163,1.1560066378116607,10.29,0.7685510140657424,1.7817009526491165,675,-0.007213758053258062,0.020651967520825563,14.100000000000009,448.54,1176000,147
6.0,0.45313162596609663,1.161739012002945,10.5,0.8036358839273453,1.6468008095026017,676,-0.005161668583168648,0.017865105592645706,14.100000000000009,459.24,1184000,148
6.0,0.4641462786401047,1.1640496289730071,10.87,0.7552314954996109,1.7313639837503434,677,-0.0019558254611911252,0.019909746823832394,16.10000000000001,462.13,1192000,149
6.9,0.5014276635604565,1.1181637567281724,11.18,0.7651995980739593,1.8653827673196792,678,-0.006901219531719107,0.02285519864410162,17.0,473.13,1200000,150
6.9,0.5563468731942379,1.1092275196313859,11.57,0.7654774463176728,1.9273787397146225,678,-0.011242182584828697,0.024733384917490185,17.0,485.62,1208000,151
7.0,0.4614074630218002,1.138578851222992,12.01,0.7828879982233048,1.693480303287506,679,-0.006683460079730139,0.019099975186400116,18.0,492.15,1216000,152
7.0,0.44338613202846444,1.1510085463523865,12.2,0.7888544088602066,1.6085346472263335,679,-0.0054872077901382,0.017269055997021495,18.10000000000001,498.96,1224000,153
7.0,0.4868241127774155,1.155395851135254,12.5,0.796423180103302,1.6871515160799027,680,-0.005315621533663943,0.01871408799663186,20.0,505.87,1232000,154
7.0,0.42020073084005866,1.2126706731319428,12.19,0.8325513106584549,1.5642105531692505,681,-0.0027764475124422462,0.015994294169358908,18.200000000000017,506.49,1240000,155
7.0,0.4196570842527685,1.2090932357311248,12.05,0.8194636172056198,1.5722684836387635,681,-0.003395784875610843,0.01631386003922671,18.0,500.76,1248000,156
6.0,0.4301754223698408,1.2111192047595978,11.5,0.7995013576745987,1.686752156019211,682,-0.005484089571400546,0.018571762801147997,17.10000000000001,480.04,1256000,157
6.0,0.4760064768614962,1.186612423658371,11.26,0.7448729449510574,1.8703238183259965,682,-0.0006986426023649983,0.02296212929766625,17.0,472.41,1264000,158
6.0,0.5102612250979672,1.1539374315738677,11.39,0.7692975497245789,1.8630894923210144,683,-0.009195692721405066,0.022773521794006227,17.10000000000001,478.9,1272000,159
6.9,0.497705530594689,1.144506986141205,11.23,0.7647419482469558,1.8916292715072631,684,-0.001088364904280752,0.023153367233462632,17.0,475.54,1280000,160
7.0,0.5293404696094322,1.118284050822258,11.77,0.7834127646684647,1.8863762772083283,684,-0.010757286390435184,0.02333351707085967,18.0,483.48,1288000,161
7.0,0.45370805941362874,1.1455078995227814,11.77,0.80431964635849,1.6762677240371704,685,-0.006745810675201937,0.018202503095380962,17.10000000000001,483.33,1296000,162
7.0,0.48303099317646475,1.157532160282135,12.37,0.7695829945802689,1.7929853773117066,686,-0.0030970888403317074,0.021396727082319558,18.10000000000001,492.07,1304000,163
7.0,0.494107884884965,1.1782453989982604,12.47,0.7570945429801941,1.8478907454013824,686,-0.007362150910048513,0.023530715415254234,18.10000000000001,495.23,1312000,164
6.9,0.5151187359326469,1.1496411061286926,12.28,0.7441031259298324,1.8750208592414856,687,-0.008729608993744477,0.024119025650434195,18.0,484.69,1320000,165
6.9,0.5130706056229399,1.1755406510829927,12.46,0.7619095784425736,1.874080393910408,687,-0.004536636794509832,0.022962999665178358,18.0,479.72,1328000,166
6.0,0.5628537644535038,1.1110109066963196,12.44,0.7227454918622971,1.9841061794757844,688,-0.004724215444293804,0.02624185281340033,18.0,482.45,1336000,167
6.9,0.4640976004559286,1.1350501108169555,13.11,0.8069809758663178,1.6902410131692887,688,-0.002949476592038991,0.018842723090201616,19.0,498.96,1344000,168
6.9,0.4757525824537789,1.1814747393131255,13.04,0.7926800638437271,1.8019271105527879,689,-0.005700447338167578,0.02144174373243004,19.0,500.11,1352000,169
8.0,0.4933769790144602,1.1626537692546846,13.49,0.7709094327688217,1.8860818529129029,689,-0.00758306226140121,0.023958790656179188,19.10000000000001,508.48,1360000,170
7.9,0.5150614175154573,1.1644538635015487,13.55,0.7423524606227875,1.8909501695632935,690,-0.008413188343401998,0.02341253374237567,19.0,515.87,1368000,171
6.9,0.5405216547075261,1.1427052786946297,12.83,0.6579687792062759,1.8931602704524995,691,-0.011440406402107329,0.024774007853120564,19.0,502.93,1376000,172
