PMM:episode_rewards,P09:episode_rewards,P01:episode_rewards,value_loss,policy_entropy,fps,policy_loss,grad_norm,epoch_idx,explained_variance,advantage_norm,frames,episode_length
1.47,4.0,0.0,0.021036368070635945,1.3569462502002716,315,-0.006662943369010463,0.5332562758023763,13,0.5755020743608474,1.6832346972823142,104000,185.28
1.67,5.0,0.0,0.012456011282629333,1.3276312506198884,319,0.0004970846395008266,0.3877032931051215,14,0.6597557163238525,1.2913314092159272,112000,190.64
1.63,4.1000000000000085,0.0,0.019272592855850236,1.3182634595036506,322,-0.004227258719620295,0.5796135846906844,15,0.668997066617012,1.4562135192751884,120000,191.28
1.56,4.0,0.0,0.01222705385647714,1.3623222422599792,324,-0.00526340435113525,0.4421338419094205,16,0.8085344189405441,1.2273975592851638,128000,188.57
1.41,5.0,0.0,0.01385803502984345,1.3571785593032837,326,-0.002910182993509807,0.5256351579791162,17,0.8097626614570618,1.3300027254223823,136000,183.62
1.87,6.0,0.0,0.009183682517614216,1.3436057233810426,328,-0.004353001285053324,0.3506841024114482,18,0.8895864725112915,1.1098209822177887,144000,198.13
2.1,6.0,0.0,0.010844248217181303,1.3484666776657104,332,0.0004371989704668522,0.3191173791229161,19,0.8816047418117523,1.1449588930606842,152000,209.23
2.21,6.0,0.0,0.007455337308347226,1.3328202164173126,338,-0.004177847221726551,0.31323833085672725,20,0.9184416615962983,0.9955957543849945,160000,212.98
2.38,5.1000000000000085,0.0,0.006253526779182721,1.3409751796722411,344,-0.0013436220941366627,0.2731501749787053,21,0.9255023777484894,0.9176756262779235,168000,220.27
2.07,5.0,0.0,0.005613845256739296,1.3396485841274262,350,-0.0016171174797636923,0.24921000617495415,22,0.9456720489263535,0.874571752846241,176000,210.02
1.99,5.0,0.0,0.018256699540652333,1.3195675307512282,355,-0.005076531299600902,0.5486169833698556,23,0.9065640509128571,1.050370754301548,184000,204.65
2.36,6.1000000000000085,0.0,0.0054216171929147095,1.3453394711017608,360,-0.0020293174593825824,0.2666239328608193,24,0.9451952040195465,0.8211650389432907,192000,214.67
2.39,8.100000000000009,0.0,0.008563365970621817,1.3471449732780456,365,-0.0007552204543026164,0.3042762514743878,25,0.9162921732664109,0.96605609446764,200000,214.39
2.57,9.0,0.0,0.004152628874289803,1.345126440525055,369,-0.0009604676558592473,0.2017645729556472,26,0.9532051664590836,0.7284953063726425,208000,220.61
2.48,6.1000000000000085,0.0,0.01928093701659236,1.344384390115738,373,-0.0027956123842886884,0.4186029569161346,27,0.9147828483581543,0.8596944972872734,216000,222.13
1.78,5.1000000000000085,0.0,0.003921578206354752,1.3459993731975555,376,-0.0015104534439888085,0.18270099533728118,28,0.9580444139242172,0.6587164753675461,224000,199.29
1.67,5.0,0.0,0.004203239881608169,1.3534506249427796,373,-0.0004073454049648717,0.2025131979272177,29,0.9532132875919342,0.698480408936739,232000,192.19
1.79,5.0,0.0,0.003812278722907649,1.3579381692409516,374,-0.0007392943653394468,0.19150894767947435,30,0.9611574643850327,0.6505078157782554,240000,197.89
2.09,5.0,0.0,0.004832077058672439,1.3536098909378051,376,0.00012173252209322527,0.21936957719947234,31,0.9557356172800064,0.7809563502669334,248000,208.89
2.53,5.0,0.0,0.005870042095775716,1.337688695192337,376,-0.002471370265702717,0.2348884750671408,32,0.9252757942676544,0.8187551409006119,256000,225.11
2.83,9.0,0.0,0.0034291332263092045,1.34803582072258,376,-0.0014265622684615665,0.18937091066883838,33,0.9611068034172058,0.6449441955983639,264000,235.41
2.17,5.1000000000000085,0.0,0.0041461208806140345,1.3608588993549346,367,-0.0014830844503012485,0.19472590088284722,34,0.9331276232004165,0.6901860190927982,272000,210.6
1.93,5.0,0.0,0.004248739528702572,1.363853670358658,361,-0.00124566488993878,0.20828376382347308,35,0.9558557444810867,0.7423482531309128,280000,201.57
2.0,5.0,0.0,0.005385807961574756,1.3517766308784485,357,1.7868983559310436e-06,0.20274669157649924,36,0.952835557460785,0.8206709432601929,288000,202.81
2.08,5.0,0.0,0.006485292257566471,1.3626542460918427,354,-0.0023794889741111545,0.25797568458101333,37,0.9270933622121811,0.9077633567154407,296000,207.43
2.26,5.0,0.0,0.004614806625177152,1.3681806385517121,352,-0.0010241265154763823,0.20546043143650913,38,0.9364208412170411,0.7694754096865654,304000,213.96
2.18,7.1000000000000085,0.0,0.006145282502111513,1.3628936040401458,351,-0.00022859494754811748,0.23794714328527225,39,0.9230203014612198,0.8812004914879799,312000,207.84
2.12,8.0,0.0,0.005448899388429709,1.3596435713768005,349,-0.0023278800141997634,0.22438827886849058,40,0.9510833537578582,0.8076077514886856,320000,202.67
2.04,5.0,0.0,0.004851174081559293,1.3622173535823823,347,-0.0007218965620847939,0.21505324028426578,41,0.9408402800559997,0.7886482319235801,328000,203.43
2.03,5.0,0.0,0.00714222475537099,1.355524823665619,345,-0.001138084781850921,0.2659688438879766,42,0.9357995516061783,0.9665732389688492,336000,205.26
2.64,6.0,0.0,0.00548697715945309,1.3457990455627442,343,-0.0007802571938373148,0.22190758073542635,43,0.940287726521492,0.830681768655777,344000,223.62
2.31,6.200000000000017,0.0,0.0032611933286534624,1.3468872439861297,341,-0.0007878172541677486,0.1637689157590593,44,0.9645570868253708,0.6221258030831813,352000,212.1
1.75,5.0,0.0,0.00774026746454183,1.368025106191635,340,-0.0046926686933147724,0.32166586923501717,45,0.8924268877506256,0.9911108842492103,360000,196.42
2.05,5.0,0.0,0.005331933360721451,1.3510414886474609,338,-0.0007105119484549505,0.23197876565270661,46,0.9518186473846435,0.8217377758026123,368000,208.26
2.37,8.0,0.0,0.005680014203535393,1.3492555022239685,337,-0.0011168940080096945,0.21842058730123373,47,0.9451662617921829,0.8357554924488068,376000,214.22
2.67,9.0,0.0,0.0035683265581610613,1.3582515347003936,335,-0.0008566965401405469,0.1690780686984545,48,0.9605040848255157,0.6681522411108017,384000,224.7
2.07,8.0,0.0,0.0027643849213200154,1.3444603979587555,333,-0.0009077490972049418,0.149479730194097,49,0.9737397998571395,0.5811884486675263,392000,204.6
2.07,5.0,0.0,0.003547625327191781,1.351953775882721,332,-0.0008903686940902844,0.18478440698532916,50,0.9669883543252945,0.6628678886592388,400000,205.89
1.98,5.0,0.0,0.006874677246669307,1.3611376118659972,331,-0.00040095652075251565,0.24386105076485795,51,0.9013948613405227,0.9306772327423096,408000,204.71
1.96,5.0,0.0,0.005990279889083468,1.3654767084121704,330,-0.0010073456868121865,0.225800685537488,52,0.9228901278972625,0.8823551478981971,416000,207.17
1.85,5.0,0.0,0.0030640658052288926,1.3511874413490295,329,-0.0006084555437882955,0.16474377922120162,53,0.9720785093307495,0.6000503161549569,424000,199.69
2.16,6.0,0.0,0.00733419033116661,1.361442220211029,327,-0.0005432249781733844,0.25714021286007105,54,0.9179548186063766,0.9478014951944351,432000,209.54
2.32,6.0,0.0,0.0054440435668220745,1.358914783000946,326,-0.0009395360806956888,0.21328213164660773,55,0.945098038315773,0.8562066286802292,440000,216.33
2.22,5.1000000000000085,0.0,0.0037325705552939325,1.3500899183750152,326,-0.0010938034584978594,0.18037663352887826,56,0.9696542024612427,0.6696164190769196,448000,214.06
2.54,5.1000000000000085,0.0,0.0030164793119183742,1.3471951937675477,325,-0.0006302696048805956,0.1516715011692632,57,0.9751822108030319,0.6019473001360893,456000,226.83
2.56,6.0,0.0,0.00655431322811637,1.3580648112297058,325,-0.002589802182483254,0.24124127856248492,58,0.935674113035202,0.8515846924483776,464000,227.26
2.36,6.0,0.0,0.005871962228557095,1.3610633862018586,323,-0.0010491876862943172,0.22392210988913064,59,0.9380247646570206,0.8710645911097527,472000,220.61
2.38,6.0,0.0,0.005773991378955543,1.3577818703651428,323,-0.0003246902797764051,0.23267102619197508,60,0.9430190581083298,0.873051998615265,480000,221.38
2.32,6.0,0.0,0.00474537286994746,1.3563524055480958,322,-0.0012393363529190537,0.1911328455108966,61,0.9517494457960128,0.7736986750364303,488000,219.6
2.62,6.0,0.0,0.006212562458822504,1.352819218635559,321,-0.0002782447377103381,0.2212940131496749,62,0.9264715188741683,0.8881301230192185,496000,231.16
2.51,5.0,0.0,0.009080371628515422,1.350570877790451,321,-0.003017336662451271,0.2979219565469181,63,0.8926572382450104,1.0830224040150642,504000,227.22
2.62,5.0,0.0,0.005992298416676931,1.3385893666744233,321,-0.0006448369890858885,0.2443315994206769,64,0.9447451603412628,0.8939168754220009,512000,227.74
2.66,6.0,0.0,0.006957523121964186,1.3480366885662078,321,-0.002012709246191662,0.26055324186729734,65,0.9252259832620621,0.9584085074067116,520000,226.38
2.98,9.0,0.0,0.004397133488673717,1.3502095806598664,321,-0.0009804104740032927,0.19966135681569522,66,0.9518386006355286,0.7873422631621361,528000,236.26
2.44,9.0,0.0,0.006124111827812157,1.3554583024978637,321,-0.0006768722967899521,0.23840286774644415,67,0.9201802331209182,0.8691115328669548,536000,213.77
2.34,5.1000000000000085,0.0,0.006027421823819168,1.3452200782299042,320,-0.0014698913373285905,0.24258397835885767,68,0.9396542429924011,0.9089099168777466,544000,213.14
2.6,6.0,0.0,0.012015558666316793,1.3139962756633758,320,-0.0013643308827886358,0.37896182844319953,69,0.8648275184631348,1.30202191978693,552000,224.0
2.31,5.0,0.0,0.001885450638947077,1.3297368109226226,319,-0.0006230245373444632,0.13802183413469593,70,0.9822423589229584,0.489780682772398,560000,221.39
2.22,5.0,0.0,0.0031662251020316036,1.355271863937378,319,-0.0006522855547518703,0.1775927188587113,71,0.9693790686130523,0.6377088721096515,568000,218.29
2.02,5.0,0.0,0.004396919026039541,1.3571081447601319,319,-0.0006235794398526196,0.20635818935620978,72,0.9601537925004959,0.7521070989966393,576000,205.32
2.09,5.0,0.0,0.006078813215135597,1.3417795348167418,319,-0.0014514538249204634,0.24046511150005045,73,0.9488039153814316,0.8878101348876953,584000,205.55
2.82,7.200000000000017,0.0,0.006178318282472901,1.3366375994682311,319,-0.0002312660972120284,0.24215176158893711,74,0.9405356740951538,0.9304059979319572,592000,230.87
3.08,9.0,0.0,0.00465115579077974,1.3554834067821502,319,0.00010241148876957595,0.21215592668425692,75,0.953135803937912,0.7806683775782585,600000,242.52
2.8,6.1000000000000085,0.0,0.01086955998558551,1.3386269080638886,318,-0.002495292113744654,0.3434499674627103,76,0.8923524278402328,1.2151976037025451,608000,232.7
2.26,5.0,0.0,0.009262626398121938,1.310203583240509,318,-0.001251209769397974,0.30914863473606835,77,0.8872652357816696,1.1410221189260483,616000,213.47
2.6,8.0,0.0,0.00934447482228279,1.3033384323120116,318,-0.0037116455798968675,0.32706820079131854,78,0.9053430718183517,1.1402475821971894,624000,224.31
3.12,9.0,0.0,0.00953961243503727,1.286649296283722,318,0.0005196921678725631,0.3178129691228045,79,0.902745948433876,1.164405344426632,632000,241.19
2.8,8.0,0.0,0.011108176879351958,1.2879501760005951,318,-0.004777035053703003,0.3505397262817547,80,0.87941750228405,1.2483181804418564,640000,226.43
3.02,9.0,0.0,0.007770634619519114,1.2809384083747863,318,-0.002436000283487374,0.2973577641938954,81,0.9022467917203904,1.0708979386091233,648000,233.03
3.23,9.0,0.0,0.008491014601895585,1.3044177401065826,318,-0.0025622356380335986,0.31587447763059,82,0.9134907186031341,1.105602721273899,656000,241.16
3.21,9.0,0.0,0.00966963529237546,1.314757455587387,318,-0.002703260721900733,0.3831799874634331,83,0.8987575018405914,1.150753940343857,664000,242.23
3.36,9.0,0.0,0.007421882143244147,1.3057255971431732,318,2.4876355782907923e-05,0.3010674258870962,84,0.9252198380231857,1.0378101578354835,672000,248.0
3.45,9.0,0.0,0.011328024095855654,1.2919530916213988,318,-0.0029824866387639305,0.3767680497267083,85,0.8824761670827865,1.2752581584453582,680000,249.77
3.55,9.0,0.0,0.00843060392420739,1.308109964132309,318,-0.0012008442838850897,0.3173273433911267,86,0.9170073944330216,1.1129527908563615,688000,253.61
3.72,9.0,1.0,0.009305682969279588,1.3041004407405854,318,-0.0029939304338768126,0.3256685200038617,87,0.9141334158182144,1.1595330142974853,696000,257.31
3.63,8.0,1.0,0.008960805870592593,1.3146730601787566,318,-0.000380605878890492,0.32704311266353403,88,0.9023358851671219,1.1291275465488433,704000,255.02
3.86,9.0,0.0,0.009576326804235577,1.309953681230545,318,-0.001855209623463452,0.31788377475544777,89,0.9050194376707077,1.1930155843496322,712000,264.07
3.82,9.0,0.0,0.010276046281214804,1.2949099016189576,318,-0.002349420656451002,0.37012544882520027,90,0.8915736430883408,1.2372707885503769,720000,259.13
4.16,9.0,0.0,0.011991048442432657,1.2618451142311096,318,-0.002267713742548949,0.41213586354228665,91,0.8687794244289399,1.3134559285640717,728000,270.9
4.64,10.0,0.0,0.011342663026880473,1.3023907124996186,318,-0.0029124623121970215,0.38746740319353734,92,0.895513905286789,1.2815292274951935,736000,282.56
4.47,9.0,0.0,0.010653900732286274,1.3077832627296448,318,-0.002107115383405471,0.34615569137459645,93,0.8771023535728455,1.2398751628398896,744000,278.09
4.48,9.0,0.0,0.01124889804981649,1.2804229497909545,318,-0.006092373353385483,0.3866688392795153,94,0.8749091511964798,1.2955935132503509,752000,277.67
4.31,9.0,0.0,0.009636339412536473,1.3125326323509217,318,-0.0023609051713719964,0.3597845745397122,95,0.894653582572937,1.1865848886966706,760000,272.75
4.57,10.0,1.0,0.012600041311234236,1.3029744601249695,318,-0.0039825046590704,0.3899184981352471,96,0.8637718415260315,1.367127097249031,768000,276.53
4.79,10.0,1.0,0.010991018435452133,1.2889335191249847,318,-0.001977260197745636,0.3642511901244439,97,0.8952991217374802,1.27361435174942,776000,280.36
4.62,10.0,1.0,0.012721982495859265,1.2766814565658569,318,-0.003285565957776271,0.39603128324693565,98,0.8632640367746354,1.3865361410379409,784000,275.82
4.96,10.0,1.0,0.009828225548844785,1.2969452404975892,318,-0.00312214526347816,0.3399275018731205,99,0.9015093010663986,1.1971821814775467,792000,286.67
5.25,10.0,1.0,0.011114268763922155,1.3065566039085388,318,-0.004999129381394596,0.3782344395841705,100,0.8930246317386628,1.277483868598938,800000,298.93
5.41,10.0,1.9000000000000004,0.014082406158559024,1.28898383975029,318,-0.001834701044135727,0.44733888734828525,101,0.8510038340091706,1.4471185863018037,808000,304.58
5.38,10.0,2.0,0.015869125393219292,1.236278065443039,318,-0.0054968351614661515,0.44685285483201986,102,0.8335754162073136,1.5468373280763625,816000,307.97
5.37,9.0,2.0,0.01619883698876947,1.2241486883163453,318,-0.005798027873534011,0.5091592997488837,103,0.8188127321004868,1.5578094792366028,824000,305.27
5.67,10.0,2.0,0.015702041694894434,1.2404513895511626,318,-0.00311286416821531,0.48459366749612665,104,0.8307976287603378,1.5483364522457124,832000,316.3
6.12,11.0,2.9000000000000004,0.018519491106271744,1.2175672590732574,318,-0.009347195970476604,0.5428374935136048,105,0.7958218657970428,1.6497325932979583,840000,329.47
6.45,11.0,3.0,0.017877356237731873,1.2234468472003937,318,-0.00520355839500553,0.49948945375631254,106,0.8102458149194718,1.653515990972519,848000,338.89
6.71,11.0,3.0,0.013260551174171268,1.2460705828666687,318,-0.0037980507883185054,0.43518245328614674,107,0.8573017740249633,1.4181873577833175,856000,348.18
6.9,12.0,3.0,0.01941179661080241,1.2263229036331176,318,-0.007264757374941837,0.5343138156219903,108,0.7874599993228912,1.7165232217311859,864000,349.22
7.07,12.0,3.0,0.016036075744777917,1.2330313897132874,318,-0.006233115773065947,0.5337817054437515,109,0.816189876794815,1.552729514837265,872000,356.24
7.47,12.0,3.0,0.02006852158345282,1.166849846839905,318,-0.006971839114557951,0.5741013795360488,110,0.7468227064609527,1.7404802095890046,880000,369.88
7.95,12.100000000000009,3.0,0.016994272177107632,1.185308598279953,318,-0.005188318021246232,0.4964323865213476,111,0.808141947388649,1.6120182192325592,888000,377.82
8.45,13.0,4.0,0.019501218860968946,1.2203006553649902,318,-0.004946223428414669,0.5123780829384199,112,0.7797476959228515,1.7180421078205108,896000,395.28
8.87,14.0,4.0,0.01806293842382729,1.1945922148227692,318,-0.004818734600964944,0.504623229305511,113,0.7645416009426117,1.6490512013435363,904000,404.68
9.21,14.0,4.0,0.016302458425052464,1.2194219493865968,318,-0.005338140874519013,0.49216297528916964,114,0.815715873837471,1.5588305354118348,912000,412.17
9.26,14.0,4.0,0.015433306023478508,1.1796095252037049,319,-0.004470010661461857,0.472402043896053,115,0.8096180087327958,1.5304776293039322,920000,412.13
9.16,14.0,4.0,0.017859506593085824,1.195157709121704,319,-0.0069262364506721495,0.5640688520165856,116,0.8173340231180191,1.6404786807298661,928000,408.92
8.99,14.0,4.0,0.01742174172308296,1.209629374742508,319,0.0008127322330255993,0.4798486800860984,117,0.8032113474607467,1.6284125369787217,936000,399.7
8.97,14.0,4.9,0.020769019345752895,1.2182306134700776,319,-0.006288746168720536,0.5420133600405075,118,0.7618313336372375,1.7610438013076781,944000,407.63
9.19,14.100000000000009,5.0,0.016955785304307937,1.1834724867343902,319,-0.006105743630323559,0.48921331237266485,119,0.8072746306657791,1.600617019534111,952000,414.17
9.15,14.100000000000009,5.0,0.019145128326490523,1.1830775463581085,319,-0.005042124403698836,0.5185204987768784,120,0.7879215955734253,1.7105114090442657,960000,413.79
9.26,15.0,5.0,0.021614806251600383,1.1390623599290848,319,-0.005380344259610865,0.5565382856649408,121,0.7596055817604065,1.826871590614319,968000,420.33
9.47,14.100000000000009,5.0,0.018211394920945166,1.166123081445694,319,-0.00404751707392279,0.4792234969383996,122,0.7951164019107818,1.6647935777902603,976000,433.09
9.26,13.100000000000009,5.0,0.018410687162540854,1.200579948425293,319,-0.005960730218721438,0.5745044317452318,123,0.8110594469308853,1.66947827398777,984000,422.51
9.15,13.0,5.0,0.017572053400799634,1.2076294684410096,319,-0.006049981668184046,0.5808095132129617,124,0.7845595133304596,1.637627420425415,992000,418.92
9.44,14.0,5.0,0.018324027294293044,1.2174634158611297,319,-0.0028259060010896063,0.5061988046297977,125,0.7991618680953979,1.6676113414764404,1000000,424.64
9.12,14.0,4.0,0.021365216095000507,1.1985579311847687,319,-0.006687640066375024,0.5870585475743547,126,0.7690333878993988,1.767393074631691,1008000,413.5
9.33,14.0,4.0,0.01991210744716227,1.2207220363616944,319,-0.005195442310650833,0.5578657018230389,127,0.7743463724851608,1.731982302069664,1016000,419.22
9.74,16.0,4.9,0.017923905602656304,1.198982241153717,319,-0.0006704517378238961,0.5504647636461979,128,0.8104509049654007,1.6321808445453643,1024000,433.2
10.57,17.0,5.0,0.021196336443535982,1.165099577307701,319,-0.007528249786118977,0.5992501222404466,129,0.7703379243612289,1.792377954721451,1032000,447.46
10.61,17.0,5.0,0.018154376870952546,1.2143279194831849,319,-0.004113413676968776,0.5410485493077082,130,0.8155817514657975,1.6572910463809967,1040000,449.84
10.7,17.0,5.0,0.020554225291125477,1.198240031003952,319,-0.01035102337176795,0.6000424252676595,131,0.7539965611696243,1.7649355787038803,1048000,459.54
11.22,17.0,6.0,0.023162539759650828,1.1344515419006347,319,-0.007742929798696423,0.6381807705984565,132,0.7492947322130203,1.871748342514038,1056000,465.63
11.78,18.0,6.0,0.02471308127976954,1.1468937063217164,319,-0.005443165635660989,0.670886362775136,133,0.7370557850599289,1.940724220275879,1064000,481.12
11.68,18.0,6.0,0.01939335586037487,1.1605021798610686,319,-0.004817819789750501,0.5424098282666935,134,0.7667152667045594,1.7183360183238983,1072000,490.75
11.52,17.10000000000001,6.0,0.022473029773682356,1.1800375950336457,319,-0.0071399510547053065,0.5911618390544898,135,0.7404740583896637,1.8440381169319153,1080000,489.56
11.93,18.10000000000001,6.0,0.024642419018782676,1.155591537952423,319,-0.005536106866202317,0.6284564537025861,136,0.7609261161088944,1.93579150557518,1088000,496.05
12.36,18.10000000000001,7.0,0.02976091105490923,1.0888035422563553,319,-0.00705133476832998,0.8401142449550233,137,0.6695939314365387,2.0573765218257902,1096000,510.57
12.16,18.0,7.0,0.021086752931587398,1.1509617006778716,319,-0.0055066471337340776,0.64880354176482,138,0.769970161318779,1.78425277531147,1104000,504.24
12.17,18.0,7.0,0.020821502441540362,1.1192882907390596,319,-0.0023435078209149652,0.5552172697804736,139,0.7634439611434937,1.7761740028858184,1112000,501.32
12.86,19.0,6.9,0.025929949320852755,1.134270150065422,319,-0.01156198674463667,0.6384847457712731,140,0.726105871796608,1.9754654502868652,1120000,499.49
13.08,20.0,7.0,0.024209935814142228,1.1404636150598526,319,-0.007837220109067858,0.6470977165549361,141,0.7489406967163086,1.9274672520160676,1128000,510.91
13.21,20.0,7.0,0.021098722983151675,1.136733454465866,319,-0.007668178941821679,0.6083183822691085,142,0.768337209224701,1.791751629114151,1136000,515.91
13.08,20.0,7.0,0.01921740640886128,1.1923356568813324,319,-0.005209855629509548,0.5224061614836828,143,0.7995029443502426,1.6792285257577897,1144000,520.17
13.31,20.0,7.0,0.019922619881108404,1.1577996325492859,319,-0.001488329929561587,0.5183931831235101,144,0.7798253047466278,1.7382370483875276,1152000,517.76
13.32,20.0,7.0,0.02639233838301152,1.1607727909088135,319,-0.011118609276600182,0.6312616271229949,145,0.734017139673233,1.999419198036194,1160000,519.73
13.6,20.0,8.0,0.025705653838813305,1.1591201013326644,319,-0.008436716688447633,0.7139629093681467,146,0.745305757522583,1.966363273859024,1168000,536.02
13.35,19.0,8.0,0.021462699668481945,1.153934238553047,319,-0.0033352236001519485,0.5849478670960614,147,0.7716984832286835,1.7996379548311234,1176000,536.03
13.24,19.0,8.9,0.025365493916906415,1.138461513519287,319,-0.007196569777443073,0.6121210487833919,148,0.7528427505493164,1.9568355250358582,1184000,532.07
13.57,19.0,8.9,0.025804269830696284,1.076709627509117,319,-0.01210672872752184,0.7087461106022823,149,0.7265933853387833,1.9747943437099458,1192000,539.0
14.73,21.0,9.0,0.027362136277370153,1.0839929062128066,319,-0.005234776187717216,0.7133019054674986,150,0.6991866511106491,2.04124640583992,1200000,558.83
15.07,21.0,9.0,0.03006688300985843,1.0535260081291198,319,-0.013323645324562676,0.9559693816968549,151,0.7230852580070496,2.126736670732498,1208000,575.58
15.58,21.200000000000017,9.9,0.02731395966373384,1.0531494170427322,319,-0.012697835388826207,0.7926891427140424,152,0.7144232988357544,2.0239074528217316,1216000,589.94
15.47,21.0,10.0,0.023809042600914834,1.1338002890348435,319,-0.006090327259153127,0.6177361287890677,153,0.7363159501552582,1.90028773188591,1224000,586.61
15.81,23.0,10.0,0.02606423103250563,1.1140970343351364,319,-0.004244566877605394,0.7728319357270902,154,0.7214870190620423,1.9864690923690795,1232000,589.15
16.09,23.0,10.0,0.02809172449167818,1.0972976034879685,319,-0.008303738561808131,0.770536893565876,155,0.7342480641603469,2.0424470281600953,1240000,599.53
16.41,23.0,10.0,0.02757891975576058,1.067748662829399,319,-0.008740134536164988,0.664611327945983,156,0.7174664443731308,2.0351082849502564,1248000,605.37
16.14,23.0,10.0,0.025896174563094974,1.078586722612381,319,-0.009353241220815108,0.6620132130015728,157,0.7403659015893936,1.9805895435810088,1256000,608.29
16.03,22.10000000000001,10.0,0.02707289218902588,1.0539679616689681,319,-0.014858219272691714,0.8512121127056586,158,0.71113050699234,2.019786057472229,1264000,604.92
16.05,23.0,10.0,0.029831675039604308,1.1150706720352173,319,-0.006531503826845437,0.9241641884537324,159,0.7230160492658615,2.121600561141968,1272000,602.21
16.42,23.0,11.0,0.026211012457497417,1.1202465641498565,319,-0.0074257668042992005,0.7065333240697125,160,0.7560915011167526,1.990761649608612,1280000,609.85
16.63,23.10000000000001,10.0,0.029852134864777325,1.1318579351902007,319,-0.01011761685134843,0.7332804856824072,161,0.6999611610174179,2.1127450430393218,1288000,615.89
17.06,25.0,10.0,0.028109481381252407,1.125662425160408,319,-0.0073122036852873865,0.6550388741002756,162,0.7341158294677734,2.0563394248485567,1296000,628.34
17.17,25.10000000000001,10.0,0.028251432543620468,1.1338034105300903,319,-0.004343391237198375,0.6711228388656545,163,0.7326881158351898,2.0441176080703736,1304000,630.03
17.4,26.200000000000017,10.0,0.030285244518890978,1.1325345182418822,319,-0.010418616288807242,0.7053260637765918,164,0.6997388523817062,2.140052798986435,1312000,630.38
17.79,28.0,10.0,0.02865022635087371,1.1446227467060088,319,-0.008782899491488933,0.7431137844031872,165,0.7465358698368072,2.07114909529686,1320000,640.55
17.86,28.10000000000001,10.0,0.0244197725597769,1.1233022785186768,319,-0.00534450379316695,0.7434676965099243,166,0.7373951464891434,1.9251810717582702,1328000,644.7
18.26,28.0,11.0,0.03503447351045907,1.096829554438591,319,-0.012675602260860614,0.825930973677345,167,0.6800176614522934,2.276389491558075,1336000,660.94
18.52,28.0,11.0,0.029494204269722105,1.1160238540172578,319,-0.008444246025756002,0.74725069973381,168,0.7108088207244873,2.1092767882347108,1344000,664.5
18.74,28.0,11.9,0.029654746670275928,1.1372821134328843,319,-0.00984445541340392,0.7394935815652088,169,0.7239005064964295,2.1043633031845093,1352000,666.09
18.36,28.0,11.9,0.028347621075809,1.1255944687128068,319,-0.011341745500540129,0.707988051194303,170,0.727451474070549,2.0633709692955016,1360000,656.51
19.2,29.0,12.0,0.029888900676742196,1.0921672517061234,319,-0.006760382264619693,0.7480778629769609,171,0.6811579149961472,2.126846473813057,1368000,679.83
20.08,29.0,12.0,0.03651745393872261,1.123839772939682,319,-0.00773766252794303,0.8508365522276514,172,0.6701915955543518,2.331649558544159,1376000,692.99
19.79,28.10000000000001,12.0,0.02857195494696498,1.1385300785303116,319,-0.008703398942961939,0.6856544357949629,173,0.7475956267118454,2.084139654636383,1384000,687.13
19.89,28.10000000000001,12.0,0.028304502493701877,1.1148214954137803,319,-0.015240491791118985,0.8610421217326457,174,0.743244988322258,2.0399547696113585,1392000,689.29
