PMM:episode_rewards,P09:episode_rewards,P01:episode_rewards,value_loss,policy_entropy,fps,policy_loss,grad_norm,epoch_idx,explained_variance,advantage_norm,frames,episode_length
66.08,103.10000000000001,18.800000000000004,0.04268836241215467,1.0246470606327056,319,-0.012643888441380114,0.8924959654618444,346,0.6539760535955429,2.283284398317337,2768000,1159.15
65.77,102.10000000000001,18.800000000000004,0.04534540830180049,1.0176106542348862,319,-0.03315162179118488,0.9927992040839664,347,0.626087816953659,2.3498185050487517,2776000,1151.53
65.65,102.10000000000001,18.800000000000004,0.040054251002147795,1.0518664729595184,318,-0.009728447033558041,0.8740255430126499,348,0.6910964846611023,2.192302078604698,2784000,1147.75
69.47,104.30000000000003,19.0,0.08762245781254023,1.0159863859415055,318,-0.027411886197369312,1.173020923488208,349,0.7008128869533539,2.710109432339668,2792000,1192.53
73.98,110.20000000000002,26.900000000000002,0.057052927454933525,0.9635357290506363,318,-0.019858751476567703,1.0660449603155329,350,0.6206504589319229,2.668130315542221,2800000,1250.24
76.37,110.20000000000002,37.900000000000006,0.04283627255354076,1.0057637029886246,318,-0.016927983686000517,1.05026621868504,351,0.619426628947258,2.34026520550251,2808000,1267.02
78.28,110.20000000000002,41.9,0.042015757034532725,1.047083545923233,318,-0.021583252928685397,0.9949854213055568,352,0.6606245720386505,2.3004681318998337,2816000,1289.01
77.82,110.20000000000002,41.9,0.041551415640860796,1.047405450940132,318,-0.016768882453216064,0.9281477658843952,353,0.6488821685314179,2.2751329457759857,2824000,1295.46
77.45,110.20000000000002,40.9,0.03798380566295236,1.0634976333379746,318,-0.010869274273281916,0.8857110409590273,354,0.6613501971960067,2.1665024822950363,2832000,1287.9
76.03,108.20000000000002,40.9,0.06622633740771562,1.0686593890190124,318,-0.021175725614884868,1.4904881972544515,355,0.7749339735507965,2.90589063167572,2840000,1285.41
80.35,110.20000000000002,40.9,0.04282309596426785,1.061936702132225,318,-0.009722241456620396,0.8695250660750857,356,0.7030294638872147,2.3757337057590484,2848000,1290.56
80.35,110.20000000000002,40.9,0.0510470033949241,1.0967812538146973,318,-0.028844209677772598,0.9901449759839661,357,0.6656356912851333,2.5673549365997315,2856000,1279.7
81.27,112.50000000000004,39.9,0.05880798163823783,1.0870067650079727,318,-0.013393027521669865,1.2042366478232505,358,0.697508049607277,2.734378296136856,2864000,1250.27
81.4,112.50000000000004,39.9,0.03773255709558725,1.0857631218433381,318,-0.01644166770973243,0.7546645184143783,359,0.7046485877037049,2.0941725081205367,2872000,1251.72
79.03,110.20000000000002,38.800000000000004,0.049763273848220706,1.0527464634180068,318,-0.021453880257322453,1.172396592844037,360,0.6500093102455139,2.591409584283829,2880000,1238.01
76.73,108.20000000000002,36.9,0.04714598672930151,1.051841544508934,318,-0.018153722680872307,1.1143490620757077,361,0.6207335740327835,2.384343082904816,2888000,1222.98
76.67,108.20000000000002,35.9,0.03773006645031273,1.0725790244340896,318,-0.007210570918396116,0.7865538524002518,362,0.6664391475915908,2.1832826524972915,2896000,1222.2
78.23,108.20000000000002,35.0,0.12680602685082704,1.04788732111454,318,-0.038195964727783575,2.796989496389851,363,0.6818142873048783,3.4279527378082277,2904000,1215.06
77.87,108.20000000000002,35.0,0.03985591660719365,1.0125509172677993,318,-0.020775205867248587,0.8744837126629309,364,0.6384247833490372,2.269343763589859,2912000,1212.68
76.92,106.0,35.0,0.04458380229305476,1.0072214609384538,318,-0.017306460184190655,0.833281138003385,365,0.6629024249315262,2.40678790807724,2920000,1203.13
76.23,106.0,35.0,0.05019228832796216,1.0568375760316848,318,-0.0216828664165223,0.9098456852248543,366,0.6669492423534393,2.5125330913066866,2928000,1214.9
74.94,105.0,32.0,0.04559339276980609,1.0384199851751328,318,-0.02012754833936924,0.8847547906758843,367,0.6797003471851348,2.3254938352108003,2936000,1200.95
74.79,104.10000000000001,35.0,0.044126243172213434,1.0199274718761444,318,-0.018084352609294002,0.94510841139658,368,0.6533249390125274,2.368499227166176,2944000,1199.23
74.96,105.10000000000001,35.0,0.03420026095118374,1.0235489952564238,318,-0.0029951963550411166,0.8416106540250883,369,0.6635541266202927,2.0986101961135866,2952000,1192.03
70.71,104.10000000000001,34.900000000000006,0.04934528773184866,1.0597468078136445,318,-0.025862584036949555,0.8974217317126519,370,0.6164832693338395,2.4345052909851073,2960000,1181.67
70.32,104.0,35.0,0.04703716621268541,1.0442942881584167,318,-0.018658074082486563,0.9876505731424793,371,0.6516956919431687,2.4412861758470537,2968000,1179.43
70.99,104.10000000000001,35.9,0.037297313148155806,1.0503707391023636,318,-0.014230333134910324,0.7708165652965455,372,0.6884103178977966,2.096196664571762,2976000,1189.99
55.56,99.0,1.9000000000000004,0.056283078836277124,0.9912174465507269,318,-0.02374533932073973,1.1604258118103212,373,0.23490650534629823,2.633164458870888,2984000,1019.15
54.99,99.0,1.9000000000000004,0.031409631986171006,1.102282310128212,318,-0.005680190127459355,0.6860235129825312,374,0.6840459537506104,2.0145972561836243,2992000,1007.45
53.53,96.30000000000003,1.9000000000000004,0.04375267113093287,1.092351468205452,318,-0.016640832412522285,1.0621498658860948,375,0.6667899763584137,2.3801987129449844,3000000,996.92
44.87,84.0,0.9000000000000004,0.04893959528068081,1.142247412800789,318,-0.024098022829566617,0.8813510668536882,376,0.36732596695423125,2.4613039296865464,3008000,910.77
43.14,83.10000000000001,0.9000000000000004,0.027347967063542457,1.0674693995714188,318,-0.013498599382000976,0.6614605768176187,377,0.6855454647541046,1.8502944666147232,3016000,894.8
42.15,83.0,0.9000000000000004,0.03305655140429735,1.021313906311989,318,-0.017499466245353687,0.840194721933325,378,0.6873225611448288,2.0387170273065567,3024000,883.53
44.47,83.0,0.9000000000000004,0.0380432390421629,0.9943719744682312,318,-0.021246324704115978,0.8779142183179758,379,0.6906028121709824,2.1457108467817307,3032000,913.61
43.38,83.0,0.9000000000000004,0.05460195932537317,1.0368753480911255,318,-0.022041031674598345,1.1486053146899822,380,0.6219567716121673,2.603764678835869,3040000,903.78
43.6,83.70000000000006,0.9000000000000004,0.04071628045290709,1.0415733504295348,318,-0.019108562846668065,0.816708381852949,381,0.6373585104942322,2.229429593682289,3048000,913.24
44.21,91.10000000000001,0.9000000000000004,0.037824403000995516,1.0357158225774765,318,-0.01640151337502175,0.744427828226662,382,0.6621032577753067,2.1811330312490465,3056000,920.13
43.42,87.40000000000003,0.9000000000000004,0.04620001605711877,1.0431090515851975,318,-0.014517134620109572,0.9555044461545954,383,0.6753527039289474,2.353057268857956,3064000,915.46
43.5,87.10000000000001,0.9000000000000004,0.03832577107008547,1.0338575267791748,318,-0.0080930987582542,0.7524379869133013,384,0.6655639159679413,2.188387653827667,3072000,915.99
45.5,88.30000000000003,1.8000000000000007,0.04226605639792979,1.0712519681453705,318,-0.016727792382007466,0.8444230022734776,385,0.6438272857666015,2.2896324515342714,3080000,942.4
51.55,97.30000000000003,2.9000000000000004,0.049514333703555166,1.0418771547079086,318,-0.02920591459129355,0.9329858892976737,386,0.6790459203720093,2.4055047035217285,3088000,1013.06
53.34,97.30000000000003,5.9,0.07199723407858982,1.05661840736866,318,-0.016252281486158607,1.5381464963996265,387,0.7099642521142959,2.6034560453891755,3096000,1041.2
61.18,101.20000000000002,17.8,0.09731029840186238,1.0293584507703781,318,-0.0184607421970577,1.1869750793722482,388,0.4898363959789276,2.8421131950616836,3104000,1125.61
62.93,101.20000000000002,17.8,0.043299360377714036,1.0747444158792496,318,-0.01729835382226156,0.7694736276613503,389,0.6342647415399552,2.332640589475632,3112000,1149.81
64.58,103.10000000000001,17.8,0.036634142678231,1.091176901459694,318,-0.019362503279699014,0.7866412693954102,390,0.6625578081607819,2.1496473330259325,3120000,1177.9
65.81,104.30000000000003,19.9,0.0324718470685184,1.0954860097169876,318,-0.01680499821144622,0.835635179128381,391,0.7157018548250198,2.0200747805833816,3128000,1197.21
67.3,104.30000000000003,24.7,0.04286786051467061,1.0832111304998397,318,-0.008056302696641069,0.8362298589465423,392,0.6406769907474518,2.3093224930763245,3136000,1214.84
73.98,107.0,41.0,0.047918213619850575,1.0874835789203643,318,-0.026810317160561682,0.8812331469940606,393,0.6407503306865692,2.3730576288700105,3144000,1289.91
70.62,106.10000000000001,27.9,0.09870117479935288,1.0647178184986115,318,-0.027273114191484638,2.309587184116241,394,0.3714352601766586,2.9197239553928376,3152000,1217.32
68.89,106.10000000000001,24.5,0.0344652790017426,1.0795392739772796,318,-0.01564723108022008,0.9584905269727764,395,0.6392222732305527,2.098776212334633,3160000,1199.83
68.2,107.0,24.5,0.033936587520875035,1.086976121068001,318,-0.004097930340358289,0.6673295041567927,396,0.6833816438913345,2.0300090646743776,3168000,1191.22
67.72,107.0,24.5,0.05096042862161994,1.0566513270139695,318,-0.022289625774137675,0.8501725886638175,397,0.6951373594999314,2.409606162905693,3176000,1184.58
68.48,107.0,24.5,0.04304087032563984,1.0707936429977416,318,-0.00998658522439655,0.790769779418783,398,0.6285778105258941,2.2511439204216,3184000,1189.95
71.38,107.20000000000002,24.5,0.06714371618349105,1.0746406596899032,318,-0.021478483827086167,1.066963217072259,399,0.5819964540004731,2.7151844483613967,3192000,1201.0
70.84,107.0,24.5,0.05141253994312137,1.0336673486232757,318,-0.01646410012966953,0.8440005619939993,400,0.6165708291530609,2.53763018488884,3200000,1198.63
71.99,107.20000000000002,24.5,0.1370649396488443,1.0399130350351333,318,-0.01072461620946342,2.3061877715734234,401,0.6567118966579437,3.1670798444747925,3208000,1199.09
68.65,106.10000000000001,24.5,0.04582032789941877,1.0869000685214996,318,-0.025166061312193053,0.8436095039406843,402,0.6336260914802552,2.3461945593357085,3216000,1189.57
70.64,107.20000000000002,24.5,0.06616558927111328,1.0522620964050293,318,-0.01736496920377249,1.3304771323524918,403,0.6242206335067749,2.797325053215027,3224000,1199.42
72.81,107.20000000000002,24.5,0.045022255810908976,1.0926199573278428,318,-0.015635643581917977,0.8905417058301345,404,0.674620304107666,2.3583025681972503,3232000,1193.38
73.22,109.30000000000003,22.700000000000003,0.051917521839495745,1.078019506931305,318,-0.023919596115592866,0.8971884184773509,405,0.6266999912261962,2.5361626780033113,3240000,1189.23
76.75,112.30000000000003,22.700000000000003,0.7063343131449074,1.0628435772284865,318,-0.02484643460047664,6.46311664026404,406,0.6931864154338837,4.2473162186145785,3248000,1194.16
76.52,112.30000000000003,22.700000000000003,0.13109958992805332,1.0771960020065308,318,-0.01437522072228603,1.3342390939469004,407,0.39522670209407806,3.0175574654340744,3256000,1183.2
76.45,115.10000000000001,22.700000000000003,0.04564408394973725,1.069018592238426,318,-0.019243811750784517,0.8656044081457686,408,0.6733054107427597,2.356547012925148,3264000,1178.86
76.15,114.10000000000001,30.700000000000003,0.044367317333817484,1.04225712954998,318,-0.021047851915282082,0.8676954023775445,409,0.655223588347435,2.376610389947891,3272000,1190.42
78.91,114.10000000000001,37.7,0.04285816826857627,1.0377134692668915,318,-0.01568938538839575,0.8794414972205234,410,0.612240155339241,2.243469462990761,3280000,1227.63
82.54,114.10000000000001,46.0,0.05364891408476979,1.0536524999141692,318,-0.023687825218439686,0.9524398276755055,411,0.6588303357362747,2.502230100631714,3288000,1266.82
83.06,114.10000000000001,46.0,0.03969246114604175,1.0487608844041825,318,-0.017872673842939547,0.7748479291690863,412,0.7056380754709244,2.1815122073888777,3296000,1266.48
82.68,114.10000000000001,46.0,0.04869634212460369,1.0123821985721588,318,-0.01918988334189635,0.9364959262901279,413,0.6545605945587158,2.4288349038362504,3304000,1260.93
82.29,115.10000000000001,46.0,0.11849874846171587,1.0346482932567596,318,-0.023054008204780985,1.6717727431878189,414,0.5541941106319428,3.304812391996384,3312000,1250.28
87.93,138.70000000000005,46.900000000000006,0.0722836925694719,1.0379800468683242,318,-0.019423928813776,1.54917006243397,415,0.7146589589118958,2.8359523022174837,3320000,1253.26
90.42,157.90000000000006,45.900000000000006,0.07474656850099563,1.0351238125562667,318,-0.01997957036772277,1.5298795052679341,416,0.7058597505092621,2.8611651045084,3328000,1249.48
89.95,145.30000000000013,45.900000000000006,0.04461223808117211,1.049530601501465,318,-0.023816674997797237,0.9607814182026081,417,0.669210147857666,2.2482962900400163,3336000,1252.7
89.64,145.30000000000013,44.9,0.05380183341912925,1.0769739830493927,318,-0.01924929745378904,0.9428643750196641,418,0.6372994244098663,2.518639620542526,3344000,1247.2
89.11,138.60000000000005,44.0,0.06671820927411318,1.094521893262863,318,-0.0206084749288857,1.3749239536080808,419,0.6218445169925689,2.7637881374359132,3352000,1248.96
88.19,138.60000000000005,44.0,0.03735966038890183,1.0680528163909913,318,-0.016046918203777523,0.7732299996160081,420,0.6900040638446808,2.0923545491695403,3360000,1249.34
87.83,138.60000000000005,43.9,0.047803997551091014,1.0478972339630126,318,-0.0222506569174584,0.7976431816515093,421,0.6527514010667801,2.359080701470375,3368000,1240.94
84.2,136.20000000000002,42.5,0.05147868932690471,1.0860616463422774,318,0.0007268003790886723,1.0522343605605027,422,0.6750186228752136,2.5336030888557435,3376000,1232.88
86.12,138.60000000000005,38.0,0.04679163299966604,1.0792177671194076,318,-0.01964721151673075,0.7953733872325376,423,0.7000276935100556,2.3302821838855743,3384000,1242.21
88.97,159.70000000000007,42.5,0.0946097547467798,1.0564748418331147,318,-0.004025704514097015,1.8613606280949613,424,0.7432330101728439,3.111017374396324,3392000,1252.17
93.64,168.50000000000023,42.5,0.05528109677601606,1.052379651069641,318,-0.023757363812983386,1.054383781150612,425,0.693810567855835,2.5140538042783738,3400000,1271.45
94.54,168.50000000000023,43.0,0.04722350718453527,1.0684877049922943,318,-0.009881391227718268,0.8141362711769076,426,0.654143847823143,2.3876240497827528,3408000,1271.15
92.48,168.50000000000023,35.9,0.052930786183569584,1.0779313546419145,318,-0.024027075344201877,0.9402900864597664,427,0.5056676942110062,2.4508787423372267,3416000,1244.44
92.74,168.50000000000023,35.9,0.04110650841612369,1.0548652249574662,318,-0.00995892300386913,0.8788226889406557,428,0.6714798700809479,2.146232246160507,3424000,1245.63
90.91,168.50000000000023,35.9,0.04822704318212345,1.061871938109398,318,-0.017859987856354564,0.8311103206361078,429,0.6577301388978958,2.3764647895097735,3432000,1240.76
86.36,150.00000000000006,35.9,0.05327381532639265,1.0244246166944504,318,-0.02729992104228586,1.0070529431732766,430,0.6395451599359512,2.5456946730613708,3440000,1242.94
85.49,144.50000000000006,36.9,0.033703856468200684,1.0566647398471831,318,-0.009169918483967194,0.6423011423186282,431,0.6931833600997925,1.9750828087329864,3448000,1243.53
84.26,143.10000000000002,36.9,0.05625601561740041,1.0579558002948761,318,-0.023918419348192402,0.9115566681737299,432,0.6736810582876206,2.490411539673805,3456000,1243.0
90.34,159.70000000000007,36.9,0.08311560557689518,1.0535553497076036,318,-0.010822854810830904,1.4626101774897073,433,0.6717387318611145,3.177096988558769,3464000,1263.64
90.68,159.70000000000007,36.9,0.04989443027880043,1.065838741660118,318,-0.014075165509093495,0.9043561596661049,434,0.6719779217243195,2.272695790529251,3472000,1252.3
89.99,159.70000000000007,38.900000000000006,0.06194868132472038,1.0391601473093033,319,-0.025662032936234026,1.1111714870999188,435,0.6292718946933746,2.6338950282335283,3480000,1255.37
92.22,159.70000000000007,40.8,0.05265869115944952,1.089124748110771,319,-0.017129134584683924,1.0011864914869215,436,0.6646654742956162,2.4649268686771393,3488000,1271.14
96.16,166.0,42.900000000000006,0.061078062294982374,1.0813025104999543,319,-0.019307593865814852,1.2727797938476497,437,0.7226441335678101,2.7010656452178954,3496000,1286.74
100.59,179.5000000000001,42.900000000000006,0.07911297930404544,1.0832647895812988,319,-0.02550399669096805,1.1900433941537605,438,0.6568449163436889,3.0483041220903395,3504000,1290.97
100.59,178.0,43.0,0.0765635956544429,1.0715616238117218,319,-0.02291431968100369,1.2320423519822965,439,0.611145920753479,2.751535902619362,3512000,1292.88
98.23,167.2000000000001,43.0,0.04005808772519231,1.078292801976204,319,-0.006059674846183043,0.7185887127368429,440,0.6596826475858688,2.1730068761110304,3520000,1288.48
95.26,165.1,43.9,0.06763019844889641,1.1242424708604812,319,-0.036092779798900666,1.0585021359703597,441,0.2783653038740158,2.8143530964851378,3528000,1287.97
76.68,148.80000000000018,1.0,0.031398879252374175,1.2014766335487366,319,-0.000998990023508668,0.7264147399982822,442,0.17360589802265167,2.00102890253067,3536000,1043.4
75.63,148.80000000000018,1.0,0.024969700339715926,1.0947448474168777,319,-0.0032012710225535557,0.5370123073008721,443,0.6970255064964295,1.7277515947818756,3544000,1030.51
74.98,148.80000000000018,1.0,0.04457024553325027,1.1025100749731065,319,-0.012669765654718503,0.7867011676235234,444,0.6430077761411667,2.3993260830640795,3552000,1024.54
72.61,148.60000000000014,1.0,0.0865205302555114,1.0923252367973328,319,-0.008431331135798246,0.8889997341348155,445,0.49757288277149203,2.4417108583450315,3560000,1021.49
71.45,148.60000000000014,1.0,0.07588282394688577,1.073478661775589,319,-0.017816909273096825,1.245182008047309,446,0.6696542978286744,2.817318615317345,3568000,1026.72
36.65,87.20000000000002,0.0,0.061514991857111456,0.919391780346632,319,-0.03759445303643588,1.1852686617388177,447,0.08901341736316681,2.7199848169088363,3576000,698.92
21.16,72.20000000000002,0.0,0.020144576847087592,1.2724625396728515,318,-0.009872618250519737,0.6187067619176161,448,0.3400369656085968,1.7009774261713029,3584000,457.82
14.54,54.20000000000002,0.0,0.02732837009243667,1.112243446111679,318,-0.006874333721934817,0.7904911507633825,449,0.6340633058547973,1.8873546159267425,3592000,360.0
7.6,35.10000000000001,0.0,0.042075536539778115,1.071077806353569,318,-0.017863457481435033,0.780248283005206,450,0.6701256209611892,2.2111877781152725,3600000,311.23
8.19,36.10000000000001,0.0,0.02744801204651594,1.0701125609874724,318,-0.010226222397759556,0.593993179503042,451,0.7190194988250732,1.7692698746919633,3608000,319.21
10.66,39.0,0.0,0.07390616637654603,1.0445822894573211,318,-0.014619973054577714,1.0550003776088122,452,0.6574282681941986,2.8997659242153166,3616000,343.28
21.82,87.90000000000008,0.0,0.15284517160616815,1.0590177857875824,319,-0.019695493805920707,1.6027288555764687,453,0.5104434084892273,3.7490739929676056,3624000,423.67
31.93,110.20000000000002,0.0,0.047774700815789405,1.0748824322223662,319,-0.02263864438267774,0.9146401030554663,454,0.689088054895401,2.2698240840435027,3632000,511.89
34.35,110.20000000000002,0.0,0.048052807892672716,1.0811415815353393,319,-0.016971635676309233,0.7915878300283998,455,0.6428237682580948,2.359670190811157,3640000,543.4
41.52,110.20000000000002,0.0,0.04656820078846067,1.0667873346805572,319,-0.018062066457932815,0.7445577757101464,456,0.6257167619466781,2.3255519074201585,3648000,648.72
47.6,122.0,0.0,0.041758267809636894,1.071891347169876,319,-0.010364683152874931,0.8113265437133363,457,0.7162475562095643,2.1495418989658357,3656000,712.24
51.66,123.30000000000003,0.0,0.05312907638493925,1.0702747374773025,319,-0.01597483846999239,1.1031895835829761,458,0.7308136636018753,2.540875804424286,3664000,763.02
61.97,132.10000000000002,0.0,0.07458641598001123,1.0743006932735444,319,-0.022661897729267366,1.0910381381510448,459,0.6045043200254441,2.916248072385788,3672000,855.48
69.07,152.0000000000001,0.0,0.05173006837256253,1.1072570919990539,319,-0.013026521313295234,1.0472505008768465,460,0.6071919119358062,2.4365653944015504,3680000,933.82
76.13,170.10000000000002,0.9000000000000004,0.08932424434926362,1.0645420056581498,319,-0.016726192948408426,1.398062246679912,461,0.6692010074853897,3.0835787642002104,3688000,988.76
87.41,190.4000000000001,1.0,0.10153493250720202,1.0679149240255357,319,-0.012163284456473775,1.1895327574170862,462,0.6240935629606247,3.2733182168006896,3696000,1076.31
95.44,203.80000000000007,1.0,0.057367144250310954,1.0771303236484528,319,-0.0001691249804571271,0.9257194554481478,463,0.6536755728721618,2.5484576493501665,3704000,1130.33
100.47,203.80000000000007,1.9000000000000004,0.05708419092930853,1.072064946293831,319,-0.02207313172839349,0.8922033659844998,464,0.6285319823026657,2.582020938396454,3712000,1192.83
107.97,203.80000000000007,21.9,0.043963721725158396,1.0409550446271896,319,-0.01730276290407346,0.8355058581183574,465,0.6496922016143799,2.3241592061519625,3720000,1290.71
113.07,203.80000000000007,39.0,0.060332091297023,1.061887286901474,319,-0.016670313638178412,0.9875234001881892,466,0.6754843413829803,2.4784601992368698,3728000,1353.91
116.84,203.80000000000007,48.8,0.06579735190607608,1.0425109308958054,319,-0.02336313472711481,1.1648591493169287,467,0.6933353441953659,2.7199550914764403,3736000,1393.84
127.11,233.40000000000003,60.0,0.16170518090482802,0.9965033024549484,319,-0.018623009070761327,1.9398450422365912,468,0.7199386733770371,3.7009942185878755,3744000,1433.24
129.1,237.2,60.9,0.11819323006551713,1.0324340116977693,319,-0.02304956318679615,1.6013161885597622,469,0.47218622207641603,3.0798894184827805,3752000,1439.86
127.58,237.2,59.8,0.09324091856367886,1.049588218331337,319,-0.025369315388961696,1.4148465839331055,470,0.7147342610359192,3.0808843576908114,3760000,1422.5
124.72,233.40000000000003,57.9,0.20797147355042397,1.03247052192688,319,-0.04135469825680047,2.2558527972262197,471,0.6295696836709976,3.4424983286857604,3768000,1412.18
101.8,233.40000000000003,1.0,0.10755076369736344,1.0872615423798562,319,-0.02375583850356634,1.751465198200516,472,0.45327620446681977,3.0317932957410814,3776000,1154.55
97.22,233.40000000000003,1.0,0.03818765885196626,1.0895155507326126,319,-0.0186996256490238,0.7616009457312574,473,0.7131644588708878,2.0316174209117888,3784000,1110.48
93.3,233.40000000000003,1.0,0.054858696800656616,1.073387251496315,319,-0.018285838730153044,1.0503050658709305,474,0.6497892636060715,2.432770707011223,3792000,1084.41
93.26,237.2,1.0,0.0844472601544112,1.0543444168567657,319,-0.023320012722106185,1.4600974538042504,475,0.697052344083786,3.1197419142723084,3800000,1084.87
89.08,233.40000000000003,1.0,0.061783187342807654,1.0634350621700286,319,-0.01817781260906486,0.9141028265630612,476,0.6283235710859298,2.5777011632919313,3808000,1086.92
89.09,237.2,1.0,0.050203895145095885,1.088953287601471,319,-0.012946312457788735,0.8232470673275203,477,0.7001587730646134,2.398454884290695,3816000,1080.43
93.35,239.10000000000002,1.0,0.08033064028248191,1.0760473418235779,319,-0.018654452253249475,1.2425780910025743,478,0.6725573658943176,3.0306685733795167,3824000,1086.55
96.85,242.30000000000018,1.0,0.09155858144629747,1.0598988550901414,319,-0.017145120814675466,1.4777516553765815,479,0.6794763368368149,3.0667196959257126,3832000,1090.08
98.81,263.50000000000006,1.0,0.07109773111529648,1.0712280720472336,319,-0.019482046396005898,1.2057595690249288,480,0.6512680381536484,2.6821807193756104,3840000,1093.18
96.32,263.50000000000006,1.0,0.06666525286622345,1.062958048582077,319,-0.022947952125687152,1.111568605699155,481,0.6719890558719634,2.8339717400074007,3848000,1092.99
97.94,263.50000000000006,1.0,0.07805687017738819,1.0608519130945206,319,-0.016638260328036267,1.1471436630173646,482,0.6569393986463546,2.9767876261472703,3856000,1093.44
99.03,268.1,1.0,0.17986113542690874,1.0609169524908066,319,-0.011254986939238733,1.8571166325473423,483,0.7182197785377502,3.1789323335886,3864000,1105.0
99.86,268.1,1.0,0.06684115762356668,1.0539946967363358,319,-0.02736049820749031,1.1267126425851652,484,0.7152765846252441,2.8196478021144866,3872000,1106.31
102.03,268.1,1.0,0.06884185011964292,1.0469412487745284,319,-0.024269481775991152,1.1004565038001097,485,0.6090746021270752,2.7323035329580305,3880000,1121.99
105.11,268.1,1.0,0.07995547992177307,1.0462174785137177,319,-0.008107936194865033,1.2243315553913616,486,0.6349699163436889,3.0930942308902742,3888000,1134.71
111.31,269.40000000000003,2.0,0.07525332055520266,1.0621231883764266,319,-0.026279733220289928,1.0268341541781218,487,0.6100887936353684,2.7945432418584826,3896000,1184.47
119.1,273.3,6.500000000000002,0.10197221221402288,1.0721386021375656,319,-0.020920566809363664,1.3330359528001816,488,0.6684245580434799,3.1395871233940125,3904000,1245.94
124.58,273.3,25.900000000000006,0.07333367515355349,1.0567780309915542,319,-0.019211801134806594,1.0172588004207048,489,0.6124590164422989,2.691835815310478,3912000,1307.86
132.66,273.3,39.5,0.07013984367717058,1.0556956934928894,319,-0.01933486440946581,1.0337183291855367,490,0.623331384062767,2.843718831539154,3920000,1376.02
140.16,276.50000000000006,56.4,0.053828353811986744,1.0791928994655609,319,-0.022281584010343067,1.0453154855706333,491,0.68792307138443,2.5014297419786455,3928000,1424.79
147.16,281.9000000000001,69.9,0.07718827453441918,1.0818859761953354,319,-0.01361094266118016,1.3073925211246433,492,0.6546362739801407,2.7704472649097442,3936000,1473.04
149.53,281.9000000000001,69.9,0.06804720046464353,1.0631189185380936,319,-0.025446574347915883,1.1597132695129826,493,0.7092765444517135,2.7691287726163862,3944000,1491.01
151.22,290.3,68.8,0.08995923414826393,1.0502883434295653,319,-0.0268306678684894,1.3548665081148865,494,0.675388657450676,3.109384511709213,3952000,1490.03
151.08,290.3,69.9,0.06055932986550033,1.0344180065393447,319,-0.014382057904149405,0.9590303897252929,495,0.6734302967786789,2.55463507771492,3960000,1490.07
151.84,290.3,72.80000000000001,0.07823728688061238,1.016763269305229,319,-0.041255811504088344,1.3903048160193903,496,0.6191372668743134,3.0326603132486345,3968000,1507.13
149.43,287.30000000000007,69.9,0.05330372959375382,1.0563085746765137,319,-0.011726835987356026,1.0636435084066829,497,0.728472318649292,2.5016595625877383,3976000,1484.35
148.6,290.3,69.9,0.061961072022095325,1.0502481305599212,319,-0.012685046102851628,0.9910227345846484,498,0.670263375043869,2.661396062374115,3984000,1495.18
146.17,287.30000000000007,69.7,0.1061429468402639,1.072183559536934,319,-0.023171833269880152,1.475658623210153,499,0.7089535933732987,3.2542790251970293,3992000,1493.63
149.26,290.3,67.0,0.07914022900629789,1.043003033399582,319,-0.013124945229792502,1.181322100611044,500,0.6809276610612869,2.9216161662340165,4000000,1495.17
144.61,281.6,66.60000000000001,0.053191967699676754,1.0765609908103944,319,-0.01688041554065421,0.9505621213074612,501,0.6139051198959351,2.5652992910146715,4008000,1493.18
147.51,287.30000000000007,66.60000000000001,0.0709023368731141,1.0656279104948043,319,-0.010337283560365904,1.0824152969497467,502,0.7461279249191284,2.7468924283981324,4016000,1497.53
147.56,281.6,66.60000000000001,0.14308869797736407,1.028264690041542,319,-0.014632822343119188,1.6911853688906038,503,0.7510587066411972,3.9626068329811095,4024000,1508.68
148.89,281.6,66.60000000000001,0.0668206503149122,1.0553799057006836,319,-0.01683261533835321,1.088611079814671,504,0.645990327000618,2.7985922503471374,4032000,1513.22
147.73,278.3,62.5,0.06256891734432429,1.075274767279625,319,-0.018472412331029774,0.9900354901484537,505,0.6519298708438873,2.610056602358818,4040000,1503.54
147.99,278.9000000000001,62.5,0.08379281761590392,1.0866515558958054,319,-0.009720560956047848,1.4901666542137157,506,0.7415458589792252,3.0112233620882036,4048000,1501.7
148.07,278.9000000000001,57.9,0.08291119300294668,1.0783857649564743,319,-0.021803341339109467,1.2187741591733638,507,0.6522468739748001,2.971668910384178,4056000,1494.8
145.83,288.0000000000001,56.9,0.05377191736362875,1.0700743299722673,319,-0.019456334129208698,0.9805345464675697,508,0.6391724592447281,2.4773723685741427,4064000,1487.47
143.82,288.0000000000001,56.0,0.047074552644044164,1.0865596741437913,319,-0.012543436081759864,0.744004730969401,509,0.7407295858860016,2.239757273197174,4072000,1481.79
141.86,278.9000000000001,56.0,0.15602772716898472,1.0696831828355788,319,-0.03411697647767142,1.725386676627686,510,0.7570106166601182,3.887155801653862,4080000,1474.1
142.23,278.9000000000001,56.0,0.07870857414789498,1.0560093188285828,319,-0.02151834922929993,1.1566574523281659,511,0.6792602610588073,2.8309247237443924,4088000,1472.85
137.46,278.9000000000001,55.7,0.05892330547329038,1.055939925312996,319,-0.02220825246651657,0.8975240113959602,512,0.6997065365314483,2.555707243680954,4096000,1465.05
