grad_norm,episode_length,epoch_idx,explained_variance,value_loss,policy_entropy,approx_kl_divergence,fps,PMM:episode_rewards,P01:episode_rewards,frames,P09:episode_rewards,policy_loss,advantage_norm,clip_fraction
401380993.2639469,369.9166666666667,1,-0.7081575643271207,248496352.58527002,1.213264025805728,1377784.9725808809,537,163.54166666666666,125.0,10240,175.0,0.03026528607297223,15.968717908859253,0.4009521484375
0.11377141644763347,377.0192307692308,2,-2.2724270820617674e-08,0.010306564100028481,1.4230267718434333,0.00426363360029427,529,181.73076923076923,125.0,20480,247.49999999999997,0.0001187484449474141,15.96871783733368,0.2403564453125
0.07276998090117491,373.8024691358025,3,8.195638656616212e-09,0.010630390999722295,1.4729518428444863,0.0029248492295437245,537,178.7037037037037,125.0,30720,250.0,-0.0001403550209943205,15.968717861175538,0.1417724609375
0.06968427240595318,372.62,4,-2.9802322387695314e-09,0.012280257759266533,1.4964198485016822,0.002776391014936053,542,186.0,125.0,40960,275.0,-0.0010714210249716416,15.968717688322068,0.1798583984375
0.06671821096243193,373.92,5,-8.195638656616212e-09,0.013413012342061848,1.4886331662535668,0.0032027023565888157,536,196.25,125.0,51200,277.5000000000002,-0.0018986875715199859,15.968717974424361,0.2078125
0.057425946339383735,373.3,6,7.450580596923828e-09,0.012291768063005293,1.527511180192232,0.002472338891379877,540,202.25,122.5,61440,300.0,-0.001178989323670976,15.96871783733368,0.167822265625
0.0481193957396459,377.38,7,8.940696716308593e-09,0.012786345681524836,1.4914490476250648,0.0027791373553043286,547,224.75,125.0,71680,327.5000000000002,-0.0017221389920450748,15.968717736005782,0.1465576171875
0.053096841600831245,375.42,8,2.2351741790771484e-09,0.012325140042230487,1.38875445201993,0.0024181023608207397,554,226.75,125.0,81920,350.0,-0.0010721159778768197,15.968717956542969,0.1481689453125
0.0582891621385294,370.31,9,2.6077032089233397e-09,0.013182660095117172,1.4408862814307213,0.0023661475328481175,554,227.0,125.0,92160,352.5000000000002,-0.0011269370676018297,15.96871782541275,0.160693359375
0.05523529073541603,374.86,10,2.6077032089233397e-09,0.014486487507383572,1.5228755943477155,0.0022193555350781937,555,246.5,125.0,102400,550.0,-0.0007558160636108368,15.968717956542969,0.1416015625
0.05564817114336804,374.11,11,-1.30385160446167e-08,0.011362588649353711,1.566649855673313,0.0027481365342737264,550,246.0,100.0,112640,550.0,-0.0012230362073751167,15.96871766448021,0.1873046875
0.052132429734394546,359.27,12,-1.2293457984924316e-08,0.006491485564765753,1.6403065830469132,0.002960631578230277,550,211.0,50.0,122880,502.5000000000002,-0.0008289232267998159,15.968717443943024,0.1963623046875
0.05592918493968063,341.94,13,7.82310962677002e-09,0.009422816300138947,1.6798151351511479,0.0032161887187498904,549,168.0,25.0,133120,360.0000000000009,-0.0010900228400714696,15.968717539310456,0.219677734375
0.054332524770239685,327.7,14,-8.940696716308593e-09,0.007523121830490709,1.7098137743771076,0.003289554690843488,549,124.5,25.0,143360,250.0,-0.0019687283085659145,15.968717730045318,0.2418212890625
0.05526633345880211,328.76,15,1.30385160446167e-08,0.007181581846788276,1.668981745839119,0.003075560078991657,547,122.5,25.0,153600,227.5000000000002,-0.0016472502407850697,15.968716323375702,0.239501953125
0.051534223251259725,319.27,16,6.7055225372314455e-09,0.005189865160264162,1.6162450261414052,0.004412219550749797,547,93.0,25.0,163840,200.0,-0.0018080900161294266,15.968717300891877,0.289892578125
0.054528072951811134,317.96,17,-6.332993507385254e-09,0.005740932503437079,1.4948321133852005,0.003891141384747243,545,88.75,25.0,174080,175.0,-0.0019353468145709486,15.968717181682587,0.2831787109375
0.05227479457278004,317.43,18,-1.4528632164001465e-08,0.007071312535850893,1.406299452483654,0.0033320537939289354,543,81.5,25.0,184320,150.0,-0.0012199041084386408,15.968717068433762,0.2408935546875
0.05013351039510394,330.79,19,1.9371509552001954e-08,0.007443033846357139,1.49727488681674,0.002848001529366684,544,96.25,25.0,194560,150.0,-0.0010985113447532057,15.968717658519745,0.18525390625
0.04872635202438927,329.56,20,-9.313225746154785e-09,0.007450128351865715,1.4040674515068532,0.002407897131035952,545,97.25,25.0,204800,150.0,-0.0008616371284006164,15.968716406822205,0.176318359375
0.048687664550382204,345.42,21,-5.215406417846679e-09,0.00840109121054411,1.3622534640133381,0.0020429244350538057,546,114.75,25.0,215040,200.0,-0.0005831287591718138,15.968717741966248,0.132177734375
0.05108126484829412,338.18,22,-1.1175870895385742e-08,0.0053939418351802715,1.4983472771942616,0.0030360295138507354,546,107.5,25.0,225280,177.50000000000023,-0.0011360827571479603,15.968716698884965,0.23095703125
0.05033124927040914,346.16,23,-4.470348358154297e-09,0.006951717824631487,1.3737248726189137,0.002566106959864101,546,111.75,25.0,235520,202.50000000000023,-0.0016426822752691806,15.968717569112778,0.225048828125
0.05023322840961325,344.95,24,2.4959444999694825e-08,0.008882152086334827,1.2885926835238934,0.0022351600452338973,547,107.5,25.0,245760,150.0,-0.0008919484913349152,15.968717616796493,0.1607666015625
0.04469362668424479,347.83,25,3.7252902984619143e-10,0.007276089363222127,1.207699990272522,0.0023837193436293093,548,110.5,50.0,256000,150.0,-0.0009910406632116064,15.968717187643051,0.1673583984375
0.04768909407976561,354.21,26,-3.7252902984619143e-10,0.006208924202428534,1.3092828668653964,0.002127976274368848,547,115.75,50.0,266240,150.0,-0.0002735660702455789,15.96871725320816,0.1290283203125
0.04807524060735044,341.15,27,-1.899898052215576e-08,0.00584507877156284,1.3198837861418724,0.0032287092595197466,548,98.25,25.0,276480,150.0,-0.0010147382767172531,15.968717700242996,0.198681640625
0.052367645774295604,332.33,28,-7.450580596923828e-09,0.006694744341223214,1.3140693306922913,0.0026825697842696172,550,90.5,25.0,286720,150.0,-0.0014562337397364899,15.968717700242996,0.18681640625
0.04926249261876797,331.46,29,-9.685754776000977e-09,0.007170690777365962,1.3148889973759652,0.00368440337566085,550,95.0,25.0,296960,150.0,-0.0014559725153958426,15.968717551231384,0.21904296875
0.05109088797143948,335.25,30,-7.450580596923829e-10,0.007735530355967057,1.4377278693020343,0.0019197021546005998,550,102.5,25.0,307200,177.50000000000023,-0.000375824561342597,15.968717563152314,0.1208740234375
0.054831965631052415,339.85,31,-1.3783574104309083e-08,0.006532443443938973,1.4766496807336806,0.0038993259083099476,548,112.5,50.0,317440,200.0,-0.0016249917127424851,15.968717592954636,0.25673828125
0.05015757773888461,337.26,32,1.0058283805847169e-08,0.007151262741717801,1.3545137114822865,0.0029173129692935617,548,113.5,25.0,327680,200.0,-0.0012236383394338191,15.968717288970947,0.195263671875
