epoch_idx,grad_norm,PMM:episode_rewards,advantage_norm,frames,explained_variance,fps,policy_entropy,value_loss,P01:episode_rewards,policy_loss,P09:episode_rewards,episode_length
291,0.7437944787203841,53.6,2.158114891052246,2328000,0.7130104339122773,335,1.0705976867675782,0.036948552350513635,35.8,-0.022537643998512068,76.0,1166.04
292,0.6431565502442809,54.08,2.198088136315346,2336000,0.6684454071521759,335,1.056913965344429,0.03740320567972958,34.0,-0.01912748468341306,76.20000000000002,1172.46
293,0.6762507200513431,53.39,2.149893115758896,2344000,0.7121424376964569,335,1.0358405303955078,0.03590504340361804,34.0,-0.012705796967202332,76.20000000000002,1157.22
294,0.8340426642369603,50.93,2.2287810152769088,2352000,0.313445645570755,335,1.053138948380947,0.049793199610430744,27.700000000000003,-0.025442312469240277,74.20000000000002,1118.01
295,0.7543040354362119,45.17,2.124423959851265,2360000,0.6137470716238022,335,1.0971309030056,0.033350799423642455,11.9,0.0013858549187716561,74.0,1032.41
296,0.6675666721709764,44.3,2.0956604981422426,2368000,0.691036731004715,335,1.0336700797080993,0.03483368447050452,11.9,-0.017924154592328705,74.0,1016.99
297,0.6693751629544051,43.62,2.159004707336426,2376000,0.6803362119197846,335,1.0522102111577987,0.03614535384811461,11.9,-0.018765435394248017,74.0,1005.27
298,0.6572368094080836,42.69,2.030873111486435,2384000,0.6832174348831177,334,1.0429322308301925,0.03155706640332937,11.9,-0.013297890092653688,70.20000000000002,1001.6
299,0.7006403993589497,42.69,2.102420209646225,2392000,0.6346317130327225,334,1.0455722445249558,0.03253080327995121,11.9,-0.018392178944777696,70.20000000000002,1008.36
300,0.7408662445812892,44.46,2.135212540626526,2400000,0.6990949523448944,334,1.0470470201969146,0.03443333632778376,12.0,-0.01620344464899972,73.10000000000001,1034.04
301,0.9201601714695339,44.01,2.338716822862625,2408000,0.6867949444055558,334,1.0299959182739258,0.041588263646699486,11.8,-0.024941976289264856,73.10000000000001,1025.85
302,0.7615056480770859,44.77,2.307661461830139,2416000,0.656572032570839,334,0.9799862068891525,0.043598513901233676,11.8,-0.014998420095071196,74.0,1039.61
303,0.7039750965752826,46.68,2.1697770202159883,2424000,0.6552492827177048,334,1.0278081971406936,0.03675813556648791,11.8,-0.009959789996501059,75.0,1057.31
304,0.7620894966637606,46.47,2.2455988919734953,2432000,0.646762261390686,334,1.0388723409175873,0.037172915111295876,11.8,-0.009502173796063289,75.0,1046.64
305,0.8487911830263599,47.36,2.4027797424793245,2440000,0.6255764931440353,334,1.0206139129400253,0.046384598980657755,11.8,-0.02106598466561991,76.50000000000004,1054.25
306,0.7489617100998822,48.38,2.351102131605148,2448000,0.6032816225290298,334,0.9832422947883606,0.041800377466715874,11.8,-0.012898479117575334,83.50000000000004,1058.84
307,0.8291756949411441,50.12,2.2878652775287627,2456000,0.6890024477243424,334,1.0379185283184051,0.04172812684439123,11.8,-0.017112164138961817,89.0,1076.56
308,0.7919023518819004,52.93,2.2225288724899293,2464000,0.6609321355819702,334,1.0165202921628953,0.03748678035102784,16.5,-0.017203963583160658,90.70000000000006,1110.0
309,0.7967874018640246,55.05,2.2132523584365846,2472000,0.5120822012424469,334,1.0749523133039474,0.03584849938284606,25.0,-0.01409265730137122,90.70000000000006,1155.64
310,0.804391238216449,56.27,2.1884219360351564,2480000,0.6730729585886002,334,1.0484401404857635,0.03589453920722008,27.8,-0.005729199980269186,90.70000000000006,1175.2
311,0.7705040340748631,57.26,2.110447046160698,2488000,0.6954529100656509,334,1.0160880464315414,0.03431790985167026,28.9,-0.013227647225721739,90.70000000000006,1190.56
312,0.7970578758915032,57.93,2.2019087517261506,2496000,0.6130150365829468,334,0.9965934038162232,0.03597296224441379,28.9,-0.017913782555551733,92.50000000000004,1193.48
313,0.7678500844177859,58.21,2.0974210876226427,2504000,0.6865983837842942,334,0.987094919681549,0.03528718458488583,28.9,-0.01600212122881203,92.50000000000004,1196.78
314,0.8335976165455254,58.99,2.288289313316345,2512000,0.6471095842123031,334,0.9817334479093551,0.040497271558269855,28.9,-0.015107928844081471,92.50000000000004,1200.9
315,0.8211159592313595,61.33,2.4101355010271073,2520000,0.6422228127717972,334,1.0048097783327103,0.04564656654372811,28.9,-0.015333920189877972,99.0,1203.6
316,0.6547570072455953,63.25,1.963796029686928,2528000,0.6929260069131851,334,1.025825247168541,0.030975964101962745,29.0,-0.015730757606215773,99.20000000000002,1223.12
317,0.7121823346695665,64.09,2.2118991488218307,2536000,0.6587611550092697,334,0.9886045646667481,0.038826615693978966,29.9,-0.012182166800484992,99.20000000000002,1222.96
318,0.7474232452733489,65.82,2.2300089234113694,2544000,0.6307007014751435,333,1.045488832592964,0.040218624472618106,29.9,-0.01507543911204266,101.20000000000002,1231.55
319,0.6932228356950135,66.99,2.21836805999279,2552000,0.6898371368646622,333,1.0587705010175705,0.038482592520304025,32.8,-0.018484364266041668,103.50000000000004,1255.68
320,0.6478545810945588,66.53,2.133036387562752,2560000,0.708325308561325,333,1.0351528280973434,0.03329852665774524,32.8,-0.012815507549385074,103.0,1247.72
321,0.7305352723970916,65.45,2.21814473092556,2568000,0.6753530567884445,333,1.0417598760128022,0.03784369016531855,31.9,-0.013414897177135572,103.0,1246.93
322,0.6943118718879282,65.03,2.1600039660930634,2576000,0.6729731792211533,333,1.0528446382284165,0.03660657238680869,31.9,-0.0203671957727056,101.20000000000002,1245.02
323,0.9729871130376578,51.6,2.479631088972092,2584000,0.07805114924907684,333,0.8943993026018142,0.05529115530196577,0.0,-0.03887477028154535,101.0,996.26
324,0.4645894732142403,18.93,1.4449153184890746,2592000,0.6278260719776153,333,1.159269871711731,0.014274465783964843,0.0,-0.0013551404140889644,61.400000000000034,514.61
325,0.35247699973029617,1.85,1.2918031376600265,2600000,0.8268068879842758,333,1.2278950822353363,0.01201617690967396,0.0,-0.0037678569096897263,5.0,195.3
326,0.6380412289772411,2.05,2.0712187445163726,2608000,0.6444990432262421,333,1.1469551932811737,0.02976382534019649,0.0,0.005233465546771185,5.0,201.71
327,0.7591825381024584,4.46,2.2820557194948194,2616000,0.6623645377159119,333,1.0991826742887496,0.03948162071406841,0.0,-0.014128777417645323,12.100000000000009,261.3
328,0.7176568866403608,7.07,2.151185702085495,2624000,0.6778930592536926,333,1.0502412188053132,0.03439164678100497,0.0,-0.0057981303910491985,21.400000000000034,307.2
329,0.6829430645537121,10.11,2.2823790174722673,2632000,0.6746731805801391,333,1.099278491139412,0.04029234953224659,0.0,-0.010268081020913087,39.10000000000001,364.03
330,0.7559833693457104,13.81,2.227184960246086,2640000,0.6256788647174836,333,1.078381233215332,0.037644835906103256,0.0,-0.007891913724597544,55.10000000000001,416.98
331,0.9011841394485411,20.73,2.4275313597917556,2648000,0.6183893120288849,333,1.0412440103292466,0.04584238739218563,0.0,-0.016357489165147853,62.0,507.29
332,0.861874623406564,24.54,2.338118175268173,2656000,0.6668174511194229,333,1.1018436151742934,0.040386929376982156,0.0,-0.024029505166690796,62.0,583.71
333,0.7291293857059923,27.17,2.0173277908563616,2664000,0.681468027830124,333,1.066133524775505,0.031242473144084217,0.0,-0.010681214241631097,65.20000000000002,632.85
334,0.9012875949165975,32.58,2.2984463679790497,2672000,0.6388738524913787,333,1.0616023510694503,0.040812668385915456,0.0,-0.020026504899724386,67.0,727.93
335,0.9570803865191698,35.25,2.7253596329689027,2680000,0.6515996146202088,333,1.0672762340307236,0.0637324325600639,0.0,-0.00952727418683935,67.10000000000001,776.31
336,0.8641657973545278,40.93,2.2484696781635285,2688000,0.6367894512414932,333,1.0405297893285752,0.03953028732910752,0.0,-0.020221818266873016,73.40000000000003,838.25
337,0.8239243042374451,46.81,2.4036095345020296,2696000,0.6833235973119736,333,1.0346614187955856,0.04696892271749675,2.0,-0.019839424486272038,80.50000000000004,927.88
338,0.9095131636744316,50.69,2.5404214107990266,2704000,0.6050158035755158,333,0.9961699044704437,0.048880558896344156,3.9000000000000004,-0.019954096389119512,85.0,989.75
339,0.7346737986438879,55.53,2.1780322116613386,2712000,0.6594486606121063,333,1.0357627564668654,0.03551434287335724,13.9,-0.011537506873719395,88.30000000000003,1061.93
340,0.8015846336895766,58.04,2.054523780345917,2720000,0.6477994728088379,332,1.0292880463600158,0.03399149378761649,20.799999999999997,-0.015201919975806959,88.30000000000003,1101.05
341,1.1799054915652194,57.49,2.7259732699394226,2728000,0.3487149280309677,332,1.1063228207826614,0.0582896248344332,16.700000000000003,-0.02736443027970381,91.30000000000003,1079.12
342,0.6171436153288876,54.62,1.782198692560196,2736000,0.7195397704839707,332,1.0663078117370606,0.02488101405557245,4.700000000000001,-0.0014624543476384132,88.30000000000003,1039.49
343,0.7476641378709172,49.52,2.1436303853988647,2744000,0.6596647274494171,332,1.0667456740140915,0.03571707480587065,4.700000000000001,-0.017432676086900755,85.30000000000003,995.37
344,3.899727794089032,52.04,3.4780075466632843,2752000,0.7364727646112442,332,1.028641898036003,0.138425805545412,4.700000000000001,-0.04564613803944667,88.30000000000003,988.04
345,0.6672014449300453,53.29,2.169105834364891,2760000,0.6619460666179657,332,1.0625481361150741,0.038452078280970456,4.700000000000001,-0.008829954886459745,91.30000000000003,992.83
346,0.841035646153012,54.27,2.4228289115428923,2768000,0.643129312992096,332,1.0521216052770614,0.04831926472485065,4.700000000000001,-0.023186513788605225,91.30000000000003,1007.69
347,0.7848281325977929,56.92,2.422413166165352,2776000,0.673438984155655,332,1.0559927070140838,0.04791431113611907,4.700000000000001,-0.01756031331828126,96.0,1027.2
348,0.7173825371846583,55.34,2.1287295991182327,2784000,0.6868930470943451,332,1.055968844294548,0.036193379824981095,4.700000000000001,-0.017647992598940617,96.0,1030.73
349,0.9186581684939903,55.15,2.568721774816513,2792000,0.6459847056865692,332,1.0423029589653015,0.05704374950844795,4.700000000000001,-0.029164222240578967,96.0,1026.72
350,0.8086720846246894,53.58,2.0248269164562225,2800000,0.6805623471736908,332,1.0359841293096543,0.0316115295747295,4.700000000000001,-0.011773738195188344,96.0,1016.57
351,0.7935020732967578,54.05,1.9386366623640061,2808000,0.692305913567543,332,1.0866588366031646,0.03104950417764485,4.700000000000001,-0.018279348087662583,96.10000000000001,1027.33
352,0.6820614803225866,53.6,1.9468417537212372,2816000,0.7012345665693283,332,1.0826849740743638,0.029732805606909097,4.700000000000001,-0.006639554030261934,94.20000000000002,1033.51
353,0.6927537172323974,54.82,2.226306601166725,2824000,0.6448352795839309,331,1.0509781271219254,0.03828159402590245,4.700000000000001,-0.010418570618494414,96.10000000000001,1045.99
354,2.2704208365955356,57.32,3.200753469467163,2832000,0.7580870020389557,331,1.0210328340530395,0.09539439626969397,4.700000000000001,-0.020826589101925492,96.10000000000001,1048.7
355,0.889791182936359,62.87,2.4781652492284776,2840000,0.6234596967697144,331,1.0324571186304092,0.049615423753857614,4.700000000000001,-0.02569908799705445,97.10000000000001,1086.03
356,1.294003097284242,64.31,2.6444067472219466,2848000,0.7538679355382919,331,1.0473105365037918,0.061600106181576846,20.0,-0.014560984671807092,97.10000000000001,1110.4
357,3.4829721382157817,75.97,4.567550593614579,2856000,-0.1483277529478073,331,1.0317533725500108,0.5359076846716926,28.799999999999997,-0.009280462948954665,107.30000000000003,1216.97
358,1.2355067704126503,79.65,3.1018493324518204,2864000,0.5079243683815002,331,1.028859823346138,0.12152972863055765,30.800000000000004,-0.009764727448637132,115.0,1240.75
359,0.7353969602363591,82.65,2.1783939826488496,2872000,0.6409185516834259,331,1.0664320611953735,0.03837206037947908,38.0,-0.017221499705919997,115.0,1275.58
360,0.6678388993698305,82.24,2.1571008163690566,2880000,0.671658194065094,331,1.0584821915626526,0.037371569625101984,38.0,-0.014405087532486505,110.50000000000004,1292.92
361,0.6669236976168128,82.14,2.1700967168807983,2888000,0.6748781049251557,331,1.03494893014431,0.03747252121800557,37.900000000000006,-0.016643057404435238,110.50000000000004,1292.49
362,1.0655839444599924,83.92,2.5310721027851106,2896000,0.6305663245916366,331,1.028123039007187,0.05236422078218311,37.900000000000006,-0.006365927924634889,115.30000000000003,1306.98
363,1.0228820931988878,87.14,2.7114062720537184,2904000,0.6448455220460891,331,1.0369541388750076,0.06583664359524846,38.900000000000006,-0.025341620914114172,122.30000000000011,1320.41
364,0.9419439820653865,89.25,2.4464464259147642,2912000,0.7136987113952636,331,1.0372193384170532,0.04882727613672614,37.900000000000006,-0.01610829244600609,137.20000000000027,1323.85
365,0.9301344059842489,90.75,2.4758352786302567,2920000,0.5245388549566269,331,1.0469900435209274,0.05462035476230085,41.699999999999996,-0.019634851193695794,137.20000000000027,1330.98
366,1.2376268413405531,91.85,2.8327185988426207,2928000,0.7033389526605606,330,1.0483985567092895,0.06334696047008037,41.699999999999996,-0.005304577627357503,137.20000000000027,1347.47
367,1.8503332394260499,100.27,3.6063837784528734,2936000,0.7384379905462265,330,0.9956791162490845,0.12739806800615042,43.8,-0.000930317546299193,188.90000000000018,1352.65
368,0.7428408303555983,104.21,2.376972346305847,2944000,0.6384645438194275,330,1.008148086667061,0.045309019098058345,45.800000000000004,-0.016601284529315308,206.50000000000006,1361.77
369,0.8150041858377383,106.4,2.3041017603874208,2952000,0.6401993507146835,330,1.020385759472847,0.04165367875946686,45.800000000000004,-0.0193231378053315,206.50000000000006,1368.5
370,0.7990785658047309,106.89,2.2889284890890123,2960000,0.6227621221542359,330,1.0436616706848145,0.042213380625471475,45.800000000000004,-0.015386345366132446,206.50000000000006,1370.04
371,0.9719952736714688,105.71,2.5579406332969667,2968000,0.6469608628749848,330,0.9908852976560593,0.05312398980837316,45.800000000000004,-0.014019152381224557,188.90000000000018,1377.26
372,0.8635236078733505,105.33,2.6082767325639726,2976000,0.6360269522666931,330,1.0363353151082992,0.0536547550978139,45.800000000000004,-0.015269227115495596,188.90000000000018,1361.96
373,0.6439412653159404,100.92,2.0938098102808,2984000,0.6782838243246079,330,1.027070051431656,0.034198185689747335,45.800000000000004,-0.016086221245641356,168.70000000000005,1352.71
374,0.6846132653808742,101.32,2.1102289468050004,2992000,0.65712107360363,330,1.0109519040584565,0.03853047898039222,46.900000000000006,-0.008709619392175228,167.80000000000007,1362.76
375,1.3193713558366094,105.05,3.2659312117099764,3000000,0.6414577889442444,330,0.9690746289491653,0.09585537663660944,47.9,-0.015661328036803753,187.30000000000013,1369.51
376,0.6746633887546173,105.1,2.1296758806705474,3008000,0.6841532695293426,330,1.0325286650657655,0.037640689401887355,45.7,-0.014732492658658884,187.30000000000013,1375.21
377,0.7127372685349198,105.07,2.091081266403198,3016000,0.673852344751358,330,1.0551802510023116,0.037557874652557076,42.900000000000006,-0.014768692133948207,187.30000000000013,1373.27
378,0.8294341555166278,104.52,2.524952628016472,3024000,0.6113950371742248,330,1.0329341447353364,0.05442630267236382,42.900000000000006,-0.02167760916403495,187.30000000000013,1374.88
379,0.7072772687725798,103.15,2.1371215450763703,3032000,0.6761675900220872,330,1.0344220685958863,0.03741664367727935,42.900000000000006,-0.018238845131127165,168.90000000000018,1369.43
380,0.6576870483208248,101.47,2.1530240857601166,3040000,0.6899664300680161,329,1.04471156001091,0.037672975063323975,42.900000000000006,-0.011512023927643895,168.90000000000018,1359.99
381,0.9389464794857809,99.74,2.487068457007408,3048000,0.6277151685953141,329,1.0353986817598342,0.049967125980183484,43.0,-0.025150076297140913,160.70000000000005,1359.14
382,0.9480267161017486,101.2,2.50999287545681,3056000,0.6149518424272538,329,1.0369072437286377,0.05214175541419536,43.0,-0.02106319153914228,160.70000000000005,1366.07
383,1.223594843101461,61.19,2.647562545537949,3064000,-0.0638348811864853,329,1.0965089893341065,0.05711258151102811,0.9000000000000004,-0.02829027774714632,131.10000000000002,1005.51
384,0.7266226844532027,32.86,1.9128467327356338,3072000,0.5109217238426208,329,1.2117864555120468,0.027508472041226924,0.0,-0.0010351347597315908,100.30000000000003,653.35
385,0.636737896639072,30.31,1.8818065947294236,3080000,0.7123080760240554,329,1.0787514704465866,0.0282803563750349,0.0,-0.005648635607503821,95.80000000000007,623.11
386,0.6822349589364094,24.83,2.1774318373203276,3088000,0.6992388468980789,329,1.0611544626951217,0.04015936904586852,0.0,-0.018728982395259663,87.40000000000003,574.9
387,0.7061202474975137,25.23,2.1327506268024443,3096000,0.6866442531347274,329,1.0496827203035355,0.038624908714555206,0.0,-0.01209454628333333,91.10000000000001,582.62
388,1.0705538415577138,25.04,2.6406030720472335,3104000,0.5936571663618088,329,1.0555874609947205,0.05939088686369359,0.0,-0.016314446559881617,89.20000000000002,583.61
389,0.9675858589076779,27.5,2.5290890938043593,3112000,0.6233530300855636,329,1.0366729801893235,0.06299834605306387,0.0,-0.016575062939082272,84.40000000000003,575.05
390,1.501759171854966,30.39,2.9695594173669817,3120000,0.6113323020935059,329,0.9799422580003738,0.09965460484847427,0.0,-0.030354493649210782,89.0,602.02
391,0.8780738632529481,34.31,2.360000359416008,3128000,0.6375341218709946,329,1.0200699824094772,0.04692871268838644,0.0,-0.01859381232468877,92.40000000000003,641.44
392,1.0175792410679403,37.89,2.5038084864616392,3136000,0.5987739259004593,329,1.021017274260521,0.051923159663565456,0.0,-0.021242464090173597,98.20000000000002,678.08
393,1.826867356712507,44.73,3.249845059514046,3144000,0.11718485534191131,329,1.0195080101490022,0.23348460774868726,0.0,-0.0019907890568720177,103.70000000000006,748.9
394,0.64108615486975,48.75,2.022257021665573,3152000,0.6848781144618988,329,1.041849164366722,0.032784567587077616,0.0,-0.010629022997745778,103.70000000000006,817.74
395,0.8115566979995253,53.36,2.359936392903328,3160000,0.6728627073764801,329,1.0409163463115692,0.05230122312204912,0.0,-0.0187987107335357,112.90000000000008,872.93
396,1.0890743927778441,59.13,2.737873235940933,3168000,0.6279236215353012,329,1.0183000379800797,0.061154808746650816,1.0,-0.017048928511794657,121.70000000000006,937.23
397,0.861054953128958,68.14,2.202042099237442,3176000,0.6790584480762482,329,1.0251446825265884,0.04417735618539154,1.0,-0.02165176117880037,149.0,1019.16
398,1.0460775584818172,72.77,2.7656796836853026,3184000,0.6272052633762359,329,1.0334024322032929,0.0643053559307009,1.0,-0.03502338754781704,149.1,1069.53
399,1.3334491805455295,85.08,3.0311100697517395,3192000,0.6537008792161941,329,1.0334161108732223,0.07851612271741032,7.9,-0.018502282891131473,163.80000000000007,1197.94
400,0.9113022004667352,89.1,2.3987945699691773,3200000,0.6182492232322693,329,1.022656054496765,0.05186153013724834,26.6,-0.0329290117736673,165.60000000000002,1242.91
401,0.6784115541567786,64.0,1.955907179415226,3208000,0.112032470703125,329,1.1589585787057877,0.03171254766290076,1.0,-0.024904823277029208,150.70000000000005,945.66
402,0.32117497171697873,6.02,1.2458906881511211,3216000,0.20642692148685454,329,1.1530474829673767,0.012685724235197995,0.0,-0.005685453560126916,24.200000000000017,271.31
403,0.501808549314577,1.44,1.556173811852932,3224000,0.5921542173624039,329,1.196389253139496,0.018008334462065248,0.0,0.007085741469054483,3.1000000000000085,166.22
404,0.6356982585175087,1.69,2.0035763603448866,3232000,0.6717170357704163,329,1.0941938412189485,0.031384886624291536,0.0,-0.006810343421529978,4.1000000000000085,174.54
405,0.8089303306859899,7.87,2.3951248228549957,3240000,0.6313140416145324,329,1.0843271285295486,0.048286347184330225,0.0,-0.01721791570831556,24.500000000000043,277.16
406,0.697606677794388,10.17,2.112771142721176,3248000,0.7151224303245545,329,1.1009091913700104,0.03650432577589527,0.0,-0.01816711741659674,52.20000000000002,320.26
407,0.687196275601074,13.18,2.1186170136928557,3256000,0.7052330070734024,329,1.1224358427524566,0.03690501705743372,0.0,-0.01319355481362436,56.0,380.35
408,0.7058297465743241,17.44,2.2501502239704134,3264000,0.6269667977094651,329,1.0707293093204497,0.03849186383653432,0.0,-0.007177082990310737,63.10000000000001,453.48
409,0.9077119905941247,20.24,2.323740321397781,3272000,0.6863408857583999,329,1.0585640227794648,0.04818156854249537,0.0,-0.029304916088003664,67.70000000000006,490.83
410,0.8561805870755558,26.55,2.4694631552696227,3280000,0.6651055979728698,329,1.0610700595378875,0.050135285281576215,0.0,-0.023578235175227745,79.0,584.87
411,0.8903915688998434,32.59,2.523521754741669,3288000,0.6371585160493851,329,1.0407310515642165,0.055783576276153324,0.0,-0.017108348886249587,88.0,659.93
412,1.929066679934625,39.39,3.2844273161888125,3296000,-0.15469589829444885,329,0.7990120559185744,0.0892438364494592,0.0,-0.03246983683282451,92.0,773.36
413,0.5938324264350802,39.74,1.8816290336847306,3304000,0.7171890956163406,329,1.0648142153024673,0.029756823307834565,1.0,-0.013472922358196228,92.0,783.52
414,0.6594423003050436,43.62,2.2243266850709915,3312000,0.6598398870229721,329,1.0384710425138473,0.039920443519949916,1.0,-0.014199872009921819,92.0,859.76
415,0.610311206459476,47.42,2.055792453289032,3320000,0.6760393649339675,329,1.0359493654966354,0.03476217688061297,1.0,-0.01193039534817217,92.10000000000001,923.31
416,0.9236640750485094,52.66,2.3972900998592377,3328000,0.7073491060733795,329,1.0550784784555436,0.051616830877028404,1.9000000000000004,-0.014587761911388952,93.60000000000005,980.12
417,1.1615185197512623,56.86,2.6814733827114106,3336000,0.6830077105760575,329,1.0426985704898835,0.06604206327348948,1.9000000000000004,-0.02111843685503118,100.0,1013.82
418,0.844245556742311,58.97,2.4397657042741776,3344000,0.651617306470871,329,1.039792885184288,0.04665403779130429,1.9000000000000004,-0.017928294265293517,104.0,1035.6
419,0.6796801622446286,59.74,1.999765095114708,3352000,0.6948945993185043,329,1.0397890621423722,0.03243396531790495,1.9000000000000004,-0.013686096648452804,104.50000000000004,1041.17
420,1.2330249403860467,62.53,2.5649888652563093,3360000,0.662168048620224,329,1.0118239420652388,0.06048542554490268,1.9000000000000004,-0.016676427989732474,109.90000000000008,1049.14
421,1.1132717795737188,66.48,2.843342754244804,3368000,0.6345744609832764,329,1.039360898733139,0.0825308506656438,1.9000000000000004,-0.022637291671126148,121.30000000000003,1068.14
422,1.3115629449560728,73.16,2.9042598938941957,3376000,0.6835593962669373,329,1.0106661021709442,0.07792550920508802,1.9000000000000004,-0.013988509607588639,150.50000000000006,1088.43
423,0.7703347560774618,75.48,2.3208046346902846,3384000,0.700785756111145,329,1.0473745077848435,0.04668866168241948,1.9000000000000004,-0.006262402136053424,155.30000000000004,1095.55
424,1.1179155880675888,75.83,2.8411422139406204,3392000,0.6980654460191726,329,1.0200572180747987,0.07939061399083584,1.9000000000000004,-0.003713145107758464,160.3,1090.63
425,1.2313365919109995,80.72,3.0719441038370134,3400000,0.7873045706748962,329,1.0446482330560685,0.11141086401417852,1.9000000000000004,-0.02263280020095408,182.60000000000005,1102.32
426,0.898642687743816,82.9,2.4358750629425048,3408000,0.6512234073877334,329,1.0230123835802079,0.05200031751766801,1.9000000000000004,-0.020030013870855328,182.60000000000005,1127.39
427,0.8341930256900595,86.83,2.156545187830925,3416000,0.653829454779625,329,1.021539865732193,0.039897684347815814,3.8000000000000007,-0.015323327561200131,188.10000000000002,1161.91
428,1.0047489245642982,95.13,2.7219289362430574,3424000,0.6110160195827484,329,1.0343431651592254,0.060532133658416566,19.000000000000004,-0.023329439626977547,189.2,1243.84
429,1.0858514788516622,104.08,2.6629159981012345,3432000,0.7301028203964234,329,1.0289473634958268,0.05520147485658526,35.9,-0.013327246868866495,217.40000000000003,1313.43
430,0.8064796228457446,108.07,2.2838002288341523,3440000,0.6816735315322876,329,1.0429909807443618,0.044582719751633706,44.7,-0.015939844882814212,217.40000000000003,1366.62
431,1.2749280110504047,112.11,3.0267788910865785,3448000,0.5916774636507034,329,1.0155013716220855,0.09750486393924802,53.800000000000004,-0.030893864247009333,221.80000000000007,1390.37
432,0.7803670629484225,112.4,2.2929661899805067,3456000,0.682832328081131,329,1.0260750651359558,0.04513229145668447,58.5,-0.013958234930614708,221.80000000000007,1390.07
433,1.477448882201582,116.81,3.1125189423561097,3464000,0.5373381227254868,329,1.0040249919891358,0.11860378530807793,59.0,-0.024836403365188744,229.0,1403.55
434,0.8463496301694772,116.7,2.3659095644950865,3472000,0.6667125970125198,329,0.9762399691343308,0.05136019244324416,59.9,-0.020571758586447685,221.80000000000007,1408.37
435,1.163396217144291,116.29,2.874939245581627,3480000,0.6563979065418244,329,1.0102121371030808,0.07820414996240288,59.0,-0.022280512401193844,221.80000000000007,1407.93
436,0.7668440580477669,118.48,2.2735840040445328,3488000,0.6765984237194062,329,0.9882358056306839,0.04550534737296402,60.9,-0.015777181473677047,221.80000000000007,1417.83
437,1.1322121230911788,120.26,2.5757071632146835,3496000,0.6409554040431976,329,0.9949054330587387,0.05588706636335701,60.9,-0.01600086628626741,221.80000000000007,1424.25
438,1.1025922727865856,122.0,2.848606960773468,3504000,0.5979215389490128,329,0.9827444487810135,0.07617273321840912,59.9,-0.01944044428586494,221.80000000000007,1433.03
439,0.9293042888921339,122.43,2.6414630806446073,3512000,0.6130792224407196,329,0.9791193854808807,0.05964771193452179,59.9,-0.013541448092437349,221.80000000000007,1434.57
440,1.4363901024379038,118.91,3.3594192254543302,3520000,0.6473838084936142,329,0.9814936351776123,0.10452566534746438,59.9,-0.021064089040155522,210.2000000000001,1415.9
441,0.992814994760291,122.82,2.738936252593994,3528000,0.6250394070148468,329,0.9665476387739181,0.06786107416264713,60.9,-0.01774525215936592,221.1,1426.83
442,0.8241857160767403,122.42,2.4849031484127044,3536000,0.670432363152504,329,0.9919377851486206,0.05425338655943051,64.9,-0.01808508826987236,210.2000000000001,1419.97
443,0.8894324792180542,118.08,2.498431238532066,3544000,0.6567241626977921,329,0.9750009560585022,0.053540480439551175,64.9,-0.02672298969060648,199.9000000000001,1414.22
444,0.9905417386437563,121.18,2.409623928070068,3552000,0.6392145329713821,329,0.9681483334302903,0.050512237651273606,66.9,-0.01359034596796846,200.80000000000007,1427.88
445,1.1204816150430523,121.89,2.9043144112825394,3560000,0.6457588607072831,329,0.9926197820901871,0.08080865709576755,64.9,-0.022822750495688524,208.10000000000002,1412.19
446,1.0730882824580967,119.39,2.595000701546669,3568000,0.7282824748754502,329,0.9919396603107452,0.06016256919130683,62.900000000000006,-0.017979674403322862,199.10000000000002,1404.84
447,0.8284769762382078,119.98,2.304607013463974,3576000,0.6609740710258484,329,1.004809049963951,0.044207486796658486,63.9,-0.01950461735686986,199.10000000000002,1401.68
448,1.0380328880346155,123.3,2.758703582286835,3584000,0.6414471966028213,329,1.0439710783958436,0.06997473059454933,64.9,-0.03192266147438204,200.80000000000007,1414.05
449,1.2447001284060475,123.44,3.1387459695339204,3592000,0.6359555530548096,329,1.0248866331577302,0.09961015342269093,66.7,-0.010098855098331114,199.10000000000002,1419.14
450,0.8703787506774974,124.23,2.4218189865350723,3600000,0.630924305319786,329,1.0437446105480195,0.047976220510900024,67.0,-0.018469694462837652,199.10000000000002,1429.61
451,0.9562812693274937,125.1,2.652655641436577,3608000,0.6801871412992477,329,1.0355089992284774,0.05976867246907205,67.9,-0.011584159103222191,199.10000000000002,1422.18
452,0.9439186512964467,126.7,2.6498120284080504,3616000,0.5953100883960724,329,0.9877250701189041,0.06875334247015416,67.9,-0.017794991073897107,199.10000000000002,1426.25
453,1.0475317294515607,129.08,2.6288424342870713,3624000,0.6723157334327697,329,1.000459486246109,0.06558385953307151,67.9,-0.028049645476567093,209.40000000000012,1429.95
454,1.422548868722854,130.11,3.056501189470291,3632000,0.7018770086765289,329,0.973449564576149,0.08702268358319998,67.0,-0.019288205443299376,228.3,1428.4
455,0.8975343643635176,128.66,2.3549897408485414,3640000,0.5819803607463837,329,0.9817524111270904,0.044708912861533466,65.7,-0.008685434418148362,228.3,1418.16
456,0.8697325861744062,124.41,2.2851632130146027,3648000,0.6273880976438523,329,0.9595833730697632,0.0469152936572209,62.900000000000006,-0.0009375891237141332,222.60000000000005,1410.25
