epoch_idx,grad_norm,PMM:episode_rewards,advantage_norm,frames,explained_variance,fps,policy_entropy,value_loss,P01:episode_rewards,policy_loss,P09:episode_rewards,episode_length
52,0.23967457990188393,2.59,0.9781003421545029,416000,0.9334712386131286,452,1.357335765361786,0.007023156108334661,0.0,-0.0017483634897507727,6.200000000000017,223.59
53,0.2133216489169882,2.4,0.8873760864138603,424000,0.9396457576751709,447,1.354931539297104,0.006635873202758376,0.0,-1.1126318204333075e-05,6.0,218.81
54,0.2148782239414524,2.21,0.8588313999772071,432000,0.9455519092082977,442,1.3488946270942688,0.005817347347328905,0.0,-0.00039406638505170124,5.1000000000000085,211.44
55,0.25931701378323635,2.34,1.0168850845098496,440000,0.9234011375904083,438,1.358038444519043,0.008228077525272966,0.0,-0.0007893374990089796,5.0,216.99
56,0.26785183732174844,2.22,1.051792812049389,448000,0.9157260072231292,434,1.364484875202179,0.008200623671873472,0.0,-0.0016144179247203282,5.0,212.18
57,0.2905792972304748,2.18,1.091174913942814,456000,0.8997055143117905,430,1.3622114586830139,0.008683249304303899,0.0,-0.0036058469599083765,5.0,210.14
58,0.25357320333515565,2.44,0.9937389290332794,464000,0.9239772224426269,426,1.3428254401683808,0.007732279594638385,0.0,0.0004590884875506163,6.0,218.08
59,0.3598054616911889,2.25,1.3507077080011367,472000,0.808600544333458,422,1.3230852234363555,0.012908267793245614,0.0,-0.004300032468163409,5.0,208.88
60,0.39275865102220353,2.17,1.4595324105024339,480000,0.6631759083271027,419,1.2916838204860688,0.015536048335488885,0.0,-0.006897062467760407,5.200000000000017,200.41
61,0.3488695278824917,1.99,1.1959948292374611,488000,0.8778548353910446,415,1.322913897037506,0.010068790507502853,0.0,-0.002780079522781307,4.0,193.99
62,0.3076513203086169,2.31,1.175842444896698,496000,0.8721659630537033,412,1.3198876869678497,0.009997729935566895,0.0,-0.0022404039723915047,5.0,207.91
63,0.3378613819962451,2.56,1.1540078583359719,504000,0.8885022073984146,409,1.305761822462082,0.009916380278300494,0.0,-0.003011411364423111,5.1000000000000085,222.38
64,0.3371432478564354,2.83,1.1749585211277007,512000,0.8811041539907456,406,1.3220949602127074,0.010055062528699636,0.0,-0.0021922409790568055,6.0,234.78
65,0.24978528004219652,2.5,0.9597979894280434,520000,0.9325465136766433,403,1.328571045398712,0.006695251147029921,0.0,-0.0014346282897167838,6.0,224.49
66,0.3177452298063009,2.42,1.1334491854906081,528000,0.8973418414592743,401,1.32125182390213,0.00908883509109728,0.0,-0.003505799731356092,6.0,219.41
67,0.3403186955190546,2.75,1.1786523288488389,536000,0.8854231142997742,398,1.3006627702713012,0.009508701467420905,0.0,-0.0021068147514597515,6.0,227.9
68,0.29753709979329673,2.79,1.1193426629900933,544000,0.9013375699520111,396,1.3102048456668853,0.008849566490389406,0.0,-0.0025726276310160754,6.0,228.63
69,0.24070654106436248,2.6,0.9349937492609024,552000,0.9190022230148316,394,1.322219398021698,0.006395210683112964,0.0,-0.000377710228349315,6.0,223.55
70,0.3259602119110412,2.25,1.0884496703743936,560000,0.8888555204868317,392,1.307142654657364,0.008768474735552445,0.0,-0.0032382408096236757,5.0,211.95
71,0.2749776256216699,2.44,1.0283558309078216,568000,0.9166218715906144,390,1.3020666944980621,0.007635498329182156,0.0,-0.0006450546385894995,6.0,216.86
72,0.2700885575026519,2.66,0.9672692659497261,576000,0.9355613088607788,388,1.319830573797226,0.006745558143593371,0.0,-0.0020874271530192346,7.1000000000000085,222.3
73,0.300979541397297,2.81,1.1354316240549087,584000,0.8943161833286285,386,1.3220715355873107,0.008882271818583832,0.0,-0.0026549727993551643,8.100000000000009,228.11
74,0.2927703841843753,2.65,1.08842509329319,592000,0.9256557798385621,384,1.2980549430847168,0.008099154108203948,0.0,-0.0024273916057427412,6.0,223.4
75,0.3167357596792427,2.94,1.0796103698015214,600000,0.9124628573656082,383,1.300276336669922,0.00817408382310532,0.0,-0.0023294637076401157,6.1000000000000085,234.88
76,0.31583129096907475,3.15,1.1322769179940224,608000,0.9043850725889206,382,1.2688623404502868,0.008901531868614256,0.0,-0.003984371173573891,8.0,237.48
77,0.31751652594140045,3.22,1.0638065245747566,616000,0.9243458688259125,380,1.29875892162323,0.007906394008314237,0.0,-0.0015856080257799477,8.0,241.01
78,0.28831754586082214,3.24,1.0760581058263778,624000,0.9088959205150604,380,1.2894399452209473,0.007738376337802038,0.0,-0.0033197356638265773,8.0,239.79
79,0.366900935830383,3.51,1.3541534906625747,632000,0.871771450638771,378,1.271126457452774,0.012725503302644938,0.0,-0.002306655064749066,8.0,252.99
80,0.2967333974099702,3.89,1.151860078573227,640000,0.912763107419014,377,1.272549043893814,0.008813186592888086,0.0,-0.00225478761800332,8.0,260.07
81,0.4215673872211291,4.31,1.490994588136673,648000,0.8423092252016068,376,1.269176367521286,0.015091815365012735,0.0,-0.0016502608573500765,9.0,268.27
82,0.3588810631201167,4.26,1.2445156079530717,656000,0.887995395064354,375,1.2947061705589293,0.01073724486399442,0.0,-0.0035125477073597723,9.0,267.28
83,0.33733901424693225,3.73,1.2027112457156182,664000,0.8974760693311691,374,1.3119493079185487,0.010029723575571551,0.0,-0.00020731216010972276,9.0,254.36
84,0.34876177603668324,3.42,1.233213415145874,672000,0.8733879888057708,373,1.3122454690933227,0.01123380959383212,0.0,-0.0017804810346569867,8.0,252.0
85,0.2793768485739781,3.28,1.096228678226471,680000,0.9010759305953979,373,1.319958952665329,0.008521018028259277,0.0,-0.0018983372860748205,9.0,245.78
86,0.346931871899815,4.08,1.2909725379943848,688000,0.890425101518631,372,1.2888550937175751,0.011665182707365601,0.0,-0.001995975176396314,9.0,270.9
87,0.3737405023852641,3.97,1.4229522013664246,696000,0.8775078570842743,371,1.2978905272483825,0.013634033834096044,0.0,-0.002291830953618046,9.0,266.71
88,0.4179661196731299,4.29,1.4541201865673066,704000,0.8369473391771316,371,1.2986052000522614,0.01455971805145964,0.0,-0.004713507440756075,9.0,274.11
89,0.31398352727526285,4.35,1.1246600645780562,712000,0.9174723643064499,370,1.2874827122688293,0.008500335202552379,0.0,-0.0020024391412152907,9.0,274.81
90,0.3230639372265398,4.62,1.2196981501579285,720000,0.9024365365505218,369,1.309281758069992,0.010065586904529482,0.9000000000000004,-0.002284711638931185,10.0,286.16
91,0.3419486153529452,4.7,1.2493903130292892,728000,0.8713615590333939,368,1.3141010475158692,0.010630727815441787,1.0,-0.002590658275294118,10.0,293.85
92,0.35438566885423795,5.01,1.3712403041124344,736000,0.8641178512573242,368,1.2822331726551055,0.012568378788419068,1.0,-0.0040618511068169025,9.100000000000009,300.04
93,0.3744320670432617,4.88,1.3595385068655015,744000,0.8450927633047104,367,1.2862174677848817,0.012179896212182939,1.0,0.00044254985987208785,9.0,297.21
94,0.3912525298750139,4.75,1.4220720982551576,752000,0.8334639692306518,367,1.3032271802425384,0.013474918541032822,1.0,-0.0021691181368078106,9.0,288.21
95,0.41128694531351967,4.98,1.41947849214077,760000,0.8407361096143723,366,1.2940953290462494,0.01361007645027712,1.0,-0.004541034228168428,10.0,296.81
96,0.41581005047218533,5.37,1.3952268058061599,768000,0.8499749195575714,366,1.2747559142112732,0.012876768673304468,2.0,-0.0024324403116770554,10.0,307.41
97,0.4453459932256588,5.66,1.5112595212459565,776000,0.8465851885080338,365,1.2772953009605408,0.015051355394534767,2.0,-0.003123892319854349,10.0,316.64
98,0.37475694512348945,5.7,1.350761456489563,784000,0.8610888636112213,365,1.2263592004776,0.011929719597101212,2.0,-0.0032542491640197113,10.0,319.28
99,0.45610227429247835,5.91,1.5457852655649185,792000,0.8188103020191193,364,1.2455695021152495,0.015819715540856122,2.0,-0.0064153774271289874,10.0,321.19
100,0.49922294021519886,6.31,1.5970765006542207,800000,0.8250397461652755,364,1.2133078098297119,0.016595681407488884,2.0,-0.004082872036815388,11.0,332.42
101,0.5005264658466063,6.24,1.602737786769867,808000,0.8032474005222321,363,1.2018363976478577,0.017147944841999562,2.0,-0.0034321522289246786,11.100000000000009,329.95
102,0.42730319709002756,6.58,1.4924500322341918,816000,0.83605952501297,363,1.2690588176250457,0.014969387077726423,2.0,-0.0019106522572110408,12.0,342.31
103,0.4998818966639575,6.82,1.6778622597455979,824000,0.7847102606296539,362,1.203869880437851,0.018684867140837013,2.9000000000000004,-0.007356303609849419,12.0,346.76
104,0.47447859676826554,6.96,1.7017544734477996,832000,0.7957132422924041,361,1.2600018048286439,0.018804908711463213,2.9000000000000004,-0.0052431259141303595,11.100000000000009,359.2
105,0.47790336577951176,6.87,1.629061940908432,840000,0.814291158914566,361,1.2433899939060211,0.01765950640197843,2.9000000000000004,-0.0038567318582499867,11.100000000000009,357.48
106,0.5158767109681501,7.03,1.7253812342882155,848000,0.7781335127353668,361,1.2006455624103547,0.01942756023257971,3.0,-0.002418061553617008,11.100000000000009,359.44
107,0.4977670764400748,7.41,1.6736525064706802,856000,0.7986341381072998,360,1.1979614043235778,0.018580154711380602,3.0,-0.007272692601836752,12.0,372.62
108,0.47124785953481313,7.4,1.5974481463432313,864000,0.8097981709241867,360,1.2303443598747252,0.0169031615043059,3.0,-0.0038131492509273814,12.0,369.89
109,0.537923531926322,8.0,1.6804473185539246,872000,0.7668955367803574,359,1.2206240832805633,0.0188942200737074,3.0,-0.007636153475032188,13.200000000000017,378.72
110,0.47827683055839204,8.86,1.6356657403707504,880000,0.792161898612976,359,1.2238315856456756,0.017733022435568273,4.0,-0.002923985104134772,16.0,405.82
111,0.4962673456993999,9.31,1.7088024860620499,888000,0.7615817952156066,359,1.0827412515878678,0.019233992346562444,4.0,-0.006519624008869868,16.0,418.34
112,0.45651839352690365,9.98,1.562002305984497,896000,0.8162115567922592,358,1.1271276831626893,0.016017451314255596,5.0,-0.002903667702921666,16.10000000000001,430.4
113,0.5264936619177211,10.04,1.682366972565651,904000,0.7879702776670456,358,1.1684973382949828,0.018753265426494182,5.0,-0.008690469228313305,16.10000000000001,435.38
114,0.5566891455675507,9.92,1.7425667607784272,912000,0.795526414513588,357,1.1271726715564727,0.020203991192393005,5.0,-0.006757152395730373,15.0,433.23
115,0.6032622159633685,10.02,1.7885191375017166,920000,0.7796515160799027,357,1.1152190399169921,0.021220976538024842,5.0,-0.006583502468420193,15.0,437.85
116,0.5904812233328008,10.0,1.7565592217445374,928000,0.7817168033123016,357,1.1343078374862672,0.020571425170637668,5.0,-0.0060489251380204225,15.0,435.9
117,0.5259457867960226,10.11,1.711134991645813,936000,0.7923775559663773,356,1.2007456934452057,0.01896265490911901,5.0,-0.00541951234699809,15.0,448.69
118,0.56100873905143,10.29,1.7151686125993728,944000,0.7921008384227752,356,1.1927262091636657,0.019408495570532976,5.0,-0.006447530248260591,15.0,453.69
119,0.5578278608782558,10.47,1.7567572754621505,952000,0.7647347456216812,356,1.1926796054840088,0.02035165360197425,5.0,-0.004624222455531708,15.0,459.61
120,0.5575925077978536,10.31,1.7265413230657578,960000,0.7973834043741226,356,1.119093559384346,0.019516695528291165,5.0,-0.01060091179504525,15.0,453.93
121,0.5566772212533883,10.53,1.8932696276903151,968000,0.7612772768735886,355,1.0959718292951584,0.023572261156514288,5.0,-0.0047419528168393295,15.100000000000009,452.86
122,0.5887171705430719,10.76,1.834555962085724,976000,0.7657519614696503,355,1.0465760344266892,0.022160589485429226,5.0,-0.01299018164712379,16.0,457.53
123,0.5734359196784345,11.17,1.880319459438324,984000,0.7435271537303925,355,1.0352770859003066,0.02335090999491513,5.0,-0.00540711379959248,16.10000000000001,460.53
124,0.6311232196968105,11.46,1.869155557155609,992000,0.7530507373809815,355,1.0689055252075195,0.023402004148811103,6.0,-0.011215120900887996,17.0,473.03
125,0.5471617241436969,11.51,1.8075528788566588,1000000,0.7509565114974975,354,1.2030946326255798,0.02140723243355751,6.0,-0.007067262831842527,17.0,477.4
126,0.6303748663011767,11.66,1.9468765926361085,1008000,0.7638826298713685,354,1.2023242104053498,0.024693682212382554,6.9,-0.007676701897871681,17.10000000000001,486.45
127,0.6859570838396556,12.17,2.007357167005539,1016000,0.7606235516071319,354,1.1877095293998718,0.026548525341786443,7.0,-0.011359182862797752,18.0,505.07
128,0.5948841173516168,12.11,1.767283734679222,1024000,0.7943383985757828,354,1.1723352587223053,0.020673662465997042,7.0,-0.0060046078980667515,18.0,513.14
129,0.6497529855256946,12.25,1.925313618183136,1032000,0.7429307359457016,353,1.1310770785808564,0.02409522207453847,7.0,-0.008568267620867119,18.0,516.69
130,0.6581650892159909,12.45,1.9655512130260469,1040000,0.758205092549324,353,1.0685015523433685,0.025378796318545938,7.0,-0.010258146452688379,17.0,524.43
131,0.6334018045255116,13.1,1.9287142312526704,1048000,0.7314171183109284,353,1.057562966942787,0.02446637596003711,8.0,-0.007029782031895593,18.0,530.51
132,0.6455119656485091,13.36,2.024944154024124,1056000,0.7065999364852905,353,1.0273555624485016,0.02679472994990647,9.0,-0.008467036372894653,18.0,539.99
133,0.6546415456901741,13.4,2.066319749355316,1064000,0.7330866140127182,352,1.0598988384008408,0.027884222734719515,9.0,-0.010006751877517673,18.10000000000001,540.47
134,0.6347963314344276,13.91,2.0107776248455047,1072000,0.6975823134183884,352,1.039392176270485,0.02672731185797602,9.0,-0.00890768927289173,19.0,550.36
135,0.6500555604784864,14.22,2.0682517993450165,1080000,0.7367075657844544,352,1.0600691437721252,0.028011508602648973,8.9,-0.007088371103745886,20.0,561.17
136,0.6644436795979007,14.45,2.014330179691315,1088000,0.751364775300026,352,1.0969679158926011,0.02685816839337349,8.9,-0.006337078970391303,21.0,571.29
137,0.6461503710005164,14.52,2.0237048268318176,1096000,0.7098695087432861,351,1.0588066959381104,0.026907150084152818,8.9,-0.010925139588071033,21.200000000000017,571.29
138,0.6410908657822761,14.77,1.9242459857463836,1104000,0.7270820462703704,351,1.081704043149948,0.024311048500239848,8.0,-0.006189550647686701,23.10000000000001,577.78
139,0.6192367775608808,15.04,1.9670907032489777,1112000,0.7261577081680298,351,1.0437997835874557,0.02610331422649324,8.0,-0.013640516119776293,24.0,587.98
140,0.7292886113033354,15.77,2.216132801771164,1120000,0.6830875116586685,351,0.9920582765340805,0.03275099541060626,9.9,-0.011711114451900357,24.10000000000001,600.78
141,0.6388621484602742,15.53,2.0694917118549347,1128000,0.7229638200998306,351,1.0633679503202438,0.028440572433173657,8.9,-0.010465408687014132,24.0,595.89
142,0.653825846696364,15.93,2.0378041684627535,1136000,0.6913774245977402,351,1.0795174825191498,0.027394477957859636,8.0,-0.010913074242998845,26.10000000000001,605.92
143,0.6626216821107931,16.33,2.1091824889183046,1144000,0.6996786773204804,350,1.0601430231332778,0.02995330287143588,10.0,-0.006785775780444965,25.10000000000001,611.16
144,0.7021692363022316,16.53,2.058228007555008,1152000,0.7319417667388916,350,1.1008680045604706,0.028110009580850602,9.9,-0.014738458261999767,26.10000000000001,612.78
145,0.7539494692860593,16.7,2.058642772436142,1160000,0.683373332619667,350,1.0600034391880035,0.02812232304364443,9.0,-0.011023097014985979,27.0,616.59
146,0.7289082295225626,16.96,2.0616156327724457,1168000,0.7073148220777512,350,1.0768629866838455,0.027859971728175878,9.9,-0.007563451880996581,27.0,622.22
147,0.7509644356691936,16.94,2.187042245864868,1176000,0.6878810971975327,350,1.04347474694252,0.03164351815357804,9.9,-0.010434265848016367,25.200000000000017,626.53
148,0.6987876860055815,17.06,2.0529035186767577,1184000,0.722711654305458,349,1.0764717733860016,0.02771464282181114,9.9,-0.005131233400607016,27.0,630.31
149,0.6852541524043662,16.92,2.132680534124374,1192000,0.7155259364843368,349,1.1053219574689865,0.030216573104262352,9.9,-0.007192948072624859,24.10000000000001,630.27
150,0.7206039795168874,17.07,2.0954905939102173,1200000,0.7079583036899567,349,1.0824618500471115,0.028808665690012277,9.9,-0.015375103948754259,25.10000000000001,633.11
151,0.7423412728868597,17.31,2.0828315663337706,1208000,0.673132534623146,349,1.0949882858991622,0.028547812113538386,10.0,-0.008158731220173649,25.10000000000001,643.86
152,0.759318368836472,17.52,2.184091113805771,1216000,0.7011570644378662,349,1.0538163429498673,0.032354358518496155,10.0,-0.011520621142117306,26.0,650.58
153,0.7132276321186367,18.37,2.131314215064049,1224000,0.6964538812637329,348,1.0242608159780502,0.03086177068762481,11.0,-0.011514029519166797,27.0,671.58
154,0.7370480190631696,17.7,2.189528365135193,1232000,0.7293347394466401,348,1.0428814029693603,0.031913684727624056,10.0,-0.007806691528821829,26.0,661.49
155,0.7266259985936305,18.3,2.1060856080055235,1240000,0.7057610732316971,348,1.0618554592132567,0.029562210943549872,11.0,-0.0076846951385959985,26.10000000000001,668.28
156,0.6897240623669247,19.33,2.2248475193977355,1248000,0.6944459450244903,348,1.0010761612653731,0.0334229008667171,12.0,-0.00782589270384051,29.10000000000001,683.89
157,0.7030417201363623,19.46,2.114133862257004,1256000,0.7187519174814224,348,1.106743986606598,0.029667712566442787,12.0,-0.0036979470087680965,29.10000000000001,677.77
158,0.6586343398125102,19.14,2.1689307379722593,1264000,0.684406989812851,347,1.127725111246109,0.03213941334746778,12.0,-0.006917978313513231,29.10000000000001,669.72
159,0.7424572722906733,19.32,2.1909706699848175,1272000,0.689752243757248,347,1.0348581457138062,0.03294560824520886,12.0,-0.014080059764673934,30.0,668.29
160,0.7187383033049364,20.75,2.1564965903759004,1280000,0.680753366947174,347,1.0627789098024367,0.03135914344340563,12.0,-0.0076149320937111045,31.0,698.31
161,0.7777194538802454,20.53,2.0540550529956816,1288000,0.7027671843767166,347,1.0712681519985199,0.028711766470223665,12.0,-0.01743679718230851,30.10000000000001,695.08
162,0.6680660977955225,20.57,2.0926623582839965,1296000,0.6958007806539536,347,1.076809031367302,0.029152149385772645,12.0,-0.010222320367247448,31.0,696.78
163,0.734877131426615,21.43,2.1165403652191164,1304000,0.6895196437835693,346,1.034853755235672,0.029873869838193057,13.0,-0.008395403868044014,33.0,715.0
164,0.7028303081386863,20.93,2.064314754009247,1312000,0.725436384677887,346,1.0418203532695771,0.028099834583699704,12.0,-0.01398588379171997,33.0,712.36
165,0.6800279558703771,20.54,2.0366199469566344,1320000,0.6892829459905624,346,1.08497013092041,0.027618725234642625,12.9,-0.0028628865091013724,32.10000000000001,705.03
166,0.7144362668876038,20.51,2.191447924375534,1328000,0.6971684402227402,346,1.0277683538198472,0.03158157415688038,12.0,-0.00490194924059324,32.10000000000001,709.14
167,0.7276096664328915,22.55,2.222565099000931,1336000,0.6621378046274186,346,1.0610560876131059,0.03378985897637904,13.0,-0.009040247857337818,35.10000000000001,757.06
168,1.0646735434868422,21.7,2.5410661846399307,1344000,0.43064045131206513,346,1.0357572630047798,0.04959163343999535,13.0,-0.01842848651634995,34.0,743.09
169,0.7279185395533613,20.18,2.0013149935007095,1352000,0.6651388067007065,345,1.0228628224134446,0.027207379494793713,9.9,-0.0038423508264531846,33.10000000000001,707.31
170,0.7222387715481488,20.21,2.137810446023941,1360000,0.6988421332836151,345,1.087609162926674,0.030928606186062097,9.9,-0.008864788016871898,33.10000000000001,699.37
171,0.7247298253176641,20.62,2.187141170501709,1368000,0.6772354751825332,345,1.0754669046401977,0.03221914208494127,10.0,-0.011932112096692435,34.0,707.35
172,0.6993036468309386,20.42,2.089129159450531,1376000,0.6967043220996857,345,1.0099062287807465,0.030001198542304337,10.0,-0.005856265997863375,34.0,695.74
173,0.707698430071419,20.43,2.170258858203888,1384000,0.7235858964920044,345,1.0716663366556167,0.03195504426024854,10.0,-0.004728825382044306,34.0,693.99
